COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
112-2		t a								
116-2		t a								
125-2		k a h o m								
135-2		t o m e m u								
139-2		k m a p								
142-2		a s a p								
148-2		t a a p								
162-2		i m i p								
166-2		i m e t e								
179-2		t a								
45-2		w o r a								
84-2		a s a p								
131-2		t e m e m u								
146-2		k o m e m u								
154-2		t s a p								
192-2		t e t e m								
197-2		t e m e m u								
235-2		a s a p								
237-2		a s a p								
246-2		i o r a								
250-2		t m e t e								
267-2		t a								
39-2		w i j e m u								
42-2		k o r a								
44-2		a s a p								
75-2		i o i p								
94-2		k o k e m u								
122-2		h o r a n								
52-3			t i m a r a							
56-3			n a m a r a							
96-3			n a v i s a							
99-3			a a k i k a							
114-3			t i k o t i							
115-3			n a m i r a							
133-3			t i tʃ e							
144-3			n a k i r a							
150-3			n a v i s a j a							
234-3			a o m a r a							
236-3			p i k o m a							
241-3			a i k i m a							
249-3			tʃ a m i							
1-3			n a v i s a j a							
2-3			n a m i r a							
65-3			n a v i							
93-3			t i tʃ e k i							
95-3			n a k i s a							
106-3			t i m i							
119-3			n a k o							
128-3			p i k o m a							
147-3			t i m i							
231-3			p a m a r a							
232-3			p i k i							
239-3			n a m a k a							
266-3			t a k i							
3-3			n i k o k i							
4-3			n a v i s a							
55-3			n a v i s a							
109-3			t i k a k i							
121-3			n a k i k a							
149-3			t i k o t i							
160-3			k i k o k i							
207-3			p i m a r a							
112-3			t i k o t i							
125-3			k a k o m a							
134-3			t a v i t i							
135-3			t i m a k i							
139-3			t i m a k i							
57-3			t i k o t i							
71-3			t i m a r a							
131-3			t i k o t i							
146-3			n i k i k a							
227-3			n a m i k i							
132-3			t i m i							
240-3			t i m a k i							
52-4				t a t						
56-4				j i m						
96-4				a a a						
99-4				a r a						
114-4				t o k						
115-4				j i m						
133-4				t i p a p						
144-4				t a a						
150-4				k a w						
234-4				k o m						
236-4				p a k						
241-4				a w i						
249-4				i i m						
1-4				w a t a t						
2-4				w i m						
65-4				i w						
74-4				p a n a						
93-4				t a p a p						
95-4				w i m						
106-4				t i n i						
119-4				j i n i						
128-4				p o k						
147-4				t i m i						
231-4				p a n a w						
232-4				p i m i						
239-4				n a m a k						
266-4				p a m						
3-4				w a a						
4-4				w a w						
51-4				w a m						
97-4				t a m						
109-4				p a i						
121-4				k a k						
149-4				t o k						
160-4				k i n i						
163-4				p a m						
167-4				p a m						
207-4				m i m						
259-4				t o w						
66-4				k a k						
116-4				t o p a k						
134-4				n a p a t						
135-4				t o m						
139-4				m o m						
142-4				p a t a						
145-4				k a k						
148-4				t a t a w						
162-4				i i n i						
166-4				i i m						
179-4				t a k						
201-4				p e m						
21-4				t a w						
24-4				t a k						
45-4				j a m						
50-4				i n a						
57-4				t o k						
71-4				j i m						
84-4				p i w						
91-4				m o k						
131-4				t o k						
146-4				i o m						
151-4				k i w						
154-4				w e m						
192-4				t a t						
205-4				i p a						
227-4				w a p a						
235-4				tʃ a w						
237-4				n a m a						
246-4				i w i						
250-4				t o m						
251-4				w a n a w						
271-4				tʃ i m						
284-4				w i m						
285-4				i i n a w						
44-4				w a m a w						
75-4				i p i						
79-4				t a m a						
94-4				i a m						
104-4				k o m						
132-4				tʃ i m						
153-4				tʃ a k						
157-4				t a t a						
174-4				p a n						
177-4				t o m						
240-4				t i m a k						
270-4				k a w						
52-5					t i e					
56-5					e m e					
96-5					a t r a					
99-5					w o r a ʔ					
114-5					t o k					
115-5					f o r i					
133-5					t i p a p a t					
144-5					w o r a					
150-5					k a k					
234-5					k o k					
236-5					p a k i k					
241-5					a w i					
249-5					i s e					
1-5					w a p a ʔ					
2-5					w o m					
65-5					i w					
74-5					p a p a ʔ					
93-5					t o p a p a ʔ					
95-5					w i k i					
106-5					t i t i					
119-5					i a t i					
128-5					p o k					
147-5					t i m					
239-5					m a m a m a n					
266-5					i a i i					
3-5					w o r a k					
4-5					w a r a					
51-5					e k e					
55-5					i o r a ʔ					
97-5					m a m					
109-5					e p e i					
149-5					t o k					
160-5					k o k i					
163-5					e p e m					
167-5					p a w					
207-5					m i					
259-5					t o r a ʔ					
66-5					k o k a k a k					
112-5					t a r i					
116-5					t o k a k a t					
134-5					t i p a p a t					
135-5					t o k					
139-5					m e k					
142-5					p a r a m a n					
145-5					k a k a t i n					
148-5					t a w a ʔ					
162-5					i i j					
166-5					i i m					
179-5					t a ʔ					
201-5					p e k					
21-5					t a k					
45-5					f o r a					
50-5					i i j a ʔ					
71-5					f m e					
84-5					p i w a p a n					
91-5					m e k o m					
146-5					k o m a m					
151-5					k o k					
154-5					w o r a ʔ					
192-5					t i t					
197-5					t i r i					
205-5					i a a					
235-5					t o r i					
237-5					m i m a m a n					
250-5					m o r					
251-5					w a s a ʔ					
267-5					t o r a ʔ					
271-5					t i w					
284-5					w i t i					
285-5					i o r a ʔ					
39-5					j a m a m a n					
42-5					k i k a r a n					
44-5					w a j a m a n					
75-5					e p e					
79-5					t a s					
94-5					i k e m					
104-5					k o k o					
122-5					p i k i k i n					
153-5					s a k					
157-5					t a p a m a n					
174-5					p o r i					
177-5					t o r a ʔ					
270-5					k a k a ʔ					
52-6						t a tʃ i				
56-6						t a k i				
96-6						n a w a s a				
99-6						n a w a s a				
114-6						t i k i				
115-6						t a w a s a				
133-6						t i p i t i				
144-6						n a w a s a				
150-6						k a w a s a				
234-6						k i m a r a				
236-6						p i k i tʃ i				
241-6						n a w a s a				
249-6						t i tʃ i				
1-6						n a w a s a				
2-6						n a m a s a				
65-6						t i m i				
74-6						p e k i				
93-6						t a p i n i				
95-6						n i k i				
106-6						t i k i t i				
119-6						t a w i s a				
128-6						t i k i tʃ i				
147-6						t i m i				
231-6						p e k i tʃ i				
232-6						p i tʃ i s a				
239-6						n a w a s a				
266-6						t i k i s a				
3-6						n a w a s a				
4-6						n a w a s a				
55-6						t a w a s a				
97-6						n a w a s a				
109-6						t a w i tʃ i				
160-6						k i k i tʃ i				
207-6						m i m i				
112-6						t a w a s a				
116-6						t a p u n e				
125-6						k i k a s a				
134-6						t a p i t a				
135-6						t i m i tʃ i				
139-6						n a k i tʃ i				
201-6						p i tʃ i				
21-6						t a w a s a				
24-6						t i k i				
57-6						t a k i				
131-6						t a k i t i				
227-6						n a w a s a				
267-6						t a w a s a				
132-6						t a w a s a				
240-6						t i m a s a				
52-7							t e t e t e			
56-7							t e o e m o			
96-7							t e t e m			
99-7							t e o e a o			
114-7							t e k e t			
115-7							t e t i a			
133-7							t e t e t e			
144-7							t a k i n			
150-7							t e o k a j			
234-7							t u k u k i			
236-7							p a k i n			
241-7							t a k i n			
249-7							t e t e m o			
1-7							w a h u			
2-7							w e k i n			
65-7							t e o p a j			
74-7							p a k a n			
93-7							t e t e t			
95-7							w i k i n			
106-7							t e t e t e			
119-7							t i o e a			
128-7							t a k i			
147-7							t e t e m o			
231-7							p a k i n			
232-7							p a k i			
266-7							p e o i a			
3-7							w i k i a i			
4-7							w a k i			
51-7							t e k u m			
55-7							t e o p a j			
97-7							m a k i n			
109-7							t e k i a			
121-7							t e o k a j			
149-7							t u k u			
160-7							t e o k a i			
163-7							t e k i m			
167-7							p a k i ʔ			
207-7							m a k i n			
259-7							t u k u			
66-7							t e o k a j			
125-7							t e t e m o			
135-7							t e t e m o			
142-7							p a k i ʔ			
145-7							t e o e a t			
148-7							t e o e a o			
162-7							t e o p a o			
166-7							t e o p a			
179-7							t e t e t e			
201-7							p a k i n			
21-7							t e t e t e			
24-7							t a k i a i			
50-7							t e o k a j			
57-7							t e k e t e			
71-7							w a k i n			
84-7							p a h u			
131-7							t e k e t e			
146-7							t e o e a j			
151-7							t e o k a j			
197-7							t e t e m o			
205-7							p e o k a j			
227-7							w a k i ʔ			
237-7							n a k i m			
246-7							t e o p a j			
250-7							t u k i			
251-7							w a k i n			
267-7							t u k e t			
271-7							t i k i n			
284-7							w i h u			
285-7							t e o r a j			
122-7							p a k i n i			
132-7							t e k i a			
240-7							t e t e m o			
52-8								t a m		
56-8								e v e		
96-8								w a k a b		
99-8								w a s a b		
114-8								t y m		
115-8								e a e a e		
133-8								t a m a b		
144-8								w a s a b		
150-8								k a k		
234-8								k u m		
236-8								e e e o e		
241-8								w a s a b		
249-8								w a s a b		
1-8								i a m a j		
2-8								i a m		
65-8								w a m a b		
74-8								w a s a b		
93-8								t a m a b		
95-8								i a m a b		
119-8								w e m o b		
231-8								w a s a b		
232-8								e a m o b		
239-8								w a s a b		
3-8								i a m a j		
4-8								i a m a j		
51-8								e a e		
55-8								w a s a b		
109-8								e v e a e m		
121-8								k a k		
149-8								t y m		
163-8								e v e a e m		
167-8								w a k a b		
259-8								t y m		
66-8								k a k		
112-8								t a k		
116-8								t a m		
125-8								k a k		
145-8								k a k		
45-8								w e m o b		
91-8								j e m o b		
235-8								w a m a b		
246-8								w a m a j		
250-8								j e m o b		
271-8								t a m a b		
284-8								i a m a j		
39-8								j e m a b		
42-8								k a k		
177-8								t y m		
52-9									i i t	
56-9									i j i	
96-9									w a r a	
99-9									w a r a k i n	
114-9									t i t	
115-9									i i i	
133-9									t i t	
144-9									w a r a w i ʔ	
150-9									k a w	
234-9									k a m	
236-9									p a k	
241-9									w a w i	
249-9									i j i	
1-9									w a r a w i ʔ	
2-9									w a r i	
65-9									i w i	
74-9									p a r a	
93-9									t a t	
95-9									w i k	
106-9									t i t	
119-9									i i t	
128-9									p a r	
147-9									i i t	
231-9									p a r a w o ʔ	
232-9									p i t	
239-9									i a r a k u n	
266-9									i a t	
3-9									w a r a k u ʔ	
4-9									w a r a w i ʔ	
51-9									i w a	
55-9									i a a a	
97-9									w a r a k a n	
109-9									i j i	
121-9									k a r a p a r a m	
149-9									t a t	
160-9									i i k	
163-9									i j i	
167-9									p a t a	
207-9									w i	
259-9									t a t	
66-9									k a r a k u n	
112-9									t a t	
116-9									t a t	
125-9									k a t i k u n	
134-9									i i t	
135-9									t i t	
142-9									p a t a h o t	
145-9									k a t a k u n	
148-9									t a w a w i ʔ	
162-9									i i i	
166-9									i i i	
179-9									t a w	
201-9									p a w	
21-9									t a w	
24-9									w a r a k u n	
45-9									i a i a i i	
50-9									i j i	
57-9									t i t	
71-9									i i i	
91-9									i a i a	
151-9									i i	
154-9									w a r	
192-9									t i t	
197-9									t i t	
205-9									i a e a	
227-9									w a t	
235-9									ʃ a i	
237-9									i i j i	
246-9									i w i	
251-9									w a r a	
267-9									t a t	
284-9									w i t	
285-9									i r a	
39-9									j e k	
42-9									k i t	
44-9									w a r a k i n	
75-9									i a i o i ʔ	
79-9									t a t	
94-9									i k i	
104-9									k i t	
122-9									p i t	
153-9									ʃ a r a	
157-9									t a t a k i ʔ	
174-9									p a r a	
177-9									t a t	
270-9									k a w a w i ʔ	
52-10										t i t
56-10										w i t
96-10										t a r i ʔ
99-10										a a r
114-10										t o k i ʔ
115-10										w a r
133-10										t i r i ʔ
144-10										w a r i ʔ
150-10										k a k
234-10										k o m
236-10										p i k i ʔ
241-10										a w a
249-10										k i t i ʔ
1-10										w a t a ʔ
2-10										w i m
65-10										k i j i ʔ
74-10										p a n a ʔ
93-10										t o r a ʔ
95-10										w i k i ʔ
106-10										t o m i ʔ
119-10										j a t i ʔ
128-10										p o k
147-10										t i m i ʔ
231-10										p a n a ʔ
232-10										p i r i ʔ
239-10										m a m a ʔ
266-10										p i tʃ i ʔ
3-10										w a r i ʔ
4-10										w a r i ʔ
51-10										w i t
55-10										w i r i ʔ
97-10										m a h o m
121-10										k a k i ʔ
149-10										t o k
160-10										k i k i ʔ
163-10										w a t
167-10										p a h
207-10										m i j i ʔ
259-10										t o w a ʔ
112-10										t a r i ʔ
116-10										t o r a ʔ
125-10										k a k i ʔ
134-10										w i r i ʔ
139-10										m i k i ʔ
142-10										p a t a m
145-10										k a k a ʔ
148-10										t a r a ʔ
162-10										k i tʃ i ʔ
166-10										k i tʃ i ʔ
179-10										t a k
201-10										p e t
24-10										w a k o ʔ
45-10										w a r a m
50-10										w i j i ʔ
71-10										w i tʃ i ʔ
84-10										p i w a ʔ
91-10										m i k o m
146-10										k i k i ʔ
151-10										k i k
154-10										w e t
192-10										t o t
197-10										t i r i ʔ
205-10										w i a
235-10										tʃ i w i ʔ
237-10										m i j i ʔ
250-10										m i r e m a
251-10										w a n a ʔ
267-10										t o w
271-10										tʃ i w i ʔ
284-10										w i t
285-10										w i r i ʔ
39-10										j a m i ʔ
42-10										k i k i ʔ
44-10										w a n
79-10										t a n
94-10										k i tʃ i ʔ
104-10										k a k i ʔ
122-10										p i k i ʔ
132-10										w e r e m
153-10										t a k
157-10										t a r i ʔ
174-10										p a r i ʔ
177-10										t o k
270-10										k a k a ʔ
