COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
135-5					t o m					
139-5					m o k o m i k					
142-5					p a t a m a n					
145-5					k a t a t i ʔ					
148-5					t a w a n					
162-5					i n a n					
166-5					i m i					
179-5					t a k					
201-5					p e s					
21-5					t a w					
52-6						t i m a				
56-6						tʃ i m a i				
96-6						w a w a				
99-6						t a k a i				
114-6						t u k a				
115-6						t a k a i				
133-6						t u k a i t o				
144-6						w a w a w a				
150-6						k a w a				
234-6						k i m a				
236-6						p i k a k i				
241-6						w a w a				
249-6						tʃ i m a				
1-6						w a w a				
2-6						w a m u i				
65-6						tʃ i m a				
74-6						t u w a				
93-6						t u k a i t o				
95-6						w a k a				
106-6						t u k a i i				
119-6						w i i a i i				
128-6						t u k a i e				
147-6						t u m i tʃ i				
231-6						t u w a w a				
232-6						p i m a i i				
239-6						t a k a i a				
266-6						tʃ i i i i				
3-6						w a w a i a				
4-6						w a w a				
55-6						t i w a				
97-6						t u w a i a				
109-6						t m i tʃ i				
160-6						k i k i k i				
207-6						tʃ i m i				
112-6						t u w a w a				
116-6						t u k a k a				
125-6						k a k a i m a				
134-6						t a p a i				
135-6						t i m a tʃ i				
139-6						t u k a i i				
201-6						p i m a p e				
21-6						t a w a				
24-6						t a k a k a				
52-7							t i k a			
56-7							i m i m			
96-7							p i k a			
99-7							t i k a			
114-7							t u k a			
115-7							i u r i			
133-7							t i k a			
144-7							t a k a			
150-7							i k i			
234-7							i u k a			
236-7							p i k a			
241-7							p a k a			
249-7							i i i			
1-7							w a k a			
2-7							i i k a			
65-7							i w i			
74-7							p a k a			
93-7							t u r a			
95-7							w i k a			
106-7							t u k a			
119-7							i i i			
128-7							p u k a			
147-7							t i k i			
231-7							p a k a			
232-7							p i i a o			
266-7							i i i m			
3-7							w i k a			
4-7							w a k a w i			
51-7							i i i a			
55-7							i i a a			
97-7							m a k a			
109-7							i p i			
121-7							k a k a			
149-7							t u k a			
160-7							i i k i			
163-7							i i i a			
167-7							p a k a			
207-7							m i m			
259-7							t u k a			
66-7							k i k a			
125-7							i a k a			
135-7							t i k a			
142-7							p a k a			
145-7							i a i			
148-7							t o r a			
162-7							i n i			
166-7							i m i m i			
179-7							t i k a			
201-7							p i k a			
21-7							t i k a			
24-7							w a k a			
52-8								i a i		
56-8								i u i a n		
96-8								s a s		
99-8								s u i		
114-8								t u p a n		
115-8								s u i a n		
133-8								t a s a b		
144-8								s u p		
150-8								k a m		
234-8								k u k o n		
236-8								s i k		
241-8								s i v		
249-8								i w i		
1-8								i a m		
2-8								i u i		
65-8								i w i		
74-8								s a m a b		
93-8								t u p a n		
95-8								i i i		
119-8								i a i		
231-8								s a m a a		
232-8								s i i		
239-8								m a m r a		
3-8								s u i		
4-8								i a m		
51-8								s i v		
55-8								i u i		
109-8								s u i		
121-8								k a m r a		
149-8								t u p a n		
163-8								s u i		
167-8								s a s		
259-8								t u p a n		
66-8								k a m r a		
112-8								t a m a a		
116-8								t u p a n		
125-8								k a m r a		
145-8								k a m r a		
52-9									i t i	
56-9									i m a	
96-9									w a r a	
99-9									w a r a r a m a ʔ	
114-9									t o k i ʔ	
115-9									i r r i	
133-9									t i p a r a ʔ	
144-9									w a r a	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									w a w a	
249-9									i n	
1-9									w a t a	
2-9									w a m a r a m a ʔ	
65-9									i w i	
74-9									p a n a ʔ	
93-9									t o p a r i ʔ	
95-9									w i k i ʔ	
106-9									t i n	
119-9									i a t i	
128-9									k o k	
147-9									t i m i	
231-9									p a n a h u	
232-9									p i p i j i ʔ	
239-9									m a m a r a m a ʔ	
266-9									i a i m	
3-9									w a r i r i ʔ	
4-9									w a r a ʔ	
51-9									i w i	
55-9									i r a m	
97-9									m a r a r a m a m	
109-9									i p i j i m	
121-9									k a p i r a ʔ	
149-9									t o k	
160-9									k i r i k i ʔ	
163-9									i p i n	
167-9									p a w	
207-9									m i	
259-9									t o w a	
66-9									k a r a k a r a ʔ	
112-9									t a r a t	
116-9									t o p a h u	
125-9									k a t i a a m a ʔ	
134-9									i a p a t i	
135-9									t i m i r i ʔ	
142-9									p a t a r a m a ʔ	
145-9									k a r a t i ʔ	
148-9									t a r a w a n	
162-9									i n i n	
166-9									i m i	
179-9									t a w	
201-9									p i	
21-9									t a n	
24-9									w a k a r a n	
52-10										t i t i ʔ
56-10										m a ʔ
96-10										t a tʃ i ʔ
99-10										t i r a m a ʔ
114-10										t o k
115-10										t a ʔ
133-10										t i w a ʔ i ʔ
144-10										t i j i ʔ
150-10										k a w
234-10										k o m
236-10										p a k i ʔ
241-10										tʃ i i a
249-10										k i ʔ
1-10										w a t a ʔ
2-10										w i m
65-10										n a i
74-10										p a n a ʔ
93-10										t o w a ʔ i ʔ
95-10										w i k
106-10										t o n a ʔ
119-10										n i t a ʔ
128-10										k o k
147-10										t i m i ʔ
231-10										p a n a m
232-10										p i w i ʔ
239-10										m a m a m a
266-10										n a n a ʔ
3-10										w a r a ʔ
4-10										w a r a ʔ
51-10										w a r
55-10										n a n
97-10										m a m a m a
121-10										k a k i ʔ
149-10										t o k
160-10										k i k i ʔ
163-10										w a ʔ
167-10										p a ʔ
207-10										m i ʔ
259-10										t o w a
112-10										t a t i ʔ
116-10										t o w a tʃ i ʔ
125-10										k a t a m a ʔ
134-10										n a w a tʃ
139-10										m i k a m
142-10										p a t a m a ʔ
145-10										k a t a tʃ i ʔ
148-10										t a w a e a
162-10										n a n a ʔ
166-10										n a n
179-10										t a ʔ
201-10										p a ʔ
24-10										w a k a n
