COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
134-10										t a r i ʔ
139-10										m i r i m
142-10										w a t a m a ʔ
145-10										k a r a m a ʔ
148-10										t a w a m a
162-10										w i j i ʔ
166-10										w i j i ʔ
179-10										t a k
201-10										p i k
24-10										w a k a m a ʔ
45-10										m a r i m
50-10										w i j i ʔ
71-10										w i j i ʔ
84-10										p i w i m a
91-10										m o k o m
146-10										k i j i ʔ
151-10										k i w
154-10										w e r e m
192-10										t o t
197-10										t a r i ʔ
205-10										w i j i ʔ
235-10										tʃ i w i ʔ
237-10										m a m i m a
250-10										m i r e m
251-10										w a r a m a
