COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
993-1	w a m							
994-1	ɛi ɛi							
1001-1	ɕ ɛi							
1002-1	d ɔ k							
1005-1	tɕʰ u ɹ							
1009-1	h ɛi							
1022-1	ɕ a							
1021-1	ɕ ɔ k							
1043-1	ɛi u ŋ							
1049-1	t u s							
1065-1	ɕ i ŋ							
1068-1	ai ɛi							
1077-1	r u ŋ							
1081-1	r a m							
1084-1	ts ɔ ŋ							
1092-1	m ɛi							
1091-1	tɕʰ ɛi							
1096-1	w ɛi							
1097-1	b ɛi							
1102-1	w ɛi							
1104-1	t ɔ ŋ							
1108-1	tɕʰ a k							
552-1	dʑ a							
1111-1	b a ɛi							
1116-1	ɕ a ŋ							
722-1	h ɛi							
1141-1	ɔ a ŋ							
1147-1	p ɛi							
1146-1	ɕ ɛi							
1150-1	w ts a ŋ							
1151-1	ɔ							
1158-1	dʑ a k							
1159-1	pʰ ɛi							
1164-1	h ɛi							
1163-1	ai ɛi							
1167-1	ts a ŋ							
1171-1	l ɛi							
1177-1	tɕʰ u t							
1187-1	h ɛi							
1189-1	z i							
52-1	h a							
1195-1	ɕ i							
1203-1	t u k							
1211-1	ai ɛi							
329-1	ai ɛi							
1217-1	m a s							
72-1	h a							
1218-1	tɕʰ i k							
1222-1	tɕʰ ɔ							
1229-1	ts a							
1238-1	d a ŋ							
1249-1	m ɛi							
1252-1	ai ɛi							
1254-1	w a m							
1253-1	ɕ ɔ ŋ							
1257-1	h a ɹ							
1263-1	dʑ ɛi							
1266-1	dʑ a k							
584-1	t ɔ							
7-1	w ɛi							
1191-1	w j a							
13-1	tɕʰ a							
18-1	dʑ u							
33-1	ɕ ɛ							
74-1	tʰ a							
81-1	ts a ŋ							
83-1	m i k							
89-1	ts ɔ ŋ							
90-1	ʑ a p							
123-1	tɕʰ a							
122-1	kʰ ɔ s							
121-1	m a							
154-1	tɕʰ a							
159-1	ɕ a							
161-1	tɕʰ ɛi							
170-1	tɕʰ ɛ t							
91-1	ai							
181-1	m a							
186-1	dʑ ɛi							
191-1	ɕ ɛi							
217-1	h a							
221-1	m ɛi							
252-1	ts ɛ ŋ							
253-1	j a m							
261-1	b ɛi							
262-1	w ɛi							
281-1	ts a k							
287-1	ɛi a ŋ							
288-1	ɛi ɛi							
292-1	dʑ ɔ k							
297-1	kʰ a k							
311-1	h i							
332-1	b ɛi							
358-1	d ɔ ŋ							
366-1	dʑ au							
378-1	tɕʰ a t							
382-1	m u							
392-1	dʑ a k							
397-1	b a							
471-1	w a ŋ							
477-1	d u							
478-1	r ɛi							
481-1	dʑ a p							
483-1	ɕ a							
511-1	kʰ							
525-1	tɕʰ ɛi							
542-1	ts a ŋ							
638-1	ts ɔ							
656-1	dʑ ɛi							
657-1	d a							
659-1	d a							
711-1	h u							
745-1	h a m							
818-1	tʰ ɔ k							
825-1	tʰ ɛi							
839-1	tɕʰ a							
841-1	h a							
894-1	b u							
932-1	ɕ							
936-1	ai ɛi							
943-1	pʰ a k							
965-1	d a ŋ							
1039-1	ɕ a ŋ							
1044-1	ɛi							
1076-1	h a							
1126-1	dʑ ɛi t							
1131-1	pʰ a							
1132-1	dʑ a p							
1166-1	d ɔ							
1175-1	ɕ i ŋ							
944-1	t u ŋ							
1199-1	dʑ ɔ ŋ							
1256-1	ts u ŋ							
1282-1	tsʰ u							
1283-1	j u							
30-1	h ɔ							
32-1	b a							
59-1	m a n							
68-1	ai							
69-1	w a ŋ							
82-1	pʰ ɔ t							
88-1	ts i k							
100-1	ʑ a n							
116-1	ɲ a k							
142-1	ɕ j ɛ k							
155-1	kʰ j a ŋ							
268-1	tɕʰ u							
285-1	tɕʰ a m							
315-1	l ai							
318-1	j u							
406-1	l ai							
421-1	w a t							
436-1	h i							
515-1	p							
516-1	r u k							
524-1	w u m							
545-1	p u k							
566-1	kʰ a k							
579-1	ɕ i ŋ							
587-1	ts u k							
597-1	ɕ u							
166-1	j a k							
644-1	j ɔ ŋ							
687-1	h ɔ t							
733-1	ts ɔ ŋ							
738-1	tɕʰ ɛ t							
755-1	ɕ ɛi m							
1-2		g yː						
5-2		j a						
4-2		tʰ y k						
6-2		n a ŋ						
15-2		tɕ øˀ						
55-2		j øˀ						
56-2		a						
60-2		z ɐ̃ː						
61-2		tɕʰ y ŋ						
80-2		tɕʰ ɔ k						
87-2		tɕʰ øˀ						
86-2		b a u						
92-2		b a yː						
102-2		m a						
106-2		b u k						
108-2		b a						
107-2		b a a						
112-2		b a ŋ						
115-2		s						
114-2		tʰ u ŋ						
120-2		b øˀ						
124-2		a						
125-2		tʰ ɔ k						
132-2		s ɐ̃ː						
131-2		j y ŋ						
136-2		b øˀ						
134-2		b a k						
137-2		a						
138-2		tʰ ɔ k						
140-2		h b uː						
143-2		tɕʰ ɐ k						
145-2		tɕʰ øˀ						
147-2		h ɛː						
149-2		j y k						
153-2		s						
152-2		b a ŋ						
158-2		tɕʰ y						
163-2		a yː						
164-2		n y						
167-2		pʰ a ŋ						
171-2		n y ŋ						
172-2		b y k						
173-2		tʰ øˀ						
183-2		r ɛː						
185-2		m a						
188-2		kʰ øˀ						
189-2		tɕʰ øˀ ŋ						
193-2		h a						
196-2		m a						
199-2		tɕʰ øˀ						
200-2		b a ŋ						
201-2		tɕʰ øˀ						
202-2		kʰ a						
203-2		tʰ y ŋ						
204-2		b a						
206-2		j a m						
117-2		b a						
146-2		tɕ øˀ						
219-2		b b						
218-2		tɕʰ ɛː						
224-2		m a						
240-2		tɕʰ ɐ k						
244-2		j a						
255-2		j y						
260-2		b a						
263-2		r øˀ						
269-2		tɕ b ɐ ŋ						
271-2		tʰ ɐ k						
209-2		tɕ øˀ						
277-2		m øˀ						
278-2		b y ŋ						
135-2		b øˀ						
284-2		m a						
797-2		a						
290-2		j a ŋ						
289-2		tɕ øˀ k						
296-2		m y						
310-2		s yː						
319-2		a						
325-2		a ɛ						
327-2		tʰ ɛː						
331-2		g øˀ						
337-2		b b a ŋ						
338-2		j y ŋ						
339-2		a						
350-2		g a						
349-2		tʰ y ŋ						
357-2		tɕʰ øˀ						
355-2		a						
363-2		b a						
361-2		tʰ øˀ						
365-2		s a yː						
364-2		tɕ ɛ						
375-2		j u k						
379-2		s ɛ						
380-2		kʰ a						
396-2		j øˀ						
400-2		m a						
405-2		d a ŋ						
404-2		s ɐ̃ː m						
409-2		j b ɐ k						
410-2		b y k						
415-2		b a						
416-2		b a						
101-2		n y						
37-2		b øˀ						
424-2		b ɛː						
434-2		tɕʰ ɛ ŋ						
445-2		b						
446-2		z ɐ̃ː						
451-2		t øˀ						
457-2		j a m						
456-2		b a yː						
464-2		b a ŋ						
473-2		tɕʰ øˀ						
474-2		ɔ a						
479-2		s ɛ ŋ						
489-2		j øˀ						
490-2		h ɐ̃ː						
494-2		s ɐ̃ː						
503-2		g øˀ						
502-2		z a ŋ						
235-2		j y ŋ						
519-2		a yː						
523-2		u k						
527-2		b tɕʰ øˀ ŋ						
538-2		s						
544-2		j a m						
850-2		a						
554-2		b øˀ						
553-2		r y ŋ						
558-2		b y ŋ						
561-2		s a						
562-2		b a						
564-2		a ɛː						
567-2		m a						
570-2		b y						
575-2		a						
582-2		a a						
585-2		a						
589-2		tɕʰ øˀ m						
593-2		d a ŋ						
594-2		j øˀ						
595-2		tʰ øˀ						
596-2		j u k						
598-2		z y						
599-2		tʰ øˀ						
602-2		z ɐ̃ː						
603-2		j a						
606-2		z y						
605-2		b øˀ						
620-2		a a						
637-2		b ɐ k						
639-2		tɕʰ øˀ						
645-2		kʰ øˀ						
646-2		j ɔ ŋ						
168-2		h b ɐ k						
658-2		h a ŋ						
665-2		b uː						
668-2		h yː						
677-2		t a ŋ						
75-2		k u ŋ						
678-2		z ɐ̃ː						
682-2		m a ŋ						
493-2		z ɐ̃ː						
693-2		z ɐ̃ː						
694-2		m u						
702-2		tɕʰ øˀ m						
704-2		m a						
176-2		a yː						
709-2		s b						
710-2		tʰ øˀ						
714-2		m b ɐ						
718-2		b u						
719-2		tɕʰ øˀ						
22-2		m a						
723-2		tɕʰ y ŋ						
726-2		tɕʰ øˀ ŋ						
729-2		b u						
730-2		r ɛː						
739-2		b a yː						
740-2		b a						
741-2		b øˀ k						
744-2		a						
743-2		h a ŋ						
746-2		pʰ y ŋ						
748-2		tʰ y k						
747-2		kʰ øˀ						
749-2		kʰ a ŋ						
751-2		t a						
762-2		m ɛ ŋ						
764-2		h a ŋ						
765-2		tɕ øˀ						
788-2		m a						
615-2		j ɐ k						
803-2		z ɐ̃ː						
802-2		j ɐ k						
808-2		b a						
809-2		tɕ øˀ						
819-2		d y k						
821-2		z ɐ̃ː						
820-2		b a						
828-2		s ɐ k						
827-2		b yː						
835-2		n y						
308-2		r yː						
844-2		z ɐ̃ː						
848-2		m y						
705-2		a yː						
613-2		a						
649-2		h b ɐ k						
876-2		tɕʰ ɐ̃ː						
878-2		j ɔ ŋ						
889-2		h y						
898-2		j y k						
902-2		h y ŋ						
910-2		a a						
916-2		a yː						
919-2		r ɛː						
922-2		z yː						
930-2		tɕʰ øˀ						
933-2		g øˀ						
939-2		r b ɐ k						
947-2		j ɛ ŋ						
948-2		n u						
963-2		z ɐ̃ː						
967-2		tɕʰ y k						
969-2		s						
970-2		kʰ u k						
972-2		j y						
731-2		m a						
973-2		tɕʰ y ŋ						
974-2		j y						
979-2		tɕʰ a ŋ						
182-2		kʰ øˀ						
993-2		j y						
994-2		j yː						
1001-2		z ɐ̃ː						
1002-2		d øˀ						
1005-2		tɕʰ yː						
1009-2		kʰ øˀ						
1022-2		s yː						
1021-2		j u k						
1043-2		j y ŋ						
1049-2		tʰ øˀ						
1065-2		tɕ øˀ						
1068-2		a øˀ						
1077-2		j y ŋ						
1081-2		r ɔ̃ː ŋ						
1084-2		h y ŋ						
1092-2		m eː						
1091-2		tɕʰ øˀ						
1096-2		j y						
1097-2		g øˀ						
1102-2		j y						
1104-2		tʰ øˀ ŋ						
1108-2		tɕʰ ɐ k						
552-2		tɕʰ øˀ						
1111-2		b a a						
1116-2		z ɐ̃ː						
722-2		kʰ øˀ						
1141-2		j y ŋ						
1147-2		b a						
1146-2		z ɐ̃ː						
1150-2		h b a ŋ						
1151-2		u ŋ						
1158-2		dʑ ɐ k						
1159-2		b y						
1164-2		tʰ a						
1163-2		j yː						
1167-2		s a ŋ						
1171-2		a a						
1177-2		z y						
1187-2		kʰ øˀ						
1189-2		j y						
52-2		b øˀ						
1195-2		z ɐ̃ː						
1203-2		tʰ y k						
1211-2		j øˀ						
329-2		a yː						
1217-2		m ə						
72-2		b øˀ						
1218-2		tɕʰ øˀ k						
1222-2		tɕʰ øˀ ŋ						
1229-2		tɕʰ a ŋ						
1238-2		d øˀ ŋ						
1249-2		m a						
1252-2		a uː						
1254-2		n a						
1253-2		s ɐ̃ː m						
1257-2		b øˀ						
1263-2		s øˀ						
1266-2		dʑ ɐ k						
584-2		t u ŋ						
7-2		a eː						
1191-2		j b a ŋ						
18-2		dʑ a						
33-2		j y						
74-2		t a n						
81-2		m a ŋ						
83-2		m u k						
104-2		m a						
123-2		tɕ ɛ						
122-2		kʰ a						
121-2		m a						
154-2		s uː						
161-2		tɕ eː						
170-2		tɕʰ øˀ						
91-2		a						
181-2		m a						
186-2		dʑ øˀ						
191-2		s eː						
211-2		b ɛ						
210-2		kʰ a						
217-2		k a						
221-2		n y						
233-2		d u						
246-2		t yː						
252-2		tɕʰ ɛ̃ː ŋ						
253-2		j a m						
261-2		b øˀ						
262-2		b yː						
281-2		dʑ ɐ k						
287-2		j a						
288-2		j yː						
292-2		t a k						
297-2		k øˀ k						
332-2		b eː						
342-2		ɔ k						
358-2		j y ŋ						
366-2		g øˀ						
378-2		tɕ a k						
382-2		m y						
392-2		dʑ ɐ k						
397-2		b a						
437-2		h ɛː						
444-2		pʰ l a k						
465-2		s øˀ						
471-2		j a						
477-2		b u						
478-2		r ɛ̃ĩː						
481-2		dʑ a						
483-2		z a						
500-2		m i ŋ						
511-2		b						
525-2		tɕ eː						
542-2		dʑ a ŋ						
625-2		r u ŋ						
638-2		n y ŋ						
640-2		pʰ s ɛ						
656-2		z ɐ̃ː						
657-2		d u ŋ						
818-2		tʰ y k						
825-2		b a						
839-2		tɕʰ ɐ̃ː						
841-2		j a						
932-2		s b						
936-2		m a						
943-2		b a k						
965-2		d y ŋ						
981-2		d u						
1039-2		s a ŋ						
1044-2		eː						
1076-2		k a						
1126-2		tʰ a ŋ						
1131-2		b uː						
1132-2		dʑ a						
1166-2		tʰ a						
1175-2		n y						
944-2		d y ŋ						
1199-2		tɕ øˀ ŋ						
1228-2		r ɔ k						
1256-2		tɕʰ a ŋ						
1282-2		tɕʰ y						
1283-2		j y						
32-2		b a						
48-2		h a						
78-2		l ɛ ŋ						
77-2		z y k						
82-2		pʰ y						
103-2		s u ŋ						
113-2		b ɔ̃ː						
116-2		j a k						
10-2		a						
192-2		tɕʰ ɛ						
198-2		tɕʰ ɛ n						
232-2		s a ŋ						
247-2		s i ŋ						
282-2		s yː						
306-2		tɕʰ n yː						
321-2		z ɛ						
352-2		tʰ y ŋ						
367-2		l ɛ						
368-2		i k						
372-2		s u						
373-2		tʰ ɔ ŋ						
439-2		j ɛː						
129-2		kʰ yː						
390-2		tɕʰ øˀ						
399-2		h u ŋ						
826-2		m ə						
432-2		pʰ u						
438-2		m ə						
440-2		s ɛ						
476-2		z ɐ̃ː						
491-2		ɛ						
205-2		z ɐ̃ː						
513-2		s ɐ̃ː						
520-2		tʰ u						
524-2		s a m						
151-2		l y ŋ						
572-2		l a						
574-2		s ɛ̃ĩ						
583-2		tɕʰ øˀ						
597-2		s eː						
609-2		tɕʰ kʰ ɔ k						
612-2		h ɛ						
166-2		j a k						
622-2		tʰ ɛ						
667-2		s ə						
689-2		g u						
690-2		tɕʰ ɛ n						
752-2		h a						
755-2		h ə						
1-3			kʰ a					
5-3			l ei					
4-3			tʰ ɔ					
6-3			l a ŋ					
15-3			b ei					
55-3			l ei					
56-3			ei					
60-3			ɕ ei					
61-3			kʰ u ŋ					
80-3			dʑ ɔ k					
87-3			tɕʰ ei					
86-3			pʰ u a					
92-3			pʰ a					
102-3			m ei					
106-3			pʰ u k					
108-3			ɕ ei					
107-3			pʰ a ei					
112-3			pʰ ɔ m					
115-3			ɕ a					
114-3			tʰ ɔ m					
120-3			tʰ a					
124-3			ei					
125-3			tʰ ɔ					
132-3			ɕ ei					
131-3			l i ŋ					
136-3			m ei					
134-3			kʰ a k					
137-3			ei					
138-3			d ɔ k					
140-3			h a					
143-3			tɕʰ a k					
145-3			tɕʰ a m					
147-3			ɕ ei					
149-3			h ei t					
153-3			ɕ a					
152-3			kʰ ei ŋ					
158-3			kʰ ei n					
163-3			l ei					
164-3			l ei					
167-3			pʰ a ŋ					
171-3			l u ŋ					
172-3			b u k					
173-3			tʰ ɔ n					
183-3			l ei					
185-3			m a					
188-3			kʰ u n					
189-3			ts u ŋ					
193-3			h ei					
196-3			l ei l					
199-3			ɕ ei					
200-3			kʰ ei l					
201-3			ɕ ei					
202-3			kʰ u s					
203-3			tʰ ɔ ŋ					
204-3			p ei					
206-3			l a m					
117-3			p ei					
146-3			kʰ ei					
219-3			h a					
218-3			ɕ ei					
224-3			l a ŋ					
240-3			dʑ a k					
244-3			w ei t					
255-3			h a n					
260-3			b ei					
263-3			l ei					
269-3			kʰ a ŋ					
271-3			tʰ a					
209-3			kʰ ei					
277-3			l ei m					
278-3			pʰ ɔ ŋ					
135-3			tʰ ei					
284-3			m ei					
797-3			ei					
290-3			l ei ŋ					
289-3			dʑ ei k					
296-3			l ei					
310-3			ɕ ei					
319-3			ei					
325-3			l ei					
327-3			tʰ ei					
331-3			k ei					
337-3			b ei ŋ					
338-3			l ei ŋ					
339-3			ei l					
350-3			kʰ u					
349-3			tʰ u ŋ					
357-3			tɕʰ a					
355-3			ei					
363-3			h ei n					
361-3			tʰ ei					
365-3			ɕ a a					
364-3			dʑ ei t					
375-3			l ɔ k					
379-3			ɕ ei t					
380-3			kʰ ei					
396-3			j ei					
400-3			m a					
405-3			tʰ a ŋ					
404-3			ɕ u m					
409-3			i ei k					
410-3			tɕʰ ei t					
415-3			p ei					
416-3			p ei					
101-3			l a n					
37-3			kʰ a					
424-3			h ei					
434-3			ɕ ei l					
445-3			p					
446-3			ɕ ei					
451-3			tʰ a					
457-3			l a m					
456-3			b a					
464-3			b i ŋ					
473-3			ɕ ei					
474-3			ɔ ŋ					
479-3			ɕ ei a					
489-3			j ei					
490-3			j ei ŋ					
494-3			ɕ ei					
503-3			kʰ ei					
502-3			ɕ a ŋ					
235-3			l u ŋ					
519-3			l ei					
523-3			u k					
527-3			kʰ ei ŋ					
538-3			ɕ					
544-3			w a m					
850-3			ei					
554-3			b ei					
553-3			d u ŋ					
558-3			kʰ a m					
561-3			ɕ ei					
562-3			p ei					
564-3			j ei					
567-3			m ei					
570-3			p ei					
575-3			ei					
582-3			l ei					
585-3			ei t					
589-3			kʰ ei m					
593-3			d ei ŋ					
594-3			l ei ŋ					
595-3			tʰ a ŋ					
596-3			h a k					
598-3			ʑ ɛ t					
599-3			d ei m					
602-3			ɕ ei					
603-3			l ei p					
606-3			ɕ ei m					
605-3			p ei					
620-3			l ei					
637-3			pʰ a k					
639-3			ɕ ei					
645-3			kʰ ei					
646-3			l ei ŋ					
168-3			h ei k					
658-3			h ɔ ŋ					
665-3			p a					
668-3			ɕ ei					
677-3			tʰ a ŋ					
75-3			g ɔ ŋ					
678-3			ɕ ei					
682-3			l ei ŋ					
493-3			ɕ ei					
693-3			ɕ ei					
694-3			m a					
702-3			ts u m					
704-3			m ei					
176-3			l ei					
709-3			ɕ a m					
710-3			tʰ a k					
714-3			i ei t					
718-3			kʰ a					
719-3			tɕʰ a m					
22-3			m ei					
723-3			ts ɔ ŋ					
726-3			dʑ i ŋ					
729-3			b a					
730-3			d ei					
739-3			p u ei					
740-3			b ei					
741-3			kʰ ɔ p					
744-3			ei					
743-3			h a ŋ					
746-3			pʰ ɔ ŋ					
748-3			tʰ i k					
747-3			kʰ ei					
749-3			kʰ ei n					
751-3			t ei n					
762-3			l ei ŋ					
764-3			h ei n					
765-3			b ei					
788-3			h ei s					
615-3			l ei k					
803-3			ɕ ei					
802-3			l a k					
808-3			p ei					
809-3			ɕ ei					
819-3			tʰ u k					
821-3			ɕ ei					
820-3			b ei					
828-3			ɕ a k					
827-3			p ei					
835-3			h ei					
308-3			d a					
844-3			ʑ ei p					
848-3			m ei					
705-3			l ei					
613-3			ei					
649-3			h ei k					
876-3			ɕ ei					
878-3			j ɔ ŋ					
889-3			h a m					
898-3			l u k					
902-3			h a ŋ					
910-3			ei a					
916-3			l ei					
919-3			l ei					
922-3			ɕ i s					
930-3			ɕ ei					
933-3			ɕ ei					
939-3			l ei k					
947-3			j ei ŋ					
948-3			l a n					
963-3			ɕ ei					
967-3			tɕʰ u k					
969-3			ɕ a					
970-3			kʰ ɔ k					
972-3			l ei					
731-3			m ei					
973-3			dʑ i ŋ					
974-3			h a n					
979-3			dʑ ei n					
182-3			kʰ ei					
993-3			h a m					
994-3			l ei					
1001-3			ɕ ei					
1002-3			d a k					
1005-3			tɕʰ i n					
1009-3			kʰ ei					
1022-3			ɕ a					
1021-3			h ɔ k					
1043-3			d u ŋ					
1049-3			t ei s					
1065-3			kʰ i					
1068-3			ei ei					
1077-3			l u ŋ					
1081-3			l a ŋ					
1084-3			ɕ i ŋ					
1092-3			m ei					
1091-3			ɕ ei					
1096-3			l ei					
1097-3			ɕ ei					
1102-3			ɲ ei					
1104-3			tʰ ɔ n					
1108-3			tɕʰ a k					
552-3			ɕ a					
1111-3			b ei					
1116-3			ɕ ei n					
722-3			kʰ ei					
1141-3			j a ŋ					
1147-3			p ei					
1146-3			ɕ ei					
1150-3			h a ŋ					
1151-3			ɔ ŋ					
1158-3			dʑ a k					
1159-3			p ei					
1164-3			tʰ ei					
1163-3			l ei					
1167-3			ɕ a ŋ					
1171-3			l ei					
1177-3			ɕ u p					
1187-3			kʰ ei					
1189-3			l ei m					
52-3			kʰ a					
1195-3			ɕ ei					
1203-3			tʰ u					
1211-3			j ei					
329-3			w ei					
1217-3			m ei n					
72-3			kʰ a					
1218-3			tsʰ ei k					
1222-3			tɕʰ ei l					
1229-3			dʑ a m					
1238-3			tʰ a ŋ					
1249-3			m ei					
1252-3			j ei					
1254-3			ɲ a m					
1253-3			ɕ u ŋ					
1257-3			kʰ ei k					
1263-3			ɕ ei					
1266-3			dʑ a k					
584-3			tʰ ɔ m					
7-3			w ei					
1191-3			i a ŋ					
13-3			tɕʰ a					
18-3			p a					
33-3			ɲ a m					
74-3			tʰ a m					
83-3			m i k					
89-3			tʰ ɔ ŋ					
90-3			j a t					
104-3			ɕ a					
123-3			tɕʰ i					
122-3			kʰ u n					
121-3			m ei					
154-3			ɕ ei					
159-3			ɕ a					
161-3			k ei					
170-3			tɕʰ a s					
91-3			ai					
181-3			n ɔu					
191-3			ɕ ei					
211-3			ɕ a s					
210-3			kʰ i s					
217-3			kʰ a					
233-3			t a					
246-3			t a					
252-3			ts ɛ n					
253-3			l a m					
261-3			p ei					
262-3			j ei					
292-3			d ei k					
297-3			kʰ ɔ k					
311-3			i					
332-3			p ei					
342-3			u k					
358-3			ts ɔ ŋ					
378-3			tɕʰ e					
382-3			m ei					
397-3			p a					
437-3			ɕ a					
444-3			kʰ a a ŋ					
465-3			ɕ i					
471-3			l ei ŋ					
477-3			tʰ u					
478-3			l ei					
483-3			ɕ ɛ l					
500-3			d a ŋ					
511-3			kʰ ɔː					
525-3			ɕ ei					
625-3			d ɔ ŋ					
638-3			l a n					
640-3			kʰ ɕ i ŋ					
659-3			a					
711-3			tɕʰ u					
745-3			h i m					
818-3			tʰ a					
825-3			tʰ a					
841-3			h a					
894-3			b ai					
932-3			ɕ a					
936-3			l a					
943-3			pʰ a k					
981-3			t a					
1039-3			ɕ a ŋ					
1044-3			ei					
1076-3			kʰ ei					
1131-3			pʰ a					
1166-3			tʰ a p					
1175-3			h i n					
944-3			tʰ u ŋ					
1199-3			dʑ ɔ ŋ					
1228-3			l a ŋ					
1256-3			tɕʰ u ŋ					
1282-3			d a					
1283-3			j u					
30-3			h ɔ n					
32-3			p a					
48-3			ɕ u					
