COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
63-2		s o r a a								
64-2		k i								
67-2		h a								
68-2		n e								
71-2		tɕ i								
76-2		h o n e								
83-2		ts u n o								
87-2		h a n e								
95-2		m i m i								
98-2		h a n a								
99-2		k u tɕ i								
-102-2		s i t a								
103-2		ts u m e								
110-2		t e								
116-2		m u n e								
120-2		n o m u								
132-2		k i k u								
139-2		k o r u s i								
140-2		o t o								
156-2		t a r e r								
168-2		ts u k i								
169-2		h o s i								
170-2		m i dʑ u								
173-2		i s i								
180-2		k u m o								
185-2		h a r								
186-2		m o r r u								
187-2		m i tɕ i								
190-2		a k a								
193-2		k i r u								
194-2		s i r u								
195-2		k u r u								
216-2		m a r u								
221-2		n a								
239-2		i t u								
252-2		m i dʑ o								
253-2		j o								
254-2		i t u kʲ u								
266-2		k a r e								
267-2		n a g u g a								
268-2		u m u								
272-2		a m e								
276-2		a r a								
281-2		m u s i								
304-2		ts u b u								
305-2		tɕ i								
308-2		h a n a								
309-2		k u s u								
310-2		t o								
311-2		n i								
342-2		j u k u								
346-2		k u r u								
347-2		k i r u								
348-2		h i r u								
351-2		t o r a								
361-2		o m o								
379-2		k u s a								
394-2		h i d a r a								
395-2		m i g i								
400-2		h i dʑ a r u								
412-2		s a k e r u								
413-2		ts u k i								
414-2		h o r u								
422-2		h u k u r u								
423-2		k u n z u a								
430-2		h a k u								
435-2		h o k u								
446-2		s i t a								
447-2		u a								
458-2		t o s i								
56-2		h i t o								
65-2		k u a								
70-2		t a n e								
75-2		k u a								
14-3			k o							
18-3			d a r							
35-3			h i t o							
36-3			h u i a							
48-3			n a i a							
60-3			t o							
63-3			s i j a							
64-3			k i							
67-3			h a							
68-3			n e i							
71-3			k i							
76-3			h o n e							
83-3			ts u n a							
87-3			h a n n e							
95-3			m i m							
98-3			h a n n a							
99-3			k u							
-102-3			s i t a							
103-3			ts u m e							
110-3			t e i							
116-3			m u n e							
120-3			n o m							
132-3			k i							
139-3			k o r							
140-3			o i o							
156-3			t a i o							
168-3			k i u							
169-3			h o s s							
170-3			m i							
173-3			i s							
180-3			k u m o							
185-3			h a i							
186-3			m o							
187-3			m i							
190-3			a k k a							
193-3			k e							
194-3			s i j i							
195-3			k u r u							
216-3			m a r							
221-3			n a m							
239-3			i i  i							
252-3			m i							
253-3			j o i							
254-3			i k u							
266-3			k a i							
267-3			n a i a							
268-3			ui m							
272-3			a m i							
276-3			a iː j a							
281-3			m u s							
304-3			ts u i a							
305-3			k i							
308-3			h a n a							
309-3			k u i a							
310-3			t o							
311-3			n iː  i							
342-3			j u							
346-3			k u							
347-3			k i j e							
348-3			h i r i							
351-3			t o							
361-3			o m m i							
379-3			k u i a							
394-3			h i d e							
395-3			m i							
400-3			h i k e							
412-3			s a k e							
413-3			ts u k							
414-3			h o							
422-3			h u k u							
423-3			k a i							
430-3			h a k  a							
435-3			h u k  o							
446-3			s i t a							
447-3			ui e i  e							
458-3			t o s i							
56-3			h i							
62-3			pː n							
65-3			k a i a							
70-3			t a n e							
75-3			k a i a							
96-3			m e i							
101-3			h a							
14-4				k o r e						
18-4				d a r e						
35-4				h i t o						
36-4				h u t a						
48-4				n a g a i						
60-4				t o r i						
63-4				s i r a m a						
64-4				k i						
67-4				h a						
68-4				n e						
71-4				t i						
76-4				h o n o						
83-4				t u n o						
87-4				h a n a						
95-4				m i m i						
98-4				h a n a						
99-4				k u t i						
-102-4				s i t a						
103-4				t u m e						
110-4				t e						
116-4				m u n u						
120-4				n o m u						
132-4				k i k u						
139-4				k o r u						
140-4				o r o						
156-4				t a w a r j						
168-4				t u k i						
169-4				h o s i						
170-4				m i r e						
173-4				i s i						
180-4				k u m o						
185-4				h a i						
186-4				m o r r u						
187-4				m i t i						
190-4				a k a i						
193-4				k i r u						
194-4				s i r u						
195-4				k u r u						
216-4				m a r u						
221-4				n a						
239-4				i t u						
252-4				m i tː j						
253-4				j o						
254-4				i t u t a						
266-4				k a w o						
267-4				n a g a r u						
268-4				u m i						
272-4				a m e						
276-4				a r a u						
281-4				m u s i						
304-4				t u b a						
305-4				t i						
308-4				h a n a						
309-4				k u s a						
310-4				t o						
311-4				n i						
342-4				j uː k i						
346-4				k u r a i						
347-4				k i r u						
348-4				h i r u						
351-4				t o r						
361-4				o m o i a						
379-4				k u s a r j						
394-4				h i d a r i						
395-4				m i g i						
400-4				h i tː a r u						
412-4				s a k e r u						
413-4				t u k i						
414-4				h o r u						
422-4				h u k u r u r u						
423-4				k a n n a						
430-4				h a k u						
435-4				h u k u						
446-4				s i t a						
447-4				u e						
458-4				t o s i						
56-4				h i t o						
62-4				i n o						
65-4				k a w a						
70-4				t a n e						
75-4				k a w a						
96-4				m i						
101-4				h a						
14-5					k o r e					
18-5					d a r e					
35-5					h i t o					
36-5					h u t a ts u					
48-5					n a ŋ a i					
60-5					t o r u					
63-5					s i r a m a					
64-5					k i					
67-5					h a tɕ					
68-5					n e					
71-5					tɕ i					
76-5					h o n e					
83-5					ts u n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m i					
110-5					t e					
116-5					m u n e					
120-5					n o m u					
132-5					k i k u					
139-5					k o r u s u					
140-5					o j o					
156-5					t a w e r u					
168-5					ts u k i					
169-5					h o s i					
170-5					m i z u					
173-5					i s i					
180-5					k u m o					
185-5					h a i					
186-5					m o r r u					
187-5					m i tɕ i					
190-5					a k a i					
193-5					k eː r u					
194-5					s i r u					
195-5					k u r u					
216-5					m a r u					
221-5					n a tɕ					
239-5					i k u					
252-5					m i tː u					
253-5					j o s u					
254-5					i k u k u					
266-5					k a w e					
267-5					n a ŋ a r e r u					
268-5					u m i					
272-5					a m i					
276-5					a r a u					
281-5					m u s i					
304-5					ts u b a					
305-5					tɕ i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
342-5					j uː k i					
346-5					k u r u i					
347-5					k i r u					
348-5					h i r u					
351-5					t o s					
361-5					o m o					
379-5					k u s a w e					
394-5					h i d a					
395-5					m i tː i					
400-5					h i r a r u					
412-5					s a k e r u					
413-5					ts u k i					
414-5					h o r u					
422-5					h u k u r u r u					
423-5					k a ɴ ŋ a					
430-5					h a k u					
435-5					h u k u					
446-5					s i t a					
447-5					u r					
458-5					t o s i					
56-5					h i t o					
62-5					i n o					
65-5					k a w a					
70-5					t a n e					
75-5					k a w a					
96-5					m i					
101-5					h a tɕ					
14-6						k u ɭ i				
18-6						b a ɭ a				
35-6						p i n i				
36-6						p u t a				
48-6						n a n a				
60-6						t u ɭ				
63-6						s ɨː ɭ a				
64-6						k i ɭ				
67-6						p a				
68-6						n i ɭ				
71-6						ts u i				
76-6						p u n i				
83-6						ts ɨ n u				
87-6						p a n a				
95-6						m iː m				
98-6						p a n a				
99-6						k u ts ɨ				
-102-6						s ɨ n a				
103-6						ts ɨ m i				
110-6						t i ɭ				
116-6						m n n u				
120-6						n u m u				
132-6						k ɨ k u				
139-6						k u ɭ u s ɨ				
140-6						u u u				
156-6						t a n i				
168-6						ts ɨ k ɨ				
169-6						p u s ɨ				
170-6						m iː				
173-6						s s ɨ				
180-6						k u m u				
185-6						p a r ɨ				
186-6						m u i				
187-6						m iː ɨ				
190-6						a ts a				
193-6						k ɨ				
194-6						s ɨː ɭ				
195-6						k u ɭ				
216-6						m a				
221-6						n a				
239-6						i z ɨ				
252-6						m iː ɭ ɨ				
253-6						j u				
254-6						i z ɨ				
266-6						k aː n i				
267-6						n a n a				
268-6						u m m				
272-6						a m i				
276-6						a ɭ a				
281-6						m u s ɨ				
304-6						ts ɨ				
305-6						ts ɨ				
308-6						p a n a				
309-6						k u s ɨ				
310-6						t u				
311-6						n a				
342-6						j u k ɨ				
346-6						k u ɭ				
347-6						k ɨ				
348-6						p ɨ				
351-6						t u				
361-6						u m				
379-6						k u s ɨ				
394-6						p i				
395-6						m i ɨ				
400-6						p i β a				
412-6						s a k i				
413-6						ts ɨ k u s				
414-6						p u ɭ				
422-6						p u k i				
423-6						k aː n				
430-6						p a k u				
435-6						p u k				
446-6						s ɨ n a				
447-6						u i				
458-6						t u s ɨ				
56-6						p u n u				
62-6						s z a				
65-6						k aː				
70-6						t a n a				
75-6						k aː				
96-6						m i ɭ				
101-6						p a				
14-7							k o r e			
18-7							d a r e			
35-7							ɸ i t o			
36-7							ɸ u t a			
48-7							n a ŋ a			
60-7							t o r u			
63-7							s i r a m eː			
64-7							k e			
67-7							ɸ a			
68-7							n e			
71-7							tɕ i			
76-7							ɸ o n e			
83-7							ts u n o			
87-7							ɸ a n e			
95-7							m i m e			
98-7							ɸ a n a			
99-7							k u tɕ i			
-102-7							s i tɕ a			
103-7							ts u m e			
110-7							t e			
116-7							m o n			
120-7							n o m o			
132-7							k e k u			
139-7							k o r u r u			
140-7							o r o			
156-7							t a r o r u			
168-7							ts u k e			
169-7							ɸ o s i			
170-7							m i tɕ oː			
173-7							e s i			
180-7							k u m o			
185-7							ɸ a			
186-7							m o e r u			
187-7							m i tɕ i			
190-7							a k a			
193-7							k e r u r			
194-7							s i r u			
195-7							k u r u			
216-7							m a r u			
221-7							n a			
239-7							e tɕ u			
252-7							m i s u			
253-7							j o s o			
254-7							e tɕ u			
266-7							k a w oː			
267-7							n a ŋ a r u			
268-7							o m e			
272-7							a m e			
276-7							a r a r			
281-7							m o s i			
304-7							ts u b a			
305-7							tɕ i			
308-7							ɸ a n a			
309-7							k u s a			
310-7							t o			
311-7							n i			
342-7							j o e			
346-7							k u r a			
347-7							k e r u			
348-7							ɸ i r u			
351-7							t oː s a			
361-7							o m o			
379-7							k u s a r u			
394-7							ɸ i d a r u			
395-7							m i			
400-7							ɸ i m a r u			
412-7							s a k e r u			
413-7							ts u k i			
414-7							ɸ o r u			
422-7							ɸ u k u r u r u			
423-7							k a w			
430-7							ɸ a k u			
435-7							ɸ u k u			
446-7							s i t a			
447-7							o e a			
458-7							t o s i			
56-7							ɸ i			
62-7							e n o			
65-7							k a w a			
70-7							t a n e			
75-7							k a w a			
96-7							m e			
101-7							ɸ a			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o r u		
36-8								h u t a ts u		
48-8								n a g a i		
60-8								t o r u		
63-8								s i r a m a		
64-8								k i		
67-8								h a i  a a		
68-8								n e		
71-8								tɕ i		
76-8								h o n o		
83-8								ts u n o		
87-8								h a n i		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t a		
103-8								ts u m e		
110-8								t e		
116-8								m u n i		
120-8								n o m u		
132-8								k i k u		
139-8								k o r u r iː		
140-8								o r o h o		
156-8								t a s o r u		
168-8								ts u k u		
169-8								h o s i		
170-8								m i z u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o e r u		
187-8								m i tɕ i		
190-8								a k a i		
193-8								k e r u		
194-8								s i r u		
195-8								k u r u		
216-8								m a r u		
221-8								n a i a		
239-8								i ts u		
252-8								m i tː u		
253-8								j o s u		
254-8								i ts u k u		
266-8								k a r e		
267-8								n a g a r e r a		
268-8								u m i		
272-8								a n e		
276-8								a r e u		
281-8								m u s i		
304-8								ts u b a		
305-8								tɕ i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
342-8								j uː k u		
346-8								k u r a i		
347-8								k i r u		
348-8								h i r u r		
351-8								t o		
361-8								o ɴ o		
379-8								k u s a r o		
394-8								h i d a i i		
395-8								m i g e		
400-8								h i pː a i u		
412-8								s a k e r u		
413-8								ts u k u		
414-8								h o r u		
422-8								h u k u r u r e		
423-8								k a ɴ n a		
430-8								h a k u		
435-8								h u k u		
446-8								s i t a		
447-8								u e		
458-8								t o s i		
62-8								i n o		
65-8								k a w a		
70-8								t a n e		
75-8								k a w a		
96-8								m i		
101-8								h a i  a a		
14-9									k u r i	
18-9									u a r  u a a a a a a u a a u a aː a a i a u a u	
35-9									h i t u j  u	
36-9									h u t a j  u u u u  u w u u u u u u u a u u u	
48-9									n a n a	
60-9									t u r  u u u u u u t u w u u u u t u u w t t u	
63-9									ʃ i r a s	
64-9									k i	
67-9									h a iː	
68-9									n i	
71-9									tɕ i	
76-9									h u n i	
83-9									ɕ i n u	
87-9									h a n i	
95-9									m i m i	
98-9									h a n a	
99-9									k u ɕ i	
-102-9									ʃ i t a s  s a	
103-9									ɕ i m i	
110-9									t i	
116-9									m d n	
120-9									n u b u	
132-9									k i k u	
139-9									k u r u s u ɴ	
140-9									ʔ u t	
156-9									t a ɕ u ɴ a	
168-9									ʔ i k i	
169-9									h u s i	
170-9									m i b a	
173-9									i i ts i	
180-9									k u b u	
185-9									h a iː	
186-9									m u ɴ u ɴ	
187-9									m i ɕ i	
190-9									ʔ a ɕ i	
193-9									k i r u	
194-9									ʃ i r u	
195-9									k u r u	
216-9									m a r u s a ɴ	
221-9									n a	
239-9									ʔ i tsː i	
252-9									m i s u	
253-9									j u j u	
254-9									ʔ i tsː i j i	
266-9									k aː ɕ a	
267-9									n a n a ɴ a ɴ u	
268-9									ʔ u t i	
272-9									ʔ a n i	
276-9									ʔ a r u	
281-9									m u s i	
304-9									ɕ i b	
305-9									tɕ i	
308-9									h a n a	
309-9									k u s a	
310-9									t u ɴ  j u u	
311-9									n i n ui	
342-9									ʔʲ u k i	
346-9									k u r a	
347-9									k i r u	
348-9									h w i r u	
351-9									t i	
361-9									ʔ u	
379-9									k u s a s u ɴ	
394-9									h w i	
395-9									m i s i	
400-9									h w i a	
412-9									ʃ a k i	
413-9									ɕ i k i s ui ɴ	
414-9									h u r u	
422-9									h u k u j	
423-9									k aː ɴ	
430-9									h a k u	
435-9									h u k u	
446-9									ʃ i t a s	
447-9									ʔ i iː	
458-9									t u s i	
56-9									h u t	
62-9									ʔ i tsː	
65-9									k aː r	
75-9									k aː r	
96-9									m i	
101-9									h a r	
14-10										k o r e
18-10										d a r e
35-10										h i t o
36-10										h u t a ts
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m a
64-10										k i
67-10										h a
68-10										n e
71-10										tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o r u s u
140-10										o s o h o
156-10										t a t e r u
168-10										ts u k i
169-10										h o s i
170-10										m i
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i t i
190-10										a k a i
193-10										k i r u
194-10										s i r u
195-10										k u r u
216-10										m a r u
221-10										n a
239-10										i ts u
252-10										m i k u
253-10										j o s u
254-10										i ts u k u
266-10										k a i e
267-10										n a ŋ a r u r u
268-10										u m i
272-10										a m e
276-10										a r a u
281-10										m u s i
304-10										ts u b a
305-10										tɕ i i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
342-10										j uː k i
346-10										k u r a i
347-10										k i r u
348-10										h i r u
351-10										t o
361-10										o m o
379-10										k u s a r e
394-10										h i d a r i
395-10										m i
400-10										h i b a r u
412-10										s a k e r u
413-10										ts u k i
414-10										h o r u
422-10										h u k u r u r u
423-10										k a n n a
430-10										h a k u
435-10										h u k u
446-10										s i t a
447-10										u w
458-10										t o s i
56-10										h i t o
62-10										i n u
65-10										k a w a
70-10										t a n e
75-10										k a w a
96-10										m i
101-10										h a
