COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
400-5					h i r a					
412-5					s a k e r u					
413-5					ts u k i					
414-5					h o r u					
422-5					h u k u r u r u					
423-5					k a ɴ					
430-5					h a k u					
435-5					h u k u					
446-5					s i t a					
447-5					u					
458-5					t o s i					
56-5					h i t o					
62-5					eː					
65-5					k a w a					
70-5					t a n e					
75-5					k a w a					
96-5					m iː					
101-5					h a tɕ					
114-5					k u					
119-5					k i z o					
134-5					s i t e r u					
138-5					s i n e					
146-5					a u u					
161-5					k u					
171-5					k a w a					
182-5					k e b i					
188-5					k a m a					
196-5					k o r u					
262-5					h i r u					
300-5					h e s o					
313-5					d e					
350-5					s e b i					
352-5					tɕ i k a					
396-5					h u r u					
401-5					o s ui					
420-5					o u i					
424-5					u t a u					
455-5					m k i					
15-5					a					
22-5					n a					
24-5					m i dʑ					
49-5					o					
78-5					a					
89-5					k e					
130-5					m i r u					
149-5					k u r u					
175-5					s u n a					
183-5					h i					
192-5					a o					
199-5					a					
230-5					a n a					
233-5					a n a					
250-5					h o k a n a					
264-5					k i r i					
274-5					n a r e					
298-5					k e ɴ a					
303-5					h a r a					
314-5					m o s i					
369-5					k i r e					
376-5					w a r u					
415-5					m u s u					
418-5					n a					
451-5					h o k o					
72-5					n i k u					
80-5					t a m a					
104-5					a s i					
118-5					s i					
142-5					t o					
150-5					n e ɴ e					
204-5					eː					
14-6						k aː ts a				
18-6						t a r a				
35-6						p i t i				
36-6						p iː t u				
48-6						n a r a				
60-6						t u n				
63-6						s ɨː r a				
64-6						k i				
67-6						p a s				
68-6						n i				
71-6						ts u u				
76-6						p u s				
83-6						ts ɨ n				
87-6						p a n				
95-6						m ɨː m				
98-6						p a n a				
99-6						k iː ts ɨ				
-102-6						s ɨː t a				
103-6						ts ɨ g				
110-6						t i				
116-6						m				
120-6						n a m u				
132-6						k ɨ g iː				
139-6						k aː ts a				
140-6						u u ɨ				
156-6						t a t a				
168-6						ts ɨ g ɨ				
169-6						p i s ɨ				
170-6						m ɨː				
173-6						s ɨː s				
180-6						k iː m u				
185-6						p a r				
186-6						m u i				
187-6						m ɨː ɨ				
190-6						a r a				
193-6						k ɨ				
194-6						s ɨː ts				
195-6						k iː ts				
216-6						m a r a β				
221-6						n a s				
239-6						s				
252-6						m ɨː ɭ ɨ				
253-6						u a				
254-6						s				
266-6						k a r				
267-6						n a r a				
268-6						u				
272-6						a r a				
276-6						a r a				
281-6						m u s ɨ				
304-6						ts ɨ g ɨ				
305-6						ts ɨ				
308-6						p a n a				
309-6						k iː s a				
310-6						t u				
311-6						n i				
342-6						u u k ɨ				
346-6						k u r				
347-6						k ɨ				
348-6						p ɨ g ɨ				
351-6						t u				
361-6						u				
379-6						k iː s ɨ				
394-6						p i				
395-6						m i ɨ				
400-6						p i ʃ a				
412-6						s a r a				
413-6						ts ɨ g iː				
414-6						p i b				
422-6						p iː k u				
423-6						k a n				
430-6						p a r iː				
435-6						p u k				
446-6						s ɨː t a				
447-6						u u s a				
458-6						t u s ɨ				
56-6						p i t u				
62-6						s n				
65-6						k a r				
70-6						t a n				
75-6						k a r				
96-6						m ɨː				
101-6						p a s				
119-6						k ɨ m u				
134-6						s ɨː				
138-6						s ɨː s				
146-6						m r				
171-6						k a r				
182-6						k i v u				
188-6						b a m a				
196-6						u a b				
401-6						u d u				
420-6						u d i				
442-6						s i v				
24-6						m				
78-6						a r a				
130-6						m ɨː ɭ				
192-6						a r b				
199-6						a r ɨ				
250-6						p i k a				
264-6						k ɨ				
314-6						m u s ɨ				
369-6						k u v				
418-6						n a				
451-6						p i k				
456-6						ts ɨ n				
59-6						u				
14-7							k o r u			
18-7							d a r e			
35-7							ɸ i t o			
36-7							ɸ u t a			
48-7							n a ŋ a			
60-7							t o r i			
63-7							s i r a			
64-7							k i			
67-7							ɸ a			
68-7							n e ɴ			
71-7							tɕ i			
76-7							ɸ o n e			
83-7							tɕ u n u			
87-7							ɸ a n e			
95-7							m e m i			
98-7							ɸ a n a			
99-7							k u tɕ i			
-102-7							s e t a			
103-7							tɕ u ts u			
110-7							t e			
116-7							m u n r			
120-7							n o m u			
132-7							k i k o			
139-7							k o r u			
140-7							o s o			
156-7							t a r e			
168-7							tɕ u k o			
169-7							ɸ o s i			
170-7							m e tɕ i			
173-7							e s i			
180-7							k o m o			
185-7							ɸ a e			
186-7							m o e r u			
187-7							m e tɕ i			
190-7							a k a			
193-7							k oː r u			
194-7							s i r u			
195-7							k o r u			
216-7							m a r u			
221-7							n a			
239-7							e			
252-7							m e tɕ u			
253-7							o o ts u			
254-7							e tɕ u			
266-7							k a n i			
267-7							n a ŋ a r u r u			
268-7							o m e			
272-7							a m e			
276-7							a r a r			
281-7							m o s i			
304-7							tɕ u tɕ e			
305-7							tɕ i			
308-7							ɸ a n a			
309-7							k u s u			
310-7							t o			
311-7							n e			
342-7							o r o			
346-7							k u r u			
347-7							k i r u			
348-7							ɸ i r u			
351-7							t o s a			
361-7							o m o			
379-7							k o s u r u			
394-7							ɸ i d a r u			
395-7							m e tɕ e			
400-7							ɸ e ŋ a r u			
412-7							s a k a r u			
413-7							ts u k i			
414-7							ɸ o r u			
422-7							ɸ u k o r u r u			
423-7							k a ŋ			
430-7							ɸ a k u			
435-7							ɸ u k u			
446-7							s i t a			
447-7							o e a			
458-7							t o s i			
56-7							ɸ i t o			
62-7							e e e			
65-7							k a			
70-7							t a n e			
75-7							k a			
96-7							m e			
101-7							ɸ a			
114-7							k u			
134-7							s i			
138-7							s i n u			
146-7							a r u k o			
161-7							o r			
171-7							k a ŋ a			
182-7							k e ɴ u			
188-7							k a m a			
196-7							o o r u			
262-7							ɸ i r u			
300-7							ɸ e s u			
313-7							d e			
350-7							s e ɴ a			
352-7							tɕ i k a			
396-7							ɸ u r u			
401-7							o s u			
420-7							o t i r u			
424-7							o t a r			
442-7							s i m e			
455-7							e k e r i			
15-7							a r e			
22-7							n a			
24-7							m i a			
78-7							a			
89-7							k e			
130-7							m e r u			
149-7							k u r u			
175-7							s u n a			
183-7							ɸ i			
192-7							a o a			
230-7							a n u			
233-7							a n ɴ u			
250-7							ɸ o k a			
274-7							n u r u r			
298-7							k e ɴ e			
303-7							ɸ a r a			
314-7							m o s i			
354-7							a			
369-7							k e r			
376-7							k a r u			
415-7							m o s u			
418-7							n e r			
451-7							ɸ o k o r			
456-7							tɕ u n a			
59-7							o			
72-7							n e k o			
80-7							t a m a			
104-7							a s i			
118-7							s i			
142-7							t o			
150-7							n e ɴ i			
204-7							k			
14-8								k o r i		
18-8								d a r a		
35-8								h i dʑ e		
36-8								h u tɕ a i u		
48-8								n a g a i n  a		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i k		
67-8								h a g		
68-8								n e n		
71-8								tɕ i		
76-8								h o n i		
83-8								ts u n i		
87-8								h a n i		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i dʑ a		
103-8								ts u m i		
110-8								t e ɴ		
116-8								m u n i		
120-8								n o m i		
132-8								k i k u		
139-8								k o r o		
140-8								o		
156-8								t a s o		
168-8								ts u k u		
169-8								h o s i		
170-8								m i dʑ u		
173-8								i k ui		
180-8								k u m o		
185-8								h a i		
186-8								m o e r u		
187-8								m i		
190-8								a k a i		
193-8								k u r a		
194-8								s i r a		
195-8								k u r u		
216-8								m a r u		
221-8								n a n i		
239-8								i		
252-8								m i		
253-8								j o ts u		
254-8								i ts u		
266-8								k a m a		
267-8								n a g a r a r a		
268-8								u m i		
272-8								a m e		
276-8								a r a u		
281-8								m u s i		
304-8								ts u tɕ a		
305-8								tɕ i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i n		
342-8								j u k u		
346-8								k u r a		
347-8								k i r u		
348-8								h i r a		
351-8								t e r a		
361-8								o m o		
379-8								k u s a r o		
394-8								h i d a r a		
395-8								m i dʑ i		
400-8								h i		
412-8								s a k e r u		
413-8								ts u k u		
414-8								h o r u		
422-8								h u k u r u r a		
423-8								k a m dʑ a		
430-8								h a k u		
435-8								h u k u		
446-8								s i dʑ a		
447-8								u ɴ b   u		
458-8								t o s i		
62-8								i n a		
65-8								k a m a		
70-8								t a n i		
75-8								k a m a		
96-8								m i b  i  i		
101-8								h a		
114-8								k u tɕ i		
119-8								k i m i		
134-8								s i		
138-8								s i n i		
146-8								a r a		
161-8								j uː		
171-8								k a m a		
182-8								k e b i r u		
188-8								j a m a		
196-8								j o r u		
262-8								h i r u		
300-8								h e s i		
313-8								d e b  i a i a		
350-8								s e b a i		
352-8								tɕ i k a i		
396-8								h u r u		
401-8								o s ui		
420-8								o		
424-8								u t a u		
442-8								s i m i r u		
455-8								i k iː		
15-8								a r a		
22-8								n a n		
24-8								m i		
49-8								o n n a i  i a		
78-8								a i e r a		
89-8								k e b  i  i		
130-8								m i		
149-8								k u r u		
175-8								s u n a		
183-8								h i		
192-8								a o		
199-8								a t u		
230-8								a n a		
233-8								a n a		
250-8								h o k a		
274-8								n u r a r e i		
298-8								k e b a		
303-8								h a r a		
314-8								m o s i		
354-8								a i u		
376-8								m a r a		
415-8								m o s u		
418-8								n uː r		
451-8								h o k o		
59-8								u o		
72-8								n i k u		
80-8								t a m a i u		
104-8								a s ui		
118-8								s i		
150-8								n e b e		
204-8								i		
14-9									k u ts u	
18-9									h a	
35-9									h i t u	
36-9									h u	
48-9									n a g a	
60-9									t u r  t u t    t t t i t t t t t  t	
63-9									ʃ i ɴ a ɴ	
64-9									k w	
67-9									h a a	
68-9									n i	
71-9									ʔ i	
76-9									h w n i	
83-9									tɕ u n u ɴ	
87-9									h a n i	
95-9									m iː ɴ i	
98-9									h a n i	
99-9									k u ts i	
-102-9									ʃ i ɴ a	
103-9									tɕ i m u	
110-9									t i	
116-9									m	
120-9									n u m u ɴ	
132-9									k i k u ɴ	
139-9									k u ts u ɴ u ɴ	
140-9									ʔ u iː s u ɴ	
156-9									t a tː u r u	
168-9									tɕ i k i	
169-9									h w s i	
170-9									m iː ɴ u	
173-9									i i ɴ i	
180-9									k u m u ɴ	
185-9									h a iː a	
186-9									m u iː u ɴ	
187-9									m iː ɴ i	
190-9									a i g i	
193-9									k i s u ɴ	
194-9									ʃ i ɴ u ɴ a	
195-9									k u ts u ɴ a	
216-9									m a ɴ u ɴ a	
221-9									n a	
239-9									i i ɴ i	
252-9									m iː s u	
253-9									w u	
254-9									i i ɴ u	
266-9									k a g a	
267-9									n a g a ɴ u	
268-9									ʔ ɴ ɴ u	
272-9									a a ɴ a	
276-9									a i tː u	
281-9									m u ts i	
304-9									tɕ i b	
305-9									ʔ i s  a i	
308-9									h a n i	
309-9									k u s a	
310-9									t u	
311-9									n i ɴ	
342-9									w u ts i	
346-9									k w ts a	
347-9									k i ɴ u ɴ	
348-9									h w iː j u ɴ a	
351-9									t u	
361-9									ʔ u d i ɴ a	
379-9									k u s a r u	
394-9									h w i	
395-9									m i ɴ i	
400-9									h w iː	
412-9									ʃ a g i j u ɴ	
413-9									tɕ i k i	
414-9									h w r u ɴ	
422-9									h w k u u ɴ u ɴ	
423-9									k a ɴ	
430-9									h a g u ɴ	
435-9									h w k u ɴ	
446-9									ʃ i ɴ a	
447-9									ʔ i iː	
458-9									t u s i	
56-9									h i t	
62-9									i i ɴ	
65-9									k a	
75-9									k a	
96-9									m iː	
101-9									h a	
114-9									k w ts i	
119-9									k i m u ɴ	
134-9									ʃ i ɴ u r	
138-9									ʃ i ɴ u ɴ	
146-9									a i ɴ u ɴ	
161-9									w aː ɴ	
171-9									k a	
182-9									k i m u ɴ a	
196-9									w u ɴ u ɴ	
262-9									h w iː j u ɴ	
300-9									h w s a ɴ	
313-9									h ɴ i	
350-9									ʃ i m a	
352-9									ʔ i k a	
396-9									h w r u ɴ a	
401-9									ʔ u s u ɴ	
420-9									ʔ u ɴ u	
424-9									ʔ u t u	
442-9									ʃ i m u	
455-9									i i ɴ i	
15-9									a i ɴ a	
22-9									n a i	
24-9									m	
49-9									ʔ iː ɴ a	
89-9									k uː	
175-9									ʃ i n a	
183-9									h w iː	
199-9									a i ɴ i	
230-9									a i ɴ i ɴ u	
233-9									a i tː aː	
264-9									k i ɴ i	
274-9									n	
314-9									m u ts i	
354-9									a i ɴ i	
376-9									w a r a	
415-9									m u ts u ɴ u ɴ	
451-9									h w k u r	
456-9									tɕ i n a	
59-9									ʔ u ɴ u ɴ	
142-9									t u t u	
14-10										k o r e
18-10										d a ŋ e
35-10										h i t a
36-10										h u t a i
48-10										n a ŋ e i
60-10										t o r i
63-10										s i r a m a
64-10										k i
67-10										h a
68-10										n e
71-10										tɕ i
76-10										h o n e
83-10										ts u n e
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m i
110-10										t a
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o r u s u
140-10										o o o
156-10										t a t e r u
168-10										ts u k i
169-10										h o s i
170-10										m i z u
173-10										m s i
180-10										k u m o
185-10										h a i
186-10										m o ts r u
187-10										m i
190-10										a k a i
193-10										k i r u
194-10										s i r u
195-10										k u r u
216-10										m a m u
221-10										n a
239-10										m
252-10										m i ts u
253-10										o o s u
254-10										m i u
266-10										k a w e
267-10										n a ŋ e r u r u
268-10										u m i
272-10										a m a
276-10										a s a u
281-10										m u s i
304-10										ts u tɕ i
305-10										tɕ i i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
342-10										o u k i
346-10										k u r a i
347-10										k i r u
348-10										h i r u
351-10										t oː r
361-10										o m o
379-10										k u s a r e i
394-10										h i dʑ a i u
395-10										m i
400-10										h i z a i u
412-10										s a k a r u
413-10										ts u k i
414-10										h o r u
422-10										h u k u r u r u
423-10										k a n
430-10										h a k u
435-10										h u k u
446-10										s i t a
447-10										u e
458-10										t o s i
56-10										h i t a
62-10										m n a
65-10										k a w a
70-10										t a n e
75-10										k a w a
96-10										m i
101-10										h a
114-10										k u b i
119-10										k i m o
134-10										s i
138-10										s i n a
146-10										a s u k u
161-10										o u
171-10										k a w a
182-10										k e m u r  i
188-10										o a m a
196-10										o o r u
262-10										h i r u
300-10										h e e s
313-10										d e
350-10										s e m a i
352-10										tɕ i k a i
396-10										h u r u
401-10										o s u
420-10										o t o
424-10										u t a u
442-10										s i m i r u
455-10										m k iː
15-10										a i u
22-10										n a i
24-10										m i
49-10										o
78-10										a i u r a
89-10										k oː
130-10										m i r u
149-10										k u r u
175-10										s u n a
183-10										h i
192-10										a o
199-10										a t u
230-10										a n a
233-10										a n a
250-10										h o k a n a
264-10										k i r i
274-10										n a r e
298-10										k e r a
303-10										h a ŋ a
314-10										m o s i
354-10										a i u
369-10										k i r u
376-10										w a r u
415-10										m u s u
418-10										n a
451-10										h o k o
456-10										ts u n a
72-10										n i k u
80-10										t a m a
104-10										a s i
118-10										s i
142-10										t o
150-10										n e
204-10										m t a i
