COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
309-4				k u s a						
310-4				t o						
311-4				n i						
14-5					k o r e					
18-5					d a r e					
35-5					h i t o					
36-5					h u t a i u					
48-5					n a ŋ a i					
60-5					t o r i					
63-5					s i r a m i					
64-5					k i					
67-5					h a					
68-5					n e					
71-5					tɕ i					
76-5					h o n e					
83-5					ts u n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m i					
110-5					t e					
116-5					m u n e					
120-5					n o m u					
132-5					k i k u					
139-5					k o r o					
140-5					o i o					
156-5					t a w e r u					
168-5					ts u k i					
169-5					h o s i					
170-5					m i z u					
173-5					i s i					
180-5					k u m o					
185-5					h a i					
186-5					m o r r u					
187-5					m i t i					
190-5					a k a i					
193-5					k i r u					
194-5					s i r u i					
195-5					k u r u					
216-5					m a r u					
221-5					n a					
239-5					i ts u					
252-5					m i s u					
253-5					j o s u					
254-5					i ts u					
266-5					k a w e					
267-5					n a ŋ a r e r u					
268-5					u m i					
272-5					a m o					
276-5					a r a u					
281-5					m u s i					
304-5					ts u b a					
305-5					tɕ i t i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i k  i i					
14-6						k u				
18-6						t a ɭ i				
35-6						p ɨ t u				
36-6						p u t a r ɨ				
48-6						n a n a				
60-6						t u ɭ				
63-6						s i ɭ a  i				
64-6						ts aː				
67-6						p a				
68-6						n i				
71-6						ts u u				
76-6						p u n i				
83-6						ts ɨ n				
87-6						p a n i				
95-6						m iː m u				
98-6						p a n a				
99-6						ts u ts ɨ				
-102-6						s ɨ t a				
103-6						ts ɨ m u				
110-6						t i				
116-6						m n n u				
120-6						n u m u				
132-6						ts ɨ k u				
139-6						k u				
140-6						u u u				
156-6						t a n i				
168-6						ts ɨ k ɨ				
169-6						p u s ɨ				
170-6						m iː				
173-6						i v ɨ				
180-6						k u m u				
185-6						p a n				
186-6						m u i				
187-6						m iː ɨ				
190-6						a ts a				
193-6						k ɨ				
194-6						s i s				
195-6						k u				
216-6						m a				
221-6						n a				
239-6						i ts ɨ				
252-6						m iː ɭ ɨ				
253-6						j u				
254-6						i ts ɨ				
266-6						k a				
267-6						n a n a				
268-6						u m u				
272-6						a m i				
276-6						a ɭ a				
281-6						m u s ɨ				
304-6						ts ɨ				
305-6						ts ɨ				
308-6						p a n a				
309-6						k u s a				
310-6						t u				
311-6						n a				
14-7							k o r e			
18-7							d a r e			
35-7							ɸ i t o			
36-7							ɸ u t a			
48-7							n a ŋ a			
60-7							t o r i			
63-7							s i r eː			
64-7							k i			
67-7							ɸ a			
68-7							n e			
71-7							tɕ i			
76-7							ɸ o n e			
83-7							ts u n o			
87-7							ɸ a n e			
95-7							m i m i			
98-7							ɸ a n a			
99-7							k u tɕ i			
-102-7							s i tɕ eː			
103-7							ts u m e			
110-7							t e			
116-7							m u n			
120-7							n o m o			
132-7							k i k u			
139-7							k o r u r u			
140-7							o r o			
156-7							t a s o r u			
168-7							s u k i			
169-7							ɸ o s i			
170-7							m i tɕ u			
173-7							e s i			
180-7							k u m o			
185-7							ɸ a			
186-7							m o e r u			
187-7							m i tɕ i			
190-7							a k a			
193-7							k e r eː			
194-7							s i r u			
195-7							k u r u			
216-7							m a r iː			
221-7							n a			
239-7							e tɕ u			
252-7							m i ts u			
253-7							e o ts o			
254-7							e tɕ u			
266-7							k a s e			
267-7							n a ŋ a r e r u			
268-7							o m eː			
272-7							a m e			
276-7							a r a			
281-7							m o s i			
304-7							ts u b a			
305-7							tɕ i			
308-7							ɸ a n a			
309-7							k u s a			
310-7							t o			
311-7							n i			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o		
36-8								h u t a ts u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m a		
64-8								k i		
67-8								h a w  a a		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t a		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n u m u		
132-8								k i k u		
139-8								k o r u s u		
140-8								o r o i o		
156-8								t a tː o r u		
168-8								ts u k i		
169-8								h o s i		
170-8								m i		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o i r u		
187-8								m i t i		
190-8								a k a i		
193-8								k e r u		
194-8								s i r u		
195-8								k u r u		
216-8								m a r u		
221-8								n a		
239-8								i ts u		
252-8								m i k u		
253-8								j o s u		
254-8								i ts u		
266-8								k a w e		
267-8								n a g a r e r u		
268-8								u m o		
272-8								a m e		
276-8								a r a u		
281-8								m u s i		
304-8								ts u b a		
305-8								tɕ i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
14-9									k u r i	
18-9									t a r  k a a	
35-9									h i	
36-9									h u	
48-9									n a n a	
60-9									t u	
63-9									s i r a s	
64-9									k i	
67-9									h a iː	
68-9									n i	
71-9									tɕ i	
76-9									h u n i	
83-9									ɕ i n u ɴ  ɴ	
87-9									h a n i	
95-9									m i m i	
98-9									h a n a	
99-9									k u ts i	
-102-9									s i t a	
103-9									ɕ i m i	
110-9									t i	
116-9									m	
120-9									n u b u ɴ	
132-9									k i tɕ u ɴ	
139-9									k u r u s u ɴ	
140-9									ʔ u i	
156-9									t a tsː u r u	
168-9									ɕ i tɕ i	
169-9									h u s i	
170-9									m iː n u	
173-9									ʔ i tɕ i	
180-9									k u b u	
185-9									h w i ɴ  a	
186-9									m u ɴ u ɴ	
187-9									m iː ts i	
190-9									ʔ a tː a	
193-9									k i	
194-9									s i r u s a ɴ	
195-9									k u r u ɴ a ɴ	
216-9									m a r u s a ɴ	
221-9									n a	
239-9									ʔ i j i	
252-9									m iː	
253-9									j u s u	
254-9									ʔ i j i j i	
266-9									k a ɕ a	
267-9									n a n a ɴ a	
268-9									ʔ u ɴ u	
272-9									ʔ a ɕ a	
276-9									ʔ a ɕ u	
281-9									m u s i	
304-9									ɕ i b	
305-9									tɕ i	
308-9									h a n a	
309-9									k u s a	
310-9									t u ɴ   u ɴ	
311-9									n i ɴ i ɴ	
14-10										k o r e
18-10										d a r e
35-10										h i t o
36-10										h u t a ts
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m a
64-10										k i
67-10										h a
68-10										n e
71-10										tɕ i
76-10										h o n e
83-10										ts u n u
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o r u s u
140-10										o h o
156-10										t a w e r u
168-10										ts u k i
169-10										h o s i
170-10										m i z u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i tɕ i
190-10										a k a i
193-10										k i r u
194-10										s i r u i
195-10										k u r u i
216-10										m a r u
221-10										n a
239-10										i ts u
252-10										m i
253-10										j o s u
254-10										i ts u k u
266-10										k a w a
267-10										n a ŋ a r e r u
268-10										u m i
272-10										a m e
276-10										a r u u
281-10										m u s i
304-10										ts u b a
305-10										tɕ i i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
