COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
173-5					i pː i					
180-5					k u m o					
185-5					h a i					
186-5					m o r r u					
187-5					m i t i					
190-5					a k a i					
193-5					k oː r u					
194-5					s i r u					
195-5					k u r u					
216-5					m a r u					
221-5					n a tɕ					
239-5					i pː u					
252-5					m i dʑ u					
253-5					k o ts u					
254-5					i pː u i u					
266-5					k a r e					
267-5					n a n a r u r u					
268-5					u m i					
272-5					a m o					
276-5					a r a i					
281-5					m u s i					
304-5					ts u b a					
305-5					t iː t i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
342-5					k u k i					
346-5					k u r a i t					
347-5					k i r u					
348-5					h i r u					
351-5					t e s					
361-5					o h o i o i					
379-5					k u s a r e					
394-5					h i d a r u					
395-5					m i pː i					
400-5					h i r a r u					
412-5					s a k e r u					
413-5					ts u k i					
414-5					h o r u					
422-5					h u k u r u r u					
423-5					k a ɴ					
430-5					h a k u					
435-5					h u k u					
446-5					s i t a					
447-5					u pː					
458-5					t o s i					
56-5					h i t o					
62-5					i pː o					
65-5					k a w a					
70-5					t a n e					
75-5					k a w a					
96-5					m iː					
101-5					h a tɕ					
114-5					k u b i					
119-5					k i m o					
134-5					s i					
138-5					s i n u					
146-5					a r u k u					
161-5					k u					
171-5					k a w a					
182-5					k e m u					
188-5					k a m a					
196-5					k o r u					
262-5					h i r u					
300-5					h e s i					
313-5					d pː ɴ					
350-5					s e m a					
352-5					t i k a i t					
396-5					h u r u					
401-5					o s u					
420-5					o t a					
424-5					u t a i					
455-5					i pː i pː o t u					
15-5					a r e					
22-5					n a i					
24-5					m i ɴ					
49-5					o					
78-5					a ts ui					
89-5					k e					
130-5					m i r u					
14-6						ts u k i				
18-6						ts a				
35-6						p i				
36-6						p iː k a				
48-6						n a n a n				
60-6						t u s				
63-6						s ɨː n a				
64-6						ts i				
67-6						p a r				
68-6						n i ɭ				
71-6						ts ts i				
76-6						p u n				
83-6						ts ɨ n				
87-6						p a n a				
95-6						m ɨː n				
98-6						p a n a				
99-6						ts iː k ɨ				
-102-6						s ɨː				
103-6						ts ɨ n				
110-6						t i				
116-6						m				
120-6						n u m u				
132-6						ts ɨ				
139-6						k u k a				
140-6						u				
156-6						t a n a				
168-6						ts ɨ				
169-6						p u s ɨ				
170-6						m ɨː				
173-6						i z ɨ				
180-6						k iː k u				
185-6						p a n ɨ				
186-6						m u s				
187-6						m ɨː ɨ				
190-6						a ts a				
193-6						ts ɨ				
194-6						s ɨː k				
195-6						ts iː k				
216-6						m a r a				
221-6						n a r				
239-6						i				
252-6						m ɨː ɭ ɨ				
253-6						t u				
254-6						i				
266-6						ts a n				
267-6						n a n a n a				
268-6						u z s				
272-6						a ts t				
276-6						a ts a				
281-6						m u s ɨ				
304-6						ts ɨ				
305-6						ts ɨ				
308-6						p a n a				
309-6						k iː s ɨ				
310-6						t u				
311-6						n i				
342-6						ts u k ɨ				
346-6						ts u				
347-6						ts ɨ				
348-6						p ɨ				
351-6						t u				
361-6						u z				
379-6						k iː s ɨ				
394-6						p i				
395-6						m i ɨ				
400-6						p i				
412-6						s a ts i				
413-6						ts ɨ				
414-6						p u k				
422-6						p iː k i				
423-6						ts a n				
430-6						p a ts iː				
435-6						p u k				
446-6						s ɨː				
447-6						u i s a				
458-6						t u s ɨ				
56-6						p i				
62-6						i z u				
65-6						k a a				
70-6						t a n				
75-6						k a a				
96-6						m u				
101-6						p a r				
119-6						ts ɨ n				
134-6						s ɨː				
138-6						s ɨː n				
146-6						a ts				
171-6						k a a				
182-6						ts i				
188-6						t a n a				
196-6						t u				
401-6						u d ɨ				
420-6						u d i				
442-6						s i				
24-6						m				
78-6						a u a				
130-6						m ɨː ɭ				
14-7							k o r e			
18-7							d a r e			
35-7							h i t a			
36-7							h u t a			
48-7							n a ŋ a			
60-7							t o r e			
63-7							s i r a			
64-7							k i			
67-7							h a			
68-7							n e			
71-7							tɕ i			
76-7							h o n e			
83-7							ts u n o			
87-7							h a n e			
95-7							m i m i			
98-7							h a n a			
99-7							k u tɕ i			
-102-7							s e t a			
103-7							ts u m e			
110-7							t e			
116-7							m			
120-7							n o m u			
132-7							k i k u			
139-7							k o r u s u			
140-7							o r o			
156-7							t a r e			
168-7							ts u k u			
169-7							h o s i			
170-7							m i tɕ oː			
173-7							e s i			
180-7							k u m o			
185-7							h a			
186-7							m o e r u			
187-7							m i tɕ i			
190-7							a k a			
193-7							k e r u			
194-7							s i r u			
195-7							k u r u			
216-7							m a r u			
221-7							n a			
239-7							e tɕ u			
252-7							m i tɕ u			
253-7							j oː r u			
254-7							e tɕ u			
266-7							k a r oː			
267-7							n a ŋ a r a			
268-7							o m e			
272-7							a m e			
276-7							a r a r			
281-7							m o s i			
304-7							ts u b a			
305-7							tɕ i			
308-7							h a n a			
309-7							k u s a			
310-7							t o			
311-7							n i			
342-7							j o k			
346-7							k u r a			
347-7							k i r u			
348-7							h i r e			
351-7							t oː			
361-7							o m o			
379-7							k u s a r a			
394-7							h i tɕ a r u			
395-7							m e ŋ e			
400-7							h e ŋ a r u			
412-7							s a k e r u			
413-7							ts u k i			
414-7							h o r u			
422-7							h u k u r u			
423-7							k a n			
430-7							h a k u			
435-7							h u k u			
446-7							s i t a			
447-7							o r eː			
458-7							t o s i			
56-7							h i t a			
62-7							e r o			
65-7							k a w a			
70-7							t a n e			
75-7							k a w a			
96-7							m e			
101-7							h a			
114-7							k u b e			
134-7							s i r e			
138-7							s i n u			
146-7							a r u k o			
161-7							e r			
171-7							k a w a			
182-7							k e tɕ u			
188-7							j a m a			
196-7							j o r u			
262-7							h i r u			
300-7							h e s u			
313-7							d e			
350-7							s e tɕ a			
352-7							a i k a			
396-7							h u r u			
401-7							o s u			
420-7							o t i			
424-7							o t a			
442-7							s i m e			
455-7							e k e			
15-7							a r e			
22-7							n a			
24-7							m e n n			
78-7							a b u			
89-7							k e			
130-7							m i r u			
14-8								k o r e		
18-8								d a r u		
35-8								h i t o		
36-8								h o t a ts u		
48-8								n a g a		
60-8								t o r i		
63-8								s i r a m i		
64-8								k u		
67-8								h a		
68-8								n e		
71-8								ts i		
76-8								h o n i		
83-8								ts u n o		
87-8								h a n i		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t a		
103-8								ts u m i		
110-8								t e		
116-8								m u n e		
120-8								n o m u		
132-8								k u k u		
139-8								k o r u r u		
140-8								o d o		
156-8								t a r o r u		
168-8								ts u k u		
169-8								h o s i		
170-8								m i		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o e		
187-8								m i		
190-8								a k a i		
193-8								k u r u		
194-8								s i r u		
195-8								k u r u		
216-8								m a r u		
221-8								n a m i		
239-8								i ts ui		
252-8								m i		
253-8								o o ts u		
254-8								i ts u		
266-8								k a r oː		
267-8								n a g a r u t a		
268-8								u m i		
272-8								a m e		
276-8								a r a		
281-8								m u s i		
304-8								ts u b a		
305-8								ts i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
342-8								u u k u		
346-8								k u r a		
347-8								k u r u		
348-8								h i r a		
351-8								t o		
361-8								o m o		
379-8								k u s a r o		
394-8								h i d a r u		
395-8								m i		
400-8								h i		
412-8								s a k e r u		
413-8								ts u k u		
414-8								h o r u		
422-8								h u k u r u		
423-8								k a g		
430-8								h a k u		
435-8								h o k u		
446-8								s i t a		
447-8								u e		
458-8								t o s i		
62-8								i n o		
65-8								k a w a		
70-8								t a n e		
75-8								k a w a		
96-8								m e		
101-8								h a		
114-8								k u tɕ i		
119-8								k u m o		
134-8								s i		
138-8								s i n u		
146-8								a ts u		
161-8								u u		
171-8								k a w a		
182-8								k e m u r u		
188-8								h a m a		
196-8								o o r u		
262-8								h i r u		
300-8								h e s i		
313-8								d e		
350-8								s e b a		
352-8								ts i k a i		
396-8								h u r u		
401-8								o s ui		
420-8								o t i		
424-8								u t a u		
442-8								s i m i b u		
455-8								i k e		
15-8								a ts e		
22-8								n a i		
24-8								m i		
49-8								o n a a		
78-8								a ts o		
89-8								k e		
130-8								m i		
14-9									k u ts u	
18-9									ʔ a r  a a a a  a a a a a a a a a a a a a	
35-9									h i t i	
36-9									h u	
48-9									n a g a	
60-9									t u r	
63-9									ʃ i r a	
64-9									k w	
67-9									h a iː	
68-9									n i	
71-9									ʔ i	
76-9									h u n i	
83-9									ɕ i n u	
87-9									h a n i	
95-9									m i m u	
98-9									h a n a	
99-9									k u s i	
-102-9									ʃ i t a	
103-9									ɕ i m u	
110-9									t i	
116-9									m d i t  u	
120-9									n u m u	
132-9									k i k u	
139-9									k u ts u ɴ u ɴ	
140-9									ʔ i iː	
156-9									t a ɴ u r u	
168-9									ɕ i k i	
169-9									h u s i	
170-9									m u j u	
173-9									w i s i	
180-9									k u m u	
185-9									h a iː i  a	
186-9									m u i u ɴ	
187-9									m u s i	
190-9									ʔ a ɕ ui	
193-9									k i r u	
194-9									ʃ i r u	
195-9									k u ts u	
216-9									m a tː u	
221-9									n a	
239-9									w i ɴ i	
252-9									m u s i	
253-9									w u j i	
254-9									w i ɴ i	
266-9									k a ɕ a	
267-9									n a g a ɴ u ɴ u	
268-9									ʔ u s u	
272-9									ʔ a n u	
276-9									ʔ a a u	
281-9									m u s i	
304-9									ɕ i b	
305-9									ʔ i	
308-9									h a n a	
309-9									k u s a	
310-9									t u	
311-9									n i n ui	
342-9									w u k i	
346-9									k u ts a	
347-9									k i r u	
348-9									h w iː t u ɴ a	
351-9									t u	
361-9									ʔ u d u	
379-9									k u s a r u ɴ    a a a a a a a a a h a	
394-9									h w iː	
395-9									m i j i	
400-9									h w iː s a ɴ	
412-9									ʃ a ɕ ui	
413-9									ɕ i k i	
414-9									h u ts u	
422-9									h u k u	
423-9									k a n	
430-9									h a g u	
435-9									h u k u	
446-9									ʃ i t a	
447-9									ʔ i iː	
458-9									t u s i	
56-9									h u t	
62-9									ʔ i j	
65-9									k a	
75-9									k a	
96-9									m u	
101-9									h a	
114-9									k u b u	
119-9									k i m u	
134-9									ʃ i j u r	
138-9									ʃ i n u	
146-9									ʔ a n u ɴ	
161-9									w u	
171-9									k a	
182-9									k i m u ɴ a	
196-9									w u ts u	
262-9									h w iː t u ɴ	
300-9									h w s u	
313-9									ʔ i oː	
350-9									ʃ i m a	
352-9									ʔ i k a	
396-9									h u ts u	
401-9									ʔ i s i	
420-9									ʔ i s u	
424-9									ʔ i s u	
442-9									ʃ i m u	
455-9									ʔ i j i	
15-9									ʔ a n u	
22-9									n a i	
24-9									m	
49-9									ʔ i n a	
89-9									k uː	
14-10										k o r e r  i u
18-10										d a r e
35-10										h i t a
36-10										h u t a ts
48-10										n a ŋ a
60-10										t o r i
63-10										s i r a m i
64-10										k i
67-10										h a
68-10										n e r o
71-10										tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e r
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o r u s u
140-10										o o o
156-10										t a s e r u
168-10										ts u k i
169-10										h o s i
170-10										m i z uː
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i tɕ i
190-10										a k a i
193-10										k i r u
194-10										s i r u
195-10										k u r u
216-10										m a r u
221-10										n a
239-10										i ts u
252-10										m i
253-10										k o s u
254-10										i ts ui
266-10										k a n uː r
267-10										n a ŋ a r u r u
268-10										u m i
272-10										a m i
276-10										a n a u
281-10										m u s i
304-10										ts u b a
305-10										ts i i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
342-10										k u k i
346-10										k u r a i
347-10										k i r u
348-10										h i r e
351-10										t o
361-10										o m o
379-10										k u s a r a
394-10										h i d a r i
395-10										m i z i
400-10										h i r a r u
412-10										s a k e r u
413-10										ts u k i
414-10										h o r u
422-10										h u k u r u r u
423-10										k a ɴ z a i r u
430-10										h a k u
435-10										h u k u
446-10										s i t a
447-10										u e
458-10										t o s i
56-10										h i t o
62-10										i n o
65-10										k a w a
70-10										t a n e
75-10										k a w a
96-10										m i r  i i i
101-10										h a
114-10										k u b i
119-10										k i m o
134-10										s i
138-10										s i n u
146-10										a n ui k a
161-10										k u
171-10										k a w a
182-10										k e m i r  i u
188-10										o a m a
196-10										k o r u
262-10										h i r u
300-10										h e s o i
313-10										d e r
350-10										s e b a
352-10										tɕ i k a i
396-10										h u r u
401-10										o s ui
420-10										o t o r i
424-10										u t a u
442-10										s i m i r u
455-10										i k i
15-10										a n e
22-10										n a i
24-10										m i ɴ z a
49-10										o n a a
78-10										a b u r a
89-10										k e r  i i i u
130-10										m i r u
