COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
206-5					k ɔ ʔ											
1950-5					ʔ a											
665-5					b a ŋ											
703-5					n ɔ ʔ											
1290-5					m əː											
1391-5					ʔ a n											
269-5					k a ʔ											
855-5					dʑ a ŋ											
2078-5					s a											
2213-5					m ei̯											
1858-5					s a											
1151-5					k j a											
737-5					b a n											
1859-6						ŋ iː										
175-6						k a										
241-6						ʔ uː ʔ										
2163-6						k uː r										
2181-6						n a m										
2060-6						ʔ oː m										
410-6						ɗ a										
1841-6						m əː										
2017-6						h əː										
1004-6						s a										
614-6						p o h										
686-6						b l ei̯										
88-6						k a ʔ										
872-6						n i ŋ										
1891-6						ɗ a										
68-6						s i m										
631-6						p i r										
594-6						k a										
1759-6						h a ŋ										
805-6						k əː ŋ										
756-6						h i ʔ										
1201-6						m a ʔ										
2042-6						ʔ a										
1968-6						ɗ a ʔ										
2000-6						r əː ŋ										
17-6						d a ʔ										
4-6						dʑ əː m										
788-6						ɗ iː										
1219-6						h i m										
141-6						ʔ a ŋ										
541-6						p r j a ŋ										
1687-6						h uː r										
123-6						ŋ əː m										
1652-6						dʑ əː ŋ										
576-6						ŋ a										
1738-6						ɗ a ʔ										
442-6						h oː m										
368-6						ɗ j a ŋ										
1778-6						p a ʔ										
957-6						ŋ a h										
1704-6						ʔ i ʔ										
304-6						dʑ a m										
1796-6						dʑ a ŋ										
720-6						d o h										
287-6						k a h										
321-6						k əː h										
206-6						d o ʔ										
1950-6						ʔ a										
665-6						p a ŋ										
703-6						n o ʔ										
1290-6						m ɔ										
1391-6						k a ŋ										
269-6						k a ʔ										
855-6						dʑ a ŋ										
2078-6						s a										
2213-6						m iː										
1858-6						s a										
1151-6						k j a										
737-6						p r iː										
1859-7							ŋ a									
175-7							g a									
241-7							ʔ a ʔ									
2163-7							g a ŋ									
2181-7							ŋ a m									
2060-7							ʔ a m									
410-7							t a									
1841-7							m a									
2017-7							h a									
1004-7							l a									
614-7							b o h									
686-7							b l eː									
88-7							g a ʔ									
872-7							ŋ a ŋ									
1891-7							ɗ a									
68-7							s a m									
631-7							m a ŋ									
594-7							g a									
1759-7							h a ŋ									
805-7							g a ŋ									
756-7							h a ʔ									
1201-7							m a ʔ									
2042-7							ʔ a									
1968-7							t a ʔ									
2000-7							r a ŋ									
17-7							v a ʔ									
4-7							b a m									
788-7							t a									
1219-7							h a m									
141-7							ʔ a ŋ									
541-7							b r j a ŋ									
1687-7							h a ŋ									
123-7							ŋ a m									
1652-7							tɕ a ŋ									
576-7							ŋ a									
1738-7							t a ʔ									
442-7							h a m									
368-7							t a ŋ									
1778-7							b a ʔ									
957-7							ŋ a ʔ									
1704-7							ʔ a ʔ									
304-7							tɕ a m									
1796-7							tɕ a ŋ									
720-7							t a h									
287-7							g a ŋ									
321-7							g a h									
206-7							ɗ o ʔ									
1950-7							ʔ a									
665-7							b a ŋ									
703-7							ŋ a ʔ									
1290-7							m a									
1391-7							g a ʔ									
269-7							g a ʔ									
855-7							tɕ a ŋ									
2078-7							s a									
2213-7							m a									
1858-7							s a									
1151-7							g j a ŋ									
737-7							b a									
1859-8								ŋ a								
175-8								k a								
241-8								ʔ a ʔ								
2163-8								k ɔː								
2181-8								n a m								
2060-8								ʔ ə m								
410-8								t a								
1841-8								m a								
2017-8								h a								
1004-8								l a								
614-8								p o h								
686-8								p l a								
88-8								k a ʔ								
872-8								n ɔː ŋ								
1891-8								t a								
68-8								s ɔː m								
631-8								p ɔː n								
594-8								k a								
1759-8								h a n								
805-8								k ɔː n								
756-8								h a k								
1201-8								m a ʔ								
2042-8								ʔ a								
1968-8								t a ʔ								
2000-8								d a ŋ								
17-8								v a t								
4-8								t ɔː m								
788-8								t a								
1219-8								h ɔː m								
141-8								ʔ a ŋ								
541-8								p a a ŋ								
1687-8								h ɔː								
123-8								n a m								
1652-8								dʑ ɔː n								
576-8								ŋ a								
1738-8								t a k								
442-8								h ɔː m								
368-8								t a ŋ								
1778-8								p a t								
957-8								n a								
1704-8								ʔ a ʔ								
304-8								j ɔː m								
1796-8								dʑ ɔː ŋ								
720-8								d a h								
287-8								k a								
321-8								k o h								
206-8								t o ʔ								
1950-8								ʔ a								
665-8								k ɔː n								
703-8								n o ʔ								
1290-8								m a								
1391-8								k a ʔ								
269-8								k a ʔ								
855-8								dʑ ɔː n								
2078-8								s ə								
2213-8								m a								
1858-8								s a								
1151-8								k j a								
737-8								p a								
1859-9									ŋ a							
175-9									k a							
241-9									ʔ a ʔ							
2163-9									k a ŋ							
2181-9									ŋ a m							
2060-9									ʔ a m							
410-9									d a							
1841-9									m a							
2017-9									h a							
1004-9									l a							
614-9									b o h							
686-9									b l a							
88-9									k a ʔ							
872-9									ŋ a ŋ							
1891-9									d a							
68-9									s a m							
631-9									b a ŋ							
594-9									k a							
1759-9									h a ŋ							
805-9									k a ŋ							
756-9									h a ʔ							
1201-9									m a ʔ							
2042-9									ʔ a							
1968-9									d a ʔ							
2000-9									ʔ a ŋ							
17-9									v a ʔ							
4-9									b a m							
788-9									d a							
1219-9									h a m							
141-9									ʔ a ŋ							
541-9									b r a ŋ							
1687-9									h a ŋ							
123-9									ŋ a m							
1652-9									tɕ a ŋ							
576-9									ŋ a							
1738-9									d a k							
442-9									h a m							
368-9									d a ŋ							
1778-9									b a ʔ							
957-9									ŋ a h							
1704-9									ʔ a ʔ							
304-9									ʔ a m							
1796-9									tɕ a ŋ							
720-9									d a h							
287-9									k a h							
321-9									k a h							
206-9									d o ʔ							
1950-9									ʔ a							
665-9									b a ŋ							
703-9									ŋ o ʔ							
1290-9									m a							
1391-9									ʔ a ʔ							
269-9									k a ʔ							
855-9									tɕ a ŋ							
2078-9									s a							
2213-9									m a							
1858-9									s a							
1151-9									k l a ŋ							
737-9									b a							
1859-10										ŋ aːi̯						
175-10										k a						
241-10										ʔ u ʔ						
2163-10										k u r						
2181-10										ŋ ə m						
2060-10										ʔ ɔː m						
410-10										ʔ ɔː						
1841-10										m a						
2017-10										ʔ e						
1004-10										s a						
614-10										b ɔ h						
686-10										b l e						
88-10										k a ʔ						
872-10										ŋ u ŋ						
1891-10										ɗ a						
68-10										s a m						
631-10										b a r						
594-10										k a						
1759-10										ʔ a ŋ						
805-10										k ɔ ŋ						
756-10										ʔ a ʔ						
1201-10										m a ʔ						
2042-10										ʔ a						
1968-10										ɗ a ʔ						
2000-10										r aː ŋ						
17-10										kʰ a ʔ						
4-10										b ə m						
788-10										ɗ iː						
1219-10										ʔ a m						
141-10										ʔ a ŋ						
541-10										b r a ŋ						
1687-10										ʔ u r						
123-10										ŋ a m						
1652-10										dʑ ə ŋ						
576-10										ŋ a						
1738-10										ɗ ə						
442-10										ʔ ɔː m						
368-10										b j a ŋ						
1778-10										b ɔ ʔ						
957-10										ŋ a						
1704-10										ʔ a ʔ						
304-10										dʑ a m						
1796-10										dʑ a ŋ						
720-10										d a h						
287-10										k a						
321-10										k ə ŋ						
206-10										ɗ ɔ ʔ						
1950-10										ʔ a						
665-10										b l a ŋ						
703-10										ŋ ɔ ʔ						
1290-10										m əɯ̯						
1391-10										ʔ a						
269-10										k a						
855-10										dʑ a ŋ						
2078-10										s a						
2213-10										m e						
1858-10										s a						
1151-10										k j a						
737-10										b r a						
1859-11											ŋ a					
175-11											k a					
241-11											ʔ a ʔ					
2163-11											k ɔ					
2181-11											n a					
2060-11											ʔ ə m					
410-11											t a					
1841-11											m a					
2017-11											h a					
1004-11											l a					
614-11											b o h					
686-11											b l a					
88-11											k a k					
872-11											n ɔ ŋ					
1891-11											t a					
68-11											s i m					
631-11											b ɔ					
594-11											k a					
1759-11											h a n					
805-11											k ə n					
756-11											h a k					
1201-11											m a ʔ					
2042-11											ʔ a					
1968-11											t a ʔ					
2000-11											d ɔ ŋ					
17-11											v a t					
4-11											b ə m					
788-11											t a					
1219-11											h a m					
141-11											ʔ ɔ ŋ					
541-11											b a ŋ					
1687-11											h ɔ					
123-11											n ɔ m					
1652-11											dʑ ə n					
576-11											ŋ ɔ					
1738-11											t a k					
442-11											h o m					
368-11											d a ŋ					
1778-11											b a t					
957-11											n a ʔ					
1704-11											ʔ a ʔ					
304-11											j a m					
1796-11											dʑ ɔ ŋ					
720-11											d ə h					
287-11											k a					
321-11											k o h					
206-11											t o k					
1950-11											ʔ a					
665-11											b a n					
703-11											n o k					
1290-11											m aːi̯					
1391-11											k a ʔ					
269-11											k a ʔ					
855-11											dʑ a n					
2078-11											s a					
2213-11											m a					
1858-11											s a					
1151-11											k j a					
737-11											b a					
1859-12												ŋ ɛ				
175-12												g a				
241-12												ʔ u ʔ				
2163-12												g u				
2181-12												n a m				
2060-12												ʔ o m				
410-12												d ai̯				
1841-12												m a				
2017-12												h e				
1004-12												l a				
614-12												b o h				
686-12												b l a				
88-12												g a ʔ				
872-12												n ɔ ŋ				
1891-12												d a				
68-12												s i m				
631-12												b ə n				
594-12												g a				
1759-12												h a ɲ				
805-12												g o ɲ				
756-12												h i				
1201-12												m o ʔ				
2042-12												ʔ a				
1968-12												d a ʔ				
2000-12												r a ŋ				
17-12												v a ʔ				
4-12												b ə m				
788-12												d ɛ				
1219-12												h i m				
141-12												ʔ a ŋ				
541-12												b r j a ŋ				
1687-12												h u n				
123-12												ŋ a m				
1652-12												c o n				
576-12												ŋ ɔ				
1738-12												d a				
442-12												h o m				
368-12												t j a ŋ				
1778-12												b a ʔ				
957-12												n a				
1704-12												ʔ i ʔ				
304-12												j a m				
1796-12												c ɔ ŋ				
720-12												t o h				
287-12												g a				
321-12												g ə h				
206-12												t o ʔ				
1950-12												ʔ o				
665-12												b a n				
703-12												n o ʔ				
1290-12												m ai̯				
1391-12												g a ʔ				
269-12												g a ʔ				
855-12												c a n				
2078-12												s ə				
2213-12												m ɛ				
1858-12												s a				
1151-12												g j a n				
737-12												b a				
1859-13													ŋ ɛ			
175-13													g a			
241-13													ʔ u ʔ			
2163-13													g u n			
2181-13													n e m			
2060-13													ʔ o m			
410-13													t o			
1841-13													m a			
2017-13													h e			
1004-13													s a			
614-13													b ou̯ h			
686-13													b l ɛ			
88-13													g a ʔ			
872-13													n ɨ k			
1891-13													t a			
68-13													s i m			
631-13													b ɛ n			
594-13													g a			
1759-13													h a n			
805-13													g e n			
756-13													h ɨ			
1201-13													m ɔ ʔ			
2042-13													ʔ a			
1968-13													t a ʔ			
2000-13													r a k			
17-13													v a			
4-13													d ə m			
788-13													t ɛ			
1219-13													ʔ i m			
141-13													ʔ a k			
541-13													b r j a k			
1687-13													h u n			
123-13													ŋ a m			
1652-13													c ɨ n			
576-13													ŋ ɔ			
1738-13													t a			
442-13													h o m			
368-13													t j a k			
1778-13													p ă ʔ			
957-13													n a			
1704-13													ʔ o ʔ			
304-13													j a m			
1796-13													c ɔ k			
720-13													t o h			
287-13													g a			
321-13													g ou̯ h			
206-13													t ou̯ ʔ			
1950-13													ʔ o			
665-13													b a n			
703-13													n ou̯ ʔ			
1290-13													m ai̯			
1391-13													g a ʔ			
269-13													g a			
855-13													c a n			
2078-13													s e			
2213-13													m ɛ			
1858-13													s a			
1151-13													g j a n			
737-13													p ɛ			
1859-14														ŋ a		
175-14														g a		
241-14														ʔ a ʔ		
2163-14														g a		
2181-14														ŋ a m		
2060-14														ʔ a m		
410-14														d a		
1841-14														m a		
2017-14														h a		
1004-14														l a		
614-14														b o h		
686-14														b l eː		
88-14														g a ʔ		
872-14														ŋ a ŋ		
1891-14														ʔ a		
68-14														s a m		
631-14														b a		
594-14														g a		
1759-14														h a ŋ		
805-14														g a ŋ		
756-14														h a ʔ		
1201-14														m a ʔ		
2042-14														ʔ a		
1968-14														dʱ a ʔ		
2000-14														r a ŋ		
17-14														v a ʔ		
4-14														b a m		
788-14														t a		
1219-14														h a m		
141-14														ʔ a ŋ		
541-14														b r j a ŋ		
1687-14														h a		
123-14														ŋ a m		
1652-14														tɕ a ŋ		
576-14														ŋ a		
1738-14														dʱ a ʔ		
442-14														h a m		
368-14														r a ŋ		
1778-14														b a ʔ		
957-14														ŋ a ʔ		
1704-14														ʔ a ʔ		
304-14														dʑ a m		
1796-14														tɕ a ŋ		
720-14														dʱ a h		
287-14														g a h		
321-14														g a h		
206-14														dʱ o ʔ		
1950-14														ʔ a		
665-14														b a ŋ		
703-14														ŋ o ʔ		
1290-14														m a		
1391-14														g a ʔ		
269-14														g a ʔ		
855-14														tɕ a ŋ		
2078-14														s a		
2213-14														m a		
1858-14														s a		
1151-14														g j a		
737-14														b a		
1859-15															ŋ aːi̯	
175-15															g a	
241-15															ʔ a ʔ	
2163-15															g u n	
2181-15															n a m	
2060-15															ʔ a m	
410-15															d aːi̯	
1841-15															m a	
2017-15															h ou̯	
1004-15															l a	
614-15															b ou̯ h	
686-15															b l aːi̯	
88-15															g a ʔ	
872-15															n ɨi̯ ŋ	
1891-15															d a	
68-15															s ɛː m	
631-15															b ə n	
594-15															g a	
1759-15															h a ɲ	
805-15															g a ɲ	
756-15															h a	
1201-15															m a ʔ	
2042-15															ʔ a	
1968-15															d a ʔ	
2000-15															r a ŋ	
17-15															v a h	
4-15															b a m	
788-15															d ɛː	
1219-15															h a m	
141-15															ʔ a ŋ	
541-15															b r j a ŋ	
1687-15															h a n	
123-15															n a m	
1652-15															tɕ e ɲ	
576-15															ŋ ɔː	
1738-15															d a ʔ	
442-15															h ou̯ m	
368-15															d j a ŋ	
1778-15															b a ʔ	
957-15															n a	
1704-15															ʔ a ʔ	
304-15															j a m	
1796-15															tɕ ɔ ŋ	
720-15															t ou̯ h	
287-15															g a	
321-15															g ou̯ h	
206-15															d ou̯ ʔ	
1950-15															ʔ ou̯	
665-15															b a n	
703-15															n ou̯ ʔ	
1290-15															m a	
1391-15															g a ʔ	
269-15															g a ʔ	
855-15															tɕ a n	
2078-15															s ɛː	
2213-15															m a	
1858-15															s a	
1151-15															g j a n	
737-15															b a	
1859-16																ŋ ɛː
175-16																g a
241-16																ʔ u ʔ
2163-16																g u n
2181-16																n a m
2060-16																ʔ a m
410-16																t aːi̯
1841-16																m a
2017-16																h a
1004-16																l a
614-16																b a h
686-16																b l ei̯
88-16																g a ʔ
872-16																n ɔ ŋ
1891-16																t a
68-16																s a m
631-16																b ə n
594-16																g a
1759-16																h a n
805-16																g a n
756-16																h a ʔ
1201-16																m a ʔ
2042-16																ʔ a
1968-16																t a ʔ
2000-16																s a ŋ
17-16																v a ʔ
4-16																b a m
788-16																t a
1219-16																h a m
141-16																ʔ a ŋ
541-16																b j a ŋ
1687-16																h u n
123-16																n a m
1652-16																tɕ a n
576-16																ŋ a
1738-16																t a ʔ
442-16																h a m
368-16																t a ŋ
1778-16																b a ʔ
957-16																n a ʔ
1704-16																ʔ a ʔ
304-16																j a m
1796-16																tɕ ɔ ŋ
720-16																t a h
287-16																g a b
321-16																g a h
206-16																t a ʔ
1950-16																ʔ a
665-16																b a n
703-16																n a ʔ
1290-16																m aːi̯
1391-16																g a ʔ
269-16																g a ʔ
855-16																tɕ a n
2078-16																s a
2213-16																m ɛː
1858-16																s a
1151-16																g j a n
737-16																b ə
