COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
751-2		n̪ ɜ ŋ					
439-2		z̪ g o					
601-2		ɕ i ŋ					
320-2		ʊ ɜ x m ɜ					
1106-2		b u					
693-2		h ɜ u o pʰ ɑ					
221-2		s̪ t̪ ɜ r̪ e					
1199-2		t̪ʰ ɑ q p ɜ					
1424-2		s̪ k u t̪ p ɜ					
904-2		l dð o t̪					
1273-2		s̪ n̪ ɜ m					
1323-2		s̪ k ɜ r̪ m ɜ					
1127-2		tɕʰ ɜ r̪ p ɑ					
1529-2		tɕʰ u					
1175-2		ɾ gʲ ɛ m x o					
383-2		p s̪ ɪ l					
820-2		l̪ o k					
1636-2		l̪ u u ŋ					
1331-2		ʊ ɾ d̪ β̞					
1097-2		l ɜ m					
1223-2		u ɜ ŋ ɑ					
592-2		m ɛ					
1290-2		t̪ u t̪ p ɜ					
669-2		s̪ s̪ ɛ ɾ					
1472-2		s̪ t̪ ɑ q ʑ i					
788-2		l o ŋ ɑ					
1191-2		ɾ ɜ m p ɜ					
626-2		m b n̪ d o q					
844-2		ɑ m					
879-2		tɕʰ ɑ					
1151-2		b t̪ʰ ɜ s̪					
1119-2		ɑ l u					
365-2		s̪ ȵ ɛ r̪ m ɜ					
1480-2		j u ŋ					
653-2		z̪ g o k p ɜ					
1081-2		ts̪ o ŋ					
1448-2		p ɑ ɜ ɜ n̪					
1029-2		m ɑ ɾ					
863-2		ɕ ɑ					
539-2		tθʰ ɪ l					
610-2		u ɑ					
350-2		u ɜ ŋ o					
871-2		o ŋ ɑ					
734-2		ɾ β̞ ɑ					
431-2		kʰ i					
1298-2		o ɜ b ʊ l					
929-2		ts̪ ɜ ŋ k i					
1315-2		t̪ ɑ x s̪ k ɜ n̪					
964-2		m i n̪ t̪ ɜ x					
836-2		m i					
1644-2		b u s̪ t̪ r̪ i ŋ					
547-2		ɜ t̪ ɑ					
1048-2		k ɜ k ɑ					
1692-2		pʰ o n̪ o					
1306-2		b u					
405-2		b o ŋ o					
294-2		ʊ r̪ m					
661-2		b o ŋ o					
413-2		ʑ ɜ q					
996-2		tθʰ ɜ n̪					
1012-2		t̪ r̪ o b ɜ ɾ					
181-2		pʰ i r̪ o o					
1660-2		g ʊ n̪ d e					
1440-2		d̪ ɪ r̪ i ŋ					
1652-2		l o					
1037-2		s̪ ȵ ȵ ŋ m					
677-2		u ɜ x m o					
1561-2		ɕ ɕ r̪ ʊ ɑ					
447-2		s̪ k ɜ m b o					
828-2		ɾ i ŋ m o					
1247-2		tɕ ɜ t̪					
391-2		j t̪ʰ tθ m o					
972-2		ȵ i m o ɾ					
531-2		t̪ʰ ɑ q r̪ i ŋ					
253-2		tɕ o ɜ o					
1282-2		ts̪ u n̪ x e					
812-2		j ɑ ŋ m o					
245-2		t̪ʰ u r̪					
1609-2		k ɑ r̪ ɸ o					
261-2		n̪ ɑ q p o					
1143-2		m ɑ r̪ p o					
709-3			g o o				
522-3			ʊ ɣ d o ŋ				
514-3			m ɪ k				
464-3			x n̪ ɑ				
1020-3			s̪ n̪ b m s̪ u l				
1355-3			s̪ o				
1464-3			l̪ tɕ e				
302-3			b l ɜ ŋ				
237-3			l̪ t̪ β̞ ɑ				
205-3			p r̪ ɜ q p ɜ				
1089-3			l ɜ q s̪ ɪ l				
804-3			k ɜ ŋ m ɜ				
1263-3			b ɜ x s̪ p ɜ				
286-3			ɾ u s̪ p ɜ				
717-3			s̪ n̪ i ŋ				
269-3			t̪ʰ ɜ q ɜo				
1512-3			x tɕ ɪ n̪				
555-3			l̪ ɜ k p ɜ				
751-3			n̪ ɜ ŋ				
439-3			z̪ g o				
601-3			ɕ i ŋ				
320-3			u ɜ x m ɜ				
1106-3			b u				
693-3			h ɜ s̪ o ɽ ɑ				
221-3			s̪ t̪ ɜ r̪ e				
1199-3			t̪ʰ ɜ q p ɜ				
1424-3			s̪ k u t̪ p ɜ				
904-3			l dð o t̪				
1273-3			x n̪ ɜ m				
1323-3			s̪ k ɜ r̪ m ɜ				
1127-3			tɕʰ ɜ r̪ ɸ ɜ				
1529-3			tɕʰ u				
1175-3			ɾ gʲ ɛ m tθ o				
383-3			p s̪ ɪ l				
820-3			l̪ o k				
1636-3			l̪ u m				
1331-3			ʊ ɾ d̪ β̞ ɑ				
1097-3			l ɜ m				
1223-3			s̪ ɜ ŋ ɑ				
592-3			m e				
1290-3			t̪ u t̪ p ɜ				
669-3			x s̪ ɛ ɾ				
1472-3			s̪ t̪ ɑ q ʑ i				
788-3			l o ŋ ɑ				
1191-3			ɾ ɜ m p ɜ				
626-3			m ɜ n̪ d o q				
844-3			ɑ m				
879-3			tɕʰ ɑ				
1151-3			b t̪ʰ ɜ s̪				
1119-3			ɑ l u				
365-3			s̪ ȵ ɛ r̪ m ɜ				
1480-3			j u ŋ				
653-3			z̪ g o k p ɜ				
1081-3			ts̪ o ŋ				
1448-3			p ɑ ɣ ɜ n̪				
1029-3			m ɑ ɾ				
863-3			ɕ ɜ				
539-3			tθʰ ɪ l				
610-3			s̪ ɑ				
350-3			s̪ ɜ ŋ o				
871-3			o ŋ ɑ				
734-3			ɾ β̞ ɑ				
431-3			kʰ i				
1298-3			o ɣ b ʊ l				
929-3			ts̪ ɜ ŋ k i				
1315-3			t̪ ɑ x s̪ k ɜ n̪				
964-3			m i n̪ t̪ ɜ x				
836-3			m i				
1644-3			b u s̪ t̪ r̪ i ŋ				
547-3			ɜ t̪ ɜ				
1048-3			k ɜ k ɑ				
1692-3			pʰ o n̪ o				
1306-3			b u				
405-3			b o ŋ o				
294-3			ɸ r̪ u				
661-3			b o ŋ o				
413-3			ʑ ɜ q				
996-3			tθʰ ɜ n̪				
1012-3			t̪ r̪ o b ɜ ɾ				
181-3			pʰ ɪ r̪ o o				
1660-3			g ʊ n̪ d e				
1440-3			d̪ ɪ r̪ i ŋ				
1652-3			l o				
1037-3			s̪ ȵ ȵ ŋ m				
677-3			s̪ ɜ x m o				
1561-3			ɕ ɕ r̪ tɕʰ ɑ				
447-3			s̪ k ɜ m b o				
828-3			ɾ i ŋ m o				
1247-3			tɕ ɜ t̪				
391-3			ɜ ɜ x m o o				
972-3			ȵ i m o ɾ				
531-3			t̪ʰ ɜ q r̪ i ŋ				
253-3			tɕ o ɣ o				
1282-3			ts̪ u n̪ tθ e				
812-3			j ɑ ŋ m o				
245-3			t̪ʰ u r̪				
1609-3			k ɑ r̪ ɸ o				
261-3			n̪ ɑ q p o				
1143-3			m ɑ r̪ ɸ o				
709-4				g o o			
522-4				o dʑ d o ŋ			
514-4				m ɪ k			
464-4				s̪ n̪ ɑ			
1020-4				s̪ n̪ ɜ m s̪ u l			
1355-4				s̪ o			
1464-4				l̪ tɕ e			
302-4				b r̪ ɜ ŋ			
237-4				l̪ t̪ β̞ ɑ			
205-4				p r̪ ɜ q p ɜ			
1089-4				l ɜ q u ɪ l			
804-4				k ɜ ŋ m ɜ			
1263-4				b ɜ x s̪ p ɜ			
286-4				ɾ u s̪ p ɜ			
717-4				s̪ n̪ i ŋ			
269-4				ʈʂ ɕ q ũ			
1512-4				x tɕ i n̪			
555-4				l̪ ɜ k p ɜ			
751-4				n̪ ɜ ŋ			
439-4				z̪ g o			
601-4				ɕ i ŋ			
320-4				p ɜ x m ɜ			
1106-4				b u			
693-4				h ɜ u o ɽ ɑ			
221-4				s̪ t̪ ɜ r̪ e			
1199-4				t̪ʰ ɜ q p ɜ			
1424-4				s̪ k u t̪ p ɜ			
904-4				l dð o t̪			
1273-4				s̪ n̪ ɜ m			
1323-4				s̪ k ɜ r̪ m ɜ			
1127-4				tɕʰ ɜ r̪ ɸ ɜ			
1529-4				tɕʰ u			
1175-4				ɾ gʲ ɛ m tθ o			
383-4				ɸ s̪ ɪ l			
820-4				l̪ o k			
1636-4				kʰ ɕ u ŋ			
1331-4				ʊ g d̪ β̞			
1097-4				l ɜ m			
1223-4				u ɜ ŋ ɑ			
592-4				m e			
1290-4				t̪ u t̪ p ɜ			
669-4				s̪ s̪ ɛ ɾ			
1472-4				s̪ t̪ ɑ q dʑ i			
788-4				l o ŋ ɑ			
1191-4				ɾ ɜ m p ɜ			
626-4				m ɪ n̪ d o q			
844-4				ɑ m			
879-4				tɕʰ ɑ			
1151-4				b r̪ ɜ s̪			
1119-4				ɑ l u			
365-4				s̪ ȵ ɛ r̪ m ɜ			
1480-4				j u ŋ			
653-4				z̪ g o k p ɜ			
1081-4				ts̪ o ŋ			
1448-4				p ɑ dʑ ɜ n̪			
1029-4				m ɑ ɾ			
863-4				ɕ ɜ			
539-4				tθʰ ɪ l			
610-4				u ɑ			
350-4				u ɜ ŋ o			
871-4				o ŋ ɑ			
734-4				ɾ β̞ ɑ			
431-4				kʰ i			
1298-4				o dʑ b ʊ l			
929-4				ts̪ ɜ ŋ k i			
1315-4				t̪ ɑ x s̪ k ɜ n̪			
964-4				m i n̪ t̪ ɜ x			
836-4				m i			
1644-4				b u s̪ t̪ r̪ i ŋ			
547-4				ɜ t̪ ɜ			
1048-4				k ɜ k ɑ			
1692-4				pʰ o n̪ o			
1306-4				b u			
405-4				b o ŋ o			
294-4				gʲ r̪ u			
661-4				b o ŋ o			
413-4				dʑ ɜ q			
996-4				tθʰ ɜ n̪			
1012-4				t̪ r̪ o b ɜ ɾ			
181-4				pʰ i r̪ o			
1660-4				g u n̪ d e			
1440-4				d̪ ɪ r̪ i ŋ			
1652-4				l o			
1037-4				s̪ ȵ ȵ ŋ m			
677-4				u ɜ x m o			
1561-4				ɕ ɕ r̪ p ɑ			
447-4				s̪ k ɜ m b o			
828-4				ɾ i ŋ m o			
1247-4				tɕ ɜ t̪			
391-4				j ɕ x o o o			
972-4				ȵ i m o ɾ			
531-4				t̪ʰ ɜ q r̪ i ŋ			
253-4				tɕ o dʑ o			
1282-4				ts̪ u n̪ tθ e			
812-4				j ɑ ŋ o o			
245-4				t̪ʰ u r̪ u			
1609-4				k ɑ r̪ ɸ o			
261-4				n̪ ɜ q p o			
1143-4				m ɑ r̪ p o			
709-5					g o o		
522-5					ʊ ʑ d o ŋ		
514-5					m ɪ k		
464-5					x n̪ ɑ		
1020-5					s̪ n̪ ɜ m s̪ u l		
1355-5					s̪ o		
1464-5					l̪ tɕ ɛ		
302-5					b r̪ ɜ ŋ		
237-5					l̪ t̪ n̪ ɑ		
205-5					p r̪ ɜ q p ɜ		
1089-5					l ɜ q s̪ ɪ l		
804-5					k ɜ ŋ m ɜ		
1263-5					b ɜ x s̪ p ɜ		
286-5					ɾ u s̪ p ɜ		
717-5					s̪ n̪ i ŋ		
269-5					t̪ʰ t̪ʰ q ũ		
1512-5					x tɕ i n̪		
555-5					l̪ ɜ k p ɜ		
751-5					n̪ ɜ ŋ		
439-5					z̪ g o		
601-5					ɕ i ŋ		
320-5					ʊ ɜ x m ɜ		
1106-5					b u		
693-5					h ɜ s̪ o ɽ ɑ		
221-5					s̪ t̪ ɜ r̪ ɛ		
1199-5					t̪ʰ ɜ q p ɜ		
1424-5					s̪ k u t̪ p ɜ		
904-5					l ȵ o t̪		
1273-5					x n̪ ɜ m		
1323-5					s̪ k ɜ r̪ m ɜ		
1127-5					tɕʰ ɜ r̪ ɸ ɜ		
1529-5					tɕʰ u		
1175-5					ɾ gʲ ɛ m tθ o		
383-5					ɸ s̪ ɪ l		
820-5					l̪ o k		
1636-5					kʰ u u ŋ		
1331-5					ʊ ɾ d̪ n̪		
1097-5					l ɜ m		
1223-5					s̪ ɜ ŋ ɑ		
592-5					m ɛ		
1290-5					t̪ u t̪ p ɜ		
669-5					x x ɛ ɾ		
1472-5					s̪ t̪ ɑ q ʑ i		
788-5					l o ŋ ɑ		
1191-5					ɾ ɜ m p ɜ		
626-5					m ɪ n̪ d o q		
844-5					ɑ m		
879-5					tɕʰ ɑ		
1151-5					b r̪ ɜ s̪		
1119-5					ɑ l u		
365-5					s̪ ȵ ɛ r̪ m ɜ		
1480-5					j u ŋ		
653-5					z̪ g o k p ɜ		
1081-5					ts̪ o ŋ		
1448-5					p ɑ ʑ ɜ n̪		
1029-5					m ɑ ɾ		
863-5					ɕ ɜ		
539-5					tθʰ ɪ l		
610-5					s̪ ɑ		
350-5					s̪ ɜ ŋ o		
871-5					o ŋ ɑ		
734-5					ɾ n̪ ɑ		
431-5					kʰ i		
1298-5					o b b ʊ l		
929-5					ts̪ ɜ ŋ k i		
1315-5					t̪ ɑ x s̪ k ɜ n̪		
964-5					m i n̪ t̪ ɜ x		
836-5					m i		
1644-5					b u s̪ t̪ r̪ i ŋ		
547-5					ɜ t̪ ɑ		
1048-5					k ɜ k ɑ		
1692-5					p o n̪ o		
1306-5					b u		
405-5					b o ŋ o		
294-5					ʊ l̥ m		
661-5					b o ŋ o		
413-5					ʑ ɜ q		
996-5					tθʰ ɜ n̪		
1012-5					t̪ r̪ o b ɜ ɾ		
181-5					pʰ ɪ t̪ o o		
1660-5					g ʊ n̪ d ɛ		
1440-5					d̪ ɪ r̪ i ŋ		
1652-5					l o		
1037-5					s̪ ȵ i ŋ m ɜ		
677-5					s̪ ɜ x m o		
1561-5					ɕ ɕ ɛ p ɑ		
447-5					s̪ k ɜ m b o		
828-5					ɾ i ŋ m o		
1247-5					tɕ ɜ t̪		
391-5					j t̪ʰ q x m o		
972-5					ȵ i m o ɾ		
531-5					t̪ʰ ɜ q r̪ i ŋ		
253-5					tɕ o ʑ o		
1282-5					ts̪ u n̪ tθ ɛ		
812-5					j ɑ ŋ m o		
245-5					t̪ʰ u r̪ o		
1609-5					k ɑ r̪ ɸ o		
261-5					n̪ ɑ q p o		
1143-5					m ɑ r̪ p o		
709-6						g o o	
522-6						ʊ b d o ŋ	
514-6						m ɪ k	
464-6						s̪ n̪ ɜ	
1020-6						s̪ n̪ ɜ m s̪ u l	
1355-6						s̪ o	
1464-6						l̪ tɕ e	
302-6						b r̪ ɜ ŋ	
237-6						l̪ t̪ β̞ ɑ	
205-6						p r̪ ɜ q p ɜ	
1089-6						l ɜ q u ɪ l	
804-6						k ɜ ŋ m ɜ	
1263-6						b ɜ k s̪ p ɜ	
286-6						ɾ u s̪ p ɜ	
717-6						s̪ n̪ i ŋ	
269-6						t̪ʰ r̪ q	
1512-6						x tɕ i n̪	
555-6						l̪ ɜ k p ɜ	
751-6						n̪ ɜ ŋ	
439-6						z̪ g o	
601-6						ɕ i ŋ	
320-6						ʊ ɜ x m ɜ	
1106-6						b u	
693-6						h ɜ u o ɽ ɑ	
221-6						s̪ t̪ ɜ r̪ e	
1199-6						t̪ʰ ɜ q p ɜ	
1424-6						s̪ k u t̪ p ɜ	
904-6						l ɜ o t̪	
1273-6						s̪ n̪ ɜ m	
1323-6						s̪ k ɜ r̪ m ɜ	
1127-6						tɕʰ ɜ r̪ p ɜ	
1529-6						tɕʰ u	
1175-6						ɾ gʲ ɛ m tθ o	
383-6						p s̪ ɪ l	
820-6						l̪ o k	
1636-6						l̪ l̪ u ŋ	
1331-6						ʊ g d̪ β̞ ɜ	
1097-6						l ɜ m	
1223-6						u ɜ ŋ ɜ	
592-6						m ɛ	
1290-6						t̪ u t̪ p ɜ	
669-6						s̪ s̪ ɛ t̪	
1472-6						s̪ t̪ ɑ q ʑ i	
788-6						l o ŋ ɑ	
1191-6						ɾ ɜ m p ɜ	
626-6						m ɪ n̪ d o q	
844-6						ɑ m	
879-6						tɕʰ ɑ	
1151-6						b r̪ ɜ s̪	
1119-6						ɑ l u	
365-6						s̪ ȵ ɛ r̪ m ɜ	
1480-6						j u ŋ	
653-6						z̪ g o k p ɜ	
1081-6						ts̪ o ŋ	
1448-6						p ɑ b ɜ n̪	
1029-6						m ɑ ɾ	
863-6						ɕ ɜ	
539-6						tθʰ ɪ l	
610-6						u ɑ	
350-6						u ɜ ŋ o	
871-6						o ŋ ɑ	
734-6						ɾ β̞ ɑ	
431-6						kʰ i	
1298-6						o b b ʊ l	
929-6						ts̪ ɜ ŋ k i	
1315-6						t̪ ɑ k s̪ k ɜ n̪	
964-6						m i n̪ t̪ ɜ x	
836-6						m i	
1644-6						b u s̪ t̪ r̪ i ŋ	
547-6						ɜ t̪ ɜ	
1048-6						k ɜ k ɜ	
1692-6						p o n̪ o	
1306-6						b u	
405-6						b o ŋ o	
294-6						gʲ l̥ u	
661-6						b o ŋ o	
413-6						ʑ ɜ q	
996-6						tθʰ ɜ n̪	
1012-6						t̪ r̪ o b ɜ ɾ	
181-6						pʰ ɪ r̪ o	
1660-6						g ʊ n̪ d e	
1440-6						d̪ ɪ r̪ i ŋ	
1652-6						l o	
1037-6						s̪ ȵ ȵ ŋ m ɜ	
677-6						u ɜ x m o	
1561-6						ɕ ɕ r̪ p ɑ	
447-6						s̪ k ɜ m b o	
828-6						ɾ i ŋ m o	
1247-6						tɕ ɜ t̪	
391-6						j r̪ q m m o	
972-6						ȵ i m o ɾ	
531-6						t̪ʰ ɜ q r̪ i ŋ	
253-6						tɕ o b o	
1282-6						ts̪ u n̪ tθ e	
812-6						j ɑ ŋ m o	
245-6						t̪ʰ u r̪ u	
1609-6						k ɑ r̪ p o	
261-6						n̪ ɑ q p o	
1143-6						m ɑ r̪ p o	
709-7							g o o
522-7							o g d o ŋ
514-7							m i k
464-7							ɕ n̪ ɑ
1020-7							s̪ n̪ m m s̪ u l
1355-7							s̪ o
1464-7							l̪ tɕ d̪ʲ
302-7							b ʈʰ ɜ ŋ
237-7							l̪ t̪ ɜ ɑ
205-7							p r̪ ɜ q p ɜ
1089-7							l ɑ q s̪ i l
804-7							k ɜ ŋ m ɜ
1263-7							b ɑ k s̪ p ɜ
286-7							ɾ u s̪ p ɜ
717-7							s̪ n̪ i
269-7							ʈʰ ɜ q
1512-7							x tɕ i n̪
555-7							l̪ ɑ k p ɜ
751-7							n̪ ɜ ŋ
439-7							z̪ g o
601-7							ɕ i ŋ
320-7							s̪ ɜ k m ɜ
1106-7							b u
693-7							h ɜ s̪ o pʰ ɑ
221-7							s̪ t̪ ɜ r̪ d̪ʲ
1199-7							t̪ʰ ɑ q p ɑ
1424-7							s̪ k u t̪ p ɑ
904-7							l dð o t̪
1273-7							s̪ n̪ ɜ m
1323-7							s̪ k ɜ r̪ m ɜ
1127-7							tɕʰ ɜ r̪ p ɜ
1529-7							tɕʰ u
1175-7							ɾ gʲ ɛ m tθ o
383-7							p s̪ i l
820-7							l̪ o k
1636-7							kʰ l̪ u
1331-7							ʊ ɾ d̪ ɑ
1097-7							l ɜ m
1223-7							s̪ ɜ ɑ
592-7							m d̪ʲ
1290-7							ʈ u t̪ p ɜ
669-7							x s̪ ɛ ɾ
1472-7							s̪ t̪ ɑ q ʑ i
788-7							l o ɑ
1191-7							ɾ ɜ m p ɑ
626-7							m l n̪ d o q
844-7							ɑ m
879-7							tɕʰ ɑ
1151-7							b ʈʰ ɜ s̪
1119-7							ɑ l u
365-7							s̪ ȵ ɛ r̪ m ɜ
1480-7							j u ŋ
653-7							z̪ g o k p ɑ
1081-7							ts̪ o ŋ
1448-7							p ɑ g ɜ n̪
1029-7							m ɑ ɾ
863-7							ɕ ɜ
539-7							ŋ i l
610-7							s̪ ɑ
350-7							s̪ ɜ ŋ o
871-7							o ɑ
734-7							ɾ ɜ ɑ
431-7							kʰ i
1298-7							o g b o l
929-7							ts̪ ɜ ŋ k i
1315-7							t̪ ɑ k s̪ k ɜ n̪
964-7							m i n̪ t̪ ɜ k
836-7							m i
1644-7							b u s̪ t̪ r̪ i ŋ
547-7							ɜ t̪ ɑ
1048-7							k ɜ k ɑ
1692-7							pʰ o n̪ o
1306-7							b u
405-7							b o ŋ o
294-7							p tɕ u
661-7							b o ŋ o
413-7							ʑ ɜ q
996-7							ŋ ɜ n̪
1012-7							ʈ r̪ o b ɜ ɾ
181-7							pʰ i r̪ o o
1660-7							g u n̪ d d̪ʲ
1440-7							d̪ i r̪ i ŋ
1652-7							l o
1037-7							s̪ ȵ ȵ m
677-7							s̪ ɜ k m o
1561-7							ɕ ɕ r̪ p ɑ
447-7							s̪ k ɜ m b o
828-7							ɾ i o o
1247-7							tɕ ɜ t̪
391-7							ɑ ɜ q m o o
972-7							ȵ i m o ɾ
531-7							t̪ʰ ɑ q r̪ i ŋ
253-7							tɕ o g o
1282-7							ts̪ u n̪ tθ d̪ʲ
812-7							j ɑ m o
245-7							t̪ʰ u r̪ u
1609-7							k ɑ r̪ p o
261-7							n̪ ɑ q p o
1143-7							m ɑ r̪ p o
