COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
115-4				u u u u u i						
133-4				t i p a a tʃ tʃ						
144-4				w a a w a tʃ i						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a t a						
2-4				w w m						
65-4				i w						
74-4				p a n a						
93-4				t u p a a i tʃ i						
95-4				w w k i						
106-4				t u n u i						
119-4				m j t i i						
128-4				p o k o i						
147-4				t i m i t i						
231-4				p a n a w o						
232-4				p i w u u ʔ						
239-4				m a m a k a n						
266-4				u t i m						
3-4				w a r w w u						
4-4				w a a i						
51-4				u w e						
97-4				m a p u m						
109-4				u p w u i i						
121-4				k a p i j a k tʃ						
149-4				t u k						
160-4				k i r i k						
163-4				u p a n						
167-4				p a						
207-4				m i						
259-4				t u w a						
66-4				k a r a k a w						
116-4				t u p a k a tʃ i						
134-4				n u p a t						
135-4				k i m u a j k						
139-4				m i n i tʃ i						
142-4				u p a a m a t tʃ						
145-4				k a a a t i tʃ i						
148-4				t r w w w i m o						
162-4				i n w n						
166-4				i m i						
179-4				t a						
201-4				p e						
21-4				k a w tʃ n						
24-4				w a ʒ̟ u ʒ̟ a n						
52-5					t t e					
56-5					y m e					
96-5					a t a s i					
99-5					a r o m o ʔ					
114-5					t o k i s i					
115-5					y r e i o i					
133-5					t i p a r a i i					
144-5					w t a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p a k y n					
241-5					a w i n					
249-5					i s w					
1-5					w a t a					
2-5					w w m m					
65-5					i w e n					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w w k i					
106-5					t y n e y i					
119-5					j a t i i i					
128-5					f o k a i i					
147-5					t i m i a i					
239-5					j a m a k a n					
266-5					i t i m e n					
3-5					w r r w w a ʔ					
4-5					w a t i					
51-5					y w w					
55-5					w f a m					
97-5					m a f o j					
109-5					y p w i i i					
149-5					t o k					
160-5					k i r i k					
163-5					y p e n					
167-5					p a					
207-5					m i					
259-5					t o w a ʔ					
66-5					k a r a k a w					
112-5					t r i i s i s i ʔ					
116-5					t o p a k a s i					
134-5					n i p a t i					
135-5					t i m y a e k n					
139-5					m i n i s i e ʔ					
142-5					p a t a m a s i					
145-5					k a t a t i s i					
148-5					t r w w w n o i					
162-5					i j i n					
166-5					i m i					
179-5					t a					
201-5					p w					
21-5					t a j ʔ s k					
52-6						i t n i				
56-6						u m w tʃ				
96-6						a t a i i				
99-6						a i u w u				
114-6						t u k i i i i				
115-6						u i i i i i				
133-6						t i p a i a tʃ i				
144-6						w a a w m tʃ i i				
150-6						k a w tʃ				
234-6						k u m				
236-6						p i k u tʃ				
241-6						w w i				
249-6						i tʃ w i				
1-6						w a t a				
2-6						w w m				
65-6						i w i				
74-6						p a a tʃ				
93-6						t u p a i i i i i				
95-6						w w tʃ i i i				
106-6						t i u tʃ i n				
119-6						m m t tʃ i tʃ i				
128-6						h u k i tʃ i				
147-6						t i m i t i				
231-6						p a a w u a				
232-6						u u w u w a				
239-6						m a m a k a				
266-6						i t i m				
3-6						w a i i k i				
4-6						w a t i i				
55-6						w h a m				
97-6						m a h u m tʃ e				
109-6						u p w i i i i				
160-6						k i i i k				
207-6						m i				
112-6						t a i w w i tʃ i				
116-6						t u p a k i tʃ i i				
125-6						k a t i m a tʃ i i				
134-6						i u p a t i				
135-6						k i m i i i				
139-6						w i k u i i i				
201-6						p w				
21-6						tʃ a w t a a				
24-6						w u k u i a				
52-7							t t e d			
56-7							u j e			
96-7							a r a t			
99-7							a r u v u n			
114-7							t u k i s i			
115-7							u r u u u i			
133-7							t i p r r t e i			
144-7							a r a w a s i			
150-7							k a w			
234-7							k u j			
236-7							p e k u n			
241-7							a w i n			
249-7							i s e			
1-7							w a z a d			
2-7							w w j m			
65-7							i w o			
74-7							p a n a			
93-7							t u p a r i s i			
95-7							w w k i			
106-7							t u m e i			
119-7							j j t t i i			
128-7							h u k o i			
147-7							t o m i i			
231-7							p a n a w u			
232-7							a i i u a			
266-7							u t i m			
3-7							a u r w w u d			
4-7							w a r i			
51-7							u w e			
55-7							i h a j			
97-7							m a h u m			
109-7							u p w i i			
121-7							k a p i a a k i			
149-7							t u k			
160-7							k i r i k			
163-7							u p e n			
167-7							p a			
207-7							j i d			
259-7							t u w a			
66-7							k a r a k a w			
125-7							k a t i j i s i			
135-7							t i m o j e k			
142-7							u a r r m j ʃ			
145-7							k a r a t i a i			
148-7							t r a a r e i			
162-7							i j i n			
166-7							i j i			
179-7							t a			
201-7							p e d			
21-7							t a w e			
24-7							w a t u k a n			
52-8								t t y		
56-8								v m y		
96-8								a y a n		
99-8								a y u m u n		
114-8								t u k i s		
115-8								e r r a u		
133-8								t i r r y a s		
144-8								a r a i a s		
150-8								k a v		
234-8								k u m		
236-8								r a k u n		
241-8								a v i n		
249-8								i s y		
1-8								v a t a		
2-8								v y m n		
65-8								i v		
74-8								r a n a		
93-8								t u r a r i s i		
95-8								v i v		
119-8								e m s t i		
231-8								r a n a v o		
232-8								r a m u m y o		
239-8								n a m a k a n		
3-8								v u r i v v e		
4-8								v a y i e		
51-8								v v w		
55-8								i w a m		
109-8								e r v i i o		
121-8								k a r i m a k s		
149-8								t u k		
163-8								u r a n		
167-8								r a		
259-8								t u v a		
66-8								k a y a k a w		
112-8								t r a r a s s		
116-8								t u r a k a s i		
125-8								k a t m m a s i		
145-8								k a t a p s		
52-9									i t e	
56-9									i r e	
96-9									a t a ʃ	
99-9									a r r r r n ʔ	
114-9									t o k i ʃ i	
115-9									i r a i	
133-9									t i p r r ʃ i i	
144-9									w a a w a ʃ i	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w w m m	
65-9									i w	
74-9									p a n a	
93-9									t o p a a i ʃ i	
95-9									w w t i	
106-9									t i n e i	
119-9									i j t w i i	
128-9									h o k	
147-9									t i m i a i	
231-9									p a n a w o ʔ	
232-9									j i i i j a	
239-9									n a r a k a n	
266-9									i a i m n	
3-9									w u r w k i	
4-9									w a r i ʔ	
51-9									i w e	
55-9									w h a m	
97-9									r a p i w	
109-9									i p w i i	
121-9									k a p w j a k ʃ i	
149-9									t o k	
160-9									k i r i k	
163-9									i p e n	
167-9									p a ʔ	
207-9									m i ʔ	
259-9									t o w a ʔ	
66-9									k a r a k a w	
112-9									t a a i ʃ t a	
116-9									t o p a k a ʃ i	
125-9									k a t i a w ʃ i	
134-9									n i p a t i	
135-9									t i k i m j	
142-9									p j t a m a ʃ	
145-9									k a t a t i ʃ i	
148-9									t r w w w i m a	
162-9									i n i n	
166-9									i m i ʔ	
179-9									t a	
201-9									p e m	
21-9									t a n	
24-9									w u k a r a n	
52-10										i t e
56-10										y m e
96-10										a t a i
99-10										a r a tʃ o
114-10										t o k i tʃ i
115-10										y r a o i
133-10										t i p a w tʃ i i
144-10										a t a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p e k y n
241-10										a w i n
249-10										i tʃ e
1-10										w a t a
2-10										w w m m
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w w k i
106-10										t y n a i i
119-10										j j t t i i
128-10										h o w i i
147-10										t y m y tʃ i
231-10										p a n a w ø ʔ
232-10										a a i a e ʔ
239-10										j a m a k a n
266-10										i t i m ʔ m
3-10										w a r w w o
4-10										w a t i ʔ ʔ
51-10										y w e
55-10										i h a m
97-10										m a h o m e
121-10										k a p a j w k tʃ i i
149-10										t o k
160-10										k i r i k
163-10										y p e ɲ
167-10										p a
207-10										m i ʔ
259-10										t o w a
112-10										t a i w a i o
116-10										t o p a k a tʃ i
125-10										k a t i m i tʃ i
134-10										n i p a t
139-10										w e n i tʃ i
142-10										w p t a m m tʃ i
145-10										k a t a t i tʃ i ʔ
148-10										t a w w w i tʃ e
162-10										i j i n
166-10										i m i
179-10										t a
201-10										p e ʔ
24-10										w a w a w a n ʔ
