COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1796-6						s a ŋ										
720-6						d a h										
287-6						k a n										
321-6						k a ʔ										
206-6						d o ʔ										
1950-6						ʔ a a										
665-6						p a n										
703-6						n o ʔ										
1290-6						m a										
1391-6						k a n										
269-6						k a ʔ										
855-6						d a n										
2078-6						s a n										
2213-6						m a										
1858-6						s a										
1151-6						k j a r										
737-6						p r a										
340-6						ʔ a										
1111-6						s a n										
1093-6						r a ŋ										
1063-6						d o m										
648-6						dʑ a ŋ										
1248-6						ʔ a										
1509-6						d a ŋ										
504-6						d o ʔ										
2130-6						s a										
1-6						ʔ a										
1411-6						ʔ a r										
2077-6						p p m a h										
1323-6						m a										
1859-7							ŋ a									
175-7							ʔ a									
241-7							ʔ a ʔ									
2163-7							ʔ a ŋ									
2181-7							ŋ a ŋ									
2060-7							ʔ a ŋ									
410-7							ʔ a									
1841-7							ʔ a									
2017-7							h a									
1004-7							l a									
614-7							ʔ a h									
686-7							b l a									
88-7							r a ʔ									
872-7							ŋ a ŋ									
1891-7							ʔ a									
68-7							s a ŋ									
631-7							kʰ a ŋ									
594-7							g a									
1759-7							h a ŋ									
805-7							g a ŋ									
756-7							h a ʔ									
1201-7							r a ʔ									
2042-7							ʔ a									
1968-7							ʔ a ʔ									
2000-7							r a ŋ									
17-7							ʔ a ʔ									
4-7							ʔ a ŋ									
788-7							ʔ a									
1219-7							ʔ a ŋ									
141-7							ʔ a ŋ									
541-7							kʰ r j a ŋ									
1687-7							h a ŋ									
123-7							ŋ a ŋ									
1652-7							ʔ a ŋ									
576-7							ŋ a ŋ									
1738-7							ʔ a ʔ									
442-7							h a ŋ									
368-7							r a a ŋ									
1778-7							ʔ a ʔ									
957-7							ŋ a ʔ									
1704-7							ʔ a ʔ									
304-7							ʔ a ŋ									
1796-7							ʔ a ŋ									
720-7							ʔ a h									
287-7							kʰ a ŋ									
321-7							g a h									
206-7							ʔ a ʔ									
1950-7							ʔ a a									
665-7							r a ŋ									
703-7							ŋ a ʔ									
1290-7							ʔ a									
1391-7							ʔ a ʔ									
269-7							g a ʔ									
855-7							ʔ a ŋ									
2078-7							s a ŋ									
2213-7							ʔ a									
1858-7							s a									
1151-7							g l a ŋ									
737-7							p r a									
340-7							ʔ a									
1111-7							s a ŋ									
485-7							ŋ a									
1356-7							ʔ a h									
1093-7							ʔ a ŋ									
1063-7							ʔ a ŋ									
648-7							ʔ a ŋ									
223-7							g a ŋ									
1248-7							ʔ a									
1509-7							l a ŋ									
504-7							ʔ a h									
2130-7							s a									
1-7							ʔ a									
386-7							l a ʔ									
1411-7							ʔ a									
1027-7							g a ʔ									
1459-7							g l a									
1859-8								ŋ a								
175-8								ʔ a								
241-8								ʔ a ʔ								
2163-8								ʔ a								
2181-8								n a								
2060-8								ʔ a								
410-8								t a								
1841-8								ʔ a								
2017-8								h a								
1004-8								l a								
614-8								p a h								
686-8								p l a								
88-8								ʔ a								
872-8								n a ŋ								
1891-8								t a								
68-8								s a								
631-8								p a								
594-8								ʔ a								
1759-8								h a n								
805-8								ʔ a n								
756-8								h a								
1201-8								n a ʔ								
2042-8								ʔ a								
1968-8								t a ʔ								
2000-8								d a ŋ								
17-8								v a								
4-8								ʔ a								
788-8								t a								
1219-8								ʔ a								
141-8								ʔ a ŋ								
541-8								p j a ŋ								
1687-8								h a								
123-8								n a								
1652-8								ʔ ə n								
576-8								ŋ a								
1738-8								t a								
442-8								h a								
368-8								t a ŋ								
1778-8								p a								
957-8								n a								
1704-8								ʔ a ʔ								
304-8								j a								
1796-8								ʔ a ŋ								
720-8								t a h								
287-8								ʔ a								
321-8								l a								
206-8								t a								
1950-8								ʔ a								
665-8								p a n								
703-8								n a								
1290-8								ʔ a								
1391-8								ʔ a ʔ								
269-8								ʔ a ʔ								
855-8								ʔ a n								
2078-8								s ə								
2213-8								ʔ a								
1858-8								s a								
1151-8								ʔ j a								
737-8								p a								
340-8								ʔ a								
1111-8								s a								
485-8								ŋ a								
1356-8								ʔ a h								
1093-8								t a ŋ								
1063-8								t a								
648-8								ʔ a n								
223-8								ʔ a n								
1248-8								ʔ a								
1509-8								t a n								
504-8								ʔ a h								
2130-8								s a								
1-8								ʔ a								
386-8								ʔ o								
1411-8								ʔ a								
1027-8								ʔ a ʔ								
2077-8								∅								
1459-8								ʔ l a								
1323-8								∅								
1859-9									ŋ a							
175-9									ʔ a							
241-9									ʔ a ʔ							
2163-9									ʔ a							
2181-9									n a h							
2060-9									ʔ a							
410-9									d a							
1841-9									ʔ a							
2017-9									h a							
1004-9									l a							
614-9									b a h							
686-9									b l a							
88-9									a ʔ							
872-9									ŋ a ŋ							
1891-9									d a							
68-9									ʔ a ŋ							
631-9									b a ŋ							
594-9									ʔ a							
1759-9									h a ŋ							
805-9									ʔ a ŋ							
756-9									h a ʔ							
1201-9									a ʔ							
2042-9									ʔ a							
1968-9									d a ʔ							
2000-9									ʔ a ŋ							
17-9									ʔ a ʔ							
4-9									b a							
788-9									d a							
1219-9									ʔ a ŋ							
141-9									ʔ a ŋ							
541-9									b l j a ŋ							
1687-9									h a ŋ							
123-9									ŋ a h							
1652-9									ʔ a ŋ							
576-9									ŋ a h							
1738-9									d a ʔ							
442-9									h a ŋ							
368-9									d l a ŋ							
1778-9									b a ʔ							
957-9									n a h							
1704-9									ʔ a ʔ							
304-9									ʔ a ŋ							
1796-9									ʔ a ŋ							
720-9									d a h							
287-9									a b							
321-9									l a h							
206-9									d a ʔ							
1950-9									ʔ a							
665-9									b a ŋ							
703-9									n a ʔ							
1290-9									ʔ a							
1391-9									ʔ a ʔ							
269-9									a ʔ							
855-9									ʔ a ŋ							
2078-9									ʔ a ŋ							
2213-9									ʔ a							
1858-9									ʔ a							
1151-9									l a ŋ							
737-9									b l a							
340-9									ʔ a							
485-9									ŋ a							
1356-9									ʔ a h							
1093-9									d a ŋ							
1063-9									d a							
648-9									ʔ a ŋ							
223-9									a ŋ							
1248-9									ʔ a							
504-9									ʔ a h							
2130-9									ʔ a							
1-9									ʔ a							
386-9									ʔ a ʔ							
1027-9									ʔ a ʔ							
2077-9									a h							
1459-9									l a							
1323-9									ʔ a							
1859-10										ŋ a						
175-10										k a						
241-10										ʔ a ʔ						
2163-10										k a r						
2181-10										ŋ a m						
2060-10										ʔ a m						
410-10										s a						
1841-10										m a						
2017-10										ʔ a						
1004-10										s a						
614-10										b a ʔ						
686-10										b l a						
88-10										b l a ʔ						
872-10										ŋ a ŋ						
1891-10										s a						
68-10										s a m						
631-10										b l a r						
594-10										s a						
1759-10										ʔ a ŋ						
805-10										k a ŋ						
756-10										ʔ a ʔ						
1201-10										m a ʔ						
2042-10										ʔ a						
1968-10										ɗ a ʔ						
2000-10										s a ŋ						
17-10										s a ʔ						
4-10										b a m						
788-10										ɗ a						
1219-10										ʔ a m						
141-10										ʔ a ŋ						
541-10										b r a ŋ						
1687-10										ʔ a r						
123-10										ŋ a m						
1652-10										dʑ a ŋ						
576-10										ŋ a						
1738-10										ɗ a						
442-10										ʔ a m						
368-10										b j a ŋ						
1778-10										b a ʔ						
957-10										ŋ a ʔ						
1704-10										ʔ a ʔ						
304-10										j a m						
1796-10										f a ŋ						
720-10										t a ʔ						
287-10										b r a ʔ						
321-10										k a ŋ						
206-10										ɗ a ʔ						
1950-10										ʔ i a						
665-10										b l a ŋ						
703-10										ŋ a ʔ						
1290-10										m a						
1391-10										ʔ a ŋ						
269-10										b l a ʔ						
855-10										l a ŋ						
2078-10										s a ŋ						
2213-10										m a						
1858-10										s a						
1151-10										b j a ŋ						
737-10										b r a						
340-10										ʔ a						
1111-10										s a						
485-10										ŋ a						
1356-10										m a ʔ						
1093-10										l a ŋ						
1063-10										ɗ a m						
648-10										l a ŋ						
223-10										b a ŋ						
1248-10										s a						
1509-10										ɗ a ŋ						
504-10										dʑ a ʔ						
2130-10										s a						
1-10										ʔ a						
386-10										b a a ʔ						
1411-10										ʔ a						
1027-10										ʔ a ʔ						
2077-10										b b m a ʔ						
1323-10										m a						
1859-11											ŋ a					
175-11											k a					
241-11											ʔ a ʔ					
2163-11											k a					
2181-11											n a					
2060-11											ʔ a					
410-11											t a					
1841-11											ʔ a					
2017-11											h a					
1004-11											l a					
614-11											b a h					
686-11											b l a					
88-11											p a ʔ					
872-11											n ɔ ŋ					
1891-11											t a					
68-11											s a					
631-11											p a					
594-11											k a					
1759-11											h a ŋ					
805-11											k a n					
756-11											h a					
1201-11											s a ʔ					
2042-11											ʔ a					
1968-11											t a ʔ					
2000-11											f a ŋ					
17-11											v a t					
4-11											b a					
788-11											t a					
1219-11											h a					
141-11											ʔ a ŋ					
541-11											b a ŋ					
1687-11											h a					
123-11											ŋ a					
1652-11											k ə n					
576-11											ŋ ɔ					
1738-11											t a					
442-11											h a					
368-11											p a ŋ					
1778-11											b a t					
957-11											n a					
1704-11											ʔ a ʔ					
304-11											j a					
1796-11											s ɔ ŋ					
720-11											t a h					
287-11											p a					
321-11											l a h					
206-11											t a ʔ					
1950-11											ʔ a					
665-11											p a ŋ					
703-11											n ɔ ʔ					
1290-11											ʔ a					
1391-11											k a					
269-11											p a					
855-11											k a n					
2078-11											s a					
2213-11											ʔ a					
1858-11											s a					
1151-11											r a					
737-11											p a					
340-11											s a					
1111-11											s a					
485-11											ŋ a					
1356-11											a h					
1093-11											t ɔ ŋ					
648-11											k a ŋ					
223-11											p ɔ n					
1248-11											a					
1509-11											t a n					
504-11											a h					
2130-11											s a					
1-11											ʔ a					
386-11											j a ʔ					
1411-11											ʔ a					
1027-11											b a ʔ					
2077-11											a h					
1459-11											k l a					
1859-12												ŋ a				
175-12												m a				
241-12												ʔ a ʔ				
2163-12												kʰ a n				
2181-12												n a m				
2060-12												ʔ a m				
410-12												t a				
1841-12												m a				
2017-12												h a				
1004-12												s a				
614-12												b a h				
686-12												b l a				
88-12												kʰ a ʔ				
872-12												n a ŋ				
1891-12												ʔ a				
68-12												s a m				
631-12												b a n				
594-12												ʔ a				
1759-12												h a n				
805-12												g a n				
756-12												h a				
1201-12												m a ʔ				
2042-12												ʔ a				
1968-12												b a ʔ				
2000-12												r a ŋ				
17-12												v a ʔ				
4-12												b ə m				
788-12												t a				
1219-12												h a m				
141-12												ʔ a ŋ				
541-12												b r j a ŋ				
1687-12												h a n				
123-12												n a m				
1652-12												g a n				
576-12												ŋ ɔ				
1738-12												m a ʔ				
442-12												h a m				
368-12												j a ŋ				
1778-12												b a ʔ				
957-12												n a				
1704-12												ʔ a ʔ				
304-12												j a m				
1796-12												s ɔ ŋ				
720-12												t a h				
287-12												kʰ a				
321-12												b a h				
206-12												b a ʔ				
1950-12												ʔ a				
665-12												b a n				
703-12												n a ʔ				
1290-12												m a				
1391-12												b a				
269-12												kʰ a ʔ				
855-12												s a n				
2078-12												s a				
2213-12												m a				
1858-12												s a				
1151-12												kʰ j a n				
737-12												b a				
340-12												ʔ a				
1111-12												s a				
485-12												ŋ a				
1356-12												m a h				
1093-12												t ɔ ŋ				
1063-12												t ɔ m				
648-12												a ŋ				
223-12												kʰ ɔ n				
1248-12												s a				
1509-12												t ə n				
504-12												c a h				
2130-12												s a				
1-12												ʔ a				
386-12												j a ʔ				
1411-12												ʔ a				
1027-12												b a ʔ				
2077-12												m a				
1459-12												l a				
1323-12												m a				
1859-13													ŋ a			
175-13													g a			
241-13													ʔ a ʔ			
2163-13													g u n			
2181-13													n a m			
2060-13													ʔ a m			
410-13													s a			
1841-13													m a			
2017-13													ʔ a			
1004-13													s a			
614-13													b a h			
686-13													b l ɛ			
88-13													g a ʔ			
872-13													n ɔ k			
1891-13													s a			
68-13													s a m			
631-13													b ə n			
594-13													g a			
1759-13													ʔ a n			
805-13													g ɨ n			
756-13													ʔ a			
1201-13													m ɔ ʔ			
2042-13													ʔ a			
1968-13													b a ʔ			
2000-13													r a k			
17-13													v a ʔ			
4-13													p ə m			
788-13													t ə			
1219-13													ʔ a m			
141-13													ʔ a k			
541-13													b r j a k			
1687-13													ʔ a n			
123-13													n a m			
1652-13													c ə n			
576-13													ŋ ɔ			
1738-13													t a ʔ			
442-13													ʔ ɔ m			
368-13													r j a k			
1778-13													p a ʔ			
957-13													n a			
1704-13													ʔ a ʔ			
304-13													j a m			
1796-13													v ɔ k			
720-13													t a h			
287-13													kʰ a			
321-13													g ə h			
206-13													b a ʔ			
1950-13													ʔ a			
665-13													p a n			
703-13													n a ʔ			
1290-13													m a			
1391-13													g a ʔ			
269-13													g a			
855-13													v a n			
2078-13													s a			
2213-13													m a			
1858-13													s a			
1151-13													g j a n			
737-13													p a			
340-13													s a			
1111-13													s a			
485-13													ŋ a			
1356-13													m a h			
1093-13													t ɔ k			
1063-13													g ɔ m			
223-13													g ɔ n			
1248-13													c a			
1509-13													t ə n			
504-13													c a h			
2130-13													s a			
1-13													ʔ a			
386-13													j a ʔ			
1411-13													ʔ a			
1027-13													g a ʔ			
2077-13													m a			
1459-13													g l a			
1323-13													m ə			
1859-14														ŋ a		
175-14														ʔ a		
241-14														ʔ a h		
2163-14														g a		
2181-14														n a		
2060-14														ʔ a		
410-14														d a		
1841-14														ʔ a		
2017-14														h a		
1004-14														l a		
614-14														b a h		
686-14														b l a		
88-14														r a ʔ		
872-14														n a ŋ		
1891-14														d a		
68-14														s a		
631-14														b a r		
594-14														g a		
1759-14														h a ŋ		
805-14														g a ŋ		
756-14														h a		
1201-14														r a ʔ		
2042-14														ʔ a		
1968-14														d a ʔ		
2000-14														r a ŋ		
17-14														ʔ a ʔ		
4-14														b a		
788-14														d a		
1219-14														h a		
141-14														ʔ a ŋ		
541-14														b r j a ŋ		
1687-14														h a r		
123-14														ŋ a		
1652-14														ʔ a ŋ		
576-14														ŋ a		
1738-14														d a		
442-14														h a ŋ		
368-14														r j a ŋ		
1778-14														b a ʔ		
957-14														n a		
1704-14														ʔ a ʔ		
304-14														j a		
1796-14														ʔ a ŋ		
720-14														d a h		
287-14														b a		
321-14														g a h		
206-14														d a ʔ		
1950-14														ʔ a		
665-14														b a n		
703-14														n a ʔ		
1290-14														ʔ a		
1391-14														ʔ a h		
269-14														g a h		
855-14														ʔ a n		
2078-14														s a		
2213-14														ʔ a		
1858-14														s a		
1151-14														g j a		
737-14														b a		
340-14														ʔ a		
1111-14														s a		
485-14														ŋ a		
1356-14														m a h		
1093-14														d a ŋ		
1063-14														ʔ a ŋ		
648-14														dʑ a ŋ		
223-14														g a n		
1248-14														ʔ a		
1509-14														g a ŋ		
504-14														ʔ ɔ h		
2130-14														s a		
386-14														ʔ a ʔ		
1411-14														ʔ a		
1027-14														g a ʔ		
2077-14														a h		
1459-14														g l a		
1323-14														ʔ a		
1859-15															ŋ a	
175-15															a	
241-15															ʔ a ʔ	
2163-15															g a n	
2181-15															n a m	
2060-15															ʔ a m	
410-15															a	
1841-15															m a	
2017-15															h a	
1004-15															m a	
614-15															b a h	
686-15															b a	
88-15															a ʔ	
872-15															n a ŋ	
1891-15															m a	
68-15															s a m	
631-15															b ə n	
594-15															m a	
1759-15															h a ŋ	
805-15															g a ŋ	
756-15															h a ʔ	
1201-15															m a ʔ	
2042-15															ʔ a	
1968-15															b a ʔ	
2000-15															r a ŋ	
17-15															v a ʔ	
4-15															b ə m	
788-15															a	
1219-15															h a m	
141-15															ʔ a ŋ	
541-15															b r j a ŋ	
1687-15															h a n	
123-15															ŋ a m	
1652-15															g a ŋ	
576-15															ŋ ɔː	
1738-15															b a ʔ	
442-15															h a m	
368-15															r j a ŋ	
1778-15															b a ʔ	
957-15															n a	
1704-15															ʔ a ʔ	
304-15															j a m	
1796-15															g ɔ ŋ	
720-15															a h	
287-15															a h	
321-15															g ə h	
206-15															b a ʔ	
1950-15															ʔ a	
665-15															b a n	
703-15															n a ʔ	
1290-15															m a	
1391-15															a	
269-15															a h	
855-15															g a n	
2078-15															s a	
2213-15															m a	
1858-15															s a	
1151-15															r j a n	
737-15															b ə	
340-15															s a	
1111-15															s a	
485-15															ŋ a	
1356-15															m a h	
1093-15															g a ŋ	
1063-15															g a m	
648-15															g ə ŋ	
223-15															ɔ n	
1248-15															c a	
1509-15															g ə ŋ	
504-15															c a h	
2130-15															s a	
1-15															ʔ a	
386-15															j a ʔ	
1027-15															b a ʔ	
2077-15															m a h	
1459-15															a	
1323-15															m a	
1859-16																ŋ a
175-16																s a
241-16																ʔ a ʔ
2163-16																ʔ a n
2181-16																n a m
2060-16																ʔ a m
410-16																t a
1841-16																m a
2017-16																h a
1004-16																l a
614-16																b a h
686-16																b l a
88-16																a ʔ
872-16																n ɔ ŋ
1891-16																t a
68-16																s a m
631-16																b a n
594-16																g a
1759-16																h a n
805-16																g a n
756-16																h a ʔ
1201-16																m a ʔ
2042-16																ʔ a
1968-16																t a ʔ
2000-16																r a ŋ
17-16																v a ʔ
4-16																b a m
788-16																t a
1219-16																h a m
141-16																ʔ a ŋ
541-16																b r j a ŋ
1687-16																h a n
123-16																n a m
1652-16																ʔ a n
576-16																ŋ ɔ
1738-16																t a ŋ
442-16																h ɔ m
368-16																t j a ŋ
1778-16																b a ʔ
957-16																n a ʔ
1704-16																ʔ a ʔ
304-16																j a m
1796-16																v ɔ ŋ
720-16																t a h
287-16																a ŋ
321-16																l a h
206-16																t a ʔ
1950-16																ʔ a
665-16																b a n
703-16																n ɔ ʔ
1290-16																m a
1391-16																ʔ a ʔ
269-16																a ʔ
855-16																b a n
2078-16																s a
2213-16																m a
1858-16																s a
1151-16																j a n
737-16																p a
340-16																s a
1111-16																s a
485-16																ŋ a
1356-16																m a h
1063-16																t a m
648-16																s ɔ ŋ
223-16																ɔ n
1248-16																ʔ a
1509-16																t a ŋ
2130-16																s a
1-16																ʔ a
386-16																j a ʔ
1411-16																ʔ a
1027-16																ʔ a ʔ
2077-16																m a h
1459-16																l a
1323-16																m a
