COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1759-5					h a n											
805-5					k i ŋ											
1859-6						ŋ iː										
175-6						k a										
241-6						ʔ a ʔ										
2163-6						k a r										
2181-6						n a m										
2060-6						ʔ a m										
410-6						ɗ a										
1841-6						m a										
2017-6						h əː										
1004-6						ʔ aː										
614-6						p o h										
686-6						b l ei̯										
88-6						k a ʔ										
872-6						n i ŋ										
1891-6						ɗ aː										
68-6						s i m										
631-6						p a r										
594-6						k aː										
1759-6						h a ŋ										
805-6						k a ŋ										
1859-7							ŋ ai̯									
175-7							k a									
241-7							ʔ u ʔ									
2163-7							g u r									
2181-7							n a m									
2060-7							ʔ ɔː m									
410-7							ɗ aːi̯									
1841-7							m aːi̯									
2017-7							h ai̯									
1004-7							l aː									
614-7							p o h									
686-7							b l ai̯									
88-7							k a k									
872-7							n a ŋ									
1891-7							ɗ aː									
68-7							s i m									
631-7							b ɔː									
594-7							g aː									
1759-7							h a n									
805-7							g i ŋ									
1859-8								ŋ ai̯								
175-8								k a								
241-8								ʔ uː ʔ								
2163-8								k uː								
2181-8								n a m								
2060-8								ʔ ə m								
410-8								t aːi̯								
1841-8								m aːi̯								
2017-8								h a								
1004-8								l aː								
614-8								p o h								
686-8								p l a								
88-8								k a k								
872-8								n ɔː ŋ								
1891-8								t aː								
68-8								s iː m								
631-8								p a								
594-8								k aː								
1759-8								h a n								
805-8								k ə n								
1859-9									ŋ a							
175-9									k a							
241-9									ʔ u ʔ							
2163-9									k a r							
2181-9									n a m							
2060-9									ʔ a m							
410-9									d a							
1841-9									m a							
2017-9									h i							
1004-9									l ɛː							
614-9									p o h							
686-9									p l i							
88-9									k a ʔ							
872-9									n a ŋ							
1891-9									d ɛː							
68-9									s i m							
631-9									p a							
594-9									k ɛː							
1759-9									h a ŋ							
805-9									k i ŋ							
1859-10										ŋ iː						
175-10										k a						
241-10										ʔ u ʔ						
2163-10										k u r						
2181-10										n a m						
2060-10										ʔ ɔː m						
410-10										ɗ a						
1841-10										m a						
2017-10										h a						
1004-10										s aː						
614-10										b ɔ h						
686-10										b l a						
88-10										k a ʔ						
872-10										n u ŋ						
1891-10										ɗ aː						
68-10										s i m						
631-10										b a r						
594-10										k aː						
1759-10										h a ŋ						
805-10										k i ŋ						
1859-11											ŋ ai̯					
175-11											k a					
241-11											ʔ uː ʔ					
2163-11											k uː					
2181-11											n a m					
2060-11											ʔ ə m					
410-11											t aːi̯					
1841-11											m aːi̯					
2017-11											h a					
1004-11											l aː					
614-11											b o h					
686-11											b l a					
88-11											k a k					
872-11											n aː ŋ					
1891-11											t aː					
68-11											s iː m					
631-11											b a n					
594-11											k aː					
1759-11											h a n					
805-11											k ə n					
1859-12												ŋ ɛ				
175-12												g a				
241-12												ʔ u ʔ				
2163-12												g u n				
2181-12												n ă m				
2060-12												ʔ o m				
410-12												d ai̯				
1841-12												m ai̯				
2017-12												h e				
1004-12												l a				
614-12												b o h				
686-12												b l a				
88-12												g ă ʔ				
872-12												n i ŋ				
1891-12												d a				
68-12												s i m				
631-12												b ə̆ n				
594-12												g a				
1759-12												h a n				
805-12												g i ɲ				
1859-13													ŋ ɛ			
175-13													g a			
241-13													ʔ u ʔ			
2163-13													g u n			
2181-13													n ə m			
2060-13													ʔ a m			
410-13													d ai̯			
1841-13													m ai̯			
2017-13													h e			
1004-13													l a			
614-13													b ou̯ h			
686-13													b l ə			
88-13													g ă ʔ			
872-13													n i k			
1891-13													d a			
68-13													s i m			
631-13													b ə n			
594-13													g a			
1759-13													h a n			
805-13													g i n			
1859-14														ŋ ai̯		
175-14														k a		
241-14														ʔ a ʔ		
2163-14														k a n		
2181-14														n a m		
2060-14														ʔ a m		
410-14														ɗ aːi̯		
1841-14														m a		
2017-14														h eː		
1004-14														l aː		
614-14														b o h		
686-14														b l a		
88-14														k a ʔ		
872-14														n a ŋ		
1891-14														ɗ aː		
68-14														s i m		
631-14														b a n		
594-14														g aː		
1759-14														h a n		
805-14														g i ŋ		
1859-15															ŋ ɛː	
175-15															g a	
241-15															ʔ a ʔ	
2163-15															g a n	
2181-15															n a m	
2060-15															ʔ oː m	
410-15															d aːi̯	
1841-15															m a	
2017-15															h ei̯	
1004-15															l aː	
614-15															b ou̯ h	
686-15															b l ə	
88-15															g a ʔ	
872-15															n a ŋ	
1891-15															d aː	
68-15															s iː m	
631-15															b ə n	
594-15															g aː	
1759-15															h a n	
805-15															g i n	
1859-16																ŋ ɛː
175-16																k a
241-16																ʔ uː ʔ
2163-16																g uː n
2181-16																n a m
2060-16																ʔ oː m
410-16																d aːi̯
1841-16																m aːi̯
2017-16																h ei̯
1004-16																l aː
614-16																b ou̯ h
686-16																b l ei̯
88-16																g a ʔ
872-16																n iː ŋ
1891-16																d aː
68-16																s iː m
631-16																b ə n
594-16																g aː
1759-16																h a n
805-16																g i n
