COGID	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	ProtoBai	Tuoluo	Zhoucheng
4034-1	ʈʂ i ³⁵									
4143-1	ʈʂ u ə ⁴²									
4185-1	m ə̃ ⁰									
4227-1	tɕ i ³⁵									
4238-1	k u ³¹									
4249-1	k a ³⁵									
4271-1	ts i ³¹									
4304-1	ʈʂ u ⁴²									
4315-1	ʈʂ o ŋ ³³									
4336-1	tɕ i ⁴²									
4400-1	s a ŋ ³¹									
4411-1	s e n ³⁵									
4441-1	j u ³¹									
4557-1	kʰ a ⁴⁴									
4591-1	j o ŋ ³³									
4602-1	ɣ ɯ ³¹									
4687-1	s e n ³⁵									
4720-1	k a ³⁵									
4731-1	e ⁴²									
4763-1	ʈʂ i ³¹									
4918-1	ts i ³¹									
4976-1	ɯ ⁴⁴									
4998-1	ʂ j i ³³									
5037-1	k i ⁴²									
5048-1	ʈʂ i ³⁵									
5100-1	m a ²¹									
5111-1	p ə˞ ³¹									
5122-1	kʰ w a ³³									
5163-1	ts i ³¹									
5192-1	tɕ o ²¹									
5225-1	s a ŋ ⁴²									
5236-1	tʰ i ³³									
247-1	p u ³¹									
289-1	ʂ i ³¹									
338-1	k w a ³¹									
378-1	k i ³¹									
621-1	k w a ⁴⁴									
632-1	s e ³³									
645-1	p a ³¹									
742-1	k ə˞ ⁴⁴									
752-1	m ɯ ²¹									
763-1	ʈʂ o ŋ ⁵⁵									
809-1	p u ³¹									
853-1	kʰ o ⁵⁵									
916-1	ʈʂ j o ŋ ³⁵									
960-1	m e ³⁵									
1001-1	k ɯ ³⁵									
1074-1	s ə ³⁵									
1130-1	p ə˞ ⁴⁴									
1184-1	ʂ o ŋ ³⁵									
1230-1	k w a ³³									
1263-1	m ɯ ⁴⁴									
1423-1	kʰ o ŋ ⁵⁵									
1433-1	m ə̃ ⁰									
1462-1	w e ³³									
1629-1	f ʯ ³¹									
1682-1	ʂ w o ŋ ³⁵									
1706-1	tɕ w a ⁴²									
1925-1	ts i ³³									
1991-1	ts u ³³									
2040-1	p o ⁴²									
2107-1	ɣ ou ³¹									
2118-1	p u ³³									
2141-1	ʂ j o ŋ ²¹									
2540-1	tɕ u ²¹									
2576-1	m ə̃ ²¹									
2664-1	m ɯ ⁴⁴									
2753-1	tɕ j o ŋ ³⁵									
2848-1	ts i ²¹									
2870-1	ɣ ɯ ³³									
2871-1	sʰ a a ⁴⁴									
2952-1	w a ⁴⁴									
3020-1	p u ³³									
3214-1	p ə̃˞ ³³									
3285-1	tʰ a ⁴⁴									
3373-1	tɕ u ⁴⁴									
3397-1	j a ⁴⁴									
3443-1	k ɯ ²¹									
3566-1	k a ⁴⁴									
3590-1	s a ⁴⁴									
3601-1	k ə˞ ²¹									
3634-1	ts o ³³									
3689-1	k e ³³									
3964-1	m u ³⁵									
4056-1	k a ³¹									
4102-1	tɕ u ⁴²									
4326-1	ts ɯ ³³									
4412-1	m ə˞ ²¹									
4511-1	tɕ j ə˞ ⁴⁴									
4581-1	k ɯ ⁵⁵									
4676-1	ʈʂʰ u ⁵⁵									
4688-1	m ə˞ ²¹									
4708-1	ou ⁴⁴									
4814-1	ts i ⁴⁴									
4844-1	tɕʰ ou ⁴⁴									
4854-1	k o ³³									
4929-1	j ɯ ³¹									
4940-1	t w e n ³⁵									
5027-1	ʈʂʰ ou ⁴⁴									
5071-1	m ɯ ⁴⁴									
5083-1	k w a ³³									
5248-1	tʰ i ³³									
82-1	ʈʂʰ ou ⁴⁴									
132-1	s ə̃ ⁴²									
141-1	s u ³¹									
227-1	ts i ⁴⁴									
359-1	w e ²¹									
379-1	p e ²¹									
422-1	tɕʰ i ³¹									
979-1	s e ⁴⁴									
1046-1	ts ə ⁴²									
1274-1	ɯ ³³									
1315-1	tɕ w e ³³									
1337-1	k o ŋ ²¹									
1390-1	j ɯ ⁴⁴									
1651-1	tɕʰ j i ⁴²									
1693-1	tɕ w a ⁴⁴									
1742-1	m e ³³									
1851-1	sʰ w a ŋ ⁵⁵									
1958-1	tɕ i ⁴²									
1980-1	w e n ³⁵									
32-2		m ɛ ⁴⁴								
53-2		ts i ²¹								
93-2		q ɯ ²¹								
216-2		s w a ⁵⁵								
236-2		ts o ²²								
267-2		tsʰ ɛ ⁴²								
316-2		p ɯ ²²								
327-2		m ɯ ⁵⁵								
348-2		tsʰ i ⁴⁴								
400-2		m u ⁴²								
452-2		q ɛ ⁴⁴								
463-2		qʰ o ⁴⁴								
512-2		t o ⁴²								
534-2		ts u ⁴⁴								
556-2		qʰ i ²²								
568-2		m ɯ ⁵⁵								
588-2		s w a ⁵⁵								
599-2		pʰ ɯ ⁵⁵								
656-2		q u ²¹								
678-2		q u ²¹								
689-2		m ɛ ⁴²								
700-2		m ɛ ⁴²								
775-2		t ɛ ⁴²								
786-2		q ɛ ⁵⁵								
820-2		tsʰ i ⁴²								
839-2		t i ²¹								
863-2		qʰ o ²²								
896-2		q o ⁵⁵								
929-2		t i ⁴²								
1015-2		ɕ i ⁵⁵								
1035-2		tsʰ i ²²								
1107-2		ɕ ɛ ⁴⁴								
1173-2		ɕ i ²²								
1195-2		ɕ i ²²								
1241-2		m ɛ ²¹								
1252-2		m o ²¹								
1294-2		q o ⁵⁵								
1326-2		t ɥ i ²²								
1348-2		ts i ⁴²								
1401-2		m ɛ ⁴²								
1451-2		s ɛ ²²								
1473-2		t w i ²²								
1507-2		tsʰ i ⁵⁵								
1532-2		q ɯ ⁵⁵								
1543-2		ɕ i ²²								
1575-2		s ɛ ⁵⁵								
1618-2		p ɯ ²¹								
1640-2		q ɯ ⁵⁵								
1671-2		ɕ i ²²								
1731-2		s j o ⁵⁵								
1762-2		s w ɛ ⁴²								
1773-2		t ɛ ⁵⁵								
1794-2		tsʰ o ⁵⁵								
1805-2		m i ⁴²								
1816-2		s u ²²								
1862-2		tsʰ i ⁵⁵								
1885-2		qʰ ɛ ⁴⁴								
1914-2		ɕ i ²²								
1936-2		p ɯ ²²								
1969-2		s ɛ ⁵⁵								
2018-2		tsʰ o ⁴²								
2029-2		q o ⁵⁵								
2051-2		tsʰ o ²¹								
2074-2		q o ⁴²								
2085-2		m ɛ ²²								
2130-2		p ɛ ⁴⁴								
2245-2		t o ⁴²								
2269-2		m ɛ ²²								
2280-2		m u ⁴²								
2291-2		s ɛ ⁴²								
2316-2		tsʰ i ⁵⁵								
2364-2		m i ²²								
2395-2		t o ⁵⁵								
2406-2		t i a ⁵⁵								
2417-2		q ɯ ⁴²								
2428-2		q o ⁵⁵								
2450-2		t o ²¹								
2484-2		ɕ i ²²								
2495-2		q o ²¹								
2565-2		t i ⁵⁵								
2611-2		m u ⁵⁵								
2632-2		ŋ w a ⁵⁵								
2644-2		s w a ⁵⁵								
2674-2		m o ²²								
2698-2		ɕ i ²²								
2709-2		m ɛ ²¹								
2720-2		t i a ⁴²								
2772-2		q ɛ ⁴⁴								
2791-2		t i ⁵⁵								
2837-2		tsʰ ɛ ⁵⁵								
2859-2		s ɛ ⁵⁵								
2889-2		t i ²²								
2900-2		q ɯ ²²								
2928-2		tsʰ o ⁵⁵								
2941-2		q ɯ ⁵⁵								
2998-2		tsʰ i ²²								
3031-2		t i ²²								
3052-2		t i ⁴²								
3064-2		t u ²¹								
3084-2		t a ⁵⁵								
3117-2		ts ɛ ⁴²								
3128-2		q ɛ ⁴²								
3150-2		t ɛ ⁴²								
3161-2		t i ²²								
3172-2		tsʰ ɛ ²²								
3263-2		m o ⁴²								
3274-2		q ɛ ⁴²								
3308-2		q ɛ ⁵⁵								
3340-2		t u ⁴⁴								
3362-2		tsʰ ɛ ⁵⁵								
3409-2		m i ²²								
3454-2		q o ⁵⁵								
3493-2		ɕ u ⁵⁵								
3536-2		ɕ j i ⁵⁵								
3548-2		f u ⁴²								
3645-2		ɕ i ⁵⁵								
3678-2		tsʰ i ⁵⁵								
3757-2		m o ²¹								
3779-2		q ɯ ⁴²								
3813-2		m ɛ ⁵⁵								
3835-2		s ɛ ⁵⁵								
3855-2		t o ²¹								
3885-2		s w ɛ ⁴⁴								
3907-2		p ɛ ⁵⁵								
3942-2		ts i ²²								
3953-2		t o ⁵⁵								
4023-2		s i a ⁵⁵								
4034-2		t i ⁵⁵								
4143-2		t i ⁴²								
4185-2		m o ⁵⁵								
4227-2		tsʰ ɛ ⁵⁵								
4238-2		t o ²¹								
4249-2		q o ⁵⁵								
4271-2		ts ɛ ⁴²								
4304-2		t ɥ o ⁴²								
4315-2		t o ²²								
4336-2		t ɥ i ⁴²								
4400-2		s o ⁵⁵								
4411-2		m ɛ ⁵⁵								
4441-2		m o ²¹								
4557-2		q ɯ ⁴²								
4591-2		ɲ i u ²²								
4602-2		m ɯ ⁴²								
4687-2		m ɛ ⁵⁵								
4720-2		q o ⁵⁵								
4731-2		t i ⁴²								
4763-2		t i ⁴²								
4918-2		tsʰ i ⁴²								
4976-2		t i ⁵⁵								
4998-2		ɕ m i ²²								
5037-2		t i ⁴²								
5048-2		t i ⁵⁵								
5100-2		m ɯ ²¹								
5111-2		p ɛ ⁴²								
5122-2		k w a ⁵⁵								
5163-2		ts i ⁵⁵								
5192-2		t i a ²¹								
5225-2		n o ⁴²								
5236-2		t ɥ i ²²								
64-2		g ɛ ⁴²								
104-2		ŋ w a ⁵⁵								
247-2		t i ²¹								
289-2		s ɛ ²²								
338-2		k w ɛ ⁴²								
378-2		t i ⁴²								
412-2		t ɛ ⁵⁵								
621-2		q w a ⁴²								
632-2		n o ²²								
645-2		p o ⁴²								
742-2		q a ⁴⁴								
752-2		ŋ ɯ ²¹								
799-2		ts u ⁴²								
809-2		p o ⁴²								
853-2		tsʰ õ ⁵⁵								
1001-2		q ɯ ⁵⁵								
1074-2		ŋ u ⁵⁵								
1086-2		tsʰ u ⁵⁵								
1097-2		u ⁴²								
1184-2		s ɛ ⁵⁵								
1230-2		qʰ w a ⁵⁵								
1263-2		m ɯ ⁴²								
1423-2		qʰ o ⁵⁵								
1433-2		m ɯ ²¹								
1462-2		ŋ w a ⁵⁵								
1545-2		tsʰ i ²²								
1706-2		t j a ⁴²								
1925-2		t i ²²								
1991-2		tsʰ õ ²²								
2040-2		tsʰ o ²²								
2107-2		x o ⁴²								
2118-2		p ɯ ²²								
2141-2		ɕ w o ⁵⁵								
2540-2		t o a ²¹								
2576-2		m ɯ ²²								
2742-2		s ɛ ²²								
2753-2		ɕ j o ⁵⁵								
2870-2		ŋ ɯ ⁴²								
2871-2		s w a ⁴⁴								
2952-2		ŋ w a ⁵⁵								
3020-2		p ɯ ²²								
3214-2		pʰ o ²²								
3285-2		tʰ o ⁵⁵								
3330-2		m õ ²¹								
3373-2		tɕʰ a ⁴²								
3397-2		m o ⁵⁵								
3433-2		u ²¹								
3443-2		q ɯ ²²								
3566-2		q a ⁴⁴								
3590-2		ɕ o ⁵⁵								
3601-2		ŋ ɯ ⁴²								
3634-2		tsʰ o ²²								
3689-2		q o ²²								
3964-2		m o ⁵⁵								
4056-2		t ɯ ⁴²								
4102-2		tɕʰ i ⁴²								
4412-2		m ɛ ²¹								
4511-2		t j a ⁴⁴								
4581-2		q ɯ ⁵⁵								
4688-2		m ɛ ²¹								
4708-2		i ⁴²								
4814-2		i ⁴²								
4844-2		tsʰ o ⁴⁴								
4929-2		m u ²¹								
5027-2		t i ⁴⁴								
5071-2		m i ⁵⁵								
5083-2		q w o ⁴²								
5248-2		tʰ ɥ i ²²								
4378-2		m ɯ ²²								
11-2		t j o ²¹								
65-2		m a ⁴²								
82-2		t j o ⁴⁴								
132-2		o ⁴²								
141-2		ŋ u ⁴²								
359-2		ŋ a ²¹								
422-2		tsʰ i ⁵⁵								
907-2		n õ ²¹								
979-2		s ɛ ⁵⁵								
1046-2		ts o ⁴²								
1056-2		g a ²²								
1274-2		ɯ ²²								
1315-2		ŋ w a ⁴²								
1337-2		tsʰ o ²¹								
1390-2		m i ⁵⁵								
1651-2		t i ⁴²								
1693-2		tsʰ o ⁵⁵								
1851-2		s w a ⁵⁵								
32-3			m ɛ ⁵⁵							
53-3			ts i ²¹							
93-3			k ɯ ²¹							
216-3			ɕ w a ⁵⁵							
236-3			tsʰ u ²²							
267-3			tɕ j ɛ ⁴³							
316-3			b ɯ ²²							
327-3			m ɯ ²²							
348-3			tsʰ u ⁵⁵							
400-3			m o ²¹							
452-3			q æ ⁵⁵							
463-3			qʰ a ⁵⁵							
512-3			q o ⁴³							
534-3			ts u ⁵⁵							
556-3			qʰ u ²²							
568-3			m ɯ ⁵⁵							
588-3			ɕ w a ⁵⁵							
599-3			pʰ ɯ ²⁴							
656-3			k u ²¹							
678-3			q o ²¹							
689-3			m ɯ ⁴³							
700-3			m ɛ ⁴³							
775-3			b j ɛ ⁴³							
786-3			q ɛ ²⁴							
820-3			g u ⁴³							
839-3			t j ɯ ²¹							
863-3			qʰ o ⁵⁵							
896-3			g æ ²⁴							
929-3			t j ɯ ⁴³							
1015-3			ɕ j o ²⁴							
1035-3			tsʰ u ²²							
1107-3			ɕ j ɛ ⁵⁵							
1173-3			ɕ i ²²							
1195-3			ɕ i ²²							
1241-3			m ɛ ¹²							
1252-3			j o ²¹							
1294-3			k o ²⁴							
1326-3			tsʰ i u ²²							
1348-3			dʑ i ⁴³							
1401-3			n ɛ ⁴³							
1451-3			ɕ i ²²							
1473-3			t u ɛ ²²							
1507-3			tsʰ i ²⁴							
1532-3			q ɯ ²⁴							
1543-3			ɕ ɯ ²²							
1575-3			m j ɛ ²⁴							
1618-3			b ɯ ²¹							
1640-3			k o ⁵⁵							
1671-3			ɕ i ⁵⁵							
1731-3			ɕ j o ²⁴							
1762-3			ɕ w a ⁴³							
1773-3			q ɯ ⁵⁵							
1794-3			kʰ o ²⁴							
1805-3			m ɯ ⁴³							
1816-3			s u ²²							
1862-3			tsʰ i ²⁴							
1885-3			qʰ æ ⁵⁵							
1914-3			ɕ ɯ ²²							
1936-3			p ɯ ²²							
1969-3			ɕ j ɛ ²⁴							
2018-3			tsʰ o ²¹							
2029-3			k o ²⁴							
2051-3			tsʰ u ²¹							
2074-3			g o ⁵⁵							
2085-3			m ɛ ¹²							
2130-3			p æ ⁵⁵							
2245-3			tʰ j u ²¹							
2269-3			m ɛ ²²							
2280-3			s o ⁴³							
2291-3			ɕ ɛ ⁴³							
2316-3			ts i ⁵⁵							
2364-3			dʑ i ²²							
2395-3			tɕ j æ ²⁴							
2406-3			tɕ j æ ɛ ²⁴							
2417-3			k o ⁴³							
2428-3			k a ²⁴							
2450-3			t j o ²¹							
2484-3			ɕ i ⁵⁵							
2495-3			q o ²¹							
2565-3			t j i ²⁴							
2611-3			j u ⁵⁵							
2632-3			ŋ w a ɛ ⁵⁵							
2644-3			ŋ w a ²⁴							
2674-3			m o ²²							
2698-3			ɕ o ²²							
2709-3			n ɛ ²¹							
2720-3			tsʰ j u ɛ ²¹							
2772-3			q a ⁵⁵							
2791-3			tɕ dz ɛ ²⁴							
2837-3			tsʰ ɛ ²⁴							
2859-3			ɕ j ɛ ²⁴							
2889-3			tsʰ i ²²							
2900-3			k ɯ ²²							
2928-3			tsʰ u ²⁴							
2941-3			qʰ ɯ ²⁴							
2998-3			tsʰ i ²²							
3031-3			tʰ i u ²²							
3052-3			t j ɯ ⁴³							
3064-3			q o ²¹							
3084-3			tʰ i a ⁵⁵							
3117-3			ts i ²¹							
3128-3			q ɯ ²¹							
3150-3			q ɛ ²¹							
3161-3			t j ɯ ²²							
3172-3			tsʰ ɛ ²²							
3263-3			j a ⁵⁵							
3274-3			q ɯ ⁴³							
3308-3			kʰ ɛ ²⁴							
3340-3			ts u ⁵⁵							
3362-3			tsʰ ɛ ²⁴							
3409-3			m i ²²							
3454-3			k o ²⁴							
3493-3			n o ⁵⁵							
3536-3			s j o ²⁴							
3548-3			f o ⁴³							
3645-3			ɕ u ²⁴							
3678-3			tsʰ i ⁵⁵							
3757-3			j o ²¹							
3779-3			k o ⁴³							
3813-3			n ɛ ²⁴							
3835-3			s j ɛ ²⁴							
3855-3			b æ ²¹							
3885-3			ɕ o ɛ ⁵⁵							
3907-3			pʰ æ ²⁴							
3942-3			ts i ²²							
3953-3			tɕ j æ ²⁴							
4023-3			s j a ɛ ²⁴							
4034-3			t u ²⁴							
4143-3			tʰ j u ²¹							
4185-3			m o ⁵⁵							
4227-3			tsʰ ɛ ²⁴							
4238-3			t j o ²¹							
4249-3			k o ²⁴							
4271-3			ts i ²¹							
4304-3			i o ²¹							
4315-3			t o ²²							
4336-3			t ɛ ⁴³							
4400-3			s a ²⁴							
4411-3			n ɛ ²⁴							
4441-3			j o ²¹							
4557-3			qʰ o ²⁴							
4591-3			ɲ j o ²²							
4602-3			m ɯ ⁴³							
4687-3			n ɛ ²⁴							
4720-3			g æ ²⁴							
4731-3			t ɛ ²¹							
4763-3			t j ɯ ⁴³							
4918-3			dʑ ɯ ⁴³							
4976-3			t ɯ ⁵⁵							
4998-3			m j i ²²							
5037-3			t j ɯ ⁵⁵ ⁴³							
5048-3			tsʰ i ²⁴							
5100-3			m o ²¹							
5111-3			p ɯ ²¹							
5122-3			qʰ w a ⁵⁵							
5163-3			ts i ²⁴							
5192-3			u u ²¹							
5225-3			n o ⁴³							
5236-3			tʰ i ɛ ²²							
64-3			b o ⁴³							
104-3			x w a ⁵⁵							
247-3			b u ²¹							
289-3			ɕ i ²⁴							
338-3			qʰ w a ⁴³							
378-3			t j ɯ ⁴³							
412-3			t ɛ ²⁴							
621-3			q w a ⁵⁵							
632-3			n o ²²							
645-3			p o ²¹							
742-3			q ɯ ⁵⁵							
752-3			n i ²¹							
763-3			t j o ²⁴							
799-3			tsʰ u ²¹							
809-3			b o ⁴³							
853-3			kʰ o ²⁴							
916-3			t j o ²⁴							
960-3			m i ²⁴							
1001-3			k ɯ ²⁴							
1074-3			m o ²⁴							
1086-3			qʰ o ⁵⁵							
1097-3			k o ²⁴							
1130-3			pʰ æ ⁵⁵							
1184-3			ɕ i ²⁴							
1230-3			qʰ w a ²²							
1263-3			m ɯ ⁴³							
1423-3			kʰ o ²⁴							
1433-3			m o ²¹							
1462-3			w i ²²							
1545-3			tsʰ ɯ ²²							
1629-3			f ɛ ²⁴							
1682-3			ɕ j o ²⁴							
1706-3			ts j a ²¹							
1925-3			ts u ²²							
1991-3			tsʰ u ²²							
2040-3			p o ⁴³							
2107-3			j o ⁴³							
2118-3			b ɯ ²²							
2141-3			ɕ j o ²⁴							
2540-3			j o ɛ ²¹							
2576-3			m o ²¹							
2664-3			m ɯ ⁵⁵							
2742-3			s ɿ ²²							
2753-3			tɕ j o ²⁴							
2848-3			dʑ i ⁴³							
2870-3			j ɯ ²¹							
2871-3			ɕ w a ⁵⁵							
2952-3			qʰ w a ⁵⁵							
3020-3			p ɯ ²²							
3214-3			b æ ²²							
3285-3			tʰ j o ⁵⁵							
3330-3			n o ²¹							
3373-3			tʰ u ⁵⁵							
3397-3			j o ⁵⁵							
3433-3			k o ²¹							
3443-3			k ɯ ²¹							
3566-3			q æ ⁵⁵							
3590-3			s a ⁵⁵							
3601-3			q o ²¹							
3634-3			tsʰ o ²²							
3689-3			q æ ²¹							
3964-3			m o ²⁴							
4056-3			t a ²¹							
4102-3			tʰ i u ⁵⁵ ⁴³							
4326-3			q ɯ ²²							
4412-3			m a ¹²							
4511-3			ts j æ ⁵⁵							
4581-3			q ɯ ²⁴							
4676-3			tʰ u ²⁴							
4688-3			m a ¹²							
4708-3			u ⁵⁵							
4814-3			ts i ²¹							
4844-3			tsʰ o ⁵⁵							
4854-3			k o ²¹							
4929-3			j i ²¹							
4940-3			t u ɛ ²⁴							
5027-3			tʰ j u ⁵⁵							
5071-3			m ɛ ²⁴							
5083-3			q w a ⁵⁵							
4378-3			m ɯ ²²							
11-3			ɥ o ²¹							
65-3			m ɛ ⁴³							
82-3			tʰ i a ⁵⁵							
132-3			j o ⁴³							
141-3			m o ⁴³							
227-3			ts i ⁵⁵							
359-3			w ɛ ²¹							
379-3			p i ²¹							
422-3			tsʰ i ²⁴							
907-3			n o ⁴²							
979-3			s ɛ ⁵⁵							
1046-3			ts o ⁴³							
1056-3			g u ²¹							
1274-3			u ²²							
1390-3			j i ²⁴							
1651-3			t j ɯ ⁴³							
1693-3			tɕ j o ⁴³							
1742-3			m ɛ ²²							
1958-3			t j i ²¹							
1980-3			ʔ u ɛ ²⁴							
32-4				m æ ²⁴						
53-4				ts i ¹²						
93-4				q u ¹²						
216-4				s w a ²⁴						
236-4				tsʰ o ŋ ²²						
267-4				tɕʰ e n ⁴²						
316-4				q u ²²						
327-4				s i ²²						
348-4				tsʰ u ²⁴						
400-4				s u ¹²						
452-4				q æ ²⁴						
463-4				qʰ a ⁵⁵						
512-4				ts ao ⁴²						
534-4				ts u ²⁴						
556-4				qʰ u ²²						
568-4				s i ²⁴						
588-4				s w a ²⁴						
599-4				pʰ u ⁵⁵						
656-4				k u ¹²						
678-4				q u ¹²						
689-4				m u ⁴²						
700-4				m e ⁴²						
775-4				tɕʰ j e n ⁴²						
786-4				q u ⁵⁵						
820-4				tsʰ o ⁴²						
839-4				d i ¹²						
863-4				qʰ w u ²²						
896-4				q e n ⁵⁵						
929-4				tsʰ i ⁴²						
1015-4				ʂ u ⁵⁵						
1035-4				tsʰ u ²²						
1107-4				ʂ æ ²⁴						
1173-4				ʂ i ²²						
1195-4				ʂ i ²²						
1241-4				m e ¹²						
1252-4				m o ŋ ¹²						
1294-4				qʰ o ŋ ⁵⁵						
1326-4				tsʰ y ²²						
1348-4				dʑ i ²²						
1401-4				s e n ⁴²						
1451-4				ʂ i ²²						
1473-4				t w e n ²²						
1507-4				tsʰ i ⁵⁵						
1532-4				q e ⁵⁵						
1543-4				ʂ i ²²						
1575-4				ʂ j e n ⁵⁵						
1618-4				b u ¹²						
1640-4				q u ²⁴						
1671-4				ʂ i ²⁴						
1731-4				s o ŋ ⁵⁵						
1762-4				s w a n ⁴²						
1773-4				t u ²⁴						
1794-4				qʰ o ŋ ⁵⁵						
1805-4				s i ²²						
1816-4				s u ²²						
1862-4				tsʰ i ⁵⁵						
1885-4				qʰ æ ⁵⁵						
1914-4				ʂ i ²²						
1936-4				q u ²²						
1969-4				ʂ j e n ⁵⁵						
2018-4				tsʰ o ŋ ¹²						
2029-4				qʰ o ŋ ⁵⁵						
2051-4				tsʰ o ŋ ¹²						
2074-4				q o ²⁴						
2085-4				m æ ²²						
2130-4				b æ ²⁴						
2245-4				tsʰ u ²⁴						
2269-4				m o ²²						
2280-4				s u ⁴²						
2291-4				ʂ j e n ⁴²						
2316-4				tɕ i ²⁴						
2364-4				dʑ i ²²						
2395-4				tsʰ a n ⁵⁵						
2406-4				tsʰ j e n ⁵⁵						
2417-4				q u ⁴²						
2428-4				qʰ o ŋ ⁵⁵						
2450-4				o ¹²						
2484-4				ʂ i ²⁴						
2495-4				q u ¹²						
2565-4				tɕʰ i ⁵⁵						
2611-4				j u ²⁴						
2632-4				tsʰ w a ²⁴						
2644-4				tsʰ w ɛ ²⁴						
2674-4				m o ³³						
2698-4				ʂ u ²²						
2709-4				m i ¹²						
2720-4				tsʰ i ⁴²						
2772-4				q a ²⁴						
2791-4				tsʰ j e n ⁵⁵						
2837-4				ʂ i ⁵⁵						
2859-4				ʂ j e n ⁵⁵						
2889-4				dʑ j i ²²						
2900-4				q u ²²						
2928-4				tsʰ o ŋ ⁵⁵						
2941-4				q u ⁵⁵						
2998-4				tsʰ i ²²						
3031-4				tsʰ u ²²						
3052-4				tsʰ i ²⁴						
3064-4				t a ¹²						
3084-4				tsʰ a ²⁴						
3117-4				ts i ²²						
