COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
8381		kʰ u ¹			qʰ o ¹	qʰ o ¹					qʰ o ¹	qʰ o ¹				
10371		t i ¹		t a ¹		t i ¹	t ai ¹	t i ¹	t i ¹		t i ¹		t i ¹		t i ¹	
7030		p u n ¹											p u n ¹			
3179					ɕ o n ¹	ɕ o n ¹		h ɥ a n ¹	h j o n ¹			ɕ o n ¹			ɕ w a n ¹	
1519	ŋ̊ aːu ¹	ŋ̊ aː n ¹	ŋ̊ aː n ¹		ŋ̊ aː ŋ ¹	ŋ̊ aː n ¹					ŋ̊ aː n ¹		ŋ̊ aː n ¹	ŋ̊ aː n ¹	ŋ̊ aː n ¹	ŋ̊ aː n ¹
7903				s a ¹			s a ¹									
10688				ts ə m ¹							ts j ə m ¹					
23				d aːu ¹							t aːu ¹					
11180	ʔ ai ¹		ʔ i ¹	ʔ ai ¹			ʔ ai ¹	ʔ j au ¹			ʔ i ¹		ʔ ai ¹			ʔ ai ¹
6618			j o ¹		j o ¹	j o ¹		j o ¹	j o ¹	j o ¹	j o ¹					
4305		qʰ aːu ¹			qʰ aːu ¹	qʰ aːu ¹					qʰ aːu ¹	qʰ aːu ¹				
10484			l aː k ¹						l aː k ¹		l aː k ¹					
5485	m̥ u ¹		m̥ u ¹			m̥ u ¹				m̥ u ¹	m̥ u ¹	m̥ u ¹		m̥ u ¹	m̥ u ¹	m̥ u ¹
7158	ˀd a ¹	t a ¹			ⁿd a ¹	ˀd a ¹		ⁿd ə ¹		ˀd a ¹	ˀd a ¹	ˀd a ¹		ˀd a ¹	ˀd a ¹	
2414					h aː n ¹	h aː n ¹					h aː n ¹					
6814													tsʰ ɿ ¹		tsʰ ɿ ¹	
9401				ȵ w ə t ¹		ȵ u t ¹	ȵ w ə t ¹	n j u t ¹	n j u t ¹	ȵ u t ¹	ȵ u t ¹	ⁿj u t ¹		ȵ u t ¹	ȵ u t ¹	
4237					q a ¹	q a ¹					q a ¹	q a ¹				
10507						s j aː ŋ ¹				s j aː ŋ ¹		s i ŋ ¹				
7013		n j a n ¹			ˀȵ i n ¹	ˀȵ ə n ¹					ˀȵ ə n ¹	ˀȵ i n ¹	ȵ ə n ¹			
3987			ˀn o n ¹			ˀn o n ¹		n o n ¹	n o n ¹	ˀn o n ¹						ˀn o n ¹
2392	t a ¹													t a ¹		
10055					ⁿb j a ¹	ⁿb j a ¹					ⁿb j a ¹					
3916		t j au ¹											ȶʰ a ¹		ȶʰ a ¹	
1571	l o ¹				l o ¹						l o ¹	l o ¹				
2725				h̃ j u ¹			h̃ j u ¹									
11069	l i n ¹		l i n ¹		l i n ¹				l i n ¹		l i n ¹	l i n ¹	l i n ¹	l i n ¹		
10687		n̥ u ¹		n au ¹			n au ¹			n̥ u ¹	n au ¹	n au ¹		n̥ u ¹		n̥ u ¹
6071				kʰ i n ¹			kʰ i n ¹				kʰ i n ¹					
5826						h u ¹					h u ¹					
967		q aː ŋ ¹			q aː ŋ ¹	q aː ŋ ¹					q aː ŋ ¹	q aː ŋ ¹				
10655				au ¹			au ¹									
10448		l j eu ¹			ɬ o ¹										l j o ¹	
9402		ⁿd j a n ¹			ⁿd j a n ¹	ⁿd j a n ¹					ⁿd j a n ¹					ⁿd j a n ¹
9075		t u n ¹		t w ə n ¹	f ə n ¹		t w ə n ¹						t u n ¹			
5486		pʰ u ¹		pʰ u ¹				pʰ u ¹	pʰ u ¹				pʰ u ¹			
6021			ʁ e ¹		ʁ e ¹	ʁ e ¹		ʁ e ¹	ʁ e ¹	ʁ e ¹	ʁ e ¹	ʁ e ¹				ʁ e ¹
6277		l j u p ¹	ⁿd j u p ¹		ˀd j u p ¹	ˀd j u p ¹		ⁿd j u p ¹	ⁿd j u p ¹		ˀd j ə p ¹		l j ʊ p ¹		ˀd j u p ¹	
9805	l u p ¹		l u p ¹						l u p ¹							
2087	s ɿ ¹															s ɿ ¹
225	ȶʰ i ¹	ȶʰ i ¹											ȶʰ i ¹			
8617								ⁿd ai ¹	ⁿd ai ¹							
8732				t e k ¹			t e k ¹					t e k ¹				
3297							h au ¹		h au ¹							
5521					ts j u m ¹		ȶ u m ¹					ts ə m ¹				
8261		ȶ i n ¹											ȶ i n ¹			
3918		ɣ ə t ¹													ɣ ə t ¹	
3985	m o n ¹	m u n ¹		m u n ¹			m w ə n ¹					m u n ¹			m w a n ¹	
9200		t j ə t ¹											t j ə t ¹			
3663					q aːu ¹	q aːu ¹					q aːu ¹	q aːu ¹				
10447	n a ŋ ¹		n a ŋ ¹							n a ŋ ¹						n a ŋ ¹
9074	l j u k ¹		l j u k ¹					l j u k ¹	l j u k ¹	l j u k ¹				l j u k ¹	l j u k ¹	l j u k ¹
3952	f u ŋ ¹	f u ŋ ¹	f u ŋ ¹	l u ŋ ¹						f u ŋ ¹			f u ŋ ¹	f u ŋ ¹	f u ŋ ¹	f u ŋ ¹
6812						ʔ aː m ¹				ʔ aː m ¹						ʔ aː m ¹
9323				l j u ¹			l j u ¹	l j u ¹	l j u ¹						l j u ¹	
5189					k a m ¹	k a m ¹										k a m ¹
2569		n u n ¹	n u n ¹		n u n ¹			n u n ¹	n u n ¹	n u n ¹	n u n ¹			n u n ¹	n u n ¹	
4177	m i ŋ ¹	m i ŋ ¹		m i ŋ ¹			m i ŋ ¹						m i ŋ ¹	m i ŋ ¹	m i ŋ ¹	m i ŋ ¹
2941		m ai ¹											m ai ¹			
534					ʁ a ¹	ʁ a ¹					ʁ a ¹	ʁ a ¹				
1712	ɕ a m ¹	kʰ a m ¹														
10952	m̥ aː n ¹		m̥ aː n ¹							m̥ aː n ¹				m̥ aː n ¹	m̥ aː n ¹	m̥ aː n ¹
6810			ⁿb j aːi ¹		ˀb j aːi ¹	ˀb j aːi ¹		ⁿb j aːi ¹	ⁿb j aːi ¹	ˀb j aːi ¹	ˀb j aːi ¹	ˀb j aːi ¹		m j aːi ¹		ˀb j aːi ¹
169				m j u ¹		ˀm j u ¹					ˀm j u ¹	ˀm j u ¹	m j u ¹			
9400	h aː t ¹	h aː t ¹	h aː t ¹			h aː t ¹				h aː t ¹		h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹
1383			h j ai ¹	h j ai ¹				h j ai ¹	h j ai ¹							
291				q au ¹				q o ¹	q ə ¹							
9339		kʰ au ¹					kʰ au ¹									
8330		ŋ aː ŋ ¹		n i ŋ ¹	ˀŋ aː ŋ ¹	ˀŋ aː ŋ ¹	ŋ aː ŋ ¹				ˀŋ aː ŋ ¹		ŋ aː ŋ ¹			
7751			v j aː t ¹			v j aː t ¹		v j aː t ¹	v j aː t ¹	v j aː t ¹	v j aː t ¹	v j aː t ¹				
2994		p aː n ¹									kʷ e n ¹		p aː n ¹	pʰ ə ŋ ¹		
6809		k ə n ¹			k ə n ¹		k ə n ¹						k ə n ¹		k ə n ¹	
4535	kʰ u ¹		kʰ u ¹	kʰ u ¹				kʰ u ¹	kʰ u ¹							kʰ u ¹
108													t u ŋ ¹	t u ŋ ¹		
1319				ɣ au ¹				ɣ au ¹	ɣ au ¹						ɣ au ¹	
2						ȶ ə n ¹				ȶ i n ¹	ȶ ə n ¹			ȶ ə n ¹	ȶ a n ¹	ȶ ə n ¹
10885		t aːu ¹		t aːu ¹			t aːu ¹						t aːu ¹			
258				tʰ əː t ¹					tʰ j e t ¹							
10738								pʰ u ¹	pʰ u ¹							
3181										s j e ¹	s j e ¹					
11129	ȶ ə n ¹				ȶ i n ¹					ȶ i n ¹	ȶ ə n ¹			ȶ ə n ¹	ȶ a n ¹	ȶ ə n ¹
4176	s i ¹	s ɿ ¹		ɕ i ŋ ¹									s i ¹	s ɿ ¹	s ɿ ¹	s ɿ ¹
8784			h j au ¹	h j au ¹				h j au ¹	h j au ¹							
2910					q ə ¹	k u ¹										
10849				k ai ¹			k ai ¹									
2996							t au ¹	ts au ¹	ts au ¹							
3912				ts u m ¹		s u m ¹		s u m ¹	s u m ¹			s ə m ¹				
4178			ⁿb i ¹		ⁿb i ¹	ⁿb i ¹		ⁿb i ¹	ⁿb i ¹	ⁿb i ¹	ⁿb i ¹	ⁿb i ¹				
4143		ȶ o ¹											ȶ o ¹			
9478					q e ¹	q e ¹					q e ¹	q e ¹				
8281					ˀd a ¹			ȶ a ¹	ȶ a ¹		t a ¹	ˀd a ¹		ȶ a ¹	ȶ a ¹	ȶ a ¹
2447		p ui ¹											p ui ¹			
7504			f e ¹		v e ¹	v e ¹		f e ¹	f e ¹	f e ¹	v e ¹	v e ¹				
3793					t u ¹	t u ¹					t u ¹					
3052										k ə ¹			k ə ¹			
3628					ts ai ¹	ts ai ¹		ts ai ¹		ts ai ¹	ts ai ¹	ts ai ¹				
7834				t a n ¹			t a n ¹									
4397				pʰ j a ¹			pʰ j a ¹	pʰ a ¹	pʰ a ¹							
6935					ˀd aːi ¹	ˀd aːi ¹	d ai ¹				ˀd aːi ¹	ˀd ai ¹				
3769								ⁿb aː n ¹	ⁿb aː n ¹							
8331								m j aː ŋ ¹	m j aː ŋ ¹							
495								ⁿb i n ¹								ˀb i n ¹
10168	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹					kʰ u ŋ ¹	kʰ u ŋ ¹			kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹
9634								pʰ w a ¹	pʰ w a ¹				pʰ w a ¹			
10451						ɕ o ¹		h j o ¹	h j o ¹		h o ¹		ɕ o ¹	ɕ o ¹		
6211					t i ¹			t i ¹	t i ¹		t i ¹	t i ¹				
7488						k w aː ŋ ¹					k w aː ŋ ¹					
8008					s aːu ¹	s aːu ¹						s aːu ¹				
2590		n̥ aː ŋ ¹	n̥ aː ŋ ¹			n̥ aː ŋ ¹		h aː ŋ ¹	h aː ŋ ¹	n̥ aː ŋ ¹	n̥ aː ŋ ¹	n̥ o n ¹			n̥ aː ŋ ¹	
10543	ⁿd i n ¹	ⁿd i n ¹								ⁿd i n ¹			ⁿd i n ¹		ⁿd i n ¹	
8449		k ə ¹													q ə ¹	
10542	l u ¹		l u ¹	l u ¹			l u ¹	l u ¹	l u ¹	l u ¹			l aːu ¹	l u ¹		l u ¹
6468	ȶ o ŋ ¹		ȶ o ŋ ¹													ȶ o ŋ ¹
566				t au ¹			t au ¹									
227				ɕ i ¹			ɕ i ¹									
8329	ˀŋ w a ¹		ˀŋ w a ¹							ˀŋ w a ¹				ˀŋ w a ¹	ˀŋ w a ¹	ˀŋ w a ¹
4009		kʷ aːu ¹										q a ¹	kʷ aːu ¹			
4499					z aːi ¹							z aːi ¹				
5100		t j aː n ¹											t j aː n ¹			
11132		m õ ¹											m o ¹			
9427		s o ŋ ¹											s o ŋ ¹			
8110								h o ŋ ¹	h o ŋ ¹							
10620			h j ai ¹	h j a ŋ ¹			h j u ¹	h j ai ¹								
3533		t aːu ¹											t aːu ¹			
10297				ⁿd aː ŋ ¹			ⁿd aː ŋ ¹									
6107					k ə n ¹						k ə n ¹	k ə n ¹				
3128			f j a ¹		f a ¹	f j a ¹					f j a ¹	f a ¹				
3603		n u ¹			n o ¹		n u ¹	n u ¹					n u ¹	n u ¹	n u ¹	
4831								q u m ¹	q u m ¹							
11133			q a ¹	q o ¹		k o ¹	k o ¹	q a ¹	q a ¹			ɣ o ¹	q ə ¹			
5569						ȶʰ a ¹					ȶʰ a ¹					
8382				h j u ¹			h j u ¹									
5928		tʰ j aːu ¹											tʰ j aːu ¹			
7122				n j a ¹			n j a ¹									
2017		pʰ w a ¹		pʰ w a ¹			pʰ w a ¹	pʰ w a ¹	h w a ¹				pʰ w a ¹			
1018									ⁿb u ¹			ˀb i ¹				
9322		ŋ u n ¹				ʁ u n ¹							ŋ u n ¹	ˀŋ u n ¹		
1749				m o m ¹							m u m ¹					
3953					h ai ¹							h ai ¹				
8208		l j o ¹											l j o ¹			
3824		q aːu ¹											q aːu ¹			
513				v a ¹				v a ¹								
4881		v a ŋ ¹	l aː n ¹	l aː n ¹			l aː n ¹						v a ŋ ¹			
3448		q a ¹			q a ¹	q a ¹					q a ¹	q a ¹				
3415							h̃ w aː t ¹						h̃ w aː t ¹			
10450					k u ŋ ¹							k u ŋ ¹				
7118	ɕ a ŋ ¹	h a ŋ ¹	h j a ŋ ¹				h j a ŋ ¹			ɕ a ŋ ¹			h a ŋ ¹	ɕ a ŋ ¹	ɕ a ŋ ¹	ɕ a ŋ ¹
3988											ˀd o n ¹		t o ŋ ¹			
2822		ȵ u ŋ ¹											ȵ u ŋ ¹			
7800		k u ¹											k u ¹			
3876		l aːi ¹											l aːi ¹			
1381	ˀd j u p ¹													ˀd j u p ¹		ˀd j u p ¹
10829	l u m ¹		l u m ¹	l u m ¹			l u m ¹						l u m ¹	l u m ¹	l u m ¹	l u m ¹
10331	f j e ¹													f j e ¹	f j a ¹	
8398		pʰ j a ¹											pʰ j a ¹			
7014				h̃ j u ¹			h̃ j u ¹	h̃ j u ŋ ¹	h̃ j u ¹							
5808					ⁿd au ¹	ˀd au ¹					ˀd au ¹	ˀd au ¹				
136	l j eu ¹		l j eu ¹	l j u ¹			l j əu ¹	l j eu ¹	l j eu ¹	l j eu ¹				l j eu ¹	l j eu ¹	l j eu ¹
10330	f j ə t ¹													f ə t ¹	f i t ¹	
9807		q o p ¹			q o p ¹	q o p ¹	q o p ¹			q o p ¹		q o p ¹	q o p ¹	q o p ¹	q o p ¹	q o p ¹
10830		kʰ aː ŋ ¹			kʰ aː ŋ ¹	kʰ aː ŋ ¹		kʰ aː ŋ ¹	kʰ aː ŋ ¹	kʰ aː ŋ ¹	kʰ aː ŋ ¹	kʰ aː ŋ ¹			kʰ aː ŋ ¹	kʰ aː ŋ ¹
6313														ts u t ¹	pʰ u t ¹	
7619	t j u ¹	t j u ¹								t j u ¹				t j u ¹		t j u ¹
226			h j a ŋ ¹											ɕ a ŋ ¹		ɕ a ŋ ¹
9367					s i ¹	s i ¹		ɕ i ¹	ɕ i ¹							
8417								k o ¹	k o ¹							
9784					qʰ eu ¹	qʰ eu ¹	qʰ au ¹				qʰ eu ¹	qʰ eu ¹				
8311	h a m ¹	h a m ¹	h a m ¹					h a m ¹	h a m ¹	h a m ¹			h a m ¹	h a m ¹	h a m ¹	h aː m ¹
1973					l u ¹			l u ¹			l u ¹	l u ¹			l u ¹	
10953		pʰ w aː n ¹						pʰ w aː n ¹	pʰ w a n ¹				pʰ w aː n ¹			
3126	t u k ¹	t u k ¹								t u k ¹			t u k ¹	t u k ¹	t u k ¹	t u k ¹
1182				n a ¹			n a ¹									
6488					ʔ u ¹		ʔ u ¹		ʔ u ¹		ʔ u ¹					ʔ u ¹
3697		l aːu ¹											l aːu ¹			
7486	j eu ¹		j eːu ¹	j j u ¹					j j u ¹	j j u ¹				j j u ¹		j j eu ¹
8548	q o n ¹	q o n ¹	q o n ¹				ȶ o n ¹			q o n ¹	q o n ¹		q o n ¹	q o n ¹	q o n ¹	q o n ¹
402				h̃ o ¹				h o ¹	h õ ¹							
7487		ŋ w a ¹			ŋ w ã ¹		ŋ w a ¹					ŋ w a ¹	ŋ w a ¹		ŋ w a ¹	
9182		t j ə t ¹	t j ə t ¹							t j ə t ¹			t j ə t ¹			
8952		m a ŋ ¹											m a ŋ ¹			
6545		j i ¹		j i ¹									j i ¹			
5689				pʰ o ¹			pʰ o ¹	pʰ o ¹								
1318				ɣ aː ŋ ¹				ɣ aː ŋ ¹	ɣ aː ŋ ¹			l aː ŋ ¹			ɣ aː ŋ ¹	
1678	k aː m ¹		k aː m ¹	k aː m ¹				k aː m ¹	k aː m ¹	k aː m ¹				k aː m ¹	k aː m ¹	k aː m ¹
10172								q e ¹	q e ¹		q e ¹					
2724			ȵ u ¹							ȵ̥ u ¹				ȵ̥ u ¹	ȵ̥ u ¹	
6106				t i p ¹			ⁿd i p ¹									
862							q au ¹					q a ¹				
173								p aː ŋ ¹	p aː ŋ ¹							
816	ʔ u ¹	ʔ u ¹	ʔ u ¹	ʔ u ¹	ʔ u ¹	ʔ u ¹				ʔ u ¹		ʔ u ¹	ʔ u ¹			ʔ u ¹
2340	ȶ e ¹			ȶ e ¹										ȶ e ¹	ȶ e ¹	
6140			p ə n ¹	p ə n ¹			p ə n ¹	p ə n ¹	p ə n ¹							
8953			ⁿb j u m ¹					ⁿb j u m ¹	ⁿb j u m ¹	ⁿb j u m ¹						ⁿb j u m ¹
4358			p aːi ¹				p ai ¹	p aːi ¹	p aːi ¹	p aːi ¹	p aːi ¹		p aːi ¹			
1345		k au ¹		ɣ o ¹			ɣ au ¹						ɣ au ¹	ɣ au ¹	q u ¹	ɣ au ¹
2249		t j aːi ¹											t j aːi ¹			
7121						ʔ w a ¹						ʔ w a ¹				
1996	p o n ¹	p o n ¹								pʰ o n ¹			pʰ o n ¹	p o n ¹	pʰ w a n ¹	pʰ o n ¹
2089			s aː n ¹			s aː n ¹	s a n ¹	s aː n ¹	s aː n ¹		s aː n ¹					
4587				t i ¹			t i ¹	t i ¹								
3823	ʁ aːu ¹		ʁ aːu ¹					ʁ aːu ¹	ʁ aːu ¹	ʁ aːu ¹	ʁ aːu ¹			ʁ aːu ¹	ʁ aːu ¹	ʁ aːu ¹
3602	ˀm au ¹	m au ¹								ˀm au ¹						ˀm au ¹
6617	m aː t ¹	m aː t ¹		m aː t ¹			m aː t ¹					m aː t ¹	m aː t ¹	m aː t ¹	m aː t ¹	m aː t ¹
2909			ˀn a ¹	n a ¹			n a ¹	n a ¹	n a ¹							ˀn a ¹
10685	ⁿd j o ŋ ¹	t j o ŋ ¹	ⁿd j o ŋ ¹					ⁿd j o ŋ ¹	ⁿd j o ŋ ¹	ⁿd j o ŋ ¹				ⁿd j o ŋ ¹	ⁿd j o ŋ ¹	ⁿd j o ŋ ¹
2907	t a ¹	t a ¹								t a ¹				t a ¹	t a ¹	
3481	m aːu ¹			m aːu ¹			m aːu ¹					m aːu ¹		m aːu ¹		m aːu ¹
470	t u ŋ ¹	t u ŋ ¹						t u ŋ ¹			t u ŋ ¹				t u ŋ ¹	t u ŋ ¹
633	j i ŋ ¹		j i ŋ ¹		j i ŋ ¹		j i ŋ ¹		j i ŋ ¹	j i ŋ ¹	j i ŋ ¹	j i ŋ ¹		j i ŋ ¹		j i ŋ ¹
8209	l j e m ¹								l j aː m ¹		l j aː m ¹	l j aː m ¹		l j aː m ¹		
5402					m̥ a ¹	m̥ a ¹					m̥ a ¹	m̥ a ¹				
6807	p i ¹			v i ¹			ⁿb i ¹								ˀb i ¹	
4041								ts u m ¹	ts u m ¹							
10545				t j ui ¹	ˀd u ¹	ˀd u ¹	t j ui ¹				ˀd u ¹	ˀd u ¹				
9546				h e ¹							h e ¹					
8783		ɣ o ¹					ɣ o ¹						ɣ o ¹			
2995							n au ¹	n aːu ¹	n aːu ¹							
7420		p j a ¹					p j a ¹						p j a ¹			
3792		h aːu ¹											h aːu ¹			
1090				t a ¹	t a ¹	t a ¹	t a ¹			ȶ i ¹	t a ¹	t a ¹		t ə ¹		
10796	m̥ u ¹		m̥ u ¹			m̥ u ¹				m̥ u ¹	m̥ u ¹	m̥ u ¹		m̥ u ¹	m̥ u ¹	m̥ u ¹
8484			m aː ŋ ¹		m j aː ŋ ¹	m j aː ŋ ¹		m aː ŋ ¹	m aː ŋ ¹	m aː ŋ ¹	m j aː ŋ ¹	m j e ŋ ¹			m w a ŋ ¹	m aː ŋ ¹
4965					ʁ e p ¹	ʁ e p ¹					ɣ e p ¹	ʁ e p ¹				
493				f a n ¹												f a n ¹
7988	f o n ¹													f o n ¹		f o n ¹
2890				t i ¹			t i ¹									
9201			ts aː p ¹					ts aː p ¹	ts aː p ¹	ts aː p ¹				ts aː p ¹	ts aː p ¹	
5568		kʰ a ¹			kʰ a ¹							kʰ a ¹				
4254	z a ¹		z a ¹	z a ¹				z a ¹	z a ¹	z a ¹		z a ¹		z a ¹	z a ¹	z a ¹
