COGID	dutch	english	french	german
2032-2		h ɔ r		
2241-2		n r		
2244-2		l ɪ p		
610-2		k n ɪ		
945-2		h ɑː r t		
1534-2		l eɪ k		
384-2		s ɪ k		
1650-2		n ɔ t		
1663-2		s əʊ l		
2279-2		l ɪ n		
471-2		s eɪ		
1385-2		s aɪ d		
792-2		j t k		
1111-2		p əʊ s		
197-2		s ʌ d		
2020-2		l æ m		
867-2		h ɛ n d		
1970-2		f ɔ l		
1230-2		d r r d		
2017-2		n ɪ f		
968-2		w ə l		
1674-2		l æ n t		
1671-2		h v l̩		
829-2		k l aɪ f		
1025-2		r əʊ t r r		
1027-2		s ə		
1832-2		r r		
-1816-2		s ə r əʊ		
-335-2		l əʊ n		
1043-2		s t r m		
423-2		s t eɪ n		
2049-2		p eɪ n		
2062-2		s t r m		
2065-2		r eɪ n b		
1368-2		s		
1365-2		d æ r		
754-2		r eɪ		
768-2		w eɪ r		
1211-2		f ə r		
106-2		p æ n		
-98-2		b aɪ b ɪ		
719-2		f əʊ d r		
1341-2		s aɪ n		
-2027-2		t æ n t		
-2026-2		n eɪ f		
409-2		s f ɪ n s əʊ s		
402-2		s f ɪ n + d ɔ t k		
1014-2		s t ɪ v + d ɔ t r r		
1059-2		w ɪ		
120-2		s t æ l		
2194-2		ɔ		
2199-2		k æ l f		
2197-2		s ɡ eɪ		
1523-2		s ʌ		
512-2		p ɪ r		
2141-2		h ɪ n		
2147-2		ɡ æ n		
814-2		k r eɪ		
810-2		d ɔ v		
1758-2		p ɪ		
1760-2		r æ t		
1620-2		f ɪ n		
1282-2		w æ l f ə		
1136-2		f əʊ		
1309-2		l ɪ		
1307-2		n ə t		
1305-2		f l		
711-2		w ɪ ɛ p		
1442-2		f l ɪ k		
62-2		m ɪ k		
-73-2		m ɔ k k ɪ t		
1810-2		h ʌ t		
1805-2		f l eɪ s		
1813-2		h eɪ		
1811-2		b l ɔː t		
690-2		r iː p		
2177-2		h ɔ d t		
246-2		w æ ŋ n b r æ r		
249-2		s p l		
1506-2		n əʊ s f l r k l̩		
2242-2		m n t		
2245-2		t ɔ ŋ		
2174-2		s t l d r		
603-2		iː l t		
601-2		h æ n t		
615-2		f aɪ ŋ r r		
901-2		k l æ r		
608-2		f ɔː t		
596-2		t æ n		
937-2		b r r s t		
936-2		n eɪ l̩		
646-2		l əʊ ŋ		
947-2		l eɪ ə r		
1606-2		h ɔ p		
472-2		n ə l		
1535-2		s w iː t		
1546-2		s d k		
1959-2		ɡ l eɪ p		
694-2		s n ə r		
1961-2		d r m		
323-2		l eɪ		
1885-2		ɡ r æ m		
2156-2		f r r k l t h aɪ t		
1903-2		w əʊ n t		
525-2		s w iː l əʊ ŋ		
276-2		l æ m		
274-2		d ɔ f		
278-2		b l aɪ n t		
258-2		b r əʊ d k		
256-2		n əʊ		
383-2		eɪ t		
207-2		r iː p		
376-2		d r aɪ ŋ k		
2014-2		r əʊ t d		
2009-2		ʌ f		
2003-2		k eɪ t l̩		
2024-2		p æ n		
1321-2		k ɔ p		
1976-2		t æ ŋ		
1243-2		p əʊ l aɪ d t		
1265-2		p ɪ l		
1261-2		s aɪ v		
655-2		b r ɔ t		
650-2		d aɪ		
1532-2		k n aɪ d		
-36-2		s ɛ p		
34-2		b ɪ n		
-1647-2		f əʊ		
-1615-2		ɡ l ɪ		
125-2		f ɪ t		
1659-2		h k n aɪ k		
1661-2		p ə l		
1676-2		b t t r r		
480-2		ɡ r æ d k ŋ		
1466-2		k l aɪ d ʌ ŋ		
2277-2		r ɔ l		
2271-2		f iː l t		
2293-2		l æ r		
624-2		s p aɪ n		
628-2		s p aɪ n d		
626-2		w aɪ		
633-2		n əʊ d t		
1185-2		s t aɪ n eɪ		
1179-2		h t t		
2168-2		k æ m		
1952-2		d ɔː r		
899-2		l æ d r		
922-2		b ɪ t		
-934-2		l æ m p		
916-2		t r ɔ		
1726-2		f ə l t		
2108-2		p l ɔː		
1133-2		f k r		
2114-2		s p əʊ d		
1272-2		r ɔ k		
1979-2		ɡ r əʊ		
1989-2		h		
-2260-2		p l æ n t		
70-2		b ɔː k		
-89-2		w aɪ n r aɪ t ɔ		
-12-2		p aɪ p		
713-2		s æ p		
747-2		n eɪ t l̩		
308-2		d n		
289-2		b ɪ n d		
1930-2		b r eɪ k		
1928-2		s p əʊ aɪ d		
858-2		s t r eɪ ɪ k		
1577-2		ɔ p h æ ŋ		
908-2		w əʊ s		
648-2		b ɔː r		
1855-2		s p r h ɔ l		
657-2		h əʊ m ə r		
2058-2		n eɪ l̩		
949-2		s m ɪ t		
1642-2		ɡ ɔ l		
1640-2		s iː l f ə r		
1633-2		aɪ s		
1630-2		t aɪ n		
993-2		ɡ l əʊ		
-2121-2		r ɔ l		
1692-2		f æ l		
1694-2		d r ɔ p l̩		
1062-2		s əʊ ŋ k		
476-2		s w æ m		
1051-2		f l ɪ k		
1075-2		b l əʊ s		
135-2		ɡ l aɪ d		
-134-2		d æ n		
1839-2		w ɪ k eɪ		
1097-2		t r r ŋ k k ɔ m		
1777-2		f ɔ l		
1434-2		b r æ ŋ		
1417-2		l aɪ d		
1424-2		r aɪ d		
778-2		p aɪ t		
790-2		b r ŋ k		
1223-2		p əʊ d		
1117-2		s eɪ		
1411-2		h ɪ b		
1407-2		h əʊ l d		
1390-2		d aɪ ŋ		
2086-2		ɡ eɪ		
2082-2		t r r ŋ k		
576-2		s ɔː k		
579-2		f ɪ n d		
581-2		f ə r l ɪ l		
-1791-2		r eɪ k		
-225-2		p r eɪ		
-2284-2		p l əʊ		
1479-2		ɔ p		
847-2		h t		
659-2		b d		
860-2		m aɪ d		
213-2		r eɪ k		
1286-2		f ɑː k		
1293-2		w ɪ tʃ t		
474-2		d aɪ k		
467-2		d ɔː n		
1177-2		d ɪ p		
584-2		h eɪ		
-1153-2		r ɔ n t		
700-2		t r əʊ l f		
875-2		d ɔ s n t		
1559-2		æ l		
1565-2		m ə r		
1968-2		h iː l f t		
-350-2		p eɪ		
1469-3			ʃ o t t	
2047-3			ʃ ʀ t	
2054-3			ʀ t t ʀ	
1375-3			l ʀ t	
760-3			v i t t	
756-3			ʀ t ʀ	
726-3			t ʀ	
1351-3			ɡ t ʀ b i ʀ ʀ ʀ	
1353-3			ɡ t t ʀ	
412-3			ʃ t ʀ ʀ i t t ʀ	
406-3			b t ʀ t	
1005-3			ʀ ɛ ɑ̃ t ʀ f ʀ ʀ ʀ	
1012-3			ʀ ɛ ɑ̃ t t ʀ	
1016-3			v t ʀ ʀ ʀ	
1069-3			i ʀ	
509-3			f a ʀ	
693-3			t l ʀ	
2179-3			t b t t	
1753-3			v ʀ s	
1131-3			ʀ t a b ʀ	
1198-3			b i t t	
2032-3			ɑ̃	
2241-3			t u t	
2244-3			l ə t	
610-3			t ʀ	
945-3			ɑ̃ t s	
1534-3			l b k	
384-3			ʃ s ɡ	
1650-3			t t t	
1663-3			ʃ o ʀ t	
2279-3			l ə t	
471-3			ʃ t	
1385-3			ʃ t ʀ	
792-3			e k	
1111-3			ʀ t	
197-3			ʃ	
2020-3			l o t	
867-3			t t t	
1970-3			f ʀ a ʀ	
1230-3			t	
2017-3			t ʀ	
2183-3			t ʀ ɑ̃	
1521-3			b k ʀ	
1755-3			t ʀ	
1760-3			ʀ e t	
1196-3			t o t	
575-3			s t ʀ ʀ l	
2014-3			ʀ ʀ ʀ t	
1321-3			k ʀ t	
1265-3			t b l ʀ	
588-3			ʃ l o z	
1469-4				z a n t ə
2047-4				z ʊ n ə
2054-4				t ʊ n t ə r
1375-4				l ɪ t ə
760-4				v ɪ n t
756-4				ʃ n iː ə
726-4				m ʊ ə r
1351-4				ɡ r a n + ə ə ə m
1353-4				ɡ r a n + m ə r
412-4				z ə oː eː ə t ə ə
406-4				ʃ ə oː n + ə t ə
1005-4				ʃ t ɛ l ə ə ə m
1012-4				ʃ t ɔ f + m ə r
1016-4				v ai t n ə n
1069-4				ɪ ə
509-4				f a l ə n
693-4				m iː l ə
2179-4				n ɛ ʃ t
1753-4				f ɪ ʃ ə
1131-4				v ɔ l f
1198-4				b ə r t ə
2032-4				h eː n n
2241-4				n ʊ s
2244-4				l ɪ p
610-4				ɪ iː
945-4				h a r t
1534-4				l iː k ə
384-4				z ɔy ɡ ə
1650-4				n oː t ə
1663-4				z a l ə
2279-4				l iː n
471-4				z a
1385-4				z aː t ə
792-4				j ʊ k
1111-4				m ɛ s t
197-4				z ə
2020-4				l ɔ ŋ ə
867-4				h ʊ n d ə t
1970-4				f ɔ l ə
1230-4				t ɛ r ə x
2017-4				n d v t
968-4				v ɛ l t ə
1674-4				l n n t ə
1671-4				h l t ə
829-4				k l ɪ f ə
1025-4				v a t ə r ə
1027-4				z iː ə
1832-4				r au f
-1816-4				r ʃ t ə n n
-335-4				l iː ɡ n ə
1043-4				ʃ t r ɪ m ə
423-4				ʃ t ai n
2049-4				m ə n
2062-4				ʃ t ʊ r m
2065-4				r ɛ ɡ + m + b oː ɡ
1368-4				ʃ ɡ r t au ə
1365-4				t l ə
754-4				r ɛ ɡ ə
768-4				v a r
1211-4				f oː ə r
106-4				m ɛ n
-98-4				b ai b iː ə
719-4				f aː d ə r ə
1341-4				ʃ oː n
-2027-4				t n t ə ə
-2026-4				n d f t ə
409-4				ʃ n + + n + n ə
402-4				ʃ ʊ oː n + d ɪ ɡ ə l r
1014-4				ʃ t ɔ f + d ʊ f r
1059-4				v ai ə
120-4				ʃ t a l ə
2183-4				ʃ t r r
2194-4				ɔ ts
2199-4				k ə l f
2197-4				ʃ ɡ r ə
1523-4				z ʊ k
1521-4				b r k ə
512-4				m ɛ r ɛ ə
2141-4				h ɛ n
2147-4				ɡ ə n
814-4				k r eː
810-4				t ɔ f ə
1755-4				h ə n t
1758-4				m ʏ ʃ ə
1620-4				f ɪ n
1282-4				v a l b
1136-4				f ɔ ts
1309-4				l ʏ ʃ ə
1307-4				n iː t
1305-4				f l oː ə
711-4				v ɔ ʃ p ə
1442-4				f l oː ə
62-4				m ʏ k ə
-73-4				m ʏ ʃ r ai t
1810-4				h ai t ə
1805-4				f l ɛ ʃ ə
1813-4				h eː r r
1811-4				b l ʏ t ə
690-4				r ɪ f ə
2177-4				h aː f t
246-4				v ŋ k k + ɛ r
249-4				oː t l l t t
1506-4				n ʊ ʃ + f l ə ə
2242-4				m ʊ n t
2245-4				t ɔ ŋ ə
1196-4				n ŋ k ə
2174-4				ʃ ɛː l t ə r ə
575-4				ʊ ts ə ə l
603-4				ɛ l ə b a oː
601-4				h a n t ə
615-4				f ɪ ŋ ɡ r
901-4				k l au
608-4				f r t
596-4				t a n
937-4				b r ʊ ʃ t
936-4				n aː f ə l
646-4				l ʊ ŋ ə
947-4				l iː f ə r ə
1606-4				h r pf ə
472-4				n t ɪ t ə
1535-4				ʃ v ɛ t ə
1546-4				ʃ t iː t ə
1959-4				ʃ l aː p ə
694-4				ʃ n d r k ə
1961-4				t r ɪ m ə
323-4				l ai l ai t
1885-4				ɡ r a f ə
2156-4				f a l + k
1903-4				v ʊ n t ə
525-4				ʃ v ɛ l iː ŋ ə
276-4				l a m ɛ
274-4				t l f ə
278-4				b l ai n t ə
258-4				t r ʊ ŋ k ə
256-4				n ɛ k r t ə
383-4				ai t ə
207-4				r ai t ə
376-4				t r ɪ ŋ k ə
2014-4				r ɛ ʃ t ə
2009-4				au f ə
2003-4				k ɛ s ə l
2024-4				p a n
1976-4				t ɔ ŋ ə
1243-4				m aː l ə n
1261-4				z a f ə
655-4				b r oː t ə
650-4				t iː k
1532-4				k n d t ə
-36-4				ʃ au pf ə
34-4				b oː n
-1647-4				f iː k ə
-1615-4				ɔ l k ə
125-4				f a t
1659-4				h oː n iː
1661-4				m iː l k ə
1676-4				b oː t ə r ə
480-4				t r a ŋ k ə
1466-4				k l iː ʃ ai
2277-4				v ɔ l ə
2271-4				f ɪ l t
2293-4				l iː r
624-4				ʃ p iː n ə
628-4				ʃ p iː n d ə l
626-4				v ai f ə
633-4				n aː l ə
1185-4				ʃ ɛː ʊ n ɛ k ə ə
1179-4				h au t
2168-4				k a m ə
1952-4				t r r ə
899-4				l n t ə r ə
922-4				b ɛ t ə
-934-4				l a m pf ə
916-4				t r ɔ f
1726-4				f ɛ l t ə
2108-4				p l oː ə ə
1133-4				f oː r ə n
2114-4				ʃ pf aː t ə
1272-4				r oː t ə
1979-4				ɡ r ɛ s ə
1989-4				h eː
-2260-4				p l ɛ n t ə
70-4				b ɔ k ə
-89-4				v ɪ ə r
-12-4				p ai t ə
713-4				ʃ a p ə
747-4				n ɛ s ə l
308-4				t oː n
289-4				b ɪ n d ə
1930-4				b r ɛ k ə
1928-4				ʃ p l iː t ə
858-4				ʃ t + ɛ k k ə
1577-4				ɔ m + h a
908-4				v ɔ ʃ ə
648-4				b r r ə
1855-4				h ɔ + h ɔ
657-4				h a m iː r ə
2058-4				n ɛ k ə
949-4				ʃ l iː ts iː
1642-4				ɡ a l t ə
1640-4				z iː l f ə r ə
1633-4				ai ə ə r ə
1630-4				t ai n
993-4				ɡ l ɔ s ə
-2121-4				r ɔ l ə
1692-4				f a l ə
1694-4				t r p f ə
1062-4				z ai ŋ k ə
476-4				ʃ v a m ə
1051-4				f l iː ə ə
1075-4				b l aː l ə
135-4				ʃ l ai t ə
-134-4				t ɛ n ʃ ə
1839-4				v a + ɡ ə n
1097-4				r r ʏ k + k au
1777-4				f ɔ l ə ə
1434-4				b r ɛ k ə
1417-4				l ai t ə
1424-4				r ai t ə
778-4				p a t
790-4				b r ɪ k ə
1223-4				p ə t ə l
1117-4				z ɛ l ə
1411-4				h a ə ə
1407-4				f a s t ə
1390-4				ʃ ai ŋ ə
2086-4				ɡ d f ə
2082-4				ʃ l r + + ɡ ɪ ə ə
576-4				z iː k ə
579-4				f ɪ n d ə
581-4				f ai l ə n
-1791-4				r iː k ə
-225-4				pf r ai s ə
-2284-4				p l aː ʃ ə
1479-4				au f ə n ə
847-4				h oː
659-4				b r t ə m ə
860-4				m iː t ə
213-4				r ɪ t t
1286-4				f ɛ r ə
1293-4				v ɛ ʃ t ə
474-4				ʃ iː k ə
467-4				t ə n
1177-4				t ɔ f ə
588-4				f l a x
584-4				h + k ə
-1153-4				r ʊ n t ə
700-4				t v a l f ə
875-4				t ə t t
1559-4				a l ə
1565-4				m iː r ə
1968-4				h ə l f t
-350-4				pf a r r
1478-4				b r t m m
