COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
376	w a r u s a r i	w a r u kʲ a	w a r i		w a r ui		w a r iː	w a r ui	w a sː a ɴ	w a r ui
151	n ɨ h u θ u r i								n i ɴ t oː ɴ	
136	n ɨ b u r u r i		n e i m u tɕː o i			n i v			n i ɴ z u ɴ	n e m u r u
289		u d e		u d e		u d i	o d e	u d e		u d e
415	m u s u b u r i	m u s u b u		m u s u b u	m u s u b u		m o s u b u	m u s u b u	m u s u b u ɴ	m u s u b u
159				j a r u			j a r u	j a r u		
218		k u a tː e	k a e t a	k a w a i t a	k a w a i t a					k a w a i t a
107		h i dʑ a k a b u r a			h i z a			h i z a		h i z a
238				d oː	d oː		d o ŋ e	d o g a i n i		d oː
12				a s i r aː	w a t e r a					w a t a s i t a tɕ i
314		m o s i	m o ɕ i k a		m o s i	m u s ɨ	m o s i	m o s i	m u s i	m o s i
91				a t a m a	a t a m a		a t a m a	a t a m a		a t a m a
23	ʔ a r a ɴ					a r a ŋ				
175	s ɨ n a		z ui n a	s u n a	s u n a		s u n a	s u n a	ʃ i n a	s u n a
167	θ e d a					t i d a			t iː d a	
124	x a m u r i								k a n u ɴ	
104		a s i	a ɕ	a s i	a s i		a s i	a s i		a s i
383	n a b i r o s a r i					n a b ɭ ɨː				
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
399	s ɨ r u r i								ʃ i j u ɴ	
142	θ u b u r i		t o i	t o b u	t o b u		t o b u		t u b u ɴ	t o b u
270			m i z u i u ɴ		m i z uː m i					m i z uː m i
123			k uː				k uː	k uː		
444	m u θ u r i				m o ts u	m u ts ɨ	m o ts u	m o ts u	m u ts u ɴ	m o ts u
158					a ŋ e r u					a ŋ e r u
122				t a b e r u	t a b e r u					t a b e r u
280	n a g a m u ɴ								n a g a m u ɴ	
179		tɕ i tɕ i		t u t i	ts u tɕ i		tɕ i tɕ i	ts u tɕ i		ts u tɕ i
290			t e		t eː				t iː	
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
90		ts u b u r i							ɕ i b u r u	
217	x o r a tɕ a ɴ					k aː r a ts ɨ			k aː r a ts oː r u	
339		ɕ o	s i o	s i j o	s i o		s i o	s i o		s i o
84		o b a		o	oː		o	o		
437					k o w a ŋ a r u					k o w a ŋ a r u
384	m a sː ɨ g u	m a sː u g u d u a	m a sː u g u	m a sː u g u	m a sː u ŋ u n a			m a sː u g u		m a sː u ŋ u n a
183		h i	h i	h i	h iː		ɸ i	h i	h w iː	h i
43			tɕ i ɴ k e		tɕ iː s a i			tɕ iː s a i		tɕ i tɕː a i
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
247			a s i k o	a k o	a k o		a s u k o	a k o		a s u k o
85	z u b u					dz uː			z uː	
264	k i r i	k i r i	k i j i	k i r i	k i r i	ts ɨː			tɕ i r i	k i r i
418	n o u r i		n uː	n uː	n uː	n u z ɨ	n oː	n oː		n uː
-260	θ ɨ ɴ		t e i ɴ		t e ɴ	t i n	t e ɴ	t e ɴ dʑ i k u	t i ɴ	
86			s iː b o							s i pː o
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
199	ʔ a ts ɨ s a r i		a tɕ i	a t ui	a ts ui	a ts ɨ		a ts ui	ʔ a ɕ i s a ɴ	a ts ui
233	ʔ a ɴ tɕ u ɴ x j a		a iː d o ɴ	a n o h i t o t a t i	a n o h i t o j a r a		a e r a	a n o h i t o t a tɕ i	ʔ a tː aː	a n o h i t o t a tɕ i
32				j o k e	j oː k e					
362	k i r i r a ɴ	k i r e ɴ n u a	k i r e ɴ		k i r e h e ɴ		k i r e ɴ			k i r e n a i
410	ʔ u θ u r i		u tː a k u						ʔ u ts u ɴ	
3			o iː				o r a	o r e		
296		k u tɕ i b i r u		k u t i b i r o	k u tɕ i b i r u		k u tɕ i b e r o	k u tɕ i b e r a		k u tɕ i b i r u
403		h oː r u		h oː r u	h o r u					
370		k i t a n a kʲ a	k i sː a n e		k i t a n a i		k i t a n eː			k i t a n a i
432			s u i u		s uː		s uː	s uː		s uː
251	b i tɕ i n a								b i ɕ i n u	
357	h i sː a r i					pˢ ɨ s ɨ			h w i sː a ɴ	
58		s a k a n a			s a k a n a					s a k a n a
288			a ɕ	a s i	a s i		a s i			a s i
54						b ɨ k i d u m			w i k i g a	
38					oː k iː	u k u		oː k iː		oː k iː
235	x j a s i		i k e ɴ						ts aː	
382			ts u r u ɴ		ts u r u ts u r u		ts u r u ts u r u	ts u r a ts u r a		
73	s i s i					s ɨː s ɨ			s i s i	
150		n e t e	n e i tɕ o	n e j uː	n e t e r u		n e tɕ oː r u	n e t o r u		n e t e r u
240		d o k o	d o k o	d o k o	d o k o		d o k o	d o k o		d o k o
431		n o m u		n o m u						
191	ʔ oː s a r i								ʔ oː s a ɴ	
109	ts ɨ b u s i					ts ɨ g u s ɨ			tɕ i ɴ s i	
283			s e n a k a	s e n a k a	s e n a k a		s e n a	s e n a k a		s e n a k a
448	ʔ u d u ɴ	u m u				mː		u ɴ d a	ʔ ɴ d oː r u	
359		m i dʑ i k a kʲ a	m i ɕ k e	m i z o i	m i dʑ i k a i		m e tɕ i k eː	m i dʑ i k a i		m i dʑ i k a i
206						m t i			m iː	
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
306	n a r i					n a ɭ			n a i	
354	ʔ a tɕ i ɕ a r i	a ts u kʲ a	a i tɕ i	a t ui			a tɕ iː	a ts ui	ʔ a ɕ i s a ɴ	a ts ui
-136				n e r u	n e r u		n e r u	n e b u r u		
149	x u r i	k u r u	k u	k u r u	k u r u		k u r u	k u r u		k u r u
250		h o k u a	h o k a ɴ	h o k a n o	h o k a n o	p u k a n u	h o k a n o	h o k a n o ɴ		h o k a n o
274	n eː θ a		n u r e i t a	n u r e t a	n u r e t a		n o r e t a	n u r e t a	ɴ d i t oː r u	n u r e t a
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
210	m iː s a r i		n i k e			m ɨː			m iː s a ɴ	
184	u a ts ɨ					u m a ts ɨ				
39			h u t e	h u t o i			ɸ u t eː			
387				eː	eː		eː			iː
1	w a ɴ	w a r e				b a n			w a ɴ	
330				ɕ u dʑ i ɴ	ɕ u dʑ i ɴ					ɕ u dʑ i ɴ
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
11	w a x j a	w a r e ɴ i s a				b a n t iː			w a tː aː	
369	k i r i r u ɴ	k i r e r o	k i r u	k i r e r u	k i r e r u	tʃː i	j oː			k i r e r u
