COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1787-2		tʃ u r u						
1823-2		l e m						
1832-2		k a r m a						
1842-2		l u ŋ						
1860-2		ŋ a m						
1869-2		ʃ u p tʃ a ŋ						
1888-2		ʃ m pʰ i						
1897-2		s e						
1932-2		ɾ i n a ŋ						
1950-2		z u						
1968-2		t o ŋ t a u						
1978-2		k u t p a						
1987-2		s a m						
2015-2		ŋ a m ʃ u						
2118-2		m o ŋ ʃ a						
2238-2		ŋ a r u						
2507-2		tʃ i n u ŋ						
2526-2		l e						
2535-2		ʃ u						
2544-2		ʃ i ŋ						
2560-2		s o ŋ n i tʃ i ŋ						
2569-2		kʰ e tʰ u ɾ						
2578-2		n i tʃ i ŋ						
2596-2		d u ŋ						
2615-2		ɾ i						
2663-2		g i t i						
2690-2		s i						
2719-2		ɾ i d i						
2728-2		k o tʃ u ŋ						
2747-2		ɲ i ŋ u						
2756-2		s e r u						
10-3			dʒ a ŋ					
37-3			n a n					
46-3			n a n					
98-3			kʰ a ŋ tʃ i l a					
125-3			b i ŋ ɾ a					
162-3			l e i s i					
171-3			o m p a					
219-3			t a ŋ p u					
247-3			tʃʰ a ŋ l u					
282-3			l u s p u					
292-3			kʰ a ŋ					
301-3			l i					
354-3			m u m b a t i					
363-3			n a m b u					
397-3			g a m d̪ i					
406-3			kʰ a u					
426-3			m i k p o					
473-3			pʰ i n t a ŋ					
499-3			z a m i n					
526-3			g a l a					
544-3			kʰ u					
553-3			k o t a ŋ					
599-3			g o i tʰ a m					
608-3			b a n tʰ u					
617-3			j e n					
645-3			a n a					
663-3			s o ŋ tʰ u					
672-3			t o ŋ p a					
681-3			ɲ e ɾ i					
690-3			m i ŋ					
708-3			dʒ a ŋ l i ŋ b u					
717-3			dʒ o k p u					
726-3			s i					
744-3			a p a					
782-3			m i					
791-3			ŋ a					
800-3			ŋ a					
809-3			m o m n a ŋ					
836-3			p i p i					
881-3			l a m					
890-3			r a w a					
899-3			s e					
926-3			tʃʰ a m					
944-3			g a ɾ a ŋ					
953-3			ʃ ŋ a ɾ a ŋ					
980-3			w a ɾ o ŋ					
998-3			pʰ a i					
1022-3			g j a tʰ u					
1031-3			b i n a ŋ kʰ u l a					
1069-3			tʃ o ŋ l l z a					
1079-3			ʃ l l a w a					
1098-3			j a ŋ b u l a					
1117-3			tʃ u n					
1141-3			ɾ i ŋ b u					
1189-3			m a n					
1198-3			n u a					
1208-3			z a l a					
1217-3			l a ɲ i l l					
1253-3			a m a					
1271-3			n o w a ŋ					
1289-3			m i ŋ					
1316-3			ŋ a ŋ					
1325-3			kʰ a m					
1334-3			s i ŋ b a					
1343-3			b u i n a ŋ					
1361-3			j e n a ŋ l					
1370-3			n a w u ŋ					
1388-3			m a n b a					
1397-3			tʰ u					
1406-3			tʃ o ŋ					
1424-3			g a ɾ a ŋ p l a l l					
1433-3			ʃ u g u					
1442-3			l a m					
1451-3			b a d̪ a m					
1468-3			pʰ a k p o					
1477-3			ŋ a					
1502-3			ŋ a m s u					
1511-3			m u d̪ a r a ŋ m a					
1529-3			tʃʰ a l u					
1538-3			s o l u					
1557-3			tʃ o i d̪ u ŋ					
1618-3			i ŋ tʃ a					
1663-3			z u m					
1689-3			ŋ o i					
1698-3			kʰ u ŋ					
1707-3			m o ŋ n a ŋ					
1716-3			ŋ a m l l					
1742-3			m u g i					
1751-3			b u l i l a					
1778-3			z a					
1787-3			tʃʰ u l p u					
1823-3			l e m					
1832-3			k a l m a					
1842-3			l u ŋ					
1860-3			ŋ a m					
1869-3			ʃ u p d̪ a ŋ					
1888-3			ʃ a m pʰ i					
1897-3			s e					
1932-3			ɾ i n a ŋ s o p l a					
1950-3			z u					
1968-3			t o ŋ t a d̪ u ɾ a					
1978-3			k u t p a					
1987-3			s a m					
2015-3			ŋ a m ŋ u l a					
2118-3			m o ŋ ʃ o					
2238-3			ŋ a l ŋ u					
2507-3			d̪ i n u ŋ					
2526-3			l e					
2535-3			ʃ a					
2544-3			ʃ i ŋ					
2560-3			s o ŋ n i tʃ i ŋ					
2569-3			kʰ e tʰ u ɾ					
2578-3			n i tʃ i ŋ					
2596-3			d̪ u ŋ					
2615-3			ɾ i					
2663-3			g i t i l					
2690-3			s i j a					
2719-3			ɾ i d̪ i					
2728-3			k o tʃ u ŋ					
2747-3			ɲ e ŋ					
2756-3			s e l b u					
10-4				d a ŋ				
37-4				n a n				
46-4				n a n				
98-4				kʰ a ŋ pʰ i a				
125-4				b i j a ŋ ɾ a				
162-4				l e i s i				
171-4				o m k a				
219-4				t a ŋ p u				
247-4				tʃʰ a ŋ l u ŋ				
282-4				l u s p u				
292-4				kʰ a ŋ				
301-4				l i				
354-4				m u m b a t i				
363-4				ɲ i m b u				
397-4				kʰ a m d				
406-4				kʰ a m u ŋ				
426-4				m u g p a				
473-4				pʰ i a ŋ				
499-4				z a m a n				
526-4				g a r a				
544-4				kʰ u				
553-4				g o t a ŋ				
599-4				g a tʰ a m				
608-4				b a tʰ u				
617-4				j e n				
645-4				a n a				
663-4				s o tʰ u r				
672-4				t o ŋ p a				
681-4				ɲ i ɾ i				
690-4				m i ŋ				
708-4				tʰ a r i ŋ b u				
717-4				d o g p u				
726-4				s i				
744-4				a p a				
782-4				m i				
791-4				n a				
800-4				n a				
809-4				m o m n a				
836-4				p r i				
881-4				l a m				
890-4				r a w a				
899-4				s e r				
926-4				tʃʰ a m				
944-4				g a r a ŋ				
953-4				ɕ j a ɾ a ŋ				
980-4				w a d u ŋ				
998-4				tʃʰ a i				
1022-4				ă a tʰ u r				
1031-4				b i m m				
1069-4				tʃʰ a a ŋ m				
1079-4				tʃʰ a w a				
1098-4				j a ŋ tʃʰ u				
1117-4				tʃʰ u n				
1141-4				d i ŋ m u				
1189-4				m a n				
1198-4				n u m a				
1208-4				z a l a				
1217-4				l a n i				
1253-4				a m a				
1271-4				n o a ŋ				
1289-4				m i ŋ				
1316-4				n a ŋ				
1325-4				kʰ a m				
1334-4				s i ŋ m a				
1343-4				b i n a				
1361-4				j e n a a m				
1370-4				n a kʰ u ŋ				
1388-4				m a n m a				
1397-4				tʰ u r				
1406-4				tʃʰ o ŋ				
1424-4				g ă z ŋ p a r m				
1433-4				d u g u				
1442-4				l a m				
1451-4				b a r m				
1468-4				pʰ a g p a				
1477-4				n a s				
1502-4				n a m s u				
1511-4				m u d̪ ŋ j a ŋ b a				
1529-4				tʃʰ a l u				
1538-4				s u l u				
1557-4				tʃʰ o i d u ŋ				
1618-4				i n tʃ a				
1663-4				z u m				
1689-4				n o i				
1698-4				kʰ u ŋ				
1707-4				m o ŋ n a				
1716-4				n a m a ŋ				
1742-4				m u g u				
1751-4				b o tʃ i a				
1778-4				j a				
1787-4				tʰ u r p u				
1823-4				l e m				
1832-4				g a r m a				
1842-4				l u ŋ				
1860-4				n a m a ŋ				
1869-4				d i p ă a ŋ				
1888-4				d a m p i				
1897-4				s e				
1932-4				s i n a b m m m				
1950-4				z u				
1968-4				t o ŋ t a m				
1978-4				g u tʰ p a ŋ				
1987-4				bʱ a m				
2015-4				n a m l a m				
2118-4				m o ŋ tʃʰ tʃʰ o ŋ tʃʰ a m				
2238-4				n a r l a m				
2507-4				tʰ a n u				
2526-4				l e				
2535-4				ĭ a				
2544-4				bʱ i ŋ				
2560-4				s o ŋ ɲ i tʃ ŋ				
2569-4				kʰ a i tʰ u r				
2578-4				ɲ i tʃ ŋ				
2596-4				d u ŋ				
2615-4				ɾ i				
2663-4				g i tʃʰ i j a				
2690-4				s i a				
2719-4				ɾ i d i				
2728-4				g o tʃ a ŋ				
2747-4				ɲ i				
2756-4				tʃʰ e r b u				
10-5					dʒ a ŋ			
37-5					n a n			
46-5					n a n			
98-5					kʰ a ŋ tʃ i l a			
125-5					b e ŋ r a			
162-5					l e i s i			
171-5					o m ʃ a			
219-5					t a ŋ p u			
247-5					a ŋ l u ŋ			
282-5					l u s p u			
292-5					kʰ a ŋ			
301-5					l i			
354-5					m u m b t i			
363-5					n a m b u			
397-5					g a m t i			
406-5					kʰ o u			
426-5					m tʃ k p a			
473-5					pʰ i n a ŋ			
499-5					z a m tʃ n			
526-5					g a ʃ a			
544-5					kʰ u			
553-5					k o t a ŋ			
599-5					g o i tʰ a m			
608-5					b n tʰ o			
617-5					j e n			
645-5					a n a			
663-5					s o ŋ tʰ u r			
672-5					t o ŋ p a			
681-5					ɲ i r i			
690-5					m i ŋ			
708-5					dʒ a l i ŋ b u			
717-5					dʒ o k p u			
726-5					s i			
744-5					a p a			
782-5					m i			
791-5					ŋ a			
800-5					ŋ a			
809-5					m o m n a ŋ			
836-5					p tʃ i			
881-5					l a m			
890-5					r e tʃ			
899-5					s e r			
926-5					tʃ a m			
944-5					g a r a ŋ			
953-5					ʃ a r a ŋ			
980-5					tʃ a r u ŋ			
998-5					pʰ e i			
1022-5					tʃ a tʰ u r			
1031-5					b i n a ŋ kʰ u kʰ e n			
1069-5					tʃ o u ŋ			
1079-5					ʃ e tʃ a			
1098-5					j a ŋ b u			
1117-5					tʃ u n			
1141-5					r i ŋ b u			
1189-5					m a n			
1198-5					n u			
1208-5					z a l a			
1217-5					l a ɲ i			
1253-5					a m a			
1271-5					n o tʃ a ŋ			
1289-5					m i ŋ			
1316-5					ŋ a ŋ			
1325-5					kʰ a m			
1334-5					s i ŋ b a			
1343-5					b i n a ŋ			
1361-5					j e n a ŋ			
1370-5					n a g u ŋ			
1388-5					m a n b a			
1397-5					tʰ u r			
1406-5					tʃ o ŋ			
1424-5					g a r a ŋ p a r			
1433-5					ʃ u g u			
1442-5					l a m			
1451-5					b d a m			
1468-5					pʰ a k p a			
1477-5					ŋ a s			
1502-5					ŋ a m s u			
1511-5					m u j a ŋ p a			
1529-5					tʃ a l u			
1538-5					s u l u			
1557-5					tʃ o i d u ŋ			
1618-5					i n tʃ a			
1663-5					z u m			
1689-5					ŋ o i			
1698-5					kʰ u ŋ			
1707-5					m o ŋ n a m			
1716-5					ŋ a m			
1742-5					m u g i			
1751-5					b u tʃ i l a			
1778-5					z a			
1787-5					tʃ u r tʃ u			
1823-5					l e m			
1832-5					k a r m a			
1842-5					l u ŋ			
1860-5					ŋ a m			
1869-5					ʃ u p tʃ a ŋ			
1888-5					ʃ a m pʰ i			
1897-5					s e			
1932-5					r i n a ŋ s o p kʰ e n			
1950-5					z u			
1968-5					t o ŋ t a			
1978-5					k u t p a			
1987-5					s a m			
2015-5					ŋ a m kʰ e n			
2118-5					m o ŋ ʃ u o ŋ kʰ e n			
2238-5					ŋ a r kʰ e n			
2507-5					tʃ tʃ n u ŋ			
2526-5					l e			
2535-5					ʃ a			
2544-5					ʃ i ŋ			
2560-5					s o ŋ n i tʃ i ŋ			
2569-5					kʰ e tʰ u r			
2578-5					n i tʃ i ŋ			
2596-5					d u ŋ			
2615-5					r i			
2663-5					g i t i			
2690-5					s i			
2719-5					r i d i			
2728-5					k o tʃ u ŋ			
2747-5					ɲ i ŋ			
2756-5					s e r u			
10-6						a ŋ		
37-6						n a n		
46-6						n a n		
98-6						kʰ a ŋ tʃ i l a		
125-6						b i ŋ ɾ a		
162-6						l e i s i		
171-6						o m ʃ a		
219-6						t a ŋ p u		
247-6						a ŋ l u		
282-6						l u s p u		
292-6						kʰ a ŋ		
301-6						l i		
354-6						m u m b a t i		
363-6						n a m b u		
397-6						g a m tʰ i		
406-6						kʰ a u		
426-6						m k p a		
473-6						pʰ i n a ŋ		
499-6						z a m i n		
526-6						g a ʃ a		
544-6						kʰ u		
553-6						k o t a ŋ		
599-6						g o i tʰ a m		
608-6						b a n tʰ u		
617-6						j e n		
645-6						a n a		
663-6						s o ŋ tʰ u r		
672-6						t o ŋ p a		
681-6						ŋ i ɾ i		
690-6						m i ŋ		
708-6						a ŋ ɾ i ŋ b u		
717-6						o k p u		
726-6						s i		
744-6						a p a		
782-6						m i		
791-6						ŋ a		
800-6						ŋ a		
809-6						m o m n a ŋ		
836-6						p ʃ i		
881-6						l a m		
890-6						r a a		
899-6						s e r		
926-6						a m		
944-6						g a ɾ a ŋ		
953-6						ʃ a ɾ a ŋ		
980-6						w a ɾ o ŋ		
998-6						pʰ e i		
1022-6						a tʰ u r		
1031-6						b i n a ŋ u a		
1069-6						tʃ o w a ŋ a		
1079-6						ʃ i a w a		
1098-6						j a ŋ b u		
1117-6						tʃ u n		
1141-6						ɾ i ŋ b u		
1189-6						m a n		
1198-6						n u		
1208-6						z a l a		
1217-6						l a ŋ i		
1253-6						a m a		
1271-6						n o a ŋ		
1289-6						m i ŋ		
1316-6						ŋ a ŋ		
1325-6						kʰ a m		
1334-6						s i ŋ b a		
1343-6						b u i n a ŋ		
1361-6						j e n a ŋ		
1370-6						n a k u ŋ		
1388-6						m a n b a		
1397-6						tʰ u r		
1406-6						tʃ o ŋ		
1424-6						g a ɾ a ŋ p a r		
1433-6						ʃ u g u		
1442-6						l a m		
1451-6						b a d a m		
1468-6						pʰ a k p a		
1477-6						ŋ a s		
1502-6						ŋ a m s u		
1511-6						m u d̪ a ŋ b a		
1529-6						a l u		
1538-6						s o l u		
1557-6						tʃ o i d u ŋ		
1618-6						i ŋ tʃ a		
1663-6						z u m		
1689-6						ŋ o i		
1698-6						kʰ u ŋ		
1707-6						m o ŋ n a ŋ		
1716-6						ŋ a m		
1742-6						m u g i		
1751-6						b u ʃ i l a		
1778-6						z a		
1787-6						u r p u		
1823-6						l e m		
1832-6						k a r m a		
1842-6						l u ŋ		
1860-6						ŋ a m		
1869-6						ʃ u p a ŋ		
1888-6						ʃ a m pʰ i		
1897-6						s e		
1932-6						ɾ i n a ŋ a		
1950-6						z u		
1968-6						t o ŋ t a u		
1978-6						k u t p a		
1987-6						s a m		
2015-6						ŋ a m ʃ u n		
2118-6						m o ŋ ʃ a		
2238-6						ŋ a r u n		
2507-6						tʰ i n u ŋ		
2526-6						l e		
2535-6						ʃ a		
2544-6						ʃ i ŋ		
2560-6						s o ŋ n i tʃ i ŋ		
2569-6						kʰ e tʰ u ɾ		
2578-6						n i tʃ i ŋ		
2596-6						d u ŋ		
2615-6						ɾ i		
2663-6						g i t i		
2690-6						s i a		
2719-6						ɾ i d i		
2728-6						k o tʃ u ŋ		
2747-6						ŋ i ŋ		
2756-6						s e r u		
10-7							dʒ a ŋ	
37-7							n a n	
46-7							n a n	
98-7							kʰ a ŋ dʒ i l a	
125-7							b i ŋ ɾ a	
162-7							l e i s i	
171-7							o m ʃ a	
219-7							t a ŋ p u	
247-7							dʒ a ŋ kʰ u ŋ	
282-7							l u s p u	
292-7							kʰ a ŋ	
301-7							l i	
354-7							m u m b a t̪ i	
363-7							n a m b u	
397-7							g a m tʰ i	
406-7							kʰ a kʰ u	
426-7							m u k p a	
473-7							pʰ i n u a ŋ	
499-7							z a m i n	
526-7							g a ʃ i	
544-7							kʰ u	
553-7							k u t̪ a ŋ	
599-7							g o i dʒ a m	
608-7							b a n kʰ o	
617-7							j e n	
645-7							a n a	
663-7							s u ŋ kʰ u r	
672-7							t o ŋ p a	
681-7							ɲ i ɾ i	
690-7							m i ŋ	
708-7							tʃ ə ɾ i b u	
717-7							tʃ o k p u	
726-7							s i	
744-7							a p a	
782-7							m i	
791-7							ŋ a	
800-7							ŋ a	
809-7							m o m n a ŋ	
836-7							p a z i	
881-7							l a m	
890-7							a b a	
899-7							s e r	
926-7							dʒ a m	
944-7							g a ɾ a ŋ	
953-7							ʃ a ɾ a ŋ	
980-7							dʒ a r o ŋ	
998-7							pʰ e i	
1022-7							i a kʰ u r	
1031-7							b i n a ŋ kʰ kʰ kʰ n	
1069-7							ts o a ŋ kʰ kʰ n	
1079-7							ʃ kʰ a a ɲ a	
1098-7							j a ŋ b u	
1117-7							tʃ u n	
1141-7							ɾ i b u	
1189-7							m a n	
1198-7							n u r	
1208-7							z a l a n	
1217-7							l a i kʰ r	
1253-7							a m a	
1271-7							n o a ŋ	
1289-7							m i ŋ	
1316-7							ŋ a ŋ	
1325-7							kʰ a m	
1334-7							s i ŋ b a	
1343-7							b u i n a ŋ	
1361-7							j e n a ŋ r	
1370-7							n a g u ŋ	
1388-7							m a n b i	
1397-7							kʰ u r	
1406-7							tʃ o ŋ	
1424-7							g a ɾ a ŋ p a a r	
1433-7							t̪ u g u	
1442-7							l a m	
1451-7							b a d a m	
1468-7							pʰ a k p i	
1477-7							ŋ a s	
1502-7							ŋ a m s u	
1511-7							m u d j a ŋ b a	
1529-7							tʃ a l u	
1538-7							s u l u	
1557-7							tʃ o i d u ŋ	
1618-7							i ŋ tʃ a	
1663-7							z u m	
1689-7							ŋ o i	
1698-7							kʰ u ŋ	
1707-7							m o ŋ n a ŋ	
1716-7							ŋ a m kʰ	
1742-7							m u g i	
1751-7							b u tʃ i l a	
1778-7							z a	
1787-7							tʃ u r ts u r	
1823-7							l e m	
1832-7							k a r m i	
1842-7							l u ŋ	
1860-7							ŋ a m kʰ	
1869-7							ʃ u p dʒ a ŋ	
1888-7							ʃ a m pʰ i	
1897-7							s e	
1932-7							ɾ i n ŋ kʰ kʰ kʰ kʰ n	
1950-7							z u	
1968-7							t o ŋ t a kʰ kʰ n	
1978-7							k u t p a	
1987-7							s a m	
2015-7							ŋ a m kʰ ə n	
2118-7							m o ŋ ʃ kʰ kʰ kʰ t u n	
2238-7							ŋ a r e n	
2507-7							dʒ i n u ŋ	
2526-7							l e n	
2535-7							ʃ kʰ a	
2544-7							ʃ i ŋ	
2560-7							s u ŋ n i tʃ i ŋ	
2569-7							kʰ e kʰ kʰ u ɾ	
2578-7							n i tʃ i ŋ	
2596-7							d u ŋ	
2615-7							ɾ i	
2663-7							g i t i	
2690-7							s i	
2719-7							ɾ i d i	
2728-7							k o tʃ u ŋ	
2747-7							ɲ i ŋ kʰ	
2756-7							s e r u	
10-8								dʒ a ŋ
37-8								n a n
46-8								n a n
98-8								kʰ a ŋ tʃ i l a
125-8								p i p a ŋ ɾ a
162-8								l e i s i
171-8								o m ʃ a
219-8								t a ŋ p u
247-8								tʃʰ a ŋ l u ŋ
282-8								l u s p u
292-8								kʰ a ŋ
301-8								l i
354-8								m i m b a t̪ i
363-8								n a m b u
397-8								g a m d i
406-8								kʰ a m u
426-8								m i k p e
473-8								pʰ i n p a n
499-8								z a m i n
526-8								g a ʃ a
544-8								kʰ u
553-8								k o t̪ a ŋ
599-8								g o i tʰ a m
608-8								b a tʰ o
617-8								j e n
645-8								a n a
663-8								s o ŋ tʰ u r
672-8								t o ŋ p e
681-8								n i ɾ i
690-8								m i ŋ
708-8								dʒ a ŋ l i ŋ b u
717-8								tʃ o k p u
726-8								s i
744-8								a p e
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								m o m n a ŋ
836-8								p l i
881-8								l a m
890-8								ɾ pʰ a
899-8								s e r
926-8								tʃʰ a m
944-8								g a ɾ a ŋ
953-8								ʃ a ɾ a ŋ
980-8								pʰ a ɾ o ŋ
998-8								pʰ a n i
1022-8								h a tʰ u r
1031-8								p i a ŋ a p a
1069-8								tʃ a p a ŋ p a a
1079-8								ʃ a m a
1098-8								j a ŋ b u n
1117-8								tʃʰ u n
1141-8								ɾ i ŋ b u
1189-8								m a n
1198-8								n i m a
1208-8								z a l a k o
1217-8								l a ɲ i a
1253-8								a m a
1271-8								n o p a ŋ
1289-8								m i ŋ
1316-8								ŋ a ŋ
1325-8								kʰ a m
1334-8								s i ŋ b a
1343-8								b u i n a ŋ
1361-8								j e n a ŋ a m
1370-8								n a k u ŋ
1388-8								m a n b a
1397-8								tʰ u r
1406-8								tʃ o ŋ
1424-8								g a ɾ a ŋ p a n a r
1433-8								ʃ u g u
1442-8								l a m
1451-8								p a d a m
1468-8								pʰ a k p e
1477-8								ŋ a s
1502-8								ŋ a m s u
1511-8								m i t j a ŋ b a
1529-8								tʃ a l u
1538-8								s o l u
1557-8								tʃ o i d u ŋ
1618-8								i n t a
1663-8								z u m
1689-8								ŋ o i
1698-8								kʰ u ŋ
1707-8								m o ŋ n a n
1716-8								ŋ a m a
1742-8								m i g i
1751-8								b u ʃ i l a
1778-8								z a
1787-8								tʃ u r p u m
1823-8								l e m
1832-8								k a r m a
1842-8								l u ŋ
1860-8								ŋ a m a
1869-8								ʃ u p a ŋ
1888-8								ʃ a m p i
1897-8								s e
1932-8								ɾ i n a ŋ a p a
1950-8								z u
1968-8								t o ŋ t a n a
1978-8								k u t p e n
1987-8								h a m
2015-8								ŋ a m a n
2118-8								m o ŋ tʃ p p a n
2238-8								ŋ a r p a
2507-8								tʃʰ i n i ŋ
2526-8								l e
2535-8								ʃ a n
2544-8								ʃ i ŋ
2560-8								s o ŋ n i tʃ i ŋ
2569-8								kʰ a n tʰ u r
2578-8								n i tʃ i ŋ
2596-8								d u ŋ
2615-8								ɾ i
2663-8								g i t i a
2690-8								s i a
2719-8								ɾ i d i
2728-8								k o tʃ u ŋ
2747-8								n i ŋ
2756-8								pʰ e r b u
