COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
884-4				g u n d i
166-4				g u n d u
918-4				a f a r a
831-4				h a ʃ e
616-4				b eː r
84-4				h o ʃ ɛ l e
346-4				h o h u l
601-4				s i g i
177-4				a ʔ a f a
341-4				a ʔ o l a
1066-4				a ɛ n z i
318-4				f u n i
241-4				m a ʃ o
556-4				h a n d u
191-4				ɓ ɛ
458-4				a z ʔ i
1-4				h a n z i
751-4				r o
864-4				a ŋ g o a
154-4				a m a n ʔ i
278-4				a m i l a
766-4				ʃ oː r a
251-4				a g o r u
582-4				o ʔ o
6-4				a l i
1106-4				n d o
473-4				o d ə
1111-4				h a l u
957-4				m a r e
41-4				b i
566-4				a f a a n a
742-4				a g o
1044-4				ʃ i m d i
13-4				h a h i
720-4				a z a l a
837-4				m a z i
946-4				ɓ a
820-4				a z o r i
405-4				b eː
134-4				ɓ eː ɗ i i
1078-4				m u h i
429-4				b o ŋ o ʃ
187-4				b u z ʔ ʔ
438-4				n d ɛ n
