COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
41-2		b i e		
468-3			θ a b a	
222-3			a b a b a	
208-3			a b u r b a r	
962-3			a g o r a	
203-3			a g u d i	
138-3			ʃ i l l	
504-3			ɗ ɔ ʃ a	
662-3			p ʔ eː d	
478-3			g ɔ d a	
409-3			a r e	
410-3			g u n d i	
256-3			p ʔ eː l a	
622-3			n d u	
546-3			n d u	
547-3			ʃ ɛ l a	
847-3			a ɛ d i i	
95-3			b ɛ d a	
105-3			b ɛ n i	
510-3			b ɔ ʃ a	
951-3			m b a m a	
1116-3			m b a m a	
149-3			p ʔ u l i	
376-3			p ʔ eː l i	
815-3			g ɔ r a	
453-3			ɗ u ŋ a	
67-3			ɗ a ʃ a	
47-3			d ɔ k ɔ l a	
869-3			ɗ i l a	
57-3			k ʔ g u	
303-3			g ʔ s ʔ i i l a	
443-3			g ɛ r a	
884-3			g u n d i	
166-3			g u n d i	
918-3			a b a r e	
831-3			h a ʃ ʃ	
616-3			b ʔ e	
84-3			h ɔ ʃ a l a	
346-3			h ɔ l ɔ l	
601-3			s i g i	
177-3			k ʔ a ɗ a	
341-3			k ʔ ɔ l a	
1066-3			f ɛ n s a	
318-3			f iː ʃ i	
241-3			m a n ʃ	
556-3			h a n d u	
191-3			p ʔ m b i l	
458-3			a s ʔ i s ʔ i	
1-3			h a n s i	
751-3			r ɔ	
864-3			a ɔ ŋ a	
154-3			a m a n s i	
278-3			a m i l a	
766-3			ʃ ʔ r a	
251-3			a g u r u	
582-3			ɔ ʔ ɔ ŋ ɔ	
6-3			a l i	
1106-3			n g ɔ	
473-3			iː ŋ a	
1111-3			h a l u	
957-3			m a r e	
468-4				θ a b a
222-4				a b o b o
208-4				a b u r
962-4				a g o r a
203-4				a g u
138-4				ʃ i l e
504-4				aː ʃ ʃ a
662-4				ɓ u d a
478-4				g o ɗ e
409-4				a r e
410-4				g u n d u
256-4				ɓ aː l e
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a
847-4				n d n d
95-4				b ə ɗ i
105-4				b o n d
510-4				b o ʃ a
951-4				m b ə m a
1116-4				m b ə m a
149-4				ɓ u s i
376-4				ɓ ə l i
815-4				g o r a
453-4				aː u n e
67-4				aː aː ʃ e
47-4				t o k o l e
869-4				aː ʃ l a
57-4				k ʔ g u
303-4				g a z i
443-4				g o r a
884-4				g u n d i
166-4				g u n d u
918-4				a b a r e
831-4				h a ʃ i
616-4				b ə e
84-4				h o ʃ a l e
346-4				h u h u l e
601-4				s i g i
177-4				a ʔ a w a
341-4				k ʔ o l a
1066-4				aː ɛ n z i
318-4				aː ʃ ʃ i
241-4				m aː ʃ i
556-4				h a n d u
191-4				ɓ ɛ m b ʔ
458-4				a s ʔ i
1-4				h a n o i
751-4				r o ŋ k ʔ
864-4				a ŋ g n e
154-4				a m a n
278-4				a m l l
766-4				ʃ oː r a
251-4				a g o r u
582-4				o ʔ o ŋ
6-4				a l i
1106-4				n g o
473-4				o d n e
1111-4				h a l u
957-4				m a r e
41-4				b i
