index	index_p	rindex	rindex_p	cogid	id_BelejeGonfoye	segment_BelejeGonfoye	segment_BelejeGonfoye_L1	segment_BelejeGonfoye_L2	segment_BelejeGonfoye_L3	segment_BelejeGonfoye_R1	segment_BelejeGonfoye_R2	segment_BelejeGonfoye_R3	SC_BelejeGonfoye	SC_BelejeGonfoye_L1	SC_BelejeGonfoye_L2	SC_BelejeGonfoye_L3	SC_BelejeGonfoye_R1	SC_BelejeGonfoye_R2	SC_BelejeGonfoye_R3	PROSODY_BelejeGonfoye	PROSODY_BelejeGonfoye_L1	PROSODY_BelejeGonfoye_L2	PROSODY_BelejeGonfoye_L3	PROSODY_BelejeGonfoye_R1	PROSODY_BelejeGonfoye_R2	PROSODY_BelejeGonfoye_R3	id_Fadashi	segment_Fadashi	segment_Fadashi_L1	segment_Fadashi_L2	segment_Fadashi_L3	segment_Fadashi_R1	segment_Fadashi_R2	segment_Fadashi_R3	SC_Fadashi	SC_Fadashi_L1	SC_Fadashi_L2	SC_Fadashi_L3	SC_Fadashi_R1	SC_Fadashi_R2	SC_Fadashi_R3	PROSODY_Fadashi	PROSODY_Fadashi_L1	PROSODY_Fadashi_L2	PROSODY_Fadashi_L3	PROSODY_Fadashi_R1	PROSODY_Fadashi_R2	PROSODY_Fadashi_R3	id_Maiyu	segment_Maiyu	segment_Maiyu_L1	segment_Maiyu_L2	segment_Maiyu_L3	segment_Maiyu_R1	segment_Maiyu_R2	segment_Maiyu_R3	SC_Maiyu	SC_Maiyu_L1	SC_Maiyu_L2	SC_Maiyu_L3	SC_Maiyu_R1	SC_Maiyu_R2	SC_Maiyu_R3	PROSODY_Maiyu	PROSODY_Maiyu_L1	PROSODY_Maiyu_L2	PROSODY_Maiyu_L3	PROSODY_Maiyu_R1	PROSODY_Maiyu_R2	PROSODY_Maiyu_R3	id_Undulu	segment_Undulu	segment_Undulu_L1	segment_Undulu_L2	segment_Undulu_L3	segment_Undulu_R1	segment_Undulu_R2	segment_Undulu_R3	SC_Undulu	SC_Undulu_L1	SC_Undulu_L2	SC_Undulu_L3	SC_Undulu_R1	SC_Undulu_R2	SC_Undulu_R3	PROSODY_Undulu	PROSODY_Undulu_L1	PROSODY_Undulu_L2	PROSODY_Undulu_L3	PROSODY_Undulu_R1	PROSODY_Undulu_R2	PROSODY_Undulu_R3
4	0.5714	4	0.5714	13																							9	a	h	l	a	m	i	s	A	H	L	A	M	I	S	7	3	5	7	4	7	3	10	a	h	-	-	m	i	s	A	H	_	_	M	I	S	7	3	0	0	4	7	3	11	a	h	l	a	m	i	s	A	H	L	A	M	I	S	7	3	5	7	4	7	3
5	0.7143	3	0.4286	13																							9	m	a	h	l	i	s	∅	M	A	H	L	I	S	∅	4	7	3	5	7	3	∅	10	m	a	h	-	i	s	∅	M	A	H	_	I	S	∅	4	7	3	0	7	3	∅	11	m	a	h	l	i	s	∅	M	A	H	L	I	S	∅	4	7	3	5	7	3	∅
6	0.8571	2	0.2857	13																							9	i	m	a	h	s	∅	∅	I	M	A	H	S	∅	∅	7	4	7	3	3	∅	∅	10	i	m	a	h	s	∅	∅	I	M	A	H	S	∅	∅	7	4	7	3	3	∅	∅	11	i	m	a	h	s	∅	∅	I	M	A	H	S	∅	∅	7	4	7	3	3	∅	∅
7	1.0000	1	0.1429	13																							9	s	i	m	a	∅	∅	∅	S	I	M	A	∅	∅	∅	3	7	4	7	∅	∅	∅	10	s	i	m	a	∅	∅	∅	S	I	M	A	∅	∅	∅	3	7	4	7	∅	∅	∅	11	s	i	m	a	∅	∅	∅	S	I	M	A	∅	∅	∅	3	7	4	7	∅	∅	∅
1	0.3333	3	1.0000	20																							12	f	∅	∅	∅	i	ʃ	∅	B	∅	∅	∅	I	S	∅	3	∅	∅	∅	7	3	∅	13	f	∅	∅	∅	i	ʃ	∅	B	∅	∅	∅	I	S	∅	3	∅	∅	∅	7	3	∅																						
2	0.6667	2	0.6667	20																							12	i	f	∅	∅	ʃ	∅	∅	I	B	∅	∅	S	∅	∅	7	3	∅	∅	3	∅	∅	13	i	f	∅	∅	ʃ	∅	∅	I	B	∅	∅	S	∅	∅	7	3	∅	∅	3	∅	∅																						
3	1.0000	1	0.3333	20																							12	ʃ	i	f	∅	∅	∅	∅	S	I	B	∅	∅	∅	∅	3	7	3	∅	∅	∅	∅	13	ʃ	i	f	∅	∅	∅	∅	S	I	B	∅	∅	∅	∅	3	7	3	∅	∅	∅	∅																						
1	0.5000	2	1.0000	24	14	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅	15	s	∅	∅	∅	iː	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅	16	s	∅	∅	∅	iː	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	24	14	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅	15	iː	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅	16	iː	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																						
1	0.2500	4	1.0000	25	17	lː	∅	∅	∅	a	r	e	L	∅	∅	∅	A	R	E	5	∅	∅	∅	7	5	7	18	θ	∅	∅	∅	aː	r	e	D	∅	∅	∅	A	R	E	3	∅	∅	∅	7	5	7	19	θ	∅	∅	∅	aː	r	e	D	∅	∅	∅	A	R	E	3	∅	∅	∅	7	5	7																						
2	0.5000	3	0.7500	25	17	a	lː	∅	∅	r	e	∅	A	L	∅	∅	R	E	∅	7	5	∅	∅	5	7	∅	18	aː	θ	∅	∅	r	e	∅	A	D	∅	∅	R	E	∅	7	3	∅	∅	5	7	∅	19	aː	θ	∅	∅	r	e	∅	A	D	∅	∅	R	E	∅	7	3	∅	∅	5	7	∅																						
3	0.7500	2	0.5000	25	17	r	a	lː	∅	e	∅	∅	R	A	L	∅	E	∅	∅	5	7	5	∅	7	∅	∅	18	r	aː	θ	∅	e	∅	∅	R	A	D	∅	E	∅	∅	5	7	3	∅	7	∅	∅	19	r	aː	θ	∅	e	∅	∅	R	A	D	∅	E	∅	∅	5	7	3	∅	7	∅	∅																						
4	1.0000	1	0.2500	25	17	e	r	a	lː	∅	∅	∅	E	R	A	L	∅	∅	∅	7	5	7	5	∅	∅	∅	18	e	r	aː	θ	∅	∅	∅	E	R	A	D	∅	∅	∅	7	5	7	3	∅	∅	∅	19	e	r	aː	θ	∅	∅	∅	E	R	A	D	∅	∅	∅	7	5	7	3	∅	∅	∅																						
1	0.3333	3	1.0000	41	20	b	∅	∅	∅	i	e	∅	P	∅	∅	∅	I	E	∅	1	∅	∅	∅	7	7	∅	21	b	∅	∅	∅	eː	-	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							22	b	∅	∅	∅	i	e	∅	P	∅	∅	∅	I	E	∅	1	∅	∅	∅	7	7	∅
2	0.6667	2	0.6667	41	20	i	b	∅	∅	e	∅	∅	I	P	∅	∅	E	∅	∅	7	1	∅	∅	7	∅	∅	21	eː	b	∅	∅	-	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							22	i	b	∅	∅	e	∅	∅	I	P	∅	∅	E	∅	∅	7	1	∅	∅	7	∅	∅
3	1.0000	1	0.3333	41	20	e	i	b	∅	∅	∅	∅	E	I	P	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅	21	-	eː	b	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							22	e	i	b	∅	∅	∅	∅	E	I	P	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅
1	0.2000	5	1.0000	52	23	d	∅	∅	∅	oː	-	ʃ	T	∅	∅	∅	U	_	S	1	∅	∅	∅	7	0	3																							24	d	∅	∅	∅	ʊu̯	o	ʃ	T	∅	∅	∅	Y	U	S	1	∅	∅	∅	7	7	3	25	t	∅	∅	∅	oː	-	ʃ	T	∅	∅	∅	U	_	S	1	∅	∅	∅	7	0	3
2	0.4000	4	0.8000	52	23	oː	d	∅	∅	-	ʃ	i	U	T	∅	∅	_	S	I	7	1	∅	∅	0	3	7																							24	ʊu̯	d	∅	∅	o	ʃ	-	Y	T	∅	∅	U	S	_	7	1	∅	∅	7	3	0	25	oː	t	∅	∅	-	ʃ	-	U	T	∅	∅	_	S	_	7	1	∅	∅	0	3	0
3	0.6000	3	0.6000	52	23	-	oː	d	∅	ʃ	i	∅	_	U	T	∅	S	I	∅	0	7	1	∅	3	7	∅																							24	o	ʊu̯	d	∅	ʃ	-	∅	U	Y	T	∅	S	_	∅	7	7	1	∅	3	0	∅	25	-	oː	t	∅	ʃ	-	∅	_	U	T	∅	S	_	∅	0	7	1	∅	3	0	∅
4	0.8000	2	0.4000	52	23	ʃ	-	oː	d	i	∅	∅	S	_	U	T	I	∅	∅	3	0	7	1	7	∅	∅																							24	ʃ	o	ʊu̯	d	-	∅	∅	S	U	Y	T	_	∅	∅	3	7	7	1	0	∅	∅	25	ʃ	-	oː	t	-	∅	∅	S	_	U	T	_	∅	∅	3	0	7	1	0	∅	∅
5	1.0000	1	0.2000	52	23	i	ʃ	-	oː	∅	∅	∅	I	S	_	U	∅	∅	∅	7	3	0	7	∅	∅	∅																							24	-	ʃ	o	ʊu̯	∅	∅	∅	_	S	U	Y	∅	∅	∅	0	3	7	7	∅	∅	∅	25	-	ʃ	-	oː	∅	∅	∅	_	S	_	U	∅	∅	∅	0	3	0	7	∅	∅	∅
1	0.1667	6	1.0000	64																							26	k	∅	∅	∅	ʔ	a	s	K	∅	∅	∅	H	A	S	1	∅	∅	∅	1	7	3	27	k	∅	∅	∅	ʔ	ə	s	K	∅	∅	∅	H	E	S	1	∅	∅	∅	1	7	3																						
2	0.3333	5	0.8333	64																							26	ʔ	k	∅	∅	a	s	ʔ	H	K	∅	∅	A	S	H	1	1	∅	∅	7	3	1	27	ʔ	k	∅	∅	ə	s	ʔ	H	K	∅	∅	E	S	H	1	1	∅	∅	7	3	1																						
3	0.5000	4	0.6667	64																							26	a	ʔ	k	∅	s	ʔ	i	A	H	K	∅	S	H	I	7	1	1	∅	3	1	7	27	ə	ʔ	k	∅	s	ʔ	i	E	H	K	∅	S	H	I	7	1	1	∅	3	1	7																						
4	0.6667	3	0.5000	64																							26	s	a	ʔ	k	ʔ	i	∅	S	A	H	K	H	I	∅	3	7	1	1	1	7	∅	27	s	ə	ʔ	k	ʔ	i	∅	S	E	H	K	H	I	∅	3	7	1	1	1	7	∅																						
5	0.8333	2	0.3333	64																							26	ʔ	s	a	ʔ	i	∅	∅	H	S	A	H	I	∅	∅	1	3	7	1	7	∅	∅	27	ʔ	s	ə	ʔ	i	∅	∅	H	S	E	H	I	∅	∅	1	3	7	1	7	∅	∅																						
6	1.0000	1	0.1667	64																							26	i	ʔ	s	a	∅	∅	∅	I	H	S	A	∅	∅	∅	7	1	3	7	∅	∅	∅	27	i	ʔ	s	ə	∅	∅	∅	I	H	S	E	∅	∅	∅	7	1	3	7	∅	∅	∅																						
1	0.2500	4	1.0000	80																							28	d	∅	∅	∅	iː	d	e	T	∅	∅	∅	I	T	E	1	∅	∅	∅	7	1	7	29	d	∅	∅	∅	i	ɗ	i	T	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7																						
2	0.5000	3	0.7500	80																							28	iː	d	∅	∅	d	e	∅	I	T	∅	∅	T	E	∅	7	1	∅	∅	1	7	∅	29	i	d	∅	∅	ɗ	i	∅	I	T	∅	∅	T	I	∅	7	1	∅	∅	1	7	∅																						
3	0.7500	2	0.5000	80																							28	d	iː	d	∅	e	∅	∅	T	I	T	∅	E	∅	∅	1	7	1	∅	7	∅	∅	29	ɗ	i	d	∅	i	∅	∅	T	I	T	∅	I	∅	∅	1	7	1	∅	7	∅	∅																						
4	1.0000	1	0.2500	80																							28	e	d	iː	d	∅	∅	∅	E	T	I	T	∅	∅	∅	7	1	7	1	∅	∅	∅	29	i	ɗ	i	d	∅	∅	∅	I	T	I	T	∅	∅	∅	7	1	7	1	∅	∅	∅																						
1	0.1667	6	1.0000	91																							30	g	∅	∅	∅	a	l	a	K	∅	∅	∅	A	L	A	1	∅	∅	∅	7	5	7	31	g	∅	∅	∅	ɛ	l	a	K	∅	∅	∅	E	L	A	1	∅	∅	∅	7	5	7	32	g	∅	∅	∅	a	l	a	K	∅	∅	∅	A	L	A	1	∅	∅	∅	7	5	7
2	0.3333	5	0.8333	91																							30	a	g	∅	∅	l	a	s	A	K	∅	∅	L	A	S	7	1	∅	∅	5	7	3	31	ɛ	g	∅	∅	l	a	s	E	K	∅	∅	L	A	S	7	1	∅	∅	5	7	3	32	a	g	∅	∅	l	a	z	A	K	∅	∅	L	A	S	7	1	∅	∅	5	7	3
3	0.5000	4	0.6667	91																							30	l	a	g	∅	a	s	i	L	A	K	∅	A	S	I	5	7	1	∅	7	3	7	31	l	ɛ	g	∅	a	s	i	L	E	K	∅	A	S	I	5	7	1	∅	7	3	7	32	l	a	g	∅	a	z	i	L	A	K	∅	A	S	I	5	7	1	∅	7	3	7
4	0.6667	3	0.5000	91																							30	a	l	a	g	s	i	∅	A	L	A	K	S	I	∅	7	5	7	1	3	7	∅	31	a	l	ɛ	g	s	i	∅	A	L	E	K	S	I	∅	7	5	7	1	3	7	∅	32	a	l	a	g	z	i	∅	A	L	A	K	S	I	∅	7	5	7	1	3	7	∅
5	0.8333	2	0.3333	91																							30	s	a	l	a	i	∅	∅	S	A	L	A	I	∅	∅	3	7	5	7	7	∅	∅	31	s	a	l	ɛ	i	∅	∅	S	A	L	E	I	∅	∅	3	7	5	7	7	∅	∅	32	z	a	l	a	i	∅	∅	S	A	L	A	I	∅	∅	3	7	5	7	7	∅	∅
6	1.0000	1	0.1667	91																							30	i	s	a	l	∅	∅	∅	I	S	A	L	∅	∅	∅	7	3	7	5	∅	∅	∅	31	i	s	a	l	∅	∅	∅	I	S	A	L	∅	∅	∅	7	3	7	5	∅	∅	∅	32	i	z	a	l	∅	∅	∅	I	S	A	L	∅	∅	∅	7	3	7	5	∅	∅	∅
1	0.1667	6	1.0000	100	33	o	∅	∅	∅	l	g	ɪ	U	∅	∅	∅	L	K	I	7	∅	∅	∅	5	1	7	34	o	∅	∅	∅	l	g	i	U	∅	∅	∅	L	K	I	7	∅	∅	∅	5	1	7	35	ɔ	∅	∅	∅	l	g	ɪ	U	∅	∅	∅	L	K	I	7	∅	∅	∅	5	1	7																						
2	0.3333	5	0.8333	100	33	l	o	∅	∅	g	ɪ	n	L	U	∅	∅	K	I	N	5	7	∅	∅	1	7	4	34	l	o	∅	∅	g	i	ŋ	L	U	∅	∅	K	I	N	5	7	∅	∅	1	7	4	35	l	ɔ	∅	∅	g	ɪ	ɲ	L	U	∅	∅	K	I	N	5	7	∅	∅	1	7	4																						
3	0.5000	4	0.6667	100	33	g	l	o	∅	ɪ	n	e	K	L	U	∅	I	N	E	1	5	7	∅	7	4	7	34	g	l	o	∅	i	ŋ	i	K	L	U	∅	I	N	I	1	5	7	∅	7	4	7	35	g	l	ɔ	∅	ɪ	ɲ	i	K	L	U	∅	I	N	I	1	5	7	∅	7	4	7																						
4	0.6667	3	0.5000	100	33	ɪ	g	l	o	n	e	∅	I	K	L	U	N	E	∅	7	1	5	7	4	7	∅	34	i	g	l	o	ŋ	i	∅	I	K	L	U	N	I	∅	7	1	5	7	4	7	∅	35	ɪ	g	l	ɔ	ɲ	i	∅	I	K	L	U	N	I	∅	7	1	5	7	4	7	∅																						
5	0.8333	2	0.3333	100	33	n	ɪ	g	l	e	∅	∅	N	I	K	L	E	∅	∅	4	7	1	5	7	∅	∅	34	ŋ	i	g	l	i	∅	∅	N	I	K	L	I	∅	∅	4	7	1	5	7	∅	∅	35	ɲ	ɪ	g	l	i	∅	∅	N	I	K	L	I	∅	∅	4	7	1	5	7	∅	∅																						
6	1.0000	1	0.1667	100	33	e	n	ɪ	g	∅	∅	∅	E	N	I	K	∅	∅	∅	7	4	7	1	∅	∅	∅	34	i	ŋ	i	g	∅	∅	∅	I	N	I	K	∅	∅	∅	7	4	7	1	∅	∅	∅	35	i	ɲ	ɪ	g	∅	∅	∅	I	N	I	K	∅	∅	∅	7	4	7	1	∅	∅	∅																						
1	0.1429	7	1.0000	110	36	k	∅	∅	∅	ʔ	i	d	K	∅	∅	∅	H	I	T	1	∅	∅	∅	1	7	1	37	tʃ	∅	∅	∅	ʔ	ɪ	d	T	∅	∅	∅	H	I	T	1	∅	∅	∅	1	7	1																							38	-	∅	∅	∅	dʒ	i	d	_	∅	∅	∅	T	I	T	0	∅	∅	∅	1	7	1
2	0.2857	6	0.8571	110	36	ʔ	k	∅	∅	i	d	e	H	K	∅	∅	I	T	E	1	1	∅	∅	7	1	7	37	ʔ	tʃ	∅	∅	ɪ	d	ɛ	H	T	∅	∅	I	T	E	1	1	∅	∅	7	1	7																							38	dʒ	-	∅	∅	i	d	ɛ	T	_	∅	∅	I	T	E	1	0	∅	∅	7	1	7
3	0.4286	5	0.7143	110	36	i	ʔ	k	∅	d	e	ɾ	I	H	K	∅	T	E	R	7	1	1	∅	1	7	5	37	ɪ	ʔ	tʃ	∅	d	ɛ	r	I	H	T	∅	T	E	R	7	1	1	∅	1	7	5																							38	i	dʒ	-	∅	d	ɛ	r	I	T	_	∅	T	E	R	7	1	0	∅	1	7	5
4	0.5714	4	0.5714	110	36	d	i	ʔ	k	e	ɾ	e	T	I	H	K	E	R	E	1	7	1	1	7	5	7	37	d	ɪ	ʔ	tʃ	ɛ	r	i	T	I	H	T	E	R	I	1	7	1	1	7	5	7																							38	d	i	dʒ	-	ɛ	r	i	T	I	T	_	E	R	I	1	7	1	0	7	5	7
5	0.7143	3	0.4286	110	36	e	d	i	ʔ	ɾ	e	∅	E	T	I	H	R	E	∅	7	1	7	1	5	7	∅	37	ɛ	d	ɪ	ʔ	r	i	∅	E	T	I	H	R	I	∅	7	1	7	1	5	7	∅																							38	ɛ	d	i	dʒ	r	i	∅	E	T	I	T	R	I	∅	7	1	7	1	5	7	∅
6	0.8571	2	0.2857	110	36	ɾ	e	d	i	e	∅	∅	R	E	T	I	E	∅	∅	5	7	1	7	7	∅	∅	37	r	ɛ	d	ɪ	i	∅	∅	R	E	T	I	I	∅	∅	5	7	1	7	7	∅	∅																							38	r	ɛ	d	i	i	∅	∅	R	E	T	I	I	∅	∅	5	7	1	7	7	∅	∅
7	1.0000	1	0.1429	110	36	e	ɾ	e	d	∅	∅	∅	E	R	E	T	∅	∅	∅	7	5	7	1	∅	∅	∅	37	i	r	ɛ	d	∅	∅	∅	I	R	E	T	∅	∅	∅	7	5	7	1	∅	∅	∅																							38	i	r	ɛ	d	∅	∅	∅	I	R	E	T	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.1250	8	1.0000	116																							39	s	∅	∅	∅	u	k	u	S	∅	∅	∅	Y	K	Y	3	∅	∅	∅	7	1	7																							40	s	∅	∅	∅	u	k	u	S	∅	∅	∅	Y	K	Y	3	∅	∅	∅	7	1	7
2	0.2500	7	0.8750	116																							39	u	s	∅	∅	k	u	l	Y	S	∅	∅	K	Y	L	7	3	∅	∅	1	7	5																							40	u	s	∅	∅	k	u	θ	Y	S	∅	∅	K	Y	D	7	3	∅	∅	1	7	3
3	0.3750	6	0.7500	116																							39	k	u	s	∅	u	l	i	K	Y	S	∅	Y	L	I	1	7	3	∅	7	5	7																							40	k	u	s	∅	u	θ	i	K	Y	S	∅	Y	D	I	1	7	3	∅	7	3	7
