COGID	dutch	english	french	german
384-3			ʃ o ɡ	
1650-3			t ʀ e	
1663-3			ʃ o l e	
2279-3			l ə t	
471-3			ʃ o	
1385-3			ʃ u t	
792-3			f	
1111-3			a ʀ t	
197-3			ʃ u t	
2020-3			l a	
867-3			v a t ʀ ʀ ʀ	
1970-3			p l l	
1230-3			ʀ ʀ ʀ	
2017-3			t ɑ̃ ʀ	
2183-3			ʀ t i ʀ	
1521-3			p	
1755-3			ʀ t ʀ	
1760-3			ʀ a e	
1196-3			t a	
575-3			p l	
2014-3			ʀ a e	
1321-3			s a ɡ	
1265-3			p p l	
1469-4				z a n t ə
2047-4				z ʊ n ə
2054-4				t ʊ n t ə r
1375-4				l ai x t n
760-4				v ɪ n t
756-4				ʃ n + ə
726-4				m ʊ t ə r
1351-4				ɡ r ʊ n + ə aː t r r
1353-4				ɡ r ʊ n + m uː d ə r
412-4				ʃ ɛ r eː r ts aː t
406-4				ʃ ɔ oː n + m uː t
1005-4				ʃ t ɛː + ɡ aː t r r
1012-4				ʃ t iː f + m uː d ə r
1016-4				v ai t s
1069-4				ai x n
509-4				f a l ə n
693-4				m ʏ l + eː
2179-4				n ɛ s t
1753-4				f ɪ s ə
1131-4				v ɔ l f
1198-4				b aː r t ə
2032-4				h oː n n n
2241-4				n d s
2244-4				l ɪ f ə
610-4				k eː ə n
945-4				h ɛ r ə
1534-4				l ɪ k ə n
384-4				z ɔy k ə n
1650-4				n ʊ t ə
1663-4				z ɔ l ə
2279-4				l ɪ n ɪ n
471-4				z aː ə n n
1385-4				z aː t ə n
792-4				j k
1111-4				m a s t
197-4				z uː t ə n
2020-4				l a ŋ
867-4				h ʊ n t r t
1970-4				f ɔ l ə
1230-4				t ɛ r ə n n
2017-4				n iː v n
968-4				v eː l ə l t
1674-4				l a n t
1671-4				h ɪ b ə n
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z iː
1832-4				r oː v
-1816-4				œ ʃ t ə aː n
-335-4				l aː ɡ uː n ə n
1043-4				ʃ t r oː m
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t ɔ r m n
2065-4				r ɛ ɡ ə m + b oː ɡ
1368-4				ʃ ɛː aː t ɶː ə n
1365-4				t a v
754-4				r ɛ ɡ ə n
768-4				v eː r ə r
1211-4				f ai r r
106-4				m a n
-98-4				b ɛ b iː ə
719-4				f aː d ə r
1341-4				z ʊ n
-2027-4				t a t ə ə n
-2026-4				n eː b ɪ ʊ
409-4				ʃ ʊ oː n + n ʊ n ə
402-4				ʃ ɔ oː n + d ʏ k t + r
1014-4				ʃ t uː f + t oː x ə r ə n
1059-4				v iː
120-4				ʃ t a l ə
2183-4				ʃ t ai r
2194-4				ɔ ʃ
2199-4				k aː l f n
2197-4				ʃ ɛː f f n
1523-4				z ʏ ɡ n
1521-4				b ɔ k ə
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a z ə n
814-4				k r aː ə n
810-4				t ɔy b ə
1755-4				h ʊ n t
1758-4				m ʏ s ə
1620-4				f ɪ n
1282-4				v a l b ɪ
1136-4				f ɔ ʃ
1309-4				l ɔy s ə
1307-4				n ɛ t
1305-4				f l oː
711-4				v ɛ ʃ p ə
1442-4				f l iː ɡ n
62-4				m ʏ k ə
-73-4				m ʏ s k uː t
1810-4				h ai t
1805-4				f l ai s ə
1813-4				h aː r r
1811-4				b l uː t
690-4				r ɪ f ə
2177-4				h oː f t
246-4				v ɛ k r + b r au n
249-4				oː ɡ l l ɪ t
1506-4				n oː s + ɔ l l ɡ ə n
2242-4				m ʊ s t
2245-4				ts ɔ ŋ
1196-4				n ɛ k ə
2174-4				ʃ ɔ l t ə r
575-4				ts k ə ə l
603-4				ɛ l + + b ɶː ɡ
601-4				h a n t
615-4				f ɪ ŋ ə r r
901-4				k l a n
608-4				f uː t
596-4				ts + n n
937-4				b r r s t
936-4				n aː b ə l n
646-4				l oː ŋ
947-4				l eː b ə r
1606-4				h f ə
472-4				z iː z uː n
1535-4				ʃ v ɛ t ə n
1546-4				ʃ p iː ɡ ə n
1959-4				ʃ l ai f ə n
694-4				ʃ n r k ə n
1961-4				t r oː m ə n
323-4				l ai b ai b
1885-4				ɡ r aː b ə
2156-4				b a l + k n t + h t
1903-4				v ʊ n t
525-4				ʃ v ɛ l ɪ ŋ
276-4				l a m ɛ
274-4				t oː f
278-4				b l ai n t
258-4				t r ʊ ŋ k ə n
256-4				n aː x ɪ t
383-4				ai t ə n
207-4				r ai f ə
376-4				t r ɪ ŋ k ə n
2014-4				r ɛ s t ə
2009-4				oː f ə n
2003-4				k ɛ s ə l n
2024-4				pf a n
1976-4				ts a ŋ ʊ
1243-4				m aː l ə n t
1261-4				z eː b ə n
655-4				b r ɛ t
650-4				t a ɡ n
1532-4				k n d ə ə n
-36-4				z uː f ə
34-4				b oː n
-1647-4				f ɪ ɡ ə
