COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2338	ɲ o ɾ l a	ɲ u r tʃ u				j u r tʃ u	ɲ u r kʰ ə n	
238	kʰ a l u			kʰ a l u				kʰ a l u
1805	h a s o k l a							kʰ a s o
2149					n u p kʰ ə n		n u p kʰ ə n	
2314				k o t tʃʰ a m	g o t kʰ ə n		g o t kʰ ə n	g o t p a n
2397			ɾ i g a ɲ j e w o			ɾ i g a ŋ j a p ʃ o		
463	t o			t o				
1132	b ă ŋ tʃ a ŋ		b ă ŋ tʃ a ŋ					b ă ŋ tʃ a ŋ
2092		l e m	tʃ a m l e m b o		l e m b o	l e m b o		
2646		h a ŋ j a				h a ŋ j a		
267		dʒ i	dʒ i		dʒ i	dʒ i	dʒ i	dʒ i
1548		pʰ e l u tʃ o k			pʰ e l u tʃ o k	pʰ e l u tʃ o k		
591		n e g a ŋ	n e g a ŋ		n e g a ŋ	n e j a g a ŋ	n e g a ŋ	
2607		tʃ i k p a	tʃ i k p a			tʃ i k p a		tʃ i k p a
1796	kʰ a b a ɾ a	kʰ a b a r		kʰ a b a r				pʰ a r
2452	n u ŋ k a l a	n o ŋ kʰ u			n o ŋ kʰ ə n	n o ŋ kʰ u	n o ŋ tʃ u kʰ ə n	
827	bʱ i		bʱ i	bʱ i	b i h̥	b i h̥	bʱ i	
2053		u n tʃ u		ŭ n tʃʰ a m				
1089		j o m l o k p a ts o k			j o m l o k p a ts o k		j o m l o k p a ts o k	
2033	g o k p o	g o k tʃ u	g o k p o	g o k tʃʰ a m	g o k p o			g o k p a n
1547	j a s			j a s				j a s
518		t o ŋ tʃ e n			t o ŋ tʃ e n	t o ŋ tʃ e n	t o ŋ tʃ e n	
319	pʰ o t k a	pʰ o t p a n			pʰ o t k a n	pʰ o t k a n	pʰ u t kʰ e n	p o t p a n
1169	o t p a			o t p a				
2219		ʃ e ʃ u				ʃ e ʃ u		
