COGID	dutch	english	french	german
1012-2		s t ɪ f æ m ʌ d ə r		
1016-2		w ɛ d v ə r +		
1069-2		h k		
509-2		f ɔː l		
693-2		m iː l æ d ɪ		
2179-2		n ɑː s t		
1753-2		f aɪ ʃ t		
1131-2		w ɔ l f		
1198-2		b ɑː r t		
2032-2		h ʌ r n		
2241-2		n ɪ s		
2244-2		l ɪ p		
610-2		k n ɪ		
945-2		h ɑː r t		
1534-2		l ɪ k		
384-2		s aʊ æ		
1650-2		n ʌ t		
1663-2		s əʊ l		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s eɪ d		
792-2		j ɔ k		
1111-2		m ɑː s t		
197-2		s aʊ d		
2020-2		l ɑː ŋ		
867-2		h ʌ n d ə r d		
1970-2		f ɔ l		
1230-2		d r ɪ d		
2017-2		n ɪ w æ		
968-2		w ɛ l l̩		
1674-2		l ɑː n t		
1671-2		h aʊ v l̩ l		
829-2		k l aɪ p		
1025-2		w ɛ t ə r		
1027-2		s ɛ		
1832-2		r aʊ w		
-1816-2		ʌ s eɪ eɪ n n		
-335-2		l eɪ l aʊ n		
1043-2		s t r ʌ m		
423-2		s d aɪ n		
2049-2		m eɪ n d		
2062-2		s t ʌ r m		
2065-2		r eɪ ɡ m + b ʌ ɡ		
1368-2		s æ d d aʊ		
1365-2		d iː w		
754-2		r eɪ ɡ		
768-2		w ɛ d		
1211-2		f aʊ ə r		
106-2		m ɑː n		
-98-2		b ɛ v iː		
719-2		f eɪ d ə r		
1341-2		s ʌ n		
-2027-2		d ɑː n d		
-2026-2		n ɪ f		
409-2		ʃ w aɪ n ə r ʌ z aɪ n		
402-2		ʃ w aɪ n ə d ɔ t + r		
1014-2		s t iː v æ d ɔ t t ə r		
1059-2		w aɪ r		
120-2		s d ɔː l		
2194-2		ɔ k		
2199-2		k ɑː l p		
2197-2		s t p p		
1523-2		s ʌ		
512-2		m aʊ r		
2141-2		h ʌ n		
2147-2		ɡ ɑː n s		
814-2		k r aʊ		
810-2		θ aʊ v		
1758-2		m aʊ s		
1760-2		r æ m		
1620-2		f aɪ n		
1282-2		w ɑː l v ɪ s		
1136-2		f ɔ tʃ		
1309-2		l aʊ s		
1307-2		n ɪ t		
1305-2		f l ɔː		
711-2		w ɛ s p		
1442-2		f l iː ɡ		
62-2		m ɪ dʒ		
-73-2		m ʌ tʃ k iː d aɪ		
1810-2		h iː t		
1805-2		f l ɛ s		
1813-2		h ɑː r		
1811-2		b l uː t		
690-2		r ɪ p		
2177-2		h ʌ p t		
246-2		w ɜː ŋ d + b r eɪ v		
249-2		h l l̩ d æ l æ		
1506-2		n ɪ s n̩ l ɔː aɪ l̩		
2242-2		m ʌ n t		
2245-2		t ʌ ŋ		
2174-2		ʃ ɡ l d ə r		
603-2		ɡ l n b ɔː aɪ		
601-2		h æ n t		
615-2		f ɪ ŋ ə r		
901-2		k l iː v		
608-2		f uː t		
596-2		ɡ ɛ n		
937-2		b ɔː z s t		
936-2		n eɪ v l̩ l		
646-2		l ʌ ŋ		
947-2		l ɛ v ə r		
1606-2		h iː p		
472-2		n ɪ z n̩		
1535-2		s w ɛ t		
1546-2		s p aɪ dʒ		
1959-2		s l əʊ p		
694-2		s n ɪ r k		
1961-2		d r ʌ m		
323-2		l ɛ v		
1885-2		ɡ r ɑː p		
2156-2		ɡ r + k ɑː l d + aʊ aɪ t		
1903-2		w ʌ n d		
525-2		s w ɛ l aɪ ŋ		
276-2		l ɑː m		
274-2		d ʌ p		
278-2		b l ɪ n t		
258-2		b r ɔ ŋ k ʌ ŋ k		
256-2		n eɪ k d		
383-2		ɛ t		
207-2		r aɪ p		
376-2		d r ɪ ŋ k		
2014-2		r uː t aɪ		
2009-2		ʌ v		
2003-2		k ɑː t l̩ l		
2024-2		p æ n		
1321-2		k ɔ p		
1976-2		ɡ ɑː ŋ		
1243-2		m eɪ l əʊ aɪ aɪ		
1265-2		p ɛ l		
1261-2		s ɪ v		
655-2		b r ʌ t		
650-2		d aɪ k		
1532-2		k n ɛ d		
-36-2		s ʌ p		
34-2		b ʌ n		
-1647-2		f aɪ ɡ		
1469-3			ʃ o t ʀ	
2047-3			ʃ i t ʀ	
2054-3			t y t ʀ ʀ ʀ	
1375-3			l i z	
760-3			ʃ i t ʀ	
756-3			ʀ ɛ u ʀ	
726-3			t y t y ʀ i	
1351-3			b ʀ i t a b s t ʀ ʀ	
1353-3			b ʀ i t ɑ̃ t y t y ʀ i	
412-3			p b ɔ t ʀ ʀ i t ɑ̃ ʀ y	
406-3			p y ɔ t ʀ ʀ i t y ʀ y	
1005-3			ʀ ɛ ɑ̃ ɛ a b ɑ̃ ʀ ʀ ʀ	
1012-3			ʀ ɛ ɑ̃ v ɑ̃ t y t y ʀ i	
1016-3			ʃ i t y y ʀ i ʀ	
1069-3			i	
509-3			p ɔ l	
693-3			t ə l a ʀ ʀ	
2179-3			t ɑ̃ ʀ ɛ	
1753-3			p i k	
1131-3			ʃ o a b l	
1198-3			b ɔ ʀ t	
2032-3			b ɑ̃ ʀ i	
2241-3			t i ʃ ɛ	
2244-3			l ə v ɛ	
610-3			s y p l	
945-3			b ɑ̃ ʀ s	
1534-3			l a k	
384-3			ʃ i k	
1650-3			t ɑ̃ t	
1663-3			ʃ o l s	
2279-3			l i t i t	
471-3			ʃ u e	
1385-3			ʃ u t	
792-3			e i k	
1111-3			t ɑ̃ ʀ ɛ	
197-3			ʃ i t	
2020-3			l a z	
867-3			b ɑ̃ t t ʀ ʀ t	
1970-3			p ɔ l	
1230-3			t y t t	
2017-3			t b ɔ	
2183-3			p ɛ b ʀ	
1521-3			b ɔ k	
1755-3			b ɑ̃ t ʀ	
1760-3			ʀ u t	
1196-3			t ɑ̃	
575-3			o k ʀ ɛ l a	
2014-3			ʀ i ʀ ɛ e	
1321-3			k ɑ̃ t	
1265-3			p ɑ̃ l	
1469-4				z a n t ə
2047-4				ʃ ʊ n ə
2054-4				d oː n t ə r
1375-4				l ai x t n
760-4				v ɪ n t
756-4				ʃ n aː v
726-4				m uː d ə r
1351-4				ɡ r a t ts ə aː ɛ r r r
1353-4				ɡ r a t + m uː d ə r
412-4				f a oː eː ə + ai d ə l a
406-4				ʃ uː oː n r t ai t ə l a
1005-4				ʃ t ai p ə aː ɛ r r r
1012-4				ʃ t ai f + m uː d ə r
1016-4				v ai d ɔy ə r + aː
1069-4				ai x
509-4				f ɔ l ə n
693-4				m ɔy l l ai z
2179-4				n ɛ s t
1753-4				f ɪ s t
1131-4				v ɔ l f
1198-4				b ai r t ə
2032-4				h oː r
2241-4				n oː s
2244-4				l ɪ pf ə
610-4				ts iː ə n
945-4				h a r t
1534-4				l ɪ k ə
384-4				ʃ ɔy ɡ ə
1650-4				n ɔ t
1663-4				z a l t
2279-4				l ɪ n ɪ n
471-4				z aː d ə
1385-4				z aː t x
792-4				j ɔ k
1111-4				m a s t
197-4				ʃ ɔy d ə n
2020-4				l a ŋ
867-4				h oː n d r r t
1970-4				f ɔ l ə
1230-4				d ɛ r t x n n
2017-4				n iː f a x
968-4				v eː l t l t
1674-4				l a n t
1671-4				h ɪ f ə l
829-4				k l ɪ f ə
1025-4				v a t ə r
1027-4				z iː ə
1832-4				r au f ə
-1816-4				œ ʃ eː ə n n
-335-4				l aː ɡ ɔy n ə n
1043-4				ʃ t r oː m ə
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t oː r m
2065-4				r eː ɡ + m + b oː ɡ
1368-4				ʃ ɡ t d ɔy v
1365-4				d au uː
754-4				r eː ɡ ə n
768-4				v eː r ə r
1211-4				f ɔy r r
106-4				m a n
-98-4				b ai b iː ə
719-4				f aː d ə r
1341-4				z ʊ n
-2027-4				ts a t t ə n
-2026-4				n aː f ʏ uː
409-4				ʃ au ʊ n ɪ z oː l a
402-4				ʃ au ʊ n r d ʏ n t l r ə
1014-4				ʃ t aː f + d oː s t r r n
1059-4				v ai
120-4				ʃ t a l
2183-4				ʃ t z a x
2194-4				ɔ ʃ s
2199-4				k a l f
2197-4				ʃ au p p
1523-4				z oː x
1521-4				b ʏ k
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a s s
814-4				k r aː ə n
810-4				t au f ə
1755-4				h ʊ n t
1758-4				m ɔy z ə
1620-4				f ɪ n
1282-4				v a l f ɪ s
1136-4				f ɔ ʃ s
1309-4				l yː s ə
1307-4				n eː t
1305-4				f l iː
711-4				v a ʃ p
1442-4				f l iː ɡ
62-4				m ʏ k ə
-73-4				m ʏ ʃ k iː t +
1810-4				h ɔy t
1805-4				f l ai ʃ ə
1813-4				h aː r r
1811-4				b l uː t
690-4				r ɪ f ə
2177-4				h oː f t
246-4				v ɛ b + + b r au v
249-4				oː ɡ l ɪ ɪ t
1506-4				n oː s t f l oː ɡ ə l
2242-4				m ʊ r t
2245-4				ts ʊ ŋ
1196-4				d uː k
2174-4				ʃ k l t ə r
575-4				ts k s l l
603-4				ɛ l + + b au x
601-4				h a n t
615-4				f ɪ ŋ ɡ r r
901-4				k l au v n
608-4				f ʊ t
596-4				ts ai n
937-4				b ʏ r s t
936-4				n aː b ə l
646-4				l oː ŋ
947-4				l ai b ə r
1606-4				h oː p
472-4				z iː iː r
1535-4				ʃ v ɛ t ə n
1546-4				ʃ p ɔy ɡ ə n
1959-4				ʃ l aː p ə n
694-4				ʃ t ʏ r k ə n
1961-4				d r oː m ə n
323-4				l ai f ai b
1885-4				ɡ r a f ə
2156-4				f a l + k n t + h ai t
1903-4				v ʊ n t
525-4				ʃ v ɛ l ɪ ŋ
276-4				l a m aː
274-4				t au f ə
278-4				b l ai n t
258-4				d r ʊ ŋ k ə n
256-4				n aː k ɪ t
383-4				ʃ t ə n
207-4				r ai p
376-4				d r ɪ ŋ k ə n
2014-4				r ɛ s t t
2009-4				au f ə
2003-4				k ɛ t ə l
2024-4				p a n
1976-4				ts a ŋ ʊ
1243-4				m aː l ə ts ai t
1261-4				z eː b ə n
655-4				b r a t
650-4				d ai ɡ
1532-4				ts eː d d ə n
-36-4				ʃ uː p
34-4				b oː n
-1647-4				f ai ɡ ə
