COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
125-2		k a t i m a e i								
135-2		k i m i n								
139-2		m o k o n i n								
142-2		p a a a m m a								
148-2		t a r a w i i								
162-2		i j i k n								
166-2		i m i								
179-2		t a n								
45-2		j h o j j m j								
84-2		p i w a k n								
131-2		t u k s t i m n								
146-2		i i m a s n								
154-2		w e e								
192-2		t i t n								
197-2		t i k i m n								
235-2		p o w i n								
237-2		m i m a j i								
246-2		i w i								
250-2		m o p o k i k e k e								
52-3			i tʃ t j							
56-3			u m v j							
96-3			a tʃ a t j							
99-3			a tʃ i tʃ a ɲ							
114-3			tʃ u i tʃ i							
115-3			u t i a i							
133-3			tʃ i p a a a i							
144-3			v tʃ v u a i i j							
150-3			a w j							
234-3			u m j							
236-3			p i u ɲ j							
241-3			a w i ɲ j							
249-3			i t h j							
1-3			w a tʃ a j							
2-3			m m m a							
65-3			i w i							
93-3			tʃ u p a tʃ i tʃ i o							
95-3			k i tʃ i							
106-3			tʃ i ɲ i tʃ e							
119-3			ɲ i tʃ i i i							
128-3			p u j i							
147-3			tʃ i m i tʃ i							
231-3			p a ɲ a u u							
232-3			p i i u ɲ a							
239-3			ɲ a m a k a ɲ j							
266-3			i tʃ i m j							
3-3			t a ɲ i u u j							
4-3			w a tʃ i h o							
55-3			i h v m j							
109-3			i p i ɲ i t i							
121-3			a p i i v a i i							
149-3			tʃ u j							
160-3			i ɲ i j							
207-3			m i j j							
112-3			tʃ a a i i i i i							
125-3			k a tʃ i m v i i							
134-3			h i p a tʃ i							
135-3			tʃ i ɲ i ɲ a tʃ							
139-3			m u ɲ u a i o							
57-3			tʃ u a w a ɲ j							
71-3			u m i j							
131-3			tʃ u k u tʃ i m j							
146-3			i e i m a a							
227-3			m a p i i t o j							
52-4				t t e						
56-4				u m u						
96-4				a t a tʃ						
99-4				a r i k o n						
114-4				t o k i tʃ i						
115-4				u r i tʃ						
133-4				t i p a a a tʃ						
144-4				a w a w a tʃ i						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				w u m						
65-4				i w						
74-4				p a n a						
93-4				t a p a r i tʃ i						
95-4				w i k i						
106-4				t u n u i						
119-4				i j t i i						
128-4				p o k tʃ i						
147-4				t i m i tʃ i						
231-4				p a n a w o						
232-4				p i i j						
239-4				n a m a k a n						
266-4				i t i m						
3-4				w a a i k o						
4-4				w a ʒ̟ i						
51-4				u w u						
97-4				m a p u m						
109-4				u p i ʒ̟ i tʃ						
121-4				k a p i j a k a						
149-4				t o k						
160-4				k i r i k						
163-4				u p u n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t o p a k a tʃ i						
134-4				n i p a t						
135-4				ʒ̟ i m i ʒ̟ a k						
139-4				m o n o tʃ i						
142-4				p a t a m a a						
145-4				k a t a t i tʃ i						
148-4				t a a w w n						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p u						
21-4				k a w a a k						
24-4				ʒ̟ a k u r a n						
45-4				j w i j j m a						
50-4				i n a						
57-4				t o k a w a n						
71-4				o m i						
84-4				p i w a n						
91-4				m o k o n						
131-4				t u k o ʒ̟ i m						
146-4				i k i m a i						
151-4				k i w						
154-4				w w						
192-4				t u t						
205-4				i p a n						
227-4				w a p u t o						
235-4				tʃ o w i						
237-4				n a m a j i						
246-4				i w i						
250-4				m o r o t u ʒ̟						
251-4				w a n a						
52-5					e t e i					
56-5					y m e					
96-5					a t a s i					
99-5					a r y f e n					
114-5					t o k y s i					
115-5					w r i e s i					
133-5					t i p a r a s i					
144-5					a t a w a i i					
150-5					k a w					
234-5					k o m					
236-5					p i k e j					
241-5					a w i j					
249-5					i s e					
1-5					w a t a					
2-5					w f m m					
65-5					i w i					
74-5					p a j a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t y j i i					
119-5					j e t i i					
128-5					f o k s i					
147-5					t y m y s i					
239-5					j a m a k a j					
266-5					i t i m					
3-5					f o r i k e					
4-5					w a t i					
51-5					w w e ʔ					
55-5					f f a m					
97-5					m a f y m					
109-5					y p w t y s					
149-5					t o k					
160-5					k i r i k					
163-5					y p e j					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a r a k a w					
112-5					t a r a s i s i					
116-5					t o p a k a s i					
134-5					j i p a t					
135-5					t i m i t e k					
139-5					m e j e s i					
142-5					f a t a m a s					
145-5					k a t a t i s i					
148-5					t a r a w a n s					
162-5					i j i j					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					t a j a					
45-5					f f m a j m					
50-5					i j a ʔ					
71-5					o m i					
84-5					p i w a j					
91-5					m o k o j					
146-5					k i m a s s					
151-5					k i w					
154-5					w e					
192-5					t y t					
197-5					t e r i m					
205-5					i p a j					
235-5					s o w i					
237-5					j i m a j i					
250-5					j o f e t e k					
251-5					w a j a					
52-6						t t t i				
56-6						u m a i				
96-6						a a a i i				
99-6						a t i k u p i				
114-6						t u k i a				
115-6						u u i i tʃ i				
133-6						tʃ i p a a a tʃ i				
144-6						n u a u w a tʃ i				
150-6						k a u i				
234-6						k u m i				
236-6						p i k u j i				
241-6						a u i j i				
249-6						i a t i				
1-6						u a t a i				
2-6						u h m m				
65-6						i u i				
74-6						p a k a i				
93-6						t u p a tʃ i a i				
95-6						u i k i				
106-6						tʃ u j u tʃ i				
119-6						i u tʃ i i tʃ i				
128-6						k u k i tʃ i				
147-6						tʃ i m i tʃ i				
231-6						p a k a u				
232-6						p i i i i h i				
239-6						i a m e k w i i				
266-6						i t i m i				
3-6						k a a i k u i				
4-6						n a tʃ i				
55-6						i h a m				
97-6						m a n u m i				
109-6						i p u i i a				
160-6						k i n i k i				
207-6						m i i				
112-6						t a a u a i i tʃ				
116-6						t u p a k a a i i				
125-6						k a t i m a a i				
134-6						i i p a t i				
135-6						k i m i tʃ a				
139-6						m i k u a i i				
201-6						p u i				
21-6						k w u w a e				
24-6						k u k i k e tʃ i				
57-6						t u k a u a j				
131-6						t u k a t i m tʃ				
227-6						m a p u i t i i				
52-7							t t e n			
56-7							u m e n			
96-7							a t o r			
99-7							a r i k u r			
114-7							t u k i i			
115-7							v r o			
133-7							t i p a r o i			
144-7							a t a v o i			
150-7							k a v n			
234-7							k u m n			
236-7							p e k u b n			
241-7							a v i r n			
249-7							i s e n			
1-7							v a t a n			
2-7							u v d n			
65-7							i v i			
74-7							p a b a n			
93-7							t u p a r i s i			
95-7							v i s i			
106-7							t o b e r i			
119-7							i b t t i			
128-7							h u k o i			
147-7							t i m i i			
231-7							p a b a v u			
232-7							p i i u u			
266-7							i t i m			
3-7							u o r i s o n			
4-7							v a t i n			
51-7							u v e			
55-7							i h o m n			
97-7							m a h u m o			
109-7							i p a t i			
121-7							k a p i b a s o			
149-7							t u k d			
160-7							k i r i k n			
163-7							u p e b n			
167-7							p o n			
207-7							m i n			
259-7							t u v o			
66-7							k o r o k o v d			
125-7							k a t i m t s i			
135-7							t i m i t			
142-7							p p t a m d a			
145-7							k o t o t i i			
148-7							t o a a v i a			
162-7							i b i r d			
166-7							i m i n			
179-7							t o n			
201-7							p e			
21-7							t a v o			
24-7							h a k e r a r d			
50-7							i r a			
57-7							t u k a v a b d			
71-7							u m i n			
84-7							p i v a r d			
131-7							t u k u t i m			
146-7							o i m a o a i			
151-7							k i v n			
197-7							t i t i m			
205-7							i p a r d			
227-7							b a p u i t n			
237-7							b o m o b i			
246-7							i v i n			
250-7							b u p e t e p a n			
251-7							v o r o			
52-8								t t y		
56-8								v m e		
96-8								a y a s		
99-8								a s a t y b		
114-8								t u k a s		
115-8								v y v a		
133-8								t r t a a a s		
144-8								a y a v a a		
150-8								k a y		
234-8								k u m		
236-8								t a k v j		
241-8								a y r v y		
249-8								a s e		
1-8								y a t a p		
2-8								v d m m		
65-8								a y a		
74-8								t a j a		
93-8								t v t a v a s		
95-8								v i s		
119-8								v a y t y		
231-8								t a j a y u		
232-8								v a a v b		
239-8								j a m a k a j		
3-8								v u v v v u y		
4-8								y a y a p		
51-8								v y e		
55-8								v v a m y		
109-8								v t v j a s		
121-8								k a t a j a k a		
149-8								t u k y		
163-8								v a e j		
167-8								t a		
259-8								t u y a		
66-8								k a s a k a y y		
112-8								t a a a a a s y		
116-8								t u t a k a s		
125-8								k a t v m a s		
145-8								k a y a t a s		
45-8								v y v a v j a		
91-8								m u k u j		
235-8								s u y		
246-8								r y r		
250-8								m v v e t y k		
52-9									i t e	
56-9									i m e	
96-9									a t a ʃ	
99-9									a r i j a n	
114-9									t o k i ʃ i	
115-9									w r i ʃ	
133-9									t i p a r a ʃ	
144-9									a r a w a ʃ	
150-9									k a w	
234-9									k o m	
236-9									p i k e n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w u m	
65-9									i w m	
74-9									p a n a	
93-9									t a p a r i ʃ i	
95-9									w i k i	
106-9									t i n j ʃ	
119-9									j a t i i ʃ	
128-9									h o k ʃ ʃ i	
147-9									t i k i ʃ i	
231-9									p a n a w o	
232-9									p i p i m	
239-9									n a m a k a n	
266-9									i t i m	
3-9									w a r i k e	
4-9									w a t i ʔ	
51-9									i w e ʔ	
55-9									j h a m	
97-9									u a h a k	
109-9									w p w t i ʃ	
121-9									k a p i j a k e	
149-9									t o k	
160-9									k i r i k	
163-9									i p e n	
167-9									p a ʔ	
207-9									u i ʔ	
259-9									t o w a ʔ	
66-9									k a r a k a w	
112-9									t r a i r i ʃ	
116-9									t u p a k a ʃ i	
125-9									k a t i m a ʃ i	
134-9									n a p a t i	
135-9									t i k i ʃ	
142-9									p a t a u a ʃ	
145-9									k a t a t i ʃ i	
148-9									t a w w r	
162-9									i j i n	
166-9									i m i ʔ	
179-9									t a	
201-9									p w	
21-9									t a w a	
24-9									h a k e ʃ a n	
45-9									j w i j j m	
50-9									i n a ʔ	
57-9									t u k a w a n	
71-9									u u i	
91-9									m o k o n	
151-9									k i w	
154-9									w e ʔ	
192-9									t e t	
197-9									t i r i k	
205-9									i p a n	
227-9									u a p w a t ʔ	
235-9									ʃ o w i	
237-9									n a m a j i	
246-9									i w i	
251-9									w a n a	
52-10										i t e
56-10										i m e ʔ
96-10										a t a j
99-10										a tʃ i k o n
114-10										t ø k i tʃ i
115-10										w tʃ i i
133-10										t i h a r a i
144-10										a t a w a tʃ i
150-10										k a w
234-10										k ø m
236-10										p i k w j
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a t a ʔ
2-10										w ø m m
65-10										i w i
74-10										p a j a
93-10										t o p a r i tʃ i
95-10										w i k i
106-10										t i j i tʃ i
119-10										i e i tʃ i tʃ i
128-10										h ø k i tʃ
147-10										t i m i tʃ i
231-10										p a j a w ø
232-10										h i i i m
239-10										j a m a k a j
266-10										i t i m
3-10										w o r i h a ʔ
4-10										w a t i
51-10										i w e ʔ
55-10										i h a m
97-10										m a h o m a
121-10										k a h i j a k tʃ i
149-10										t ø k
160-10										k i r i k
163-10										w h e n
167-10										h a ʔ
207-10										m i ʔ
259-10										t o w a
112-10										t r a i tʃ i tʃ
116-10										t o p a k a tʃ i
125-10										k a t i m a tʃ i
134-10										n i h a t i
139-10										m o n ø tʃ i ʔ
142-10										h a t a m m a
145-10										k a t a t i tʃ i
148-10										t a w w r i
162-10										i j i n ʔ
166-10										i m i
179-10										t a ʔ
201-10										p w
24-10										h a k ø tʃ a j
45-10										o h m a h m
50-10										i n a ʔ
71-10										o m i
84-10										h i w a j
91-10										m ø k ø n i
146-10										i k i m a tʃ i
151-10										k i w ʔ
154-10										w w ʔ
192-10										t ø t
197-10										t i t i m
205-10										i h a n
235-10										tʃ o w i ʔ
237-10										n i m a j i ʔ
250-10										m w r o t i k ø k o
251-10										w a n a ʔ
