COGID	Albanian	English	French	German	Latin
724-3			d r ɛ		
145-3			s w ai		
992-3			s		
1181-3			h ə n		
706-3			u k u		
106-3			f ɔ d r		
741-3			f s s		
421-3			f l ø v		
227-3			f u		
920-3			k ai r s		
1083-3			k ai r n ʊ		
1066-3			ɛ f		
1125-3			ɪ		
1197-3			m u r		
473-3			n ai		
284-3			n ɛ s		
661-3			ø n		
701-3			r u v r ai		
315-3			r u d		
1169-3			s o l d		
1150-3			s u r d ə r		
982-3			s ɛ s		
987-3			s n ai		
1055-3			s d ɛ r		
1130-3			s ʊ g ɛ		
433-3			s u n		
585-3			y		
625-3			s ɛ ŋ		
1186-3			s e n d		
814-3			w e r		
416-3			w		
1233-3			w ɛ n		
884-3			w u r m ɛ		
916-3			t		
1016-3			ɛ n ɑ̃ m e l		
952-3			ɛ d		
514-3			r ə r n		
1079-3			b ɛ b		
1100-3			f r u d		
47-3			s s u ɛ ɑ̃		
111-3			l ɛ k		
1061-3			m u n		
1155-3			h o l s		
343-3			w ɛ t ɑ̃ r		
671-3			r ɛ f		
460-3			f ø l		
8-3			u r		
644-3			s u ɛ		
683-3			ʃ ə d		
650-3			k i oː		
612-3			f y m		
871-3			r e		
1209-3			w ai m ɛ		
667-3			l ɛ v ɛ		
499-3			e		
14-3			j a l ai		
1029-3			j e		
272-3			ɛ r		
278-3			m o		
410-3			k œ r t ɛ k		
336-3			s ɛ p s ɛ		
1009-3			t r		
479-3			j		
712-3			m œ r		
1113-3			s o n d		
605-3			s s		
752-3			s p i r e		
695-3			ø b		
73-3			f r i ʒ		
162-3			k u s e		
239-3			d		
560-4				b iː i n	
438-4				u eː iː	
1222-4				aː g r	
353-4				f v a k iː	
201-4				f oi b eː	
20-4				f a r ə r	
503-4				f uː l e	
957-4				t eː	
728-4				l a t	
244-4				eː m	
289-4				n a k s	
911-4				r a z iː k	
724-4				s r yː a	
145-4				t oː a	
992-4				k	
1181-4					
706-4				o i oː l a	
106-4				f aː s r	
421-4				f l uː m r	
227-4				f iː eː	
920-4				k o r t	
1083-4				k a r n	
1066-4				iː g a	
1125-4				g eː n oː	
1197-4				m e s r	
473-4				n oː b aː l	
284-4				n eː r	
661-4				b	
701-4				r oː g	
315-4				r a t oː n t a	
1169-4				ʃ o l s	
1150-4				k oː r s	
982-4				a ʃ iː r	
987-4				z n a	
1055-4				eː s v a l	
1130-4				ʃ uː z eː	
433-4				z a l aː iː	
585-4				t oː	
625-4				l eː ŋ	
1186-4				t oː d	
814-4				b r aː i t	
416-4				k v a	
1233-4				v eː n t a	
884-4				v aː r m iː	
78-4				f l iː s	
514-4				b ə r n	
116-4				eː t eː	
188-4				f a r	
745-4				f eː n a r	
1100-4				f r u iː s	
630-4				n ð ə ʃ t	
1155-4				h u l l a	
24-4				n e n	
232-4				n oː n k	
671-4				t r v a s	
460-4				p u r iː d a	
8-4				g eː r b i ʃ	
385-4				ʃ iː	
945-4				ʃ eː m iː n	
1041-4				z t a n t	
492-4				s eː n oː iː	
527-4				r j s ə r	
14-4				g eː l a	
1-4				a l	
915-4				a n d	
271-4				a ʃ	
711-4				oi s	
1112-4				l l ə t	
205-4				v r aː z s	
301-4				k l a	
72-4				k a l t	
238-4				t aː	
560-5					k w aː
438-5					u r a w
1222-5					o f
353-5					p oː k k u
201-5					f oː k
20-5					f o l i o
503-5					f l a
957-5					u
728-5					l k ŋ
244-5					oː m a n
289-5					n a t t
911-5					r u k iː u l
724-5					s r k
145-5					p au ai
992-5					k u
1181-5					k i e n
706-5					u w u
106-5					f a t u r
741-5					p i u
421-5					f l u m
227-5					f u l
920-5					k o r p u n
1083-5					k a r n
1066-5					u f
1125-5					g u
1197-5					m u g u r
473-5					n u
284-5					n a s u
661-5					u
701-5					r u t
315-5					r u p
1169-5					s a l t
982-5					s i u
987-5					k n
1055-5					ɛ t w r l
1130-5					s u k aː
433-5					s a l a w
585-5					t uː
625-5					p u ŋ u
1186-5					t a s
814-5					w i r i d i
416-5					w ai t
1233-5					w i n d
884-5					w u r m
916-5					oː
1016-5					a n a m a l
952-5					a
78-5					l l a s
1079-5					b w k
116-5					ɛ p
188-5					f ai r
745-5					f e u r
47-5					uː i u m a n
111-5					l a k
1061-5					m u t a u
630-5					n g u e t
1155-5					k u
24-5					n iː f t
232-5					n u
343-5					w i aː i
460-5					f u l
945-5					s a m u n
644-5					k u s
683-5					k i t oː
650-5					k i oː l
612-5					f uː m oː
1041-5					e t k n p
871-5					d r w k t
492-5					s e n
1209-5					w a m a t
667-5					l k
499-5					n
1029-5					i
272-5					s eː d r
278-5					m o w e s
410-5					aː k o r s
1009-5					w i t r
198-5					m k g
479-5					w a s a
712-5					m o r
1113-5					s eː
605-5					o s
752-5					r e s p iː r aː
695-5					n u a g
73-5					f r w a d
164-5					n u m u r i k r
239-5					g u r
