COGID	Albanian	English	French	German	Latin
503-4				f l ə n a	
957-4				n n	
728-4				l a ŋ g a	
244-4				n b m iː n	
289-4				n u iː t	
911-4				r e t i n	
724-4				s r aː	
145-4				t oː a	
992-4				k iː	
1181-4				b b n i	
706-4				o k oː l a	
106-4				f a s r	
421-4				f l o z r	
227-4				f uː aː	
920-4				k o r t	
1083-4				h a r n ə	
1066-4				aː g a	
1125-4				n ə n oː	
1197-4				m u r	
473-4				n oː b aː l	
284-4				n aː z a	
661-4				ə n a	
701-4				r r b	
315-4				r au n t	
1169-4				ʃ a l t	
1150-4				k oː r s	
982-4				a ʃ iː r	
987-4				n iː v	
1055-4				aː s v a	
1130-4				z uː k aː	
433-4				ʃ u l aː iː	
585-4				t oː	
625-4				l eː g	
1186-4				t oː n s	
814-4				b ə r a	
416-4				k v a	
1233-4				b eː n t a	
884-4				b aː r m iː	
78-4				b l iː s	
514-4				b ə r n	
116-4				eː t aː	
188-4				f r a oː l	
745-4				f aː n a r	
1100-4				f r u t	
630-4				n g au ʃ t	
1155-4				h au l l a	
24-4				n e t	
232-4				n au n k	
671-4				t r v a s	
460-4				p u t o	
8-4				g ə r b i ʃ	
385-4				ʃ i	
945-4				ʃ ə t aː n	
1041-4				ʃ t a n t	
492-4				s eː n oː iː	
527-4				v a s ə r	
14-4				iː aː n a	
1-4				au l	
915-4				a n t	
271-4				a ʃ	
560-5					k a m
438-5					b r a j
1222-5					b g
353-5					f i k k au
201-5					f uː n f
20-5					k a t u r
503-5					f l a t
957-5					n u
728-5					l a ŋ
244-5					n m
289-5					n u i t
911-5					r u t iː n
724-5					t r k
145-5					p uː ai
992-5					k i
1181-5					k i n d
706-5					u g u
106-5					f a t u r
741-5					f i k
421-5					f l o u r
227-5					f y k
920-5					k o r b u n
1083-5					k a r n
1066-5					u f
1125-5					n u n u
1197-5					m u t u r
473-5					n u b a l
284-5					n a s u
661-5					iː n
701-5					r u t
315-5					r u n p
1169-5					s o l t
982-5					a s iː s
987-5					k n e
1055-5					k t aː r l
1130-5					s uː g aː
433-5					s o n a j
585-5					t uː
625-5					l u ŋ u
1186-5					t u s
814-5					b e r t oː t
416-5					b w a
1233-5					b iː n p
884-5					b a r m
916-5					oː
1016-5					a n iː m a l
952-5					a t
78-5					b l a s
1079-5					b i
116-5					u t
188-5					f a r n
745-5					f e g u r
47-5					uː m a n
111-5					l k
1061-5					m u t a n
630-5					n g u e t
1155-5					k u
24-5					n u f t
232-5					n u n
343-5					w w t e r
460-5					f u r iː
945-5					s u m u n
644-5					k i
683-5					k a n d a
650-5					s i e l
612-5					f uː m oː
1041-5					e t e n p
871-5					d r w a t
492-5					p oː n
1209-5					b o m iː t
667-5					l a w o
499-5					n u
1029-5					w u
272-5					s a d o
