COGID	dutch	english	french	german
525-4				ʃ v œ l ɪ ŋ
276-4				l a m
274-4				t oː f
278-4				b l ɪ n t
258-4				t r ɔ ŋ k ə
256-4				n ɛ x ɪ t
383-4				ʃ t ə
207-4				r ai pf
376-4				t r ɪ ŋ k ə
2014-4				b ɛ s t ə
2009-4				uː f ə n
2003-4				k ɛ s ə l
2024-4				pf a n
1976-4				ts a ŋ ə
1243-4				m aː l ə n
1261-4				z eː b ə n
655-4				b r ɔ t
650-4				d iː ɡ
1532-4				k n d t ə
-36-4				ʃ ʊ f
34-4				b ɪ n
-1647-4				f ɪ ɡ
