COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
2-3			n e x ʔ t x x						
8-3			w eː j i						
16-3			e s + + i						
24-3			i s t i						
32-3			m i k i						
51-3			o n + i						
52-3			w aː k + ʔ i						
53-3			n a k a s						
54-3			t aː l l i						
55-3			k w aː						
60-3			iː x + t e l o l o						
83-3			t e + t						
87-3			p a t aː n i						
92-3			m a k a						
103-3			m aː +						
106-3			k a k i						
138-3			n e h						
139-3			m i ʔ + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː k a ʔ t						
179-3			n a k a + t						
180-3			m eː ts + t i						
186-3			k e tʃ ʔ t i						
190-3			j a k a + t						
194-3			s eː						
220-3			o h + t i						
231-3			i t a						
240-3			k o tʃ i						
283-3			t e ʔ +						
293-3			i n + iː						
314-3			k w a u + ʔ						
315-3			oː m e						
322-3			t e h w m e						
323-3			t eː						
9-3			t oː t o + t						
17-3			o m i + t						
22-3			t a t i a						
30-3			w iː ts						
88-3			i i i						
158-3			w eː j a k						
159-3			aː t i m e + t						
177-3			m i a ʔ						
184-3			t o k aː + +						
187-3			j a n k w i + k						
227-3			x aː l aː l						
1-4				n o tʃ i					
2-4				n e x + tɬ x x					
8-4				w e j e i					
16-4				e s + tɬ i					
24-4				i s t e					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + t o k					
53-4				n a k a s tɬ					
54-4				tɬ a l l l					
55-4				k w a					
60-4				i x + t e l o l o					
83-4				tɬ e + tɬ					
87-4				p a tɬ a n i					
92-4				m a k a					
103-4				m a h					
106-4				k a k i					
138-4				n e h w					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t e k a					
176-4				t a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e ts + tɬ i					
186-4				k e tʃ + tɬ					
190-4				j a k a + tɬ					
194-4				s e					
220-4				o h + tɬ i					
231-4				i t a					
240-4				k o tʃ i					
283-4				t e + tɬ e					
293-4				i n + i n					
314-4				k w a w i + tɬ					
315-4				o m e					
322-4				t e h w m e h					
323-4				tɬ e					
9-4				t o t o + tɬ					
17-4				o m i + tɬ					
30-4				w i l					
88-4				i i i					
158-4				w e j a k					
177-4				m i j k k					
184-4				t o k a + +					
187-4				j a n k w i + k					
227-4				x a l l l					
1-5					m o tʃ i				
2-5					n e x + t iː x x				
8-5					w e j i i				
16-5					e s + t i				
24-5					i s t i				
32-5					m i k i				
51-5					o n + i				
52-5					w aː k + t o				
53-5					n a k a s				
54-5					t aː l l				
55-5					b w a				
60-5					i x t e o l o				
83-5					t i + t				
87-5					p a t aː n i				
92-5					m a k a				
103-5					m aː j				
106-5					k a k i				
138-5					n e h a				
139-5					m i k + t i				
142-5					m a t i				
145-5					m o + t eː k a				
176-5					t aː k a + t				
179-5					n a k a + t				
180-5					m eː ts + t i				
186-5					k e tʃ + t				
190-5					j a k + t				
194-5					s eː				
220-5					o h + t i				
231-5					i t a				
240-5					k o tʃ i				
283-5					t e + t				
293-5					i n + i				
314-5					k w a aː i +				
315-5					oː m e				
322-5					t e h a m e				
323-5					t e				
9-5					t oː t oː + t				
17-5					o m i + t				
22-5					t a t i				
30-5					w i ts				
88-5					i i i				
158-5					w e j a g				
159-5					a t i m i + t				
177-5					m i j k k				
184-5					t oː k aː + n				
187-5					j a m b w i + k				
227-5					x aː l + l				
1-6						n u tʃ i			
2-6						k a x + t x x x			
8-6						w eː j i i			
16-6						e s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						u n + i			
52-6						w aː k + t u			
53-6						n a k a s t			
54-6						t aː l l i			
55-6						k w a			
60-6						iː x + t e l u l u			
83-6						t e + t			
87-6						p a t aː n i			
92-6						m a k a			
103-6						m aː			
106-6						k a k i			
138-6						n e h a			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t aː k a + t			
179-6						n a k a + t			
180-6						m eː ts + t i			
186-6						k e tʃ + t			
190-6						j a k a + t			
194-6						s eː			
220-6						u h + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t e + t			
293-6						i n + iː			
314-6						k w a w a t			
315-6						uː m e			
322-6						t e h a m e			
323-6						t eː			
9-6						t uː t u + t			
17-6						u m i + t			
22-6						t a t i a			
30-6						w iː ts			
88-6						i i			
158-6						w eː j a k			
159-6						a t i m a + t			
177-6						m i a k			
184-6						t u k aː			
187-6						j a n k w i + k			
227-6						x aː l l i			
1-7							n w tʃ i		
2-7							n e x + t e e x		
8-7							e e n		
16-7							e m t i		
24-7							i t i		
32-7							m i k i		
51-7							w n m		
52-7							e a k m t		
53-7							n ts k ts		
54-7							t a		
55-7							k e a		
60-7							u x m +		
83-7							t i m t		
87-7							p ts t a n i		
92-7							m ts k l		
103-7							m a n		
106-7							k ts k i		
138-7							n e e		
139-7							m i k m t i ts		
142-7							m ts t i		
145-7							m w m t e k e		
176-7							t a k e + t		
179-7							n ts k ts m t		
180-7							m e k m t i		
186-7							k e tʃ m		
190-7							n e k e t		
194-7							e		
220-7							w m m t i		
231-7							i t e		
240-7							k w tʃ i		
283-7							t e + t		
293-7							i n m		
314-7							k e e t + t		
315-7							u m e		
322-7							t e m e x e		
323-7							t e		
17-7							w m i m t		
22-7							t ts t i ts		
30-7							e i k		
159-7							a t i m + t		
1-8								n o tʃ ɨ	
2-8								n a x + tɬ x x x	
8-8								w eː j ɨ	
16-8								eː s + tɬ ɨ	
24-8								ɨ s t ɨ +	
32-8								m ɨ k ɨ	
51-8								o n + i	
52-8								w aː k + tɬ oː +	
53-8								n a k a s	
54-8								tɬ aː l l ɨ	
55-8								k w a	
60-8								i x + t ɨ l o l o	
83-8								tɬ ɨ + tɬ	
87-8								+ a tɬ aː n i	
92-8								m a k a	
103-8								m aː j	
106-8								k a k ɨ	
138-8								n ə h a	
139-8								m ɨ k + t ɨ a	
142-8								m a t ɨ	
145-8								m o + t eː a	
176-8								t aː k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː k + tɬ ɨ	
186-8								k eː tʃ +	
190-8								j a k a +	
194-8								s eː	
220-8								o h + tɬ ɨ	
231-8								ɨ t a	
240-8								k o tʃ ɨ	
283-8								t ɨ + tɬ	
293-8								ɨ n + iː	
314-8								k w a ɨ + +	
315-8								t m ɨ	
322-8								t e h a m h	
323-8								tɬ eː	
9-8								t t t oː + tɬ	
17-8								o m ɨ + tɬ	
22-8								tɬ a t ɨ a	
30-8								w i	
88-8								ɨ ɨ ɨ	
158-8								w eː j a k	
159-8								a t ɨ m ɨ + tɬ	
177-8								m ɨ a + +	
184-8								t oː k a +	
187-8								j a n k w ɨ + +	
227-8								x aː l l ɨ	
1-9									m o tʃ iː +
2-9									n e x n ts x x x tɬ
8-9									w e j iː iː
16-9									e s + tɬ iː iː
24-9									iː s t e +
32-9									m iː k iː
51-9									o n + iː
52-9									w ø k + tɬ o k
53-9									n a k a s tɬ
54-9									tɬ ø l l l
55-9									k w a
60-9									i x + t e l o l o
83-9									tɬ e + tɬ
87-9									p a tɬ ø n iː
92-9									m a k a
103-9									m a j n
106-9									k a k iː
138-9									n e h w tɬ
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t e k a
176-9									tɬ ø k a + tɬ
179-9									n a k a + tɬ
180-9									m i ts + tɬ iː
186-9									k e tʃ + tɬ u
190-9									j a k a + +
194-9									s e
220-9									o h + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									pː e + + u
293-9									iː n + i n
314-9									k w w w + + + u
315-9									u m e
322-9									t e h e m e h
323-9									tɬ e
9-9									t u t u + tɬ
22-9									tɬ a t iː a
30-9									w i ts
88-9									iː iː iː
158-9									w e j a k
159-9									a t e m e + tɬ
177-9									m iː a k iː
184-9									t u k a + +
187-9									j a n k w iː + k
227-9									x p h l l
