COGID	dutch	english	french	german
1243-1	m ɑ l			
1265-1	v ɑ l			
1261-1	z eː v ə			
655-1	b r aː d			
650-1	d eː			
1532-1	k aː t t ə			
-36-1	s ɔ p			
34-1	b oː n			
-1647-1	v ɪ x			
1469-2		s ɪ n t		
2047-2		s əʊ		
2054-2		d ɔ n d r		
1375-2		l ɪ l		
760-2		b ɪ n		
756-2		s n əʊ		
726-2		m æ d		
1351-2		ɡ r əʊ t iː l ɪ d		
1353-2		ɡ r əʊ t ɪ t		
412-2		s l ɪ n æ r əʊ		
406-2		s l ɪ æ		
1005-2		s t iː l r d		
1012-2		s t iː æ ɪ t		
1016-2		w ɪ t		
1069-2		ɪ		
509-2		f əʊ l		
693-2		m ʌ l æ		
2179-2		r ɛ s		
1753-2		f əʊ s		
1131-2		w ɔ l		
1198-2		b ɪ r t		
2032-2		k ʌ l		
2241-2		r əʊ s		
2244-2		l ɪ p		
610-2		k		
945-2		h ɑː d		
1534-2		l ɪ k		
384-2		s iː		
1650-2		b ɔ t		
1663-2		s ɪ		
2279-2		l ɪ n		
471-2		s ɪ		
1385-2		s ɪ d		
792-2		j ɪ		
1111-2		l əʊ s		
197-2		s iː d		
2020-2		l ɪ		
867-2		r ɛ n d		
1970-2		f əʊ l		
1230-2		d r ɪ d		
2017-2		r əʊ		
968-2		w ɛ t		
1674-2		l ɪ n t		
1671-2		h əʊ l		
829-2		k l ɪ p		
1025-2		w ɪ t r		
1027-2		s iː		
1832-2		r		
-1816-2		s		
-335-2		l ɪ d ɪ		
1043-2		s t r ɔ m		
423-2		s t eɪ n		
2049-2		m ɪ n		
2062-2		s t ɔ əʊ		
2065-2		r aɪ + b ɔː		
1368-2		s ɔ d		
1365-2		d		
754-2		r aɪ		
768-2		w ɛ d		
1211-2		f əʊ		
106-2		m æ n		
-98-2		b əʊ v		
719-2		f eɪ d r		
1341-2		s ɪ n		
-2027-2		t ɑː n d		
-2026-2		n iː v		
409-2		s w ɪ n æ r ɪ n		
402-2		s w ɪ n æ r æ t		
1014-2		s t iː p eɪ d d r		
1059-2		w aɪ		
120-2		s t əʊ l		
2194-2		əʊ		
2199-2		k ɑː l		
2197-2		ʃ ɔ t		
1523-2		s iː		
512-2		m ɛ r		
2141-2		h ɪ n		
2147-2		ɡ ɑː n s		
814-2		k r eɪ		
810-2		d ɔ v		
1758-2		m ɪ s		
1760-2		r əʊ		
1620-2		f ɪ n		
1282-2		w ɪ l		
1136-2		f əʊ		
1309-2		l iː s		
1307-2		n ɛ t		
1305-2		f l ɪ		
711-2		w ɛ s p		
1442-2		f l ɪ		
62-2		m ɪ dʒ		
-73-2		m ɪ t eɪ d		
1810-2		h ɔ t		
1805-2		f l ɪ s		
1813-2		h ɑː r		
1811-2		b l iː t		
690-2		r ɪ p		
2177-2		k əʊ p t		
246-2		w ɛ r əʊ b r ɪ		
249-2		s æ l		
1506-2		n eɪ s əʊ		
2242-2		m ɪ n t		
2245-2		r ɪ		
2174-2		ʃ ɔ l d r		
603-2		b l n əʊ əʊ ʌ		
601-2		h əʊ n t		
615-2		f ɪ ŋ r		
901-2		k əʊ		
608-2		f uː t		
596-2		t ɪ n		
937-2		b r s t		
936-2		n eɪ v l		
646-2		l ɪ		
947-2		l iː v ə r		
1606-2		r æ p		
472-2		n eɪ r		
1535-2		s w ɪ t		
1546-2		s p əʊ		
1959-2		s l əʊ f		
694-2		s ɑː r		
1961-2		d r əʊ m		
323-2		l iː v		
1885-2		ɡ r ɪ		
2156-2		b r r t ɪ		
1903-2		w ɛ n d		
525-2		s w ɛ l aɪ ŋ		
276-2		l æ m		
274-2		d ɔ p		
278-2		b l ɪ n t		
258-2		b r ɪ ŋ k		
256-2		n ɪ k t		
383-2		əʊ t		
207-2		r iː p		
376-2		d r ɪ ŋ k		
2014-2		r əʊ t t		
2009-2		s v		
2003-2		k əʊ t l̩ l		
2024-2		p ɪ n		
1321-2		k ɔ p		
1976-2		t ɪ ŋ		
1243-2		l ɪ d ɪ t		
1265-2		p əʊ l		
1261-2		s iː v		
655-2		b r ɪ t		
650-2		d ɛ k		
1532-2		k t		
-36-2		s ɔ p		
34-2		b ʌ n		
-1647-2		f aɪ		
1469-3			ʀ ɑ̃ t	
2047-3			ʀ ɑ̃ t	
2054-3			t t ʀ ʀ	
1375-3			l ə t	
760-3			ʀ ʀ t	
756-3			t s	
726-3			ʀ u t ʀ t	
1351-3			f ʀ i t ʀ ɛ ʀ t ʀ ʀ	
1353-3			f ʀ i t u t ʀ t	
412-3			t ɛ ɔ t ʀ ʀ u ɛ ʀ t	
406-3			ʀ ɛ e t ʀ i k ʀ t	
1005-3			ʀ ʀ i l ə ʀ a t ʀ ʀ	
1012-3			ʀ ʀ i t u t ʀ t	
1016-3			ʀ u t t ʀ	
1069-3			ʀ	
509-3			t ʀ l	
693-3			e ʀ l ʀ	
2179-3			ʀ ʀ t t	
1753-3			l ə t	
1131-3			ʀ ɔ l a	
1198-3			b ʀ t t	
2032-3			t ʀ	
2241-3			ʀ ʀ	
2244-3			l ə b	
610-3			s t	
945-3			s t t	
1534-3			ʀ ə k	
384-3			ʀ i t	
1650-3			ʀ t	
1663-3			ʀ ɛ	
2279-3			l ə t	
471-3			ʀ	
1385-3			ʀ u t	
792-3			ʀ t	
1111-3			ʀ t t	
197-3			ʀ ɛ ɛ	
2020-3			l ə	
867-3			ʀ ɑ̃ ɛ ʀ ʀ t t	
1970-3			p ʀ l	
1230-3			ʀ ʀ t t	
2017-3			ʀ	
2183-3			ʀ b t	
1521-3			b e	
1755-3			ɑ̃ t	
1760-3			ʀ i t	
1196-3			ʀ ʀ	
575-3			p ʀ t l	
2014-3			ʀ i t t	
1321-3			u t	
1265-3			t t l	
1469-4				z a n t
2047-4				z ɛ n
2054-4				t ʊ n d ə r
1375-4				l ɪ ɡ n
760-4				v ɪ n t
756-4				ʃ n r
726-4				m oː d ə r
1351-4				ɡ r ɪ n t ə r r ə r
1353-4				ɡ r ai n aː m aː t ə r
412-4				ʃ r r n r r a t ə r n
406-4				ʃ uː l n a t ə r n
1005-4				ʃ t ai l a r r ə r
1012-4				ʃ t a ə + m aː t ə r
1016-4				v ai t ts ə n ə n
1069-4				eː ə
509-4				f a l ə n
693-4				d ʏ + l ə
2179-4				r ɛ s t
1753-4				f ɪ ʃ ə
1131-4				v a l ə
1198-4				b r r t
2032-4				h oː r n
2241-4				r ɛ s
2244-4				l a f
610-4				k ai ə n
945-4				h a r ə
1534-4				l ai k ə n
384-4				z uː s ə n
1650-4				b ʊ t
1663-4				z a l t
2279-4				l ɪ n ə n
471-4				z ai ə
1385-4				z a t ə
792-4				j r k
1111-4				l a s t
197-4				z ai t ə n
2020-4				l a n
867-4				r ɛ n t ə r t
1970-4				f l l
1230-4				t ə r t ə
2017-4				n eː ə
968-4				v ɛ r t l n
1674-4				l a n t
1671-4				h ɛ f ə l
829-4				k l ɪ f
1025-4				v a t ə r
1027-4				z iː
1832-4				r au f
-1816-4				ʃ s ə n n
-335-4				l a t ə n ə n
1043-4				ʃ t r a m
423-4				ʃ t ai n
2049-4				m ɛ n
2062-4				ʃ t ə r
2065-4				r ai r + m + b r ɡ
1368-4				ʃ ə f t
1365-4				t oː ə
754-4				r ai ɡ ə n
768-4				v ɛ r ə
1211-4				f ə r
106-4				m a n
-98-4				b ɛ b ə
719-4				f aː d ə r
1341-4				z a n
-2027-4				l n t t ə n
-2026-4				n eː f ə n
409-4				ʃ uː r n ə n ɪ n ə
402-4				ʃ ə l n r r ɪ n r ə ə
1014-4				ʃ t uː f aː t ə ɡ ə r ə n
1059-4				v ai
120-4				ʃ t a l
2183-4				ʃ t ɛ r
2194-4				ɔ s ə
2199-4				k a l ə n
2197-4				ʃ ʊ s ə n
1523-4				z ɛ k
1521-4				b r k
512-4				l ɛ r aː
2141-4				h ɛ n
2147-4				ɡ a n ə n
814-4				k r aː ə n
810-4				t uː f
1755-4				r a n t
1758-4				m ʏ s
1620-4				f ɪ n
1282-4				v a l ə ə
1136-4				f ɛ s ə
1309-4				l ai s
1307-4				n ɛ t
1305-4				f l iː
711-4				v ɛ ʃ p
1442-4				f l iː n
62-4				m ʏ k
-73-4				m a ʃ ə a t ə
1810-4				h oː t
1805-4				f l ɛ s
1813-4				h aː r
1811-4				b l ai t
690-4				r ɪ k
2177-4				h a t ə n
246-4				v ɛ k r + b r
249-4				ʃ n + l t t
1506-4				r ɔ s t + r aː ɡ ə l
2242-4				m oː n t
2245-4				t ɔ n
1196-4				t ɛ k
2174-4				ʃ ɔ l t ə r
575-4				t r uː ə ə
603-4				ɛ l + + b eː ɡ
601-4				h a n t
615-4				f ɪ n ə r
901-4				k l a n
608-4				f ɔ t
596-4				ts ai n
937-4				b r a s t
936-4				n aː b ə l
646-4				l ai t
947-4				l iː b ə r
1606-4				h au p
472-4				n n r ə
1535-4				ʃ v ɛ t ə n
1546-4				ʃ p a t ə n
1959-4				ʃ l iː f ə n
694-4				ʃ n ə r ə ə n
1961-4				t r a m ə n
323-4				l ai f iː n
1885-4				ɡ r ɛ f ə
2156-4				f ə r + ə n t ə n a t
1903-4				v a n t
525-4				ʃ v ɛ l ɪ ŋ
276-4				l a l iː
274-4				t ɪ f
278-4				b l ɪ n t
258-4				t r ai ŋ k ə n
256-4				n aː k ə n
383-4				eː t ə n
207-4				r ai t
376-4				d r ɪ ŋ k ə n
2014-4				r ɛ r t ə
2009-4				uː f ə n
2003-4				k ɛ s ə l
2024-4				p a n
1976-4				ts ɪ n
1243-4				m ai l ə n ai t
1261-4				z ɛ b ə n
655-4				b r ɛ t
650-4				t ɛ k
1532-4				k aː t t ə n
-36-4				ʃ uː p
34-4				b oː n
-1647-4				f ɪ ɡ
