COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
93-5					t a p o r i s i					
95-5					k i t i					
106-5					t e n e n e s i					
119-5					t t i t i i n					
128-5					k o k o t i					
147-5					t i m i t i					
239-5					m a a k a n					
266-5					t i t i i m n					
3-5					w i r i k o					
4-5					w a r i					
51-5					i w e i					
55-5					i f w a i m					
97-5					a f o m i j n					
109-5					p e j m					
149-5					t o k i i					
160-5					k e r e k					
163-5					i p i i n					
167-5					p i					
207-5					m i					
259-5					t o w o					
66-5					r a r a a i m					
112-5					t a r a j i s i					
116-5					t o p a k i i					
134-5					t a p a t i i i n					
135-5					r i r i j i i m i					
139-5					t a m o n o s i					
142-5					i p o r a m i s i					
145-5					k i r a t i s i					
148-5					t o r a w a n i s i					
162-5					i j i i n					
166-5					i m i					
179-5					t i i i i					
201-5					p e					
21-5					r r e t a					
45-5					t t i f w i j i m a					
50-5					n i i					
71-5					m i					
84-5					p i w o n					
91-5					m a k a i o n					
146-5					i k i m t i n					
151-5					k i w i					
154-5					w e					
192-5					t i t					
197-5					t e r e m i					
205-5					a p a n					
235-5					t o w i					
237-5					n a m a j i i n					
250-5					t o p i i k o n					
251-5					w a n i i					
52-6						t a t i a				
56-6						i m i				
96-6						t a r i tʃ i				
99-6						a t i r a w t i a				
114-6						t a k i tʃ i				
115-6						t i r i tʃ i				
133-6						tʃ i h a r a t i				
144-6						t t h a tʃ i				
150-6						k a				
234-6						a k				
236-6						p i k i i				
241-6						a w i				
249-6						i t i				
1-6						a t a				
2-6						a i m				
65-6						a i i				
74-6						p a w a				
93-6						t a p a r i tʃ i				
95-6						a i t i tʃ i				
106-6						tʃ i m i tʃ i				
119-6						i t a tʃ i tʃ i				
128-6						k w tʃ i				
147-6						t i m i tʃ i				
231-6						p i w a t				
232-6						p i w a i				
239-6						i m a k a				
266-6						a i t i h				
3-6						a r i k				
4-6						a tʃ i				
55-6						i w a m				
97-6						a w i a w a w a				
109-6						a a i tʃ i				
160-6						t i r i				
207-6						m i				
112-6						t a h t i a t a tʃ i				
116-6						t a p a w a w a w				
125-6						k a t i m a tʃ i				
134-6						t i p a t i h				
135-6						k i m tʃ tʃ i				
139-6						a i m i m i tʃ i				
201-6						p i a				
21-6						a a a k				
24-6						i t				
57-6						t i k a a				
131-6						t i k i w a tʃ w i w a tʃ i				
227-6						a i i t i				
52-7							p i t a n			
56-7							p a m a			
96-7							p a r a t n			
99-7							a r i k a a n n			
114-7							t a k i i			
115-7							w a r i			
133-7							t i r a n i			
144-7							p a t a r a i			
150-7							k a n			
234-7							k a m			
236-7							p a k a n n			
241-7							p a i n			
249-7							i a			
1-7							w a a			
2-7							m a m n a			
65-7							i i n i			
74-7							p a n a			
93-7							t a a r i i			
95-7							i k i i			
106-7							t a n i			
119-7							i i t i i n			
128-7							t a k i i			
147-7							t i m i i			
231-7							a n a a			
232-7							a a a			
266-7							a i i m n			
3-7							k a r i k t a n			
4-7							w a t i n			
51-7							a w a			
55-7							i a a m n			
97-7							m a t a m a i			
109-7							i i i k i n			
121-7							k a a a			
149-7							t a k n n			
160-7							k i r i k			
163-7							a a n n n			
167-7							p a			
207-7							m i			
259-7							t a a			
66-7							k a a k a n n			
125-7							m			
135-7							t i m a a i n n			
142-7							a t a m a i			
145-7							k a r a t i t i			
148-7							p r a i n i			
162-7							i n i n n			
166-7							i m i			
179-7							t a n n			
201-7							a n			
21-7							k a a t a n n			
24-7							a k a a a n			
50-7							i n a			
57-7							t a k a a n			
71-7							a m i			
84-7							p i a n			
131-7							t a k i a i a m a			
146-7							i k i m a i n n			
151-7							k i n			
197-7							p r i m n n			
205-7							i a n n			
227-7							m a i a t a			
237-7							m a m a i n n			
246-7							a a			
250-7							t a i t a i a k a			
251-7							w a n a			
52-8								t e e		
56-8								j m e		
96-8								v a v a t		
99-8								a v e e		
114-8								t e k a t		
115-8								i a t		
133-8								t v v a t		
144-8								v a v a v a t		
150-8								k a k		
234-8								k k		
236-8								v e k e k		
241-8								a v y		
249-8								a t e		
1-8								v a t a		
2-8								i		
65-8								y		
74-8								v a k a		
93-8								t k v e t		
95-8								y t k		
119-8								t t a s		
231-8								v v y		
232-8								v v i		
239-8								m a a k a k		
3-8								v v y		
4-8								v a v		
51-8								y e		
55-8								v v j a m		
109-8								v v		
121-8								k v i v k a s		
149-8								t		
163-8								e j m		
167-8								v a k		
259-8								t y k a		
66-8								k a v a k a y		
112-8								t k a a t		
116-8								t k a k a s		
125-8								k t m a t		
145-8								a v a t t		
45-8								i i a a		
91-8										
235-8								t y		
246-8								y		
250-8								t v e v a e		
52-9									i t i i	
56-9									i m i	
96-9									a r a n	
99-9									a r i k o	
114-9									t o k i	
115-9									i r	
133-9									t i p i r a ʃ	
144-9									a r a w a	
150-9									k a w	
234-9									k o m	
236-9									p a k i n	
241-9									a w i n	
249-9									i ʃ i	
1-9									w a t a	
2-9									ʃ i m ʔ	
65-9									i w	
74-9									p a n a	
93-9									t o p o r	
95-9									w i k	
106-9									t i n i i ʔ	
119-9									j i t	
128-9									h o k	
147-9									t i m i i	
231-9									ʃ a ʃ a w i ʔ	
232-9									i ʃ i ʃ i	
239-9									n a a k a n	
266-9									i t i m	
3-9									ʃ o r i k o	
4-9									w a r i ʃ	
51-9									i w i n	
55-9									i h ʃ a a m ʔ	
97-9									a h o m a	
109-9									i p i i	
121-9									ʃ a ʃ a ʃ a ʔ	
149-9									t o k i	
160-9									k i r i k	
163-9									i p i n	
167-9									p a	
207-9									m i	
259-9									t o w a	
66-9									k a r a k a w	
112-9									t a r i a j i ʃ i ʔ	
116-9									t o p a k a	
125-9									ʃ a ʃ i m a ʃ i ʔ	
134-9									n a p a t a	
135-9									k i	
142-9									p a r a m a	
145-9									k a r a t i t i	
148-9									t r a w r i ʃ	
162-9									i j i n	
166-9									i m i	
179-9									t a i	
201-9									p w i	
21-9									k a a t a n	
24-9									i i ʃ ʔ ʔ	
45-9									j a m a	
50-9									i n a ʔ	
57-9									t i i w a ʔ	
71-9									o m i	
91-9									m o k r k o n	
151-9									k i w	
154-9									w i	
192-9									t i t	
197-9									t ʃ ʃ i m ʃ ʔ	
205-9									i p a n	
227-9									a w i t i i	
235-9									ʃ o w i	
237-9									n a m a j	
246-9									i w i	
251-9									w a n a	
52-10										w i t tʃ e ʔ
56-10										w e m e ʔ
96-10										e a r a h tʃ ʔ
99-10										a r i k o h tʃ tʃ ʔ
114-10										t o k i tʃ i ʔ
115-10										w e r e tʃ i ʔ
133-10										i t i h a r a tʃ i ʔ
144-10										w a r a w a tʃ i ʔ
150-10										k a w ʔ
234-10										k o m
236-10										h e k e h ʔ
241-10										w a w i n
249-10										i tʃ e ʔ
1-10										w a t a ʔ
2-10										e w e e m tʃ ʔ
65-10										i w i tʃ i
74-10										h a h a
93-10										t o h o r i tʃ i ʔ
95-10										w i k i tʃ i
106-10										t e h e e tʃ i ʔ
119-10										i h i t i tʃ i ʔ
128-10										h o k i tʃ i ʔ
147-10										t i m i tʃ i ʔ
231-10										w a w tʃ tʃ ʔ
232-10										w i w i e w tʃ tʃ ʔ
239-10										h a m a k a h ʔ
266-10										w i i t i tʃ m ʔ
3-10										w o r i k o tʃ ʔ
4-10										w a r i h ʔ
51-10										e w e ʔ
55-10										i h w a m ʔ
97-10										m a h i w o m a tʃ i
121-10										w a w e w e w a tʃ tʃ ʔ
149-10										t o k tʃ ʔ
160-10										k i r i k
163-10										e h e h ʔ
167-10										h a ʔ
207-10										m i ʔ
259-10										t o w a ʔ
112-10										t a i r w a h i tʃ i ʔ
116-10										t o h a k a tʃ i ʔ
125-10										w a w i m tʃ i ʔ
134-10										h a h a t i h a n
139-10										k m o h o tʃ i ʔ
142-10										o h a r a m a tʃ i ʔ
145-10										k a r a t i tʃ i ʔ
148-10										t a r a w r i tʃ e w i ʔ
162-10										i e h i h ʔ
166-10										i m i ʔ
179-10										t a k ʔ
201-10										h e e ʔ
24-10										e e e e k ʔ
45-10										w i h i h a m a ʔ
50-10										i h a ʔ
71-10										o m i
84-10										h i w a n
91-10										m o k o r i k o n
146-10										i k i m a tʃ i k tʃ m ʔ
151-10										k i w ʔ
154-10										e w e ʔ
192-10										t e ʔ
197-10										t e w i m ʔ
205-10										i h a h ʔ
235-10										tʃ o w i ʔ
237-10										h a m a h i h a ʔ
250-10										m o r w o t i h a k o n
251-10										w a h a ʔ
