COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
241-2		ʔ o ʔ														
2163-2		kʰ o n														
2181-2		n ɔ m														
2060-2		ʔ au̯ m														
410-2		d														
1841-2		m b														
2017-2		h ɔi̯														
1004-2		b														
614-2		b o h														
686-2		b l ɔi̯														
88-2		g ɔ ʔ														
872-2		n ɨ ŋ														
1891-2		d b														
68-2		d ɨ m														
631-2		b ə n														
594-2		kʰ b														
1759-2		h a n														
805-2		kʰ a n														
756-2		h ɨ g														
1201-2		m o ə														
2042-2		ʔ b														
1968-2		d a ʔ														
2000-2		l b ŋ														
17-2		b a d														
4-2		əː m														
788-2		d														
1219-2		h ɨ m														
141-2		ʔ b ŋ														
541-2		b ɣ o a ŋ														
1687-2		h o n														
123-2		b m														
1652-2		dʑ ə n														
576-2		ŋ a														
1738-2		d a g														
442-2		h au̯ m														
368-2		d o a ŋ														
1778-2		b a d														
957-2		n a b														
1704-2		ʔ ɨ ʔ														
304-2		j ɔ m														
1796-2		dʑ a ŋ														
720-2		d ɔ h														
287-2		g ə b														
321-2		kʰ o h														
206-2		d o ʔ														
1950-2		ʔ ŋ														
665-2		au̯ n														
703-2		n o ʔ														
1290-2		m														
1391-2		g a ʔ														
269-2		kʰ a ʔ														
855-2		dʑ a n														
2078-2		d ə														
2213-2		m														
1111-2		d														
485-2		ŋ														
1356-2		m o h														
1093-2		d o ŋ														
1063-2		d au̯ m														
648-2		dʑ l n														
223-2		kʰ a n														
1248-2		dʑ ɨ														
1509-2		d ɔːi̯ n														
504-2		dʑ o h														
2130-2		d ɔi̯														
1-2		ʔ au̯														
386-2		o k														
1411-2		ʔ o														
1027-2		kʰ a ʔ														
2077-2		m a														
1459-2		kʰ l														
1323-2		m əː														
975-2		ɣ a h														
940-2		ŋ ɔ h														
1476-2		ʔ a h														
1923-2		n ɨ														
105-2		b a ŋ														
1431-2		ʔ ɨ														
37-2		b ŋ														
1152-2		b l														
1814-2		m a n														
1183-2		n a n														
1430-2		d l														
1721-2		ŋ a h														
1617-2		b o ʔ														
1564-2		b a ʔ														
2111-2		l o														
1563-2		d a														
1859-3			n ai̯													
175-3			h a													
241-3			ʔ kʰ ʔ													
2163-3			kʰ kʰ r													
2181-3			n a m													
2060-3			ʔ l m													
410-3			d													
1841-3			m b													
2017-3			h i													
1004-3			b													
614-3			b oː h													
686-3			b k i													
88-3			h a ʔ													
872-3			n i n													
1891-3			d b													
68-3			d i m													
631-3			b ə r													
594-3			g b													
1759-3			h a r													
805-3			g a r													
756-3			h i h													
1201-3			m oː ʔ													
2042-3			ʔ i													
1968-3			d a ʔ													
2000-3			r b n													
17-3			b a ʔ													
4-3			l m													
788-3			d ai̯													
1219-3			h i m													
141-3			ʔ b n													
541-3			b r j a n													
1687-3			h kʰ r													
123-3			b m													
1652-3			k a n													
576-3			n a													
1738-3			d a h													
442-3			h oː m													
368-3			d j a n													
1778-3			b a ʔ													
957-3			n a b													
1704-3			ʔ a ʔ													
304-3			j a m													
1796-3			k a n													
720-3			d a h													
287-3			h ə b													
321-3			g ə h													
206-3			d oː ʔ													
1950-3			ʔ ʔ													
665-3			oː n													
703-3			n oː ʔ													
1290-3			m													
1391-3			h a t													
269-3			g a ʔ													
855-3			k a n													
2078-3			d a													
2213-3			m ai̯													
1858-3			d a													
1151-3			g j a r													
737-3			b ə													
340-3			ʔ oː													
1111-3			d ai̯													
485-3			n													
1356-3			m kʰ h													
1093-3			d d n													
1063-3			d oː m													
648-3			k i n													
223-3			g ɔː n													
1248-3			k a													
1509-3			d i n													
504-3			k oː h													
1-3			ʔ oː													
386-3			oː ʔ													
1411-3			ʔ kʰ													
1027-3			g a ʔ													
2077-3			m r													
1459-3			g k													
1323-3			ʔ ə													
1538-3			r j a h													
975-3			r a h													
940-3			n ɔːi̯ h													
1476-3			ʔ a h													
105-3			r a ŋ													
1431-3			ʔ i													
37-3			b ŋ													
1152-3			b l													
1814-3			m a r													
1890-3			ʔ a													
1430-3			d r													
1721-3			ʔ ɔː ʔ													
1617-3			b oː ʔ													
1564-3			b ɔː ʔ													
1028-3			ʔ a													
1563-3			d a													
1859-4				ŋ												
175-4				g a												
241-4				ʔ u ʔ												
2163-4				g u n												
2181-4				n a ʔ												
2060-4				ʔ ɨ ʔ												
410-4				t												
1841-4				ʔ aːu̯												
2017-4				h												
1004-4				b												
614-4				b o h												
686-4				b l												
88-4				g ɔ ʔ												
872-4				n ɨ ŋ												
1891-4				t b												
68-4				ʔ ɨ ʔ												
631-4				b ə n												
594-4				g b												
1759-4				h a n												
805-4				g ɨ n												
756-4				h ɨ g												
1201-4				ʔ au̯ ʔ												
2042-4				ʔ p												
1968-4				t a ʔ												
2000-4				ai̯ b ŋ												
17-4				n ə ʔ												
4-4				əː ʔ												
788-4				t												
1219-4				h ɨ ʔ												
141-4				ʔ b ŋ												
541-4				p ai̯ j a ŋ												
1687-4				h u n												
123-4				b ʔ												
1652-4				l ɨ n												
576-4				ŋ ə												
1738-4				t a g												
442-4				h au̯ ʔ												
368-4				t j a ŋ												
1778-4				b a ʔ												
957-4				n ə p												
1704-4				ʔ ɨ ʔ												
304-4				j ə ʔ												
1796-4				l a ŋ												
720-4				t ə h												
287-4				g ə p												
321-4				g əː h												
206-4				t o ʔ												
1950-4				ʔ ʔ												
665-4				au̯ n												
703-4				n o ʔ												
1290-4				ʔ												
1391-4				g ɔ												
269-4				g ə												
855-4				l a n												
2078-4				ʔ a												
2213-4				ʔ												
1858-4				ʔ a												
1151-4				g j ə n												
737-4				p ai̯												
340-4				ʔ au̯												
1111-4				t												
485-4				ŋ												
1356-4				ʔ u h												
1093-4				t o ŋ												
1063-4				t au̯ ʔ												
648-4				l a ŋ												
223-4				g ɔ n												
1509-4				t n												
504-4				l o h												
2130-4				t ɨ												
1-4				ʔ au̯												
386-4				o ʔ												
1411-4				ʔ u												
1027-4				g a ʔ												
2077-4				ʔ ə												
1459-4				g l												
975-4				ŋ a h												
940-4				ŋ ɔ h												
1476-4				ʔ a h												
1923-4				n ɨ												
105-4				n ɔ ŋ												
1431-4				ʔ i												
37-4				b ŋ												
1152-4				p a												
1183-4				n ɔ n												
1430-4				t u												
1721-4				ʔ u ʔ												
1617-4				b au̯ ʔ												
1028-4				ʔ a												
2111-4				l ʔ												
1859-5					ŋ ei̯											
175-5					k a											
241-5					ʔ u ʔ											
2163-5					kʰ u n											
2181-5					nˀ a m											
2060-5					ʔ ɨ m											
410-5					ɗ											
1841-5					m p											
2017-5					h ei̯											
1004-5					b											
614-5					b u h											
686-5					b l ei̯											
88-5					k a ʔ											
872-5					nˀ i ŋ											
1891-5					ɗ b											
68-5					s i m											
631-5					b ə n											
594-5					k b											
1759-5					h a nˀ											
805-5					k ɨ ŋ											
756-5					h s k											
1201-5					m ɔ ʔ											
2042-5					ʔ ei̯											
1968-5					ɗ a ʔ											
2000-5					r b ŋ											
17-5					ɓ a ʔ											
4-5					ɔ m											
788-5					ɗ ei̯											
1219-5					h i m											
141-5					ʔ b ŋ											
541-5					b r aːi̯ a ŋ											
1687-5					h u n											
123-5					b m											
1652-5					dʑ ɨ ŋ											
576-5					ŋ a											
1738-5					ɗ a k											
442-5					h oː m											
368-5					d aːi̯ a ŋ											
1778-5					b a ʔ											
957-5					nˀ a b											
1704-5					ʔ i ʔ											
304-5					dʑ a m											
1796-5					dʑ a ŋ											
720-5					d ɔ h											
287-5					k a b											
321-5					k ə h											
206-5					ɗ u ʔ											
1950-5					ʔ ʔ											
665-5					oː nˀ											
703-5					nˀ oː ʔ											
1290-5					m											
1391-5					k a t											
269-5					k a t											
855-5					dʑ a nˀ											
2078-5					s ei̯											
2213-5					m ei̯											
1858-5					s a											
1151-5					k k a n											
737-5					b r											
340-5					s l											
1111-5					s ei̯											
485-5					ŋ											
1356-5					m u h											
1093-5					d u ŋ											
1063-5					ɗ oː m											
648-5					dʑ ɨ ŋ											
223-5					k ɔ nˀ											
1248-5					dʑ ɨ											
1509-5					d ei̯ ŋ											
504-5					dʑ u h											
2130-5					s ei̯											
1-5					ʔ oː											
1411-5					ʔ u											
2077-5					m ɔ											
1323-5					ʔ											
1538-5					r dʑ a h											
1923-5					nˀ i											
37-5					b ŋ											
1152-5					b l a											
1814-5					m a ŋ											
1890-5					s a											
1564-5					b ɔ ʔ											
1597-5					s a ŋ											
1859-6						ŋ iː										
175-6						k a										
241-6						ʔ u ʔ										
2163-6						k u n										
2181-6						nʰ a m										
2060-6						ʔ w m										
410-6						ɗ										
1841-6						m p										
2017-6						h ei̯										
1004-6						u										
614-6						b ou̯ h										
686-6						b l ei̯										
88-6						k a ʔ										
872-6						nʰ k ŋ										
1891-6						ɗ u										
68-6						s i m										
631-6						b ə n										
594-6						k u										
1759-6						h a nʰ										
805-6						k w ŋ										
756-6						h k k										
1201-6						m ɔ ʔ										
2042-6						ʔ l										
1968-6						ɗ a ʔ										
2000-6						r b ŋ										
17-6						ɓ a ʔ										
4-6						ɔ m										
788-6						ɗ iː										
1219-6						h i m										
141-6						ʔ b ŋ										
541-6						b r j a ŋ										
1687-6						h u r										
123-6						b m										
1652-6						dʑ w ŋ										
576-6						ŋ a										
1738-6						ɗ a k										
442-6						h ou̯ m										
368-6						d j a ŋ										
1778-6						p a ʔ										
957-6						nʰ a p										
1704-6						ʔ w ʔ										
304-6						j a m										
1796-6						dʑ a ŋ										
720-6						d a h										
287-6						k a p										
321-6						k ə h										
206-6						ɗ ou̯ ʔ										
1950-6						ʔ h										
665-6						ou̯ nʰ										
703-6						nʰ ou̯ ʔ										
1290-6						m										
1391-6						k a t										
269-6						k a t										
855-6						dʑ a nʰ										
2078-6						s w										
2213-6						m iː										
1858-6						s a										
1151-6						k j a n										
737-6						p r										
340-6						s ou̯										
1111-6						s iː										
1093-6						d u ŋ										
1063-6						ɗ b m										
648-6						dʑ l ŋ										
1248-6						dʑ										
1509-6						d ei̯ ŋ										
504-6						dʑ ɔ h										
2130-6						s ei̯										
1-6						ʔ ou̯										
1411-6						ʔ u										
2077-6						m ə										
1323-6						ʔ ə										
1538-6						r j a h										
1923-6						n i										
37-6						u ŋ										
1152-6						b l a										
1814-6						m a nʰ										
1597-6						s a ŋ										
1859-7							ŋ ɛː									
175-7							g a									
241-7							ʔ u ʔ									
2163-7							u n									
2181-7							n a m									
2060-7							ʔ ɨ m									
410-7							t									
1841-7							m aːu̯									
2017-7							h									
1004-7							b									
614-7							b o h									
686-7							b l									
88-7							g a ʔ									
872-7							n ɨ ŋ									
1891-7							t b									
68-7							s ɨ m									
631-7							b ə n									
594-7							g b									
1759-7							h a n									
805-7							g ə ŋ									
756-7							h ɨ g									
1201-7							m o ʔ									
2042-7							ʔ ɔ									
1968-7							t a ʔ									
2000-7							o b ŋ									
17-7							n a a									
4-7							əː m									
788-7							t ɛː									
1219-7							h ɨ m									
141-7							ʔ b ŋ									
541-7							b l j a ŋ									
1687-7							h u n									
123-7							b m									
1652-7							l ə n									
576-7							ŋ a									
1738-7							t a g									
442-7							h au̯ m									
368-7							d j a ŋ									
1778-7							b a a									
957-7							n a b									
1704-7							ʔ ɨ ʔ									
304-7							j a m									
1796-7							l a ŋ									
720-7							d ə h									
287-7							g ə b									
321-7							g ə h									
206-7							t o ʔ									
1950-7							ʔ ʔ									
665-7							au̯ n									
703-7							n o ʔ									
1290-7							m									
1391-7							g a ʔ									
269-7							g a ʔ									
855-7							l a n									
2078-7							s ə									
2213-7							m ɛː									
1858-7							s a									
1151-7							g j a n									
737-7							b ə									
340-7							s au̯									
1111-7							s ɛː									
485-7							ŋ									
1356-7							u h									
1093-7							d o ŋ									
1063-7							t au̯ ʔ									
648-7							l a ŋ									
223-7							g a n									
1248-7							l ɨ									
1509-7							d n									
504-7							l o h									
2130-7							s ɛː									
1-7							ʔ au̯									
386-7							o ʔ									
1411-7							ʔ u									
1027-7							g a ʔ									
1459-7							g l									
975-7							ŋ a h									
940-7							ŋ ɔ h									
1476-7							ʔ a h									
1923-7							n ɨ									
105-7							n a ŋ									
1431-7							ʔ iː									
37-7							b ŋ									
1152-7							b l									
1183-7							n ɔ n									
1890-7							s a									
1430-7							t u									
1721-7							ʔ l ʔ									
1617-7							b o ʔ									
1028-7							ʔ a									
2111-7							l o									
1859-8								ŋ ai̯								
175-8								k a								
241-8								ʔ ɔ ʔ								
2163-8								kʰ ɔ r								
2181-8								ŋ a ʔ								
2060-8								ʔ i ʔ								
410-8								d								
1841-8								ʔ								
2017-8								h ei̯								
1004-8								aː								
614-8								b o h								
686-8								b l eː								
88-8								kʰ a ʔ								
872-8								ŋ i ŋ								
1891-8								d aː								
68-8								s i ʔ								
631-8								b e ŋ								
594-8								g aː								
1759-8								h a ŋ								
805-8								g i ŋ								
756-8								h i h								
1201-8								ʔ o ʔ								
2042-8								ʔ p								
1968-8								d a ʔ								
2000-8								r aː ŋ								
17-8								b a t								
4-8								ɛ ʔ								
788-8								d ai̯								
1219-8								h i ʔ								
141-8								ʔ aː ŋ								
541-8								b r o a ŋ								
1687-8								h ɔ r								
123-8								aː ʔ								
1652-8								dʑ i ŋ								
576-8								ŋ a								
1738-8								d a k								
442-8								h o ʔ								
368-8								t o a ŋ								
1778-8								p a t								
957-8								ŋ a p								
1704-8								ʔ i ʔ								
304-8								k a ʔ								
1796-8								dʑ a ŋ								
720-8								t ai̯ h								
287-8								k a p								
321-8								g e ʔ								
206-8								d o ʔ								
1950-8								ʔ o								
665-8								ɔː ŋ								
703-8								ŋ o ʔ								
1290-8								ʔ								
1391-8								k a ʔ								
269-8								g a t								
855-8								dʑ a ŋ								
2078-8								s i								
2213-8								ʔ ai̯								
1858-8								s a								
1151-8								g j a								
737-8								p e								
340-8								ʔ o								
1111-8								s ai̯								
485-8								ŋ								
1356-8								ʔ ɔ h								
1093-8								t o ŋ								
1063-8								d ɔː ʔ								
648-8								dʑ l ŋ								
223-8								g ɔː ŋ								
1248-8								dʑ i								
1509-8								t eː ŋ								
504-8								dʑ o h								
2130-8								s i								
1-8								ʔ ɔː								
386-8								o ʔ								
1411-8								ʔ ɔ								
1027-8								g a ʔ								
2077-8								ʔ l								
1459-8								g l								
1323-8								ʔ t								
1538-8								r j a h								
975-8								ŋ a h								
940-8								ŋ h								
1476-8								ʔ a h								
1923-8								ŋ i								
105-8								b a ŋ								
1431-8								ʔ i								
37-8								aː ŋ								
1152-8								p a								
1183-8								ŋ ɔ ŋ								
1890-8								s a								
1430-8								t ɔ								
1564-8								b ɔ ʔ								
1028-8								ʔ a								
2111-8								l o								
1563-8								s a								
1597-8								s a ŋ								
1859-9									ŋ i							
175-9									g a							
241-9									ʔ o ʔ							
2163-9									kʰ o							
2181-9									n a m							
2060-9									ʔ oː m							
410-9									d							
1841-9									m p							
2017-9									h i							
1004-9									b							
614-9									b o h							
686-9									b l i							
88-9									g a ʔ							
872-9									n ai̯ ŋ							
1891-9									d b							
68-9									s ai̯ m							
631-9									b a n							
594-9									g b							
1759-9									h a n							
805-9									g a n							
756-9									h s h							
1201-9									m o ʔ							
2042-9									ʔ p							
1968-9									d a ʔ							
2000-9									l b ŋ							
17-9									l a d							
4-9									ɔi̯ m							
788-9									d i							
1219-9									h ai̯ m							
141-9									ʔ b ŋ							
541-9									b l o a ŋ							
1687-9									h o n							
123-9									b m							
1652-9									dʑ a n							
576-9									ŋ a							
1738-9									d a g							
442-9									h oː m							
368-9									d o a ŋ							
1778-9									b a d							
957-9									n a p							
1704-9									ʔ ai̯ ʔ							
304-9									dʑ a m							
1796-9									dʑ a ŋ							
720-9									d a h							
287-9									g a p							
321-9									g d h							
206-9									d o ʔ							
1950-9									ʔ ʔ							
665-9									oː n							
703-9									n o ʔ							
1290-9									m							
1391-9									g a t							
269-9									g a t							
855-9									dʑ a n							
2078-9									s i							
2213-9									m i							
1858-9									s a							
1151-9									g o a							
737-9									b a							
340-9									ʔ o							
485-9									ŋ							
1356-9									m o h							
1093-9									d o ŋ							
1063-9									d oː m							
648-9									dʑ l n							
223-9									g ɔː n							
1248-9									dʑ							
504-9									dʑ o h							
2130-9									s i							
1-9									ʔ oː							
386-9									o ʔ							
1027-9									g a ʔ							
2077-9									m l							
1459-9									g l							
1323-9									ʔ							
1538-9									l dʑ a h							
975-9									r a h							
940-9									ŋ a h							
1476-9									ʔ a h							
105-9									b ɔː ŋ							
1431-9									ʔ ai̯							
37-9									b ŋ							
1152-9									b l							
1814-9									m a n							
1430-9									d l							
1721-9									ʔ ɔː ʔ							
1617-9									b o ʔ							
1564-9									b ɔː ʔ							
1028-9									ʔ a							
1597-9									s ɔː ŋ							
1859-10										ŋ iː						
175-10										g a						
241-10										ʔ u ʔ						
2163-10										kʰ u						
2181-10										ʔ a m						
2060-10										ʔ ɔː m						
410-10										ɗ						
1841-10										m b						
2017-10										e						
1004-10										ɓ						
614-10										b u						
686-10										b l e						
88-10										g a ʔ						
872-10										ʔ i ŋ						
1891-10										ɗ ɓ						
68-10										s i m						
631-10										b ə r						
594-10										k ɓ						
1759-10										i ŋ						
805-10										k i ŋ						
756-10										s g						
1201-10										m u ʔ						
2042-10										ʔ ɓ						
1968-10										ɗ a ʔ						
2000-10										r ɓ ŋ						
17-10										b a ʔ						
4-10										e m						
788-10										ɗ iː						
1219-10										i m						
141-10										ʔ ɓ ŋ						
541-10										b r aː a ŋ						
1687-10										u r						
123-10										ɓ m						
1652-10										dʑ i ŋ						
576-10										ŋ a						
1738-10										ɗ a g						
442-10										ɔː m						
368-10										d aː a ŋ						
1778-10										ɓ a ʔ						
957-10										ʔ a ɓ						
1704-10										ʔ i ʔ						
304-10										j a m						
1796-10										dʑ a ŋ						
720-10										t e						
287-10										g a ɓ						
321-10										k ə						
206-10										ɗ u ʔ						
1950-10										ʔ ʔ						
665-10										ɔː ʔ						
703-10										ʔ ɔː ʔ						
1290-10										m						
1391-10										g a ʔ						
269-10										k a ʔ						
855-10										dʑ a ʔ						
2078-10										s i						
2213-10										m e						
1858-10										s i						
1151-10										k aː a						
737-10										ɓ r						
340-10										ʔ a						
1111-10										s e						
485-10										ŋ						
1356-10										m u						
1093-10										t u ŋ						
1063-10										d ɔː m						
648-10										dʑ l ŋ						
223-10										k ɔ ʔ						
1248-10										dʑ						
1509-10										t e ŋ						
504-10										dʑ ɔ h						
2130-10										s i						
1-10										ʔ ɔː						
386-10										ɔː ʔ						
1411-10										ʔ u						
1027-10										k i ʔ						
2077-10										m a						
1323-10										ʔ ə						
1538-10										r aː a						
37-10										ɓ ŋ						
1152-10										b l						
1814-10										m a ŋ						
1890-10										s i						
1028-10										ʔ i						
1563-10										s i						
1859-11											ŋ					
175-11											k a					
241-11											ʔ u ʔ					
2163-11											k o n					
2181-11											n a m̥					
2060-11											ʔ ɨ m̥					
410-11											t					
1841-11											m̥ b					
2017-11											h ɔi̯					
1004-11											b					
614-11											b o h					
686-11											b l ɔi̯					
88-11											k a ʔ					
872-11											n ɨ ŋ					
1891-11											t b					
68-11											s ɨ m̥					
631-11											b ə n					
594-11											k b					
1759-11											h a n					
805-11											k a ŋ					
756-11											h ɨ k					
1201-11											m̥ o ʔ					
2042-11											ʔ b					
1968-11											t a ʔ					
2000-11											o b ŋ					
17-11											n a a					
4-11											əː m̥					
788-11											t					
1219-11											h ɨ m̥					
141-11											ʔ b ŋ					
541-11											b o j a ŋ					
1687-11											h o n					
123-11											b m̥					
1652-11											l a n					
576-11											ŋ a					
1738-11											t a k					
442-11											h au̯ m̥					
368-11											d j a ŋ					
1778-11											b a a					
957-11											n a b					
1704-11											ʔ ɨ ʔ					
304-11											j a m̥					
1796-11											l a ŋ					
720-11											d əː h					
287-11											k a b					
321-11											k ə					
206-11											t o ʔ					
1950-11											ʔ ʔ					
665-11											au̯ n					
703-11											n o ʔ					
1290-11											m̥					
1391-11											k a ʔ					
269-11											k a ʔ					
855-11											l a n					
2078-11											s a					
2213-11											m̥					
1858-11											s a					
1151-11											k j a n					
737-11											b ə					
340-11											s au̯					
1111-11											s					
485-11											ŋ					
1356-11											m̥ u h					
1093-11											d o ŋ					
648-11											l a ŋ					
223-11											k a n					
1248-11											l ɨ					
1509-11											d ɔi̯ ŋ					
504-11											k o h					
2130-11											s ɔi̯					
1-11											ʔ au̯					
386-11											o ʔ					
1411-11											ʔ o					
1027-11											k a ʔ					
2077-11											m̥ u					
1459-11											k l					
1538-11											o j a h					
975-11											ŋ a h					
940-11											ŋ ɔ h					
1476-11											ʔ a h					
1923-11											n ɨ					
105-11											n a ŋ					
1431-11											ʔ iː					
37-11											b ŋ					
1152-11											b a					
1183-11											n u n					
1890-11											s a					
1430-11											t u					
1721-11											ʔ o ʔ					
1617-11											b o ʔ					
1028-11											ʔ a					
2111-11											l o					
1597-11											s a ŋ					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ o ʔ				
2163-12												kʰ o n				
2181-12												n a m				
2060-12												ʔ w m				
410-12												t				
1841-12												m p				
2017-12												h				
1004-12												p				
614-12												b o h				
686-12												b l				
88-12												k a ʔ				
872-12												n ɨ ŋ				
1891-12												t p				
68-12												s i m				
631-12												b ə n				
594-12												g p				
1759-12												h a ɲ				
805-12												g a ɲ				
756-12												h ɨ k				
1201-12												m o ʔ				
2042-12												ʔ p				
1968-12												t a ʔ				
2000-12												r p ŋ				
17-12												v a ʔ				
4-12												ə m				
788-12												t ɛ				
1219-12												h i m				
141-12												ʔ p ŋ				
541-12												p r j a ŋ				
1687-12												h o n				
123-12												p m				
1652-12												c a n				
576-12												ŋ a				
1738-12												t a k				
442-12												h o m				
368-12												t j a ŋ				
1778-12												p a ʔ				
957-12												n a p				
1704-12												ʔ i ʔ				
304-12												j a m				
1796-12												c a ŋ				
720-12												t a h				
287-12												k a p				
321-12												g ə h				
206-12												g o ʔ				
1950-12												ʔ ʔ				
665-12												w n				
703-12												n o ʔ				
1290-12												m				
1391-12												k a ʔ				
269-12												g a ʔ				
855-12												c a n				
2078-12												s ɛ				
2213-12												m ɛ				
1858-12												s a				
1151-12												g j a n				
737-12												p r				
340-12												s b				
1111-12												s ɛ				
485-12												ŋ				
1356-12												m o h				
1093-12												t o ŋ				
1063-12												t w m				
648-12												c a ŋ				
223-12												g ɔ n				
1248-12												c				
1509-12												t ŋ				
504-12												c o h				
2130-12												s ɛ				
1-12												ʔ w				
386-12												o ʔ				
1411-12												ʔ o				
1027-12												g a ʔ				
2077-12												m a				
1459-12												g l				
1323-12												ʔ ə				
1538-12												r j a h				
975-12												ɲ a h				
940-12												ŋ a h				
1476-12												ʔ a h				
1923-12												n i				
105-12												v a ŋ				
1431-12												ʔ i				
1814-12												m a ɲ				
1183-12												n ɔ n				
1890-12												s a				
1430-12												t o				
1721-12												ʔ ɔ ʔ				
1617-12												b o ʔ				
1564-12												b ɔ ʔ				
1028-12												ʔ a				
2111-12												l l				
1563-12												s a				
1597-12												s ɔ ŋ				
1859-13													ŋ ɛ			
175-13													kʰ a			
241-13													ʔ o ʔ			
2163-13													kʰ o n			
2181-13													n a m			
2060-13													ʔ w m			
410-13													t			
1841-13													m			
2017-13																
1004-13													p			
614-13													p o			
686-13													p l			
88-13													kʰ a ʔ			
872-13													n ɨ ŋ			
1891-13													t p			
68-13													s ɨ m			
631-13													p ə n			
594-13													g p			
1759-13													a n			
805-13													g ɨ n			
756-13													ɨ k			
1201-13													m o ʔ			
2042-13													ʔ p			
1968-13													t a ʔ			
2000-13													r p ŋ			
17-13													v a t			
4-13													ə m			
788-13													t ɛ			
1219-13													ɨ m			
141-13													ʔ p ŋ			
541-13													p r j a			
1687-13													o n			
123-13													p m			
1652-13													c ɨ n			
576-13													ŋ a			
1738-13													t a k			
442-13													w m			
368-13													t j a			
1778-13													p a t			
957-13													n a p			
1704-13													ʔ ɨ ʔ			
304-13													j a m			
1796-13													c a ŋ			
720-13													t a			
287-13													kʰ a p			
321-13													g ə			
206-13													g o ʔ			
1950-13													ʔ ʔ			
665-13													w n			
703-13													n o ʔ			
1290-13													m			
1391-13													k a ʔ			
269-13													g a ʔ			
855-13													c a n			
2078-13													s ɨ			
2213-13													m ɛ			
1858-13													s a			
1151-13													g j a n			
737-13													p r			
340-13													ʔ l			
1111-13													s ɛ			
485-13													ŋ			
1356-13													m u			
1093-13													t o ŋ			
1063-13													t w m			
223-13													g ɔ n			
1248-13													c			
1509-13													t n			
504-13													c o			
2130-13													s ɨ			
1-13													ʔ w			
386-13													o ʔ			
1411-13													ʔ o			
1027-13													g a ʔ			
2077-13													m u			
1459-13													g l			
1323-13													ʔ ə			
1538-13													r j a			
975-13													n a			
940-13													ŋ a			
1476-13													ʔ a			
1923-13													n ɨ			
105-13													v ɔ ŋ			
1431-13													ʔ ɨ			
1814-13													m a n			
1183-13													n ɔ n			
1890-13													s a			
1721-13													ʔ l ʔ			
1617-13													p o ʔ			
1564-13													b ɔ ʔ			
1028-13													ʔ a			
2111-13													l l			
1563-13													s a			
1597-13													s ɔ ŋ			
1859-14														ŋ ai̯		
175-14														k a		
241-14														ʔ ɔ ʔ		
2163-14														kʰ o r		
2181-14														ɲ a ʔ		
2060-14														ʔ oː ʔ		
410-14														tʰ		
1841-14														ʔ au̯		
2017-14														eː		
1004-14														b		
614-14														b o		
686-14														b l eː		
88-14														k a ʔ		
872-14														ɲ i ŋ		
