COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
2130-5					s a											
1-5					ʔ a											
1411-5					ʔ a ʔ											
2077-5					k m ɔ ʔ											
1323-5					m a											
1538-5					r a ʔ											
1923-5					n ɔ n											
37-5					k a ŋ											
1152-5					p l a n											
1814-5					m a ŋ											
1890-5					s a											
1564-5					s a ʔ											
1597-5					s a ŋ											
1859-6						k a										
175-6						k a r										
241-6						ʔ a ʔ										
2163-6						k a r										
2181-6						k a m										
2060-6						ʔ a m										
410-6						d a										
1841-6						m a										
2017-6						ʔ a										
1004-6						k a										
614-6						k a ʔ										
686-6						b l a										
88-6						k a a ʔ										
872-6						k a k										
1891-6						d a										
68-6						k a m										
631-6						k a ə r										
594-6						k a										
1759-6						ʔ a ŋ										
805-6						k a ŋ										
756-6						ʔ a ʔ										
1201-6						m a ʔ										
2042-6						ʔ a r										
1968-6						d a ʔ										
2000-6						r a ŋ										
17-6						k a ʔ										
4-6						k a m										
788-6						d a t										
1219-6						ʔ a m										
141-6						ʔ a ŋ										
541-6						k r a ŋ										
1687-6						ʔ a r										
123-6						k a m										
1652-6						dʑ a ŋ										
576-6						k a r										
1738-6						d a ʔ										
442-6						ʔ a m										
368-6						k a a ŋ										
1778-6						k a ʔ										
957-6						k a ʔ										
1704-6						ʔ a ʔ										
304-6						k a m										
1796-6						dʑ a ŋ										
720-6						d a ʔ										
287-6						k a a										
321-6						k a ʔ										
206-6						k a ʔ										
1950-6						ʔ a a										
665-6						k a a ŋ										
703-6						k a ʔ										
1290-6						m a										
1391-6						k a ʔ										
269-6						k a ʔ										
855-6						dʑ a n										
2078-6						k a n										
2213-6						m a										
1858-6						s a										
1151-6						k r a r										
737-6						k r a										
340-6						ʔ a										
1111-6						k a										
1093-6						d ə ŋ										
1063-6						d a m										
648-6						dʑ a ŋ										
1248-6						dʑ a										
1509-6						k a ŋ										
504-6						dʑ o ʔ										
2130-6						s a										
1-6						ʔ a										
1411-6						ʔ a r										
2077-6						k a m ə ʔ										
1323-6						m a										
1538-6						r a ʔ										
1923-6						k a n										
37-6						k a ŋ										
1152-6						b l a										
1814-6						m a ŋ										
1597-6						k a ŋ										
1859-7							ŋ a									
175-7							kʰ a									
241-7							ʔ a ʔ									
2163-7							kʰ a ŋ									
2181-7							ŋ a ŋ									
2060-7							ʔ a ŋ									
410-7							t a									
1841-7							ʔ a									
2017-7							ʔ a									
1004-7							l a									
614-7							ʔ a ʔ									
686-7							b l eː									
88-7							kʰ a ʔ									
872-7							ŋ a ŋ									
1891-7							ʔ a									
68-7							g a									
631-7							kʰ a ŋ									
594-7							kʰ a									
1759-7							ʔ a ŋ									
805-7							g a ŋ									
756-7							ʔ a ʔ									
1201-7							kʰ a ʔ									
2042-7							ʔ a									
1968-7							t a ʔ									
2000-7							r a ŋ									
17-7							ʔ a ʔ									
4-7							ʔ a ŋ									
788-7							t a									
1219-7							ʔ a									
141-7							ʔ a ŋ									
541-7							p r j a ŋ									
1687-7							ʔ a ŋ									
123-7							ŋ a ŋ									
1652-7							dʑ a ŋ									
576-7							ŋ a									
1738-7							t a ʔ									
442-7							ʔ a ŋ									
368-7							t g a ŋ									
1778-7							ʔ a ʔ									
957-7							ŋ a ʔ									
1704-7							ʔ a ʔ									
304-7							dʑ a ŋ									
1796-7							dʑ a ŋ									
720-7							t a ʔ									
287-7							kʰ a									
321-7							g a ʔ									
206-7							t a ʔ									
1950-7							ʔ a a									
665-7							kʰ a ŋ									
703-7							ŋ a ʔ									
1290-7							ʔ a									
1391-7							ʔ a ŋ									
269-7							kʰ a ʔ									
855-7							dʑ a ŋ									
2078-7							kʰ a									
2213-7							ʔ a									
1858-7							ʔ a									
1151-7							kʰ r a ŋ									
737-7							p r a									
340-7							ʔ a									
1111-7							kʰ a									
485-7							ŋ a									
1356-7							ʔ a ʔ									
1093-7							t a ŋ									
1063-7							t a ŋ									
648-7							dʑ a ŋ									
223-7							kʰ a ŋ									
1248-7							dʑ a									
1509-7							t a ŋ									
504-7							dʑ ɔ ʔ									
2130-7							ʔ a									
1-7							ʔ a									
386-7							kʰ a ʔ									
1411-7							ʔ a									
1027-7							kʰ a ʔ									
1459-7							kʰ ŋ									
975-7							ŋ a ʔ									
940-7							ŋ a ʔ									
1476-7							ʔ a ʔ									
1923-7							ŋ a									
105-7							g a ŋ									
1431-7							ʔ a									
37-7							ʔ a ŋ									
1152-7							kʰ l a ŋ									
1183-7							ŋ i ŋ									
1890-7							l a									
1430-7							t a									
1721-7							∅									
1617-7							∅									
1028-7							ʔ a									
2111-7							l a									
1859-8								ŋ a								
175-8								ʔ a								
241-8								ʔ a h								
2163-8								ʔ a n								
2181-8								n a m								
2060-8								ʔ a m								
410-8								t a								
1841-8								m a								
2017-8								h a								
1004-8								ʔ a								
614-8								ʔ a h								
686-8								a a								
88-8								ʔ a a h								
872-8								n a ŋ								
1891-8								t a								
68-8								s a m								
631-8								a a n								
594-8								ʔ a								
1759-8								h a n								
805-8								d a n								
756-8								h a ŋ								
1201-8								m a a h								
2042-8								ʔ a								
1968-8								t a ʔ								
2000-8								d a ŋ								
17-8								ʔ a t								
4-8								b a m								
788-8								t a								
1219-8								ʔ a m								
141-8								ʔ a ŋ								
541-8								ʔ a j a ŋ								
1687-8								h a n								
123-8								n a m								
1652-8								ʔ a n								
576-8								ŋ a h								
1738-8								t a ŋ								
442-8								h a m								
368-8								tɕ a a ŋ								
1778-8								b a t								
957-8								n a h								
1704-8								ʔ a h								
304-8								j a m								
1796-8								d a ŋ								
720-8								t a h								
287-8								ʔ a a								
321-8								ʔ a h								
206-8								t a h								
1950-8								ʔ a a								
665-8								ʔ a a n								
703-8								n a h								
1290-8								m a								
1391-8								ʔ a h								
269-8								n a a h								
855-8								ʔ a n								
2078-8								s a n								
2213-8								m a								
1858-8								s a								
1151-8								ʔ j a n								
737-8								n a a t								
340-8								s a								
1111-8								s a								
485-8								ŋ a								
1356-8								m a h								
1093-8								d a ŋ								
1063-8								t a m								
648-8								d a n								
223-8								l a a n								
1248-8								ʔ a								
1509-8								t a n								
504-8								ʔ a h								
2130-8								ʔ a								
1-8								ʔ a								
386-8								j a h a								
1411-8								ʔ a								
1027-8								ʔ a h								
2077-8								∅								
1459-8								a a								
1323-8								∅								
1538-8								∅								
975-8								n ʔ a h								
940-8								ŋ a h								
1476-8								ʔ a h								
1923-8								n a ŋ								
105-8								d a ŋ								
1431-8								ʔ a								
37-8								d a ŋ								
1152-8								l a a								
1183-8								n a n								
1890-8								s a								
1430-8								t a								
1564-8								∅								
1028-8								ʔ a								
2111-8								l a h								
1563-8								∅								
1597-8								∅								
1859-9									ʔ							
175-9									ʔ i							
241-9									ʔ a							
2163-9									ʔ i							
2181-9									ʔ a							
2060-9									ʔ a							
410-9									ʔ i							
1841-9									ʔ							
2017-9									ʔ i							
1004-9									l i							
614-9									ʔ u ʔ							
686-9									b l i							
88-9									ʔ a ʔ							
872-9									ʔ							
1891-9									d							
68-9									ʔ i							
631-9									ʔ i							
594-9									ʔ							
1759-9									ʔ a							
805-9									ʔ i							
756-9									ʔ i ʔ							
1201-9									ʔ a ʔ							
2042-9									ʔ i							
1968-9									ʔ a ʔ							
2000-9									ʔ i							
17-9									ʔ a ʔ							
4-9									ʔ i							
788-9									ʔ i							
1219-9									ʔ i							
141-9									ʔ a							
541-9									ʔ a							
1687-9									ʔ i							
123-9									ʔ i							
1652-9									dʑ							
576-9									ʔ i							
1738-9									ʔ a							
442-9									ʔ i							
368-9									ʔ i							
1778-9									ʔ a ʔ							
957-9									ʔ a							
1704-9									ʔ a							
304-9									ʔ a							
1796-9									dʑ							
720-9									d i ʔ							
287-9									ʔ a							
321-9									ʔ i ʔ							
206-9									ʔ i ʔ							
1950-9									ʔ							
665-9									ʔ							
703-9									ʔ u ʔ							
1290-9									ʔ							
1391-9									ʔ a							
269-9									ʔ a ʔ							
855-9									dʑ							
2078-9									ʔ i							
2213-9									ʔ							
1858-9									ʔ a							
1151-9									ʔ l							
737-9									ʔ i							
340-9									ʔ a							
485-9									ʔ							
1356-9									ʔ ʔ							
1093-9									d i							
1063-9									ʔ i							
648-9									dʑ i							
223-9									ʔ							
1248-9									dʑ							
504-9									dʑ i ʔ							
2130-9									ʔ							
1-9									ʔ i							
386-9									ʔ i ʔ							
1027-9									ʔ a ʔ							
2077-9									i ʔ							
1459-9									ʔ l							
1323-9									ʔ							
1538-9									ʔ ʔ							
975-9									ʔ ʔ							
940-9									ʔ ʔ							
1476-9									ʔ ʔ							
105-9									ʔ							
1431-9									ʔ							
37-9									ʔ i							
1152-9									ʔ l a							
1814-9																
1430-9									ʔ							
1721-9									ʔ							
1617-9																
1564-9									ʔ ʔ							
1028-9									ʔ a							
1597-9									ʔ							
1859-10										ŋ a						
175-10										k a						
241-10										ʔ a ʔ						
2163-10										k a						
2181-10										r a m						
2060-10										ʔ a m						
410-10										ʔ a						
1841-10										m a						
2017-10										ʔ a						
1004-10										l a						
614-10										b a ʔ						
686-10										b l a						
88-10										b a ʔ						
872-10										s a ŋ						
1891-10										ʔ a						
68-10										s a m						
631-10										b r a m						
594-10										k a						
1759-10										ʔ a ʔ						
805-10										k a ŋ						
756-10										ʔ a ʔ						
1201-10										m a ʔ						
2042-10										ʔ a						
1968-10										t a ʔ						
2000-10										r a ŋ						
17-10										t a ʔ						
4-10										b a m						
788-10										ʔ a						
1219-10										ʔ a m						
141-10										ʔ a ŋ						
541-10										b r a ʔ						
1687-10										ʔ a r						
123-10										ŋ a m						
1652-10										dʑ a ʔ						
576-10										ŋ a ʔ						
1738-10										r a						
442-10										ʔ a m						
368-10										b a a ŋ						
1778-10										b a ʔ						
957-10										t a ʔ						
1704-10										ʔ a ʔ						
304-10										j a m						
1796-10										dʑ a ŋ						
720-10										t a ʔ						
287-10										b a m						
321-10										k a ʔ						
206-10										t a ʔ						
1950-10										ʔ a a						
665-10										b ɔ ʔ						
703-10										ʔ a ʔ						
1290-10										m a						
1391-10										ʔ a						
269-10										b a ʔ						
855-10										dʑ a						
2078-10										s a						
2213-10										m a						
1858-10										s a						
1151-10										b a						
737-10										b r a						
340-10										ʔ a						
1111-10										s a						
485-10										ŋ a						
1356-10										m a ʔ						
1093-10										k a ŋ						
1063-10										d a m						
648-10										tɕ a ŋ						
223-10										b a ʔ						
1248-10										b a						
1509-10										k a ŋ						
504-10										dʑ a ʔ						
2130-10										s a						
1-10										ʔ a						
386-10										b a m						
1411-10										ʔ a						
1027-10										ʔ a ʔ						
2077-10										b b m a ʔ						
1323-10										m a						
1538-10										r a ʔ						
37-10										tɕ a ŋ						
1152-10										b l a						
1814-10										m a m						
1890-10										s a						
1028-10										ʔ a						
1563-10										ʔ a						
1859-11											ŋ a					
175-11											ʔ a n					
241-11											ʔ a ʔ					
2163-11											t a n					
2181-11											n a n					
2060-11											ʔ a n					
410-11											t a					
1841-11											ʔ a					
2017-11											h a					
1004-11											ʔ a					
614-11											ʔ a h					
686-11											ʔ a a					
88-11											k t a n					
872-11											n a n					
1891-11											t a					
68-11											s a n					
631-11											ʔ t ə n					
594-11											ʔ a					
1759-11											h a n					
805-11											s a n					
756-11											h a n					
1201-11											m n a ʔ					
2042-11											ʔ a n					
1968-11											t a ʔ					
2000-11											ʔ a n					
17-11											ʔ a t					
4-11											ʔ a n					
788-11											t a ŋ					
1219-11											h a n					
141-11											ʔ a n					
541-11											ʔ əː j a n					
1687-11											h a n					
123-11											n a n					
1652-11											s a n					
576-11											n a n					
1738-11											t a ŋ					
442-11											h a n					
368-11											ʔ d a n					
1778-11											ʔ a t					
957-11											n a ʔ					
1704-11											ʔ a ʔ					
304-11											j a n					
1796-11											ʔ a n					
720-11											t a h					
287-11											k j a n					
321-11											ʔ a n					
206-11											t a ŋ					
1950-11											ʔ a a					
665-11											ʔ t a n					
703-11											n a h					
1290-11											ʔ a					
1391-11											k a ʔ					
269-11											k n a n					
855-11											ʔ a n					
2078-11											s a n					
2213-11											ʔ a					
1858-11											s a					
1151-11											ʔ j a n					
737-11											ʔ s a t					
340-11											ʔ a					
1111-11											s a n					
485-11											ŋ a					
1356-11											m a h					
1093-11											d a ŋ					
648-11											ʔ a n					
223-11											k d a n					
1248-11											ʔ a					
1509-11											t ə n					
504-11											ʔ a h					
2130-11											s a					
1-11											ʔ a					
386-11											j a n a a					
1411-11											ʔ a n					
1027-11											k a ʔ					
2077-11											t n m̥ a h					
1459-11											k a a					
1538-11											n j a n					
975-11											n n a h					
940-11											n a h					
1476-11											ʔ a h					
1923-11											n a n					
105-11											d a n					
1431-11											ʔ a					
37-11											ʔ a ŋ					
1152-11											ʔ t a ŋ					
1183-11											n a n					
1890-11											s a					
1430-11											t a					
1721-11											n a h					
1617-11											t a n					
1028-11											ʔ a					
2111-11											t a n					
1597-11											t a n					
1859-12												ŋ a				
175-12												m a				
241-12												ʔ a a				
2163-12												kʰ a n				
2181-12												n ə m				
2060-12												ʔ ə m				
410-12												m a				
1841-12												m a				
2017-12												ʔ a				
1004-12												m a				
614-12												b a a				
686-12												b a a				
88-12												k a ʔ				
872-12												n a ŋ				
1891-12												m a				
68-12												s a m				
631-12												b ə n				
594-12												g a				
1759-12												ʔ a n				
805-12												g ə n				
756-12												ʔ a a				
1201-12												m a a a				
2042-12												ʔ a				
1968-12												m a ʔ				
2000-12												r a ŋ				
17-12												v a a				
4-12												p ə m				
788-12												t ə				
1219-12												ʔ a m				
141-12												ʔ a ŋ				
541-12												b r j a ŋ				
1687-12												ʔ a n				
123-12												ŋ a m				
1652-12												c ə n				
576-12												ŋ ɔ a				
1738-12												m a a				
442-12												ʔ a m				
368-12												j a ŋ				
1778-12												p a a				
957-12												n a a				
1704-12												ʔ a a				
304-12												j a m				
1796-12												g a ŋ				
720-12												t a a				
287-12												k a a				
321-12												g ə a				
206-12												t a ʔ				
1950-12												ʔ a				
665-12												a n				
703-12												n a ʔ				
1290-12												m a				
1391-12												k a a				
269-12												g a a				
855-12												c a n				
2078-12												s ə				
2213-12												m a				
1858-12												s a				
1151-12												g j a n				
737-12												p ə a				
340-12												ʔ a				
1111-12												s a				
485-12												ŋ a				
1356-12												m a a				
1093-12												t a ŋ				
1063-12												t a m				
648-12												g ə n				
223-12												g a n				
1248-12												c a				
1509-12												t ə n				
504-12												c a a				
2130-12												s a				
1-12												ʔ a				
386-12												j a a ʔ				
1411-12												ʔ a				
1027-12												g a ʔ				
2077-12												m a a				
1459-12												g a a				
1323-12												m a				
1538-12												r j a a				
975-12												n a a				
940-12												ŋ a a				
1476-12												ʔ a a				
1923-12												n a				
105-12												g ɔ ŋ				
1431-12												ʔ a				
1814-12												m a ŋ				
1183-12												ŋ ɔ n				
1890-12												s a				
1430-12												a				
1721-12												n ɔ ʔ				
1617-12												b a ʔ				
1564-12												b a ʔ				
1028-12												ʔ a				
2111-12												m a				
1563-12												s a				
1597-12												s a ŋ				
1859-13													ŋ a			
175-13													ʔ a			
241-13													ʔ a			
2163-13													g u n			
2181-13													n ə m			
2060-13													ʔ ə m			
410-13													t a			
1841-13													m a			
2017-13													ʔ a			
1004-13													ʔ a			
614-13													p a			
686-13													p r ɛ			
88-13													kʰ a			
872-13													n ə n			
1891-13													t a			
68-13													s a m			
631-13													p ə n			
594-13													g a			
1759-13													ʔ a n			
805-13													g ə n			
756-13													ʔ a			
1201-13													m a			
2042-13													ʔ a			
1968-13													t a ʔ			
2000-13													g a n			
17-13													ʔ a			
4-13													p ə m			
788-13													t ə			
1219-13													ʔ a m			
141-13													ʔ a			
541-13													p r j a n			
1687-13													ʔ a n			
123-13													n a m			
1652-13													g ə n			
576-13													ŋ ɔ			
1738-13													t a			
442-13													ʔ a m			
368-13													ʔ j a n			
1778-13													p a			
957-13													n a			
1704-13													ʔ a			
304-13													j a m			
1796-13													g ə n			
720-13													t a			
287-13													a			
321-13													g ə			
206-13													t a ʔ			
1950-13													ʔ a			
665-13													p g a n			
703-13													n a ʔ			
1290-13													m a			
1391-13													ʔ a			
269-13													g a			
855-13													g a n			
2078-13													s ə			
2213-13													m a			
1858-13													s a			
1151-13													g j a n			
737-13													p ɛ			
340-13													ʔ a			
1111-13													s a			
485-13													ŋ a			
1356-13													m a n			
1093-13													t o n			
1063-13													t a m			
223-13													g ɔ n			
1248-13													ʔ a			
1509-13													t ə n			
504-13													ʔ a			
2130-13													s a			
1-13													ʔ a			
386-13													j a ʔ			
1411-13													ʔ a			
1027-13													g a ʔ			
2077-13													m a			
1459-13													g ɨ a			
1323-13													m a			
1538-13													r j a			
975-13													a n			
940-13													ŋ a n			
1476-13													ʔ a n			
1923-13													n a			
105-13													g ɔ n			
1431-13													ʔ a			
1814-13													m a			
1183-13													n ɔ n			
1890-13													s a			
1721-13													ɲ ɔ ʔ			
1617-13													p a ʔ			
1564-13													ʔ ɔ			
1028-13													ʔ a			
2111-13													p a			
1563-13													s a			
1597-13													s ɔ ŋ			
1859-14														ŋ a		
175-14														g a m		
241-14														ʔ a t		
2163-14														g a ŋ		
2181-14														n a m		
2060-14														ʔ a ŋ		
410-14														ʔ a		
1841-14														m a		
2017-14														ʔ a		
1004-14														l a		
614-14														ʔ a ʔ		
686-14														b l eː		
88-14														r a ʔ		
872-14														g a ŋ		
1891-14														ʔ a		
68-14														g a m		
631-14														b l a r		
594-14														g a		
1759-14														ʔ a ŋ		
805-14														g i ŋ		
756-14														ʔ a ʔ		
1201-14														m a ʔ		
2042-14														ʔ a		
1968-14														ʔ a ʔ		
2000-14														ʔ a ŋ		
17-14														ʔ a ʔ		
4-14														j a m		
788-14														ʔ a		
1219-14														ʔ a m		
141-14														ʔ a ŋ		
541-14														k r j a ŋ		
1687-14														ʔ a r		
123-14														ʔ a m		
1652-14														g a ŋ		
576-14														ŋ a ŋ		
1738-14														ʔ a ʔ		
442-14														ʔ a ŋ		
368-14														r l a ŋ		
1778-14														ʔ a ʔ		
957-14														ʔ a ŋ		
1704-14														ʔ a ʔ		
304-14														ʔ a m		
1796-14														dʑ a ŋ		
