COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
2163-8								k ɔː								
2181-8								n a m								
2060-8								ʔ ɔː m								
410-8								t aːi̯								
1841-8								m a								
2017-8								h a								
1004-8								l a								
614-8								p o h								
686-8								p l a								
88-8								k a k								
872-8								n ɔː ŋ								
1891-8								t a								
68-8								s ɔː m								
631-8								p ɔː								
594-8								k a								
1759-8								h a n								
805-8								k ɔː n								
756-8								h a k								
1201-8								m ɔː ʔ								
2042-8								ʔ a								
1968-8								t a ʔ								
2000-8								s ɔː ŋ								
17-8								v a t								
4-8								p ɔː m								
788-8								t a								
1219-8								ʔ ɔː m								
141-8								ʔ ɔː ŋ								
541-8								p j ɔː ŋ								
1687-8								h ɔː								
123-8								n ɔː m								
1652-8								dʑ ɔː n								
576-8								ŋ ɔː								
1738-8								t a k								
442-8								h ɔː m								
368-8								t ɔː ŋ								
1778-8								p a ʔ								
1859-9									ŋ a							
175-9									k a							
241-9									ʔ a ʔ							
2163-9									k a n							
2181-9									n a m							
2060-9									ʔ a m							
410-9									d a							
1841-9									m a							
2017-9									h a							
1004-9									l a							
614-9									b o h							
686-9									b l a							
88-9									k a ʔ							
872-9									n a ŋ							
1891-9									d a							
68-9									s a m							
631-9									b a n							
594-9									k a							
1759-9									h a n							
805-9									k a n							
756-9									h a ʔ							
1201-9									m a ʔ							
2042-9									ʔ a							
1968-9									d a ʔ							
2000-9									a ŋ							
17-9									a ʔ							
4-9									b a m							
788-9									d a							
1219-9									h a m							
141-9									ʔ a ŋ							
541-9									b a ŋ							
1687-9									h a n							
123-9									ŋ a m							
1652-9									tɕ a ŋ							
576-9									ŋ a							
1738-9									d a ʔ							
442-9									h a m							
368-9									d a ŋ							
1778-9									p a ʔ							
1859-10										ŋ iː						
175-10										k a						
241-10										ʔ u ʔ						
2163-10										k u n						
2181-10										n a m						
2060-10										ʔ ɔː m						
410-10										d ə						
1841-10										m a						
2017-10										ʔ i						
1004-10										l a						
614-10										b ɔ h						
686-10										b l e						
88-10										k a ʔ						
872-10										n ə ŋ						
1891-10										d a						
68-10										s a m						
631-10										b ə n						
594-10										k a						
1759-10										ʔ a ŋ						
805-10										k ə ŋ						
756-10										ʔ i ʔ						
1201-10										m a ʔ						
2042-10										ʔ a						
1968-10										d a ʔ						
2000-10										r ə ŋ						
17-10										f a ʔ						
4-10										b ə m						
788-10										d iː						
1219-10										ʔ i m						
141-10										ʔ ə ŋ						
541-10										b r j a ŋ						
1687-10										ʔ u r						
123-10										ŋ a m						
1652-10										dʑ ə ŋ						
576-10										ŋ a						
1738-10										d ə ʔ						
442-10										ʔ ɔː m						
368-10										b j a ŋ						
1778-10										b a ʔ						
1859-11											ŋ ai̯					
175-11											k a					
241-11											ʔ uː ʔ					
2163-11											k ɔ					
2181-11											n a m					
2060-11											ʔ ə m					
410-11											t aːi̯					
1841-11											m aːi̯					
2017-11											h aːi̯					
1004-11											l a					
614-11											b o h					
686-11											b l aːi̯					
88-11											k a k					
872-11											n ɔ ŋ					
1891-11											t a					
68-11											s i m					
631-11											b a n					
594-11											k a					
1759-11											h a n					
805-11											k ɔ n					
756-11											h i k					
1201-11											m a ʔ					
2042-11											ʔ ə					
1968-11											t a ʔ					
2000-11											dʑ ɔ ŋ					
17-11											v a t					
4-11											b ə m					
788-11											t ai̯					
1219-11											h i m					
141-11											ʔ ɔ ŋ					
541-11											b j o ŋ					
1687-11											h ɔ n					
123-11											n ɔ m					
1652-11											dʑ a n					
576-11											ŋ ai̯					
1738-11											t a k					
442-11											h o m					
368-11											d o ŋ					
1778-11											b a t					
1859-12												ŋ ɛ				
175-12												g a				
241-12												ʔ u ʔ				
2163-12												g u n				
2181-12												n ă m				
2060-12												ʔ o m				
410-12												t ai̯				
1841-12												m ai̯				
2017-12												h e				
1004-12												l a				
614-12												b ou̯ h				
686-12												b l a				
88-12												g a ʔ				
872-12												n i ŋ				
1891-12												d a				
68-12												s i m				
631-12												b ə̆ n				
594-12												g a				
1759-12												h a n				
805-12												g i n				
756-12												h i ʔ				
1201-12												m ɔ ʔ				
2042-12												ʔ a				
1968-12												d ă ʔ				
2000-12												r a ŋ				
17-12												v ă t				
4-12												p ə m				
788-12												d ɛ				
1219-12												h i m				
141-12												ʔ a ŋ				
541-12												b r j a ŋ				
1687-12												h u n				
123-12												n a m				
1652-12												c i n				
576-12												ŋ ɔ				
1738-12												d ă g				
442-12												h o m				
368-12												t j a ŋ				
1778-12												p ă t				
1859-13													ŋ ɛ			
175-13													k a			
241-13													ʔ u ʔ			
2163-13													g u n			
2181-13													n ă m			
2060-13													ʔ i m			
410-13													d ai̯			
1841-13													m ai̯			
2017-13													h e			
1004-13													l a			
614-13													b ou̯ h			
686-13													p l ai̯			
88-13													k ă ʔ			
872-13													n i k			
1891-13													d a			
68-13													s i m			
631-13													p a n			
594-13													g a			
1759-13													h ă n			
805-13													g ă n			
756-13													h i ʔ			
1201-13													m ɔ ʔ			
2042-13													ʔ a			
1968-13													d ă ʔ			
2000-13													r a k			
17-13													v ă t			
4-13													p e m			
788-13													d ɛ			
1219-13													ʔ i m			
141-13													ʔ a k			
541-13													p r j a k			
1687-13													h u n			
123-13													n a m			
1652-13													c ă n			
576-13													ŋ ɔ			
1738-13													d ă ʔ			
442-13													h o m			
368-13													d j a k			
1778-13													p ă ʔ			
1859-14														ŋ ai̯		
175-14														k a		
241-14														ʔ a ʔ		
2163-14														g a n		
2181-14														n a m		
2060-14														ʔ iː m		
410-14														ɗ aːi̯		
1841-14														m aːi̯		
2017-14														h eː		
1004-14														l a		
614-14														b o h		
686-14														b l eː		
88-14														k a ʔ		
872-14														n a ŋ		
1891-14														ɗ a		
68-14														s iː m		
631-14														b a n		
594-14														g a		
1759-14														h a n		
805-14														g iː ŋ		
756-14														h a ʔ		
1201-14														m a ʔ		
2042-14														ʔ a		
1968-14														ɗ a ʔ		
2000-14														r a ŋ		
17-14														v a ʔ		
4-14														p a m		
788-14														ɗ ai̯		
1219-14														h iː m		
141-14														ʔ a ŋ		
541-14														b r j a ŋ		
1687-14														h a n		
123-14														ŋ a m		
1652-14														tɕ a n		
576-14														ŋ a		
1738-14														ɗ a k		
442-14														h a m		
368-14														ɗ j a ŋ		
1778-14														p a ʔ		
1859-15															ŋ ɛː	
175-15															g a	
241-15															ʔ a ʔ	
2163-15															g a n	
2181-15															n a m	
2060-15															ʔ a m	
410-15															d aːi̯	
1841-15															m a	
2017-15															h a	
1004-15															l a	
614-15															b ou̯ h	
686-15															b l ə	
88-15															g a ʔ	
872-15															n a ŋ	
1891-15															d a	
68-15															s ei̯ m	
631-15															b ə n	
594-15															g a	
1759-15															h a n	
805-15															g a n	
756-15															h ou̯ ʔ	
1201-15															m a ʔ	
2042-15															ʔ a	
1968-15															d a ʔ	
2000-15															r a ŋ	
17-15															v a ʔ	
4-15															p a m	
788-15															d ɛː	
1219-15															h a m	
141-15															ʔ a ŋ	
541-15															b j a ŋ	
1687-15															h a n	
123-15															n a m	
1652-15															tɕ a n	
576-15															ŋ a	
1738-15															d a ʔ	
442-15															h ou̯ m	
368-15															d j a ŋ	
1778-15															p a ʔ	
1859-16																ŋ ɛː
175-16																g a
241-16																ʔ a ʔ
2163-16																g a n
2181-16																n a m
2060-16																ʔ a m
410-16																t aːi̯
1841-16																m aːi̯
2017-16																h ei̯
1004-16																l a
614-16																b ou̯ h
686-16																b l ei̯
88-16																g a ʔ
872-16																n ɔ ŋ
1891-16																t a
68-16																s ei̯ m
631-16																b ə n
594-16																g a
1759-16																h a n
805-16																g a n
756-16																h a ʔ
1201-16																m a ʔ
2042-16																ʔ a
1968-16																d a ʔ
2000-16																r a ŋ
17-16																v a ʔ
4-16																p ə m
788-16																t ɛː
1219-16																h a m
141-16																ʔ a ŋ
541-16																b j a ŋ
1687-16																h a n
123-16																n a m
1652-16																tɕ a n
576-16																ŋ a
1738-16																t a g
442-16																h a m
368-16																t j a ŋ
1778-16																p a ʔ
