COGID	Albanian	English	French	German	Latin
1055-2		Ø t Ø Ø Ø			
1130-2		s Ø			
433-2		s Ø Ø			
625-2		Ø Ø Ø Ø			
1186-2		Ø Ø Ø			
416-2		Ø Ø Ø			
1233-2		Ø Ø d Ø			
884-2		Ø Ø r Ø Ø			
1016-2		Ø Ø Ø Ø Ø Ø			
952-2		Ø Ø			
78-2		Ø Ø i s			
514-2		Ø r ɛ Ø Ø			
116-2		Ø t Ø			
188-2		p Ø r Ø Ø Ø Ø			
745-2		p i Ø r			
1100-2		Ø r Ø ɛ Ø d			
47-2		Ø Ø Ø i Ø			
111-2		Ø Ø k Ø			
1061-2		Ø Ø Ø t Ø Ø			
24-2		Ø Ø Ø t			
232-2		Ø ʊ Ø Ø			
671-2		Ø r Ø ɛ Ø t			
385-2		s Ø			
945-2		s i Ø Ø Ø			
644-2		k ʊ Ø Ø			
1041-2		s d i			
492-2		d Ø Ø Ø Ø			
1209-2		Ø Ø Ø Ø			
527-2		Ø Ø s Ø Ø			
14-2		Ø ɛ Ø Ø			
1-2		Ø			
915-2		ɛ d			
271-2		s			
560-3			Ø Ø Ø Ø		
438-3			Ø r Ø		
1222-3			Ø Ø Ø		
353-3			p a Ø Ø Ø		
201-3			r s Ø ɑ̃ Ø		
20-3			Ø ɛ Ø Ø Ø r		
503-3			p Ø Ø Ø Ø Ø		
957-3			Ø Ø		
728-3			Ø Ø Ø s ɛ Ø		
244-3			Ø ɑ̃		
289-3			ɛ Ø Ø		
911-3			Ø Ø r Ø Ø Ø Ø		
724-3			Ø r a		
145-3			Ø Ø Ø Ø		
992-3			Ø Ø		
1181-3			Ø Ø Ø Ø		
706-3			Ø Ø Ø Ø Ø		
106-3			Ø Ø Ø Ø r		
741-3			p Ø ɛ Ø Ø		
421-3			Ø Ø Ø Ø r		
227-3			Ø Ø Ø		
920-3			Ø Ø r Ø Ø Ø		
1083-3			Ø Ø r Ø		
1066-3			Ø Ø Ø		
1125-3			Ø Ø Ø		
1197-3			Ø Ø Ø Ø r		
473-3			Ø Ø Ø		
284-3			Ø Ø Ø		
661-3			Ø Ø Ø		
701-3			r Ø Ø Ø Ø		
315-3			r Ø Ø Ø Ø Ø		
1169-3			s Ø Ø Ø		
1150-3			Ø Ø Ø r Ø ɑ̃ Ø		
982-3			s Ø Ø Ø		
987-3			Ø Ø Ø		
1055-3			s Ø Ø Ø Ø Ø		
1130-3			s Ø Ø Ø		
433-3			s Ø Ø		
585-3			Ø Ø		
625-3			Ø Ø Ø Ø Ø		
1186-3			Ø Ø Ø Ø		
814-3			Ø ɑ̃ r Ø Ø		
416-3			Ø Ø Ø		
1233-3			Ø Ø Ø Ø		
884-3			Ø Ø r Ø Ø		
916-3			Ø		
1016-3			Ø Ø Ø Ø Ø		
952-3			Ø Ø		
514-3			Ø Ø r Ø		
1079-3			Ø Ø Ø Ø		
1100-3			Ø r Ø Ø Ø		
47-3			Ø Ø Ø Ø Ø		
111-3			Ø Ø k Ø		
1061-3			Ø Ø Ø Ø Ø		
1155-3			Ø Ø Ø Ø Ø		
343-3			Ø Ø Ø ɑ̃ r		
671-3			r Ø Ø Ø		
460-3			Ø Ø Ø Ø Ø Ø Ø		
8-3			Ø ɑ̃ r Ø Ø Ø		
644-3			s Ø Ø		
683-3			Ø ɑ̃ Ø Ø Ø Ø		
650-3			Ø Ø Ø Ø Ø		
612-3			Ø Ø Ø Ø		
871-3			Ø r Ø Ø Ø		
1209-3			Ø Ø Ø Ø Ø		
667-3			Ø ɛ Ø Ø		
499-3			Ø Ø		
14-3			Ø Ø Ø Ø Ø		
1029-3			Ø Ø		
272-3			Ø Ø Ø Ø Ø		
560-4				Ø Ø eː Ø Ø	
438-4				Ø Ø Ø Ø Ø	
1222-4				Ø Ø Ø Ø	
353-4				Ø Ø Ø ʃ Ø Ø	
201-4				Ø Ø Ø Ø Ø	
20-4				Ø Ø Ø Ø Ø Ø	
503-4				Ø Ø l Ø t Ø	
957-4				Ø n Ø	
728-4				l Ø Ø t Ø	
244-4				n Ø m Ø Ø	
289-4				n Ø Ø Ø t	
911-4				Ø Ø t Ø Ø	
724-4				t Ø Ø Ø	
145-4				t Ø Ø	
992-4				Ø Ø	
1181-4				Ø Ø Ø Ø Ø	
706-4				Ø Ø Ø Ø Ø	
106-4				Ø Ø Ø Ø Ø	
421-4				Ø l Ø Ø Ø	
227-4				Ø Ø Ø Ø	
920-4				h Ø Ø Ø	
1083-4				h Ø Ø n Ø	
1066-4				Ø Ø Ø	
1125-4				Ø Ø n Ø	
1197-4				m Ø Ø Ø Ø	
473-4				n Ø Ø Ø Ø	
284-4				n Ø Ø Ø	
661-4				Ø Ø n Ø	
701-4				Ø Ø Ø Ø Ø	
315-4				Ø Ø Ø Ø n Ø Ø	
1169-4				ʃ Ø l Ø	
1150-4				ʃ Ø Ø t Ø Ø	
982-4				Ø ʃ eː Ø Ø	
987-4				ʃ n Ø Ø	
1055-4				ʃ Ø t Ø Ø Ø Ø	
1130-4				ʃ Ø Ø Ø	
433-4				ʃ Ø Ø Ø Ø	
585-4				t Ø	
625-4				Ø Ø Ø Ø Ø	
1186-4				Ø Ø Ø Ø	
814-4				Ø Ø Ø Ø Ø Ø	
416-4				Ø Ø Ø Ø	
1233-4				Ø eː n t Ø	
884-4				Ø eː Ø m Ø	
78-4				Ø l Ø	
514-4				b eː Ø n Ø	
116-4				eː Ø Ø	
188-4				Ø Ø Ø Ø Ø Ø	
745-4				Ø Ø Ø Ø Ø	
1100-4				Ø Ø Ø t	
630-4				Ø Ø Ø Ø ʃ t Ø	
1155-4				Ø Ø Ø Ø Ø	
24-4				n Ø Ø	
232-4				n au Ø Ø	
671-4				Ø Ø Ø t	
460-4				Ø Ø Ø Ø Ø Ø Ø	
8-4				Ø Ø Ø Ø Ø ʃ	
385-4				ʃ eː	
945-4				ʃ Ø Ø Ø Ø	
1041-4				ʃ t Ø Ø Ø	
492-4				Ø eː n Ø Ø	
527-4				Ø Ø Ø eː	
14-4				Ø l eː	
1-4				Ø l	
915-4				Ø n t	
271-4				Ø ʃ	
560-5					a Ø n
438-5					a Ø a
1222-5					a u Ø
353-5					p a a Ø a a
201-5					p a a Ø e a
20-5					k a a r
503-5					p a l aː
957-5					a n e
728-5					l a a Ø
244-5					n Ø a a n
289-5					n a a a a
911-5					a a Ø e s a
724-5					r a a
145-5					d a e
992-5					p a
1181-5					k Ø e n a
706-5					Ø a
106-5					Ø aː Ø Ø r
741-5					p a a k
421-5					f l a Ø Ø r
227-5					Ø Ø
920-5					k Ø r Ø a a
1083-5					k Ø r n
1066-5					d Ø a
1125-5					d a n i
1197-5					m aː Ø Ø r
473-5					n i a l
284-5					n Ø a
661-5					Ø Ø Ø
701-5					r i d
315-5					r Ø Ø d
1169-5					m aː l a Ø
982-5					a m Ø
987-5					Ø n e d
1055-5					Ø a k i l a
1130-5					m Ø m a
433-5					m Ø l a
585-5					Ø
625-5					l a Ø Ø a
1186-5					d Ø Ø
814-5					Ø e r Ø e Ø
416-5					k Ø i Ø
1233-5					Ø Ø Ø
884-5					aː r Ø
916-5					Ø
1016-5					i n Ø m i l a
952-5					i Ø
78-5					Ø Ø Ø a
1079-5					b Ø i
116-5					Ø Ø
188-5					Ø Ø Ø a
745-5					Ø Ø Ø Ø Ø
47-5					Ø Ø Ø m e n
111-5					l a i Ø
1061-5					m Ø Ø i Ø
630-5					a Ø Ø
1155-5					k i a a
24-5					Ø Ø a Ø
232-5					Ø Ø a
343-5					Ø Ø Ø Ø
460-5					p u r Ø
945-5					Ø Ø t a a
644-5					Ø i
683-5					k Ø Ø t
650-5					m Ø i Ø l a
612-5					Ø Ø m a
1041-5					Ø Ø Ø Ø t
871-5					d r Ø Ø Ø
492-5					Ø Ø Ø
1209-5					Ø m Ø Ø
667-5					l a Ø a
499-5					n Ø
1029-5					u
272-5					m Ø d r
