COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
3218-6						b u dʒ i										
3372-6						n a m a										
3718-6						a l a										
4135-6						b a n i										
4694-6						g u dʒ i										
807-6						k o m i										
2320-6						k a n ɛ										
2842-6						d i g i										
3719-6						m ɛ										
4081-6						d a m b i										
4313-6						n ɛ m										
4460-6						s i j ɛ										
5514-6						n ɛ n d ɛ										
5810-6						b i l ɛ										
93-6						d ɛ										
890-6						a m i i										
1336-6						d ɛ g ɛ										
1703-6						b a										
4591-6						d a g ɛ										
5605-6						d i m a										
63-6						k a d a										
296-6						dʒ a m b i										
463-6						d u m b ɛ										
762-6						b a n a n k u										
3425-6						j ɛ										
4120-6						k a l ɛ										
4423-6						d u n ɛ										
4759-6						n i j ɛ										
4904-6						n u n a										
4960-6						g i n n dʒ i										
5125-6						o n dʒ ɛ										
5339-6						b a g a										
5771-6						j u g u										
5922-6						b i d ɛ										
5938-6						a d u n a										
483-6						g a dʒ i										
1542-6						n i										
1683-6						s i j ɛ										
2551-6						g i										
2957-6						m a n d i										
3048-6						b i j ɛ										
715-7							t u i									
1089-7							n a									
1319-7							n ɔ									
1398-7							s u n i									
1557-7							g i r i									
1626-7							j a g i									
1840-7							t i r̃ i									
2247-7							g o									
4677-7							k u r o j									
5162-7							m i n r̃ i									
5406-7							t u n d i									
359-7							g a r i									
1577-7							g i r i									
2196-7							n a r̃ a									
2230-7							s i g i									
2533-7							b a r i									
3605-7							k a n d a									
3866-7							ɔ s i									
4553-7							t a i									
4822-7							k u m b ɔ									
5254-7							d u r ɔ									
503-7							k i r̃ ɛ									
1356-7							m a j									
1881-7							n u m i									
3372-7							n a m a									
3718-7							a r i									
4135-7							b a r̃ a									
4694-7							g u s i									
807-7							k ɔ m b i									
2320-7							k a n ɛ									
2476-7							k u									
2842-7							d i g i									
3719-7							m i									
4081-7							d a m b i									
4313-7							n ɛ m									
4460-7							s i j ɔ									
5514-7							n ɛ n dʒ i									
5810-7							p i r ɛ									
93-7							d ɔ									
260-7							b ɛ r ɛ									
385-7							s ɛ m b ɛ									
890-7							a m b i r i									
1336-7							t e g i									
1703-7							b a									
1769-7							t ɛ m b i									
2162-7							b ɛ r ɛ									
2635-7							s o									
2735-7							d a n a									
3031-7							d ɛ g ɛ									
4591-7							t ɛ r i									
5301-7							p ɛ r i									
5605-7							t i m ɛ									
296-7							dʒ a m b i									
463-7							d u m b i									
1432-7							t a r i									
1474-7							t ɔ									
1788-7							s i r i									
2044-7							d i m b i									
2713-7							t ɛ m ɛ n d ɛ r ɛ									
3425-7							j i									
4184-7							n ɛ									
4423-7							d ɔ r̃ ɔ									
4629-7							n u ŋ ɔ									
4759-7							n i j i									
4904-7							n u m a									
4960-7							g i n n r i									
5059-7							g u r o									
5125-7							ɔ n dʒ i									
5339-7							p a g i									
5549-7							t a w a									
5771-7							dʒ u g i									
5905-7							t i r̃ i									
5922-7							b i r i									
1-7							b ɛ									
483-7							g u s i									
667-7							ɛ w ɛ									
1542-7							n i									
1683-7							s i i									
1898-7							p u r i									
2551-7							r̃ i									
2901-7							t u n i									
2957-7							m a n d i									
3048-7							b i j									
3251-7							b a r a									
3885-7							t ɛ r i									
715-8								d u								
1089-8								n a								
1319-8								n e j								
1398-8								s u g u l e								
1557-8								g i r e								
1626-8								a g a								
1840-8								t e n								
2247-8								g e								
4677-8								k u l e								
5162-8								m i n d ɛ								
5406-8								t u n d i								
359-8								k a r a								
1577-8								g i r e								
2196-8								n a l e								
2230-8								s u g ɛ								
2533-8								b a n e								
3605-8								k a n d a								
3866-8								o dʒ i								
4553-8								t a g j e								
4822-8								k u m b u								
5254-8								d u l ɔ								
1881-8								n u m ɔ								
2084-8								j a i								
2420-8								k u l ɛ								
3218-8								p u dʒ u								
3372-8								n a m a								
3718-8								a r a								
4694-8								g u dʒ u								
2320-8								k a n								
2476-8								k o g								
2842-8								d i g u								
3719-8								m i								
4081-8								d u m b j ɛ								
4313-8								n a m								
5514-8								n ɛ n d ɛ								
385-8								d ɛ m b ɛ								
1336-8								t ɛ g ɛ								
1769-8								t ɛ m b ɛ								
2735-8								d u n a m a								
3031-8								k ɛ								
4591-8								t u r e								
5301-8								p ɛ l u								
63-8								k a r a								
1788-8								s e								
2713-8								t ɛ m ɛ n d ɛ r ɛ								
4120-8								k o l o								
4184-8								n o								
4759-8								n o j ɛ								
5059-8								g u j								
5771-8								dʒ u g u								
5938-8								a r u n a								
629-8								k ɔ								
1415-8								n ɛ								
1898-8								p u l o								
2551-8								r e								
2957-8								m a n d e								
3048-8								b i j e								
715-9									d u							
1089-9									n a							
1319-9									n ɔ							
1398-9									s u g u r u							
1557-9									g i r e							
1626-9									w a g a							
1840-9									t i r u							
2247-9									g ɔ							
4677-9									k u r ɔ							
5162-9									m i r ɛ							
5406-9									t aː n u							
359-9									g a r u							
1577-9									g i r e							
2196-9									n a r a							
2230-9									s u g o							
2533-9									b a r a							
3605-9									k a n a							
3866-9									o s u							
4553-9									t a g u							
4822-9									k u m b ɔ							
5254-9									d u r ɔ							
503-9									k i r e							
1356-9									m a							
1881-9									n u m							
2084-9									j a b u							
2420-9									k u r ɔ							
3218-9									b u s u							
3372-9									n a m a							
3718-9									a r a							
4135-9									b a n							
4694-9									g u s u							
807-9									k ɔ m ɔ							
2320-9									k a r ɛ							
2476-9									k u							
2842-9									d i g u							
4081-9									d a m b a							
4313-9									n ɛ m							
4460-9									s u j							
5810-9									p i r u							
93-9									d ɔ							
260-9									b ɛ r ɛ							
385-9									s ɛ m b ɛ							
890-9									a m b i r u							
1336-9									t ɛ g ɛ							
1703-9									b a							
1769-9									t ɛ m b ɛ							
2162-9									b ɛ r ɛ							
2635-9									s ɔ							
2735-9									d a n u							
3031-9									d ɛ g ɛ							
4591-9									t a r a							
5301-9									b ɛ r u							
5605-9									t i m ɛ							
63-9									k a r a							
296-9									s a m a							
463-9									d u m b u							
762-9									b a n a k u							
1432-9									t a r u							
1474-9									t ɔ							
1788-9									s a r							
2044-9									d i m b ɛ							
2713-9									t ɛ m ɛ d ɛ r ɛ							
3219-9									b aː s u							
3425-9									j u							
4120-9									k o r ɔ							
4184-9									n ɛ							
4423-9									d ɔ r ɔ							
4629-9									n u ɔ							
4759-9									n							
4904-9									n u n							
4960-9									g i n aː u							
4980-9									t ɔ							
5059-9									g u r o							
5125-9									ɔ n ɔ							
5339-9									b a g a							
5549-9									t a w a							
5771-9									d u g u							
5905-9									t i r u							
5922-9									b i r ɛ							
1-9									b ɛ							
483-9									g u s u							
629-9									d ɔ							
667-9									ɛ w ɛ							
1254-9									s a n d u r u							
1415-9									n ɛ							
1542-9									n u							
1683-9									s i							
1898-9									b u r o							
2551-9									r a							
2901-9									t u n u							
3251-9									s a r a							
3885-9									t ɛ r ɛ							
715-10										d i						
1089-10										n a						
1319-10										n ɔ						
1398-10										s u n u						
1557-10										g i r ɛ						
1626-10										d a g a						
1840-10										d i n						
2247-10										g ɔ						
4677-10										g u l ɔ						
5162-10										m i ɛ						
5406-10										t a n d i						
359-10										g a l a						
1577-10										g i r ɛ						
2230-10										s u g						
2533-10										b a r a						
3605-10										k a n d a						
3866-10										ɔ d u						
4822-10										k u m u						
5254-10										d u l ɔ						
503-10										g i n a						
1356-10										m a						
1881-10										n u m						
2084-10										j a b ɛ						
2420-10										k u l a						
3218-10										b u d u						
3372-10										n a m a						
4135-10										b a n a						
4694-10										g u d u						
807-10										g ɔ m						
2320-10										g a n ɛ						
2476-10										g u						
2842-10										d i g u						
3719-10										m i						
4081-10										d a m b a						
4313-10										n ɛ m						
4460-10										s u						
5514-10										n ɛ n d ɛ						
5810-10										p i l ɛ						
93-10										d ɔ						
260-10										b ɛ d ɛ						
385-10										d ɛ m b ɛ						
890-10										a m i r i						
1336-10										d ɛ g ɛ						
1703-10										b ɔ						
1769-10										t ɛ m b ɛ						
2162-10										b ɛ r ɛ						
2635-10										s ɔ						
2735-10										d a n a						
3031-10										d ɛ g ɛ						
4591-10										t a r a						
5301-10										p ɛ r u						
5605-10										t i m ɛ						
63-10										k a r a						
296-10										d a m a						
463-10										d u m b u						
762-10										b a n a g u						
1432-10										t a r e						
1474-10										t ɔ n						
2044-10										d i m b ɛ						
2713-10										d ɛ m ɛ d ɛ r ɛ						
3219-10										b a d a						
3425-10										j u						
4120-10										k o l o						
4423-10										d u l ɔ						
4629-10										n u ɔ						
4759-10										n i ɛ						
4904-10										n u n a						
4960-10										g i n ɔ						
4980-10										t ɔ						
5059-10										g u ɔ						
5125-10										ɔ n d u						
5339-10										b a g a						
5549-10										t a b a						
5905-10										t i						
5922-10										b i r ɛ						
5938-10										a d u n a						
1-10										p ɛ						
483-10										g o d u						
629-10										d ɔ						
667-10										ɛ b ɛ						
1254-10										d a d u u						
1415-10										n ɛ						
1542-10										n ɔ						
1683-10										s i						
1898-10										p u r ɔ						
2551-10										r a						
2901-10										t u n g ɔ						
2957-10										m a n d i						
3048-10										b i						
3251-10										b a n a						
3885-10										d ɛ ɛ						
715-11											d u j o					
1089-11											n a a					
1319-11											n					
1398-11											s u g u l i					
1557-11											g i r e					
1626-11											j a g i					
1840-11											t a n					
2247-11											g u					
4677-11											k u l e j					
5162-11											m i n l ɔ					
5406-11											t o n d i					
1577-11											g i r e					
2196-11											n a l a					
2230-11											s u g a					
2533-11											b a n g o					
3605-11											k a n d a					
3866-11											o dʒ i					
4553-11											t a g a					
4822-11											k u m b a					
5254-11											d u l ɔ					
503-11											k i n a					
1356-11											m a a					
1881-11											n u m o					
2084-11											j a b i					
2420-11											k u l ɔ					
3218-11											p u u dʒ u					
3372-11											n a m a					
3718-11											a r a					
4135-11											b a n u					
807-11											g u m b i					
2320-11											k a n a					
2476-11											k o					
2842-11											d i g u					
3719-11											m i					
4081-11											t u m b u					
4313-11											n u m g a					
4460-11											s a j o					
5514-11											n o n d ɔ					
5810-11											b i n l a					
260-11											b i i					
890-11											a m i l i					
1336-11											t o g ɔ					
1703-11											b a					
2735-11											d a n a m a					
4591-11											t a r a					
63-11											k a r a					
463-11											d u m b a					
762-11											b a n a n g u					
1788-11											s a					
2713-11											t o m n dʒ e r ɔ					
3425-11											j o					
4120-11											k o l a					
4184-11											n e n a					
4423-11											d a l ɔ					
4759-11											n o j o					
4980-11											t ɔ m a					
5125-11											b o n dʒ o					
5339-11											b a g a					
5549-11											t a w a					
5771-11											dʒ u g u					
5938-11											a r u n a					
1415-11											n j o					
1542-11											n a					
1683-11											s a j o					
2957-11											m a n dʒ o					
3048-11											b i j o					
715-12												d u				
1089-12												n a				
1319-12												n ɔ				
1398-12												s u g u r u				
1557-12												g i r i				
1626-12												w a g a				
1840-12												t i n u				
2247-12												g ɔ				
4677-12												k u r ɔ				
5162-12												m i ɛ				
5406-12												t a n u				
359-12												g a r u				
1577-12												g i r u				
2196-12												n a r a				
2230-12												s u g ɔ				
2533-12												b a r a				
3605-12												k a n a				
3866-12												ɔ dʒ u				
4553-12												t a g u				
4822-12												k u m ɔ				
5254-12												d u r ɔ				
503-12												k i r i				
1356-12												m a				
2084-12												j a ɛ				
2420-12												k u r ɔ				
3218-12												b u dʒ u				
3718-12												a r a				
4135-12												b a n				
4694-12												g u dʒ u				
807-12												k ɔ m				
2320-12												k a n ɛ				
2476-12												k u				
3719-12												m				
4460-12												s u				
5514-12												n ɛ n ɛ				
5810-12												p i r u				
93-12												d ɔ				
385-12												g ɛ m ɛ				
890-12												a m i r u				
1769-12												t ɛ m ɛ				
2162-12												b ɛ r ɛ				
2635-12												s ɔ				
3031-12												d ɛ g ɛ				
4591-12												t a r a				
5301-12												b ɛ r u				
5605-12												t i m ɛ				
63-12												k a r u				
296-12												dʒ a m a				
463-12												d u m u				
762-12												b a n a k u				
1432-12												t a r u				
1474-12												t ɔ				
2044-12												d i m ɛ				
2713-12												t ɛ m d ɛ r ɛ				
3219-12												b a dʒ u				
4120-12												k o r ɔ				
4184-12												n ɛ				
4423-12												d ɔ r ɔ				
4629-12												n u ɔ				
4904-12												n u ŋ ɔ				
4960-12												g i n u				
4980-12												t ɔ				
5125-12												ɔ n ɔ				
5549-12												t a w a				
5771-12												dʒ u g u				
5905-12												t i n u				
5922-12												b i r ɛ				
1-12												b ɛ				
629-12												d ɔ				
667-12												ɛ w ɛ				
1254-12												dʒ a n d u r u				
1415-12												n ɛ				
2551-12												r a				
2901-12												t u n u				
3885-12												t ɛ r ɛ				
715-13													d u			
1089-13													n a a			
1319-13													n i ɛ			
1398-13													s u g u n u			
1557-13													g i r i			
1626-13													k a g a			
1840-13													t i n u			
2247-13													g ɔ			
4677-13													k u l o j			
5162-13													m i n ɛ			
5406-13													t a n u			
359-13													g a l u			
1577-13													g i r u			
2196-13													n a l a			
2230-13													s u g o			
2533-13													b a r a			
3605-13													k a n a			
3866-13													o d u			
4553-13													t a g u			
4822-13													k u m b ɔ			
5254-13													d u l ɔ			
503-13													k i ɛ			
1356-13													m a ɛ			
2084-13													j a b ɛ			
2420-13													k u l a			
3218-13													b u d u			
3372-13													n a m a			
3718-13													a r a			
4135-13													b a n			
4694-13													g u d u			
807-13													k ɔ m ɔ			
2320-13													k a n ɛ			
2476-13													k u			
2842-13													d i g u			
3719-13													m ɔ			
4081-13													d a m b a			
4313-13													n ɛ m			
4460-13													s u j			
5514-13													n ɛ n ɛ			
5810-13													b i l u			
93-13													d ɔ			
260-13													b ɛ r ɛ			
385-13													d ɛ m b ɛ			
1336-13													t ɛ g ɛ			
1703-13													b a			
1769-13													t ɛ m b ɛ			
2162-13													b ɛ l ɛ			
2635-13													s o			
3031-13													d ɛ g ɛ			
4591-13													t a r a			
5301-13													b ɛ l u			
5605-13													t i m ɛ			
63-13													k a r a			
762-13													b a n a k u			
1432-13													t a l u			
1474-13													t ɔ n			
1788-13													s a u			
2044-13													d i m ɛ			
2713-13													t ɛ m ɛ d ɛ l ɛ			
3219-13													b a d u			
3425-13													j u			
4120-13													k o l o			
4184-13													n ɛ			
4423-13													d ɔ l ɔ			
4629-13													n u n u			
4980-13													t ɔ			
5059-13													g u j ɔ			
5125-13													ɔ n ɔ			
5339-13													b a g a			
5905-13													t i u			
5922-13													b i r ɛ			
5938-13													a d u n ɔ			
1-13													b ɛ			
483-13													g o d u			
667-13													ɛ b ɛ			
1254-13													dʒ a m d u l u			
1415-13													n ɛ			
1683-13													s i j ɛ			
2901-13													t u n u			
3251-13													b a n a			
3885-13													t ɛ r ɛ			
715-14														d u		
1089-14														n a		
1319-14														n a		
1398-14														s u u r u		
1557-14														g i r a		
1626-14														w a g a		
1840-14														t i r u		
2247-14														g a		
4677-14														k u r ɔ		
5162-14														m i r u		
5406-14														t a n u		
359-14														g a r u		
2196-14														n a r a		
2230-14														s u g a		
2533-14														b a r u		
3605-14														k a n a		
3866-14														ɔ s u		
4553-14														t a u		
4822-14														k u m u		
503-14														k i r u		
1356-14														m a r̃		
1881-14														n u m u		
2084-14														j a u		
2420-14														k u r u		
3372-14														n a m a		
3718-14														a r u		
4135-14														b a r u		
4694-14														g u s u		
807-14														k ɔ m		
2476-14														k u		
2842-14														d i g u		
3719-14														m u		
4081-14														d a m u		
4313-14														n ɛ m		
4460-14														s u j		
5810-14														b i r u		
93-14														d u		
260-14														b ɛ r a		
385-14														t a m ɛ		
1703-14														b a		
2162-14														b ɛ r a		
2635-14														s u		
2735-14														d a n a		
3031-14														d ɛ g a		
5301-14														b ɛ r u		
5605-14														t i m a		
296-14														t a m a		
1432-14														t a r u		
1474-14														t ɔ r		
1788-14														s a r u		
2044-14														d i m		
3425-14														j̃ u		
4184-14														n a		
4423-14														d ɔ r u		
4629-14														n u u		
4904-14														n u m u		
4980-14														t ɔ		
5059-14														g u r u		
5339-14														p a g u		
5905-14														t i r u		
5922-14														b i r a		
5938-14														a s u r̃ u		
483-14														g u s u		
629-14														t e		
1254-14														t a m u r u		
1898-14														b u r u		
3251-14														b a r a		
715-15															d u	
1089-15															n a	
1319-15															n ɔ	
1398-15															s u g u n u	
1557-15															g i ɛ	
1626-15															w a g a	
1840-15															t i n	
2247-15															g ɔ	
4677-15															k u l ɛ j	
5162-15															m i n ɛ	
5406-15															t i n d u	
359-15															g a l u	
1577-15															g i ɛ	
2196-15															n a l a	
2230-15															s u g ɔ	
2533-15															b a a	
3605-15															k a n a	
3866-15															ɔ z u	
4553-15															t a g u	
4822-15															k u m b ɔ	
5254-15															d u l ɔ	
503-15															k i n ɛ	
1356-15															m a	
1881-15															n u m	
2084-15															j a b ɛ	
2420-15															k u l a	
3218-15															b u z u	
3372-15															n a m a	
4135-15															b a n u	
4694-15															g u z u	
807-15															k ɔ m	
2842-15															d i g u	
3719-15															m	
4081-15															d a m b i	
4313-15															n ɛ m	
5514-15															n ɛ n d ɛ	
5810-15															b i l u	
93-15															d ɔ	
260-15															b ɛ ɛ	
385-15															z ɛ m b ɛ	
1336-15															t ɛ g ɛ	
1769-15															t ɛ m b ɛ	
2162-15															b ɛ l ɛ	
2635-15															s ɔ	
2735-15															d a n a	
3031-15															d ɛ g ɛ	
5605-15															t i m ɛ	
63-15															k a d a	
296-15															z a m b a	
762-15															b a n a k u	
1432-15															t a l u	
1474-15															t ɔ	
2044-15															d i m ɛ	
2713-15															t ɛ m d ɛ ɛ	
3219-15															b a z u	
3425-15															j u	
4120-15															k ɔ l ɔ	
4423-15															d ɔ n ɔ	
4629-15															n u n u	
4759-15															n j	
4904-15															n u n	
4960-15															g i n ɛ	
4980-15															t ɔ	
5339-15															b a g a	
5549-15															t a b a	
5905-15															t i n u	
5922-15															b i d ɛ	
5938-15															a d u n a	
1-15															b ɛ	
483-15															g o z u	
629-15															d o	
667-15															ɛ b ɛ	
1254-15															z a n d u l u	
1542-15															n u	
2901-15															t u n u	
2957-15															m a n d i	
