COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
166-4				g u n d u
918-4				a b a r e
831-4				h aː ʃ e
616-4				ɓ iː e
84-4				h o ʃ ɛ l e
346-4				h o h u l o
601-4				z i g i
177-4				k ʔ a f a
341-4				k ʔ o l a
1066-4				w ɛ n t i ŋ a
318-4				f eː ʃ i
241-4				m aː ʃ iː
556-4				h a n d u ŋ u
191-4				ɓ ɛ i m ɓ l i l
458-4				a s ʔ i s ʔ i ŋ a
1-4				h a n tʃ i r
751-4				r o
864-4				a ŋ o n a
154-4				a m a n s i
278-4				a m i l e
766-4				ʃ oː r e
251-4				a g u r u
582-4				u ʔ o ŋ e
6-4				a l i
1106-4				n g o ʔ
473-4				o n e
1111-4				h a θ u
957-4				m ə r e
41-4				b eː
