COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
443-3			g e a	
884-3			g u n d i	
166-3			g u n d u	
918-3			a b a	
831-3			h a h ʃ a	
616-3			p iː	
84-3			h ɔ ʃ a l a	
346-3			h ɔ l h u	
601-3			s i g i	
177-3			k ʔ a f a n	
341-3			k ʔ ɔ l a	
1066-3			f ɛ n d a ŋ a	
318-3			f eː ʃ i	
241-3			m a ʃ iː ɔ	
556-3			h a n d u n u	
191-3			p a m b i l	
458-3			a ʃ ʔ i ʃ ʔ i	
1-3			h a ŋ h ɪ	
751-3			ɔ	
864-3			a n ɔ n i	
154-3			a m a n s i	
278-3			a m i l ʔ i	
766-3			ʃ ɔː a	
251-3			a g u u	
582-3			u ɔ u n a	
6-3			a l i	
1106-3			n g ɔ	
473-3			ɪ n a	
1111-3			h a l u	
957-3			m ə	
24-3			ʃ i	
25-3			l a a	
879-3			a b a a b a d i	
566-3			a w a n ɔ r o s ʔ s	
742-3			a g o ʔ	
1044-3			ʃ i m b i l u	
13-3			a l h a m i s	
720-3			a s a l a ʔ	
233-3			ɓ i b i ɔ	
938-3			p u l a n a	
369-3			a e	
889-3			p eː l a	
405-3			b i d a	
134-3			p ʔ i ʔ i	
1078-3			m iː h i	
429-3			b ɔ ŋ k ɔ ʃ	
187-3			b u s ʔ i k e	
385-3			m ɔ k ʔ ɔ ʃ	
283-3			a n a ʔ ɛ	
390-3			a b a	
783-3			m a r a	
52-3			d ɔː ʃ i	
842-3			d ɔ n ɔ ʃ a	
650-3			k ʔ ɔ ʃ	
91-3			g a l a s i	
668-3			w ɛ l a	
777-3			g i n d a l i a	
728-3			s i ʔ i	
165-3			m a	
1088-3			h ɔ ʃ a l e	
702-3			iː l a	
894-3			iː s ʔ u	
536-3			k ɔ eː d a	
468-4				l aː b a
222-4				a b o b o n e
208-4				a b u b u d u
962-4				a g o θ a
203-4				a g u d i ʔ o
138-4				ʃ i l i
504-4				ɗ oː ʃ a n e
662-4				ɓ u d i n e
478-4				g o ɗ a
409-4				a e
410-4				g u n d i
256-4				ɓ aː l a
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a
847-4				n ɛ d i g i
95-4				b ɛ ɗ i
105-4				b ɪ n i
510-4				b u ʃ a
951-4				m b a m a
1116-4				m b a m a
149-4				ɓ u ʔ i
376-4				ɓ ɛ l i
815-4				g o r a
453-4				ɗ u n a
67-4				ɗ a ʃ i
47-4				ɗ o k ʔ l a n e
869-4				ɗ u θ e
57-4				k aː g u
303-4				g ʔ a ʔ i
443-4				g e a
884-4				g u n d i
166-4				g u n d u
918-4				a b a
831-4				h aː ʃ i
616-4				ɓ iː e
84-4				h o ʃ a l a
346-4				h u h u l u
601-4				ʃ i g i
177-4				k ʔ a f a
341-4				k ʔ o l a
1066-4				f ɛ n d i n a
318-4				f eː ʃ i
241-4				m aː ʃ iː ʃ o
556-4				h a n d u n u
191-4				ɓ ɪ m b e l i
458-4				a ʃ ʔ i ʃ ʔ i
1-4				h a n z i
751-4				u
864-4				a n o n a
154-4				a m a n z i
278-4				m i l o ʔ i
766-4				ʃ oː e
251-4				a g u u
582-4				u ʔ u n e
6-4				a l i
1106-4				n g o
473-4				ɪ n e
1111-4				h a θ u
957-4				m a e
41-4				b i
566-4				a f a f a r a r s
742-4				aː g o
1044-4				ʃ i m b i l
13-4				h a h a z i
720-4				aː s e l a
837-4				m aː ʃ i
946-4				ɓ a n g o
820-4				aː ʃ o r i
405-4				b a d a
134-4				ɓ a ɗ i ʔ i
1078-4				m e h i
429-4				b o ŋ o ʃ
187-4				b u s k ʔ i
438-4				n d ɛ n e
385-4				m a k ʔ o ʃ
390-4				a l a
783-4				m aː r a
52-4				d oː ʃ i
110-4				k ʔ i d ɛ r i
650-4				k ʔ o ʃ
91-4				g a l a s i
668-4				w e l a
777-4				g i n d aː l i a
728-4				h u ʃ i
1007-4				ɪ n g o l e
1088-4				h oː ʃ a l i
1087-4				ɪ n g o l e
702-4				iː l a
894-4				iː s ʔ u
694-4				n d ɛ
