COGID	1	10	2	3	4	5	6	7	8	9
2717-7							ŋ a ŋ g a			
4139-7							m i n a			
93-7							k o d o			
459-7							o m m a			
575-7							t a			
2689-8								n a m a		
1285-8								n w a		
1303-8								ɣ ô m a		
2197-8								ʝ a r a		
2828-8								ʝ n n		
3572-8								o ô n d		
1755-8								n a		
1789-8								k a r a ŋ g a		
3207-8								v u r a		
3519-8								t u m a		
3686-8								tʃ m m a		
4249-8								k u m i		
4451-8								v î n i		
814-8								ɣ ô m b e		
1228-8								v w a		
2026-8								t w e		
2775-8								v u m b a		
3826-8								ʃ o k a		
4040-8								k o n i		
181-8								k ô ŋ g o ô		
660-8								r e r a		
848-8								k á r a		
1083-8								r i r a		
1159-8								a a		
1350-8								t w á		
1396-8								ʃ ô v u		
1666-8								t á n n		
2177-8								ŋ g a		
2317-8								v u v a		
4260-8								ʝ w a		
745-8								t á k ô		
3971-8								k a m a		
94-8								v ô k ô		
2717-8								ŋ a ŋ g a a		
4139-8								m î n a		
43-8								ʝ i m u		
575-8								t a		
871-8								t á m a		
2689-9									s l m a	
893-9									a s n	
1285-9									n w a	
1303-9									s o o a	
2197-9									s a l a	
2828-9									z i n a	
3572-9									s o n i	
1095-9									l i m a	
1789-9									k a l á ŋ g a	
3207-9									b ʊ l a	
4249-9									k ʊ m i	
4451-9									b i s i	
630-9									b e e l e	
814-9									s o o b e e	
1228-9									b w a	
1418-9									s i m a a	
1475-9									k w a	
2026-9									k w e	
2775-9									b ʊ m b a	
3397-9									b o l a	
3826-9									s o k a	
4003-9									i b w a	
4040-9									k e n i	
4373-9									d i ŋ i	
4384-9									i n o	
116-9									s i k a	
181-9									k o ŋ g o o	
1083-9									l i l a	
1374-9									n a a n e	
1430-9									i s o	
1666-9									k a s o o	
1767-9									k o l o	
1906-9									i ŋ g i l	
2177-9									ŋ g á	
2419-9									s e k a	
2750-9									e o z	
3018-9									s i l a	
3441-9									s a ŋ g a a	
3885-9									b ʊ m o	
3981-9									i m a a	
4260-9									s w a	
4350-9									l e e l o	
278-9									b a	
745-9									d á k o	
55-9									n m m a	
94-9									b o k o	
4139-9									m i n a	
200-9									b i	
528-9									b i l i	
871-9									k m m a	
2689-10										n̩ l m a
893-10										a n t
1285-10										n̩ tɬ a
2197-10										dʒ a l a
2828-10										s d t a
1095-10										l ɛ m a
1755-10										n̩ ɛ
3207-10										f u l a
3519-10										r ʊ m a
448-10										n̩ n n̩ i
630-10										b ɛ ɛ l ɛ
1216-10										χ á b a
1418-10										s i m a
2775-10										b ʊ l m a
3397-10										b ɔ l a
4373-10										r ɛ b i
4384-10										qʰ n̩ ɔ
84-10										k ʊ l ʊ l
1083-10										l i l a
1122-10										b á n̩ a
2286-10										l a
2317-10										f u b a
3018-10										s i l a
3275-10										χ a n a
3464-10										b á a a
3639-10										r ɛ r ɛ m a
3885-10										f ʊ m ɔ
3981-10										i m a
94-10										b o tɬʰ ɔ
4139-10										b e n a
43-10										s i m ʊ
374-10										a l l ɛ
459-10										l ʊ m a
508-10										b ɔ f u
871-10										r á m a
