COGID	Albanian	English	French	German	Latin
460-4				d ə ə l	
8-4				f r n ʃ	
385-4				ʃ t	
945-4				z aː f	
1041-4				ʃ s n d	
492-4				n n ə	
527-4				v ai s	
14-4				j u l iː	
1-4				a l	
915-4				a n d	
271-4				a ʃ	
560-5					g e i iː
438-5					p r u
1222-5					f i
353-5					p p g k
201-5					s s n r i
20-5					k t r r
503-5					p l aː t
957-5					s i o
728-5					s t g
244-5					n m i
289-5					n t iː i
911-5					s r i e
724-5					n r iː o
145-5					d
992-5					k l a
1181-5					k n iː o
706-5					n l
106-5					s t p t r
741-5					p i k
421-5					g e g r r
227-5					d t iː a
920-5					k b r p u
1083-5					k b r o
1066-5					s i
1125-5					g t iː i
1197-5					s a p t r
473-5					n u l i
284-5					n e n u
661-5					n
701-5					s u p a
315-5					s g i o a
1169-5					s p l d a
982-5					s p iː
987-5					s e a
1055-5					s s t r l o
1130-5					s p k
433-5					s r l u l
585-5					n o
625-5					k a n u
1186-5					d e n o
814-5					p e r a
416-5					k a
1233-5					s e n o a
884-5					s i r u a
916-5					k
1016-5					a nː o m a l a
952-5					a i
78-5					g e e s
1079-5					p iː n
116-5					s iː a
188-5					s n r t o
745-5					n r b u r a
47-5					k m t o
111-5					s a k u
1061-5					m e n t
630-5					n b u u
1155-5					k l d s
24-5					s e aː p
232-5					n u t o
343-5					w e aː g e i
460-5					p p r iː
945-5					s r p u o
644-5					k p
683-5					k e n
650-5					s w a l a
612-5					p oː m o
1041-5					s s e a
871-5					d i a e i o
492-5					o o
1209-5					w o m o i
667-5					l a
499-5					n
1029-5					n i
272-5					s e n r d
