COGID	1	10	2	3	4	5	6	7	8	9
4384-5					i n oː					
84-5					t u t u					
116-5					f i p					
587-5					o n k o					
848-5					k u i					
1159-5					n oː					
1350-5					l j k					
1396-5					k ìì f u					
1430-5					i s a					
1767-5					á k					
2286-5					l a					
2317-5					β u k a					
2419-5					s e p					
2750-5					i tʃ s i					
3018-5					s u a					
3275-5					t a l a					
3441-5					s a n d a					
3885-5					t u n					
4192-5					β i n d a					
4260-5					s j					
4350-5					l e l g o					
278-5					ʃ a					
745-5					k a k					
3971-5					k a m a					
55-5					m á m a					
94-5					k u p					
2717-5					t k n d u					
4139-5					m u n					
200-5					β e					
374-5					t o l j a					
508-5					β i f u					
528-5					β á l i					
575-5					t w					
1137-5					β u u					
1339-5					k j					
1872-5					p j p					
2537-5					l u n					
2738-5					β á l					
2872-5					tʃ á s i					
2893-5					k u k p					
3675-5					l j l a					
4028-5					t w					
4238-5					i s a ʃ i					
4429-5					u s					
4485-5					s u					
2798-5					l j					
3531-5					a a l d d a					
3767-5					l i					
4632-5					a ʃ i					
1033-5					p o ʃ g o l					
3185-5					f i g					
649-5					l á l a					
1110-5					t e					
1263-5					t u f					
1273-5					l á l a					
1329-5					a a a					
1617-5					k u k					
1917-5					f u					
1969-5					k u n a					
2483-5					k á l					
2615-5					t a					
2700-5					t a n d a					
2884-5					n p					
2972-5					f e					
3030-5					l á p					
3261-5					tʃ e p e					
1303-6						k d n				
1755-6						l m ɔ				
448-6						k i n d				
1475-6						ɲ ɔ l				
3397-6						k u				
2286-6						s u				
278-6						s u				
2717-6						k i n b ɛ				
4137-6						k u				
3767-6						s u				
1033-6						t t n d n				
2689-7							k á ɲ a			
893-7							ɲ h k a			
1285-7							l			
1303-7							z o m a			
2197-7							z z ɲ r a			
2828-7							z i ɲ a			
3572-7							k o ɲ i			
1095-7							p i ɲ a			
1755-7							ɣ ɲ e			
1789-7							f a r m k a			
3519-7							k u ɲ a			
3686-7							i ŋ k a			
4249-7							k u ɲ i			
4451-7							i ɲ i			
814-7							o m d e			
1216-7							ɣ á z á z a			
1475-7							ɣ ɲ a			
2026-7							p r r k			
2775-7							u m d a			
3826-7							z o k a			
4003-7							h i k a			
4040-7							e ɲ i			
84-7							h u r u			
116-7							tʃ i h a			
181-7							ɣ o n dʒ o			
419-7							o k a			
587-7							o ŋ k o			
660-7							l l a			
848-7							p á a			
1122-7							tʃ i n a			
1159-7							v a			
1374-7							n h n a			
1396-7							k o f u			
1430-7							i ŋ ɲ o			
1906-7							i n ɣ i r a			
2177-7							k h z			
2419-7							z e h a			
3018-7							z i r a			
3275-7							p a n a			
3441-7							s á m k a			
3464-7							tʃ o ɲ a			
3639-7							f e t m k z a			
3885-7							z i m a			
4192-7							f i m z a			
745-7							k a k o			
3971-7							p a m a			
55-7							á m a			
2717-7							s e ŋ d a			
4139-7							i v a			
93-7							k o ɲ o			
459-7							u m a			
575-7							t a			
1712-7							tʃ u a			
2088-7							tʃ i ɲ a			
2166-7							u m k a			
2334-7							tʃ i ɣ e			
2393-7							m e ɲ a			
2537-7							r o m e			
2665-7							i z ɲ k i			
2997-7							h a k z a			
4028-7							k w e			
4316-7							k á t u			
4429-7							tʃ e v a			
4688-7							i k ɲ l a			
3067-7							n ɲ u			
3185-7							z i k a			
794-7							e k m k a			
143-7							s u			
388-7							h á u m a			
599-7							t a m k i			
836-7							s i m dʒ i			
969-7							i s a			
1110-7							t e m a			
1263-7							t u v a			
1329-7							i ŋ g r a			
1362-7							ɣ i i			
1606-7							o o t o			
1629-7							k i k			
1744-7							i ɣ a			
1917-7							tʃ u m a			
1989-7							z u ɣ e			
2037-7							dʒ ɣ t a			
2128-7							ɣ e m dʒ e			
2186-7							ɣ u m a			
2700-7							d á n d a			
2797-7							o m a			
2904-7							g a n z n a			
2972-7							s e			
3148-7							i t a			
3364-7							o k a			
2689-8								ŋ ô n a		
1285-8								ŋ ɛ ɛ a		
1303-8								t k ŋ n a		
2197-8								ʝ k ŋ ɛ i		
2828-8								ɣ ô n a		
3572-8								ŋ ô n u		
1755-8								k ŋ e		
1789-8								β i n m g a		
3207-8								f u ɛ a		
3519-8								k u n a		
3686-8								p u ŋ g a		
4249-8								k u n ɛ		
4451-8								β ɛ n ɛ		
814-8								t ɔ k ŋ b a		
1228-8								k ɛ ɛ a		
2026-8								k ɛ ɛ a		
2775-8								ʝ u k m b a		
3826-8								ʝ ô k a		
4040-8								k ô n ɛ		
181-8								t ɔ k m b a		
660-8								r ô w a		
848-8								k ô n a		
1083-8								w ô ɛ a		
1159-8								r a		
1350-8								r ô k a		
1396-8								ʝ ô β u		
1666-8								t i ŋ g u		
2177-8								m î ɛ d a		
2317-8								k u k a		
4260-8								ʃ ɛ ɛ a		
745-8								k ô k ɛ		
3971-8								k ô n a		
94-8								k u p a		
2717-8								ŋ g u ŋ g a		
4139-8								n ô k a		
43-8								k o d a		
575-8								k u a		
871-8								k ô n a		
1339-8								k i r a		
1585-8								r ô a		
1872-8								p k a		
2893-8								k u k g a		
4028-8								m w u		
4316-8								k ô k u		
4440-8								k ɛ ɛ ɛ		
4485-8								r u		
4688-8								ʝ î ŋ w i		
2798-8								m ɛ ɛ		
794-8								k u p á k a		
994-8								t b a		
1006-8								t u k m b a		
1043-8								r ô m a		
1617-8								r u k a		
1969-8								r u ŋ g a		
3364-8								ʝ ô k a		
2689-9									á n ʊ̀	
893-9									ɲ g g ʊ̀	
1285-9									n ʊ r a	
1303-9									n g e nː ʊ̀	
2197-9									z a l ʊ̀	
2828-9									z á n ʊ̀	
3572-9									z e n ʊ̀	
1095-9									á n a	
1789-9									m u ŋ g a	
3207-9									á n ʊ̀	
4249-9									k e nː ʊ̀	
4451-9									m i n i	
630-9									s á l ʊ̀	
814-9									n u m g e	
1228-9									g l n g	
1418-9									s i n g g g a	
1475-9									k w a	
2026-9									k á r a	
2775-9									s á m g a	
3397-9									s á l a	
3826-9									d á g e	
4003-9									g a	
4040-9									g e n ʊ̀	
4373-9									l i n ʊ̀	
4384-9									i w	
116-9									s á g a	
181-9									p á ŋ g e	
1083-9									i n a	
1374-9									n a e e	
1430-9									i ŋ s e	
1666-9									k u a nː e	
1767-9									g e k ʊ̀	
1906-9									p n g i l a	
2177-9									n g a g g	
2419-9									s á g a	
2750-9									z ʊ̀	
3018-9									s á l a	
3441-9									s á m g e	
3885-9									s á n a	
3981-9									u d g g a	
4260-9									s l n a	
4350-9									l á l g ʊ̀	
278-9									w a	
745-9									g e g ʊ̀	
55-9									d ʊ m e	
94-9									s o g a	
4139-9									m á n a	
200-9									z i	
528-9									s e l ʊ̀	
871-9									k o n a	
2088-9									m i g a	
2166-9									ʊ ɲ g a	
2334-9									z i g a	
2393-9									n á n a	
2537-9									d á m e	
2665-9									u ŋ n g e	
2738-9									s á e l ʊ̀	
2872-9									k á s e	
2997-9									s á m b a	
3075-9									k á a b a	
4238-9									d s o z i	
4429-9									d á s e	
4440-9									m i n i	
4485-9									s e	
4574-9									m a l a	
2798-9									n e a	
3067-9									n g i	
3767-9									l e	
4632-9									k e l ʊ̀	
1033-9									s o s l l a	
3185-9									s á g a	
240-9									u ŋ g a	
401-9									z a	
755-9									g u l a	
836-9									s á m b a	
1006-9									s u ŋ g a	
1744-9									á r a	
1989-9									s á g a	
2037-9									k k g a	
2128-9									k á m b a	
2186-9									k á nː a	
2483-9									k á l e	
2592-9									l a l a	
3030-9									l i g a	
3160-9									l ʊ r a	
2689-10										tsʰ i n a
893-10										o ɔ tsʰ t ɛ
1285-10										tsʰ m a
2197-10										t tsʰ á l i
2828-10										tsʰ e n a
1095-10										tsʰ i m a
1755-10										ɔ ɲ ʊ̀
3207-10										tsʰ i l a
3519-10										tsʰ ɔ n a
448-10										tʰ ɬʰ i
630-10										i i á l i
1216-10										t a tsʰ t t a
1418-10										kʰ i l tsʰ s l a
2775-10										b a tsʰ ʊ t a
3397-10										tsʰ ʊ l u
4373-10										l i r i
4384-10										i ɲ ʊ̀
84-10										χ χ χ ʊ l a
1083-10										tsʰ i l a
1122-10										tsʰ ɔ d u
2286-10										l i
2317-10										tsʰ i f a
3018-10										tsʰ i l a
3275-10										t tsʰ á ɛ i
3464-10										tsʰ ɔ m a
3639-10										t i i tsʰ t a
3885-10										pʰ i d a
3981-10										i tsʰ a
94-10										ʊ a
4139-10										ɔ t a
43-10										t i ŋ d i
374-10										t ɬʰ tsʰ l l a
459-10										tsʰ ɔ d u
508-10										kʰ i d u
871-10										tsʰ ɔ n a
1712-10										b u l u
2893-10										pʰ i ŋ a i
3075-10										χ a l ʊ d u
3531-10										o i á ʊ s a
794-10										b a χ k ʊ
1032-10										kʰ tsʰ ɛ l a
2797-10										l e d u
