COGID	1	10	2	3	4	5	6	7	8	9
3364-1	z ɔ ɔ t a									
2689-2		n a m a								
893-2		a n a								
1303-2		ŋ g o m a								
2197-2		t a l a								
2828-2		n i n a								
3572-2		t o n i								
1095-2		l i m a								
1789-2		k a l a								
3207-2		w u l a								
3519-2		t u m a								
3686-2		i m b a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n u n i								
630-2		v e l e								
814-2		ŋ o o m b e								
1216-2		g a v a								
1228-2		b w a								
1418-2		s i m a								
1475-2		g w a								
2026-2		t w e								
3826-2		s o o k a								
4003-2		i v a								
4373-2		l i m i								
4384-2		i n o								
84-2		g u l u								
116-2		v i k a								
419-2		l u g a								
587-2		o o ŋ g o								
660-2		l e l a								
848-2		k a l a								
1122-2		w i n a								
1159-2		ɲ a								
1350-2		l j a								
1374-2		n a a n e								
1906-2		ŋ g i l a								
2419-2		s e k a								
2750-2		e s i								
3441-2		s a a ŋ g a								
3464-2		w oː n a								
3639-2		t i l e m a								
3981-2		i m a								
4192-2		v i m b a								
4350-2		l e l o								
278-2		v a								
3971-2		k a m a								
55-2		e a m a								
43-2		d i m u								
93-2		k o n o								
459-2		l u m a								
1137-2		s u g u								
1585-2		a l a								
1872-2		p a								
2166-2		u m b a								
2872-2		k o s i								
2997-2		k a a n a								
3075-2		k u l u v e								
3675-2		l w i l e								
4137-2		m i l a								
4238-2		s o s e								
4316-2		t a t u								
4574-2		v w a a l a								
3067-2		n t u								
3531-2		a n i k a								
1033-2		k o s o l a								
3185-2		v i k a								
794-2		w i g a								
143-2		v u								
240-2		o k a								
388-2		u m a								
599-2		t a a m b i								
969-2		i a								
994-2		t e l e k a								
1606-2		oː t o								
1629-2		l w i								
1895-2		dʒ a								
2592-2		l oː l a								
2884-2		p j a a								
3148-2		i t a								
3261-2		t e t e								
2689-3			ɲ a m a							
893-3			a n a							
1285-3			ŋ w a							
1303-3			ŋ k o m a							
2197-3			tʰ a l a							
2828-3			tʰ i n a							
3572-3			s u n i							
1095-3			l i m a							
1755-3			n i							
1789-3			k a l a							
3207-3			f u l a							
3519-3			tʰ u m a							
3686-3			tʰ i m b a							
4249-3			x u m i							
4451-3			f i s i							
448-3			j u n i							
630-3			β e l e							
1216-3			k a β a							
1228-3			b w a							
1418-3			s i m a							
1475-3			k w a							
3397-3			β o l a							
4003-3			i β a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i n o							
181-3			k o ŋ g o							
419-3			l u k a							
587-3			o o ŋ g o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			n s a a n e							
1396-3			s o f u							
1666-3			r a a n o							
1767-3			tʰ u x o							
1906-3			i ŋ k i l a							
2177-3			ŋ k a							
2286-3			l a							
2317-3			f u β a							
2750-3			a s i							
3275-3			x a á n a							
3464-3			f o n a							
3639-3			tʰ e m a							
3981-3			i m a							
4192-3			f i m b a							
4260-3			s w a							
4350-3			l e l o							
278-3			β a							
745-3			tʰ a x o							
3971-3			x a m a							
93-3			x o n o							
200-3			β i							
374-3			dʒ a l w a							
508-3			f o f u							
528-3			β i l i							
1137-3			s i k u							
1585-3			a l a							
1712-3			f u l o							
2088-3			f i s a							
2334-3			f i k u							
2393-3			m a ɲ a							
2665-3			i ŋ k i							
2738-3			β e l e							
3675-3			l w e l e							
4137-3			m i l a							
4440-3			β i l i							
4574-3			w a l a							
4688-3			w e ŋ w e							
2798-3			n w a							
3067-3			n u							
3531-3			a n i x a							
3767-3			l o							
4632-3			a s i							
401-3			tʰ a							
649-3			l e e r a							
755-3			k u l a							
1032-3			x o l o l a							
1043-3			f a l a							
1273-3			l o o r a							
1362-3			k ìì							
1895-3			dʒ a							
2615-3			d a							
2784-3			k u l u							
2904-3			x e n d a							
2689-4				ɲ a m a						
893-4				a n a						
1285-4				ŋ w a						
3572-4				s ɔ n i						
1755-4				n e						
1789-4				k a ŋ g a						
3686-4				i m b a						
4451-4				b i s i						
1216-4				g a b a						
4003-4				i b a						
419-4				l ɔ g a						
1122-4				b u n a						
1430-4				i s ɔ						
1666-4				t a n o						
1767-4				g ɔ g o						
55-4				ɲ a m a						
94-4				b ɔ k o						
2717-4				g a ŋ g a						
1339-4				t w i						
4632-4				k á z i						
2784-4				g u l u						
3160-4				l u t a						
2689-5					n m a					
893-5					a n a					
1285-5					n w					
1303-5					ŋ g o m a					
2197-5					ʃ a l a					
2828-5					p i n a					
3572-5					s u n i					
1095-5					l i m a					
3207-5					β u l a					
3519-5					t u m a					
3686-5					i m b a					
4249-5					k u m i					
448-5					n u n i					
630-5					β e l e					
814-5					ŋ o m b e					
1228-5					b w					
1418-5					s i m a					
2026-5					t f e					
2775-5					β u m b a					
3397-5					β o l a u k					
3826-5					s o k					
4040-5					k e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					s u l u l u					
116-5					j i k a					
587-5					o n k o					
848-5					k a l a					
1159-5					n a					
1350-5					l j					
1396-5					s o f u					
1430-5					i s o					
1767-5					d u d u					
2286-5					l a					
2317-5					β u β a					
2419-5					s e k					
2750-5					s e					
3018-5					ʃ i l a					
3275-5					k a n a					
3441-5					s e ŋ g a					
3885-5					tʃ u m o					
4192-5					β i m b a					
4260-5					s w					
4350-5					l e l o					
278-5					β a					
745-5					t a k o					
3971-5					k a m a					
55-5					n a m a					
94-5					β o k o					
2717-5					ŋ g ŋ g a					
4139-5					m i n a					
200-5					β i					
374-5					dʒ w a					
508-5					β o p u					
528-5					β i l i					
575-5					t a					
1137-5					ʃ i u					
1339-5					t w i					
1872-5					p a					
2537-5					l o m o					
2738-5					β e l e					
2872-5					k o ʃ i					
2893-5					s i k u					
3675-5					l f e l e					
4028-5					w e					
4238-5					i s o ʃ i					
4429-5					β a s a					
4485-5					s u					
2798-5					n w					
3531-5					a n i k					
3767-5					l o					
4632-5					k á ʃ i					
1033-5					k o s o l a					
3185-5					β i k a					
649-5					l e t a					
1110-5					t e m a					
1263-5					t a p a					
1273-5					l o t a					
1329-5					i k a l					
1617-5					d i k o					
1917-5					f u m a					
1969-5					m a m a					
2483-5					u l u					
2615-5					d a					
2700-5					g a ŋ g a					
2884-5					p j					
2972-5					ʃ e					
3030-5					l i p a					
3261-5					d e					
1303-6						ŋ g o m a				
1755-6						n i				
448-6						j u n i				
1475-6						k w a				
3397-6						β o l o				
2286-6						l a				
278-6						β a				
2717-6						ŋ g a ŋ g a				
4137-6						m i l a				
3767-6						l ɔ				
1033-6						k o s o l a				
2689-7							ɲ a m a			
893-7							a n a			
1285-7							ŋ w a			
1303-7							ŋ o m a			
2197-7							z a l a			
2828-7							i ɲ a			
3572-7							z o n i			
1095-7							i m a			
1755-7							n i			
1789-7							k a ŋ g a			
3519-7							t u m a			
3686-7							i m b a			
4249-7							k u m i			
4451-7							v i s i			
814-7							ŋ o m b e			
1216-7							k a v a			
1475-7							k w a			
2026-7							t v e			
2775-7							v u m b a			
3826-7							z o k a			
4003-7							i v a			
4040-7							k e n i			
84-7							z u			
116-7							v k a			
181-7							g o ŋ g o			
419-7							o k a			
587-7							o ŋ g o			
660-7							l e a			
848-7							k a l a			
1122-7							v i n a			
1159-7							ɲ a			
1374-7							n u n a			
1396-7							z u v u			
1430-7							i z o			
1906-7							i ŋ g i l a			
2177-7							ŋ k a			
2419-7							z e k a			
3018-7							z i a			
3275-7							k a n a			
3441-7							s e ŋ g a			
3464-7							v o n a			
3639-7							d e d e m a			
3885-7							v u m o			
4192-7							v i m b a			
745-7							t a k o			
3971-7							k a m a			
55-7							n a m a			
2717-7							ŋ g a ŋ g a			
4139-7							m i n a			
93-7							k o n o			
459-7							u m a			
575-7							t a			
1712-7							v u l o			
2088-7							v i s a			
2166-7							u m b a			
2334-7							v i k o			
2393-7							m a ɲ a			
2537-7							o m o			
2665-7							i ŋ g i			
2997-7							k a s a			
4028-7							v w e			
4316-7							t a t u			
4429-7							v a z a			
4688-7							w e			
3067-7							n d u			
3185-7							v i k a			
794-7							v i k a			
143-7							v u u			
388-7							p u m a			
599-7							t a m b i			
836-7							s u m b i			
969-7							i s a			
1110-7							t e m a			
1263-7							t á h a			
1329-7							i k a			
1362-7							ɣ i			
1606-7							o o t o			
1629-7							h v i			
1744-7							i v a			
1917-7							v u m a			
1989-7							s a ɣ a			
2037-7							k a t a			
2128-7							ɣ e m b e			
2186-7							k a n a			
2700-7							a ŋ g a			
2797-7							o m u			
2904-7							ɣ e n d a			
2972-7							z e			
3148-7							i t a			
3364-7							o t a			
2689-8								ɲ a m a		
1285-8								ŋ w a		
1303-8								ŋ g o m a		
2197-8								t a r a		
2828-8								t i n a		
3572-8								t u n i		
1755-8								n a		
1789-8								k a r a ŋ g a		
3207-8								p u r a		
3519-8								t u m a		
3686-8								i m b a		
4249-8								k u m i		
4451-8								β i t i		
814-8								ŋ o m b e		
1228-8								b w a		
2026-8								t w e		
2775-8								β u m b a		
3826-8								ʝ o k a		
4040-8								k e n i		
181-8								k ô ŋ g o		
660-8								r e r a		
848-8								k a r a		
1083-8								r i r a		
1159-8								n a		
1350-8								r j a		
1396-8								ʝ ô v u		
1666-8								t a n o		
2177-8								ŋ g a		
2317-8								β u β a		
4260-8								t w a		
745-8								t a k o		
3971-8								k a m a		
94-8								β ô k o		
2717-8								ŋ g a ŋ g a		
4139-8								m i n a		
43-8								d i m u		
575-8								t a		
871-8								t a m a		
1339-8								t w i		
1585-8								a r a		
1872-8								p a		
2893-8								ʝ i k u a		
4028-8								β w e		
4316-8								t a t u		
4440-8								β i r i		
4485-8								t u		
4688-8								w i ŋ w e		
2798-8								n w a		
794-8								β e r e k a		
994-8								t e r e k a		
1006-8								u ŋ g i		
1043-8								β a r a		
1617-8								ʃ k o		
1969-8								m a m a		
3364-8								t o t a		
2689-9									n a m a	
893-9									a n a	
1285-9									n w a	
1303-9									ŋ g o m a	
2197-9									z a l a	
2828-9									z i n a	
3572-9									r o n i	
1095-9									l i m a	
1789-9									k a l a ŋ g a	
3207-9									b u l a	
4249-9									k u m i	
4451-9									b i s i	
630-9									b e l e	
814-9									ŋ g m b e	
1228-9									b w a	
1418-9									s i m a	
1475-9									g w a	
2026-9									s w e	
2775-9									b u m b a	
3397-9									b o l o	
3826-9									s o k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									d i m i	
4384-9									i n g	
116-9									b i k a	
181-9									g o ŋ g o	
1083-9									l i l a	
1374-9									n s a n e	
1430-9									i s ʊ	
1666-9									r a n o	
1767-9									g ʊ k o	
1906-9									i ŋ g i l a	
2177-9									ŋ g a	
2419-9									s e k a	
2750-9									e z i	
3018-9									z i l a	
3441-9									s a ŋ g a	
3885-9									r ʊ m o	
3981-9									i m a	
4260-9									z w a	
4350-9									l e l o	
278-9									b a	
745-9									s a g o	
55-9									n a m a	
94-9									b o g o	
4139-9									m i n a	
200-9									b i	
528-9									b i l i	
871-9									s a m a	
2088-9									b i s a	
2166-9									ɲ u m b a	
2334-9									b i g o	
2393-9									m a n a	
2537-9									l a m o	
2665-9									i n g i	
2738-9									b e l e	
2872-9									k o s i	
2997-9									g a n z a	
3075-9									g u l u b e	
4238-9									s o s i	
4429-9									b a	
4440-9									b i l i	
4485-9									z u	
4574-9									z w á l a	
2798-9									n w a	
3067-9									n s ʊ	
3767-9									l o	
4632-9									g a s i	
1033-9									k o l m o l a	
3185-9									b i k a	
240-9									o g a	
401-9									d a	
755-9									g u l a	
836-9									r u m b i	
1006-9									ɲ u ŋ g u	
1744-9									i b a	
1989-9									s a g a	
2037-9									ŋ g r a	
2128-9									g e m b e	
2186-9									g a n a	
2483-9									g ʊ l u	
2592-9									l o l a	
3030-9									l i a	
3160-9									l u r a	
2689-10										ɲ a m a
893-10										a n a
1285-10										ŋ w a
2197-10										t a l a
2828-10										z i n a
1095-10										l i m a
1755-10										n i
3207-10										f u l a
3519-10										t u m a
448-10										j ʊ n i
630-10										b e l e
1216-10										k a b a
1418-10										z i m a
2775-10										b u m b a
3397-10										b ɔ l a
4373-10										l i m i
4384-10										i n ɔ
84-10										s u l u
1083-10										l i l a
1122-10										b i n a
2286-10										l a
2317-10										f u β a
3018-10										z i l a
3275-10										k a n a
3464-10										b ɔ n a
3639-10										r e r e m a
3885-10										b u m ɔ
3981-10										i m a
94-10										b ɔ k ɔ
4139-10										m i n a
43-10										s i m u
374-10										a w a l a
459-10										l u m a
508-10										b ɔ f u
871-10										t a m a
1712-10										f u l ɔ
2893-10										r i k ʊ
3075-10										ɔ u l u b e
3531-10										a n i k a
794-10										b i k a
1032-10										k o l o l a
2797-10										ɔ m ɔ
