COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
601-2		s i g i		
177-2		k ʔ a f a		
341-2		k ʔ o l a		
1066-2		f ɛ n sː e ŋ i		
318-2		f ɛ ʃ i		
241-2		m aː ʃ ʃ s		
556-2		h a n d u		
191-2		ɓ i m b i l		
458-2		a s ʔ i s ʔ i		
1-2		h a n h i r		
751-2		r o		
864-2		a ŋ o n i		
154-2		a m m n b i		
278-2		m m i l o		
766-2		ʃ oː r a		
251-2		a g r u		
582-2		u ʔ u ŋ		
6-2		a l i		
1106-2		ŋ g o		
473-2		m ʃ e		
1111-2		h a l u		
957-2		m a r e		
41-2		b i e		
24-2		s i		
25-2		l a r e		
879-2		a b a r a b ɛ d		
566-2		aː f a ʃ f r r s i		
742-2		a g u		
1044-2		ʃ i m b i l		
13-2		h l m a m		
720-2		aː s ɛ l a		
837-2		m aː ʃ i		
233-2		ɓ i ɓ i i		
938-2		ɓ u u l a n		
369-2		a r e		
946-2		ɓ a ŋ g o		
889-2		ɓ i l l		
820-2		aː ʃ o r i n		
405-2		b ə d e		
134-2		ɓ ɗ ɗ i i		
1078-2		m iː h i		
429-2		b o ŋ k ʃ		
187-2		b u s k ʔ e		
438-2		n d r n e		
385-2		m a k ʔ o ʃ		
283-2		m n n s a r r		
390-2		aː b a		
783-2		m m r θ a		
842-2		ɗ o ŋ o ʃ e		
110-2		k i d r r i		
650-2		k ʔ o ʃ		
91-2		g a l a s i		
668-2		w ɛ l a		
777-2		d i n d aː		
728-2		aː i ʃ i		
165-2		m a		
1007-2		r ŋ g o l e		
1087-2		r ŋ g o l e		
894-2		iː s ʔ u		
536-2		k ʔ eː d e		
694-2		n d ə		
468-3			f a b a	
222-3			a b ɔ b ɔ ʔ i	
208-3			a b u r b u d u	
962-3			a g ɔ r w	
203-3			a g u d i ʔ	
138-3			ʃ m i i	
504-3			d ɔː ʃ ɛ f a	
662-3			ɓ d a ɲ	
478-3			g g d r	
409-3			a r e	
410-3			g u n d i	
256-3			ɓ aː l e	
622-3			n d u	
546-3			n d u	
547-3			ʃ ɛ f a ʔ	
847-3			n d d ɪ g a	
95-3			b ɛ d i	
105-3			b ɛ n i	
510-3			b ɔ ʃ a	
951-3			m b ə m a r e	
1116-3			m b sː m a	
149-3			ɓ u s ʔ i	
376-3			ɓ ɛ l i	
815-3			g ɔ r a ɲ	
453-3			d u ɲ e	
67-3			d a ʃ e	
47-3			d ɔ k ɔ f a ɲ	
869-3			d ɔː f a	
57-3			k aː g u	
303-3			g a s ʔ i a	
443-3			g ɛ r a	
884-3			g u n d i	
166-3			g u n d i	
918-3			a b ɛ r e	
831-3			h a ʃ a	
616-3			b i e	
84-3			h ɔ ʃ a l a	
346-3			h ɔ h ɔ l	
601-3			s i g i	
177-3			k ʔ a f a	
341-3			k ʔ ɔ l a	
1066-3			f ɛ n p i ŋ i	
318-3			f ɛ s i	
241-3			m a ʃ ʃ a	
556-3			h a n d u ŋ	
191-3			ɓ r m b i l	
458-3			a s ʔ i s ʔ i	
1-3			h a ɲ h i r	
751-3			r ɔ	
864-3			a ŋ ɔ n i ɲ	
154-3			a m m n m i	
278-3			m m i l u ʔ a	
766-3			ʃ ɔː r a	
251-3			a g r u	
582-3			ɔ ʔ ɔ ɲ	
6-3			a l i	
1106-3			n g ɔ	
473-3			m ʃ a	
1111-3			h a l u	
957-3			m a r e	
24-3			s i	
25-3			ʊ a r e	
879-3			a b a r a b ɛ t	
566-3			a n f a n d a s ʔ	
742-3			a g ɔ ʔ	
1044-3			ʃ i m b i l	
13-3			a l h a m i s	
720-3			a s ɛ l a ʔ	
233-3			b i b i s a	
938-3			ɓ u l a a ɲ	
369-3			a r e	
889-3			ɓ iː l e	
405-3			b d ɛ	
134-3			ɓ ɗ i ʔ i	
1078-3			m i h i	
429-3			b ɔ ŋ k ʃ ʃ	
187-3			b r s k ʔ k a	
385-3			m a k ʔ ɔ ʃ	
283-3			a n s a r r a	
390-3			a b a	
783-3			m a r ʃ a	
52-3			d ɔː ʃ	
842-3			d ɔ ŋ ɔ ʃ a	
650-3			k ʔ ɔ ʃ	
91-3			g a l a s i	
668-3			w ɛ l a	
777-3			g i n d a l i a	
728-3			s i ʔ i	
165-3			m a	
1088-3			h ɔ ʃ ɛ l e	
702-3			iː l a	
894-3			iː s ʔ u	
536-3			k eː d r a	
468-4				θ a b a
222-4				a b o b o n i
208-4				a b u r b u d u
962-4				a g o r a
203-4				a g u d i
138-4				ʃ i l e
504-4				ɗ oː ʃ a
662-4				ɓ uː d a
478-4				g o ɗ g
409-4				a r e
410-4				g u n d i
256-4				ɓ aː h e
622-4				n d u
546-4				n d u
547-4				ʃ e f a
847-4				n e f d e a i
95-4				b ɛ ɗ i
105-4				b r n i
510-4				b o ʃ a
951-4				m b r m a r
1116-4				m b ɛ m
149-4				ɓ u z ʔ i
376-4				ɓ a h i
815-4				g o r a
453-4				ɗ z ŋ e
67-4				ɗ aː ʃ e
47-4				ɗ o k o f ɛ n
869-4				ɗ uː θ a
57-4				k aː g u
303-4				g a z ʔ i a
443-4				g e r a
884-4				g u n d i
166-4				g u n d i
918-4				a b a r e
831-4				h aː ʃ e
616-4				z ə e
84-4				h o ʃ ɛ l e
346-4				h o h u l
601-4				s i g i
177-4				k ʔ a f a
341-4				k ʔ o l a
1066-4				f e n z i ʃ a
318-4				f ɛ z s
241-4				m aː ʃ r
556-4				h a n d u ŋ u
191-4				z r m m ɓ l
458-4				a s ʔ i s ʔ i
1-4				h a n z i r
751-4				r o
864-4				a ŋ o n i
154-4				a m m n m i
278-4				m m i l o ʔ
766-4				ʃ oː r a
251-4				a g uː r u
582-4				o ʔ o ŋ
6-4				a l i
1106-4				n g o
473-4				ʃ i n e
1111-4				h a l u
957-4				m a r e
41-4				b ə s
566-4				a f h a f h r r s s
742-4				a g u
1044-4				ʃ i m b i l
13-4				h a m a m s
720-4				aː s e l a
837-4				m aː ʃ i
946-4				ɓ a ŋ g o
820-4				a ʃ o r i
405-4				b ɛ d e
134-4				ɓ ɗ ɗ i i i
1078-4				m e h i
429-4				b o ŋ o ʃ
187-4				b u s o i k s
438-4				n d ɛ n e
385-4				m ɛ k ʔ o ʃ
390-4				a a
783-4				m aː r g
52-4				d oː b ʃ
110-4				k ʔ i d e r i
650-4				k ʔ o ʃ
91-4				g e l a s i
668-4				g e l a
777-4				d aː n r aː
728-4				aː u ʃ i
1007-4				m ŋ g o l e
1088-4				h o ʃ e l i
1087-4				m ŋ g o l e
702-4				ə l a
894-4				ə s ʔ u
694-4				n d ə
