COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
275-1	p a n ⁵¹																		
279-1	n a n ³⁵																		
287-1	l w a n ²¹⁴																		
291-1	x ou ³⁵																		
295-1	tɕʰ y ⁵¹																		
300-1	j ou ³⁵																		
303-1	ʈʂ u ²¹⁴																		
306-1	k ou ²¹⁴																		
307-1	k u ²¹⁴																		
308-1	tɕ y ⁵¹																		
312-1	tɕ j ou ⁵¹																		
313-1	k o ²¹⁴																		
314-1	tʰ ai ⁵¹																		
323-1	m i ŋ ³⁵																		
325-1	t u ²¹⁴																		
330-1	f ou ²¹⁴																		
334-1	tɕ i ³⁵																		
335-1	ʈʂ w ei ⁵⁵																		
338-1	k au ⁵⁵																		
339-1	ʈʂ ou ⁵⁵																		
341-1	x u ⁵⁵																		
342-1	m i ŋ ⁵¹																		
343-1	x o ³⁵																		
344-1	pʰ j au ²¹⁴																		
349-1	ʈʂ u ²¹⁴																		
353-1	ʈʂʰ a ŋ ⁵¹																		
360-1	x ou ³⁵																		
375-1	ʈʂ w ei ²¹⁴																		
388-1	ʂ i ⁵¹																		
389-1	x w ei ³⁵																		
392-1	k ə n ⁵⁵																		
394-1	tɕʰ j a n ⁵⁵																		
401-1	t u ²¹⁴																		
402-1	ai ⁵¹																		
403-1	tʰ i ³⁵																		
409-1	ts w o ²¹⁴																		
418-1	m ai ³⁵																		
441-1	tʰ j a n ⁵¹																		
443-1	m i ⁵¹																		
459-1	w ei ⁵¹																		
460-1	t w o ⁵⁵																		
461-1	l i ²¹⁴																		
464-1	t au ³⁵																		
465-1	tʰ j a n ⁵⁵																		
466-1	tʰ ai ³⁵																		
467-1	f u ⁵⁵																		
469-1	ʂ ʅ ⁵⁵																		
480-1	ʂ a ²¹⁴																		
482-1	l i ²¹⁴																		
484-1	x u ²¹⁴																		
491-1	m ei ⁵¹																		
492-1	tɕʰ i ⁵⁵																		
495-1	tɕ j ou ²¹⁴																		
496-1	k u ⁵⁵																		
507-1	ɕ j a ŋ ⁵⁵																		
509-1	ʈʂ y ²¹⁴																		
510-1	pʰ o ³⁵																		
513-1	ʂ i ⁵⁵																		
518-1	ʂ au ²¹⁴																		
525-1	ts au ²¹⁴																		
527-1	a n ⁵¹																		
533-1	x ai ³⁵																		
548-1	k ai ²¹⁴																		
554-1	x ai ⁵¹																		
558-1	ʐ u ŋ ³⁵																		
564-1	f u ⁵⁵																		
580-1	ʂ a ⁵¹																		
587-1	ɕ j ou ⁵¹																		
588-1	ʂ au ²¹⁴																		
589-1	tɕ j a n ⁵¹																		
594-1	ʈʂ ai ⁵⁵																		
602-1	u ²¹⁴																		
604-1	ʂ ʅ ⁵¹																		
611-1	ʂ a n ⁵⁵																		
630-1	ts w o ²¹⁴																		
637-1	tɕʰ i n ⁵⁵																		
638-1	ʂ ʅ ⁵¹																		
639-1	p o ⁵¹																		
644-1	ʈʂ ou ²¹⁴																		
648-1	ɕ i ³⁵																		
652-1	m au ³⁵																		
657-1	k a n ⁵⁵																		
658-1	pʰ i ŋ ³⁵																		
659-1	m j a n ⁵¹																		
665-1	ʈʂʰ w a ŋ ⁵⁵																		
692-1	k u ŋ ⁵⁵																		
696-1	t i ³⁵																		
707-1	i ŋ ²¹⁴																		
719-1	t ai ⁵⁵																		
727-1	ɕ i n ⁵⁵																		
732-1	w a ŋ ⁵⁵																		
733-1	m a ŋ ³⁵																		
735-1	kʰ w ei ⁵¹																		
740-1	pʰ a ³⁵																		
773-1	ɕ j a ŋ ⁵⁵																		
788-1	m a n ⁵¹																		
808-1	ʈʂʰ ə ŋ ³⁵																		
809-1	l i ²¹⁴																		
816-1	t ai ³⁵																		
818-1	x a ŋ ³⁵																		
821-1	ʂ a n ⁵¹																		
822-1	ʂ ou ²¹⁴																		
826-1	t a ²¹⁴																		
829-1	t ou ⁵¹																		
841-1	ʈʂ w ei ⁵⁵																		
845-1	ʈʂ a ²¹⁴																		
848-1	pʰ au ³⁵																		
858-1	pʰ ai ²¹⁴																		
862-1	tʰ w o ²¹⁴																		
869-1	tɕʰ j a n ³⁵																		
874-1	ts au ²¹⁴																		
876-1	tʰ j au ⁵⁵																		
883-1	ʈʂ o ³⁵																		
894-1	t j au ⁵¹																		
903-1	tɕ j e ⁵⁵																		
905-1	tʰ w ei ⁵⁵																		
910-1	tʰ i ³⁵																		
911-1	ʈʂ a ²¹⁴																		
926-1	p a n ⁵⁵																		
934-1	m o ³⁵																		
968-1	ʂ ou ⁵⁵																		
970-1	k ai ²¹⁴																		
982-1	k a n ²¹⁴																		
986-1	tɕ j au ⁵⁵																		
997-1	tɕʰ i n ⁵⁵																		
998-1	f u ²¹⁴																		
1001-1	ʂ i n ⁵⁵																		
1003-1	f a ŋ ⁵⁵																		
1005-1	pʰ a ŋ ³⁵																		
1008-1	ʈʂ u ³⁵																		
2-2		i ²⁴																	
4-2		tsʰ i ²⁴																	
5-2		ʈʂ a n ⁵⁵																	
6-2		s a n ³³																	
7-2		s a n ⁵⁵																	
8-2		x j ai ⁵⁵																	
9-2		p a ²⁴																	
17-2		ʈʂ o ŋ ³³																	
31-2		tɕ j ɤu ⁴¹																	
32-2		n i ⁴¹																	
33-2		tɕ y ⁴¹																	
38-2		i ⁴¹																	
40-2		o n ¹³																	
42-2		u ⁴¹																	
43-2		tsʰ i n ⁴¹																	
46-2		w a n ¹³																	
52-2		n j a n ³³																	
53-2		ʈʂ ə n ¹³																	
56-2		tɕ i n ³³																	
59-2		t ei ³³																	
60-2		ʈʂ a n ⁵⁵																	
64-2		n i n ³³																	
68-2		tɕ ieː ⁵⁵																	
85-2		w ei ⁵⁵																	
86-2		t i ³³																	
87-2		tɕ y ⁵⁵																	
93-2		n i ⁴¹																	
98-2		n ai ¹³																	
109-2		s i n ³³																	
115-2		t au ⁴¹																	
118-2		tɕ j ieː ²⁴																	
124-2		tɕ j a ⁴¹																	
127-2		ts y ⁵⁵																	
133-2		t ɤu ⁴¹																	
144-2		s ai ⁴¹																	
161-2		s j o ŋ ³³																	
166-2		k j a n ³³																	
170-2		ts i ¹³																	
171-2		t ɤu ¹³																	
173-2		t ʐ i ²⁴																	
174-2		n ei ⁵⁵																	
175-2		tɕʰ ieː ¹³																	
176-2		n j a n ³³																	
177-2		p a ²⁴																	
179-2		n j ɤu ²⁴																	
181-2		p i n ³³																	
182-2		ts i ¹³																	
189-2		k oː ³³																	
191-2		t o ŋ ³³																	
193-2		n ə n ³³																	
198-2		t o ŋ ⁵⁵																	
199-2		ɕ j o ŋ ³³																	
200-2		ts ɤu ²⁴																	
202-2		t au ³³																	
205-2		f ə n ³³																	
206-2		t j e ²⁴																	
209-2		w a ²⁴																	
211-2		tsʰ ai ³³																	
215-2		n i ¹³																	
216-2		k ɥ a ²⁴																	
217-2		t au ¹³																	
219-2		s ɥ a ²⁴																	
220-2		ʈʂʰ ʅ ⁵⁵																	
225-2		tɕʰ ieː ¹³																	
230-2		tɕʰ ieː ⁵⁵																	
234-2		p i ²⁴																	
238-2		n i ²⁴																	
242-2		ts ɤu ⁵⁵																	
253-2		p i n ¹³																	
256-2		ʂ ɤu ²⁴																	
261-2		f a ³³																	
262-2		p ɤ ²⁴																	
263-2		s i ³³																	
264-2		ɕ j a n ³³																	
271-2		s ʅ ²⁴																	
272-2		tɕʰ ieː ³³																	
274-2		kʰ u ⁴¹																	
275-2		p i ⁵⁵																	
279-2		n a n ¹³																	
287-2		n oː ⁴¹																	
291-2		x ɤu ⁴¹																	
295-2		tɕ y ⁵⁵																	
300-2		j ɤu ¹³																	
303-2		ts y ⁴¹																	
306-2		k ɤu ⁴¹																	
307-2		k u ⁴¹																	
308-2		tɕ y ⁵⁵																	
312-2		tɕ j ɤu ⁵⁵																	
313-2		k o ⁴¹																	
314-2		t ai ¹³																	
323-2		m i n ¹³																	
325-2		t u ⁴¹																	
330-2		f ɤu ⁴¹																	
334-2		tɕ i ²⁴																	
335-2		tɕ ɥ ei ³³																	
338-2		k au ³³																	
339-2		ʈʂ ɤu ³³																	
341-2		f u ³³																	
342-2		m i n ²¹																	
343-2		x o ¹³																	
344-2		ts j au ⁴¹																	
349-2		k ɤu ²⁴																	
353-2		tsʰ a n ⁵⁵																	
360-2		x ɤu ¹³																	
375-2		ts ei ⁴¹																	
388-2		s i ⁵⁵																	
389-2		x w ei ¹³																	
392-2		k ə n ³³																	
394-2		tɕʰ ieː ³³																	
401-2		t u ⁴¹																	
402-2		ai ⁵⁵																	
403-2		t i ¹³																	
409-2		ts o ⁴¹																	
418-2		m ai ¹³																	
441-2		t ieː ¹³																	
443-2		m o ²¹																	
459-2		w ei ⁵⁵																	
460-2		t o ⁴¹																	
461-2		n i ⁴¹																	
464-2		t au ¹³																	
465-2		t ieː ³³																	
466-2		t ai ¹³																	
467-2		f u ³³																	
469-2		s ʅ ²⁴																	
480-2		s o ⁴¹																	
482-2		n i ⁴¹																	
484-2		f u ⁴¹																	
491-2		m ei ⁵⁵																	
492-2		tsʰ i ³³																	
495-2		ts j ɤu ⁴¹																	
496-2		k u ³³																	
507-2		ɕ j a n ³³																	
509-2		tɕ y ⁴¹																	
510-2		p o ¹³																	
513-2		s i ³³																	
518-2		s au ⁴¹																	
525-2		ts au ⁴¹																	
527-2		o n ²¹																	
533-2		x ai ¹³																	
548-2		k ɤ ²⁴																	
554-2		x ai ⁴¹																	
558-2		j o ŋ ¹³																	
564-2		f u ³³																	
580-2		ʂ ə ²¹																	
587-2		s j ɤu ⁵⁵																	
588-2		s au ⁴¹																	
589-2		ts ieː ⁵⁵																	
594-2		ts ɤ ²⁴																	
602-2		ɤu ²⁴																	
604-2		s ʅ ⁴¹																	
611-2		s a n ³³																	
630-2		ts o ⁴¹																	
637-2		tɕ i n ³³																	
638-2		s ʅ ²¹																	
639-2		p o ⁵⁵																	
644-2		ts ɤu ⁴¹																	
648-2		s i ²⁴																	
652-2		m au ¹³																	
657-2		k a n ³³																	
658-2		p i n ¹³																	
659-2		m ieː ¹³																	
665-2		tɕʰ ɥ a n ¹³																	
692-2		k o ŋ ³³																	
696-2		t i ¹³																	
707-2		i n ³³																	
719-2		t ɤ ²⁴																	
727-2		s i n ³³																	
732-2		w a n ³³																	
733-2		m a n ¹³																	
735-2		kʰ w ei ⁵⁵																	
740-2		p a ¹³																	
773-2		s j a n ³³																	
788-2		m a n ⁵⁵																	
808-2		ə n ¹³																	
809-2		n i ⁴¹																	
816-2		t ai ¹³																	
818-2		x a n ¹³																	
821-2		s ə ⁵⁵																	
822-2		ʂ ɤu ⁴¹																	
826-2		t ieː ⁴¹																	
829-2		t ɤu ⁵⁵																	
841-2		ʈʂ y ³³																	
845-2		ts ɤ ²⁴																	
848-2		p au ¹³																	
858-2		p ɤ ²⁴																	
862-2		t o ⁴¹																	
869-2		tɕʰ ieː ¹³																	
874-2		ts au ⁴¹																	
876-2		tʰ j au ³³																	
883-2		ts o ²⁴																	
894-2		t j au ⁵⁵																	
903-2		ts j e ²⁴																	
905-2		t ei ³³																	
910-2		t i ¹³																	
911-2		ts a ²⁴																	
926-2		p ə ³³																	
934-2		m o ²⁴																	
968-2		s ɤu ³³																	
970-2		k ai ⁴¹																	
982-2		k a n ⁴¹																	
986-2		tɕ j au ³³																	
997-2		tɕ i n ³³																	
998-2		f u ⁴¹																	
1001-2		s i n ³³																	
1003-2		ɕ a n ³³																	
1005-2		p a n ¹³																	
1008-2		ts ɤu ²⁴																	
2-3			i k ²¹																
4-3			tsʰ i k ²¹																
5-3			t a ŋ ³³																
6-3			s a ³³																
7-3			s a ŋ ³³																
8-3			s e ³⁵																
9-3			p a k ²¹																
17-3			ts e ŋ ³³																
31-3			k j u ⁵³																
32-3			l e ⁵⁵																
33-3			ts u ⁵³																
38-3			h i ³⁵																
40-3			k i ŋ ⁵⁵																
42-3			k ou ⁵³																
43-3			tsʰ eː ⁵³																
46-3			w a ŋ ⁵⁵																
52-3			l j a ŋ ³³																
53-3			ts i ŋ ³³																
56-3			k e ŋ ³³																
59-3			tʰ o ³³																
60-3			ts a ŋ ³³																
64-3			l eː ³³																
68-3			kʰ i ŋ ²¹³																
85-3			w i ³⁵																
86-3			t i ³³																
87-3			ts əu ⁵³																
93-3			l i ⁵³																
98-3			l ai ⁵⁵																
109-3			tsʰ eː ŋ ³³																
115-3			t au ⁵³																
118-3			k j a ʔ ⁴																
124-3			k e ⁵³																
127-3			ts au ²¹³																
133-3			tʰ au ⁵³																
144-3			s a ³³																
161-3			h e ŋ ³³																
166-3			k j a ŋ ³³																
170-3			t iː ⁵⁵																
171-3			t ou ⁵⁵																
173-3			t e ʔ ⁴																
174-3			l w i ²¹³																
175-3			tsʰ e ŋ ⁵⁵																
176-3			l j a ŋ ³³																
177-3			p a ʔ ²¹																
179-3			l e k ⁴																
181-3			p eː ŋ ³³																
182-3			kʰ i ⁵⁵																
189-3			k e ŋ ³³																
191-3			t a ŋ ³³																
193-3			l i ³³																
198-3			t a ŋ ²¹³																
199-3			h e ŋ ³³																
200-3			ts a k ²¹																
202-3			t o ³³																
205-3			tsʰ i ŋ ³³																
206-3			ts j e ʔ ²¹																
209-3			w a ʔ ⁴																
211-3			tsʰ ai ³³																
215-3			l i ⁵⁵																
216-3			k w a k ²¹																
217-3			t au ⁵⁵																
219-3			s a ʔ ²¹																
220-3			ts i ³³																
225-3			kʰ ə ŋ ⁵⁵																
230-3			ts j e ŋ ²¹³																
234-3			pʰ i k ²¹																
238-3			l i k ⁴																
242-3			t tsʰ i ³⁵																
253-3			k e ŋ ⁵⁵																
256-3			s o k ⁴																
261-3			h w e ³³																
262-3			p e ʔ ²¹																
263-3			ts i ³³																
264-3			k j a ŋ ³³																
271-3			s i ʔ ⁴																
272-3			kʰ e ŋ ³³																
274-3			k ou ⁵³																
275-3			p e ŋ ²¹³																
279-3			l a m ⁵⁵																
287-3			l e ŋ ⁵³																
291-3			h au ⁵⁵																
295-3			ts u ²¹³																
300-3			u ³⁵																
303-3			ts u ⁵³																
306-3			k au ⁵³																
307-3			k ou ⁵³																
308-3			ts u ²¹³																
312-3			k j u ²¹³																
313-3			k w e ⁵³																
314-3			tʰ ai ⁵⁵																
323-3			m e ŋ ⁵⁵																
325-3			t ou ⁵⁵																
330-3			h u ⁵³																
334-3			ts i k ²¹																
335-3			ts w i ³³																
338-3			k au ³³																
339-3			ts u ³³																
341-3			h ou ⁵⁵																
342-3			m eː ¹¹																
343-3			h w o ⁵⁵																
344-3			pʰ j əu ⁵³																
349-3			k a k ²¹																
353-3			tsʰ e ŋ ³³																
360-3			k au ⁵⁵																
375-3			ts w i ⁵³																
388-3			s ai ³⁵																
389-3			h w e ⁵⁵																
392-3			k u ŋ ³³																
394-3			kʰ j e ŋ ³³																
401-3			t ou ⁵³																
402-3			tsʰ ai ⁵⁵																
403-3			t i ⁵⁵																
409-3			ts o ⁵³																
418-3			m ai ⁵⁵																
441-3			t a ŋ ⁵⁵																
443-3			m i ³⁵																
459-3			h w i ³⁵																
460-3			t o ³³																
461-3			l e ⁵⁵																
464-3			t au ⁵⁵																
465-3			t ə ŋ ³³																
466-3			t o ⁵⁵																
467-3			h u ³³																
469-3			s i k ²¹																
480-3			s o ⁵³																
482-3			l i ⁵³																
484-3			h a ⁵³																
491-3			m i ²¹³																
492-3			kʰ i ³³																
495-3			ts j u ⁵³																
496-3			k ou ³³																
507-3			h j a ŋ ³³																
509-3			ts u ⁵³																
510-3			pʰ w o ²¹³																
513-3			s ai ³³																
518-3			s i ⁵³																
525-3			ts i ⁵³																
527-3			i ŋ ⁵⁵																
533-3			h ai ⁵⁵																
548-3			k a k ²¹																
554-3			h ai ⁵⁵																
558-3			j o ŋ ⁵⁵																
564-3			h u ⁵⁵																
580-3			s i ʔ ³⁵																
587-3			s j u ²¹³																
588-3			s j u ⁵³																
589-3			ts ə ŋ ³³																
594-3			ts a k ²¹																
602-3			a k ²¹																
604-3			s i ³⁵																
611-3			s a ³³																
630-3			ts e ⁵³																
637-3			k e ŋ ³³																
638-3			s i ³⁵																
639-3			p w e ²¹³																
644-3			ts au ⁵³																
648-3			s i k ⁴																
652-3			l o ⁵⁵																
657-3			k a ŋ ³³																
658-3			pʰ e ŋ ⁵⁵																
659-3			m a ŋ ⁵⁵																
665-3			e ŋ ⁵⁵																
692-3			k e ŋ ³³																
696-3			t i ³⁵																
707-3			eː ŋ ³³																
719-3			t e k ²¹																
727-3			tsʰ eː ŋ ³³																
732-3			m a ŋ ³³																
733-3			m a ŋ ⁵⁵																
735-3			k w e ²¹³																
740-3			p e ⁵⁵																
773-3			s j a ŋ ³³																
788-3			m a ¹¹																
808-3			t i ŋ ⁵⁵																
809-3			l e ³⁵																
816-3			t ai ⁵⁵																
818-3			m a ŋ ⁵⁵																
821-3			s i ŋ ²¹³																
822-3			s j u ⁵³																
826-3			t a k ⁵³																
829-3			kʰ au ¹¹																
841-3			ts w i ³³																
845-3			ts a k ²¹																
848-3			p au ⁵⁵																
858-3			pʰ e ʔ ²¹																
862-3			tʰ o ³³																
869-3			kʰ j e ŋ ⁵³																
874-3			ts i ⁵³																
876-3			t j əu ²¹³																
883-3			ts o k ²¹																
894-3			t j əu ¹¹																
903-3			ts j e ʔ ²¹																
905-3			tʰ w i ³³																
910-3			tʰ i ⁵⁵																
911-3			ts a ʔ ²¹																
926-3			p e ŋ ³³																
934-3			m o ʔ ²¹																
968-3			s j u ³³																
970-3			k au ⁵³																
982-3			k a m ⁵³																
986-3			k əu ³³																
997-3			k e ŋ ³³																
998-3			h u ¹¹																
1001-3			tsʰ eː ³³																
1003-3			s a ŋ ³³																
1005-3			pʰ a ŋ ⁵⁵																
1008-3			ts a k ⁴																
2-4				i ³¹															
4-4				tsʰ i ³¹															
5-4				tsʰ a ŋ ¹³															
6-4				s a n ¹³															
7-4				s a ŋ ¹³															
8-4				x j ai ¹³															
9-4				p a ³¹															
17-4				ts o ŋ ⁴⁴															
31-4				tɕ j əu ⁵³															
32-4				n i ⁵³															
33-4				ts u ⁵³															
38-4				s i ¹³															
40-4				o n ³¹															
42-4				kʰ u ⁵³															
43-4				tɕʰ i n ⁵³															
46-4				w a ŋ ³¹															
52-4				n j a ŋ ⁴⁴															
53-4				tsʰ ə n ³¹															
56-4				tɕʰ i n ⁴⁴															
59-4				t ei ⁴⁴															
60-4				tsʰ a ŋ ¹³															
64-4				n i n ¹³															
68-4				tɕ j a n ¹³															
85-4				w ei ¹³															
86-4				t i ⁴⁴															
87-4				ts u ¹³															
93-4				n i ⁵³															
98-4				n ai ³¹															
109-4				s i n ⁴⁴															
115-4				t au ⁵³															
118-4				tɕ j a ³¹															
124-4				tɕ j a ⁵³															
127-4				ts əu ¹³															
133-4				tʰ əu ¹³															
144-4				s ei ⁵³															
161-4				ɕ ɥ o ŋ ⁴⁴															
166-4				k j a ŋ ⁴⁴															
170-4				tsʰ i ⁵³															
171-4				t u ³¹															
173-4				t z i ³¹															
174-4				n w ei ¹³															
175-4				tɕʰ j a n ³¹															
176-4				n j a ŋ ⁴⁴															
177-4				p a ³¹															
179-4				n u ³¹															
181-4				p i n ⁴⁴															
182-4				tɕʰ i ³¹															
189-4				k w a n ⁴⁴															
191-4				t o ŋ ⁴⁴															
193-4				n ə n ⁴⁴															
198-4				t o ŋ ¹³															
199-4				ɕ ɥ o ŋ ⁴⁴															
200-4				ts u ³¹															
202-4				t au ⁴⁴															
205-4				s ə n ⁴⁴															
206-4				tɕʰ j e ³¹															
209-4				x w a ³¹															
211-4				tsʰ au ⁴⁴															
215-4				n i ⁵³															
216-4				k ɥ a ³¹															
217-4				t au ³¹															
219-4				s w e ³¹															
220-4				ts ɿ ¹³															
225-4				tɕʰ j a n ¹³															
230-4				tɕ j a n ¹³															
234-4				pʰ i ³¹															
238-4				n i ³¹															
242-4				tsʰ əu ¹³															
253-4				tɕʰ i n ³¹															
256-4				s u ³¹															
261-4				x w a ⁴⁴															
262-4				p e ³¹															
263-4				s ɿ ⁴⁴															
264-4				tɕ j a ŋ ⁴⁴															
271-4				s ɿ ³¹															
272-4				tɕʰ j a n ¹³															
274-4				kʰ u ⁵³															
275-4				p a n ¹³															
279-4				n a n ³¹															
287-4				n w a n ⁵³															
291-4				x əu ³¹															
295-4				tsʰ u ¹³															
300-4				j əu ³¹															
303-4				ts u ⁵³															
306-4				kʰ əu ⁵³															
307-4				k u ⁵³															
308-4				tɕ ai ¹³															
312-4				tɕ j əu ¹³															
313-4				k o ⁵³															
314-4				tʰ ai ¹³															
323-4				m i n ³¹															
325-4				t u ⁵³															
330-4				f əu ⁵³															
334-4				tɕ i ³¹															
335-4				ts w ei ⁴⁴															
338-4				k au ⁴⁴															
339-4				ts əu ⁴⁴															
341-4				f u ⁴⁴															
342-4				m i n ¹³															
343-4				x o ³¹															
344-4				j au ⁵³															
349-4				k u ³¹															
353-4				tsʰ a ŋ ¹³															
360-4				x əu ³¹															
375-4				ts w ei ⁵³															
388-4				s ɿ ¹³															
389-4				x w ei ³¹															
392-4				k ə n ⁴⁴															
394-4				tɕʰ j a n ¹³															
401-4				t u ⁵³															
402-4				ai ¹³															
403-4				tʰ i ³¹															
409-4				ts o ⁵³															
418-4				m ai ³¹															
441-4				tʰ j a n ¹³															
443-4				m o ¹³															
459-4				w ei ¹³															
460-4				t o ⁵³															
461-4				n i ⁵³															
464-4				t au ³¹															
465-4				tʰ j a n ⁴⁴															
466-4				tʰ ai ³¹															
467-4				f u ⁴⁴															
469-4				s ɿ ³¹															
480-4				s a ⁵³															
482-4				n i ⁵³															
484-4				f u ⁵³															
491-4				m ei ¹³															
492-4				tsʰ i ⁴⁴															
495-4				tɕ j əu ⁵³															
496-4				k u ⁴⁴															
507-4				ɕ j a ŋ ⁴⁴															
509-4				ts u ⁵³															
510-4				pʰ o ³¹															
513-4				s i ⁴⁴															
518-4				s au ⁵³															
525-4				ts ɿ ⁵³															
527-4				ə n ³¹															
533-4				x ai ³¹															
548-4				k e ³¹															
554-4				x ai ¹³															
558-4				ɥ o ŋ ³¹															
564-4				f u ⁴⁴															
580-4				s a ¹³															
587-4				ɕ j əu ¹³															
588-4				s au ⁵³															
589-4				tɕ j a n ¹³															
594-4				ts e ³¹															
602-4				u ³¹															
604-4				s ɿ ⁵³															
611-4				s a n ⁴⁴															
630-4				ts o ⁵³															
637-4				tɕʰ i n ⁴⁴															
638-4				s ɿ ¹³															
639-4				p ei ¹³															
644-4				ts əu ⁵³															
648-4				ɕ i ³¹															
652-4				m au ³¹															
657-4				k a n ⁴⁴															
658-4				pʰ i n ³¹															
659-4				n j a n ¹³															
665-4				tsʰ w a ŋ ⁴⁴															
692-4				k o ŋ ⁴⁴															
696-4				t i ³¹															
707-4				i n ⁴⁴															
719-4				t e ³¹															
727-4				s i n ⁴⁴															
732-4				w a ŋ ⁴⁴															
733-4				m a ŋ ³¹															
735-4				kʰ w ei ¹³															
740-4				pʰ a ³¹															
773-4				ɕ j a ŋ ⁴⁴															
788-4				m a n ¹³															
808-4				s ə n ³¹															
809-4				n i ⁵³															
816-4				t ai ³¹															
818-4				x a ŋ ³¹															
821-4				s a n ¹³															
822-4				s əu ⁵³															
826-4				t a ³¹															
829-4				t əu ¹³															
841-4				ts w a ⁴⁴															
845-4				ts e ³¹															
848-4				pʰ au ³¹															
858-4				pʰ e ³¹															
862-4				tʰ o ⁵³															
869-4				tɕʰ j a n ³¹															
874-4				ts ɿ ⁵³															
876-4				tʰ j au ⁴⁴															
883-4				ts o ³¹															
894-4				t j au ¹³															
903-4				tɕ j e ³¹															
905-4				tʰ w ei ⁴⁴															
910-4				tʰ i ³¹															
911-4				ts a ³¹															
926-4				p a n ⁴⁴															
934-4				m o ³¹															
968-4				s əu ¹³															
970-4				k ai ⁵³															
982-4				k a n ⁵³															
986-4				tɕ tsʰ au ⁴⁴															
997-4				tɕʰ i n ⁴⁴															
998-4				f u ⁵³															
1001-4				s i n ⁴⁴															
1003-4				s a ŋ ⁴⁴															
1005-4				pʰ a ŋ ³¹															
1008-4				ts u ³¹															
2-5					i ʔ ²³														
4-5					tsʰ ei ʔ ²³														
5-5					ts ɔ ŋ ²⁴²														
6-5					s a ŋ ⁴⁴														
7-5					s ɔ ŋ ⁴⁴														
8-5					x a ²⁴²														
9-5					p i ʔ ²³														
17-5					ts i ŋ ⁴⁴														
31-5					k j eu ³¹														
32-5					l a ⁵²														
33-5					s y ³¹														
38-5					i ³¹														
40-5					k i ŋ ⁵²														
