COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
639-1	p o ⁵¹																		
2-2		i ²⁴																	
4-2		tsʰ i ²⁴																	
5-2		tɕʰ a n ⁵⁵																	
6-2		s a n ³³																	
7-2		s a n ⁵⁵																	
8-2		x j a ⁵⁵																	
9-2		p a ²⁴																	
17-2		ʈʂ o ŋ ³³																	
31-2		tɕ j ɤu ⁴¹																	
32-2		n i ⁴¹																	
33-2		tɕ y ⁴¹																	
38-2		i ⁴¹																	
40-2		o n ¹³																	
42-2		u ⁴¹																	
43-2		p i n ⁴¹																	
46-2		w a n ¹³																	
52-2		n j a n ³³																	
53-2		ʂ ə n ¹³																	
56-2		tɕ i n ³³																	
59-2		t ei ³³																	
60-2		ʈʂ a n ³³																	
64-2		n i n ³³																	
68-2		tɕ ieː ⁵⁵																	
85-2		w ei ⁵⁵																	
86-2		t i ¹³																	
87-2		tɕ y ⁵⁵																	
93-2		n i ⁴¹																	
98-2		n ai ¹³																	
109-2		s i n ³³																	
115-2		t au ⁴¹																	
118-2		ts j ieː ²⁴																	
124-2		k j ai ⁴¹																	
127-2		ts ɤu ⁵⁵																	
133-2		tʰ ɤu ³³																	
144-2		s ɤu ³³																	
161-2		s j o ŋ ³³																	
166-2		k j a n ³³																	
170-2		t i ¹³																	
171-2		t au ¹³																	
173-2		t ʐ i ²⁴																	
174-2		n ei ⁵⁵																	
175-2		tɕʰ ieː ¹³																	
176-2		n j a n ⁴¹																	
177-2		p a ²⁴																	
179-2		n j ɤu ²⁴																	
181-2		p i n ³³																	
182-2		tɕʰ i ¹³																	
189-2		k oː ³³																	
191-2		t o ŋ ³³																	
193-2		n ə n ³³																	
198-2		t o ŋ ⁵⁵																	
199-2		ɕ j o ŋ ³³																	
200-2		ʈʂ ɤu ²⁴																	
202-2		t au ⁵⁵																	
205-2		f ə n ³³																	
206-2		ts j e ²⁴																	
209-2		w a ²⁴																	
211-2		tsʰ ai ³³																	
215-2		n i ¹³																	
216-2		k w a ²⁴																	
217-2		t au ⁵⁵																	
219-2		s ɥ a ²⁴																	
220-2		ʈʂʰ ʅ ³³																	
225-2		tɕ ieː ¹³																	
230-2		ts ieː ⁵⁵																	
234-2		p ɤ ²⁴																	
238-2		n i ²⁴																	
242-2		ts ai ⁵⁵																	
253-2		tɕ i n ¹³																	
256-2		ʂ ɤu ²⁴																	
261-2		f a ⁴¹																	
262-2		p ɤ ²⁴																	
263-2		s i ³³																	
264-2		s j a n ³³																	
271-2		ʈʂ ʅ ²⁴																	
272-2		tɕ ieː ³³																	
274-2		f u ⁴¹																	
275-2		p oː ³³																	
279-2		n a n ¹³																	
287-2		n oː ³³																	
291-2		x ɤu ¹³																	
295-2		ʈʂʰ y ⁵⁵																	
300-2		j ɤu ¹³																	
303-2		tɕ y ⁴¹																	
306-2		k ɤu ⁴¹																	
307-2		k u ⁴¹																	
308-2		tɕ y ⁵⁵																	
312-2		tɕ j au ⁵⁵																	
313-2		k o ⁴¹																	
314-2		t ei ³³																	
323-2		m i n ¹³																	
325-2		t au ¹³																	
330-2		f ɤu ⁴¹																	
334-2		tɕ i ²⁴																	
335-2		tɕ ɥ ei ³³																	
338-2		t au ⁵⁵																	
339-2		ʈʂ ɤu ³³																	
341-2		f u ¹³																	
342-2		m i n ³³																	
343-2		x o ¹³																	
344-2		tʰ j au ⁴¹																	
349-2		k ɤu ²⁴																	
353-2		tɕʰ a n ³³																	
360-2		x ɤu ¹³																	
375-2		ts ei ⁴¹																	
388-2		s i ³³																	
389-2		x w ei ⁵⁵																	
392-2		k ə n ³³																	
394-2		tɕʰ yeː ³³																	
401-2		t au ⁴¹																	
402-2		ai ⁵⁵																	
403-2		t i ¹³																	
409-2		ts o ⁴¹																	
418-2		m ai ¹³																	
441-2		t ieː ¹³																	
443-2		m o ²⁴																	
459-2		w ei ⁵⁵																	
460-2		t o ³³																	
461-2		n a ⁴¹																	
464-2		t au ⁵⁵																	
465-2		t ieː ³³																	
466-2		t ai ¹³																	
467-2		f u ⁴¹																	
469-2		s ʅ ²⁴																	
480-2		m ieː ⁴¹																	
482-2		n i ⁴¹																	
484-2		f u ⁴¹																	
491-2		m ei ⁵⁵																	
492-2		tsʰ i ³³																	
495-2		ts j ɤu ⁴¹																	
496-2		k u ³³																	
507-2		ɕ j a n ¹³																	
509-2		tɕ y ⁴¹																	
510-2		pʰ o ¹³																	
513-2		s i ³³																	
518-2		s au ⁴¹																	
525-2		ʈʂ ʅ ⁴¹																	
527-2		o n ³³																	
533-2		x ai ¹³																	
548-2		kʰ ɤ ²⁴																	
554-2		x ai ⁴¹																	
558-2		j o ŋ ¹³																	
564-2		f u ⁴¹																	
580-2		ʂ ɤ ²⁴																	
587-2		s j au ⁵⁵																	
588-2		ʂ ɤu ⁴¹																	
589-2		ts ieː ⁵⁵																	
594-2		ts ɤu ²⁴																	
602-2		ɤu ²⁴																	
604-2		s ʅ ⁴¹																	
611-2		s a n ³³																	
630-2		ts o ⁴¹																	
637-2		tɕ i n ³³																	
638-2		s ʅ ²¹																	
639-2		p o ⁵⁵																	
2-3			i k ²¹																
4-3			tsʰ i k ²¹																
5-3			t a ŋ ⁵⁵																
6-3			s a ³³																
7-3			s a ŋ ⁵⁵																
8-3			h e ³⁵																
9-3			p a k ²¹																
17-3			ts e ŋ ³³																
31-3			k j u ⁵³																
32-3			l e ⁵⁵																
33-3			ts u ⁵³																
38-3			h i ³⁵																
40-3			k e ŋ ⁵⁵																
42-3			k ou ⁵³																
43-3			tsʰ e ⁵³																
46-3			w a ŋ ⁵⁵																
52-3			l j a ŋ ³³																
53-3			ts i ŋ ³³																
56-3			k i ŋ ³³																
59-3			tʰ i ³³																
60-3			pʰ a ŋ ⁵⁵																
64-3			l e ŋ ⁵⁵																
68-3			k i ŋ ²¹³																
85-3			w i ³⁵																
86-3			t i ³³																
87-3			ts u ⁵³																
93-3			l i ⁵³																
98-3			l ai ⁵⁵																
109-3			s i ŋ ³³																
115-3			t o ³⁵																
118-3			ts j a ʔ ²¹																
124-3			k oi ⁵³																
127-3			ts au ²¹³																
133-3			tʰ au ³³																
144-3			s u ³³																
161-3			h e ŋ ³³																
166-3			k j a ŋ ³³																
170-3			t iː ⁵⁵																
171-3			t o ³⁵																
173-3			t w e ʔ ⁴																
174-3			l w i ⁵³																
175-3			kʰ e ŋ ⁵⁵																
176-3			l j a ŋ ³³																
177-3			p a ʔ ²¹																
179-3			l o k ⁴																
181-3			p e ŋ ³³																
182-3			kʰ i ⁵⁵																
189-3			k e ŋ ³³																
191-3			t a ŋ ³³																
193-3			l i ŋ ³³																
198-3			t a ŋ ²¹³																
199-3			h e ŋ ³³																
200-3			ts o k ²¹																
202-3			t o ³⁵																
205-3			h i ŋ ³³																
206-3			ts j e ʔ ²¹																
209-3			w a ʔ ²¹																
211-3			tsʰ a ³³																
215-3			l i ⁵⁵																
216-3			k w a k ²¹																
217-3			t o ³⁵																
219-3			s j e ʔ ²¹																
220-3			tsʰ i ²¹³																
225-3			kʰ ə ⁵⁵																
230-3			ts e ŋ ²¹³																
234-3			pʰ i ʔ ²¹																
238-3			l i ʔ ⁴																
242-3			t ts i ³⁵																
253-3			k e ŋ ⁵⁵																
256-3			s o k ⁴																
261-3			h w e ³³																
262-3			p e ʔ ²¹																
263-3			ts a ³³																
264-3			s j a ŋ ³³																
271-3			ts i ʔ ⁴																
272-3			kʰ e ŋ ³³																
274-3			k ou ⁵³																
275-3			p e ŋ ³³																
279-3			l a m ⁵⁵																
287-3			l o ŋ ⁵³																
291-3			h au ⁵⁵																
295-3			ts u ²¹³																
300-3			u ³⁵																
303-3			ts u ⁵³																
306-3			k au ⁵³																
307-3			k ou ⁵³																
308-3			ts u ²¹³																
312-3			k j u ²¹³																
313-3			k au ⁵³																
314-3			t o ¹¹																
323-3			m e ŋ ⁵⁵																
325-3			t ou ⁵⁵																
330-3			p u ⁵³																
334-3			tsʰ i ʔ ²¹																
335-3			ts w i ³³																
338-3			k o ³³																
339-3			ts j u ³³																
341-3			h ou ⁵⁵																
342-3			m e ŋ ¹¹																
343-3			h w o ⁵⁵																
344-3			pʰ j əu ⁵³																
349-3			k a k ²¹																
353-3			tsʰ e ŋ ⁵⁵																
360-3			k au ⁵⁵																
375-3			ts w i ⁵³																
388-3			s ai ³⁵																
389-3			h w e ³³																
392-3			k u ŋ ³³																
394-3			kʰ e ŋ ³³																
401-3			t ou ⁵⁵																
402-3			ts ai ²¹³																
403-3			t i ³⁵																
409-3			ts o ⁵³																
418-3			m ai ⁵⁵																
441-3			tsʰ a ŋ ⁵⁵																
443-3			m o ³⁵																
459-3			kʰ w i ³⁵																
460-3			t o ³³																
461-3			l e ⁵⁵																
464-3			t i ⁵⁵																
465-3			t i ŋ ³³																
466-3			t ai ⁵⁵																
467-3			p ou ¹¹																
469-3			s i k ²¹																
480-3			n a ⁵³																
482-3			l i ⁵³																
484-3			h a ⁵³																
491-3			m i ¹¹																
492-3			kʰ i ³³																
495-3			ts j u ⁵³																
496-3			k ou ³³																
507-3			s j a ŋ ⁵⁵																
509-3			ts u ⁵³																
510-3			pʰ w a ⁵⁵																
513-3			s ai ³³																
518-3			s i ⁵³																
525-3			ts i ⁵³																
527-3			k i ŋ ³³																
533-3			h ai ⁵⁵																
548-3			kʰ a ʔ ²¹																
554-3			h oi ⁵⁵																
558-3			j o ŋ ⁵⁵																
564-3			p ou ¹¹																
580-3			s i ʔ ⁴																
587-3			s j u ³⁵																
588-3			s j u ⁵³																
589-3			ts e ⁵⁵																
594-3			ts o ʔ ²¹																
602-3			a k ²¹																
604-3			s i ⁵³																
611-3			s a ŋ ³³																
630-3			ts e ⁵³																
637-3			k ɯ ŋ ³³																
638-3			s ai ³⁵																
639-3			p w e ²¹³																
2-4				i ³¹															
4-4				tsʰ i ³¹															
5-4				tsʰ a ŋ ¹³															
6-4				s a n ⁴⁴															
7-4				s a ŋ ¹³															
8-4				x j ai ¹³															
9-4				p a ³¹															
17-4				ts o ŋ ⁴⁴															
31-4				tɕ j əu ⁵³															
32-4				n i ⁵³															
33-4				ts u ⁵³															
38-4				i ¹³															
40-4				o n ³¹															
42-4				kʰ u ⁵³															
43-4				tɕʰ i n ⁵³															
46-4				w a ŋ ³¹															
52-4				n j a ŋ ⁴⁴															
53-4				s ə n ³¹															
56-4				tɕ i n ⁴⁴															
59-4				tʰ o ⁴⁴															
60-4				tsʰ a ŋ ⁴⁴															
64-4				n i n ⁴⁴															
68-4				tɕ j a n ¹³															
85-4				w ei ¹³															
86-4				t i ¹³															
87-4				ts u ¹³															
93-4				n i ⁵³															
98-4				n ai ³¹															
109-4				ɕ i n ⁴⁴															
115-4				t au ¹³															
118-4				tɕ j a ³¹															
124-4				tɕ j ai ⁵³															
127-4				ts əu ¹³															
133-4				tʰ əu ⁴⁴															
144-4				s əu ⁴⁴															
161-4				ɕ ɥ o ŋ ⁴⁴															
166-4				k w a ŋ ⁴⁴															
170-4				tʰ i ⁵³															
171-4				t au ¹³															
173-4				t z i ³¹															
174-4				n w ei ¹³															
175-4				tɕʰ j a n ³¹															
176-4				n j a ŋ ⁵³															
177-4				p a ³¹															
179-4				n u ³¹															
181-4				p i n ⁴⁴															
182-4				tɕʰ i ³¹															
189-4				k w a n ⁴⁴															
191-4				t o ŋ ⁴⁴															
193-4				n ə n ⁴⁴															
198-4				t o ŋ ¹³															
199-4				ɕ ɥ o ŋ ⁴⁴															
200-4				ts u ³¹															
202-4				t au ¹³															
205-4				f ə n ⁴⁴															
206-4				t j e ³¹															
209-4				x w a ³¹															
211-4				tsʰ u ⁴⁴															
215-4				n i ⁵³															
216-4				k w a ³¹															
217-4				t au ¹³															
219-4				s j e ³¹															
220-4				tsʰ ɿ ¹³															
225-4				tɕʰ j a n ³¹															
230-4				tɕ j a n ¹³															
234-4				pʰ i ³¹															
238-4				n i ³¹															
242-4				tsʰ əu ¹³															
253-4				tɕ i n ³¹															
256-4				s u ³¹															
261-4				x w a ⁴⁴															
262-4				p e ³¹															
263-4				s ɿ ⁴⁴															
264-4				ɕ j a ŋ ⁴⁴															
271-4				s ɿ ³¹															
272-4				tɕʰ j a n ⁴⁴															
274-4				kʰ u ⁵³															
275-4				p a n ⁴⁴															
279-4				n a n ³¹															
287-4				n w a n ⁴⁴															
291-4				x əu ¹³															
295-4				tsʰ əu ¹³															
300-4				j əu ³¹															
303-4				ts u ⁵³															
306-4				k əu ⁵³															
307-4				k u ⁵³															
308-4				tsʰ ai ¹³															
312-4				tɕ j au ¹³															
313-4				k o ⁵³															
314-4				t ai ¹³															
323-4				m i n ³¹															
325-4				t u ³¹															
330-4				f əu ⁵³															
334-4				s i ³¹															
335-4				ts w ei ⁴⁴															
338-4				k au ⁴⁴															
339-4				ts əu ⁴⁴															
341-4				f u ³¹															
342-4				m i n ⁴⁴															
343-4				x o ³¹															
344-4				pʰ j au ⁵³															
349-4				k u ³¹															
353-4				tsʰ a ŋ ⁴⁴															
360-4				x əu ³¹															
375-4				ts w ei ⁵³															
388-4				s ɿ ¹³															
389-4				x w ei ¹³															
392-4				k w ə n ⁴⁴															
394-4				tɕʰ j a n ⁴⁴															
401-4				t u ⁵³															
402-4				ai ¹³															
403-4				t i ¹³															
409-4				ts o ⁵³															
418-4				m ai ³¹															
441-4				tʰ j a n ³¹															
443-4				m o ¹³															
459-4				w ei ¹³															
460-4				t o ⁴⁴															
461-4				n a ⁵³															
464-4				t au ¹³															
465-4				tʰ j a n ⁴⁴															
466-4				tʰ ai ³¹															
467-4				f u ⁵³															
469-4				s ɿ ³¹															
480-4				s a ⁵³															
482-4				n i ⁵³															
484-4				f u ⁵³															
491-4				m ei ¹³															
492-4				tsʰ i ⁴⁴															
495-4				tɕ j əu ⁵³															
496-4				k u ⁴⁴															
507-4				ɕ j a ŋ ³¹															
509-4				ts u ⁵³															
510-4				pʰ o ³¹															
513-4				s i ⁴⁴															
518-4				s au ⁵³															
525-4				ts ɿ ⁵³															
527-4				i n ⁴⁴															
533-4				x ai ³¹															
548-4				kʰ e ³¹															
554-4				x ai ¹³															
558-4				ɥ o ŋ ³¹															
564-4				f u ⁵³															
580-4				s a ³¹															
587-4				s j au ¹³															
588-4				s əu ⁵³															
589-4				tɕ j a n ¹³															
594-4				tsʰ e ³¹															
602-4				u ³¹															
604-4				s ɿ ⁵³															
611-4				s a n ⁴⁴															
630-4				ts o ⁵³															
637-4				tɕ i n ⁴⁴															
638-4				s ɿ ¹³															
639-4				p o ¹³															
2-5					i ʔ ⁴														
4-5					s a ʔ ⁴														
5-5					tsʰ ɔ ŋ ⁵²														
6-5					s a ŋ ⁴⁴														
7-5					s ɔ ŋ ⁵²														
8-5					x a ²¹³														
9-5					p u ʔ ²³														
17-5					ts y ŋ ⁴⁴														
31-5					k j eu ³¹														
32-5					l a ⁵²														
33-5					ts y ³¹														
38-5					ŋ i ³¹														
40-5					k u ŋ ⁵²														
42-5					u ³¹														
43-5					tsʰ i ŋ ³¹														
46-5					w ɔ ŋ ⁵²														
52-5					l w ɔ ŋ ⁴⁴														
53-5					s i ŋ ⁵²														
56-5					k i ŋ ⁴⁴														
59-5					tʰ ɔ ⁴⁴														
60-5					ts ou ŋ ⁵²														
64-5					l i ŋ ⁵²														
68-5					k j e ŋ ²⁴²														
85-5					w ei ²⁴²														
86-5					t i ⁵²														
87-5					ts y ²⁴²														
93-5					l i ³¹														
98-5					l ai ⁵²														
109-5					s i ŋ ⁴⁴														
115-5					t ɔ ⁵²														
118-5					ts j e ʔ ⁴														
124-5					k ai ³¹														
127-5					ts eu ⁴⁴														
133-5					tʰ au ⁴⁴														
144-5					s eu ⁴⁴														
161-5					x y ŋ ⁴⁴														
166-5					k w ou ŋ ⁴⁴														
170-5					p i ⁵²														
171-5					t ɔ ⁵²														
173-5					t m i ʔ ⁴														
174-5					l ei ²⁴²														
175-5					k j e ŋ ⁵²														
176-5					l w ɔ ŋ ³¹														
177-5					p a ʔ ²³														
179-5					l ou ʔ ²³														
181-5					p i ŋ ⁴⁴														
182-5					kʰ i ⁵²														
189-5					k w a ŋ ⁴⁴														
191-5					t u ŋ ⁴⁴														
193-5					l i ŋ ⁴⁴														
198-5					t ei ŋ ²⁴²														
199-5					x y ŋ ⁴⁴														
200-5					t øy ʔ ²³														
202-5					t ɔ ⁴⁴														
205-5					s i ŋ ⁴⁴														
206-5					ts j e ʔ ⁴														
209-5					w a ʔ ⁴														
211-5					tsʰ au ⁴⁴														
215-5					l i ⁵²														
216-5					k w a ʔ ²³														
217-5					t ɔ ²⁴²														
219-5					s w e ʔ ²³														
220-5					tsʰ j eu ²¹³														
225-5					ts j e ŋ ⁵²														
230-5					ts j e ŋ ²¹³														
234-5					p ei ʔ ⁴														
238-5					l i ʔ ⁴														
242-5					t ts e ²⁴²														
253-5					k i ŋ ⁵²														
256-5					s j y ʔ ⁴														
261-5					x w a ⁴⁴														
262-5					p a ʔ ²³														
263-5					s j ɛ ⁴⁴														
264-5					s w ɔ ŋ ⁴⁴														
271-5					s i ʔ ⁴														
272-5					k j e ŋ ⁴⁴														
274-5					u ³¹														
275-5					p w a ŋ ²¹³														
279-5					n a ŋ ⁵²														
287-5					l w a ŋ ³¹														
291-5					x au ⁵²														
295-5					tsʰ y ²¹³														
300-5					j eu ³¹														
303-5					tsʰ y ³¹														
306-5					k au ³¹														
307-5					k u ³¹														
308-5					tsʰ y ²¹³														
312-5					k j eu ²¹³														
313-5					kʰ ɔ ³¹														
314-5					t ai ⁵²														
323-5					m i ŋ ⁵²														
325-5					t u ⁵²														
330-5					x eu ³¹														
334-5					s i ʔ ⁴														
335-5					ts w ei ⁴⁴														
338-5					k ɔ ⁴⁴														
339-5					ts j eu ⁴⁴														
341-5					x u ⁵²														
342-5					m i ŋ ²⁴²														
343-5					x w ɔ ⁵²														
344-5					pʰ ŋ eu ³¹														
349-5					k a ʔ ²³														
353-5					tsʰ ou ŋ ⁵²														
360-5					x eu ⁵²														
375-5					ts w ei ³¹														
388-5					s ei ³¹														
389-5					x w ei ⁴⁴														
392-5					k ou ŋ ²¹³														
394-5					k j e ŋ ²⁴²														
401-5					t u ⁵²														
402-5					tsʰ ai ²¹³														
403-5					t a ²⁴²														
409-5					s ɔ ⁴⁴														
418-5					m ai ⁵²														
441-5					t j e ŋ ⁵²														
443-5					m ɔ ²⁴²														
459-5					kʰ w ei ²¹³														
460-5					tʰ w ɔ ⁴⁴														
461-5					l a ⁵²														
464-5					t ɔ ²⁴²														
465-5					t j e ŋ ⁴⁴														
466-5					t ɔ ⁵²														
467-5					x u ²⁴²														
469-5					s i ʔ ²³														
480-5					n a ³¹														
482-5					l i ³¹														
484-5					tsʰ u ³¹														
491-5					m ei ²¹³														
492-5					kʰ i ⁴⁴														
495-5					ts j eu ³¹														
496-5					k u ⁴⁴														
507-5					s w ɔ ŋ ⁵²														
509-5					tsʰ y ³¹														
510-5					pʰ ɔ ⁵²														
513-5					s ɛ ⁴⁴														
518-5					s i ³¹														
525-5					ts i ³¹														
527-5					i ŋ ⁴⁴														
533-5					x ai ⁵²														
548-5					kʰ a ʔ ²³														
554-5					x ai ⁵²														
558-5					y ŋ ⁵²														
564-5					x u ²⁴²														
580-5					s j e ʔ ²³														
587-5					s j eu ³¹														
588-5					s j eu ⁴⁴														
589-5					ts j e ŋ ⁵²														
594-5					tsʰ a ʔ ²³														
602-5					u ʔ ²³														
604-5					s ei ³¹														
611-5					s a ŋ ⁴⁴														
630-5					ts eu ³¹														
637-5					k y ŋ ⁴⁴														
638-5					s ei ²⁴²														
639-5					p au ²¹³														
2-6						ɪ t ⁵													
4-6						tʃʰ aː k ⁵													
5-6						tʃʰ ɔ ŋ ²¹													
6-6						ʃ ɔ n ⁵⁵													
7-6						ʃ œ ŋ ²¹													
8-6						h a ²²													
9-6						p aː k ⁵													
17-6						tʃ u ŋ ⁵⁵													
31-6						k au ³⁵													
32-6						l i ²¹													
33-6						tʃ y ³⁵													
38-6						j i ²²													
40-6						ɪ n ²¹													
42-6						f u ³⁵													
43-6						tʃʰ ɪ ŋ ³⁵													
46-6						m ɔ ŋ ²¹													
52-6						l œ ŋ ⁵⁵													
53-6						ʃ a n ⁵⁵													
56-6						k a n ⁵⁵													
59-6						tʰ œy ⁵⁵													
60-6						tʃ ɔ ŋ ²¹													
64-6						l ɪ ŋ ⁵⁵													
68-6						k i n ³³													
85-6						w œy ²²													
86-6						t ou ²¹													
87-6						tʃ y ⁵⁵													
93-6						l ei ²¹													
98-6						l ɔi ²¹													
109-6						ʃ a n ⁵⁵													
115-6						tʰ ou ²¹													
118-6						tʃ i t ³													
124-6						k a ³⁵													
127-6						tʃ au ³³													
133-6						tʰ au ⁵⁵													
144-6						ʃ au ⁵⁵													
161-6						h u ŋ ⁵⁵													
166-6						k j ɔ ŋ ⁵⁵													
170-6						tʰ i ²¹													
171-6						t ou ²¹													
173-6						t m a t ²													
174-6						l œy ³³													
175-6						tʃʰ i n ²¹													
176-6						l œ ŋ ²³													
177-6						p aː ³													
179-6						l u k ²													
181-6						p ɪ ŋ ⁵⁵													
182-6						tʃ i ²¹													
189-6						k y n ⁵⁵													
191-6						t u ŋ ⁵⁵													
193-6						l a ŋ ⁵⁵													
198-6						t u ŋ ²²													
199-6						h u ŋ ⁵⁵													
200-6						tʃ u k ⁵													
202-6						t ou ⁵⁵													
205-6						ʃ a n ⁵⁵													
206-6						tʃ i t ³													
209-6						w aː t ³													
211-6						tʃʰ aːi ⁵⁵													
215-6						l ei ²¹													
216-6						k aː t ³													
217-6						t ou ²²													
219-6						ʃ y t ³													
220-6						tʃ i ³³													
225-6						h i n ²¹													
230-6						tʃ i n ³³													
