index	index_p	rindex	rindex_p	cogid	id_AchangLongchuan	segment_AchangLongchuan	segment_AchangLongchuan_L1	segment_AchangLongchuan_L2	segment_AchangLongchuan_L3	segment_AchangLongchuan_R1	segment_AchangLongchuan_R2	segment_AchangLongchuan_R3	SC_AchangLongchuan	SC_AchangLongchuan_L1	SC_AchangLongchuan_L2	SC_AchangLongchuan_L3	SC_AchangLongchuan_R1	SC_AchangLongchuan_R2	SC_AchangLongchuan_R3	PROSODY_AchangLongchuan	PROSODY_AchangLongchuan_L1	PROSODY_AchangLongchuan_L2	PROSODY_AchangLongchuan_L3	PROSODY_AchangLongchuan_R1	PROSODY_AchangLongchuan_R2	PROSODY_AchangLongchuan_R3	id_Atsi	segment_Atsi	segment_Atsi_L1	segment_Atsi_L2	segment_Atsi_L3	segment_Atsi_R1	segment_Atsi_R2	segment_Atsi_R3	SC_Atsi	SC_Atsi_L1	SC_Atsi_L2	SC_Atsi_L3	SC_Atsi_R1	SC_Atsi_R2	SC_Atsi_R3	PROSODY_Atsi	PROSODY_Atsi_L1	PROSODY_Atsi_L2	PROSODY_Atsi_L3	PROSODY_Atsi_R1	PROSODY_Atsi_R2	PROSODY_Atsi_R3	id_Bola	segment_Bola	segment_Bola_L1	segment_Bola_L2	segment_Bola_L3	segment_Bola_R1	segment_Bola_R2	segment_Bola_R3	SC_Bola	SC_Bola_L1	SC_Bola_L2	SC_Bola_L3	SC_Bola_R1	SC_Bola_R2	SC_Bola_R3	PROSODY_Bola	PROSODY_Bola_L1	PROSODY_Bola_L2	PROSODY_Bola_L3	PROSODY_Bola_R1	PROSODY_Bola_R2	PROSODY_Bola_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_OldBurmese	segment_OldBurmese	segment_OldBurmese_L1	segment_OldBurmese_L2	segment_OldBurmese_L3	segment_OldBurmese_R1	segment_OldBurmese_R2	segment_OldBurmese_R3	SC_OldBurmese	SC_OldBurmese_L1	SC_OldBurmese_L2	SC_OldBurmese_L3	SC_OldBurmese_R1	SC_OldBurmese_R2	SC_OldBurmese_R3	PROSODY_OldBurmese	PROSODY_OldBurmese_L1	PROSODY_OldBurmese_L2	PROSODY_OldBurmese_L3	PROSODY_OldBurmese_R1	PROSODY_OldBurmese_R2	PROSODY_OldBurmese_R3	id_ProtoBurmish	segment_ProtoBurmish	segment_ProtoBurmish_L1	segment_ProtoBurmish_L2	segment_ProtoBurmish_L3	segment_ProtoBurmish_R1	segment_ProtoBurmish_R2	segment_ProtoBurmish_R3	SC_ProtoBurmish	SC_ProtoBurmish_L1	SC_ProtoBurmish_L2	SC_ProtoBurmish_L3	SC_ProtoBurmish_R1	SC_ProtoBurmish_R2	SC_ProtoBurmish_R3	PROSODY_ProtoBurmish	PROSODY_ProtoBurmish_L1	PROSODY_ProtoBurmish_L2	PROSODY_ProtoBurmish_L3	PROSODY_ProtoBurmish_R1	PROSODY_ProtoBurmish_R2	PROSODY_ProtoBurmish_R3	id_Rangoon	segment_Rangoon	segment_Rangoon_L1	segment_Rangoon_L2	segment_Rangoon_L3	segment_Rangoon_R1	segment_Rangoon_R2	segment_Rangoon_R3	SC_Rangoon	SC_Rangoon_L1	SC_Rangoon_L2	SC_Rangoon_L3	SC_Rangoon_R1	SC_Rangoon_R2	SC_Rangoon_R3	PROSODY_Rangoon	PROSODY_Rangoon_L1	PROSODY_Rangoon_L2	PROSODY_Rangoon_L3	PROSODY_Rangoon_R1	PROSODY_Rangoon_R2	PROSODY_Rangoon_R3	id_Xiandao	segment_Xiandao	segment_Xiandao_L1	segment_Xiandao_L2	segment_Xiandao_L3	segment_Xiandao_R1	segment_Xiandao_R2	segment_Xiandao_R3	SC_Xiandao	SC_Xiandao_L1	SC_Xiandao_L2	SC_Xiandao_L3	SC_Xiandao_R1	SC_Xiandao_R2	SC_Xiandao_R3	PROSODY_Xiandao	PROSODY_Xiandao_L1	PROSODY_Xiandao_L2	PROSODY_Xiandao_L3	PROSODY_Xiandao_R1	PROSODY_Xiandao_R2	PROSODY_Xiandao_R3
3	0.7500	2	0.5000	232	145	ʔ	u	ʑ	∅	⁵⁵	∅	∅	H	Y	S	∅	_	∅	∅	1	7	3	∅	0	∅	∅																																																																																									146	k	ɔ	j	∅	-	∅	∅	K	U	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	147	k	u	ˀj	∅	⁴	∅	∅	K	Y	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																																												
4	1.0000	1	0.2500	232	145	⁵⁵	ʔ	u	ʑ	∅	∅	∅	_	H	Y	S	∅	∅	∅	0	1	7	3	∅	∅	∅																																																																																									146	-	k	ɔ	j	∅	∅	∅	_	K	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅	147	⁴	k	u	ˀj	∅	∅	∅	_	K	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																												
1	0.3333	3	1.0000	234	148	-	∅	∅	∅	i	³¹	∅	_	∅	∅	∅	I	_	∅	0	∅	∅	∅	7	0	∅																																																																																																															149	ˀj	∅	∅	∅	ai	²	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	234	148	i	-	∅	∅	³¹	∅	∅	I	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅																																																																																																															149	ai	ˀj	∅	∅	²	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	234	148	³¹	i	-	∅	∅	∅	∅	_	I	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅																																																																																																															149	²	ai	ˀj	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	245																																													150	kʰ	∅	∅	∅	ai	³⁵	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																																																			151	k	∅	∅	∅	ai	³	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	245																																													150	ai	kʰ	∅	∅	³⁵	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			151	ai	k	∅	∅	³	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	245																																													150	³⁵	ai	kʰ	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			151	³	ai	k	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	247																																													152	kʰ	∅	∅	∅	a	ʔ	⁵⁵	K	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0																							153	kʰ	∅	∅	∅	ɔ	ʔ	⁵⁵	K	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0	154	kʰ	∅	∅	∅	a	k	-	K	∅	∅	∅	A	K	_	1	∅	∅	∅	7	1	0	155	k	∅	∅	∅	a	k	⁴	K	∅	∅	∅	A	K	_	1	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	247																																													152	a	kʰ	∅	∅	ʔ	⁵⁵	∅	A	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																							153	ɔ	kʰ	∅	∅	ʔ	⁵⁵	∅	U	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	154	a	kʰ	∅	∅	k	-	∅	A	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅	155	a	k	∅	∅	k	⁴	∅	A	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	247																																													152	ʔ	a	kʰ	∅	⁵⁵	∅	∅	H	A	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							153	ʔ	ɔ	kʰ	∅	⁵⁵	∅	∅	H	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅	154	k	a	kʰ	∅	-	∅	∅	K	A	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅	155	k	a	k	∅	⁴	∅	∅	K	A	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	247																																													152	⁵⁵	ʔ	a	kʰ	∅	∅	∅	_	H	A	K	∅	∅	∅	0	1	7	1	∅	∅	∅																							153	⁵⁵	ʔ	ɔ	kʰ	∅	∅	∅	_	H	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅	154	-	k	a	kʰ	∅	∅	∅	_	K	A	K	∅	∅	∅	0	1	7	1	∅	∅	∅	155	⁴	k	a	k	∅	∅	∅	_	K	A	K	∅	∅	∅	0	1	7	1	∅	∅	∅																																												
1	0.2500	4	1.0000	248	156	x	∅	∅	∅	a	m	⁵⁵	G	∅	∅	∅	A	M	_	3	∅	∅	∅	7	4	0																																																																																									157	kʰ	∅	∅	∅	a	m	-	K	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0	158	ˀk	∅	∅	∅	a	m	¹	K	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0																																												
2	0.5000	3	0.7500	248	156	a	x	∅	∅	m	⁵⁵	∅	A	G	∅	∅	M	_	∅	7	3	∅	∅	4	0	∅																																																																																									157	a	kʰ	∅	∅	m	-	∅	A	K	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅	158	a	ˀk	∅	∅	m	¹	∅	A	K	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅																																												
3	0.7500	2	0.5000	248	156	m	a	x	∅	⁵⁵	∅	∅	M	A	G	∅	_	∅	∅	4	7	3	∅	0	∅	∅																																																																																									157	m	a	kʰ	∅	-	∅	∅	M	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	158	m	a	ˀk	∅	¹	∅	∅	M	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	248	156	⁵⁵	m	a	x	∅	∅	∅	_	M	A	G	∅	∅	∅	0	4	7	3	∅	∅	∅																																																																																									157	-	m	a	kʰ	∅	∅	∅	_	M	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅	158	¹	m	a	ˀk	∅	∅	∅	_	M	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅																																												
1	0.2500	4	1.0000	250																																													159	k	∅	∅	∅	ɛ̱	ʔ	⁵⁵	K	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0																							160	k	∅	∅	∅	ɛ̱	ʔ	⁵⁵	K	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0	161	kʰ	∅	∅	∅	a	p	-	K	∅	∅	∅	A	P	_	1	∅	∅	∅	7	1	0																																																																		
2	0.5000	3	0.7500	250																																													159	ɛ̱	k	∅	∅	ʔ	⁵⁵	∅	E	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																							160	ɛ̱	k	∅	∅	ʔ	⁵⁵	∅	E	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	161	a	kʰ	∅	∅	p	-	∅	A	K	∅	∅	P	_	∅	7	1	∅	∅	1	0	∅																																																																		
3	0.7500	2	0.5000	250																																													159	ʔ	ɛ̱	k	∅	⁵⁵	∅	∅	H	E	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							160	ʔ	ɛ̱	k	∅	⁵⁵	∅	∅	H	E	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅	161	p	a	kʰ	∅	-	∅	∅	P	A	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	250																																													159	⁵⁵	ʔ	ɛ̱	k	∅	∅	∅	_	H	E	K	∅	∅	∅	0	1	7	1	∅	∅	∅																							160	⁵⁵	ʔ	ɛ̱	k	∅	∅	∅	_	H	E	K	∅	∅	∅	0	1	7	1	∅	∅	∅	161	-	p	a	kʰ	∅	∅	∅	_	P	A	K	∅	∅	∅	0	1	7	1	∅	∅	∅																																																																		
1	0.2500	4	1.0000	251																																													162	kʰ	∅	∅	∅	ɛ	ʔ	⁵⁵	K	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0																							163	kʰ	∅	∅	∅	ɛ	ʔ	⁵⁵	K	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0																							164	k	∅	∅	∅	a	p	⁴	K	∅	∅	∅	A	P	_	1	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	251																																													162	ɛ	kʰ	∅	∅	ʔ	⁵⁵	∅	E	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																							163	ɛ	kʰ	∅	∅	ʔ	⁵⁵	∅	E	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																							164	a	k	∅	∅	p	⁴	∅	A	K	∅	∅	P	_	∅	7	1	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	251																																													162	ʔ	ɛ	kʰ	∅	⁵⁵	∅	∅	H	E	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							163	ʔ	ɛ	kʰ	∅	⁵⁵	∅	∅	H	E	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							164	p	a	k	∅	⁴	∅	∅	P	A	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	251																																													162	⁵⁵	ʔ	ɛ	kʰ	∅	∅	∅	_	H	E	K	∅	∅	∅	0	1	7	1	∅	∅	∅																							163	⁵⁵	ʔ	ɛ	kʰ	∅	∅	∅	_	H	E	K	∅	∅	∅	0	1	7	1	∅	∅	∅																							164	⁴	p	a	k	∅	∅	∅	_	P	A	K	∅	∅	∅	0	1	7	1	∅	∅	∅																																												
1	0.2500	4	1.0000	254																																													165	kʰ	∅	∅	∅	a	k	⁵⁵	K	∅	∅	∅	A	K	_	1	∅	∅	∅	7	1	0																							166	kʰ	∅	∅	∅	a	k	⁵⁵	K	∅	∅	∅	A	K	_	1	∅	∅	∅	7	1	0																							167	k	∅	∅	∅	i	k	⁴	K	∅	∅	∅	I	K	_	1	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	254																																													165	a	kʰ	∅	∅	k	⁵⁵	∅	A	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅																							166	a	kʰ	∅	∅	k	⁵⁵	∅	A	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅																							167	i	k	∅	∅	k	⁴	∅	I	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	254																																													165	k	a	kʰ	∅	⁵⁵	∅	∅	K	A	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							166	k	a	kʰ	∅	⁵⁵	∅	∅	K	A	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							167	k	i	k	∅	⁴	∅	∅	K	I	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	254																																													165	⁵⁵	k	a	kʰ	∅	∅	∅	_	K	A	K	∅	∅	∅	0	1	7	1	∅	∅	∅																							166	⁵⁵	k	a	kʰ	∅	∅	∅	_	K	A	K	∅	∅	∅	0	1	7	1	∅	∅	∅																							167	⁴	k	i	k	∅	∅	∅	_	K	I	K	∅	∅	∅	0	1	7	1	∅	∅	∅																																												
1	0.2000	5	1.0000	264																																													168	k	∅	∅	∅	j	ɛ̱	ʔ	K	∅	∅	∅	J	E	H	1	∅	∅	∅	6	7	1																							169	k	∅	∅	∅	j	ɛ̱	ʔ	K	∅	∅	∅	J	E	H	1	∅	∅	∅	6	7	1																							170	ˀk	∅	∅	∅	j	a	p	K	∅	∅	∅	J	A	P	1	∅	∅	∅	6	7	1																																												
2	0.4000	4	0.8000	264																																													168	j	k	∅	∅	ɛ̱	ʔ	⁵⁵	J	K	∅	∅	E	H	_	6	1	∅	∅	7	1	0																							169	j	k	∅	∅	ɛ̱	ʔ	⁵⁵	J	K	∅	∅	E	H	_	6	1	∅	∅	7	1	0																							170	j	ˀk	∅	∅	a	p	⁴	J	K	∅	∅	A	P	_	6	1	∅	∅	7	1	0																																												
3	0.6000	3	0.6000	264																																													168	ɛ̱	j	k	∅	ʔ	⁵⁵	∅	E	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅																							169	ɛ̱	j	k	∅	ʔ	⁵⁵	∅	E	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅																							170	a	j	ˀk	∅	p	⁴	∅	A	J	K	∅	P	_	∅	7	6	1	∅	1	0	∅																																												
4	0.8000	2	0.4000	264																																													168	ʔ	ɛ̱	j	k	⁵⁵	∅	∅	H	E	J	K	_	∅	∅	1	7	6	1	0	∅	∅																							169	ʔ	ɛ̱	j	k	⁵⁵	∅	∅	H	E	J	K	_	∅	∅	1	7	6	1	0	∅	∅																							170	p	a	j	ˀk	⁴	∅	∅	P	A	J	K	_	∅	∅	1	7	6	1	0	∅	∅																																												
5	1.0000	1	0.2000	264																																													168	⁵⁵	ʔ	ɛ̱	j	∅	∅	∅	_	H	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							169	⁵⁵	ʔ	ɛ̱	j	∅	∅	∅	_	H	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							170	⁴	p	a	j	∅	∅	∅	_	P	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																												
1	0.2500	4	1.0000	268																																																																																									171	tsʰ	∅	∅	∅	ɛ	ʔ	⁵⁵	C	∅	∅	∅	E	H	_	2	∅	∅	∅	7	1	0	172	tʃʰ	∅	∅	∅	a	p	-	T	∅	∅	∅	A	P	_	1	∅	∅	∅	7	1	0	173	ts	∅	∅	∅	a	p	⁴	C	∅	∅	∅	A	P	_	2	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	268																																																																																									171	ɛ	tsʰ	∅	∅	ʔ	⁵⁵	∅	E	C	∅	∅	H	_	∅	7	2	∅	∅	1	0	∅	172	a	tʃʰ	∅	∅	p	-	∅	A	T	∅	∅	P	_	∅	7	1	∅	∅	1	0	∅	173	a	ts	∅	∅	p	⁴	∅	A	C	∅	∅	P	_	∅	7	2	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	268																																																																																									171	ʔ	ɛ	tsʰ	∅	⁵⁵	∅	∅	H	E	C	∅	_	∅	∅	1	7	2	∅	0	∅	∅	172	p	a	tʃʰ	∅	-	∅	∅	P	A	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	173	p	a	ts	∅	⁴	∅	∅	P	A	C	∅	_	∅	∅	1	7	2	∅	0	∅	∅																																												
4	1.0000	1	0.2500	268																																																																																									171	⁵⁵	ʔ	ɛ	tsʰ	∅	∅	∅	_	H	E	C	∅	∅	∅	0	1	7	2	∅	∅	∅	172	-	p	a	tʃʰ	∅	∅	∅	_	P	A	T	∅	∅	∅	0	1	7	1	∅	∅	∅	173	⁴	p	a	ts	∅	∅	∅	_	P	A	C	∅	∅	∅	0	1	7	2	∅	∅	∅																																												
1	0.2500	4	1.0000	269																																																																																																															174	tʃʰ	∅	∅	∅	a	t	-	T	∅	∅	∅	A	T	_	1	∅	∅	∅	7	1	0	175	ts	∅	∅	∅	a	t	⁴	C	∅	∅	∅	A	T	_	2	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	269																																																																																																															174	a	tʃʰ	∅	∅	t	-	∅	A	T	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅	175	a	ts	∅	∅	t	⁴	∅	A	C	∅	∅	T	_	∅	7	2	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	269																																																																																																															174	t	a	tʃʰ	∅	-	∅	∅	T	A	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	175	t	a	ts	∅	⁴	∅	∅	T	A	C	∅	_	∅	∅	1	7	2	∅	0	∅	∅																																												
4	1.0000	1	0.2500	269																																																																																																															174	-	t	a	tʃʰ	∅	∅	∅	_	T	A	T	∅	∅	∅	0	1	7	1	∅	∅	∅	175	⁴	t	a	ts	∅	∅	∅	_	T	A	C	∅	∅	∅	0	1	7	2	∅	∅	∅																																												
1	0.2500	4	1.0000	275																																													176	k	∅	∅	∅	j	i̱	⁵⁵	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0																																																																			177	ˀk	∅	∅	∅	j	i	¹	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	275																																													176	j	k	∅	∅	i̱	⁵⁵	∅	J	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅																																																																			177	j	ˀk	∅	∅	i	¹	∅	J	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	275																																													176	i̱	j	k	∅	⁵⁵	∅	∅	I	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																																																			177	i	j	ˀk	∅	¹	∅	∅	I	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	275																																													176	⁵⁵	i̱	j	k	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																																																																			177	¹	i	j	ˀk	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																																												
1	0.2500	4	1.0000	276																																																																																									178	k	∅	∅	∅	j	i̱	³¹	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0																							179	ˀk	∅	∅	∅	j	e	¹	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	276																																																																																									178	j	k	∅	∅	i̱	³¹	∅	J	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅																							179	j	ˀk	∅	∅	e	¹	∅	J	K	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	276																																																																																									178	i̱	j	k	∅	³¹	∅	∅	I	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							179	e	j	ˀk	∅	¹	∅	∅	E	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	276																																																																																									178	³¹	i̱	j	k	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							179	¹	e	j	ˀk	∅	∅	∅	_	E	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																																												
1	0.2000	5	1.0000	278																																													180	kʰ	∅	∅	∅	j	i	-	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0																							181	kʰ	∅	∅	∅	j	i	k	K	∅	∅	∅	J	I	K	1	∅	∅	∅	6	7	1																																																																																								
2	0.4000	4	0.8000	278																																													180	j	kʰ	∅	∅	i	-	⁵⁵	J	K	∅	∅	I	_	_	6	1	∅	∅	7	0	0																							181	j	kʰ	∅	∅	i	k	⁵⁵	J	K	∅	∅	I	K	_	6	1	∅	∅	7	1	0																																																																																								
3	0.6000	3	0.6000	278																																													180	i	j	kʰ	∅	-	⁵⁵	∅	I	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅																							181	i	j	kʰ	∅	k	⁵⁵	∅	I	J	K	∅	K	_	∅	7	6	1	∅	1	0	∅																																																																																								
4	0.8000	2	0.4000	278																																													180	-	i	j	kʰ	⁵⁵	∅	∅	_	I	J	K	_	∅	∅	0	7	6	1	0	∅	∅																							181	k	i	j	kʰ	⁵⁵	∅	∅	K	I	J	K	_	∅	∅	1	7	6	1	0	∅	∅																																																																																								
5	1.0000	1	0.2000	278																																													180	⁵⁵	-	i	j	∅	∅	∅	_	_	I	J	∅	∅	∅	0	0	7	6	∅	∅	∅																							181	⁵⁵	k	i	j	∅	∅	∅	_	K	I	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	279																																																																																									182	kʰ	∅	∅	∅	j	i	³¹	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0																							183	k	∅	∅	∅	j	e	¹	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	279																																																																																									182	j	kʰ	∅	∅	i	³¹	∅	J	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅																							183	j	k	∅	∅	e	¹	∅	J	K	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	279																																																																																									182	i	j	kʰ	∅	³¹	∅	∅	I	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							183	e	j	k	∅	¹	∅	∅	E	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	279																																																																																									182	³¹	i	j	kʰ	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							183	¹	e	j	k	∅	∅	∅	_	E	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																																												
1	0.2000	5	1.0000	288	184	m̥	∅	∅	∅	ʐ	a	ŋ	M	∅	∅	∅	S	A	N	4	∅	∅	∅	3	7	4																																																																																									185	kʰ	∅	∅	∅	j	i	j	K	∅	∅	∅	J	I	J	1	∅	∅	∅	6	7	6	186	ˀk	∅	∅	∅	j	i	-	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0																																												
2	0.4000	4	0.8000	288	184	ʐ	m̥	∅	∅	a	ŋ	³¹	S	M	∅	∅	A	N	_	3	4	∅	∅	7	4	0																																																																																									185	j	kʰ	∅	∅	i	j	⁵	J	K	∅	∅	I	J	_	6	1	∅	∅	7	6	0	186	j	ˀk	∅	∅	i	-	²	J	K	∅	∅	I	_	_	6	1	∅	∅	7	0	0																																												
3	0.6000	3	0.6000	288	184	a	ʐ	m̥	∅	ŋ	³¹	∅	A	S	M	∅	N	_	∅	7	3	4	∅	4	0	∅																																																																																									185	i	j	kʰ	∅	j	⁵	∅	I	J	K	∅	J	_	∅	7	6	1	∅	6	0	∅	186	i	j	ˀk	∅	-	²	∅	I	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅																																												
4	0.8000	2	0.4000	288	184	ŋ	a	ʐ	m̥	³¹	∅	∅	N	A	S	M	_	∅	∅	4	7	3	4	0	∅	∅																																																																																									185	j	i	j	kʰ	⁵	∅	∅	J	I	J	K	_	∅	∅	6	7	6	1	0	∅	∅	186	-	i	j	ˀk	²	∅	∅	_	I	J	K	_	∅	∅	0	7	6	1	0	∅	∅																																												
5	1.0000	1	0.2000	288	184	³¹	ŋ	a	ʐ	∅	∅	∅	_	N	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅																																																																																									185	⁵	j	i	j	∅	∅	∅	_	J	I	J	∅	∅	∅	0	6	7	6	∅	∅	∅	186	²	-	i	j	∅	∅	∅	_	_	I	J	∅	∅	∅	0	0	7	6	∅	∅	∅																																												
1	0.2500	4	1.0000	290																																																																																																															187	k	∅	∅	∅	r	ai	-	K	∅	∅	∅	R	A	_	1	∅	∅	∅	5	7	0	188	g	∅	∅	∅	r	ai	¹	K	∅	∅	∅	R	A	_	1	∅	∅	∅	5	7	0																																												
