index	index_p	rindex	rindex_p	cogid	id_AchangLongchuan	segment_AchangLongchuan	segment_AchangLongchuan_L1	segment_AchangLongchuan_L2	segment_AchangLongchuan_L3	segment_AchangLongchuan_R1	segment_AchangLongchuan_R2	segment_AchangLongchuan_R3	SC_AchangLongchuan	SC_AchangLongchuan_L1	SC_AchangLongchuan_L2	SC_AchangLongchuan_L3	SC_AchangLongchuan_R1	SC_AchangLongchuan_R2	SC_AchangLongchuan_R3	PROSODY_AchangLongchuan	PROSODY_AchangLongchuan_L1	PROSODY_AchangLongchuan_L2	PROSODY_AchangLongchuan_L3	PROSODY_AchangLongchuan_R1	PROSODY_AchangLongchuan_R2	PROSODY_AchangLongchuan_R3	id_Atsi	segment_Atsi	segment_Atsi_L1	segment_Atsi_L2	segment_Atsi_L3	segment_Atsi_R1	segment_Atsi_R2	segment_Atsi_R3	SC_Atsi	SC_Atsi_L1	SC_Atsi_L2	SC_Atsi_L3	SC_Atsi_R1	SC_Atsi_R2	SC_Atsi_R3	PROSODY_Atsi	PROSODY_Atsi_L1	PROSODY_Atsi_L2	PROSODY_Atsi_L3	PROSODY_Atsi_R1	PROSODY_Atsi_R2	PROSODY_Atsi_R3	id_Bola	segment_Bola	segment_Bola_L1	segment_Bola_L2	segment_Bola_L3	segment_Bola_R1	segment_Bola_R2	segment_Bola_R3	SC_Bola	SC_Bola_L1	SC_Bola_L2	SC_Bola_L3	SC_Bola_R1	SC_Bola_R2	SC_Bola_R3	PROSODY_Bola	PROSODY_Bola_L1	PROSODY_Bola_L2	PROSODY_Bola_L3	PROSODY_Bola_R1	PROSODY_Bola_R2	PROSODY_Bola_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_OldBurmese	segment_OldBurmese	segment_OldBurmese_L1	segment_OldBurmese_L2	segment_OldBurmese_L3	segment_OldBurmese_R1	segment_OldBurmese_R2	segment_OldBurmese_R3	SC_OldBurmese	SC_OldBurmese_L1	SC_OldBurmese_L2	SC_OldBurmese_L3	SC_OldBurmese_R1	SC_OldBurmese_R2	SC_OldBurmese_R3	PROSODY_OldBurmese	PROSODY_OldBurmese_L1	PROSODY_OldBurmese_L2	PROSODY_OldBurmese_L3	PROSODY_OldBurmese_R1	PROSODY_OldBurmese_R2	PROSODY_OldBurmese_R3	id_ProtoBurmish	segment_ProtoBurmish	segment_ProtoBurmish_L1	segment_ProtoBurmish_L2	segment_ProtoBurmish_L3	segment_ProtoBurmish_R1	segment_ProtoBurmish_R2	segment_ProtoBurmish_R3	SC_ProtoBurmish	SC_ProtoBurmish_L1	SC_ProtoBurmish_L2	SC_ProtoBurmish_L3	SC_ProtoBurmish_R1	SC_ProtoBurmish_R2	SC_ProtoBurmish_R3	PROSODY_ProtoBurmish	PROSODY_ProtoBurmish_L1	PROSODY_ProtoBurmish_L2	PROSODY_ProtoBurmish_L3	PROSODY_ProtoBurmish_R1	PROSODY_ProtoBurmish_R2	PROSODY_ProtoBurmish_R3	id_Rangoon	segment_Rangoon	segment_Rangoon_L1	segment_Rangoon_L2	segment_Rangoon_L3	segment_Rangoon_R1	segment_Rangoon_R2	segment_Rangoon_R3	SC_Rangoon	SC_Rangoon_L1	SC_Rangoon_L2	SC_Rangoon_L3	SC_Rangoon_R1	SC_Rangoon_R2	SC_Rangoon_R3	PROSODY_Rangoon	PROSODY_Rangoon_L1	PROSODY_Rangoon_L2	PROSODY_Rangoon_L3	PROSODY_Rangoon_R1	PROSODY_Rangoon_R2	PROSODY_Rangoon_R3	id_Xiandao	segment_Xiandao	segment_Xiandao_L1	segment_Xiandao_L2	segment_Xiandao_L3	segment_Xiandao_R1	segment_Xiandao_R2	segment_Xiandao_R3	SC_Xiandao	SC_Xiandao_L1	SC_Xiandao_L2	SC_Xiandao_L3	SC_Xiandao_R1	SC_Xiandao_R2	SC_Xiandao_R3	PROSODY_Xiandao	PROSODY_Xiandao_L1	PROSODY_Xiandao_L2	PROSODY_Xiandao_L3	PROSODY_Xiandao_R1	PROSODY_Xiandao_R2	PROSODY_Xiandao_R3
4	1.0000	1	0.2500	175																																													182	³¹	i	j	k	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																																																																			183	²	i	j	g	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																																												
1	0.3333	3	1.0000	176																																																																																																																																																											184	j	∅	∅	∅	ɑ	⁵⁵	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅	185	k	∅	∅	∅	ɯ	³¹	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	176																																																																																																																																																											184	ɑ	j	∅	∅	⁵⁵	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	185	ɯ	k	∅	∅	³¹	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	176																																																																																																																																																											184	⁵⁵	ɑ	j	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	185	³¹	ɯ	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2000	5	1.0000	180	186	-	∅	∅	∅	tɕ	a	m	_	∅	∅	∅	C	A	M	0	∅	∅	∅	2	7	4	187	k	∅	∅	∅	j	a	m	K	∅	∅	∅	J	A	M	1	∅	∅	∅	6	7	4	188	k	∅	∅	∅	j	ɛ̃	-	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0																																																																			189	g	∅	∅	∅	j	a	m	K	∅	∅	∅	J	A	M	1	∅	∅	∅	6	7	4																																												
2	0.4000	4	0.8000	180	186	tɕ	-	∅	∅	a	m	³¹	C	_	∅	∅	A	M	_	2	0	∅	∅	7	4	0	187	j	k	∅	∅	a	m	²¹	J	K	∅	∅	A	M	_	6	1	∅	∅	7	4	0	188	j	k	∅	∅	ɛ̃	-	³¹	J	K	∅	∅	E	_	_	6	1	∅	∅	7	0	0																																																																			189	j	g	∅	∅	a	m	²	J	K	∅	∅	A	M	_	6	1	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	180	186	a	tɕ	-	∅	m	³¹	∅	A	C	_	∅	M	_	∅	7	2	0	∅	4	0	∅	187	a	j	k	∅	m	²¹	∅	A	J	K	∅	M	_	∅	7	6	1	∅	4	0	∅	188	ɛ̃	j	k	∅	-	³¹	∅	E	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅																																																																			189	a	j	g	∅	m	²	∅	A	J	K	∅	M	_	∅	7	6	1	∅	4	0	∅																																												
4	0.8000	2	0.4000	180	186	m	a	tɕ	-	³¹	∅	∅	M	A	C	_	_	∅	∅	4	7	2	0	0	∅	∅	187	m	a	j	k	²¹	∅	∅	M	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅	188	-	ɛ̃	j	k	³¹	∅	∅	_	E	J	K	_	∅	∅	0	7	6	1	0	∅	∅																																																																			189	m	a	j	g	²	∅	∅	M	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅																																												
5	1.0000	1	0.2000	180	186	³¹	m	a	tɕ	∅	∅	∅	_	M	A	C	∅	∅	∅	0	4	7	2	∅	∅	∅	187	²¹	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	188	³¹	-	ɛ̃	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅																																																																			189	²	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																												
1	0.2000	5	1.0000	184																							190	k	∅	∅	∅	j	i	-	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0	191	k	∅	∅	∅	j	i	-	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0	192	k	∅	∅	∅	j	iː	-	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0																							193	k	∅	∅	∅	j	i	ʔ	K	∅	∅	∅	J	I	H	1	∅	∅	∅	6	7	1																																																																		
2	0.4000	4	0.8000	184																							190	j	k	∅	∅	i	-	⁵⁵	J	K	∅	∅	I	_	_	6	1	∅	∅	7	0	0	191	j	k	∅	∅	i	-	³⁵	J	K	∅	∅	I	_	_	6	1	∅	∅	7	0	0	192	j	k	∅	∅	iː	-	⁵⁵	J	K	∅	∅	I	_	_	6	1	∅	∅	7	0	0																							193	j	k	∅	∅	i	ʔ	-	J	K	∅	∅	I	H	_	6	1	∅	∅	7	1	0																																																																		
3	0.6000	3	0.6000	184																							190	i	j	k	∅	-	⁵⁵	∅	I	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅	191	i	j	k	∅	-	³⁵	∅	I	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅	192	iː	j	k	∅	-	⁵⁵	∅	I	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅																							193	i	j	k	∅	ʔ	-	∅	I	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅																																																																		
4	0.8000	2	0.4000	184																							190	-	i	j	k	⁵⁵	∅	∅	_	I	J	K	_	∅	∅	0	7	6	1	0	∅	∅	191	-	i	j	k	³⁵	∅	∅	_	I	J	K	_	∅	∅	0	7	6	1	0	∅	∅	192	-	iː	j	k	⁵⁵	∅	∅	_	I	J	K	_	∅	∅	0	7	6	1	0	∅	∅																							193	ʔ	i	j	k	-	∅	∅	H	I	J	K	_	∅	∅	1	7	6	1	0	∅	∅																																																																		
5	1.0000	1	0.2000	184																							190	⁵⁵	-	i	j	∅	∅	∅	_	_	I	J	∅	∅	∅	0	0	7	6	∅	∅	∅	191	³⁵	-	i	j	∅	∅	∅	_	_	I	J	∅	∅	∅	0	0	7	6	∅	∅	∅	192	⁵⁵	-	iː	j	∅	∅	∅	_	_	I	J	∅	∅	∅	0	0	7	6	∅	∅	∅																							193	-	ʔ	i	j	∅	∅	∅	_	H	I	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																																																		
1	0.2000	5	1.0000	188																							194	-	∅	∅	∅	s	e	ŋ	_	∅	∅	∅	S	E	N	0	∅	∅	∅	3	7	4	195	k	∅	∅	∅	j	a	ŋ	K	∅	∅	∅	J	A	N	1	∅	∅	∅	6	7	4																																													196	k	∅	∅	∅	j	a	ɲ	K	∅	∅	∅	J	A	N	1	∅	∅	∅	6	7	4																							197	-	∅	∅	∅	tɕ	ĩ	-	_	∅	∅	∅	C	I	_	0	∅	∅	∅	2	7	0																						
2	0.4000	4	0.8000	188																							194	s	-	∅	∅	e	ŋ	⁵¹	S	_	∅	∅	E	N	_	3	0	∅	∅	7	4	0	195	j	k	∅	∅	a	ŋ	³¹	J	K	∅	∅	A	N	_	6	1	∅	∅	7	4	0																																													196	j	k	∅	∅	a	ɲ	⁵	J	K	∅	∅	A	N	_	6	1	∅	∅	7	4	0																							197	tɕ	-	∅	∅	ĩ	-	⁵⁵	C	_	∅	∅	I	_	_	2	0	∅	∅	7	0	0																						
3	0.6000	3	0.6000	188																							194	e	s	-	∅	ŋ	⁵¹	∅	E	S	_	∅	N	_	∅	7	3	0	∅	4	0	∅	195	a	j	k	∅	ŋ	³¹	∅	A	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅																																													196	a	j	k	∅	ɲ	⁵	∅	A	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅																							197	ĩ	tɕ	-	∅	-	⁵⁵	∅	I	C	_	∅	_	_	∅	7	2	0	∅	0	0	∅																						
4	0.8000	2	0.4000	188																							194	ŋ	e	s	-	⁵¹	∅	∅	N	E	S	_	_	∅	∅	4	7	3	0	0	∅	∅	195	ŋ	a	j	k	³¹	∅	∅	N	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅																																													196	ɲ	a	j	k	⁵	∅	∅	N	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅																							197	-	ĩ	tɕ	-	⁵⁵	∅	∅	_	I	C	_	_	∅	∅	0	7	2	0	0	∅	∅																						
5	1.0000	1	0.2000	188																							194	⁵¹	ŋ	e	s	∅	∅	∅	_	N	E	S	∅	∅	∅	0	4	7	3	∅	∅	∅	195	³¹	ŋ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																													196	⁵	ɲ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							197	⁵⁵	-	ĩ	tɕ	∅	∅	∅	_	_	I	C	∅	∅	∅	0	0	7	2	∅	∅	∅																						
1	0.2500	4	1.0000	190																							198	k	∅	∅	∅	j	e	⁵¹	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0	199	k	∅	∅	∅	j	ɛ	⁵⁵	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0	200	k	∅	∅	∅	j	i	³¹	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0	201	k	∅	∅	∅	j	ɛ	³¹	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0																							202	g	∅	∅	∅	j	ɛ	¹	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	190																							198	j	k	∅	∅	e	⁵¹	∅	J	K	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅	199	j	k	∅	∅	ɛ	⁵⁵	∅	J	K	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅	200	j	k	∅	∅	i	³¹	∅	J	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅	201	j	k	∅	∅	ɛ	³¹	∅	J	K	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅																							202	j	g	∅	∅	ɛ	¹	∅	J	K	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	190																							198	e	j	k	∅	⁵¹	∅	∅	E	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	199	ɛ	j	k	∅	⁵⁵	∅	∅	E	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	200	i	j	k	∅	³¹	∅	∅	I	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	201	ɛ	j	k	∅	³¹	∅	∅	E	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							202	ɛ	j	g	∅	¹	∅	∅	E	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	190																							198	⁵¹	e	j	k	∅	∅	∅	_	E	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅	199	⁵⁵	ɛ	j	k	∅	∅	∅	_	E	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅	200	³¹	i	j	k	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅	201	³¹	ɛ	j	k	∅	∅	∅	_	E	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							202	¹	ɛ	j	g	∅	∅	∅	_	E	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																																												
1	0.2000	5	1.0000	196	203	k	∅	∅	∅	ʐ	o	ʔ	K	∅	∅	∅	S	U	H	1	∅	∅	∅	3	7	1																																																																																									204	k	∅	∅	∅	r	ʊ	k	K	∅	∅	∅	R	Y	K	1	∅	∅	∅	5	7	1	205	g	∅	∅	∅	r	o	k	K	∅	∅	∅	R	U	K	1	∅	∅	∅	5	7	1	206	tɕ	∅	∅	∅	w	ɛ	ʔ	C	∅	∅	∅	W	E	H	2	∅	∅	∅	6	7	1	207	k	∅	∅	∅	ʐ	o	ʔ	K	∅	∅	∅	S	U	H	1	∅	∅	∅	3	7	1
2	0.4000	4	0.8000	196	203	ʐ	k	∅	∅	o	ʔ	⁵⁵	S	K	∅	∅	U	H	_	3	1	∅	∅	7	1	0																																																																																									204	r	k	∅	∅	ʊ	k	-	R	K	∅	∅	Y	K	_	5	1	∅	∅	7	1	0	205	r	g	∅	∅	o	k	⁴	R	K	∅	∅	U	K	_	5	1	∅	∅	7	1	0	206	w	tɕ	∅	∅	ɛ	ʔ	⁴	W	C	∅	∅	E	H	_	6	2	∅	∅	7	1	0	207	ʐ	k	∅	∅	o	ʔ	⁵⁵	S	K	∅	∅	U	H	_	3	1	∅	∅	7	1	0
3	0.6000	3	0.6000	196	203	o	ʐ	k	∅	ʔ	⁵⁵	∅	U	S	K	∅	H	_	∅	7	3	1	∅	1	0	∅																																																																																									204	ʊ	r	k	∅	k	-	∅	Y	R	K	∅	K	_	∅	7	5	1	∅	1	0	∅	205	o	r	g	∅	k	⁴	∅	U	R	K	∅	K	_	∅	7	5	1	∅	1	0	∅	206	ɛ	w	tɕ	∅	ʔ	⁴	∅	E	W	C	∅	H	_	∅	7	6	2	∅	1	0	∅	207	o	ʐ	k	∅	ʔ	⁵⁵	∅	U	S	K	∅	H	_	∅	7	3	1	∅	1	0	∅
4	0.8000	2	0.4000	196	203	ʔ	o	ʐ	k	⁵⁵	∅	∅	H	U	S	K	_	∅	∅	1	7	3	1	0	∅	∅																																																																																									204	k	ʊ	r	k	-	∅	∅	K	Y	R	K	_	∅	∅	1	7	5	1	0	∅	∅	205	k	o	r	g	⁴	∅	∅	K	U	R	K	_	∅	∅	1	7	5	1	0	∅	∅	206	ʔ	ɛ	w	tɕ	⁴	∅	∅	H	E	W	C	_	∅	∅	1	7	6	2	0	∅	∅	207	ʔ	o	ʐ	k	⁵⁵	∅	∅	H	U	S	K	_	∅	∅	1	7	3	1	0	∅	∅
5	1.0000	1	0.2000	196	203	⁵⁵	ʔ	o	ʐ	∅	∅	∅	_	H	U	S	∅	∅	∅	0	1	7	3	∅	∅	∅																																																																																									204	-	k	ʊ	r	∅	∅	∅	_	K	Y	R	∅	∅	∅	0	1	7	5	∅	∅	∅	205	⁴	k	o	r	∅	∅	∅	_	K	U	R	∅	∅	∅	0	1	7	5	∅	∅	∅	206	⁴	ʔ	ɛ	w	∅	∅	∅	_	H	E	W	∅	∅	∅	0	1	7	6	∅	∅	∅	207	⁵⁵	ʔ	o	ʐ	∅	∅	∅	_	H	U	S	∅	∅	∅	0	1	7	3	∅	∅	∅
1	0.2000	5	1.0000	197																																																																																									208	k	∅	∅	∅	j	au	k	K	∅	∅	∅	J	A	K	1	∅	∅	∅	6	7	1	209	k	∅	∅	∅	r	ɔ	k	K	∅	∅	∅	R	U	K	1	∅	∅	∅	5	7	1	210	g	∅	∅	∅	r	u	k	K	∅	∅	∅	R	Y	K	1	∅	∅	∅	5	7	1																																												
2	0.4000	4	0.8000	197																																																																																									208	j	k	∅	∅	au	k	³¹	J	K	∅	∅	A	K	_	6	1	∅	∅	7	1	0	209	r	k	∅	∅	ɔ	k	-	R	K	∅	∅	U	K	_	5	1	∅	∅	7	1	0	210	r	g	∅	∅	u	k	⁴	R	K	∅	∅	Y	K	_	5	1	∅	∅	7	1	0																																												
3	0.6000	3	0.6000	197																																																																																									208	au	j	k	∅	k	³¹	∅	A	J	K	∅	K	_	∅	7	6	1	∅	1	0	∅	209	ɔ	r	k	∅	k	-	∅	U	R	K	∅	K	_	∅	7	5	1	∅	1	0	∅	210	u	r	g	∅	k	⁴	∅	Y	R	K	∅	K	_	∅	7	5	1	∅	1	0	∅																																												
4	0.8000	2	0.4000	197																																																																																									208	k	au	j	k	³¹	∅	∅	K	A	J	K	_	∅	∅	1	7	6	1	0	∅	∅	209	k	ɔ	r	k	-	∅	∅	K	U	R	K	_	∅	∅	1	7	5	1	0	∅	∅	210	k	u	r	g	⁴	∅	∅	K	Y	R	K	_	∅	∅	1	7	5	1	0	∅	∅																																												
5	1.0000	1	0.2000	197																																																																																									208	³¹	k	au	j	∅	∅	∅	_	K	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅	209	-	k	ɔ	r	∅	∅	∅	_	K	U	R	∅	∅	∅	0	1	7	5	∅	∅	∅	210	⁴	k	u	r	∅	∅	∅	_	K	Y	R	∅	∅	∅	0	1	7	5	∅	∅	∅																																												
1	0.3333	3	1.0000	204																																													211	k	∅	∅	∅	u	³⁵	∅	K	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																																																																			212	g	∅	∅	∅	u	³	∅	K	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	204																																													211	u	k	∅	∅	³⁵	∅	∅	Y	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			212	u	g	∅	∅	³	∅	∅	Y	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	204																																													211	³⁵	u	k	∅	∅	∅	∅	_	Y	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			212	³	u	g	∅	∅	∅	∅	_	Y	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	208	213	j	∅	∅	∅	ɔ	-	³¹	J	∅	∅	∅	U	_	_	6	∅	∅	∅	7	0	0	214	n	∅	∅	∅	i̱	k	⁵⁵	N	∅	∅	∅	I	K	_	4	∅	∅	∅	7	1	0																																																																			215	j	∅	∅	∅	a	-	⁵	J	∅	∅	∅	A	_	_	6	∅	∅	∅	7	0	0																																													216	j	∅	∅	∅	ɔ	-	³¹	J	∅	∅	∅	U	_	_	6	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	208	213	ɔ	j	∅	∅	-	³¹	∅	U	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	214	i̱	n	∅	∅	k	⁵⁵	∅	I	N	∅	∅	K	_	∅	7	4	∅	∅	1	0	∅																																																																			215	a	j	∅	∅	-	⁵	∅	A	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅																																													216	ɔ	j	∅	∅	-	³¹	∅	U	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅
3	0.7500	2	0.5000	208	213	-	ɔ	j	∅	³¹	∅	∅	_	U	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	214	k	i̱	n	∅	⁵⁵	∅	∅	K	I	N	∅	_	∅	∅	1	7	4	∅	0	∅	∅																																																																			215	-	a	j	∅	⁵	∅	∅	_	A	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅																																													216	-	ɔ	j	∅	³¹	∅	∅	_	U	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅
4	1.0000	1	0.2500	208	213	³¹	-	ɔ	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅	214	⁵⁵	k	i̱	n	∅	∅	∅	_	K	I	N	∅	∅	∅	0	1	7	4	∅	∅	∅																																																																			215	⁵	-	a	j	∅	∅	∅	_	_	A	J	∅	∅	∅	0	0	7	6	∅	∅	∅																																													216	³¹	-	ɔ	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅
1	0.2500	4	1.0000	228																							217	j	∅	∅	∅	ui	-	⁵¹	J	∅	∅	∅	Y	_	_	6	∅	∅	∅	7	0	0	218	j	∅	∅	∅	u	-	⁵⁵	J	∅	∅	∅	Y	_	_	6	∅	∅	∅	7	0	0	219	j	∅	∅	∅	aːu	-	³¹	J	∅	∅	∅	A	_	_	6	∅	∅	∅	7	0	0	220	j	∅	∅	∅	u	k	³¹	J	∅	∅	∅	Y	K	_	6	∅	∅	∅	7	1	0																																																																																								
2	0.5000	3	0.7500	228																							217	ui	j	∅	∅	-	⁵¹	∅	Y	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	218	u	j	∅	∅	-	⁵⁵	∅	Y	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	219	aːu	j	∅	∅	-	³¹	∅	A	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	220	u	j	∅	∅	k	³¹	∅	Y	J	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅																																																																																								
3	0.7500	2	0.5000	228																							217	-	ui	j	∅	⁵¹	∅	∅	_	Y	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	218	-	u	j	∅	⁵⁵	∅	∅	_	Y	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	219	-	aːu	j	∅	³¹	∅	∅	_	A	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	220	k	u	j	∅	³¹	∅	∅	K	Y	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																																																																																								
4	1.0000	1	0.2500	228																							217	⁵¹	-	ui	j	∅	∅	∅	_	_	Y	J	∅	∅	∅	0	0	7	6	∅	∅	∅	218	⁵⁵	-	u	j	∅	∅	∅	_	_	Y	J	∅	∅	∅	0	0	7	6	∅	∅	∅	219	³¹	-	aːu	j	∅	∅	∅	_	_	A	J	∅	∅	∅	0	0	7	6	∅	∅	∅	220	³¹	k	u	j	∅	∅	∅	_	K	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	232	221	ʑ	∅	∅	∅	u	ʔ	⁵⁵	S	∅	∅	∅	Y	H	_	3	∅	∅	∅	7	1	0																																																																																									222	j	∅	∅	∅	ɔ	k	-	J	∅	∅	∅	U	K	_	6	∅	∅	∅	7	1	0	223	ˀj	∅	∅	∅	u	k	⁴	J	∅	∅	∅	Y	K	_	6	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	232	221	u	ʑ	∅	∅	ʔ	⁵⁵	∅	Y	S	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅																																																																																									222	ɔ	j	∅	∅	k	-	∅	U	J	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅	223	u	ˀj	∅	∅	k	⁴	∅	Y	J	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	232	221	ʔ	u	ʑ	∅	⁵⁵	∅	∅	H	Y	S	∅	_	∅	∅	1	7	3	∅	0	∅	∅																																																																																									222	k	ɔ	j	∅	-	∅	∅	K	U	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	223	k	u	ˀj	∅	⁴	∅	∅	K	Y	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																																												
4	1.0000	1	0.2500	232	221	⁵⁵	ʔ	u	ʑ	∅	∅	∅	_	H	Y	S	∅	∅	∅	0	1	7	3	∅	∅	∅																																																																																									222	-	k	ɔ	j	∅	∅	∅	_	K	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅	223	⁴	k	u	ˀj	∅	∅	∅	_	K	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																												
1	0.3333	3	1.0000	234	224	-	∅	∅	∅	i	³¹	∅	_	∅	∅	∅	I	_	∅	0	∅	∅	∅	7	0	∅																																																																																																															225	ˀj	∅	∅	∅	ai	²	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅																																												
