index	index_p	rindex	rindex_p	cogid	id_AchangLongchuan	segment_AchangLongchuan	segment_AchangLongchuan_L1	segment_AchangLongchuan_L2	segment_AchangLongchuan_L3	segment_AchangLongchuan_R1	segment_AchangLongchuan_R2	segment_AchangLongchuan_R3	SC_AchangLongchuan	SC_AchangLongchuan_L1	SC_AchangLongchuan_L2	SC_AchangLongchuan_L3	SC_AchangLongchuan_R1	SC_AchangLongchuan_R2	SC_AchangLongchuan_R3	PROSODY_AchangLongchuan	PROSODY_AchangLongchuan_L1	PROSODY_AchangLongchuan_L2	PROSODY_AchangLongchuan_L3	PROSODY_AchangLongchuan_R1	PROSODY_AchangLongchuan_R2	PROSODY_AchangLongchuan_R3	id_Atsi	segment_Atsi	segment_Atsi_L1	segment_Atsi_L2	segment_Atsi_L3	segment_Atsi_R1	segment_Atsi_R2	segment_Atsi_R3	SC_Atsi	SC_Atsi_L1	SC_Atsi_L2	SC_Atsi_L3	SC_Atsi_R1	SC_Atsi_R2	SC_Atsi_R3	PROSODY_Atsi	PROSODY_Atsi_L1	PROSODY_Atsi_L2	PROSODY_Atsi_L3	PROSODY_Atsi_R1	PROSODY_Atsi_R2	PROSODY_Atsi_R3	id_Bola	segment_Bola	segment_Bola_L1	segment_Bola_L2	segment_Bola_L3	segment_Bola_R1	segment_Bola_R2	segment_Bola_R3	SC_Bola	SC_Bola_L1	SC_Bola_L2	SC_Bola_L3	SC_Bola_R1	SC_Bola_R2	SC_Bola_R3	PROSODY_Bola	PROSODY_Bola_L1	PROSODY_Bola_L2	PROSODY_Bola_L3	PROSODY_Bola_R1	PROSODY_Bola_R2	PROSODY_Bola_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_OldBurmese	segment_OldBurmese	segment_OldBurmese_L1	segment_OldBurmese_L2	segment_OldBurmese_L3	segment_OldBurmese_R1	segment_OldBurmese_R2	segment_OldBurmese_R3	SC_OldBurmese	SC_OldBurmese_L1	SC_OldBurmese_L2	SC_OldBurmese_L3	SC_OldBurmese_R1	SC_OldBurmese_R2	SC_OldBurmese_R3	PROSODY_OldBurmese	PROSODY_OldBurmese_L1	PROSODY_OldBurmese_L2	PROSODY_OldBurmese_L3	PROSODY_OldBurmese_R1	PROSODY_OldBurmese_R2	PROSODY_OldBurmese_R3	id_ProtoBurmish	segment_ProtoBurmish	segment_ProtoBurmish_L1	segment_ProtoBurmish_L2	segment_ProtoBurmish_L3	segment_ProtoBurmish_R1	segment_ProtoBurmish_R2	segment_ProtoBurmish_R3	SC_ProtoBurmish	SC_ProtoBurmish_L1	SC_ProtoBurmish_L2	SC_ProtoBurmish_L3	SC_ProtoBurmish_R1	SC_ProtoBurmish_R2	SC_ProtoBurmish_R3	PROSODY_ProtoBurmish	PROSODY_ProtoBurmish_L1	PROSODY_ProtoBurmish_L2	PROSODY_ProtoBurmish_L3	PROSODY_ProtoBurmish_R1	PROSODY_ProtoBurmish_R2	PROSODY_ProtoBurmish_R3	id_Rangoon	segment_Rangoon	segment_Rangoon_L1	segment_Rangoon_L2	segment_Rangoon_L3	segment_Rangoon_R1	segment_Rangoon_R2	segment_Rangoon_R3	SC_Rangoon	SC_Rangoon_L1	SC_Rangoon_L2	SC_Rangoon_L3	SC_Rangoon_R1	SC_Rangoon_R2	SC_Rangoon_R3	PROSODY_Rangoon	PROSODY_Rangoon_L1	PROSODY_Rangoon_L2	PROSODY_Rangoon_L3	PROSODY_Rangoon_R1	PROSODY_Rangoon_R2	PROSODY_Rangoon_R3	id_Xiandao	segment_Xiandao	segment_Xiandao_L1	segment_Xiandao_L2	segment_Xiandao_L3	segment_Xiandao_R1	segment_Xiandao_R2	segment_Xiandao_R3	SC_Xiandao	SC_Xiandao_L1	SC_Xiandao_L2	SC_Xiandao_L3	SC_Xiandao_R1	SC_Xiandao_R2	SC_Xiandao_R3	PROSODY_Xiandao	PROSODY_Xiandao_L1	PROSODY_Xiandao_L2	PROSODY_Xiandao_L3	PROSODY_Xiandao_R1	PROSODY_Xiandao_R2	PROSODY_Xiandao_R3
1	0.2500	4	1.0000	130																																																																																									206	tʃ	∅	∅	∅	a	m	³¹	T	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0																							207	dʒ	∅	∅	∅	u	m	¹	T	∅	∅	∅	Y	M	_	1	∅	∅	∅	7	4	0																																												
2	0.5000	3	0.7500	130																																																																																									206	a	tʃ	∅	∅	m	³¹	∅	A	T	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅																							207	u	dʒ	∅	∅	m	¹	∅	Y	T	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅																																												
3	0.7500	2	0.5000	130																																																																																									206	m	a	tʃ	∅	³¹	∅	∅	M	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							207	m	u	dʒ	∅	¹	∅	∅	M	Y	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	130																																																																																									206	³¹	m	a	tʃ	∅	∅	∅	_	M	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅																							207	¹	m	u	dʒ	∅	∅	∅	_	M	Y	T	∅	∅	∅	0	4	7	1	∅	∅	∅																																												
1	0.2500	4	1.0000	131																																													208	tʃ	∅	∅	∅	a	m	⁵⁵	T	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0																																													209	c	∅	∅	∅	i	m	-	C	∅	∅	∅	I	M	_	1	∅	∅	∅	7	4	0	210	dʒ	∅	∅	∅	i	m	¹	T	∅	∅	∅	I	M	_	1	∅	∅	∅	7	4	0	211	s	∅	∅	∅	ẽ	-	²²	S	∅	∅	∅	E	_	_	3	∅	∅	∅	7	0	0	212	ts	∅	∅	∅	i	n	⁵⁵	C	∅	∅	∅	I	N	_	2	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	131																																													208	a	tʃ	∅	∅	m	⁵⁵	∅	A	T	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅																																													209	i	c	∅	∅	m	-	∅	I	C	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅	210	i	dʒ	∅	∅	m	¹	∅	I	T	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅	211	ẽ	s	∅	∅	-	²²	∅	E	S	∅	∅	_	_	∅	7	3	∅	∅	0	0	∅	212	i	ts	∅	∅	n	⁵⁵	∅	I	C	∅	∅	N	_	∅	7	2	∅	∅	4	0	∅
3	0.7500	2	0.5000	131																																													208	m	a	tʃ	∅	⁵⁵	∅	∅	M	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																													209	m	i	c	∅	-	∅	∅	M	I	C	∅	_	∅	∅	4	7	1	∅	0	∅	∅	210	m	i	dʒ	∅	¹	∅	∅	M	I	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅	211	-	ẽ	s	∅	²²	∅	∅	_	E	S	∅	_	∅	∅	0	7	3	∅	0	∅	∅	212	n	i	ts	∅	⁵⁵	∅	∅	N	I	C	∅	_	∅	∅	4	7	2	∅	0	∅	∅
4	1.0000	1	0.2500	131																																													208	⁵⁵	m	a	tʃ	∅	∅	∅	_	M	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅																																													209	-	m	i	c	∅	∅	∅	_	M	I	C	∅	∅	∅	0	4	7	1	∅	∅	∅	210	¹	m	i	dʒ	∅	∅	∅	_	M	I	T	∅	∅	∅	0	4	7	1	∅	∅	∅	211	²²	-	ẽ	s	∅	∅	∅	_	_	E	S	∅	∅	∅	0	0	7	3	∅	∅	∅	212	⁵⁵	n	i	ts	∅	∅	∅	_	N	I	C	∅	∅	∅	0	4	7	2	∅	∅	∅
1	0.2500	4	1.0000	132	213	ts	∅	∅	∅	i	n	⁵⁵	C	∅	∅	∅	I	N	_	2	∅	∅	∅	7	4	0																																																																																																															214	dz	∅	∅	∅	i	m	¹	C	∅	∅	∅	I	M	_	2	∅	∅	∅	7	4	0																																												
2	0.5000	3	0.7500	132	213	i	ts	∅	∅	n	⁵⁵	∅	I	C	∅	∅	N	_	∅	7	2	∅	∅	4	0	∅																																																																																																															214	i	dz	∅	∅	m	¹	∅	I	C	∅	∅	M	_	∅	7	2	∅	∅	4	0	∅																																												
3	0.7500	2	0.5000	132	213	n	i	ts	∅	⁵⁵	∅	∅	N	I	C	∅	_	∅	∅	4	7	2	∅	0	∅	∅																																																																																																															214	m	i	dz	∅	¹	∅	∅	M	I	C	∅	_	∅	∅	4	7	2	∅	0	∅	∅																																												
4	1.0000	1	0.2500	132	213	⁵⁵	n	i	ts	∅	∅	∅	_	N	I	C	∅	∅	∅	0	4	7	2	∅	∅	∅																																																																																																															214	¹	m	i	dz	∅	∅	∅	_	M	I	C	∅	∅	∅	0	4	7	2	∅	∅	∅																																												
1	0.2500	4	1.0000	134																																													215	tʃ	∅	∅	∅	u	ŋ	³¹	T	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0	216	tʃ	∅	∅	∅	u	ŋ	³³	T	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0																																																																																									217	ʈʂ	∅	∅	∅	u	ŋ	³¹	C	∅	∅	∅	Y	N	_	2	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	134																																													215	u	tʃ	∅	∅	ŋ	³¹	∅	Y	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	216	u	tʃ	∅	∅	ŋ	³³	∅	Y	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																																																																									217	u	ʈʂ	∅	∅	ŋ	³¹	∅	Y	C	∅	∅	N	_	∅	7	2	∅	∅	4	0	∅
3	0.7500	2	0.5000	134																																													215	ŋ	u	tʃ	∅	³¹	∅	∅	N	Y	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅	216	ŋ	u	tʃ	∅	³³	∅	∅	N	Y	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																																																																									217	ŋ	u	ʈʂ	∅	³¹	∅	∅	N	Y	C	∅	_	∅	∅	4	7	2	∅	0	∅	∅
4	1.0000	1	0.2500	134																																													215	³¹	ŋ	u	tʃ	∅	∅	∅	_	N	Y	T	∅	∅	∅	0	4	7	1	∅	∅	∅	216	³³	ŋ	u	tʃ	∅	∅	∅	_	N	Y	T	∅	∅	∅	0	4	7	1	∅	∅	∅																																																																																									217	³¹	ŋ	u	ʈʂ	∅	∅	∅	_	N	Y	C	∅	∅	∅	0	4	7	2	∅	∅	∅
1	0.3333	3	1.0000	135	218	x	∅	∅	∅	o	³⁵	∅	G	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅																																																																																																															219	ˀk	∅	∅	∅	o	³	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	135	218	o	x	∅	∅	³⁵	∅	∅	U	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																																															219	o	ˀk	∅	∅	³	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	135	218	³⁵	o	x	∅	∅	∅	∅	_	U	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																																															219	³	o	ˀk	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	137	220	k	∅	∅	∅	ɔ	-	⁵⁵	K	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	221	k	∅	∅	∅	o	-	⁵¹	K	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	222	k	∅	∅	∅	a	-	⁵⁵	K	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0																							223	k	∅	∅	∅	ɔ	-	³¹	K	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0																																																																			224	k	∅	∅	∅	ɔ	ŋ	³¹	K	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	137	220	ɔ	k	∅	∅	-	⁵⁵	∅	U	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	221	o	k	∅	∅	-	⁵¹	∅	U	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	222	a	k	∅	∅	-	⁵⁵	∅	A	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							223	ɔ	k	∅	∅	-	³¹	∅	U	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																																																			224	ɔ	k	∅	∅	ŋ	³¹	∅	U	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	137	220	-	ɔ	k	∅	⁵⁵	∅	∅	_	U	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	221	-	o	k	∅	⁵¹	∅	∅	_	U	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	222	-	a	k	∅	⁵⁵	∅	∅	_	A	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																							223	-	ɔ	k	∅	³¹	∅	∅	_	U	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																																																			224	ŋ	ɔ	k	∅	³¹	∅	∅	N	U	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	137	220	⁵⁵	-	ɔ	k	∅	∅	∅	_	_	U	K	∅	∅	∅	0	0	7	1	∅	∅	∅	221	⁵¹	-	o	k	∅	∅	∅	_	_	U	K	∅	∅	∅	0	0	7	1	∅	∅	∅	222	⁵⁵	-	a	k	∅	∅	∅	_	_	A	K	∅	∅	∅	0	0	7	1	∅	∅	∅																							223	³¹	-	ɔ	k	∅	∅	∅	_	_	U	K	∅	∅	∅	0	0	7	1	∅	∅	∅																																																																			224	³¹	ŋ	ɔ	k	∅	∅	∅	_	N	U	K	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.2500	4	1.0000	138	225	-	∅	∅	∅	tɕ	i	⁵⁵	_	∅	∅	∅	C	I	_	0	∅	∅	∅	2	7	0																																																																																																															226	g	∅	∅	∅	j	ai	¹	K	∅	∅	∅	J	A	_	1	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	138	225	tɕ	-	∅	∅	i	⁵⁵	∅	C	_	∅	∅	I	_	∅	2	0	∅	∅	7	0	∅																																																																																																															226	j	g	∅	∅	ai	¹	∅	J	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	138	225	i	tɕ	-	∅	⁵⁵	∅	∅	I	C	_	∅	_	∅	∅	7	2	0	∅	0	∅	∅																																																																																																															226	ai	j	g	∅	¹	∅	∅	A	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	138	225	⁵⁵	i	tɕ	-	∅	∅	∅	_	I	C	_	∅	∅	∅	0	7	2	0	∅	∅	∅																																																																																																															226	¹	ai	j	g	∅	∅	∅	_	A	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																																												
1	0.2500	4	1.0000	140																							227	k	∅	∅	∅	j	i	²¹	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0																							228	k	∅	∅	∅	j	i̱	⁵⁵	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0	229	k	∅	∅	∅	j	i	³¹	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0																							230	g	∅	∅	∅	j	e	¹	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0	231	-	∅	∅	∅	tɕ	i	⁵⁵	_	∅	∅	∅	C	I	_	0	∅	∅	∅	2	7	0	232	-	∅	∅	∅	c	i	⁵⁵	_	∅	∅	∅	C	I	_	0	∅	∅	∅	1	7	0
2	0.5000	3	0.7500	140																							227	j	k	∅	∅	i	²¹	∅	J	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅																							228	j	k	∅	∅	i̱	⁵⁵	∅	J	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅	229	j	k	∅	∅	i	³¹	∅	J	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅																							230	j	g	∅	∅	e	¹	∅	J	K	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅	231	tɕ	-	∅	∅	i	⁵⁵	∅	C	_	∅	∅	I	_	∅	2	0	∅	∅	7	0	∅	232	c	-	∅	∅	i	⁵⁵	∅	C	_	∅	∅	I	_	∅	1	0	∅	∅	7	0	∅
3	0.7500	2	0.5000	140																							227	i	j	k	∅	²¹	∅	∅	I	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							228	i̱	j	k	∅	⁵⁵	∅	∅	I	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	229	i	j	k	∅	³¹	∅	∅	I	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							230	e	j	g	∅	¹	∅	∅	E	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	231	i	tɕ	-	∅	⁵⁵	∅	∅	I	C	_	∅	_	∅	∅	7	2	0	∅	0	∅	∅	232	i	c	-	∅	⁵⁵	∅	∅	I	C	_	∅	_	∅	∅	7	1	0	∅	0	∅	∅
4	1.0000	1	0.2500	140																							227	²¹	i	j	k	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							228	⁵⁵	i̱	j	k	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅	229	³¹	i	j	k	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							230	¹	e	j	g	∅	∅	∅	_	E	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅	231	⁵⁵	i	tɕ	-	∅	∅	∅	_	I	C	_	∅	∅	∅	0	7	2	0	∅	∅	∅	232	⁵⁵	i	c	-	∅	∅	∅	_	I	C	_	∅	∅	∅	0	7	1	0	∅	∅	∅
1	0.2500	4	1.0000	143	233	k	∅	∅	∅	ɔ	ʔ	⁵⁵	K	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0	234	k	∅	∅	∅	o	ʔ	²¹	K	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0																																													235	k	∅	∅	∅	ɔ	ʔ	³¹	K	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0																																																																			236	k	∅	∅	∅	o	ʔ	⁵⁵	K	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	143	233	ɔ	k	∅	∅	ʔ	⁵⁵	∅	U	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	234	o	k	∅	∅	ʔ	²¹	∅	U	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																																													235	ɔ	k	∅	∅	ʔ	³¹	∅	U	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																																																																			236	o	k	∅	∅	ʔ	⁵⁵	∅	U	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅
3	0.7500	2	0.5000	143	233	ʔ	ɔ	k	∅	⁵⁵	∅	∅	H	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅	234	ʔ	o	k	∅	²¹	∅	∅	H	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																													235	ʔ	ɔ	k	∅	³¹	∅	∅	H	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																																																			236	ʔ	o	k	∅	⁵⁵	∅	∅	H	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	143	233	⁵⁵	ʔ	ɔ	k	∅	∅	∅	_	H	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅	234	²¹	ʔ	o	k	∅	∅	∅	_	H	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅																																													235	³¹	ʔ	ɔ	k	∅	∅	∅	_	H	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅																																																																			236	⁵⁵	ʔ	o	k	∅	∅	∅	_	H	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅
1	0.2500	4	1.0000	145																																																																																																															237	k	∅	∅	∅	a	n	-	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	238	g	∅	∅	∅	a	n	¹	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																																												
2	0.5000	3	0.7500	145																																																																																																															237	a	k	∅	∅	n	-	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	238	a	g	∅	∅	n	¹	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																												
3	0.7500	2	0.5000	145																																																																																																															237	n	a	k	∅	-	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	238	n	a	g	∅	¹	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	145																																																																																																															237	-	n	a	k	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅	238	¹	n	a	g	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅																																												
1	0.2500	4	1.0000	146																																																																																																															239	kʰ	∅	∅	∅	a	ʔ	-	K	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0	240	ˀk	∅	∅	∅	a	-	³	K	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0																																												
2	0.5000	3	0.7500	146																																																																																																															239	a	kʰ	∅	∅	ʔ	-	∅	A	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	240	a	ˀk	∅	∅	-	³	∅	A	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																												
3	0.7500	2	0.5000	146																																																																																																															239	ʔ	a	kʰ	∅	-	∅	∅	H	A	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅	240	-	a	ˀk	∅	³	∅	∅	_	A	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	146																																																																																																															239	-	ʔ	a	kʰ	∅	∅	∅	_	H	A	K	∅	∅	∅	0	1	7	1	∅	∅	∅	240	³	-	a	ˀk	∅	∅	∅	_	_	A	K	∅	∅	∅	0	0	7	1	∅	∅	∅																																												
1	0.3333	3	1.0000	147																																													241	kʰ	∅	∅	∅	a	³⁵	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																																																			242	k	∅	∅	∅	a	³	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	147																																													241	a	kʰ	∅	∅	³⁵	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			242	a	k	∅	∅	³	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	147																																													241	³⁵	a	kʰ	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			242	³	a	k	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.2000	5	1.0000	149	243	-	∅	∅	∅	ȵ	i	n	_	∅	∅	∅	N	I	N	0	∅	∅	∅	4	7	4																																																																																																															244	m	∅	∅	∅	j	i	m	M	∅	∅	∅	J	I	M	4	∅	∅	∅	6	7	4																																												
2	0.4000	4	0.8000	149	243	ȵ	-	∅	∅	i	n	³¹	N	_	∅	∅	I	N	_	4	0	∅	∅	7	4	0																																																																																																															244	j	m	∅	∅	i	m	²	J	M	∅	∅	I	M	_	6	4	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	149	243	i	ȵ	-	∅	n	³¹	∅	I	N	_	∅	N	_	∅	7	4	0	∅	4	0	∅																																																																																																															244	i	j	m	∅	m	²	∅	I	J	M	∅	M	_	∅	7	6	4	∅	4	0	∅																																												
4	0.8000	2	0.4000	149	243	n	i	ȵ	-	³¹	∅	∅	N	I	N	_	_	∅	∅	4	7	4	0	0	∅	∅																																																																																																															244	m	i	j	m	²	∅	∅	M	I	J	M	_	∅	∅	4	7	6	4	0	∅	∅																																												
5	1.0000	1	0.2000	149	243	³¹	n	i	ȵ	∅	∅	∅	_	N	I	N	∅	∅	∅	0	4	7	4	∅	∅	∅																																																																																																															244	²	m	i	j	∅	∅	∅	_	M	I	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																												
1	0.2500	4	1.0000	160	245	k	∅	∅	∅	ə	ŋ	³¹	K	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																																																																																																																																					246	p	∅	∅	∅	ĩ	-	⁵⁵	P	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0	247	p	∅	∅	∅	ɔ	ŋ	³¹	P	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	160	245	ə	k	∅	∅	ŋ	³¹	∅	E	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																																																																																																																					246	ĩ	p	∅	∅	-	⁵⁵	∅	I	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	247	ɔ	p	∅	∅	ŋ	³¹	∅	U	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	160	245	ŋ	ə	k	∅	³¹	∅	∅	N	E	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																																																																																																																					246	-	ĩ	p	∅	⁵⁵	∅	∅	_	I	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅	247	ŋ	ɔ	p	∅	³¹	∅	∅	N	U	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	160	245	³¹	ŋ	ə	k	∅	∅	∅	_	N	E	K	∅	∅	∅	0	4	7	1	∅	∅	∅																																																																																																																																					246	⁵⁵	-	ĩ	p	∅	∅	∅	_	_	I	P	∅	∅	∅	0	0	7	1	∅	∅	∅	247	³¹	ŋ	ɔ	p	∅	∅	∅	_	N	U	P	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.3333	3	1.0000	162	248	k	∅	∅	∅	o	⁵⁵	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																																																																																															249	g	∅	∅	∅	o	¹	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	162	248	o	k	∅	∅	⁵⁵	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																																															249	o	g	∅	∅	¹	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	162	248	⁵⁵	o	k	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																																															249	¹	o	g	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
