COGID	1	10	2	3	4	5	6	7	8	9
2537-7							m e s i			
2665-7							i n z a			
2997-7							a a m n a			
4028-7							v e e			
4316-7							ʃ a t i			
4429-7							m e s i			
4688-7							i i m a a			
3067-7							t u			
3185-7							z o u k a			
794-7							v u i k u			
143-7							v a e			
388-7							t á r o m a			
599-7							t a a m b i			
836-7							s a m k i			
969-7							a v a			
1110-7							t e m a			
1263-7							ɣ e h a			
1329-7							á ɣ á t r a			
1362-7							dʒ u i			
1606-7							o o t a			
1629-7							ɣ o i i			
1744-7							i s k a			
1917-7							tʃ e m a			
1989-7							z i ɣ i			
2037-7							dʒ d u r a			
2128-7							s a m k a			
2186-7							ɣ u r a			
2700-7							t á n g á			
2797-7							m o s a			
2904-7							s i i n z a a			
2972-7							t e			
3148-7							a v a			
3364-7							o t a			
2689-8								k u n a		
1285-8								r u a a		
1303-8								r k ô m a		
2197-8								ʝ k u a a		
2828-8								r u n a		
3572-8								k u n a		
1755-8								r w u		
1789-8								t u r a ŋ g a		
3207-8								k u n a		
3519-8								k u k u		
3686-8								k u n d a		
4249-8								k u m a		
4451-8								k u m a		
814-8								r u m d a		
1228-8								t u u a		
2026-8								ʝ u u a		
2775-8								k u m g a		
3826-8								r u k a		
4040-8								k ô n u		
181-8								k ô m d a		
660-8								k ô ô a		
848-8								ʝ u u a		
1083-8								n w n a		
1159-8								r a		
1350-8								r u a		
1396-8								ʝ u v u		
1666-8								t ô m a		
2177-8								n ʝ ô d a		
2317-8								k u k a		
4260-8								r u u a		
745-8								k ô d ô		
3971-8								k u n ô		
94-8								k u n u		
2717-8								ŋ t u ŋ g a		
4139-8								n u n a		
43-8								k w n a		
575-8								t u a		
871-8								w a n a		
1339-8								t u u a		
1585-8								a		
1872-8								p a		
2893-8								k u k a u		
4028-8								ʝ u a		
4316-8								p ô d a		
4440-8								n a		
4485-8								n u		
4688-8								ô a		
2798-8								n u u		
794-8								k a w a d a		
994-8								p d a		
1006-8								ʝ d a		
1043-8								k a		
1617-8								k u k a		
1969-8								r u m a		
3364-8								n ô t a		
2689-9									s o n a	
893-9									i n a b a	
1285-9									s e a a	
1303-9									s b o n a	
2197-9									s k ʊ l a	
2828-9									o n a	
3572-9									s e n e	
1095-9									b e n a	
1789-9									k a a a m g a	
3207-9									w o l a	
4249-9									k e n e	
4451-9									z i s i	
630-9									s e ʊ l i	
814-9									s a m b a	
1228-9									k e i a	
1418-9									s i b i k o a	
1475-9									k i a	
2026-9									k o i a	
2775-9									s m b a	
3397-9									s e l a	
3826-9									s á g a	
4003-9									s a i g a	
4040-9									n e n e	
4373-9									b á z i	
4384-9									e z i	
116-9									a i g a	
181-9									a ŋ g a	
1083-9									z i l a	
1374-9									s s a e n a	
1430-9									i b s i	
1666-9									m i i l a	
1767-9									g ʊ g i	
1906-9									u b k a l a	
2177-9									k a g a	
2419-9									s i g a	
2750-9									i i z i	
3018-9									s i l i	
3441-9									s i ŋ g i	
3885-9									s á s i	
3981-9									i i m b b a	
4260-9									s á i a	
4350-9									b e e l a i	
278-9									b a	
745-9									g e g a	
55-9									s i ɲ i	
94-9									m o n o	
4139-9									m o n a	
200-9									b i i	
528-9									b e l i	
871-9									k o n a	
2088-9									z a n e	
2166-9									s a m b a	
2334-9									e g e	
2393-9									e n e	
2537-9									s á s i	
2665-9									a i n g a	
2738-9									s e ʊ l i	
2872-9									k á l a	
2997-9									s a ŋ b a	
3075-9									k ʊ a b a	
4238-9									u i s á z e	
4429-9									s á b i	
4440-9									z i l a	
4485-9									s e	
4574-9									s o i l a	
2798-9									b e u	
3067-9									s g a	
3767-9									l l	
4632-9									g e l l	
1033-9									s o b o l a	
3185-9									s i g a	
240-9									u a g o	
401-9									g i	
755-9									k i l a	
836-9									s á m g a	
1006-9									s o ŋ g a	
1744-9									u g r a	
1989-9									k i g i	
2037-9									z k i b a	
2128-9									k á m g a	
2186-9									k i nː a	
2483-9									k á l a	
2592-9									s i l a	
3030-9									á g a	
3160-9									s o r a	
2689-10										ʊ n a
893-10										i l tɬ a
1285-10										l ʊ a ɛ
2197-10										b χ i a a
2828-10										l ʊ l a
1095-10										l i l a
1755-10										a l a
3207-10										b i l a
3519-10										ʊ f a
448-10										b i d d l i
630-10										l i i l a
1216-10										b á b b a
1418-10										b i l l a a
2775-10										ʊ i l d a
3397-10										b i l a
4373-10										l i l i
4384-10										i l a
84-10										b a b i l a
1083-10										i l a
1122-10										b i l a
2286-10										l i
2317-10										b i d a
3018-10										b i l a
3275-10										b i i l a
3464-10										á m a
3639-10										a l a
3885-10										b i l a
3981-10										a l d d a
94-10										a d a
4139-10										ʊ n a
43-10										χ i l a
374-10										pʰ i i l l a a
459-10										i i l a
508-10										b i d a
871-10										i l a
1712-10										l a
2893-10										χ a χ a
3075-10										χ i l a l a
3531-10										i l i l a
794-10										b á χ k a
1032-10										a l a l a
2797-10										i i l a
