COGID	Albanian	English	French	German	Latin
244-4				n m m	
289-4				n ai s	
911-4				r f t	
724-4				t r i	
145-4				h oː	
992-4				h s	
1181-4				h i t	
706-4				ai k au	
106-4				f oi d aː r	
421-4				f l iː aː r	
227-4				f uː t	
920-4				h a r t	
1083-4				h a r n	
1066-4				eː g	
1125-4				n aː f	
1197-4				m i d aː r	
473-4				n d	
284-4				n eː	
661-4				v ai n	
701-4				h au d	
315-4				r au n ə	
1169-4				ʃ a l t	
1150-4				ʃ a r s	
982-4				z eː s	
987-4				ʃ t d	
1055-4				ʃ t aː r	
1130-4				ʃ p iː	
433-4				ʃ a n	
585-4				t	
625-4				ʃ i ŋ	
1186-4				t r d	
814-4				h r l t i	
416-4				v a s	
1233-4				v ai n d	
884-4				v eː r m	
78-4				f l	
514-4				m ə r n	
116-4				ʃ s	
188-4				f aː r au	
745-4				f aː d aː r	
1100-4				f r r s	
630-4				h n ʃ t t	
1155-4				h au l	
24-4				n a s	
232-4				n au n	
671-4				r ai s	
460-4				h au t s	
8-4				g r ʃ	
385-4				ʃ t	
945-4				z aː d	
1041-4				ʃ t a n d	
492-4				d eː n ə	
527-4				v ai s r	
14-4				j aː l eː	
1-4				a l	
915-4				a n d	
271-4				a ʃ	
711-4				v ai s	
1112-4				a l ə d	
205-4				aː r aː z t	
301-4				ʃ l n	
72-4				d a l t	
238-4				d aː g	
560-5					w i i iː
438-5					g r s t
1222-5					f f t
353-5					p oː s eː
201-5					s oː n p
20-5					k a i r
503-5					p u uː t
957-5					s eː o
728-5					l aː e o
244-5					g m p u
289-5					n s t t
911-5					s r eː iː
724-5					d r k a
145-5					d eː lː
992-5					k e
1181-5					k w t e
706-5					o i t
106-5					k kː r o i
741-5					p u lː o
421-5					f l o r a
227-5					p ə aː a
920-5					k o r e u
1083-5					k a r n o
1066-5					g a
1125-5					g a p eː
1197-5					m a r o i
473-5					n u w i
284-5					n aː t u
661-5					f n i
701-5					r u p i
315-5					k s n p i
1169-5					s i l a i
982-5					s s iː t
987-5					s n e a
1055-5					k t i d l
1130-5					k u s i
433-5					s iː n o i
585-5					t e o
625-5					l eː n u
1186-5					d eː n o
814-5					f r i e u
416-5					f i d
1233-5					w i n e
884-5					w i r s o
916-5					oː
1016-5					a n a m a l o
952-5					d r
78-5					b u aː t
1079-5					b i d
116-5					k aː a
188-5					k m i n
745-5					k a b o i
47-5					k m a n o n
111-5					l a eː o
1061-5					m a n d n
630-5					s e p u e
1155-5					k u l
24-5					n aː t
232-5					n u n
343-5					w i oː t i eː
460-5					p u r a
945-5					k a p u n
644-5					p eː t a
683-5					k r m t aː
650-5					s w i l
612-5					f oː m o
1041-5					k t e a
871-5					d r oː e t e
492-5					g w n a
1209-5					w o m a d
667-5					l a w
499-5					p eː
1029-5					p u d
272-5					s i n r iː
278-5					m a w i kː a
410-5					aː o r s i
1009-5					w i n r iː
198-5					m i g aː
479-5					i d k a kʷ
712-5					m o r iː
1113-5					s eː n
605-5					a k i
752-5					r e s p iː r aː
695-5					n i a g e
73-5					f r i d n d
164-5					p oː m r eː k k a
239-5					g e r iː
