COGID	Albanian	English	French	German	Latin
1181-5					s l a n i o
706-5					a l i i o
106-5					p a n i r
741-5					p l o i o
421-5					f l a i r
227-5					p l i a
920-5					k o r i i o
1083-5					k o r n o
1066-5					u s a
1125-5					k a n o
1197-5					m a n i r
473-5					k a l i l
284-5					n a n o
661-5					k a n o
701-5					r a u i o
315-5					r a l i i d o
1169-5					s i l a
982-5					a s iː t o
987-5					k n a
1055-5					k a t e a l i o
1130-5					s a s i
433-5					s o l i o
585-5					t e
625-5					l a n i o
1186-5					d a n o
814-5					w i r i i o
416-5					k u a a
1233-5					w i n i o
884-5					w i r i o
916-5					a a
1016-5					a n iː m a l
952-5					a a
78-5					k u u t
1079-5					p i d o
116-5					u u t
188-5					k u u i u u t
745-5					k e u u t
47-5					k a a m a o
111-5					l a k o
1061-5					m a n t i o
630-5					u n u u u e
1155-5					k u l i o
24-5					k u u t
232-5					k u u t
343-5					w i i i i o
460-5					p a u r iː i o
945-5					k a p u t
644-5					k a l o
683-5					s a n i t o
650-5					s l i i l o
612-5					f i m o
1041-5					k u u u t
871-5					d r i i t o
492-5					k u u u t
1209-5					w o m iː a
667-5					l a n o
499-5					n o
1029-5					w o
272-5					s a d i r
