COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1891-2		d aː														
68-2		s i m														
631-2		ɓ ə n														
594-2		k aː														
1759-2		h a n														
805-2		k i n														
756-2		h ɨ k														
1201-2		m o ʔ														
2042-2		ʔ aː														
1968-2		d a ʔ														
2000-2		aː ŋ														
17-2		v a d														
4-2		əː m														
788-2		d n														
1219-2		h i m														
141-2		ʔ aː ŋ														
541-2		ɓ ɣ j a ŋ														
1687-2		h o n														
123-2		aː m														
1652-2		dʑ i n														
576-2		ŋ a														
1738-2		d a k														
442-2		h o m														
368-2		d j a ŋ														
1778-2		b a d														
957-2		n a b														
1704-2		ʔ i ʔ														
304-2		j a m														
1796-2		dʑ a ŋ														
720-2		d ə h														
287-2		g a b														
321-2		k o h														
206-2		d o k														
1950-2		ʔ aː														
665-2		au̯ n														
703-2		n o ʔ														
1290-2		m ɔi̯														
1391-2		g a ʔ														
269-2		k a ʔ														
855-2		dʑ a n														
2078-2		s i														
2213-2		m a														
1111-2		s ɔi̯														
485-2		ŋ ŋ														
1356-2		m u h														
1093-2		d o ŋ														
1063-2		d oː m														
648-2		dʑ dʑ n														
223-2		k oː n														
1248-2		dʑ ɨ														
1509-2		d dʑ n														
504-2		dʑ o h														
2130-2		s i														
1-2		ʔ o														
386-2		o k														
1411-2		ʔ m														
1027-2		k a ʔ														
2077-2		m ɔ h														
1459-2		k l ŋ														
1323-2		l l														
1859-3			ŋ ai̯													
175-3			ʔ a													
241-3			ʔ m ʔ													
2163-3			kʰ m r													
2181-3			n a m													
2060-3			ʔ l m													
410-3			d ʔ													
1841-3			m f													
2017-3			h i													
1004-3			l aː													
614-3			b o h													
686-3			b l i													
88-3			kʰ a ʔ													
872-3			n l ŋ													
1891-3			d aː													
68-3			s iː m													
631-3			b ə r													
594-3			g aː													
1759-3			h a ɲ													
805-3			g iː ɲ													
756-3			h f ʔ													
1201-3			m o l													
2042-3			ʔ aː													
1968-3			d a ʔ													
2000-3			r aː ŋ													
17-3			v a d													
4-3			ɨː m													
788-3			d ai̯													
1219-3			h iː m													
141-3			ʔ aː ŋ													
541-3			b r j a ŋ													
1687-3			h o r													
123-3			aː m													
1652-3			tɕ iː ɲ													
576-3			ŋ a													
1738-3			d a ʔ													
442-3			h o m													
368-3			tɕ j a ŋ													
1778-3			b a d													
957-3			n a b													
1704-3			ʔ iː ʔ													
304-3			j a m													
1796-3			tɕ a ŋ													
720-3			d r h													
287-3			h ə b													
321-3			g ə h													
206-3			d o ʔ													
1950-3			ʔ g													
665-3			o n													
703-3			n o ʔ													
1290-3			m r													
1391-3			h a t													
269-3			g a t													
855-3			tɕ a n													
2078-3			s ə													
2213-3			m ai̯													
1858-3			s a													
1151-3			g j ə r													
737-3			b ə d													
340-3			s oː													
1111-3			s ai̯													
485-3			ŋ f													
1356-3			m ui̯ h													
1093-3			d o ŋ													
1063-3			d ui̯ m													
648-3			tɕ ɨː ɲ													
223-3			g ui̯ n													
1248-3			tɕ													
1509-3			d b ɲ													
504-3			tɕ o h													
1-3			ʔ o													
386-3			j o ʔ													
1411-3			ʔ m													
1027-3			g a ʔ													
2077-3			m ɔːi̯													
1459-3			g l r													
1323-3			l ɨː													
1859-4				ŋ												
175-4				g a												
241-4				ʔ m ʔ												
2163-4				p n												
2181-4				n a m												
2060-4				ʔ ɨ m												
410-4				t l												
1841-4				m o												
2017-4				h ɔi̯												
1004-4				a aː												
614-4				p o h												
686-4				p l iː												
88-4				g ɔ ʔ												
872-4				n ɨ ŋ												
1891-4				t aː												
68-4				s iː m												
631-4				p ə												
594-4				ŋ aː												
1759-4				h a n												
805-4				ŋ iː ɲ												
756-4				h ɨ k												
1201-4				m u a												
2042-4				ʔ aː												
1968-4				t a ʔ												
2000-4				aː ŋ												
17-4				v a t												
4-4				əː m												
788-4				t												
1219-4				h iː m												
141-4				ʔ aː ŋ												
541-4				p ai̯ j a ŋ												
1687-4				h m n												
123-4				aː m												
1652-4				iː iː n												
576-4				ŋ ɔi̯												
1738-4				t a g												
442-4				h o m												
368-4				t j a ŋ												
1778-4				p a t												
957-4				n a p												
1704-4				ʔ iː ʔ												
304-4				j a m												
1796-4				iː ɔ ŋ												
720-4				t a h												
287-4				g a p												
321-4				ŋ eu̯ h												
206-4				t o k												
1950-4				ʔ p												
665-4				o n												
703-4				n o ʔ												
1290-4				m ai̯												
1391-4				g a												
269-4				ŋ a												
855-4				iː a n												
2078-4				s iː												
2213-4				m												
1858-4				s a												
1151-4				ŋ j a n												
737-4				p ai̯ t												
340-4				s o												
1111-4				s												
485-4				ŋ f												
1356-4				m ɔi̯ h												
1093-4				t o ŋ												
1063-4				t o m												
648-4				iː eu̯ ŋ												
223-4				ŋ o n												
1509-4				t p ŋ												
504-4				iː o h												
2130-4				s iː												
1-4				ʔ o												
386-4				o k												
1411-4				ʔ												
1027-4				ŋ a ʔ												
2077-4				m a												
1459-4				ŋ l ai̯												
1859-5					ŋ ei̯											
175-5					k a											
241-5					ʔ ɔ t											
2163-5					kʰ n											
2181-5					n a m											
2060-5					ʔ ɨ m											
410-5					ɗ l											
1841-5					m f											
2017-5					h ei̯											
1004-5					l aː											
614-5					b o h											
686-5					b l ei̯											
88-5					kʰ a ʔ											
872-5					n ɨ ŋ											
1891-5					ɗ aː											
68-5					s i m											
631-5					b ə n											
594-5					k aː											
1759-5					h a ɲ											
805-5					k i ɲ											
756-5					h ɨ ʔ											
1201-5					m ɔ ʔ											
2042-5					ʔ aː											
1968-5					ɗ e ʔ											
2000-5					aː ŋ											
17-5					i e d											
4-5					əː m											
788-5					ɗ ei̯											
1219-5					h i m											
141-5					ʔ aː ŋ											
541-5					b r j a ŋ											
1687-5					h ɔ n											
123-5					aː m											
1652-5					dʑ i ɲ											
576-5					ŋ a											
1738-5					ɗ e k											
442-5					h ɔ m											
368-5					ɗ j a ŋ											
1778-5					b e d											
957-5					n e b											
1704-5					ʔ i ʔ											
304-5					j e m											
1796-5					dʑ a ŋ											
720-5					d r h											
287-5					k a b											
321-5					k o h											
206-5					ɗ o ʔ											
1950-5					ʔ u											
665-5					oː n											
703-5					n o ʔ											
1290-5					m l											
1391-5					tʰ e t											
269-5					k e t											
855-5					dʑ a n											
2078-5					s i											
2213-5					m ei̯											
1858-5					s a											
1151-5					k j a n											
737-5					b r ei̯											
340-5					s o											
1111-5					s ei̯											
485-5					ŋ ŋ											
1356-5					m ɔ h											
1093-5					d o ŋ											
1063-5					ɗ ɔ m											
648-5					dʑ ɨ ɲ											
223-5					k ɨ n											
1248-5					dʑ ɨ											
1509-5					d dʑ ɲ											
504-5					dʑ o h											
2130-5					s i											
1-5					ʔ o											
1411-5					ʔ ɔ											
2077-5					m ɔ											
1323-5					l əː											
1859-6						ŋ iː										
175-6						k a										
241-6						ʔ o ʔ										
2163-6						k o n										
2181-6						n a m										
2060-6						ʔ a m										
410-6						ɗ k										
1841-6						m f										
2017-6						h eːi̯										
1004-6						r aː										
614-6						p o h										
686-6						p r eːi̯										
88-6						k a ʔ										
872-6						n w ŋ										
1891-6						ɗ aː										
68-6						s i m										
631-6						p a n										
594-6						k aː										
1759-6						h a ɲ										
805-6						k i ɲ										
756-6						h w ʔ										
1201-6						m o ə										
2042-6						ʔ aː										
1968-6						ɗ e ʔ										
2000-6						r aː ŋ										
17-6						k e ə										
4-6						əː m										
788-6						ɗ iː										
1219-6						h i m										
141-6						ʔ aː ŋ										
541-6						p r j a ŋ										
1687-6						h o r										
123-6						aː m										
1652-6						dʑ i ɲ										
576-6						ŋ a r										
1738-6						ɗ e k										
442-6						h ɔ m										
368-6						ɗ j a ŋ										
1778-6						p e ə										
957-6						n e p										
1704-6						ʔ i ʔ										
304-6						j e m										
1796-6						dʑ a ŋ										
720-6						d r h										
287-6						k a p										
321-6						k a h										
206-6						ɗ o ʔ										
1950-6						ʔ r										
665-6						o n										
703-6						n o ʔ										
1290-6						m k										
1391-6						k e t										
269-6						k e t										
855-6						dʑ e n										
2078-6						s eːi̯										
2213-6						m iː										
1858-6						s a										
1151-6						k j a n										
737-6						p r iː										
340-6						s ou̯										
1111-6						s iː										
1093-6						d o ŋ										
1063-6						ɗ ɔ m										
648-6						dʑ dʑ ɲ										
1248-6						dʑ										
1509-6						d aː ɲ										
504-6						dʑ o h										
2130-6						s i										
1-6						ʔ ou̯										
1411-6						ʔ o										
2077-6						m o h										
1323-6						dʑ l										
1859-7							ŋ									
175-7							g a									
241-7							ʔ l ʔ									
2163-7							ŋ n									
2181-7							n a m									
2060-7							ʔ ɨ m									
410-7							t iː									
1841-7							m f									
2017-7							h ɔːi̯									
1004-7							a aː									
614-7							p o h									
686-7							p l ɔːi̯									
88-7							g a k									
872-7							n ɨ ŋ									
1891-7							t aː									
68-7							s iː m									
631-7							p a									
594-7							f aː									
1759-7							h a n									
805-7							f iː n									
756-7							h ɨ k									
1201-7							m o a									
2042-7							ʔ aː									
1968-7							t a ʔ									
2000-7							aː ŋ									
17-7							v a a									
4-7							əː m									
788-7							t a									
1219-7							h iː m									
141-7							ʔ aː ŋ									
541-7							p l j a ŋ									
1687-7							h o n									
123-7							aː m									
1652-7							eː iː n									
576-7							ŋ ɔːi̯									
1738-7							t a g									
442-7							h o m									
368-7							tɕ j a ŋ									
1778-7							b a a									
957-7							n a b									
1704-7							ʔ iː ʔ									
304-7							j a m									
1796-7							eː a ŋ									
720-7							d ə h									
287-7							g a b									
321-7							l o h									
206-7							t o k									
1950-7							ʔ aː									
665-7							o n									
703-7							n o ʔ									
1290-7							m l									
1391-7							g a d									
269-7							f a d									
855-7							eː a n									
2078-7							t ɔːi̯									
2213-7							m									
1858-7							s a									
1151-7							f j a n									
737-7							b aː d									
340-7							s o									
1111-7							s									
485-7							ŋ ŋ									
1356-7							m u h									
1093-7							d o ŋ									
1063-7							t ɔː m									
648-7							a p n									
223-7							f ɔː n									
1248-7							tɕ ɨ									
1509-7							d p n									
504-7							p o h									
2130-7							t iː									
1-7							ʔ o									
386-7							o k									
1411-7							ʔ									
1027-7							ɲ a ʔ									
1459-7							j l l									
1859-8								ŋ ai̯								
175-8								k a								
241-8								ʔ ɔ ʔ								
2163-8								kʰ ɔ ŋ								
2181-8								n a m								
2060-8								ʔ i m								
410-8								d kʰ								
1841-8								m f								
2017-8								h ei̯								
1004-8								l aː								
614-8								b o h								
686-8								b l ei̯								
88-8								kʰ a ʔ								
872-8								n i ŋ								
1891-8								d aː								
68-8								s a m								
631-8								b e ŋ								
594-8								g aː								
1759-8								h a ŋ								
805-8								g i ŋ								
756-8								h i ʔ								
1201-8								m o ʔ								
2042-8								ʔ aː								
1968-8								d a ʔ								
2000-8								aː ŋ								
17-8								v a t								
4-8								əː m								
788-8								d ai̯								
1219-8								h a m								
141-8								ʔ aː ŋ								
541-8								b r j a ŋ								
1687-8								h ɔ ŋ								
123-8								aː m								
1652-8								dʑ a ŋ								
576-8								ŋ a r								
1738-8								d a k								
442-8								h o m								
368-8								d j a ŋ								
1778-8								p a t								
957-8								n a p								
1704-8								ʔ a ʔ								
304-8								j a m								
1796-8								dʑ a ŋ								
720-8								t a h								
287-8								kʰ a p								
321-8								g e h								
206-8								d o ʔ								
1950-8								ʔ i								
665-8								o n								
703-8								n o ʔ								
1290-8								m ai̯								
1391-8								kʰ a ʔ								
269-8								g a ʔ								
855-8								dʑ a n								
2078-8								s iː								
2213-8								m ai̯								
1858-8								s a								
1151-8								g j a ŋ								
737-8								p e t								
340-8								s o								
1111-8								s ai̯								
485-8								ŋ ŋ								
1356-8								m ɔ h								
1093-8								t o ŋ								
1063-8								d au̯ m								
648-8								dʑ i ŋ								
223-8								g au̯ n								
1248-8								dʑ i								
1509-8								t aː ŋ								
504-8								dʑ o h								
2130-8								s iː								
1-8								ʔ o								
386-8								o ʔ								
1411-8								ʔ ɔ								
1027-8								g a ʔ								
2077-8								m ɔ h								
1459-8								g l ai̯								
1323-8								l l								
1859-9									ŋ l							
175-9									ŋ a							
241-9									ʔ u ʔ							
2163-9									kʰ m n							
2181-9									n a m							
2060-9									ʔ ə m							
410-9									d l							
1841-9									m f							
2017-9									h iː							
1004-9									l ɛː							
614-9									b o h							
686-9									b l iː							
88-9									ai̯ a ʔ							
872-9									n dʑ ŋ							
1891-9									d ɛː							
68-9									s iː m							
631-9									b ə							
594-9									g ɛː							
1759-9									h a n							
805-9									g a n							
756-9									h f ʔ							
1201-9									m u l							
2042-9									ʔ ɛː							
1968-9									d a ʔ							
2000-9									ɛː ŋ							
17-9									v a l							
4-9									ɨː m							
788-9									d l							
1219-9									a iː m							
141-9									ʔ ɛː ŋ							
541-9									b r j ŋ ŋ							
1687-9									h u r							
123-9									ɛː m							
1652-9									dʑ iː n							
576-9									ŋ a							
1738-9									d a ŋ							
442-9									h o m							
368-9									ai̯ j ŋ ŋ							
1778-9									b a l							
957-9									n a b							
1704-9									ʔ iː ʔ							
304-9									j a m							
1796-9									dʑ a ŋ							
720-9									d r h							
287-9									l j b							
321-9									g o h							
206-9									ai̯ o ʔ							
1950-9									ʔ u							
665-9									oː n							
703-9									n o ʔ							
1290-9									m l							
1391-9									ai̯ a t							
269-9									g a t							
855-9									dʑ a n							
2078-9									s iː							
2213-9									m l							
1858-9									s a							
1151-9									g j i n							
737-9									b r l							
340-9									f o							
485-9									ŋ l							
1356-9									m u h							
1093-9									d o ŋ							
1063-9									d oː m							
648-9									dʑ ɛː n							
223-9									g ui̯ n							
1248-9									dʑ							
504-9									dʑ o h							
2130-9									s iː							
1-9									ʔ o							
386-9									o ʔ							
1027-9									g a ʔ							
2077-9									m a h							
1459-9									g l l							
1323-9									l l							
1859-10										ŋ a						
175-10										g a						
241-10										ʔ ɔ ʔ						
2163-10										kʰ m r						
2181-10										ʔ a m						
2060-10										ʔ ɔː m						
410-10										d ŋ						
1841-10										m f						
2017-10										h kʰ						
1004-10										l aː						
614-10										b o h						
686-10										b l kʰ						
88-10										j a ʔ						
872-10										ʔ d ŋ						
1891-10										d aː						
68-10										s i m						
631-10										b a						
594-10										k aː						
1759-10										h ɛ ŋ						
805-10										k i ŋ						
756-10										h ɛː ʔ						
1201-10										m o ʔ						
2042-10										ʔ aː						
1968-10										d ɛ ʔ						
2000-10										r aː ŋ						
17-10										n ɛ t						
4-10										e m						
788-10										d r						
1219-10										h i m						
141-10										ʔ aː ŋ						
541-10										b r j a ŋ						
1687-10										h ɔ r						
123-10										aː m						
1652-10										dʑ i ŋ						
576-10										ŋ a r						
1738-10										d ɛ g						
442-10										h ɔ m						
368-10										d j a ŋ						
1778-10										ɓ ɛ t						
957-10										ʔ ɛ ɓ						
1704-10										ʔ i ʔ						
304-10										j ɛ m						
1796-10										dʑ a ŋ						
720-10										t a h						
287-10										ŋ a ɓ						
321-10										k o h						
206-10										d o ʔ						
1950-10										ʔ ŋ						
665-10										ɔː ʔ						
703-10										ʔ o ʔ						
1290-10										m r						
1391-10										j ɛ ʔ						
269-10										k ɛ ʔ						
855-10										dʑ a ʔ						
2078-10										s i						
2213-10										m a						
1858-10										s a						
1151-10										k j a						
737-10										ɓ r t						
340-10										s a						
1111-10										s a						
485-10										ŋ ŋ						
1356-10										m ɔ h						
1093-10										t o ŋ						
1063-10										d ɔː m						
648-10										dʑ aː ŋ						
223-10										k a ʔ						
1248-10										tɕ						
1509-10										t aː ŋ						
504-10										dʑ o h						
2130-10										s i						
1-10										ʔ o						
386-10										o ʔ						
1411-10										ʔ m						
1027-10										k ɛ ʔ						
2077-10										m a h						
1323-10										l l						
1859-11											ŋ a					
175-11											k a					
241-11											ʔ o ʔ					
2163-11											ŋ					
2181-11											n a m					
2060-11											ʔ ɨ m					
410-11											t ɲ					
1841-11											m aːu̯					
2017-11											h ɔi̯					
1004-11											a aː					
614-11											b o h					
686-11											b l ɔi̯					
88-11											k a n					
872-11											n ɨ ŋ					
1891-11											t aː					
68-11											s i m					
631-11											b a					
594-11											n aː					
1759-11											h h ɲ					
805-11											n i ɲ					
756-11											h ɨ k					
1201-11											m o a					
2042-11											ʔ aː					
1968-11											t h ʔ					
2000-11											aː ŋ					
17-11											v h a					
4-11											əː m					
788-11											t a					
1219-11											h i m					
141-11											ʔ aː ŋ					
541-11											b r ə a ŋ					
1687-11											h o r					
123-11											aː m					
1652-11											a i n					
576-11											ŋ ɔ					
1738-11											t a k					
442-11											h o m					
368-11											tɕ ə a ŋ					
1778-11											b h a					
957-11											n h b					
1704-11											ʔ i ʔ					
304-11											ə h m					
1796-11											a a ŋ					
720-11											d ə h					
287-11											k a b					
321-11											l aː					
206-11											t aː n					
1950-11											ʔ o					
665-11											o n					
703-11											n aː ʔ					
1290-11											m r					
1391-11											k h d					
269-11											n h d					
855-11											a h n					
2078-11											s a					
2213-11											m a					
1858-11											s a					
1151-11											n ə a n					
737-11											b r a					
340-11											s aː					
1111-11											s a					
485-11											ŋ ŋ					
1356-11											m ɔi̯ h					
1093-11											d o ŋ					
648-11											a əː ŋ					
223-11											n ɔ n					
1248-11											f ɨ					
1509-11											d aː k					
504-11											a aː h					
2130-11											s i					
1-11											ʔ au̯					
386-11											ə o n					
1411-11											ʔ					
1027-11											n h ʔ					
2077-11											m̥ a					
1459-11											n l ŋ					
1859-12												ŋ ɛ				
175-12												n a				
241-12												ʔ o ʔ				
2163-12												kʰ n				
2181-12												n a m				
2060-12												ʔ ɨ m				
410-12												t i				
1841-12												m ui̯				
2017-12												h i				
1004-12												l ə				
614-12												b ou̯ h				
686-12												b l i				
88-12												k a ʔ				
872-12												n ɨ ŋ				
1891-12												ŋ ə				
68-12												s i m				
631-12												b ə n				
594-12												g ə				
1759-12												h a ɲ				
805-12												g i ɲ				
756-12												h ɨ n				
1201-12												m o ʔ				
2042-12												ʔ ə				
1968-12												t a ʔ				
2000-12												ə̆ ŋ				
17-12												v a t				
4-12												ə m				
788-12												ɛ				
1219-12												h i m				
141-12												ʔ ə̆ ŋ				
541-12												b r j a ŋ				
1687-12												h o n				
123-12												ə̆ m				
1652-12												c i n				
576-12												ŋ ɔ				
1738-12												a n				
442-12												h ɔ m				
368-12												t j a ŋ				
1778-12												p a t				
957-12												n a p				
1704-12												ʔ i ʔ				
304-12												j a m				
1796-12												c ɔ ŋ				
720-12												t a h				
287-12												k a p				
321-12												g ə h				
206-12												ŋ ou̯ ʔ				
1950-12												ʔ ə				
665-12												o n				
703-12												n ou̯ ʔ				
1290-12												m i				
1391-12												k ă t				
269-12												g a t				
855-12												c a n				
2078-12												s i				
2213-12												m ɛ				
1858-12												s a				
1151-12												g j ə n				
737-12												p r ɛ				
340-12												s ou̯				
1111-12												s ɛ				
485-12												ŋ i				
1356-12												m ɔ h				
1093-12												t o ŋ				
1063-12												ŋ ɔ m				
648-12												c ə n				
223-12												g ɔ n				
1248-12												c				
1509-12												t ə n				
504-12												c ou̯ h				
2130-12												s i				
1-12												ʔ ou̯				
386-12												j ou̯ ʔ				
1411-12												ʔ				
1027-12												g a ʔ				
2077-12												m a				
1459-12												g l i				
1323-12												l ə				
1859-13													k ɛ			
175-13													ʔ a			
241-13													ʔ u ʔ			
2163-13													kʰ n			
2181-13													n a m			
2060-13													ʔ ə m			
410-13													t l			
1841-13													m ui̯			
2017-13													h ɛ			
1004-13													l ə			
614-13													b ou̯ h			
686-13													b l ɛ			
88-13													k a ʔ			
872-13													n ɨ k			
1891-13													ə			
68-13													s i m			
631-13													b ə n			
594-13													g ə			
1759-13													h a n			
805-13													g i n			
756-13													h ɨ ʔ			
1201-13													m ɛ ʔ			
2042-13													ʔ ə			
1968-13													t a ʔ			
2000-13													ɨ k			
17-13													v a t			
4-13													ə m			
788-13													ɛ			
1219-13													h i m			
141-13													ʔ ɨ k			
541-13													b r j a			
1687-13													h u n			
123-13													ɨ m			
1652-13													c i n			
576-13													k ɔ			
1738-13													a ʔ			
442-13													h ɔ m			
368-13													t j a			
1778-13													p a t			
957-13													n a p			
1704-13													ʔ i ʔ			
304-13													j a m			
1796-13													c ɔ k			
720-13													t a h			
287-13													ʔ a p			
321-13													g ə h			
206-13													ou̯ ʔ			
1950-13													ʔ ə			
665-13													w n			
703-13													n ou̯ ʔ			
1290-13													m ɛ			
1391-13													k ă t			
269-13													g a t			
855-13													c a n			
2078-13													s i			
2213-13													m ɛ			
1858-13													s a			
1151-13													g j ə n			
737-13													p r ɛ			
340-13													s ou̯			
1111-13													s ɛ			
485-13													k			
1356-13													m ɔ h			
1093-13													t o k			
1063-13													ŋ ɔ m			
223-13													g ɔ n			
1248-13													c			
1509-13													t ə n			
504-13													c ou̯ h			
2130-13													s i			
1-13													ʔ ou̯			
386-13													j ou̯ ʔ			
1411-13													ʔ			
1027-13													g a ʔ			
2077-13													m a			
1459-13													g l ɛ			
1323-13													l ə			
1859-14														ŋ ai̯		
175-14														k a		
241-14														ʔ ɔ ʔ		
2163-14														kʰ m r		
2181-14														n a m		
2060-14														ʔ l m		
410-14														tʰ l		
1841-14														m f		
2017-14														h iː		
1004-14														l aː		
614-14														b o h		
686-14														b l iː		
88-14														kʰ a ʔ		
872-14														n i ŋ		
1891-14														tʰ aː		
68-14														s iː m		
631-14														b l r		
594-14														g aː		
1759-14														h a ɲ		
805-14														g i ɲ		
756-14														h f ŋ		
1201-14														m o l		
2042-14														ʔ aː		
1968-14														tʰ a ʔ		
2000-14														aː ŋ		
17-14														v a l		
4-14														ə m		
788-14														tʰ ai̯		
1219-14														h iː m		
141-14														ʔ aː ŋ		
541-14														b r j a ŋ		
1687-14														h o r		
123-14														aː m		
1652-14														dʑ iː ɲ		
576-14														ŋ a		
1738-14														tʰ a k		
442-14														h o m		
368-14														j j a ŋ		
1778-14														p a l		
957-14														n a p		
1704-14														ʔ iː ʔ		
304-14														j a m		
1796-14														dʑ a ŋ		
720-14														d a h		
287-14														ŋ a p		
321-14														g o h		
206-14														tʰ o ʔ		
1950-14														ʔ ɔː		
665-14														oː n		
703-14														n o ʔ		
1290-14														m l		
1391-14														kʰ a t		
269-14														g a t		
855-14														dʑ a n		
2078-14														s iː		
2213-14														m ai̯		
1858-14														s a		
1151-14														g j a n		
737-14														p r d		
340-14														s o		
1111-14														s ai̯		
485-14														ŋ l		
1356-14														m ɔ h		
1093-14														d o ŋ		
1063-14														tʰ ɔː m		
648-14														dʑ dʑ ŋ		
223-14														g ɔː n		
1248-14														dʑ		
1509-14														d aː ŋ		
504-14														dʑ o h		
2130-14														s iː		
386-14														o ʔ		
1411-14														ʔ m		
1027-14														g a ʔ		
2077-14														m ɔ		
1459-14														g l l		
1323-14														l l		
1859-15															ŋ au̯	
175-15															n a	
241-15															ʔ ʔ	
2163-15															kʰ n	
2181-15															n a m	
2060-15															ʔ ə m	
410-15															t ŋ	
1841-15															m ou̯	
2017-15															h au̯	
1004-15															l ə	
614-15															b o h	
686-15															b l au̯	
88-15															k a ʔ	
872-15															n i ŋ	
1891-15															ɲ ə	
68-15															s ɨi̯ m	
631-15															b ə n	
594-15															g ə	
1759-15															h a ɲ	
805-15															g ɨi̯ ɲ	
756-15															h i ʔ	
1201-15															m o ʔ	
2042-15															ʔ ə	
1968-15															t a ʔ	
2000-15															ə ŋ	
17-15															v a c	
4-15															əa m	
788-15															ɲ au̯	
1219-15															h ɨi̯ m	
141-15															ʔ ə ŋ	
541-15															b r j a ŋ	
1687-15															h ui̯ n	
123-15															ə m	
1652-15															c ɨi̯ ɲ	
576-15															ŋ a	
1738-15															ɲ a n	
442-15															h ɔː m	
368-15															t j a ŋ	
1778-15															p a c	
957-15															n a p	
1704-15															ʔ ɨi̯ ʔ	
304-15															j a m	
1796-15															c ɔ ŋ	
720-15															t a h	
287-15															k a p	
321-15															g ə h	
206-15															ɲ ou̯ ʔ	
1950-15															ʔ o	
665-15															o a	
703-15															n ou̯ ʔ	
1290-15															m ʔ	
1391-15															k a t	
269-15															g a t	
855-15															c a n	
2078-15															s ɨi̯	
2213-15															m au̯	
1858-15															s a	
1151-15															g j əa n	
737-15															p r t	
340-15															s a	
1111-15															s au̯	
485-15															ŋ ŋ	
1356-15															m ɔː h	
1093-15															t o ŋ	
1063-15															ɲ ɔː m	
648-15															c ə n	
223-15															g ɔː n	
1248-15															c i	
1509-15															t ə n	
504-15															c o h	
2130-15															s ɨi̯	
1-15															ʔ ou̯	
386-15															ou̯ ʔ	
1027-15															g a ʔ	
2077-15															m a	
1459-15															g l ŋ	
1323-15															b əɯ̯	
1859-16																ŋ ɛː
175-16																k a
241-16																ʔ u t
2163-16																ŋ n
2181-16																n a m
2060-16																ʔ a m
410-16																d ŋ
1841-16																m uːi̯
2017-16																h ei̯
1004-16																l̥ aː
614-16																b ou̯ h
686-16																b l ei̯
88-16																k a ʔ
872-16																n ə ŋ
1891-16																d aː
68-16																s iː m
631-16																b ə
594-16																g aː
1759-16																h a ɲ
805-16																g iː ɲ
756-16																h ou̯ ʔ
1201-16																m o c
2042-16																ʔ aː
1968-16																d a ʔ
2000-16																aː ŋ
17-16																v ɛ c
4-16																əː m
788-16																d ɛː
1219-16																h iː m
141-16																ʔ aː ŋ
541-16																b r j a ŋ
1687-16																h u r
123-16																aː m
1652-16																c iː ɲ
576-16																ŋ ɔ
1738-16																d a ʔ
442-16																h ɔ m
368-16																d j a ŋ
1778-16																p ɛ c
957-16																n ɛ p
