COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2608					j a m l o k		j a m l o k	
865						z a s	z a s	
1941	u t u	u tʰ u	u tʰ u	u tʰ u				
117					kʰ a r i		kʰ a r i	
2268				s e m pʰ e k a				s e m pʰ e l a n
2055					u kʰ e n		u kʰ e n	
2		a ʃ i			a ʃ i		a ʃ i	
908	l j a k p u			l e k p u				j a k p u
2462		d̪ a ŋ kʰ u				d̪ a m k u	d a ŋ kʰ ə n	tʰ a ŋ m a n
1575	ɾ i j a m a			ɾ i j a m a				
580	b l a s a							b l a s a
2646		h a ŋ j a				h a ŋ j a		
2498	l e k aː l o	l e k a ʔ a n z u		l e k a ă n tʃʰ a m	l e k aː l o	l e k a ʔ a l o		
2201		n a ʃ u				n a ʃ u		
2083			z a m b o		z a m b o			
1547	j a s			j a s				j a s
1088	j o n			j o n				j o n
2625		b e n a m z u m	b i n a z u ŋ			b o i n a m z u ŋ	b i n a z u ŋ	i n a ŋ z u m
379	g u ɾ gʱ a ŋ			kʰ u r kʰ a ŋ	kʰ u r kʰ a ŋ		kʰ u r kʰ a ŋ	
1996	m u t̪ i r k a	m u ŋ t̪ a ŋ			m u ŋ d i r		m u ŋ d i r kʰ e n	m u ŋ d i r p a n
2302	ʃ o ŋ l a k a	ʃ o ŋ l a i			ʃ o ŋ l a kʰ a n		ʃ o ŋ l a kʰ a n	ʃ o ŋ l a l a n
2034						g o k u	g o kʰ e n	
1060	kʰ o l o k p a		k o l o k p a			k o l o k p a		
2348		l a ŋ tʃ o i	l a ŋ tʃ e			l a ŋ tʃ o i		
2350					tʃ o kʰ ə n			tʃʰ o l a n
2296				tʰ o g tʃʰ a m				t o k p a n
2312		g o tʃ u				g o tʃ u		
2314				k o t tʃʰ a m	g o t kʰ ə n		g o t kʰ ə n	g o t p a n
2277			ŋ j e w o			ŋ j e w o		
445	n a ɾ i k o l							n a ɾ i k o l
416		kʰ a m tʃ u d a ŋ				kʰ a m tʃ u d a ŋ		
856			k j a k p a				k j a k p a	
2699	tʃ a i t a ŋ p u			t a ŋ p u				s a p tʃ a t a ŋ p u
1852		kʰ o m tʰ e ɾ a ŋ	kʰ o m d̪ a ɾ a ŋ		kʰ o m d̪ a ɾ a ŋ	kʰ o m tʰ e ɾ a ŋ	kʰ o m d i r a ŋ	
2645	h ă ŋ		h ă ŋ		h ă ŋ			h ă ŋ
2416						z i k a n		z i g p a n
1809					tʃ i kʰ e n		tʃ i kʰ e n	
2331			tʃ o k p o		tʃ o k p o			tʃ o k p o
989	tʃʰ a b u l a			tʃʰ a b u				
1851	kʰ u m i n			kʰ ŏ m i n				kʰ ŏ m i n
854	p a i pʰ u			p a i p u				p e p u
2489		pʰ a k p o	pʰ a k p o					
1263		ɾ j u	ɾ j u			ɾ j u	ɾ j u	
590	n a			n a				n a
1576		g o ŋ ɾ i			g o ŋ ɾ i	ɾ i g o ŋ ɾ i		
1672	l e m a			l e m a				
2588		kʰ u	kʰ u		kʰ u	kʰ u	kʰ u	
2203					a kʰ ə n		n a kʰ ə n	
1906	u ɲ u	u ɲ u m o		u ɲ u		u ɲ u		
2445		t̪ a m tʃ u				t̪ a m tʃ u		
562	s a ŋ k a			s a ŋ k a				
388	g u w a			g o w a				
