COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
139-4				m i k l + t i a					
142-4				m a i					
145-4				m o + t e k a					
176-4				tɬ e n a tɬ					
179-4				n e k a + tɬ					
180-4				m e i + tɬ i					
186-4				k e tʃ + i					
190-4				j a k a + tɬ					
194-4				s e					
220-4				o h + i					
231-4				i h tɬ a					
240-4				k o tɬ i					
283-4				i + t e + tɬ					
293-4				i n + n					
314-4				k w a w i + + tɬ					
315-4				o m e					
322-4				t e h i o a n					
1-5					n oː t i				
2-5					aː n e				
8-5					w eː i i				
16-5					e x + t i				
24-5					i s t i				
32-5					m i i				
51-5					aː n i				
52-5					w aː + t o				
53-5					n e g a l				
54-5					t eː h l i				
55-5					b e eː				
60-5					aː x				
83-5					t eː t				
87-5					p aː t a n i				
92-5					m e a				
103-5					n eː				
106-5					k e i				
138-5					n e h a				
139-5					m e k + t i				
142-5					n e t i				
145-5					m o + t aː k a				
176-5					t eː a t				
179-5					n e k a + t				
180-5					m eː + t i				
186-5					eː				
190-5					j e k				
194-5					s eː				
220-5					o i				
231-5					i t a				
240-5					k oː t i				
283-5					t oː aː				
293-5					eː n				
314-5					b a i				
315-5					oː n eː				
322-5					t e h a n aː n				
1-6						m uː t i			
2-6						aː + n e l + t i			
8-6						w e j			
16-6						i s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						aː n + aː			
52-6						w a k + u			
53-6						n a k a l			
54-6						t aː l			
55-6						k w aː			
60-6						aː n + t u l a l a			
83-6						t aː t			
87-6						p a t a n			
92-6						m a k a			
103-6						m aː i			
106-6						k aː i			
138-6						n a			
139-6						m i k n t i a			
142-6						m a t			
145-6						m u + t aː k aː			
176-6						t aː k aː + t			
179-6						n a k a + t			
180-6						m aː n + t i			
186-6						e			
190-6						j a k a			
194-6						s aː			
220-6						u + t i			
231-6						i t a			
240-6						k uː i			
283-6						t aː + t			
293-6						i n i			
314-6						k w a n i t			
315-6						uː m i			
322-6						t a e m a n			
1-7							n o o		
2-7							e e		
8-7							e e		
16-7							e n t e		
24-7							o t		
32-7									
51-7							o		
52-7							o a		
53-7							n e e		
54-7							t e		
55-7							k e		
60-7							o n e		
83-7							t e t		
87-7							t a t e		
92-7							t e		
103-7							e		
106-7							t a t e		
138-7							n e		
139-7							m e tʃ a i		
142-7							a t		
145-7							m o + t e		
176-7							t e		
179-7							n e + t		
180-7							e t e		
186-7							k e t		
190-7							e k e		
194-7							e		
220-7							o		
231-7							t e		
240-7							t o t e		
283-7							e + t		
293-7							e n		
314-7							k w e i e t		
315-7							o		
322-7							t e n e e		
1-8								m oː	
2-8								a n a m + tɬ a	
8-8								w a h a	
16-8								a s + tɬ ɨ	
24-8								i s t tɬ	
32-8								m ɨ k ɨ	
51-8								a	
52-8								w a k + oː	
53-8								n a k a tɬ ɨ	
54-8								tɬ aː l + l ɨ	
55-8								k w a + + ɨ	
60-8								i + t ɨ l l aː +	
83-8								t a + tɬ	
87-8								tɬ a tɬ aː n	
92-8								m a k a	
103-8								m a	
106-8								tɬ a k ɨ	
138-8								n ə h a	
139-8								m + t + + a	
142-8								m a tɬ ɨ	
145-8								m o + t a k a h	
176-8								t a + a + tɬ	
179-8								n a k + tɬ	
180-8								m a + tɬ ɨ	
186-8								k a tɬ	
190-8								j a k	
194-8								s a h	
220-8								oː h tɬ	
231-8								n + tɬ a	
240-8								k oː tɬ ɨ	
283-8								t + tɬ	
293-8								a n	
314-8								k w a w + + tɬ	
315-8								oː m a	
322-8								t ə h w a + + h	
1-9									m o tʃ iː
2-9									n n e + tɬ iː
8-9									b a u tɬ
16-9									j i n + tɬ iː
24-9									i pː p e
32-9									m iː k iː
51-9									ts o n + iː
52-9									b a k + tɬ iː
53-9									n a k a + iː
54-9									tɬ i l iː
55-9									k w a + u
60-9									i x + t o l o l o
83-9									tɬ i n + tɬ
87-9									tɬ a tɬ a n iː
92-9									m a k a
103-9									m a n u
106-9									k a k iː
138-9									n a h a
139-9									m iː k ø + t iː a
142-9									m a t i
145-9									m o + t a + k a
176-9									tɬ i n + k a + tɬ
179-9									n a k a + tɬ
180-9									m a n + tɬ iː
186-9									k i + tɬ
190-9									j a k + k tʃ
194-9									i a n u
220-9									o h n tʃ iː
231-9									i + tɬ a
240-9									k o tɬ iː
283-9									t i + tɬ
293-9									iː n + o
314-9									k w a l iː u + tɬ
315-9									i m a
322-9									t i h iː b a l
