COGID	Albanian	English	French	German	Latin
315-3			r t		
1169-3			s ɛ		
1150-3			s		
982-3			p s		
987-3			p		
1055-3			s t		
1130-3			s ɛ		
433-3			s ɛ		
585-3			t		
625-3			l		
1186-3			t ɛ		
814-3			v ɛ r		
416-3			p ɛ		
1233-3			v ɛ		
884-3			v ɛ r		
916-3					
1016-3			a		
952-3					
514-3			p s		
1079-3			p ɛ		
1100-3			g s s		
47-3			p l		
111-3			l ɛ		
1061-3			m ɔ t		
1155-3			ʃ ɔ		
343-3			v t t		
671-3			g s s		
460-3			p t r		
8-3			s ɛ		
644-3			s ɛ		
683-3			ʃ ɛ		
650-3			s		
612-3			f ɛ		
871-3			p r		
1209-3			v ɔ		
667-3			l ɛ		
499-3					
14-3			p s		
1029-3					
272-3			v		
278-3			m ɛ		
410-3			p r t		
336-3			s		
1009-3			v ɛ		
479-3			m ɛ		
712-3			m ɔ r		
1113-3			s ɛ		
605-3			ɔ		
752-3			p		
695-3			m		
73-3			f r		
162-3			p s		
239-3			d ɛ		
560-4				g eː i m	
438-4				eː r ə	
1222-4				ʃ t aː g	
353-4				f r iː r ə	
201-4				f eː g ə	
20-4				f eː n ə ə r	
503-4				f n a l	
957-4				z i n	
728-4				l eː ŋ ə	
244-4				n eː m ə n	
289-4				n eː iː ə t	
911-4				r eː n ə ə	
724-4				d r n	
145-4				t t iː	
992-4				h eː	
1181-4				n t t t t	
706-4				a n ə ə	
106-4				f eː d ə r	
421-4				f l iː ə r	
227-4				f l iː s	
920-4				h a r t ə ə	
1083-4				h a r n	
1066-4				g g	
1125-4				n a n	
1197-4				m eː d ə r	
473-4				n eː n ə	
284-4				n a n	
661-4				v a n d	
701-4				r eː g ə	
315-4				r eː g ə n d	
1169-4				ʃ a l t	
1150-4				ʃ t a r t ə ə	
982-4				ʃ ʃ i t	
987-4				ʃ n iː	
1055-4				ʃ eː t b ə r ə	
1130-4				ʃ a k	
433-4				z a n d	
585-4				t	
625-4				t eː ŋ d	
1186-4				t u n d	
814-4				n eː t t t	
416-4				ʃ v ai s	
1233-4				v a n d	
884-4				v eː r m ə	
78-4				f l iː g	
514-4				h eː r ə n d	
116-4				a t	
188-4				f eː eː b ə r	
745-4				f eː d ə r	
1100-4				f r a iː ə t	
630-4				n eː t b t	
1155-4				n eː t	
24-4				n a n t	
232-4				n a n	
671-4				g r eː iː ə t	
460-4				n au t ə t	
8-4				m t t t t s	
385-4				z eː	
945-4				z eː g ə t	
1041-4				ʃ t a n d	
492-4				d eː n d	
527-4				v eː t ə r	
14-4				m a l ə ə	
1-4				a l	
915-4				a n d	
271-4				a z g	
711-4				g ai s	
1112-4				ʃ l aː t	
205-4				g r a z t	
301-4				g l iː g	
72-4				g a l t	
238-4				t aː g	
560-5					w i i i o
438-5					a r e o
1222-5					a u o a
353-5					p l a u i o
201-5					s i n i o
20-5					k a t i i o
503-5					p l e n a
957-5					d a a
728-5					l a l i o
244-5					k a l i o
289-5					n r iː i o
911-5					r a l t i a
724-5					t r n o
145-5					d u a a
992-5					k iː
1181-5					k l i n i o
706-5					a l i i o
106-5					p e l i s
741-5					p eː a i o
421-5					f l uː i s
227-5					p l i o
920-5					k o r i d o
1083-5					k o r m o
1066-5					a d o
1125-5					k a n o
1197-5					m a n i s
473-5					k u l i l
284-5					k a n a
661-5					k a d a
701-5					r u l i o
315-5					r a l i i d o
1169-5					s e l a
982-5					a s iː t o
987-5					k u e a
1055-5					k a t b a l i o
1130-5					s u l o
433-5					s o l i o
585-5					t o
625-5					l u n i e
1186-5					d u n a
814-5					w i r i i o
416-5					k u a a
1233-5					w i n i o
884-5					w i r i o
916-5					a a
1016-5					a nː iː m a l
952-5					a a
78-5					k u t t
1079-5					p i d o
116-5					u t t
188-5					k u u b u t t
745-5					k a p u t
47-5					k l a m a o
111-5					l a d a
1061-5					m a l t a o
630-5					u u u u e
1155-5					k u l i o
24-5					k u t t
232-5					k u t t
343-5					w i i i i o
460-5					p u l r iː t o
945-5					k a p u t
644-5					k u d a
683-5					k a m i t o
650-5					s i i i l o
612-5					f i m aː
1041-5					k u u t t
871-5					d r l a i d o
492-5					k u u u t
1209-5					w o m i a
667-5					l a i
499-5					n o
1029-5					w o
272-5					s i d i s
278-5					m a r i o
410-5					a n o r m i eː
1009-5					f i n d s
198-5					l r
479-5					k a n o
712-5					m o r i o
1113-5					s a l i i o
605-5					a kʷ a
752-5					r e l p iː r o
695-5					w u d i o
73-5					f r l i i d o
164-5					n a r r i k aː
239-5					k a l s
