COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
585	a t	ɐˀ	a t	ɐˀ	ɔˀ	ɔˀ	ɔˀ	ɔ
589	kʰ u m	kʰ ø n	kʰ u m	kʰ ø n	kʰ ɔ m	kʰ ɔ m	k ɔ m	k ɔ m
593	d ɛ n	d ɛ n	d ɛ n	d ɛ n	d a n	d ɛ n	d a n	d a n
594	l u ŋ	l ə	l u ŋ	l a	l i ŋ	l a n	d ə	l ə
595	tʰ u ŋ	tʰ øː	tʰ u ŋ	tʰ øː	tʰ ĩː	tʰ yː	tʰ øː	tʰ øː
596	ŋ a k	n u	ŋ a k	n ɔ	n u	n u k	ɲ u k	ɲ ɔ
598	ʑ ɛ t	z u	ʑ a	z u	z u	z u	z u	z u
599	d ɛ m	d ɛ̃ĩ	d ɛ m	d ɛ̃ː	d ĩː	d ĩː	d ɛ̃ː	d ɛ̃ː
602	ʑ ɛi	z ɛː	ʑ e	ʐ aː	z ɛː	z ɛː	z aː	z aː
603	l a p	l ɛˀ	l a p	l a	r a p	r a p	l a p	l a p
606	s u m	s ɔ ɹ	s u m	s ɔ ɹ	s u	s ə	s ɔ ɹ	s ɛ j
605	b aˀ	b ɔ	b a	b ɔ	b ɔ	b oː	b ɔ	b u
620	l ɛi	l ɛˀ	l ei	l aː	l ɛˀ	l ɛˀ	l aˀ	l a
637	pʰ a k	pʰ ɐ k	pʰ a k	pʰ ɐ k	pʰ a k	pʰ a k	pʰ a k	pʰ a k
639	dʑ u	dʑ ɔː	dʑ u	dz ɔː	dʑ ɔː	dʑ oː	dʑ au	dʑ au
645	kʰ ɔ	g u	kʰ ɔ	kʰ ɔ	g yː	kʰ ɔ	g ɔ	kʰ ɔ
646	r i ŋ	r ɛ ŋ	l i ŋ	r ai ŋ	r ɛ ŋ	r ɛ ŋ	r ɛ ŋ	r ɛ ŋ
168	h j ɛ k	h ɛ k	h ɛ k	x ai k	h ɛ k	h ɛ k	h ɛ k	h ɛ k
658	h ɔ t	h a ŋ	h ɔ	h a n	h a n	h a n	h a n	h a n
665	pʰ a	pʰ uː	pʰ a	pʰ uː	pʰ uː	pʰ uː	pʰ uː	pʰ uː
668	pʰ a	h uː	pʰ a	f uː	h uː	h uː	h uː	h uː
677	t a ŋ	t a ŋ	t a ŋ	tʰ a ŋ	t a ŋ	t a ŋ	t a ŋ	t a ŋ
75	k ɔ ŋ	k u ŋ	k ɔ ŋ	kʰ u ŋ	k u ŋ	k u ŋ	k u ŋ	k u ŋ
678	ɕ a	s uː	ɕ a	x yː	s uː	s uː	s uː	s uː
682	m a n	m ɛ n	p ɛ n	m ɛ n	m a n	m ɛ n	m a n	m a n
493	ʑ u	z yː	ʑ u	ʐ yː	z yː	z yː	z yː	z iː
693	ɕ a	s ə	ɕ a	ʂ a	s u	s u	s ə	s ə
694	m a	m uː	m a	m	m	m	m uː	m uː
702	tsʰ u m	tɕ ø n	tsʰ u m	ts ø n	tɕ ɔ m	tɕ ø m	ts ɔ m	tɕ ɔ m
704	m a	m uː	m a	m uː	m uː	m uː	m ɔ	m o
176	l a	l uː	l a	l uː	l uː	l uː	l uː	l uː
709	s a m	s	s a m	s	s	s	s	s
710	t u	tʰ øˀ	t u	tʰ øˀ	t ɔ p	t øˀ	t ɔ p	t ɔ p
714	m j ɛ	m ɛ	m e	m ɛ	m ɛ	m ɔ	m a t	m a t
718	kʰ a	kʰ	kʰ a	g a	kʰ	kʰ	g ə	kʰ
719	tɕʰ a m	tɕʰ ɔ̃ː ŋ	tɕʰ a m	tsʰ yː	tɕʰ ũː ŋ	tɕʰ ũː ŋ	tɕʰ ũː	tɕʰ ɔ̃ː
22	m u	m yː	m u	m yː	m yː	m yː	m yː	m iː
723	ts u n	tɕʰ i ŋ	tɕʰ i n	ts i ŋ	tɕ i ŋ	tɕ i ŋ	ʨ i ŋ	tɕ i ŋ
726	b i ŋ	dʑ ɛ ŋ	b i ŋ	dz ai ŋ	dʑ ɛ ŋ	dʑ ɛ ŋ	z ɛ ŋ	z ɛ ŋ
729	b ɔ	b	b ɔ	b	b	b	b	b u
730	d i	r ɛː	d i	r aː	r ɛː	r ɛː	r aː	t i
739	p ɕ i	pʰ l iː	p ɕ i	pʰ l iː	pʰ l iː	pʰ l iː	pʰ l iː	pʰ l iː
740	b a	b ə	b a	b ə	b ə	b ə	b ə	b ə
741	kʰ ɔ p	kʰ ɔ k	kʰ ɔ p	kʰ ɔ k	kʰ ɔ k	kʰ ɔ k	kʰ ɔ k	kʰ ɔ k
744	ɔ	ə	ɔ	a	a	a	a	u
743	kʰ ɔ n	h ɛ n	h a n	f ɛ n	f a n	h ɛ n	f a n	f a n
746	pʰ ɔ ŋ	pʰ u ŋ	pʰ ɔ ŋ	pʰ u ŋ	pʰ u ŋ	pʰ u ŋ	pʰ u ŋ	pʰ u ŋ
748	tʰ i	tʰ	tʰ i	d y	tʰ ə k	tʰ ɛ k	d ə	d ə
747	kʰ u	kʰ yː	kʰ u	kʰ yː	kʰ yː	kʰ yː	kʰ yː	kʰ yː
749	kʰ ɛ n	kʰ ɛ n	kʰ ɛ n	kʰ ɛ n	kʰ a n	kʰ ɛ n	kʰ a n	kʰ a n
751	t a n	t ɐ̃ː	t a n	t ɐ̃ː	t ɔ̃ː	t ɔ̃ː	t ɔ̃ː	t ɔ̃ː
762	m ɛ n	m ɛ n	m ɛ n	m ɛ n	m a n	m ɛ n	m a n	m a n
764	h i n	h ɛ n	h i n	h ɛ n	h a n	h ɛ n	h a n	h a n
765	b i	dʑ i	b i	dʑ i	dʑ i	dʑ i	dʑ i	dʑ i
788	h u	h a	h u	h a m	l y m	l y m	l ə	l ə
615	l a k	l ɐ k	l a k	l ɐ k	l a k	l a k	l a k	l a k
803	ɕ a	s ə	ɕ a	ʂ u	s u	s u	s u	s u
802	b a k	w ɐ k	b a k	w ɐ k	w a k	w a k	w a k	w a k
808	b ɛi	b a	b i	b a	b a	b a	b ə	b a
809	ts i	tɕ i	ts i	ts i	tɕ i	tɕ i	ts i	tɕ i
819	d u k	d y k	d u k	d y k	d y k	d y k	d y k	d u k
821	ɕ a	s u	ɕ a	ʂ u	z u	s ə	s ə	s ə
820	b ɛi	b ɐ	b i	b ɐ	b ɔ	b ɔ	b ɔ	b ɔ
828	ɕ a k	s ɐ k	ɕ a k	ɕ ɐ k	s a k	s a k	s a k	s a k
827	p u	p yː	p u	p yː	p yː	p yː	p yː	p iː
835	h ai	n ɐ̃	h ai	n ɐ̃	n ɔ̃	n ɔ̃	n ɔ	n ɔ
308	d u	r yː	d u	r yː	r yː	r yː	r yː	r yː
844	ʑ i p	z i	ʑ i	ʐ i	z i	z i	z ə	z i
848	m u	m ə	m u	m a	m ə	m ə	m ə	m u
705	l a	l uː	l a	l uː	l uː	l uː	l uː	l uː
613	ɔ	ə	ɔ	a	ə	ə	ə	ə
649	h j ɛ k	h ɛ k	h ɛ k	x ai k	h ɛ k	h ɛ k	h ɛ k	h ɛ k
876	ɕ u	tɕ ɐ̃ː	ɕ u	ts ɐ̃ː	tɕ ɔ̃ː	tɕ ɔ̃ː	ts ɔ̃ː	tɕ ɔ̃ː
878	j ɔ m	j u ŋ	j ɔ m	j u ŋ	j u ŋ	j u ŋ	j u ŋ	j u ŋ
889	h a m	h ɔ̃ː	h a m	x ũː	h ũː	h ũː ŋ	h ũː	h ɔ̃ː
898	n u k	n y k	n u t	n y k	n y k	n y k	n y k	n u k
902	h a	h u ŋ	h a	h ũː	h u ŋ	h ũː ŋ	h ũː ŋ	h u ŋ
910	i n	ɛ n	i n	ɛ n	a n	a n	a n	a n
916	l i	l iː	l i	l iː	r iː	l iː	l iː	l iː
919	r i	r ɛː	l i	r aː	r ɛː	r ɛː	r aː	r aː
922	ɕ i s	s i k	ɕ i s	ʂ i k	s i k	s i k	ɕ i t	ɕ i t
930	tɕʰ u	tɕʰ ɔː	ɕ u	tsʰ ɔ̃ː	tɕʰ ɔ̃ː	tɕʰ ɔ̃ː	ʨʰ au	tɕʰ au
933	k ɛi	kʰ ɛː	k i	kʰ aː	h ɛ̃ː	k ɛˀ	k aː	k aː
939	d j ɛ k	r ɛ k	d i k	r u k	r ɛ k	r ɛ k	r ɛ k	r ɛ k
947	j ɛ n	w ɛ n	j ɛ n	w ɛ n	w a n	w ɛ n	w a n	w a n
948	n a	n u	n a	n u	n u ŋ	n u ŋ	n u	n u
963	ʑ a	z uː	ʑ a	ʐ uː	z uː	z uː	z uː	z uː
967	tɕʰ u p	tɕʰ y k	tɕʰ u p	tɕʰ y k	tɕʰ y k	tɕʰ y k	kʰ y t	tɕʰ u k
969	ɕ a	s	ɕ a	ʂ	s	s	s	s
970	kʰ ɔ k	kʰ u k	kʰ ɔ k	kʰ u k	k u k	k u k	k u k	k u k
972	n a	n ə	n a	n a	n ə	n ə	n ə	n i
731	m u	m yː	m u	m yː	m yː	m yː	m yː	m iː
973	b i n	dʑ i ŋ	b i n	dz i ŋ	dʑ i ŋ	dʑ i ŋ	dz i ŋ	dz i ŋ
974	h a s	n ɐ̃	h a ɕ	n ɐ̃	n ɔ̃	n ɔ̃	n ɔ̃	n ɔ̃
979	dʑ ɛ n	tɕ ɐ̃ː n	dʑ ɛ n	dz ɐ̃ː	dʑ a n	tɕ ɔ̃ː n	tɕ a n	tɕ a n
182	kʰ u	kʰ yː	kʰ u	kʰ yː	kʰ yː	kʰ yː	kʰ yː	kʰ yː
993	n a m	n ə	n a m	n a	n ə	n ə	n y	n i
994	ʑ u	j yː	ʑ u	j yː	j yː	j yː	j yː	j iː
1001	s a	s ɐ	s a	s ɐ	s ɔ	s ɔ	s ɔ	s o
1002	d aˀ	d u	d a k	d u	d u	d u	d u	d u
1005	tɕʰ y n	tɕʰ yː	tɕʰ u n	tsʰ yː	tɕʰ yː	tɕʰ yː	ʨʰ yː	tɕʰ iː
1009	kʰ ɔu	kʰ ɔː	kʰ au	kʰ ɔː	kʰ oː	kʰ oː	kʰ oː	kʰ oː
1022	ɕ a	s y	ɕ a	ʂ y	s	s	s y	s
1021	dʑ ɔ k	j u k	dʑ ɔ k	j u k	u k	u k	j u k	u k
1043	g u ŋ	w u ŋ	g u ŋ	w u ŋ	w u ŋ	u ŋ	j u ŋ	j u ŋ
1049	t u s	t ɛː	t u s	t aː	t ɛː	t ɛː	t aː	t aː
1065	kʰ i ŋ	tɕʰ ĩː	kʰ i ŋ	ʈʂʰ ĩː	tɕʰ ĩː	tɕʰ ĩː	kʰ ĩː	kʰ ĩː
1068	w u	j ɔː	w u	j ɔː	j ɔː	j oː	j au	j au
1077	l u ŋ	l y ŋ	l u ŋ	l y ŋ	r y ŋ	r y ŋ	l y ŋ	l u ŋ
1081	r a ŋ	r ɔ̃ː ŋ	l a ŋ	r ɔ̃ː ŋ	r ũː ŋ	r ũː ŋ	r ũː	r ɔ̃ː
1084	ɕ i ŋ	h i ŋ	h i ŋ	h i ŋ	h i ŋ	h i ŋ	h i ŋ	h i ŋ
1092	m ɛi	m ə	m ei	m a	m ə	pʰ	m ə	m i
1091	dʑ u	tɕʰ iː	dʑ u	tsʰ iː	ʨʰ iː	tɕʰ iː	ʨʰ iː	tɕʰ iː
1096	n a	n ə	n a	n a	n ə	n ə	n ə	n ə
1097	dʑ u	g yː	dʑ u	ɖʐ yː	g yː	g yː	g yː	g iː
1102	ɲ ɔi	n ɛː	ɲ ui	n aː	n ɛː	n ɛː	ɲ aː	ɲ aː
1104	tʰ ɔ n	tʰ øː	tʰ ɔ n	tʰ øː	tʰ ĩː	tʰ ɛ n	tʰ øː	tʰ eː
1108	tɕʰ a k	tɕʰ ɐ k	tɕʰ a k	tsʰ ɐ k	tɕʰ a k	tɕʰ a k	ʨʰ a k	tɕʰ a k
552	dʑ a	dʑ uː	dʑ a	dʑ uː	dʑ uː	dʑ uː	dʑ uː	dʑ uː
1111	b ɛi	b l ɐ	b ei	b l ɐ	b l ɔː	b ɹ ɔː	b l ɔː	b l ɔː
1116	s a n	s ɐ̃ː	s a n	s ɐ̃ː	s ɔ̃ː	s ɔ̃ː	s ɔ̃ː	s ɔ̃ː
722	kʰ ou	kʰ ɔː	kʰ au	kʰ ɔː	kʰ ɔː	kʰ oː	kʰ oː	kʰ oː
1141	j a ŋ	j ɔ̃ː	j a ŋ	j ɔ̃ː	j ũ ŋ	j ũ ŋ	j ũ ŋ	j ɔ̃ː
1147	pʰ i	b ə	pʰ e	b a	b ə	b ə	b ə	b ə
1146	dʑ ɔˀ	z ɔ	z ɔ	z ɔ	z ɔː	z oː	z au	z au
1150	h w a ŋ	h a ŋ	h w a ŋ	x a ŋ	h a ŋ	h a ŋ	h a ŋ	h a ŋ
1151	ɔ m	u ŋ	ɔ m	ũː ŋ	u ŋ	u ŋ	u ŋ	u ŋ
1158	kʰ a k	h ɐ k	kʰ a k	x ɐ k	h a k	kʰ a k	h a k	h a k
1159	pʰ u	pʰ ɔ̃ː	pʰ u	pʰ ũː	pʰ ũː	pʰ ũː	pʰ ũː	pʰ ɔ̃ː
1164	tʰ a	tʰ	tʰ a	tʰ a	tʰ	tʰ	tʰ ə	tʰ ə
1163	l a	l uː	l a	l uː	r uː	r uː	l uː	l uː
1167	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ
1171	l ɔi	l ɛː	l ui	l aː	l ɛː	l ɛː	l aː	l aː
1177	ɕ u p	z yː	tɕʰ u	ʐ yː	z yː	z yː	z yː	z i
1187	kʰ ɛi	kʰ ɐ̃ː	kʰ ei	kʰ ɐ̃ː	kʰ aː	kʰ ɔ̃ː	kʰ ai	kʰ aː
1189	ɲ i s	n i k	ɲ i s	n i k	n i k	n i k	ɲ i k	ɲ i t
52	kʰ a	kʰ uː	kʰ a	kʰ uː	kʰ uː	kʰ uː	kʰ uː	kʰ uː
1195	ʑ i	z iː	ʑ i	z iː	z iː	z iː	z iː	z iː
1203	tʰ u p	tʰ y k	tʰ u p	tʰ y k	tʰ y k	tʰ y k	tʰ y k	tʰ u k
1211	j ɔu	j ɔ	j ɔu	j ɔ	j ɔ	j o	j au	j au
329	w a	r ɐˀ	w a	r ɐˀ	r ɔˀ	r ɔˀ	r ɔˀ	r ɔ
1217	m a ŋ	m ə	m a ŋ	m a	m ə	m ə	m ə	m ə
72	kʰ a	kʰ uː	kʰ a	kʰ uː	kʰ uː	kʰ uː	kʰ uː	kʰ uː
1218	tɕʰ i k	tɕʰ i k	tɕʰ i k	tsʰ i k	tɕʰ i k	tɕʰ i k	tɕʰ i k	tɕʰ i k
1222	tɕʰ ɔ ɹ	tɕʰ øː n	tɕʰ ɔ l	tsʰ øː	tɕʰ ĩː ŋ	tɕʰ yː	tɕʰ eː	tɕʰ eː
1229	dʑ a m	dʑ ɐ ŋ	dʑ a m	dʑ ɐ ŋ	dʑ ũ ŋ	dʑ ũ ŋ	dʑ a ŋ	dʑ a ŋ
1238	d a ŋ	d ɔ̃ː ŋ	d a ŋ	d ɔ̃ː ŋ	d ũː ŋ	d ũː ŋ	d ũː ŋ	d ɔ̃ː ŋ
1249	m i	n iː	m i	n iː	m iː	m iː	ɲ iː	ɲ iː
1252	j a	j uː	j a	j uː	j uː	j uː	j uː	j uː
1254	n a m	n ə	n a m	n a	n ə	p	n ə	n ə
1253	s u ŋ	s ø n	s u ŋ	s ø n	s ɔ m	s ø m	s ɔ m	s ɔ m
1257	k ɔː	k ɔː	k a l	k ɔː	k ɔː	k oː	k au	k oː
1263	dʑ u	dʑ ə	dʑ u	dʑ ə	dʑ ə	dʑ ə	dʑ ə	dʑ ə
1266	dʑ a k	dʑ ɐ k	dʑ a k	dʑ ɐ k	dʑ a k	dʑ a k	ʥ a k	dʑ a k
584	t ɔ m	t u ŋ	t ɔ m	t u ŋ	t u ŋ	t u ŋ	t u ŋ	t u ŋ
7	w ɔi	w aː	w ui	w aː	w aː		w aː	w aː
1191	l j a	l a ŋ	l j a	l a ŋ	l a ŋ		l a ŋ	l a ŋ
13	tɕʰ a		tɕʰ a	tɕʰ uː	tɕʰ uː	tɕʰ uː	tɕʰ uː	tɕʰ uː
18	p a	dʑ i	b i	dʑ i		dʑ i	dʑ i	dʑ i
33	n a m	n ə	n a m	n a	n ə	pʰ	n ə	
74	t a	t ɛ n	t a		t a n	t ɛ n	t ɔː	t ɔː
81	s a ŋ	s a n		ʂ a n	s a ŋ	s a ŋ	s a n	s a n
83	m i k	m i k	m i k		m i k	m i k	m i k	m i t
89	tʰ ɔ ŋ		tʰ ɔ ŋ	tʰ y ŋ	tʰ ɔ ŋ	tʰ ɔ ŋ	tʰ ɔ̃ː ŋ	tʰ ɔ ŋ
90	j a p		ʑ a p	ʐ ɔː	z oː	z oː	z oː	z oː
104		m ə	m ɔː	m a	m ə	pʰ	m ə	m ə
123	tɕʰ i	tɕʰ ə	tɕʰ i	tɕʰ ə		tɕʰ a ŋ	tɕʰ ə	tɕʰ ə
122	kʰ u s	kʰ ø	kʰ u s	x ø		kʰ ø	kʰ ø	kʰ e
121	m a	m uː	m a	m ɐ		m	m ɔː	m ɔː
154	tɕʰ ɔu	tɕʰ ɔ	tɕʰ ɔu		tɕʰ ɔ	tɕʰ o	ʨʰ au	tɕʰ au
159	ɕ a		ɕ a	s ə	s ə	s	s	s
161	kʰ i	tɕʰ iː	kʰ i	tɕʰ iː	tɕʰ iː		ʨʰ iː	kʰ iː
170	g ɛ t	tɕʰ ɛ ʔ	g ɛ t	dʑ ɛ ʔ	ʥ ɛ ʔ	dʑ ɛ ʔ	g a t	
91	ɔ	a	ɔ		a	a	a	a
181	n ɔu	n uː	n ɔu		n uː	n uː	n uː	n uː
186	ʑ a	dʑ ə		dz a	dʑ u	dʑ ə	dz ə	dʑ ə
191	ɕ a	s ə	ɕ a	ʂ ə	z ə		z ə	z ə
211		b a	b ɛ ŋ	b ə	b a	m ə	b a	b a
210		kʰ ə	kʰ a n	kʰ ɐ̃ː	kʰ ɔ̃ː	kʰ ɔ̃ː	kʰ ɔ̃ː	kʰ ɔ̃ː
217	k a	k aˀ	k a	k aˀ	k a	k a	k u	
221	n u	n yː		n yː	n yː	n yː	n yː	n u
233		d u	d a	d u	d uˀ	d u	t u	t u
246		t yː	t i	t yː	t yː	t yː	t yː	t iː
252	ts ɛ n	tɕ ɛ n	ts ɛ n	ts ɛ n	tɕ a n	tɕ ɛ n	tɕʰ a n	
253	l a m	r a n	l a m	r a n	r a m	r a m	r ɛ ŋ	
261	b ɔ	b y	b a	b y	b y		b y	b i
262	j u	yː	j u	yː	yː		yː	iː
281	tɕʰ a t	tɕ ɛ k		ts a t	tɕ ɛ k	tɕ ɛ k	ʨ ɛ k	tɕ ɛ k
287	l ɔu	l ɛ n		l ə	l u ŋ	l u ŋ	l i	l y
288	l a	l u		l uː	l uː	l uː	l uː	l uː
292	d ɛi	s i	d ɔ	d i		kʰ ɔ k	d i	tʰ i
297	kʰ ɔ	kʰ o k	kʰ ɔ	kʰ ɔ k	kʰ ɔ k		kʰ o k	kʰ o k
311	k i		k i	ʈʂʰ iː	k iː	k iː	k iː	k iː
332	b e	b uː	b e	b uː	b uː		b uː	b uː
342		y k	ɔ	ɔ	y k	ɔ	ɔ	ɔ
358	dʑ ɔ ŋ	j u ŋ	g ɔ ŋ	j u ŋ	j u ŋ	j u ŋ	j u ŋ	
366	k i	tɕ ə		ts ə	k ə	k ə	k ə	k ə
378	tɕʰ ɛ t	tɕʰ ɐ̃	tɕʰ a t	ʈʂʰ ɐ̃		tɕʰ ɔ̃	tɕʰ ɔ̃	tɕʰ ɔ̃
382	m ɛi	m iː	m ui	m iː	m iː	m iː	m yː	
392	dʑ ɔ k	dʑ ɔ k		dʑ ɔ k	dʑ ɔ k	dʑ ɔ k	dz ɔ k	dʑ ɔ k
397	p a	b ɔː	b a	b ɔː	b ɔː	b oː	b oː	
437		h ɛ̃ː	h ɔi	h aː	h ɛ̃ˀ	h ɛˀ	h aˀ	h aː
444		pʰ l ɐ k	pʰ a k	pʰ l ɐ k	pʰ l a k	pʰ r a k	pʰ l a k	pʰ l a k
465		tɕʰ i	ɕ i	tsʰ i	tɕʰ i	tɕʰ i	tɕʰ i	tɕʰ i
471	m a ŋ	m ɔ ɹ	m a ŋ	m a	m ɔ		m ɔ ŋ	m ɔ ŋ
477	d u	d	d u		d	d	d ə	d ə
478	l uˀ	r ɔ	l u		r ɔː	r oː	r au	r au
481	dʑ ɔ p	dʑ ɛˀ		ɖʐ aˀ	dʑ a p	dʑ a p	ʥ a p	dʑ a p
483	z ɛ ɹ	z ɛ n	ʑ ɛ l		z a n	z a n	z a n	z a n
500		m i ŋ	m u l	m i ŋ	m i ŋ	m i ŋ	m i ŋ	m i ŋ
511	kʰ ɔ	kʰ	kʰ ɔ		kʰ	kʰ	kʰ	kʰ
525	tɕʰ i	tɕʰ iː	tɕʰ i	tsʰ iː	s iː		tɕʰ iː	tɕʰ iː
542	dʑ ɔ ŋ	dʑ ɔ ŋ		ɖʐ ɔː	dʑ ɔ ŋ	dʑ ɔ ŋ	dʑ ɔ ŋ	dʑ ɔ ŋ
625		r u ŋ	ɕ ɔ k	r u ŋ	r u ŋ	r u ŋ	r u ŋ	r u ŋ
638	n a	n u	n a	n u	n u ŋ	n u ŋ	n u ŋ	
640		s ɛ̃ĩ	p ɕ i n	tsʰ ɛ̃ː	s ĩː	tɕʰ ĩː	tsʰ ɛ̃ː	tsʰ ɛ̃ː
656	ɕ a	z ə		ʐ y	z ə	z ə	z ə	z ə
657	d ɔ ŋ	d u ŋ		d u ŋ	d u ŋ	d u ŋ	d u ŋ	d u ŋ
659	d a		d a	d uː	d uː	d uː	d uː	d uː
711	tɕ u		tɕ ɔ	tsʰ ɛː	s ɔː	tɕʰ oː	tsʰ au	tɕʰ au
745	n a m		n a m	n a	n ə	n ə	n ə	n ə
818	tʰ eˀ	tʰ i k	tʰ e	tʰ i k	tʰ ɛ k	tʰ ɛ k	tʰ iː	
825	tʰ a	tʰ ə	tʰ a		tʰ ə	tʰ ə	d ə	d ə
839	tɕ ɔi	tɕʰ ɐ		tsʰ ɐ	tɕʰ ɔ	tɕʰ ɔ	tɕʰ ɔ	tɕʰ ɔ
841	ai	j ɛˀ	ai	j a	j ɛˀ	j ɛˀ	j a	
894	b ɹ u		b u	b yː	b ɹ ɔː	b yː	b ɹ yː	b ɹ yː
932	ɕ a	s	ɕ i	ʂ		s	s	s
936	l e	l a	l e		l a	l a	l ə	l ə
943	pʰ a k	pʰ a	pʰ a k		pʰ a k	pʰ a k	pʰ a k	pʰ a k
965	d u ŋ	d y ŋ		d y ŋ	d y ŋ	d y ŋ	d y ŋ	d u ŋ
981		d u	d a	d u	d u	d u	d u	d u
1039	s a ŋ	z a ŋ	s a ŋ		s ũ ŋ	s ɔ ŋ	s u ŋ	s u m
1044	u	a	ɔ	a	a		u	u
1076	kʰ ɛi	kʰ ɐ	kʰ ai	kʰ ɐ	kʰ ɔ	kʰ ɔ	kʰ ɔ	
