COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
1002-1	d a k							
1005-1	tɕʰ u n							
1009-1	kʰ ɛi							
1022-1	ɕ a							
1021-1	dʑ ɔ k							
1043-1	j u ŋ							
1049-1	t u s							
1065-1	kʰ i ŋ							
1068-1	w u							
1077-1	l u ŋ							
1081-1	l a ŋ							
1084-1	h i ŋ							
1092-1	m ɛi							
1091-1	dʑ u							
1096-1	n a							
1097-1	dʑ u							
1102-1	h ɛi							
1104-1	tʰ ɔ n							
1108-1	tɕʰ a k							
552-1	dʑ a							
1111-1	b e							
1116-1	s a n							
722-1	kʰ ɛi							
1141-1	j a ŋ							
1147-1	pʰ ɛi							
1146-1	ʑ ɔ							
1150-1	z a ŋ							
1151-1	u m							
1158-1	kʰ a k							
1159-1	pʰ u							
1164-1	tʰ a							
1163-1	l a							
1167-1	s a ŋ							
1171-1	l ɛi							
1177-1	z u							
1187-1	kʰ ɛi							
1189-1	ɲ i s							
52-1	kʰ a							
1195-1	ʑ i							
1203-1	tʰ u p							
1211-1	j ɛi							
329-1	w a							
1217-1	m a ŋ							
72-1	kʰ a							
1218-1	tɕʰ i k							
1222-1	tɕʰ ɔ ŋ							
1229-1	dʑ a m							
1238-1	d a ŋ							
1249-1	m i							
1252-1	j a							
1254-1	n a m							
1253-1	s u ŋ							
1257-1	k a n							
1263-1	dʑ u							
1266-1	dʑ a k							
584-1	t ɔ m							
7-1	w ɛi							
1191-1	l j a							
13-1	tɕʰ a							
18-1	b i							
33-1	n a m							
74-1	t a							
81-1	z a ŋ							
83-1	m i k							
89-1	tʰ ɔ ŋ							
90-1	ʑ a p							
123-1	tɕʰ i							
122-1	kʰ u s							
121-1	m a							
154-1	tɕʰ ɛi							
159-1	ɕ a							
161-1	kʰ i							
170-1	kʰ ɛ t							
91-1	u							
181-1	n u							
186-1	tsʰ ɛi							
191-1	ɕ a							
217-1	k a							
221-1	m u							
252-1	ts ɛ ŋ							
253-1	l a m							
261-1	b a							
262-1	j u							
281-1	ts i k							
287-1	ɲ a ŋ							
288-1	r a							
292-1	d ɔ k							
297-1	kʰ ɔ							
311-1	kʰ i							
332-1	b ɛi							
358-1	j ɔ ŋ							
366-1	kʰ ɛi							
378-1	tɕʰ a t							
382-1	m ɔi							
392-1	dʑ a k							
397-1	b a							
471-1	m a ŋ							
477-1	d u							
478-1	l u							
481-1	dʑ a p							
483-1	ʑ ɛ ŋ							
511-1	kʰ							
525-1	tɕʰ i							
542-1	dʑ a ŋ							
638-1	n a							
656-1	h ɛi							
657-1	d u ŋ							
659-1	d a							
711-1	tɕʰ ɔ							
745-1	n a m							
818-1	tʰ ɛ k							
825-1	t u							
839-1	tsʰ ɛi							
841-1	j ɛi							
894-1	b u							
932-1	ɕ i							
1-2		kʰ uː						
5-2		n a						
4-2		tʰ i k						
6-2		n a ŋ						
15-2		dʑ i						
55-2		l ɔ						
56-2		a						
60-2		z a						
61-2		kʰ y ŋ						
80-2		dʑ ɔ k						
87-2		dʑ ɐ						
86-2		pʰ l u						
92-2		pʰ l ŋ						
102-2		m a						
106-2		pʰ u k						
108-2		d a						
107-2		pʰ l ɐ						
112-2		pʰ a m						
115-2		z						
114-2		tʰ u ŋ						
120-2		d u						
124-2		a						
125-2		tʰ ɔ k						
132-2		z ə						
131-2		r i ŋ						
136-2		pʰ ə						
134-2		kʰ ɐ k						
137-2		a						
138-2		d ɔ k						
140-2		z uː						
143-2		tɕʰ ɐ k						
145-2		tɕʰ ɔ̃ː						
147-2		z ɛː						
149-2		w i k						
153-2		z						
152-2		t ɛ n						
158-2		tʰ y k						
163-2		r i						
164-2		n yː						
167-2		pʰ a ŋ						
171-2		n y ŋ						
172-2		b y k						
173-2		tʰ						
183-2		r ɛː						
185-2		m						
188-2		kʰ a						
189-2		tɕ i ŋ						
193-2		z ɛː						
196-2		m ɔ̃ː						
199-2		tɕʰ ɛː						
200-2		kʰ a n						
201-2		tɕʰ i						
202-2		kʰ						
203-2		tʰ u ŋ						
204-2		b yː						
206-2		n a m						
117-2		b yː						
146-2		tɕʰ øˀ						
219-2		pʰ						
218-2		tɕʰ ɛː						
224-2		m ɔ̃ː						
240-2		tɕʰ ɐ k						
244-2		j ɛˀ						
255-2		n y						
260-2		b ɛˀ						
263-2		r ɛ̃ĩ						
269-2		dʑ ɛː k						
271-2		tʰ ɐ k						
209-2		tɕʰ øˀ						
277-2		m a						
278-2		b u ŋ						
135-2		d ə						
284-2		m yː						
797-2		a						
290-2		l y						
289-2		tɕ i k						
296-2		n i						
310-2		z						
319-2		ɐː						
325-2		r a						
327-2		tʰ ɛː						
331-2		k ɔː						
337-2		b a n						
338-2		l y ŋ						
339-2		j						
350-2		kʰ						
349-2		tʰ y ŋ						
357-2		tɕʰ u						
355-2		a						
363-2		m ə						
361-2		tʰ øˀ						
365-2		z a ŋ						
364-2		d ɛ ʔ						
375-2		r u k						
379-2		z ɛ ʔ						
380-2		kʰ a						
396-2		j ɛˀ						
400-2		m uː						
405-2		d a ŋ						
404-2		z a n						
409-2		r ɛː k						
410-2		i k						
415-2		b a						
416-2		b a						
101-2		n u ŋ						
37-2		kʰ uː						
424-2		pʰ a						
434-2		tɕʰ ɛ n						
445-2		b						
446-2		z ɛˀ						
451-2		t u						
457-2		n a m						
456-2		b l uː						
464-2		pʰ i ŋ						
473-2		tɕʰ a						
474-2		j n						
479-2		z i ŋ						
489-2		j ɐ						
490-2		h ɔ̃ː						
494-2		z ə						
503-2		g ə						
502-2		z a ŋ						
235-2		l y ŋ						
519-2		l ɛˀ						
523-2		u k						
527-2		tɕʰ ɛ ŋ						
538-2		z						
544-2		j a n						
850-2		a						
554-2		dʑ ə						
553-2		r i ŋ						
558-2		kʰ ɔ̃ː ŋ						
561-2		z a						
562-2		b ɐ						
564-2		j ɛː						
567-2		m a						
570-2		pʰ yː						
575-2		ɐː						
582-2		l a						
585-2		j						
589-2		kʰ ɔ n						
593-2		d ɛ n						
594-2		l a						
595-2		tʰ						
596-2		n u						
598-2		z u						
599-2		d y						
602-2		z ɛː						
603-2		r a						
606-2		z u						
605-2		b a						
620-2		l a						
637-2		pʰ ɐ k						
639-2		dʑ ɔː						
645-2		kʰ ɔ						
646-2		r ɛ ŋ						
168-2		z ɛː k						
658-2		z a n						
665-2		pʰ uː						
668-2		h uː						
677-2		tʰ a ŋ						
75-2		kʰ u ŋ						
678-2		z uː						
682-2		m ɛ n						
493-2		z yː						
693-2		z a						
694-2		m						
702-2		tɕ ɛ n						
704-2		m uː						
176-2		l uː						
709-2		z						
710-2		tʰ y						
714-2		m ɛː						
718-2		kʰ						
719-2		tɕʰ ɔ̃ː						
22-2		m yː						
723-2		tɕ i ŋ						
726-2		dʑ ɛ ŋ						
729-2		b						
730-2		r ɛː						
739-2		pʰ l ŋ						
740-2		b ə						
741-2		kʰ ɔ k						
744-2		a						
743-2		z ɛ n						
746-2		pʰ u ŋ						
748-2		tʰ y						
747-2		kʰ yː						
749-2		kʰ ɛ n						
751-2		t ɔ̃ː						
762-2		m ɛ n						
764-2		z ɛ n						
765-2		dʑ i						
788-2		l a						
615-2		l ɐ k						
803-2		z u						
802-2		j ɐ k						
808-2		b a						
809-2		tɕ i						
819-2		d y k						
821-2		z u						
820-2		b ɐ						
828-2		z ɐ k						
827-2		b yː						
835-2		n y						
308-2		r yː						
844-2		z i						
848-2		m ə						
705-2		l uː						
613-2		ə						
649-2		z ɛː k						
876-2		tɕ ɐ̃ː						
878-2		j u ŋ						
889-2		z ɔ̃ː						
898-2		n y k						
902-2		z u ŋ						
910-2		j n						
916-2		r ɛˀ						
919-2		r ɛː						
922-2		z i k						
930-2		tɕʰ ɔ̃ː						
933-2		h a						
939-2		r ɛː k						
947-2		j ɛ n						
948-2		n u						
963-2		z uː						
967-2		tɕʰ y k						
969-2		z						
970-2		kʰ u k						
972-2		n ə						
731-2		m yː						
973-2		dʑ i ŋ						
974-2		n y						
979-2		dʑ ɐ						
182-2		kʰ yː						
993-2		n ə						
994-2		j yː						
1001-2		z ɐ						
1002-2		d u						
1005-2		tɕʰ yː						
1009-2		kʰ øː						
1022-2		z						
1021-2		w u k						
1043-2		w u ŋ						
1049-2		t ɛː						
1065-2		tɕʰ i						
1068-2		j ɛˀ						
1077-2		r y ŋ						
1081-2		r ɔ̃ː ŋ						
1084-2		z i ŋ						
1092-2		m ə						
1091-2		tɕʰ a						
1096-2		n ə						
1097-2		dʑ yː						
1102-2		n a						
1104-2		tʰ ɛ						
1108-2		tɕʰ ɐ k						
552-2		dʑ uː						
1111-2		b l ɐ						
1116-2		z ɔ̃ː						
722-2		kʰ øː						
1141-2		j ɛˀ ŋ						
1147-2		b ə						
1146-2		z ɔː						
1150-2		z a ŋ						
1151-2		j n						
1158-2		h ɐ k						
1159-2		pʰ y						
1164-2		tʰ						
1163-2		r uː						
1167-2		z a ŋ						
1171-2		l ɛː						
1177-2		z yː						
1187-2		kʰ ɐ̃ː						
1189-2		n i k						
52-2		kʰ uː						
1195-2		z a						
1203-2		tʰ y k						
1211-2		j ɛˀ						
329-2		r ɛ̃ĩ						
1217-2		m ə						
72-2		kʰ uː						
1218-2		tɕʰ i k						
1222-2		tɕʰ a						
1229-2		dʑ ɐ ŋ						
1238-2		d ɔ̃ː ŋ						
1249-2		n a						
1252-2		j uː						
1254-2		n ə						
1253-2		z a n						
1257-2		k ɔ̃ː						
1263-2		dʑ ə						
1266-2		dʑ ɐ k						
584-2		t u ŋ						
7-2		j a						
1191-2		l a ŋ						
18-2		dʑ i						
33-2		n ə						
74-2		tʰ ɛː						
81-2		s a ŋ						
83-2		m i k						
104-2		m ə						
123-2		tɕʰ a						
122-2		t ɔː						
121-2		m ɐ						
154-2		tɕ a						
161-2		tɕʰ ɛ̃ĩ						
170-2		dʑ ɛ ʔ						
91-2		ɐː						
181-2		n uː						
186-2		dʑ u						
191-2		z ə						
211-2		pʰ ə						
210-2		kʰ ɔ̃ː						
217-2		k a						
221-2		n yː						
233-2		d u						
246-2		t yː						
252-2		tɕ ɛ n						
253-2		r a n						
261-2		b y						
262-2		yː						
281-2		tɕ ɛ k						
287-2		l y						
288-2		l uː						
292-2		t i						
297-2		kʰ ɔ k						
332-2		b eː						
342-2		ɔ						
358-2		j u ŋ						
366-2		dʑ ə						
378-2		tɕʰ ɔː						
382-2		m y						
392-2		dʑ ɔ k						
397-2		b a						
437-2		h a						
444-2		pʰ l ɐ k						
465-2		tɕʰ i						
471-2		m a						
477-2		d						
478-2		r ɔ̃ː						
481-2		dʑ a						
483-2		z a ŋ						
500-2		m i ŋ						
511-2		kʰ						
525-2		tɕʰ a						
542-2		dʑ ɔ ŋ						
625-2		r u ŋ						
638-2		n u						
640-2		tɕʰ						
656-2		z ə						
657-2		d u ŋ						
818-2		tʰ ɛ k						
825-2		tʰ ə						
839-2		tɕʰ ɐ						
841-2		j ɛˀ						
932-2		s						
1-3			t a					
5-3			n a					
4-3			tʰ e					
6-3			n a ŋ					
15-3			p i					
55-3			l e					
56-3			ɔ					
60-3			s i					
61-3			kʰ u ŋ					
80-3			tɕʰ ɔ k					
87-3			tɕʰ u					
86-3			pʰ a					
92-3			pʰ a					
102-3			m i					
106-3			pʰ ɔ k					
108-3			d e					
107-3			pʰ l a					
112-3			pʰ ɔ p					
115-3			ɕ a					
114-3			tʰ ɔ m					
120-3			t a					
124-3			a					
125-3			tʰ ɔ k					
132-3			h i					
131-3			l i ŋ					
136-3			m u					
134-3			kʰ a k					
137-3			ɔ					
138-3			d ɔ k					
140-3			h a					
143-3			tɕʰ a k					
145-3			tɕʰ a n					
147-3			h i					
149-3			h u t					
153-3			ɕ a					
152-3			kʰ e n					
158-3			kʰ u s					
163-3			l i					
164-3			n u					
167-3			pʰ a ŋ					
171-3			n u ŋ					
172-3			b u k					
173-3			tʰ ɔ n					
183-3			l e					
185-3			m a					
188-3			tʰ u n					
189-3			ts u ŋ					
193-3			h a					
196-3			m a l					
199-3			ɕ i					
200-3			kʰ a l					
201-3			kʰ i					
202-3			kʰ ɔ					
203-3			tʰ ɔ ŋ					
204-3			b u					
206-3			n a ŋ					
117-3			b u					
146-3			kʰ i					
219-3			a					
218-3			k i					
224-3			m a ŋ					
240-3			ɕ a k					
244-3			w a t					
255-3			t a s					
260-3			b e					
263-3			l i					
269-3			t a ŋ					
271-3			tʰ a k					
209-3			kʰ i					
277-3			m ɛ n					
278-3			pʰ ɔ ŋ					
135-3			d a					
284-3			m u					
797-3			ɔ					
290-3			l e					
289-3			k i k					
296-3			n i					
310-3			ɕ i					
319-3			i					
325-3			l e					
327-3			tʰ i					
331-3			k e					
337-3			b ɛ ŋ					
338-3			l i ŋ					
339-3			a l					
350-3			kʰ u					
349-3			tʰ u ŋ					
357-3			tɕʰ a					
355-3			ɔ					
363-3			m a n					
361-3			tʰ e					
365-3			s a l					
364-3			tɕʰ e k					
375-3			l ɔ k					
379-3			ɕ ɛ t					
380-3			kʰ u					
396-3			j e					
400-3			m a					
405-3			d a ŋ					
404-3			s u m					
409-3			l ɛ k					
410-3			u t					
415-3			b i					
416-3			b u					
101-3			ŋ a					
37-3			kʰ a					
424-3			pʰ i					
434-3			ɕ ɛ l					
445-3			p					
446-3			ɕ i					
451-3			t a					
457-3			n a m					
456-3			b a					
464-3			p i ŋ					
473-3			ɕ i					
474-3			ɔ ŋ					
479-3			s ɛ l					
489-3			j i					
490-3			w a ŋ					
494-3			ɕ a					
503-3			kʰ u					
502-3			ɕ a ŋ					
235-3			l u ŋ					
519-3			l i					
523-3			u k					
527-3			kʰ ɛ ŋ					
538-3			ɕ					
544-3			w a m					
850-3			a					
554-3			p u					
553-3			d u ŋ					
558-3			kʰ a m					
561-3			ɕ a					
562-3			p a					
564-3			j u					
567-3			m a					
570-3			pʰ u					
575-3			ɔ					
582-3			l e					
585-3			a t					
589-3			kʰ u m					
593-3			d e n					
594-3			l u ŋ					
595-3			tʰ u ŋ					
596-3			ŋ a k					
598-3			ʑ ɛ t					
599-3			d e n					
602-3			ʑ i					
603-3			l a p					
606-3			s u m					
605-3			b a					
620-3			l e					
637-3			pʰ a k					
639-3			tɕʰ u					
645-3			kʰ ɔ					
646-3			l i ŋ					
168-3			z ɛ k					
658-3			h ɔ t					
665-3			pʰ a					
668-3			h a					
677-3			t a ŋ					
75-3			k ɔ ŋ					
678-3			ɕ a					
682-3			m a n					
493-3			ʑ u					
693-3			ɕ a					
694-3			m a					
702-3			tsʰ u m					
704-3			m a					
176-3			l a					
709-3			s a n					
710-3			t u					
714-3			m ɛ					
718-3			kʰ a					
719-3			tɕʰ a m					
22-3			m u					
723-3			ts u ŋ					
726-3			b i ŋ					
729-3			b ɔ					
730-3			d i					
739-3			p ɕ i					
740-3			b a					
741-3			kʰ ɔ p					
744-3			ɔ					
743-3			h ɔ n					
746-3			pʰ ɔ ŋ					
748-3			tʰ i					
747-3			kʰ u					
749-3			kʰ e n					
751-3			t a n					
762-3			m ɛ n					
764-3			h i n					
765-3			p i					
788-3			h u					
615-3			l a k					
803-3			ɕ a					
802-3			b a k					
808-3			b ai					
809-3			ts i					
819-3			d u k					
821-3			ɕ a					
820-3			b ai					
828-3			ɕ a k					
827-3			p u					
835-3			h a					
308-3			d u					
844-3			ʑ i p					
848-3			m u					
705-3			l a					
613-3			ɔ					
649-3			z ɛ k					
876-3			ɕ u					
878-3			j ɔ m					
889-3			h a m					
898-3			n u k					
902-3			h a					
910-3			i n					
916-3			l i					
919-3			l i					
922-3			ɕ i s					
930-3			tɕʰ u					
933-3			k i					
939-3			d ɛ k					
947-3			j ɛ n					
948-3			n a					
963-3			ʑ a					
967-3			tɕʰ u p					
969-3			ɕ a					
970-3			kʰ ɔ k					
972-3			n a					
731-3			m u					
973-3			b i ŋ					
974-3			h a s					
979-3			dʑ ɛ n					
182-3			kʰ u					
993-3			n a n					
994-3			ʑ u					
1001-3			s a					
1002-3			d e					
1005-3			tɕʰ e n					
1009-3			kʰ e					
1022-3			ɕ a					
1021-3			ɔ k					
1043-3			l u ŋ					
1049-3			t u s					
1065-3			kʰ i ŋ					
1068-3			w u					
1077-3			l u ŋ					
1081-3			l a ŋ					
1084-3			ɕ i ŋ					
1092-3			m ei					
1091-3			tɕʰ u					
1096-3			n a					
1097-3			kʰ u					
1102-3			n i					
1104-3			tʰ ɔ n					
1108-3			tɕʰ a k					
552-3			tɕʰ a					
1111-3			b ai					
1116-3			s a n					
722-3			kʰ e					
1141-3			j a ŋ					
1147-3			pʰ i					
1146-3			h i					
1150-3			z a ŋ					
1151-3			ɔ m					
1158-3			h a k					
1159-3			pʰ u					
1164-3			tʰ a					
1163-3			l a					
1167-3			s a ŋ					
1171-3			l e					
1177-3			ɕ u p					
1187-3			kʰ ai					
1189-3			n i s					
52-3			kʰ a					
1195-3			ʑ i					
1203-3			tʰ u p					
1211-3			j e					
329-3			w a					
1217-3			m a ŋ					
72-3			kʰ a					
1218-3			tɕʰ i k					
1222-3			tɕʰ ɔ l					
1229-3			dʑ a m					
1238-3			d a ŋ					
1249-3			m i					
1252-3			j a					
1254-3			n a m					
1253-3			s u ŋ					
1257-3			k e					
1263-3			tɕʰ u					
1266-3			dʑ a k					
584-3			t ɔ m					
7-3			w ui					
1191-3			l a					
13-3			tɕʰ a					
18-3			p a					
33-3			n a m					
74-3			tʰ a					
83-3			m i k					
89-3			tʰ ɔ ŋ					
90-3			w a p					
104-3			ŋ a					
123-3			tɕʰ i					
122-3			kʰ u s					
121-3			m a					
154-3			tɕʰ e					
159-3			ɕ a					
161-3			kʰ i					
170-3			tɕʰ ɛ t					
91-3			ɔ					
181-3			n e					
191-3			ɕ a					
211-3			d i t					
210-3			d i t					
217-3			k a					
233-3			d a					
246-3			d a					
252-3			ts ɛ n					
253-3			l a m					
261-3			b ɔ					
262-3			u					
292-3			d e					
297-3			kʰ ɔ k					
311-3			k i					
332-3			b ei					
342-3			i t					
358-3			dʑ ɔ ŋ					
378-3			tɕʰ e					
382-3			m i					
397-3			p a					
437-3			ɕ a					
444-3			t l a k					
465-3			p i					
471-3			m a ŋ					
477-3			d u					
478-3			l e					
483-3			z ɛ l					
500-3			h i ŋ					
511-3			kʰ ɔ					
525-3			tɕʰ i					
625-3			d a ŋ					
638-3			n a					
640-3			b t i s					
659-3			d a					
711-3			tɕʰ u					
745-3			n a n					
818-3			tʰ i					
825-3			tʰ a					
841-3			j a					
894-3			b u					
932-3			ɕ a					
1-4				tʰ uː				
5-4				n a				
4-4				tʰ i k				
6-4				n a ŋ				
15-4				dʑ i				
55-4				r ɔ				
56-4				a				
60-4				ʂ aː				
61-4				kʰ y ŋ				
80-4				tɕ ɔ k				
87-4				tɕʰ ɐ				
86-4				pʰ l u				
92-4				pʰ l ɛ				
102-4				n a				
106-4				pʰ u k				
108-4				d a				
107-4				p l ɐ				
112-4				pʰ ɔ n				
115-4				ʂ				
114-4				tʰ u ŋ				
120-4				d u				
124-4				a				
125-4				tʰ ɔ k				
132-4				ʂ ə				
131-4				r i				
136-4				b ə				
134-4				kʰ ɐ k				
137-4				a				
138-4				d ɔ k				
140-4				ʐ uː				
143-4				tɕʰ ɐ k				
145-4				tsʰ ɔ̃ː				
147-4				h aː				
149-4				m i k				
153-4				ʂ				
152-4				a n				
158-4				tʰ i k				
163-4				r i				
164-4				n yː				
167-4				pʰ a ŋ				
171-4				n y ŋ				
172-4				b y k				
173-4				tʰ ɔ̃ː				
183-4				h aː				
185-4				n uː				
188-4				tʰ ə				
189-4				ts i ŋ				
193-4				ʐ a				
196-4				n ɐ̃ː				
199-4				tɕ aː				
200-4				kʰ a n				
201-4				ʈʂʰ i				
202-4				tʰ ə				
203-4				tʰ u ŋ				
204-4				b yː				
206-4				n a n				
117-4				b yː				
146-4				ʈʂʰ ɛˀ				
219-4								
218-4				dʑ aː				
224-4				n ɔ̃ː				
240-4				tɕ ɐ k				
244-4				j ɐ				
255-4				n ɐ				
260-4				b a				
263-4				r ɔː				
269-4				ʈʂʰ ɛ k				
271-4				tʰ ɐ k				
209-4				ʈʂʰ ɛˀ				
277-4				n a				
278-4				b u ŋ				
135-4				d ə				
284-4				n yː				
797-4				a				
290-4				l i n				
289-4				ʈʂʰ i k				
296-4				n i				
310-4				ʂ ə				
319-4				a				
325-4				r a				
327-4				tʰ aː				
331-4				k ɔː				
337-4				b a n				
338-4				i ŋ				
339-4				ɛ̃ˀ				
350-4				g ə				
349-4				tʰ y ŋ				
357-4				tɕʰ u				
355-4				a				
363-4				m y				
361-4				tʰ iː				
365-4				ʂ a				
364-4				ʈʂʰ a ʔ				
375-4				r u k				
379-4				ʂ ɛ t				
380-4				kʰ a				
396-4				j ɔː				
400-4				n uː				
405-4				d a ŋ				
404-4				ʂ ɔ̃ː n				
409-4				h a				
410-4				i k				
415-4				b a				
416-4				b a				
101-4				n u				
37-4				kʰ uː				
424-4				h aː				
434-4				tɕ a n				
445-4				b				
446-4				ʂ ə				
451-4				t u				
457-4				n a n				
456-4				b l ɛ				
464-4				pʰ i ŋ				
473-4				tɕ ə				
474-4				ɛ̃ˀ n				
479-4				ʂ i ŋ				
489-4				j ɐ				
490-4				ʐ ɐ̃ː				
494-4				ʂ ə				
503-4				g ə				
502-4				ʐ a ŋ				
235-4				l y ŋ				
519-4				r aː				
523-4				ɛ̃ˀ k				
527-4				ɖʐ a ŋ				
538-4				ʂ				
544-4				j a n				
850-4				a				
554-4				dʑ ə				
553-4				r i ŋ				
558-4				kʰ ɔ̃ː				
561-4				ʂ a				
562-4				b ɐ				
564-4				j aː				
567-4				n a				
570-4				pʰ yː				
575-4				a				
582-4				h a				
585-4				ɛ̃ˀ				
589-4				tʰ ɔ n				
593-4				d a n				
594-4				l y				
595-4				tʰ ɔ̃ː				
596-4				n u				
598-4				ʐ u				
599-4				d ɐ				
602-4				ʐ aː				
603-4				l a				
606-4				ʂ ɔ				
605-4				b ɔ				
620-4				l a				
637-4				pʰ ɐ k				
639-4				dʑ ɔː				
645-4				g yː				
646-4				r a ŋ				
168-4				ʐ ɛ k				
658-4				ʐ a ŋ				
665-4				pʰ uː				
668-4				ʂ uː				
677-4				tʰ a ŋ				
75-4				tʰ u ŋ				
678-4				ʂ uː				
682-4				m a n				
493-4				ʐ yː				
693-4				ʂ yː				
694-4				n ə				
702-4				ts ɔ n				
704-4				n uː				
176-4				h uː				
709-4				ʂ				
710-4				tʰ ɔ				
714-4				n a				
718-4				g ə				
719-4				tsʰ ɔ̃ː				
22-4				n yː				
723-4				ts i ŋ				
726-4				ʈʂʰ a ŋ				
