COGID	dutch	english	french	german
70-1	b k			
-89-1	w ɛɪ n + s t			
-12-1	p ɛɪ p			
713-1	z ɑ t			
747-1	n eː t ə l			
308-1	d ɔ			
289-1	b ɪ n d ə			
1930-1	b r ɑ k			
1928-1	s p l ə t			
858-1	s t r ɛ k			
1577-1	h ɛ ə			
908-1	w aː s			
648-1	b uː r			
1855-1	h s l h n			
657-1	h ɑ m ə r			
2058-1	n aː l			
949-1	s l ɛɪ k			
1642-1	x aː l d			
1640-1	z ə l f ə r			
1633-1	ɛɪ r ə			
1630-1	t ɛɪ n			
993-1	x l aː s			
-2121-1	r ɑ l			
1692-1	v ɑ l			
1694-1	d r ʉ p			
1062-1	z ɛ ŋ k			
476-1	z w ɪ m			
1051-1	v l ɛɪ n			
1075-1	b l aː v			
135-1	x l ɛɪ t			
-134-1	d ɑ n t			
1839-1	x eː + x t			
1097-1	k k r r k ɛ k l			
1777-1	v ɔ l aː			
1434-1	b r ɪ ŋ			
1417-1	l ɛɪ d			
1424-1	r ɛɪ t			
778-1	p aː t			
790-1	b r ʉ k			
1223-1	p ɑ d ə l			
1117-1	z aː l			
1411-1	h aː v			
1407-1	h ɑ l d			
1390-1	d ɪ ŋ			
2086-1	x aː v			
2082-1	h iː r r k aː k aː			
576-1	z iː k			
579-1	v ɛɪ n d ə			
581-1	v ɛ r			
-1791-1	r ɛɪ k			
-225-1	p r ɛɪ s			
-2284-1	p l aː s			
1479-1	aː p ə ə			
847-1	h ɛɪ			
659-1	b ɔ t ə			
860-1	m ɛɪ d ə			
213-1	r ɛɪ t			
1286-1	v ə r			
1293-1	w ɛ s t			
474-1	d ɪ k			
467-1	d s n			
1177-1	d iː p			
588-1	v l ɑ			
584-1	h aː k			
-1153-1	r ɛɪ n d			
700-1	t w ɛ l f			
875-1	d ɔ s ə d t			
1559-1	ɑ l			
1565-1	m aː r			
1968-1	h ɛ l f			
-350-1	p aː r r			
1478-1	b oː d ə			
1469-2		s æ n t		
2047-2		s ʌ n		
2054-2		d ʌ n ə r		
1375-2		l ɪ t		
760-2		w aɪ n		
756-2		s n ə		
726-2		m ə		
1351-2		ɡ r ɔ p r f ɑː d		
1353-2		ɡ r ɔ t r m r		
412-2		s n ɪ n ə r		
406-2		s k ɪ n r		
1005-2		s t ɪ p		
1012-2		s t ɪ m r		
1016-2		w aɪ d		
1069-2		ɪ		
509-2		f l̩ l		
693-2		m iː l r		
2179-2		n eɪ		
1753-2		f aɪ ɡ		
1131-2		w ɔ l f		
1198-2		b ɑː r		
2032-2		h ɑː r n		
2241-2		n əʊ		
2244-2		l iː f		
610-2		k n ə		
945-2		h ɑː r		
1534-2		l eɪ k		
384-2		s ɪ		
1650-2		n s t		
1663-2		s ɔː l		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s eɪ d		
792-2		s n		
1111-2		m əʊ		
197-2		s s d		
2020-2		l æ		
867-2		h əʊ n		
1970-2		f ɔ l		
1230-2		d r n d		
2017-2		n ɪ f		
968-2		w ə l		
1674-2		l æ n t		
1671-2		h iː l̩ l		
829-2		k l iː f		
1025-2		w əʊ r		
1027-2		s ə		
1832-2		r		
-1816-2		s n ɑː l əʊ		
-335-2		l əʊ l k n		
1043-2		s t r m		
423-2		s t aɪ n		
2049-2		m eɪ n		
2062-2		s t ɔː r m		
2065-2		r eɪ b n k ɔː		
1368-2		s n r		
1365-2		d		
754-2		r eɪ b		
768-2		w ə r		
1211-2		f		
106-2		m æ n		
-98-2		b ə k ə		
719-2		f eɪ d r		
1341-2		s ʌ n		
-2027-2		d æ n t		
-2026-2		n eɪ f		
409-2		s n ɪ n + s ʌ n		
402-2		s n ɪ n + d ɔ t t		
1014-2		s t ɪ + d ɔ t r		
1059-2		w ə		
120-2		s t æ l		
2194-2		ɔ k		
2199-2		k ɑː l f		
2197-2		s n f p		
1523-2		s ɡ		
512-2		m ə r		
2141-2		h æ n		
2147-2		ɡ æ n		
814-2		k r eɪ		
810-2		d ɪ f		
1758-2		m əʊ		
1760-2		r ɑː		
1620-2		f ɪ n		
1282-2		w ɑː l		
1136-2		f əʊ s		
1309-2		l əʊ		
1307-2		n ə t		
1305-2		f l		
711-2		w ɜː z d		
1442-2		f l ɪ		
62-2		m əʊ		
-73-2		m əʊ k k aɪ d		
1810-2		h iː t		
1805-2		f l əʊ s		
1813-2		h ɑː r		
1811-2		b l ɔː t		
690-2		r iː f		
2177-2		h iː f t		
246-2		w æ ŋ n b r		
249-2		s iː n̩		
1506-2		n əʊ s f l l		
2242-2		m ʌ n t		
2245-2		t ɔː		
2174-2		s t l d r		
603-2		ɡ l n k ɡ		
601-2		h æ n t		
615-2		f ɪ r		
901-2		k l ʌ		
608-2		f ʌ t		
596-2		t ɪ		
937-2		b ə k s t		
936-2		n əʊ l̩ l		
646-2		l əʊ		
947-2		l ɑː s ə r		
1606-2		h iː f		
472-2		n ɪ s		
1535-2		s w iː		
1546-2		s d k		
1959-2		ɡ l eɪ p		
694-2		s n ə k		
1961-2		d r s m		
323-2		l ɑː s		
1885-2		ɡ r ɑː f		
2156-2		s ə r k k l t r h aɪ		
1903-2		w ʌ n d		
525-2		s w ɜː l əʊ		
276-2		l æ m		
274-2		d ɔ f		
278-2		b l aɪ n t		
258-2		d r ɔ k ɪ n		
256-2		n əʊ k t		
383-2		s t		
207-2		r ɑː f		
376-2		d r ɪ ŋ k		
2014-2		r r aɪ d		
2009-2		ʌ f		
2003-2		k ɑː t l		
2024-2		p æ n		
1321-2		k ɔ p		
1976-2		t æ		
1243-2		m eɪ l r r d		
1265-2		p iː l		
1261-2		s əʊ		
655-2		b r ɔ t		
650-2		d ɪ		
1532-2		k n ə d		
-36-2		s iː p		
34-2		b ʌ n		
-1647-2		f ɪ		
-1615-2		ɡ l		
125-2		f æ t		
1659-2		h ʌ n ɪ		
1661-2		m ə l		
1676-2		b ɔ t r		
480-2		d r æ k eɪ		
1466-2		k l ɑː d ɪ		
2277-2		w ɔ l		
2271-2		f l̩ l		
2293-2		l ɑː r		
624-2		s p aɪ n		
628-2		s p aɪ n d l		
626-2		w ɑː s		
633-2		n eɪ l		
1185-2		ʃ ʌ aɪ n r eɪ		
1179-2		h k t		
2168-2		k æ m		
1952-2		d ɔː r		
899-2		l aɪ d r		
922-2		b ɑː t		
-934-2		l æ m p		
916-2		d r ɔ		
1726-2		f æ l		
2108-2		p l k		
1133-2		f ɑː k		
2114-2		s p əʊ d		
1272-2		r ɔ		
1979-2		ɡ r eɪ		
1989-2		h iː		
-2260-2		p l æ n t		
70-2		b k		
-89-2		w aɪ n ɪ s t		
-12-2		p aɪ f		
713-2		s æ f		
747-2		n eɪ t l		
308-2		d n		
289-2		b ʌ n d		
1930-2		b r eɪ k		
1928-2		s f əʊ aɪ d		
858-2		s t r eɪ k k		
1577-2		ʌ f r h æ		
908-2		w əʊ		
648-2		b ɔː r		
1855-2		s p r h iː l		
657-2		h æ m ə r		
2058-2		n əʊ b l̩ l		
949-2		s m ə		
1642-2		ɡ ɔ t		
1640-2		s iː l ə r		
1633-2		ɪ s		
1630-2		t aɪ n		
993-2		ɡ l əʊ		
-2121-2		r ɔ l		
1692-2		f æ l		
1694-2		d r ɔ p		
1062-2		s æ ŋ k		
476-2		s w aɪ m		
1051-2		f l ɪ l		
1075-2		b l eɪ s		
135-2		ɡ l aɪ d		
-134-2		d æ n		
1839-2		w ɑː r ɡ əʊ		
1097-2		t r iː r k ʌ m		
1777-2		f ɔ l		
1434-2		b r æ		
1417-2		l aɪ d		
1424-2		r aɪ d		
778-2		p aɪ d		
790-2		b r iː		
1223-2		f aɪ d l		
1117-2		s ɪ l		
1411-2		h ɑː b		
1407-2		h æ t r h		
1390-2		d		
2086-2		ɡ ɑː s		
2082-2		t r iː əʊ əʊ		
576-2		s k		
579-2		f ɪ n d		
581-2		f ə r l ɪ l		
-1791-2		r ɪ		
-225-2		f r eɪ		
-2284-2		f l əʊ		
1479-2		s p		
847-2		h ɔ		
659-2		b ʌ d		
860-2		m aɪ d		
213-2		r eɪ		
1286-2		f ɜː r		
1293-2		w ɜː z t		
474-2		d ɪ k		
467-2		d s n		
1177-2		d ɪ f		
584-2		h əʊ		
-1153-2		r ɔ n t		
700-2		t w l̩ l f		
875-2		d ʌ s n t		
1559-2		æ l		
1565-2		m ə r		
1968-2		h æ l f t		
-350-2		p ɑː r		
1469-3			i ʀ t	
2047-3			t ʀ ʀ	
2054-3			t ʀ ʀ t ʀ ʀ	
1375-3			l ə ʀ	
760-3			i ʀ t	
756-3			i ʀ p ʀ	
726-3			ʀ t ʀ	
1351-3			b ʀ i ʀ ʀ b ʀ ʀ ʀ ʀ	
1353-3			b ʀ i ʀ ʀ ʀ t ʀ	
412-3			t ʀ i ʀ ʀ ʀ i ʀ ʀ ʀ	
406-3			t i ʀ ʀ ʀ i ʀ ʀ ʀ	
1005-3			t a i ʀ f ʀ ʀ ɛ ʀ	
1012-3			t a i ʀ ʀ t ʀ	
1016-3			i ʀ ʀ ɛ ʀ	
1069-3			i ʀ	
509-3			f ʀ l	
693-3			e a	
2179-3			ʀ t e	
1753-3			f i k	
1131-3			t t f	
1198-3			b ʀ ʀ t	
2032-3			b i ʀ	
2241-3			t ʀ t	
2244-3			l ə v	
610-3			ʀ i	
945-3			b i ʀ	
1534-3			l ə k	
384-3			b k	
1650-3			t t i	
1663-3			t ʀ	
2279-3			l ə ʀ i ʀ	
471-3			e l	
1385-3			t	
792-3			e i k	
1111-3			ʀ t e	
197-3			b t	
2020-3			l ə	
867-3			b i ʀ t ʀ ʀ t	
1970-3			f ʀ	
1230-3			t ʀ ʀ ʀ	
2017-3				
2183-3			t ʀ b l	
1521-3			b ʀ b	
1755-3			b i ʀ	
1760-3			ʀ i e	
1196-3			ʀ	
575-3			ʀ k i ʀ	
2014-3			ʀ ʀ i e	
1321-3			k l e	
1265-3			e ʀ l	
588-3			t l ə ʀ	
1469-4				z a n t
2047-4				z ʊ n ə
2054-4				d ə n t r r
1375-4				l ɪ t l ə
760-4				v ɪ n t
756-4				ʃ n eː
726-4				m ə ə
1351-4				ɡ r ai n + ə
1353-4				ɡ r ai n + m
412-4				ʃ ɔ r eː ə aː
406-4				ʃ ə r n ə ə
1005-4				ʃ t ai eː ə
1012-4				ʃ t ɔ f ə m
1016-4				v ai t
1069-4				ɪ x
509-4				f iː l ə
693-4				m uː l l
2179-4				n ɛ s t
1753-4				f ɪ ʃ
1131-4				v ɔ l f
1198-4				b r r t
2032-4				h oː r n
2241-4				n +
2244-4				l ɪ ə
610-4				k ɪ x
945-4				h a r
1534-4				l ɪ k ə
384-4				z oː ɡ ə
1650-4				n oː t
1663-4				z ɛ l
2279-4				l ɪ n
471-4				z ai ə ə
1385-4				z ai t
792-4				j ʊ k
1111-4				m a s t
197-4				z ə t
2020-4				l a
867-4				h ə n t r t
1970-4				f ʏ l
1230-4				d ɛ r t ə
2017-4				n t
968-4				v ɛ r t l
1674-4				l ɛ n t
1671-4				h aː t ə
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z ai
1832-4				r au f
-1816-4				oː ʃ t ə n n
-335-4				l aː ɡ oː n ə
1043-4				ʃ t r ɪ m
423-4				ʃ t ɛ n
2049-4				m aː n
2062-4				ʃ t ɔ m
2065-4				r ɛ ɡ ə m + b ə
1368-4				ʃ ɛ r + n ə
1365-4				t
754-4				r ɛ ɡ ə
768-4				v ɛ r ə
1211-4				f ɔy r
106-4				m a n
-98-4				b ɛ b iː ə
719-4				f aː d ə r
1341-4				ʃ oː n
-2027-4				ts a t t ə
-2026-4				n ɛ f
409-4				ʃ ɛ n n + ə oː n ə
402-4				ʃ ɛ ə n + r ʊ n t l n
1014-4				ʃ t ai t + t ɔ f t r
1059-4				v iː
120-4				ʃ t a l
2183-4				ʃ t r
2194-4				ɔ s t
2199-4				k a l
2197-4				ʃ ɔ
1523-4				z ʊ k
1521-4				b r k
512-4				m ɛ r iː n
2141-4				h ɛ n
2147-4				ɡ a n s
814-4				k r aː
810-4				t m f
1755-4				h ʊ n
1758-4				m ʃ
1620-4				f ɪ n
1282-4				v aː l b ə
1136-4				f ɔ s t
1309-4				l ai ʃ n
1307-4				n ɪ t
1305-4				f l oː n
711-4				v ɛ ʃ p
1442-4				f l ai x
62-4				m ɪ
-73-4				m l ʃ r ai t
1810-4				h ai t
1805-4				f l ai ʃ
1813-4				h a r
1811-4				b l oː t
690-4				r ɪ ə
2177-4				h oː t t
246-4				v ɛ k ə + b r n
249-4				oː + l aː t t
1506-4				n + s t l l ɡ ə
2242-4				m ə n t
2245-4				t ɔ ŋ
1196-4				n ɛ k
2174-4				ʃ ɛ l t ə r
575-4				ə r ə ə
603-4				ɛ l ə + ɛ l
601-4				h a n t
615-4				f ɪ ŋ ə r
901-4				k l au
608-4				f oː t
596-4				t ai n
937-4				b r r s t
936-4				n aː b ə l
646-4				l ə ŋ
947-4				l ai f ə r
1606-4				h ɪ ə
472-4				ʃ n ə ə n
1535-4				ʃ v ɛ t ə
1546-4				ʃ p n ə ə
1959-4				ʃ l ai p
694-4				ʃ n eː r k ə
1961-4				t r ɪ m ə
323-4				l ai l ə t
1885-4				ɡ r a r
2156-4				f ɛ r t ə +
1903-4				v ai n t
525-4				ʃ v ɛ l ɪ
276-4				l a m
274-4				t oː f
278-4				b l ai n t
258-4				t r ʊ ŋ k ə
256-4				n + k t t
383-4				ai t ə
207-4				r ai p
376-4				t r ɪ ŋ k ə
2014-4				r ə d t
2009-4				au f ə n
2003-4				k ɛ t ə l
2024-4				p a n
1976-4				t a ŋ ə
1243-4				m aː l ə
1261-4				z ai f ə
655-4				b r ɛ t
650-4				t iː k
1532-4				k n t ə ə
-36-4				ʃ ʊ
34-4				b oː n
-1647-4				f iː x
-1615-4				oː l l ə
125-4				f a t
1659-4				h oː n ɪ
1661-4				m aː l
1676-4				b oː t ə r
480-4				t r ɛ ŋ k
1466-4				k l ai ʃ ɪ
2277-4				v ɔ l
2271-4				f ɪ l t
2293-4				l ai r ə
624-4				ʃ p ɪ n ə
628-4				ʃ p ɪ n t ə l
626-4				v ai f ə
633-4				n aː l t
1185-4				ʃ ɛ ə n + k ə r ə
1179-4				h a t
2168-4				k a m
1952-4				t ə r
899-4				l a t ə r
922-4				b ɛ t
-934-4				l a m
916-4				t r ɔ f
1726-4				f iː l t
2108-4				p l yː ɡ ə
1133-4				f ə r ə n
2114-4				ʃ pf aː t ə
1272-4				r ai ɡ ə
1979-4				ɡ r aː ʃ n
1989-4				h oː x
-2260-4				p l ɛ n t ə
70-4				b ɪ k
-89-4				v ɪ ŋ ə
-12-4				p ai p
713-4				z a
747-4				n ɛ t ə l
308-4				t oː n
289-4				b ɪ n t ə
1930-4				b r ɛ k ə
1928-4				ʃ p l ai t ə
858-4				ʃ t ə ɛ ɛ k ə
1577-4				h ai + h a ŋ
908-4				v aː ʃ ə
648-4				b r r
1855-4				h s l h l
657-4				h a m ə r
2058-4				n aː ɡ ə
949-4				ʃ l ɪ k + a
1642-4				ɡ a l t
1640-4				z ɪ l f ə r
1633-4				ai m r
1630-4				t ɪ n
993-4				k l ai ʃ n
-2121-4				r ʊ l ə
1692-4				f a l ə
1694-4				t r ɪ ə ə
1062-4				z ɪ ŋ k ə
476-4				ʃ v ɛ m ə
1051-4				f l ai ɡ ə
1075-4				b l aː b n
135-4				f l ai t ə
-134-4				t a n ʃ ə
1839-4				v ɛ + ɛ + n
1097-4				k ə r ʊ ɡ + k k
1777-4				f ɔ l a ə
1434-4				b r ɛ ŋ ə
1417-4				l ai t ə
1424-4				r ai t ə
778-4				p a t
790-4				b r ɪ
1223-4				p a t ə l
1117-4				z ɛ l
1411-4				h ɛ r ə
1407-4				ts a s t ə h n
1390-4				d ɪ
2086-4				ɡ aː f ə
2082-4				ɡ r r l b ɔ r b ə
576-4				z ʊ k ə
579-4				f ɪ n t ə
581-4				b ə r ə
-1791-4				r ai x
-225-4				p r ai ʃ n
-2284-4				p l aː ʃ ə
1479-4				oː p ə n ə
847-4				h oː x
659-4				b oː t ə m
860-4				m ɪ t ə
213-4				r ai t
1286-4				f ɛ r
1293-4				v ɛ s t ə
474-4				d ɪ x
467-4				ʃ n n
1177-4				t ai p
588-4				f l a x
584-4				h aː k
-1153-4				r ai n t
700-4				t v aː l f
875-4				au m z n n t
1559-4				k l ə
1565-4				m ɛ r
1968-4				h a l
-350-4				pf aː r
1478-4				b oː t m
