COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
2181-3			n ɔːi̯													
2060-3			ʔ ɔi̯ h													
410-3			d u													
1841-3			m a													
2017-3			h i													
1004-3			v a													
614-3			b o ʔ													
686-3			b l ɔ													
88-3			ʔ a h													
872-3			n ɔːi̯													
1891-3			d u													
68-3			s ə													
631-3			b l a													
594-3			ʔ ui̯													
1759-3			h a h													
805-3			ʔ r h													
756-3			h i													
1201-3			m a t													
2042-3			ʔ a													
1968-3			d a t													
2000-3			v a ŋ													
17-3			v a t													
4-3			ɲ ai̯ h													
788-3			d u													
1219-3			h a													
141-3			ʔ ui̯ h													
541-3			b r j													
1687-3			h i													
123-3			ɲ ai̯ h													
1652-3			tɕ ai̯ h													
576-3			ŋ a													
1738-3			d a													
442-3			h i													
368-3			d j a													
1778-3			b l a													
957-3			n ɔːi̯													
1704-3			ʔ iː													
304-3			j a													
1796-3			tɕ a ŋ													
720-3			d a h													
287-3			ʔ r													
321-3			h a h													
206-3			d u													
1950-3			ʔ ɔi̯ h													
665-3			ɲ ai̯ h													
703-3			n ɔːi̯													
1290-3			m a													
1391-3			ʔ a h													
269-3			ʔ a t													
855-3			tɕ ai̯ h													
2078-3			s ə													
2213-3			m a													
1858-3			s ə													
1151-3			ʔ j													
737-3			b l a													
340-3			s ə													
1111-3			s ə													
485-3			ŋ a													
1356-3			m a h													
1093-3			d u													
1063-3			d u													
648-3			tɕ ai̯ h													
223-3			ʔ r h													
1248-3			tɕ a													
1509-3			d u													
504-3			tɕ ai̯ h													
1-3			ʔ o h													
386-3			ɓ ɔː h													
1411-3			ʔ iː													
1027-3			ʔ a													
2077-3			m a													
1459-3			ʔ r													
1323-3			j ɨː													
1859-4				ŋ ai̯												
175-4				p a												
241-4				ʔ iː												
2163-4				ɲ ɔi̯ ʔ												
2181-4				n iː												
2060-4				ʔ ɛ												
410-4				t a												
1841-4				ɲ a												
2017-4				ʔ a												
1004-4				t ɔi̯												
614-4				p o h												
686-4				p a												
88-4				g a												
872-4				n iː												
1891-4				t a												
68-4				p a												
631-4				p a												
594-4				g a												
1759-4				ʔ a												
805-4				g a												
756-4				ʔ a												
1201-4				ɲ ɔi̯ ʔ												
2042-4				ʔ a												
1968-4				t a												
2000-4				ɲ o ŋ												
17-4				v ɔ ŋ												
4-4				ɲ ɔi̯ ʔ												
788-4				t a												
1219-4				ʔ iː												
141-4				ʔ ɛ ŋ												
541-4				p ai̯												
1687-4				ʔ a												
123-4				ɲ ɔi̯ ʔ												
1652-4				tɕ ɛː												
576-4				ŋ ai̯												
1738-4				t a												
442-4				ʔ ɛ h												
368-4				t a												
1778-4				p a k												
957-4				n iː												
1704-4				ʔ iː												
304-4				j eu̯												
1796-4				tɕ a ŋ												
720-4				t a h												
287-4				p a												
321-4				l a												
206-4				t a												
1950-4				ʔ iː												
665-4				ɲ o ŋ												
703-4				n iː												
1290-4				ɲ a												
1391-4				g a												
269-4				t a												
855-4				tɕ a												
2078-4				p a												
2213-4				ɲ a												
1858-4				p a												
1151-4				g a												
737-4				p a												
340-4				ʔ a												
1111-4				p a												
485-4				ŋ ai̯												
1356-4				ɲ ɔi̯ h												
1093-4				t o ŋ												
1063-4				t a												
648-4				tɕ ɔi̯ ŋ												
223-4				p ɨ n												
1509-4				t a												
504-4				tɕ ɔi̯ ʔ												
2130-4				p a												
1-4				ʔ iː												
386-4				ɲ ɔi̯ ʔ												
1411-4				ʔ iː												
1027-4				g a												
2077-4				ɲ a												
1459-4				g ɨ												
1859-5					ŋ aːi̯											
175-5					k ə n											
241-5					ʔ o ʔ											
2163-5					kʰ ɔ h											
2181-5					n a m											
2060-5					ʔ o ʔ											
410-5					ɗ a											
1841-5					m e ɲ											
2017-5					h ei̯											
1004-5					dʑ oː											
614-5					b l ei̯											
686-5					b l ei̯											
88-5					k ɔ ʔ											
872-5					n i n											
1891-5					ɗ a											
68-5					s a m											
631-5					b a											
594-5					k ɔ ŋ											
1759-5					h a											
805-5					k ɔ ŋ											
756-5					h ei̯ ʔ											
1201-5					m e ɲ											
2042-5					ʔ a											
1968-5					ɗ a ʔ											
2000-5					dʑ oː											
17-5					ɓ a											
4-5					dʑ oː											
788-5					ɗ ɨ											
1219-5					h ei̯											
141-5					ʔ a ŋ											
541-5					b r ei̯											
1687-5					h ei̯											
123-5					dʑ oː											
1652-5					dʑ oː											
576-5					ŋ ɔ											
1738-5					ɗ ɨ ŋ											
442-5					h ei̯											
368-5					ɗ a ŋ											
1778-5					b a t											
957-5					n a n											
1704-5					ʔ a ʔ											
304-5					j a m											
1796-5					dʑ oː ŋ											
720-5					d a h											
287-5					k ə n											
321-5					k ɔ ʔ											
206-5					ɗ a ʔ											
1950-5					ʔ a											
665-5					dʑ oː											
703-5					n i n											
1290-5					m e ɲ											
1391-5					k ɔ ʔ											
269-5					k ɔ ʔ											
855-5					dʑ oː n											
2078-5					s a											
2213-5					m e ɲ											
1858-5					s a											
1151-5					k j a											
737-5					b a t											
340-5					s a											
1111-5					s a											
485-5					ŋ aːi̯											
1356-5					m e ɲ											
1093-5					ɗ ɨ ŋ											
1063-5					ɗ ɨ m											
648-5					dʑ oː											
223-5					k ɔ n											
1248-5					dʑ oː											
1509-5					d a ŋ											
504-5					dʑ oː											
2130-5					s a											
1-5					ʔ o											
1411-5					ʔ o											
2077-5					m e ɲ											
1323-5					m e ɲ											
1859-6						ɗ ə ŋ										
175-6						k a										
241-6						ʔ o ʔ										
2163-6						k ɔ h										
2181-6						n a m										
2060-6						ʔ a m										
410-6						ɗ ə										
1841-6						m e ɲ										
2017-6						h eːi̯										
1004-6						k ɔ h										
614-6						b l ei̯										
686-6						b l ei̯										
88-6						k a ʔ										
872-6						n i n										
1891-6						ɗ ə										
68-6						s ə m										
631-6						p l ei̯										
594-6						k ɔ h										
1759-6						h a n										
805-6						k ɔ ŋ										
756-6						h eːi̯										
1201-6						m e ɲ										
2042-6						ʔ a										
1968-6						ɗ ə t										
2000-6						r j ŋ										
17-6						ɓ iː										
4-6						k ɔ m										
788-6						ɗ ə										
1219-6						h eːi̯ m										
141-6						ʔ a ŋ										
541-6						p r j										
1687-6						h ɔ										
123-6						k ɔ m										
1652-6						dʑ əː										
576-6						ɗ ə										
1738-6						ɗ ə t										
442-6						h eːi̯ m										
368-6						ɗ j a										
1778-6						p a ei̯										
957-6						n a n										
1704-6						ʔ a ʔ										
304-6						j a m										
1796-6						dʑ a ŋ										
720-6						ɗ ə t										
287-6						k ɔ p										
321-6						k ɔ h										
206-6						ɗ ə t										
1950-6						ʔ a ʔ										
665-6						k ɔ n										
703-6						n i n										
1290-6						m e ɲ										
1391-6						k ɔ t										
269-6						k ɔ t										
855-6						dʑ a n										
2078-6						s ə										
2213-6						m e ɲ										
1858-6						s a										
1151-6						k ɔ h										
737-6						p r iː										
340-6						s a										
1111-6						s ə										
1093-6						ɗ ə ŋ										
1063-6						ɗ ə m										
648-6						dʑ əː										
1248-6						dʑ əː										
1509-6						ɗ ə ŋ										
504-6						dʑ o h										
2130-6						s ə										
1-6						ʔ o ʔ										
1411-6						ʔ o ʔ										
2077-6						m e ɲ										
1323-6						k ɔ h										
1859-7							ŋ ai̯									
175-7							g a									
241-7							ʔ ə									
2163-7							ɲ ɔːi̯									
2181-7							n ɔː									
2060-7							ʔ ə m									
410-7							t a									
1841-7							p o k									
2017-7							h ɔːi̯									
1004-7							ʔ a									
614-7							p əː h									
686-7							p a									
88-7							g ɨ									
872-7							n ɔː									
1891-7							t a									
68-7							s ə									
631-7							p əː k									
594-7							g ɨ									
1759-7							h a									
805-7							g ɨ n									
756-7							h ɔːi̯									
1201-7							ɲ ɔːi̯ ʔ									
2042-7							ʔ a									
1968-7							t a									
2000-7							ɲ ɔːi̯ ŋ									
17-7							v ɔ ŋ									
4-7							ɲ ɔːi̯ ʔ									
788-7							t a									
1219-7							h ɔːi̯ ʔ									
141-7							ʔ a ŋ									
541-7							p əː									
1687-7							h ɔːi̯									
123-7							ɲ ɔːi̯ ʔ									
1652-7							tɕ ɔːi̯									
576-7							ŋ ai̯									
1738-7							t a									
442-7							h ɔːi̯ ʔ									
368-7							t a									
1778-7							p əː									
957-7							n ɔː									
1704-7							ʔ iː									
304-7							j eu̯									
1796-7							tɕ a ŋ									
720-7							t a h									
287-7							g ɨ									
321-7							g ɨ h									
206-7							t o k									
1950-7							ʔ iː									
665-7							n ɔː									
703-7							n ɔː									
1290-7							p o k									
1391-7							g ɨ									
269-7							g ɨ									
855-7							tɕ a									
2078-7							s ə									
2213-7							p o									
1858-7							s a									
1151-7							g ɨ									
737-7							p əː									
340-7							ʔ a									
1111-7							s ə									
485-7							ŋ ai̯									
1356-7							ɲ ɔːi̯ ʔ									
1093-7							t o ŋ									
1063-7							t o m									
648-7							tɕ eː									
223-7							g ɨ n									
1248-7							tɕ a									
1509-7							t a									
504-7							ɲ ɔːi̯ h									
2130-7							s ə									
1-7							ʔ ə									
386-7							ɲ ɔːi̯ ʔ									
1411-7							ʔ a									
1027-7							g ɨ									
1459-7							g ɨ									
1859-8								ŋ au̯ ʔ								
175-8								kʰ iː								
241-8								ʔ iː								
2163-8								kʰ iː								
2181-8								n a ŋ								
2060-8								ʔ iː								
410-8								t a								
1841-8								m ɔ ŋ								
2017-8								h ei̯								
1004-8								kʰ au̯ ʔ								
614-8								b l h								
686-8								b l eː								
88-8								g ɔ ʔ								
872-8								ŋ a ŋ								
1891-8								t a								
68-8								s a								
631-8								b l eː								
594-8								g au̯ ʔ								
1759-8								h ei̯								
805-8								g au̯ ŋ								
756-8								h ei̯								
1201-8								m ɔ ʔ								
2042-8								ʔ iː								
1968-8								t a ʔ								
2000-8								ŋ au̯ ʔ								
17-8								v a ʔ								
4-8								ŋ au̯ ʔ								
788-8								t a								
1219-8								h ei̯								
141-8								ʔ iː ŋ								
541-8								b r eː								
1687-8								h ei̯								
123-8								ŋ au̯ ʔ								
1652-8								dʑ ɔː								
576-8								ŋ a ʔ								
1738-8								t a ŋ								
442-8								h ei̯								
368-8								t a								
1778-8								b l eː								
957-8								n a ŋ								
1704-8								ʔ iː								
304-8								dʑ a								
1796-8								dʑ ɔː								
720-8								t a h								
287-8								g ɔ h								
321-8								g ɔ h								
206-8								t o ʔ								
1950-8								ʔ iː								
665-8								ŋ au̯ ʔ								
703-8								n a ʔ								
1290-8								m ɔ ŋ								
1391-8								g ɔ ʔ								
269-8								g ɔ ʔ								
855-8								dʑ ɔː								
2078-8								s a								
2213-8								m ɔ ŋ								
1858-8								s a								
1151-8								g ɔ ŋ								
737-8								b r eː								
340-8								s a								
1111-8								s a								
485-8								ŋ a ʔ								
1356-8								m ɔ h								
1093-8								t o ŋ								
1063-8								t o ŋ								
648-8								dʑ ɔː								
223-8								g au̯ ʔ								
1248-8								dʑ ɔː								
1509-8								t o ŋ								
504-8								dʑ ɔː								
2130-8								s a								
1-8								ʔ iː								
386-8								ŋ au̯ ʔ								
1411-8								ʔ iː								
1027-8								g ɔ ʔ								
2077-8								m ɔ h								
1459-8								g ɔ ŋ								
1323-8								kʰ iː								
1859-9									ŋ a a							
175-9									ʔ a							
241-9									ʔ u ʔ							
2163-9									kʰ iːu̯							
2181-9									n ɔi̯ h							
2060-9									ʔ ɔi̯ h							
410-9									d u							
1841-9									m a							
2017-9									h iː							
1004-9									l i							
614-9									b o ʔ							
686-9									b l i							
88-9									ʔ a							
872-9									n ɔi̯ h							
1891-9									d u							
68-9									s a n							
631-9									b l i							
594-9									ʔ u							
1759-9									h i							
805-9									ʔ u							
756-9									h iː							
1201-9									m a							
2042-9									ʔ a							
1968-9									d a							
2000-9									l i ŋ							
17-9									v a n							
4-9									b l i							
788-9									d u							
1219-9									h iː							
141-9									ʔ ɔi̯ h							
541-9									b l i							
1687-9									h iː							
123-9									b l i							
1652-9									dʑ oː							
576-9									ŋ a ŋ							
1738-9									d a							
442-9									h iː							
368-9									d u ŋ							
1778-9									b l i							
957-9									n ɔi̯ h							
1704-9									ʔ iː							
304-9									h j							
1796-9									dʑ oː							
720-9									d u							
287-9									ʔ l							
321-9									l l h							
206-9									d u ʔ							
1950-9									ʔ iː							
665-9									b l a							
703-9									n ɔi̯ h							
1290-9									m a							
1391-9									ʔ a h							
269-9									ʔ a ʔ							
855-9									dʑ oː							
2078-9									s a							
2213-9									m a							
1858-9									s a							
1151-9									d u h							
737-9									b l i							
340-9									s a							
485-9									ŋ a a							
1356-9									m a h							
1093-9									d o ŋ							
1063-9									d u							
648-9									dʑ oː							
223-9									d u							
1248-9									dʑ l							
504-9									dʑ oː							
2130-9									s a							
1-9									ʔ u							
386-9									b o ʔ							
1027-9									ʔ a							
2077-9									m a h							
1459-9									d u							
1323-9									b l i							
1859-10										ŋ a						
175-10										k ə						
241-10										ʔ o ʔ						
2163-10										ɗ ɨ						
2181-10										ɗ ɨ ŋ						
2060-10										ʔ i						
410-10										t a						
1841-10										m ɛ ŋ						
2017-10										h a						
1004-10										s a						
614-10										b l a						
686-10										b l e						
88-10										k ɔ ʔ						
872-10										ŋ a						
1891-10										t ɨ ŋ						
68-10										s a m						
631-10										b l a						
594-10										k ɔ ŋ						
1759-10										h a						
805-10										k ɔ ŋ						
756-10										h a						
1201-10										m ɛ ŋ						
2042-10										ʔ i						
1968-10										t a						
2000-10										r j ŋ						
17-10										b l a						
4-10										ɓ e ŋ						
788-10										t a						
1219-10										h a m						
141-10										ʔ i						
541-10										b r a						
1687-10										h a						
123-10										ɓ e m						
1652-10										dʑ ɔː						
576-10										ŋ a ŋ						
1738-10										ɗ ɨ ŋ						
442-10										h a m						
368-10										t a ŋ						
1778-10										b l a						
957-10										ʔ l a						
1704-10										ʔ i						
304-10										t a m						
1796-10										dʑ ɔː						
720-10										t a						
287-10										k ɔ						
321-10										k ɔ ŋ						
206-10										ɗ ɨ ŋ						
1950-10										ʔ i						
665-10										ɓ e ʔ						
703-10										ʔ o ʔ						
1290-10										m ɛ ŋ						
1391-10										k ɔ						
269-10										k ɔ						
855-10										dʑ ɔː						
2078-10										s a						
2213-10										m ɛ ŋ						
1858-10										s a						
1151-10										k ɔ ŋ						
737-10										b l a						
340-10										s a						
1111-10										s a						
485-10										ŋ ɔ ŋ						
1356-10										m ɛ ŋ						
1093-10										ɗ ɨ ŋ						
1063-10										ɗ ɨ ŋ						
648-10										dʑ ɔː						
223-10										k ɔ ŋ						
1248-10										dʑ ɔː						
1509-10										ɗ ɨ ŋ						
504-10										dʑ ɔː						
2130-10										s a						
1-10										ʔ i						
386-10										dʑ ɔː						
1411-10										ʔ o ʔ						
1027-10										k ɔ ʔ						
2077-10										m ɛ ŋ						
1323-10										m ɛ ŋ						
1859-11											ŋ ai̯					
175-11											k ɔ					
241-11											ʔ a					
2163-11											k ɔ ŋ					
2181-11											n i					
2060-11											ʔ ə					
410-11											t a					
1841-11											m̥ əː					
2017-11											h ɔi̯					
1004-11											p a					
614-11											b aː n					
686-11											b əː n					
88-11											k ɔ ŋ					
872-11											n i					
1891-11											t a					
68-11											s a					
631-11											b əː n					
594-11											k ɨ					
1759-11											h a					
805-11											k ɨ n					
756-11											h ɔi̯					
1201-11											m̥ əː n					
2042-11											ʔ a					
1968-11											t a					
2000-11											k ɔ ŋ					
17-11											v ɔ ŋ					
4-11											k ɔ ŋ					
788-11											t a					
1219-11											h ɔi̯					
141-11											ʔ a ŋ					
541-11											b əː n					
1687-11											h ɔi̯					
123-11											k ɔ ŋ					
1652-11											k a ŋ					
576-11											ŋ ai̯					
1738-11											t a					
442-11											h ɔi̯					
368-11											t a					
1778-11											b əː n					
957-11											n i					
1704-11											ʔ iː					
304-11											j eu̯					
1796-11											k ɔ ŋ					
720-11											t a h					
287-11											k ɔ ŋ					
321-11											k ɨ h					
206-11											t o h					
1950-11											ʔ a					
665-11											k ɔ ŋ					
703-11											n i					
1290-11											m̥ əː					
1391-11											k ɔ ŋ					
269-11											k ɔ ŋ					
855-11											k a ŋ					
2078-11											s a					
2213-11											m̥ əː					
1858-11											s a					
1151-11											k ɔ ŋ					
737-11											b əː n					
340-11											s a					
1111-11											s a					
485-11											ŋ ai̯					
1356-11											ɲ ɔi̯ ʔ					
1093-11											d o ŋ					
648-11											k ɔ ŋ					
223-11											k ɔ ŋ					
1248-11											t a					
1509-11											t a ŋ					
504-11											t ɔ h					
2130-11											s a					
1-11											ʔ iː					
386-11											k ɔ ŋ					
1411-11											ʔ a					
1027-11											k ɔ ŋ					
2077-11											m̥ əː					
1459-11											k ɨ n					
1859-12												ŋ au̯				
175-12												k a				
241-12												ʔ a				
2163-12												kʰ ɛ				
2181-12												n ɔ				
2060-12												ʔ a				
410-12												d u				
1841-12												m ă ɲ				
2017-12												h ɔ				
1004-12												t a				
614-12												b ou̯ ʔ				
686-12												b a				
88-12												g a				
872-12												n i				
1891-12												d u				
68-12												s a				
631-12												b ə				
594-12												g ɨ				
1759-12												h a h				
805-12												g i n				
756-12												h ɔ				
1201-12												m ă ɲ				
2042-12												ʔ a				
1968-12												t u				
2000-12												ə a				
17-12												v a				
4-12												ə ə				
788-12												d u				
1219-12												h i				
141-12												ʔ a				
541-12												p r j a h				
1687-12												h ɔ				
123-12												ɲ̊ ɔ				
1652-12												c w a				
576-12												ŋ au̯				
1738-12												t u				
442-12												h ɔ				
368-12												d j				
1778-12												b a				
957-12												n ɔ n				
1704-12												ʔ i				
304-12												j a				
1796-12												c w a				
720-12												t u ŋ				
287-12												g ɨ n				
321-12												g ui̯				
206-12												t u				
1950-12												ʔ a				
665-12												n ɔ n				
703-12												n i				
1290-12												m ă				
1391-12												g a n				
269-12												g a n				
855-12												c w a				
2078-12												s a				
2213-12												m ă				
1858-12												s a				
1151-12												g j a				
737-12												b r				
340-12												s a				
1111-12												s a				
485-12												ŋ au̯				
1356-12												m ă ɲ				
1093-12												t o ŋ				
1063-12												t u				
648-12												c w a				
223-12												g ɔ ŋ				
1248-12												c w				
1509-12												t o ŋ				
504-12												c w a				
2130-12												s a				
1-12												ʔ a				
386-12												ɲ̊ ɔ				
1411-12												ʔ a				
1027-12												g a				
2077-12												m ă				
1459-12												g i				
1323-12												ə u				
1859-13													ŋ au̯ h			
175-13													g ɨ			
241-13													ʔ a h			
2163-13													kʰ ɛ			
2181-13													n ɔ			
2060-13													ʔ a h			
410-13													t o			
1841-13													m ă n			
2017-13													s a			
1004-13													l a			
614-13													b ou̯ ʔ			
686-13													b ou̯ ʔ			
88-13													g u			
872-13													n ɔ n			
1891-13													t o			
68-13													s a			
631-13													b ou̯ ʔ			
594-13													g ɨ			
1759-13													ɲ a h			
805-13													g ɨ n			
756-13													ɲ a h			
1201-13													m ă n			
2042-13													ʔ a			
1968-13													t o ʔ			
2000-13													kʰ ɛ			
17-13													v ɔ k			
4-13													l ui̯			
788-13													t o			
1219-13													kʰ a			
141-13													ʔ a h			
541-13													p r j a h			
1687-13													ɲ a h			
123-13													l ɛ			
1652-13													c w			
576-13													ŋ au̯ h			
1738-13													t o k			
442-13													ɲ ɔ h			
368-13													t j a h			
1778-13													b ou̯ ʔ			
957-13													n ɔ n			
1704-13													ʔ a			
304-13													j a h			
1796-13													c w			
720-13													t o k			
287-13													g ɨ n			
321-13													g u			
206-13													t o k			
1950-13													ʔ a			
665-13													l ɔ			
703-13													n i			
1290-13													m ă n			
1391-13													g u			
269-13													g u			
855-13													c w			
2078-13													s a			
2213-13													m ă n			
1858-13													s a			
1151-13													g j a			
737-13													p r ɛ			
340-13													s a			
1111-13													s a			
485-13													ŋ au̯ h			
1356-13													m ă n			
1093-13													t o k			
1063-13													t o k			
223-13													g u			
1248-13													c ui̯			
1509-13													t o k			
504-13													c w a			
2130-13													s a			
1-13													ʔ a			
386-13													b ou̯ ʔ			
1411-13													ʔ a			
1027-13													g u			
2077-13													m ă			
1459-13													g ɨ n			
1323-13													l ui̯			
1859-14														ŋ ɔ ŋ		
175-14														k a		
241-14														ʔ ɔ t		
2163-14														kʰ i m		
2181-14														n iː		
2060-14														ʔ ɔ		
410-14														d u		
1841-14														m ɔ ŋ		
2017-14														h		
1004-14														ɲ u		
614-14														b ɔ h		
686-14														b l eː		
88-14														g u		
872-14														ŋ ɔː t		
1891-14														d u		
68-14														s a		
631-14														b l eː		
594-14														k u		
1759-14														h a h		
805-14														g u		
756-14														h		
1201-14														m ɔ t		
2042-14														ʔ a		
1968-14														d u		
2000-14														ŋ ɔ ŋ		
17-14														v a t		
4-14														ŋ ɔː t		
788-14														d u		
1219-14														h		
141-14														ʔ ɔ ŋ		
541-14														b r j a h		
1687-14														h		
123-14														ŋ ɔː t		
1652-14														dʑ oː		
576-14														ŋ ɔ ŋ		
1738-14														d u		
442-14														h ɔ h		
368-14														d u		
1778-14														b l ai̯		
957-14														n iː		
1704-14														ʔ iː		
304-14														dʑ a		
1796-14														dʑ oː ŋ		
720-14														d u h		
287-14														k u		
321-14														g ɔ h		
206-14														d o		
1950-14														ʔ a		
665-14														ŋ ɔː t		
703-14														n iː		
1290-14														m ɔ t		
1391-14														k ɔ t		
269-14														g u t		
855-14														dʑ oː		
2078-14														s a		
2213-14														m ɔ		
1858-14														s a		
1151-14														g ɔ h		
737-14														b r ai̯		
340-14														s a		
1111-14														s a		
485-14														ŋ ɔ ŋ		
1356-14														m ɔ h		
1093-14														d o ŋ		
1063-14														d u		
648-14														dʑ oː		
223-14														g u		
1248-14														dʑ oː		
1509-14														d u		
504-14														dʑ oː		
2130-14														s a		
386-14														k a ŋ		
1411-14														ʔ a		
1027-14														g a t		
2077-14														m ɔ h		
1459-14														g l eː		
1323-14														k a		
1859-15															ŋ au̯ h	
175-15															d u	
241-15															ʔ a	
2163-15															kʰ ɛ	
2181-15															n ɨi̯	
2060-15															ʔ a	
410-15															d u	
1841-15															m a	
2017-15															h ə h	
1004-15															l uːi̯	
614-15															b ou̯ ʔ	
686-15															b e	
88-15															g u ɲ	
872-15															n ɨi̯	
1891-15															d u	
68-15															s a	
631-15															b ɔː ʔ	
594-15															g u	
1759-15															h a h	
805-15															g u ɲ	
756-15															h ə h	
1201-15															m a	
2042-15															ʔ a	
1968-15															d u	
2000-15															v ɔ ŋ	
17-15															v ɔ ŋ	
4-15															v ɔ ŋ	
788-15															d u	
1219-15															h ɨi̯	
141-15															ʔ a h	
541-15															b r j	
1687-15															h ə ŋ	
123-15															v ɔ ŋ	
1652-15															v ɔ ŋ	
576-15															ŋ au̯ h	
1738-15															d u ŋ	
442-15															h ə ŋ	
368-15															d u	
1778-15															b ou̯ ʔ	
957-15															n ɨi̯	
1704-15															ʔ a	
304-15															j a	
1796-15															v ɔ ŋ	
720-15															t o ŋ	
287-15															g ɨi̯	
321-15															g uːi̯	
206-15															t u	
1950-15															ʔ a	
665-15															v ɔ ŋ	
703-15															n ɔː	
1290-15															m a	
1391-15															g u	
269-15															g i	
855-15															v ɔ ŋ	
2078-15															s a	
2213-15															m a	
1858-15															s a	
1151-15															g u	
737-15															b ou̯ ʔ	
340-15															s a	
1111-15															s a	
485-15															ŋ au̯ h	
1356-15															m a h	
1093-15															t u ŋ	
1063-15															t u	
648-15															v ɔ ŋ	
223-15															g ɔː n	
1248-15															v ɔ ŋ	
1509-15															t u ŋ	
504-15															v ɔ ŋ	
2130-15															s a	
1-15															ʔ a	
386-15															v ɔ ŋ	
1027-15															g i	
2077-15															m a h	
1459-15															g au̯	
1323-15															v ɔ ŋ	
1859-16																ŋ ɔ ŋ
175-16																g u ŋ
241-16																ʔ a h
2163-16																b o ʔ
2181-16																n ɔ
2060-16																ʔ a h
410-16																t a
1841-16																m ɛ ɲ
2017-16																h ei̯
1004-16																b ou̯ ʔ
614-16																b ou̯ ʔ
686-16																b l ei̯
88-16																g u ŋ
872-16																n ɔ ŋ
1891-16																t a
68-16																s ɨ
631-16																b o ʔ
594-16																g u ŋ
