COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
321-3			k l ai̯													
206-3			d o ʔ													
1950-3			ʔ oː													
665-3			m ui̯ h													
703-3			n ɔːi̯													
1290-3			m ui̯ h													
1391-3			k a t													
269-3			k a t													
855-3			dʑ ə ŋ													
2078-3			s ə													
2213-3			m ui̯ h													
1858-3			s ə													
1151-3			k l a													
737-3			b r ai̯													
1859-4				ŋ ai̯												
175-4				k a												
241-4				ʔ uː												
2163-4				k a												
2181-4				n ɔ m												
2060-4				ʔ au̯ m												
410-4				t a												
1841-4				m o h												
2017-4				h o h												
1004-4				d o ŋ												
614-4				p o h												
686-4				p a												
88-4				k a k												
872-4				n iː												
1891-4				t a												
68-4				s iː												
631-4				p o k												
594-4				k a k												
1759-4				h a h												
805-4				k ɔː n												
756-4				h o h												
1201-4				m o h												
2042-4				ʔ a												
1968-4				t a ʔ												
2000-4				d o ŋ												
17-4				v ɔ ʔ												
4-4				ɲ ɔi̯ m												
788-4				t ɔː												
1219-4				h iː h												
141-4				ʔ uː ŋ												
541-4				p ai̯												
1687-4				h a												
123-4				ɲ ɔi̯ m												
1652-4				dʑ ɔː n												
576-4				ŋ ai̯												
1738-4				t a												
442-4				h o h												
368-4				t ɔː n												
1778-4				p ai̯												
957-4				n ɔ												
1704-4				ʔ iː												
304-4				j eu̯ m												
1796-4				dʑ o ŋ												
720-4				t ɔː h												
287-4				k o k												
321-4				k o h												
206-4				t o k												
1950-4				ʔ au̯												
665-4				t ɔː n												
703-4				n ɔ k												
1290-4				m o h												
1391-4				k a												
269-4				k a												
855-4				dʑ o ŋ												
2078-4				s iː												
2213-4				m u h												
1858-4				s au̯												
1151-4				k ɔː n												
737-4				p ai̯												
1859-5					ŋ aːi̯											
175-5					k w a											
241-5					ʔ uː											
2163-5					kʰ u h											
2181-5					n a m											
2060-5					ʔ ɔː m											
410-5					ɗ oː											
1841-5					m e ɲ											
2017-5					h ei̯											
1004-5					k w											
614-5					b ei̯ ei̯											
686-5					b l ei̯											
88-5					k w a											
872-5					n i n											
1891-5					ɗ oː											
68-5					s i m											
631-5					b l ei̯											
594-5					k w a											
1759-5					h a n											
805-5					k w a n											
756-5					h ei̯											
1201-5					m e ɲ											
2042-5					ʔ a											
1968-5					ɗ a ʔ											
2000-5					l̥ əː ŋ											
17-5					dʑ a ŋ											
4-5					dʑ əː m											
788-5					ɗ oː											
1219-5					h i m											
141-5					ʔ ɔː ŋ											
541-5					b r ei̯ ʔ											
1687-5					h u h											
123-5					dʑ ɨː m											
1652-5					dʑ i ŋ											
576-5					ŋ aːi̯											
1738-5					ɗ oː ŋ											
442-5					h ei̯ m											
368-5					ɗ oː ŋ											
1778-5					b l ei̯											
957-5					n a n											
1704-5					ʔ i											
304-5					j əː m											
1796-5					dʑ ɔ ŋ											
720-5					dʱ eː h											
287-5					k w a											
321-5					k ɔ h											
206-5					ɗ oː ʔ											
1950-5					ʔ a											
665-5					dʑ ɔ ŋ											
703-5					n ɔ ʔ											
1290-5					m e ɲ											
1391-5					k w a											
269-5					k w a											
855-5					dʑ a n											
2078-5					s i											
2213-5					m e ɲ											
1858-5					s a											
1151-5					k w a n											
737-5					b l ei̯											
1859-6						k ɔ h										
175-6						k a										
241-6						ʔ uː										
2163-6						k ɔ h										
2181-6						n a n										
2060-6						ʔ a m										
410-6						d eː										
1841-6						m ɔ h										
2017-6						h eːi̯										
1004-6						l̥ əː										
614-6						b l h										
686-6						p l ei̯										
88-6						k ɔ ŋ										
872-6						n i n										
1891-6						d eː										
68-6						s i										
631-6						p l ei̯										
594-6						k ɔ h										
1759-6						h a n										
805-6						k ɔ ŋ										
756-6						h o ʔ										
1201-6						m ɔ h										
2042-6						ʔ a										
1968-6						ɗ a ŋ										
2000-6						l̥ əː ŋ										
17-6						m e ɲ										
4-6						m ɔ m										
788-6						ɗ eː										
1219-6						h eːi̯ m										
141-6						ʔ a ŋ										
541-6						p l ei̯										
1687-6						h eːi̯ h										
123-6						k ɔ m										
1652-6						dʑ əː ŋ										
576-6						k ɔ h										
1738-6						ɗ a ŋ										
442-6						h o m										
368-6						ɗ eː ŋ										
1778-6						p l ei̯										
957-6						n a n										
1704-6						ʔ a										
304-6						j a m										
1796-6						dʑ o ŋ										
720-6						d eː ŋ										
287-6						k ɔ a										
321-6						k ɔ h										
206-6						ɗ eː ŋ										
1950-6						ʔ a										
665-6						p a n										
703-6						n o ʔ										
1290-6						m e ɲ										
1391-6						k ɔ ŋ										
269-6						k ɔ t										
855-6						dʑ a n										
2078-6						s i										
2213-6						m e ɲ										
1858-6						s a										
1151-6						k j a										
737-6						p a ei̯										
1859-7							ŋ ai̯									
175-7							k a									
241-7							ʔ uː									
2163-7							k ɔː									
2181-7							n a m									
2060-7							ʔ ə m									
410-7							t a									
1841-7							m u									
2017-7							h ɔːi̯									
1004-7							d o									
614-7							p o h									
686-7							p a									
88-7							k a ʔ									
872-7							n iː									
1891-7							t a									
68-7							s i									
631-7							p a									
594-7							k a									
1759-7							h a									
805-7							k ɔː n									
756-7							h ɔːi̯ ʔ									
1201-7							m u h									
2042-7							ʔ a									
1968-7							t a ʔ									
2000-7							d o ŋ									
17-7							v ɔ ŋ									
4-7							n ɔː m									
788-7							t a									
1219-7							h iː									
141-7							ʔ ə ŋ									
541-7							p əː									
1687-7							h ɔːi̯									
123-7							n iː									
1652-7							dʑ ɔː									
576-7							ŋ ai̯									
1738-7							t a									
442-7							h ɔːi̯ m									
368-7							t a									
1778-7							p əː n									
957-7							n a									
1704-7							ʔ iː									
304-7							j eu̯ m									
1796-7							dʑ o ŋ									
720-7							t a h									
287-7							k a									
321-7							k ɔː n									
206-7							t o k									
1950-7							ʔ uː									
665-7							n ɔː n									
703-7							n ɔː k									
1290-7							m u									
1391-7							k a									
269-7							k a									
855-7							dʑ a									
2078-7							s i									
2213-7							m u									
1858-7							s a									
1151-7							k a									
737-7							p əː									
1859-8								ŋ aːi̯								
175-8								g a								
241-8								ʔ uː								
2163-8								kʰ r j								
2181-8								n a ŋ								
2060-8								ʔ ɔː m								
410-8								ɗ u								
1841-8								m u h								
2017-8								h ei̯								
1004-8								t eː								
614-8								ɓ ɔ h								
686-8								b l eː								
88-8								g a ʔ								
872-8								ŋ au̯ ŋ								
1891-8								ɗ u								
68-8								s ei̯								
631-8								b l ai̯								
594-8								g a								
1759-8								h a ŋ								
805-8								g i ŋ								
756-8								h ei̯								
1201-8								m u h								
2042-8								ʔ a								
1968-8								ɗ a ʔ								
2000-8								t r ŋ								
17-8								v a ʔ								
4-8								kʰ iː								
788-8								ɗ u								
1219-8								h ei̯								
141-8								ʔ a ŋ								
541-8								p r j								
1687-8								h ei̯								
123-8								kʰ r								
1652-8								tɕ eː ŋ								
576-8								ŋ a ŋ								
1738-8								t a ŋ								
442-8								h ei̯								
368-8								t o k								
1778-8								b l ai̯								
957-8								n a ŋ								
1704-8								ʔ iː								
304-8								tɕ o k								
1796-8								tɕ ɔ ŋ								
720-8								t eː h								
287-8								g a h								
321-8								g ɔ h								
206-8								t o ʔ								
1950-8								ʔ ɔː								
665-8								kʰ iː								
703-8								n a ŋ								
1290-8								m u h								
1391-8								g a ʔ								
269-8								g a ʔ								
855-8								tɕ ɨː								
2078-8								s ei̯								
2213-8								m u h								
1858-8								s a								
1151-8								g ɔ ŋ								
737-8								p r ai̯								
1859-9									ŋ aːi̯							
175-9									k ɛ ʔ							
241-9									ʔ ui̯ h							
2163-9									kʰ iːu̯							
2181-9									n ə m							
2060-9									ʔ ɔi̯ h							
410-9									d o							
1841-9									m a h							
2017-9									h iː							
1004-9									d o							
614-9									b o ʔ							
686-9									b l i							
88-9									k ɛ ʔ							
872-9									n ə ŋ							
1891-9									d ɔː							
68-9									s iː							
631-9									b l i							
594-9									k ɔ							
1759-9									h a n							
805-9									k ɛ ʔ							
756-9									h							
1201-9									m ui̯ h							
2042-9									ʔ a							
1968-9									d ɔː m							
2000-9									d o ŋ							
17-9									v a t							
4-9									ɗ ɔː m							
788-9									ɗ ɔː							
1219-9									h iː							
141-9									ʔ a ŋ							
541-9									b r j							
1687-9									h							
123-9									ɗ ɔː m							
1652-9									tɕ ə ŋ							
576-9									ŋ a							
1738-9									d ɔː m							
442-9									h							
368-9									d o ŋ							
1778-9									b l a							
957-9									n ə ŋ							
1704-9									ʔ iː							
304-9									tɕ j a							
1796-9									tɕ ɔ ŋ							
720-9									d o h							
287-9									k ɔ ʔ							
321-9									k ɔ h							
206-9									d o ʔ							
1950-9									ʔ oː							
665-9									ɗ ɔː n							
703-9									n ə ŋ							
1290-9									m ui̯ h							
1391-9									k ɛ ʔ							
269-9									k ɛ ʔ							
855-9									tɕ ə ŋ							
2078-9									s iː							
2213-9									m ui̯ h							
1858-9									s a							
1151-9									k ɔ n							
737-9									b l a							
1859-10										ŋ aːi̯						
175-10										kʰ ɔ n						
241-10										ʔ u r						
2163-10										kʰ r						
2181-10										m ə m						
2060-10										ʔ ɔː m						
410-10										ɗ ɔː						
1841-10										m ə						
2017-10										h a						
1004-10										r̥ ə						
614-10										b l e						
686-10										b l e						
88-10										k ɔ ʔ						
872-10										ŋ aːi̯ ŋ						
1891-10										ɗ ɔː						
68-10										s e m						
631-10										b l a n						
594-10										k w a						
1759-10										h a						
805-10										k w a n						
756-10										h a						
1201-10										m ə						
2042-10										ʔ u						
1968-10										ɗ a ʔ						
2000-10										b l ŋ						
17-10										b l a						
4-10										b l m						
788-10										ɗ ɔː						
1219-10										h a m						
141-10										ʔ i r						
541-10										b r j a						
1687-10										h u r						
123-10										b l m						
1652-10										dʑ ə ŋ						
576-10										ŋ aːi̯						
1738-10										ɗ ɔː ʔ						
442-10										h ɔː m						
368-10										ɗ a						
1778-10										b l a						
957-10										ŋ a						
1704-10										ʔ i ʔ						
304-10										dʑ ə m						
1796-10										dʑ ɔ ŋ						
720-10										d ɔː						
287-10										k ɔ a						
321-10										k ɔ h						
206-10										ɗ ɔː ʔ						
1950-10										ʔ ɔː						
665-10										b l a						
703-10										ɗ ɔː ʔ						
1290-10										m ə						
1391-10										k ɔ a						
269-10										k ɔ a						
855-10										dʑ ɔ ŋ						
2078-10										s e						
2213-10										m ə						
1858-10										s a						
1151-10										k w a n						
737-10										b l a						
1859-11											ŋ aːi̯					
175-11											k a					
241-11											ʔ uː					
2163-11											k ɔ n					
2181-11											n i					
2060-11											ʔ au̯					
410-11											t a					
1841-11											m̥ əː					
2017-11											h ɔi̯					
1004-11											d o					
614-11											b aː n					
686-11											b l n					
88-11											k a n					
872-11											n i ŋ					
1891-11											t a					
68-11											s ai̯					
631-11											b əː n					
594-11											k a					
1759-11											h a					
805-11											k ɔː n					
756-11											h ɔi̯ ʔ					
1201-11											m u h					
2042-11											ʔ au̯					
1968-11											t a ʔ					
2000-11											d o ŋ					
17-11											v ɔ n					
4-11											m u m					
788-11											t a					
1219-11											h ɔi̯					
141-11											ʔ au̯ ŋ					
541-11											b əː					
1687-11											h ɔi̯					
123-11											m u m					
1652-11											dʑ ɔː n					
576-11											ŋ ai̯					
1738-11											t a k					
442-11											h ɔi̯					
368-11											t o h					
1778-11											b əː n					
957-11											n i					
1704-11											ʔ iː					
304-11											j eu̯					
1796-11											dʑ o ŋ					
720-11											d o h					
287-11											k ɔː n					
321-11											k ɔː n					
206-11											d o k					
1950-11											ʔ au̯					
665-11											tɕʰ o h					
703-11											n o k					
1290-11											m̥ əː					
1391-11											k a					
269-11											k a					
855-11											dʑ ɔː n					
2078-11											s ɔ					
2213-11											m̥ əː					
1858-11											s a					
1151-11											k ɔː n					
737-11											b əː					
1859-12												ŋ au̯ h				
175-12												g ă				
241-12												ʔ u				
2163-12												kʰ ɛ				
2181-12												n ɔ				
2060-12												ʔ a m				
410-12												d o				
1841-12												m a				
2017-12												h ə̆				
1004-12												t o				
614-12												b ou̯ ʔ				
686-12												b a				
88-12												g ă ʔ				
872-12												n i				
1891-12												d u				
68-12												s e				
631-12												b ə				
594-12												g ă				
1759-12												h a				
805-12												g i ɲ				
756-12												h ə̆ k				
1201-12												m a				
2042-12												ʔ a				
1968-12												d o				
2000-12												t o ŋ				
17-12												v a				
4-12												m a				
788-12												d u				
1219-12												h i				
141-12												ʔ o ŋ				
541-12												p r j a				
1687-12												h u				
123-12												m a				
1652-12												c e ɲ				
576-12												ŋ au̯ h				
1738-12												d o ŋ				
442-12												h o m				
368-12												d j ɲ				
1778-12												b a				
957-12												n ɔ n				
1704-12												ʔ i				
304-12												j a m				
1796-12												c o ŋ				
720-12												t u h				
287-12												g ă a				
321-12												g o h				
206-12												d o ŋ				
1950-12												ʔ a				
665-12												n ɔ n				
703-12												n ɔ n				
1290-12												m a				
1391-12												g ă ɲ				
269-12												g ă ɲ				
855-12												c e				
2078-12												s e				
2213-12												m a				
1858-12												s a				
1151-12												g j a				
737-12												b r				
1859-13													ŋ au̯			
175-13													g ă			
241-13													ʔ u			
2163-13													kʰ u			
2181-13													n a			
2060-13													ʔ a m			
410-13													t e			
1841-13													m a			
2017-13													h			
1004-13													t o			
614-13													b ou̯ h			
686-13													b l ai̯			
88-13													g ă ʔ			
872-13													n i			
1891-13													d o			
68-13													s e			
631-13													b ə			
594-13													g ă			
1759-13													h a n			
805-13													g ă n			
756-13													h ɨ n			
1201-13													m ă ʔ			
2042-13													ʔ a			
1968-13													t o ʔ			
2000-13													t o k			
17-13													v ɔ ʔ			
4-13													p ə m			
788-13													d o			
1219-13													h i			
141-13													ʔ a			
541-13													p r j a			
1687-13													h u			
123-13													p ə m			
1652-13													c ɨ n			
576-13													ŋ au̯ h			
1738-13													d o k			
442-13													h ɔ m			
368-13													t j a			
1778-13													b ə ʔ			
957-13													n ɔ			
1704-13													ʔ i			
304-13													j a m			
1796-13													c ou̯			
720-13													t e n			
287-13													g ă ʔ			
321-13													g ă n			
206-13													t o ʔ			
1950-13													ʔ a			
665-13													p ə n			
703-13													n ɔ n			
1290-13													m a			
1391-13													g ă ʔ			
269-13													g ă ʔ			
855-13													c ou̯ n			
2078-13													s e			
2213-13													m a			
1858-13													s a			
1151-13													g j a			
737-13													p r ɛ			
1859-14														ŋ ɔ		
175-14														k a		
241-14														ʔ uː		
2163-14														kʰ i m		
2181-14														ŋ ɔː m		
2060-14														ʔ ɔ m		
410-14														d u		
1841-14														m u		
2017-14														h ai̯		
1004-14														dʱ a		
614-14														b l h		
686-14														b l eː		
88-14														g a a		
872-14														ŋ ɔː ŋ		
1891-14														ɗ ɔː		
68-14														s ai̯		
631-14														b l a		
594-14														g a		
1759-14														h a h		
805-14														g ɔː ŋ		
756-14														h ai̯		
1201-14														m u h		
2042-14														ʔ a		
1968-14														ɗ u ʔ		
2000-14														dʱ a ŋ		
17-14														v a t		
4-14														ʔ o m		
788-14														ɗ ɔː		
1219-14														h i m		
141-14														ʔ a ŋ		
541-14														b r ai̯		
1687-14														h l h		
123-14														ʔ o m		
1652-14														tɕ e ŋ		
576-14														ŋ ɔː t		
1738-14														ɗ ɔː t		
442-14														h ai̯ m		
368-14														d u h		
1778-14														b l ai̯		
957-14														n iː		
1704-14														ʔ a ʔ		
304-14														m u h		
1796-14														tɕ o ŋ		
720-14														d u h		
287-14														g a		
321-14														g ɔ h		
206-14														ɗ o t		
1950-14														ʔ a		
665-14														ʔ o ŋ		
703-14														n iː		
1290-14														m u h		
1391-14														g a t		
269-14														g a t		
855-14														tɕ e ŋ		
2078-14														s eː		
2213-14														m u		
1858-14														s a		
1151-14														g ɔ h		
737-14														b r ai̯		
1859-15															ŋ aːi̯	
175-15															g a	
241-15															ʔ a ʔ	
2163-15															kʰ ɛ	
2181-15															n ɨi̯	
2060-15															ʔ a	
410-15															d oː	
1841-15															m a	
2017-15															h	
1004-15															s ou̯	
614-15															b ou̯ h	
686-15															b e	
88-15															g a ʔ	
872-15															n ɨi̯	
1891-15															d u	
68-15															s ei̯	
631-15															b e	
594-15															g u	
1759-15															h a ɲ	
805-15															g i ɲ	
756-15															h	
1201-15															m a ʔ	
2042-15															ʔ a	
1968-15															d u ʔ	
2000-15															t o ŋ	
17-15															v ɔ ŋ	
4-15															s ɛː	
788-15															d u	
1219-15															h	
141-15															ʔ a ŋ	
541-15															b r j	
1687-15															h	
123-15															s ou̯	
1652-15															tɕ ɨː	
576-15															ŋ au̯ h	
1738-15															d oː ŋ	
442-15															h	
368-15															d ou̯ ɲ	
1778-15															b ɔː ʔ	
957-15															n ɨi̯	
1704-15															ʔ a ʔ	
304-15															j a	
1796-15															tɕ ou̯ ŋ	
720-15															t o ŋ	
287-15															g a	
321-15															g uːi̯ h	
206-15															d o ʔ	
1950-15															ʔ a	
665-15															s ou̯ h	
703-15															n ɔː ʔ	
1290-15															m a	
1391-15															g a ʔ	
269-15															g a	
855-15															tɕ ou̯ h	
2078-15															s ei̯	
2213-15															m a	
1858-15															s a	
1151-15															g j a	
737-15															b e	
1859-16																ŋ aːi̯
175-16																g a
241-16																ʔ uː
2163-16																g u h
2181-16																n ɔ x
2060-16																ʔ a
410-16																t eː n
1841-16																m ɛ ɲ
2017-16																h ei̯
1004-16																b o
614-16																b ou̯ ʔ
686-16																b l ei̯
88-16																g a ʔ
872-16																n ɔ ŋ
1891-16																d oː m
68-16																s ei̯
631-16																b əː ʔ
594-16																g ɔː n
1759-16																h a h
805-16																g ɔː n
756-16																h ei̯
1201-16																m u h
2042-16																ʔ a
1968-16																t a ʔ
2000-16																tɕ eː n
17-16																v a t
4-16																tɕ eː n
788-16																d oː n
1219-16																h ei̯
141-16																ʔ a ŋ
541-16																p r j
1687-16																h ei̯
123-16																b o m
1652-16																tɕ ɨː
576-16																ŋ ɔ
1738-16																d a ʔ
442-16																h ei̯
368-16																t j a
1778-16																b əː ʔ
957-16																n ɔ n
1704-16																ʔ ui̯
304-16																j a m
1796-16																tɕ eː n
720-16																t eː n
287-16																g a a
321-16																g a h
206-16																t oː ʔ
1950-16																ʔ uː
665-16																tɕ ɔ n
703-16																n ɔ n
1290-16																m ɛ ɲ
1391-16																g a t
269-16																g a t
855-16																tɕ eː n
2078-16																s ei̯
2213-16																m ɛ ɲ
1858-16																s a
1151-16																g j a
737-16																b r ɛː
