COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
4-4				tɕ ɛː m												
788-4				t a												
1219-4				n ɔ m												
141-4				ʔ a ŋ												
541-4				p əː												
1687-4				n ɔ h												
123-4				tɕ ɛː m												
1652-4				tɕ ɛː m												
576-4				t a												
1738-4				t a												
442-4				n ɔ h												
368-4				t a												
1778-4				p ai̯												
957-4				n ɔ h												
1704-4				ʔ a												
304-4				j eu̯												
1796-4				tɕ ɔ h												
720-4				t o h												
287-4				g ɨ n												
321-4				g ɨ n												
206-4				t o												
1950-4				ʔ a												
665-4				t o												
703-4				n ɔ h												
1290-4				tɕ ɛː m												
1391-4				g ɨ												
269-4				g ɨ												
855-4				tɕ ɔ												
2078-4				s ɛ												
2213-4				tɕ ɛː m												
1858-4				s ɛ												
1151-4				g ɨ n												
737-4				p ai̯												
340-4				ʔ a												
1111-4				s ɛ												
485-4				t a												
1356-4				tɕ ɛː h												
1093-4				t o ŋ												
1063-4				t a												
648-4				tɕ ɛː												
223-4				g ɨ n												
1509-4				t a ŋ												
504-4				tɕ o h												
2130-4				s ɛ												
1-4				ʔ a												
386-4				j ɨ												
1411-4				ʔ a												
1027-4				g ɨ												
2077-4				tɕ ɔ h												
1459-4				g ɨ n												
975-4				t a ŋ												
940-4				n ɔ h												
1476-4				ʔ a ŋ												
1923-4				n ɔ h												
105-4				t a ŋ												
1431-4				ʔ a												
37-4				t a ŋ												
1152-4				b əː n												
1183-4				n ɔ h												
1430-4				t a												
1721-4				ʔ ɨ												
1617-4				b əː n												
1028-4				ʔ a												
2111-4				l aːu̯												
1859-5					ŋ ɔ											
175-5					k ə n											
241-5					ʔ o ʔ											
2163-5					kʰ r ɨ											
2181-5					nˀ ɔ m											
2060-5					ʔ a m											
410-5					d a											
1841-5					m ɔ h											
2017-5					h ei̯											
1004-5					dʑ oː											
614-5					b ə ei̯											
686-5					b l ei̯											
88-5					k ə ʔ											
872-5					nˀ ɔ ŋ											
1891-5					ɗ a											
68-5					s a m											
631-5					b r ei̯											
594-5					k ə n											
1759-5					h a											
805-5					k ə n											
756-5					h ei̯											
1201-5					m ɔ ʔ											
2042-5					ʔ a											
1968-5					d a t											
2000-5					dʑ oː											
17-5					ɓ a											
4-5					nˀ ɔ m											
788-5					ɗ a ŋ											
1219-5					h ei̯ m											
141-5					ʔ a											
541-5					b r ei̯											
1687-5					h ei̯											
123-5					dʑ oː m											
1652-5					dʑ oː											
576-5					ŋ ɔ											
1738-5					ɗ a t											
442-5					h ei̯											
368-5					ɗ a t											
1778-5					b r ei̯											
957-5					nˀ ɔ p											
1704-5					ʔ o ʔ											
304-5					j əː m											
1796-5					dʑ oː											
720-5					d a t											
287-5					k ə n											
321-5					k ə n											
206-5					ɗ a t											
1950-5					ʔ a											
665-5					nˀ ɔ h											
703-5					nˀ ɔ ʔ											
1290-5					m ɔ h											
1391-5					k ɔ n											
269-5					k ə n											
855-5					dʑ oː											
2078-5					s a											
2213-5					m ɔ h											
1858-5					s a											
1151-5					k j a											
737-5					b r ei̯											
340-5					s a											
1111-5					s a											
485-5					ŋ aːi̯											
1356-5					m ɔ h											
1093-5					d a t											
1063-5					ɗ a m											
648-5					dʑ oː											
223-5					k ɔ ŋ											
1248-5					dʑ oː											
1509-5					d a t											
504-5					dʑ oː											
2130-5					s a											
1-5					ʔ o											
1411-5					ʔ a											
2077-5					m ɔ h											
1323-5					m ɔ h											
1538-5					r ə n											
1923-5					nˀ ɔ h											
37-5					dʑ oː											
1152-5					p l ei̯											
1814-5					m ɔ h											
1890-5					s a											
1564-5					p ɔ ʔ											
1597-5					s ɔ ŋ											
1859-6						k ɔ ŋ										
175-6						k a										
241-6						ʔ o ʔ										
2163-6						k ɔ ŋ										
2181-6						nʰ ɔ h										
2060-6						ʔ a ʔ										
410-6						d u										
1841-6						m o										
2017-6						ʔ o										
1004-6						dʑ əː										
614-6						b l ei̯										
686-6						b l ei̯										
88-6						k a ŋ										
872-6						nʰ ɔ ŋ										
1891-6						d ə										
68-6						s ə										
631-6						p l iː										
594-6						k ɔ ŋ										
1759-6						ʔ a										
805-6						k ɔ ŋ										
756-6						ʔ o										
1201-6						m o ʔ										
2042-6						ʔ a										
1968-6						ɗ a										
2000-6						p r iː										
17-6						ɗ ə ŋ										
4-6						dʑ əː										
788-6						d u										
1219-6						k a										
141-6						ʔ a ʔ										
541-6						p l ei̯										
1687-6						ʔ o h										
123-6						dʑ əː										
1652-6						dʑ əː										
576-6						k ɔ ŋ										
1738-6						ɗ ə ŋ										
442-6						ʔ o ʔ										
368-6						ɗ ə ŋ										
1778-6						p l iː										
957-6						nʰ ɔ h										
1704-6						ʔ a										
304-6						j a										
1796-6						dʑ ɔ ŋ										
720-6						d u										
287-6						k ɔ ŋ										
321-6						k ɔ ŋ										
206-6						ɗ ə										
1950-6						ʔ o ʔ										
665-6						p r iː										
703-6						nʰ ɔ h										
1290-6						m o										
1391-6						k ɔ ŋ										
269-6						k a ŋ										
855-6						dʑ a										
2078-6						s ə										
2213-6						m o										
1858-6						s ə										
1151-6						k ɔ ŋ										
737-6						p r iː										
340-6						s a										
1111-6						s ə										
1093-6						ɗ ə ŋ										
1063-6						ɗ ə ŋ										
648-6						dʑ əː										
1248-6						dʑ əː										
1509-6						d u										
504-6						dʑ o ʔ										
2130-6						s ə										
1-6						ʔ o ʔ										
1411-6						ʔ o ʔ										
2077-6						m o										
1323-6						d a										
1538-6						r a										
1923-6						nʰ ɔ h										
37-6						k ɔ ŋ										
1152-6						b l ei̯										
1814-6						m o										
1597-6						s ə ŋ										
1859-7							ŋ									
175-7							g ɨ									
241-7							ʔ a									
2163-7							n əː									
2181-7							n ɔ h									
2060-7							ʔ a m									
410-7							t a									
1841-7							tɕ eː									
2017-7							h ɔːi̯									
1004-7							tʰ iː									
614-7							b əː n									
686-7							b əː n									
88-7							g ɨ n									
872-7							n ɔ ŋ									
1891-7							t a									
68-7							s ə m									
631-7							b əː n									
594-7							g ɨ									
1759-7							h ɔːi̯									
805-7							g ɨ n									
756-7							h ɔːi̯									
1201-7							n ɔ h									
2042-7							ʔ a									
1968-7							t a									
2000-7							t a ŋ									
17-7							n v a									
4-7							b əː n									
788-7							t a									
1219-7							h ɔːi̯									
141-7							ʔ a ŋ									
541-7							b əː n									
1687-7							h ɔːi̯									
123-7							b əː n									
1652-7							tɕ eː n									
576-7							ŋ a									
1738-7							t a									
442-7							h ɔːi̯									
368-7							t a									
1778-7							b əː n									
957-7							n ɔ h									
1704-7							ʔ a									
304-7							j eu̯									
1796-7							tɕ a ŋ									
720-7							d o h									
287-7							g ɨ n									
321-7							g ɨ n									
206-7							t o h									
1950-7							ʔ a									
665-7							n v n									
703-7							n ɔ h									
1290-7							ʔ a									
1391-7							g ɨ n									
269-7							g ɨ n									
855-7							tɕ a n									
2078-7							s ə									
2213-7							ʔ a									
1858-7							s ə									
1151-7							g ɨ n									
737-7							b əː n									
340-7							ʔ a									
1111-7							s ə									
485-7							ŋ									
1356-7							n ɔ h									
1093-7							d o ŋ									
1063-7							t a h									
648-7							tɕ əː ŋ									
223-7							g ɨ n									
1248-7							tɕ a									
1509-7							d o ŋ									
504-7							tɕ ɔ h									
2130-7							s ə									
1-7							ʔ a									
386-7							n v									
1411-7							ʔ a									
1027-7							g ɨ n									
1459-7							g ɨ n									
975-7							n a									
940-7							ŋ a h									
1476-7							ʔ a									
1923-7							n ɔ h									
105-7							n ɔ ŋ									
1431-7							ʔ a									
37-7							t a ŋ									
1152-7							b əː n									
1183-7							n ɔ n									
1890-7							s ə									
1430-7							d ɔ									
1721-7							ʔ ɔ h									
1617-7							b əː n									
1028-7							ʔ a									
2111-7							l ɛː									
1859-8								kʰ iː								
175-8								kʰ a								
241-8								ʔ a ʔ								
2163-8								kʰ iː								
2181-8								ə n								
2060-8								ʔ a								
410-8								t o ŋ								
1841-8								m ɔ ŋ								
2017-8								h ei̯								
1004-8								ə n								
614-8								b l eː								
686-8								b l eː								
88-8								g ɔ ŋ								
872-8								ə n								
1891-8								t a								
68-8								kʰ iː								
631-8								b l eː								
594-8								g r ŋ								
1759-8								h ei̯								
805-8								g i ŋ								
756-8								h ei̯								
1201-8								m ɔ ŋ								
2042-8								ʔ a								
1968-8								t a ʔ								
2000-8								kʰ r								
17-8								kʰ iː								
4-8								kʰ r								
788-8								t ɔː								
1219-8								h ei̯								
141-8								ʔ a								
541-8								b r eː								
1687-8								h ei̯								
123-8								kʰ r								
1652-8								dʑ ɔː								
576-8								kʰ iː								
1738-8								t a								
442-8								h ei̯								
368-8								t a ŋ								
1778-8								b l eː								
957-8								ə n								
1704-8								ʔ a ʔ								
304-8								dʑ n								
1796-8								dʑ ɔː								
720-8								t o ŋ								
287-8								g r ŋ								
321-8								g ɔ ŋ								
206-8								t o ŋ								
1950-8								ʔ a								
665-8								kʰ n								
703-8								ə n								
1290-8								m ɔ ŋ								
1391-8								g ɔ ŋ								
269-8								g ɔ ŋ								
855-8								dʑ ɔː								
2078-8								ə n								
2213-8								m ɔ ŋ								
1858-8								ə n								
1151-8								g r ŋ								
737-8								b r eː								
340-8								ʔ n								
1111-8								ə n								
485-8								kʰ r ai̯								
1356-8								m ɔ ŋ								
1093-8								t o ŋ								
1063-8								t o ŋ								
648-8								dʑ ɔː								
223-8								g ɔ ŋ								
1248-8								dʑ n								
1509-8								t o ŋ								
504-8								dʑ ɔː								
2130-8								ə n								
1-8								ʔ a								
386-8								kʰ n								
1411-8								ʔ a								
1027-8								g a								
2077-8								m ɔ ŋ								
1459-8								g ɔ ŋ								
1323-8								ə n								
1538-8								t a								
975-8								kʰ iː								
940-8								kʰ iː								
1476-8								ʔ a								
1923-8								ə n								
105-8								kʰ iː								
1431-8								ʔ a								
37-8								kʰ r ai̯								
1152-8								b l eː								
1183-8								ə n								
1890-8								ə n								
1430-8								t o ŋ								
1564-8								b l eː								
1028-8								ʔ a								
2111-8								l e								
1563-8								ə n								
1597-8								kʰ iː								
1859-9									kʰ iːu̯							
175-9									l i							
241-9									ʔ u							
2163-9									kʰ iːu̯							
2181-9									n ɔi̯ h							
2060-9									ʔ a							
410-9									d a t							
1841-9									d o ŋ							
2017-9									h iː							
1004-9									l i							
614-9									b l n							
686-9									b l i							
88-9									l i							
872-9									n ɔi̯ h							
1891-9									d a t							
68-9									s u l							
631-9									b l i							
594-9									l i							
1759-9									h i							
805-9									l i p							
756-9									h iː							
1201-9									d o ŋ							
2042-9									ʔ a							
1968-9									d a t							
2000-9									r i n							
17-9									r a t							
4-9									r ɔː n							
788-9									d ɔː n							
1219-9									h iː							
141-9									ʔ a							
541-9									b r a							
1687-9									h iː							
123-9									r ɔː n							
1652-9									dʑ oː							
576-9									kʰ iːu̯							
1738-9									d a t							
442-9									h iː							
368-9									d a n							
1778-9									b l i							
957-9									n ɔi̯ h							
1704-9									ʔ a							
304-9									r ɔː n							
1796-9									dʑ oː							
720-9									d o t							
287-9									l i p							
321-9									l l ɛːu̯							
206-9									d a t							
1950-9									ʔ i							
665-9									r ɔː n							
703-9									n ɔi̯ h							
1290-9									d a ŋ							
1391-9									l i							
269-9									l i							
855-9									dʑ oː							
2078-9									s u l							
2213-9									d o ŋ							
1858-9									s a							
1151-9									l i p							
737-9									b l i							
340-9									ʔ u							
485-9									kʰ iːu̯							
1356-9									d o ŋ							
1093-9									d o ŋ							
1063-9									d o ŋ							
648-9									dʑ oː							
223-9									l i h							
1248-9									dʑ oː							
504-9									dʑ oː							
2130-9									s u l							
1-9									ʔ u							
386-9									ʔ ɔː n							
1027-9									l i							
2077-9									d a ŋ							
1459-9									l l p							
1323-9									ʔ a							
1538-9									r ɔː n							
975-9									r a t							
940-9									kʰ iːu̯							
1476-9									ʔ a							
105-9									r ɔː n							
1431-9									ʔ a							
37-9									r ɔː n							
1152-9									b l i							
1814-9									d a t							
1430-9									d o ŋ							
1721-9									ʔ u							
1617-9									b l i							
1564-9									b l i							
1028-9									ʔ a							
1597-9									s u l							
1859-10										ŋ a						
175-10										k ɔ ŋ						
241-10										ʔ o ʔ						
2163-10										kʰ r						
2181-10										ʔ i ʔ						
2060-10										ʔ o ʔ						
410-10										ɗ ɨ ŋ						
1841-10										m ɔ ʔ						
2017-10										h a						
1004-10										h a						
614-10										b l e						
686-10										b l e						
88-10										k ɔ ʔ						
872-10										ʔ o ʔ						
1891-10										ɗ ɨ ŋ						
68-10										s a m						
631-10										b r						
594-10										k ɔ ŋ						
1759-10										h a						
805-10										k ɔ ŋ						
756-10										h a						
1201-10										m ɔ ʔ						
2042-10										ʔ i						
1968-10										ɗ ɨ ʔ						
2000-10										r a						
17-10										b j						
4-10										h a m						
788-10										ɗ ɨ ŋ						
1219-10										h a m						
141-10										ʔ o ʔ						
541-10										b r aː ʔ						
1687-10										h a						
123-10										h a m						
1652-10										dʑ ɔː						
576-10										ŋ a						
1738-10										ɗ ɨ ŋ						
442-10										h a m						
368-10										ɗ ɨ ŋ						
1778-10										b e ʔ						
957-10										ʔ i ʔ						
1704-10										ʔ i ʔ						
304-10										m ɔ m						
1796-10										dʑ ɔː						
720-10										ɗ ɨ ŋ						
287-10										k ɔ ŋ						
321-10										k ə ʔ						
206-10										ɗ ɨ ŋ						
1950-10										ʔ i						
665-10										ɗ ɨ ŋ						
703-10										ʔ o ʔ						
1290-10										m ə						
1391-10										k ɔ ʔ						
269-10										k ɔ ŋ						
855-10										dʑ ɔː						
2078-10										s a						
2213-10										m ə ʔ						
1858-10										s a						
1151-10										k ɔ ŋ						
737-10										b e ʔ						
340-10										s a						
1111-10										s a						
485-10										ŋ aːi̯						
1356-10										m ɔ ʔ						
1093-10										ɗ ɨ ŋ						
1063-10										ɗ ɨ m						
648-10										dʑ ɔː						
223-10										k ɔ ŋ						
1248-10										dʑ ɔː						
1509-10										ɗ ɨ ŋ						
504-10										dʑ ɔː						
2130-10										s a						
1-10										ʔ o						
386-10										ʔ ɨ ŋ						
1411-10										ʔ o ʔ						
1027-10										k ɔ ʔ						
2077-10										m ɔ ʔ						
1323-10										m ə						
1538-10										r a						
37-10										ɗ ɨ ŋ						
1152-10										b l						
1814-10										m ə ʔ						
1890-10										s a						
1028-10										ʔ i						
1563-10										s a						
1859-11											ŋ ŋ					
175-11											k ɨ					
241-11											ʔ a					
2163-11											b a					
2181-11											n ɔ h					
2060-11											ʔ a m					
410-11											t a					
1841-11											m̥ əː					
2017-11											h ɔi̯					
1004-11											s a					
614-11											b əː					
686-11											b əː n					
88-11											k ɨ n					
872-11											n ɔ h					
1891-11											t a					
68-11											s a m					
631-11											b əː n					
594-11											k ɨ					
1759-11											h ɔi̯					
805-11											k ɨ n					
756-11											h ɔi̯					
1201-11											m̥ əː					
2042-11											ʔ a					
1968-11											t a ʔ					
2000-11											s a ŋ					
17-11											n v a t					
4-11											b əː m					
788-11											tʰ iː					
1219-11											h ɔi̯					
141-11											ʔ a ŋ					
541-11											b əː n					
1687-11											h ɔi̯					
123-11											s a m					
1652-11											tɕ a n					
576-11											ŋ a					
1738-11											t a k					
442-11											h ɔi̯					
368-11											t a					
1778-11											b əː n					
957-11											n v a					
1704-11											ʔ a					
304-11											j eu̯					
1796-11											tɕ a ŋ					
720-11											d o h					
287-11											k ɨ n					
321-11											k ɨ					
206-11											t o ŋ					
1950-11											ʔ a					
665-11											b əː n					
703-11											n ɔ h					
1290-11											m̥ əː					
1391-11											k ɨ n					
269-11											k ɨ n					
855-11											tɕ a n					
2078-11											s a					
2213-11											m̥ əː					
1858-11											s a					
1151-11											k ɨ n					
737-11											b əː n					
340-11											ʔ a					
1111-11											s a					
485-11											ŋ ŋ					
1356-11											m̥ əː					
1093-11											d o ŋ					
648-11											tɕ a ŋ					
223-11											k ɨ n					
1248-11											tɕ a					
1509-11											d u ŋ					
504-11											tɕ əː					
2130-11											s a					
1-11											ʔ a					
386-11											b əː n					
1411-11											ʔ a					
1027-11											k ɨ n					
2077-11											m̥ əː					
1459-11											k ɨ n					
1538-11											j eu̯					
975-11											s a					
940-11											ŋ a					
1476-11											ʔ a					
1923-11											n ɔ h					
105-11											n ɔ ŋ					
1431-11											ʔ a					
37-11											s a ŋ					
1152-11											b əː n					
1183-11											n ɔ h					
1890-11											s a					
1430-11											t u					
1721-11											ʔ əː n					
1617-11											b əː n					
1028-11											ʔ a					
2111-11											l aːu̯					
1597-11											s a ŋ					
1859-12												ŋ ɔ				
175-12												k ɨ				
241-12												ʔ a				
2163-12												kʰ ɛ				
2181-12												v a				
2060-12												ʔ a				
410-12												t o ŋ				
1841-12												m a				
2017-12												h ə̆ k				
1004-12												h ə̆ k				
614-12												p a				
686-12												p a				
88-12												g ɨ ɲ				
872-12												v a ŋ				
1891-12												t ə̆				
68-12												s a				
631-12												p ə				
594-12												k ɨ				
1759-12												h ə̆ k				
805-12												g ɨ ɲ				
756-12												h ə̆ k				
1201-12												m a				
2042-12												ʔ a				
1968-12												t ə̆ k				
2000-12												t o ŋ				
17-12												v a c				
4-12												h ə̆ k				
788-12												t ə̆ k				
1219-12												h ə̆ k				
141-12												ʔ a				
541-12												p r j a ʔ				
1687-12												h ə̆ k				
123-12												h ə̆ k				
1652-12												c w a				
576-12												ŋ ɔ				
1738-12												t ə̆ k				
442-12												h ə̆ k				
368-12												t o ŋ				
1778-12												b a				
957-12												v a				
1704-12												ʔ a				
304-12												j a				
1796-12												c w a				
720-12												t o ŋ				
287-12												k ɨ n				
321-12												g ɛ				
206-12												t o ŋ				
1950-12												ʔ a				
665-12												h ə̆ k				
703-12												v a				
1290-12												m a				
1391-12												k ɨ n				
269-12												g ɨ ɲ				
855-12												c w a				
2078-12												s a				
2213-12												m a				
1858-12												s a				
1151-12												g ɨ ŋ				
737-12												p r				
340-12												ʔ a				
1111-12												s a				
485-12												ŋ				
1356-12												m a				
1093-12												t o ŋ				
1063-12												t ə̆ k				
648-12												c w a				
223-12												k ɨ n				
1248-12												c ə̆ a				
1509-12												t o ŋ				
504-12												c w a				
2130-12												s a				
1-12												ʔ a				
386-12												h ə̆ k				
1411-12												ʔ a				
1027-12												k ɨ n				
2077-12												m a				
1459-12												g i ɲ				
1323-12												h ə̆ k				
1538-12												ɲ ɔ ŋ				
975-12												ɲ ɔ ŋ				
940-12												ŋ ɔ				
1476-12												ʔ a				
1923-12												v a				
105-12												v a				
1431-12												ʔ a				
1814-12												m a				
1183-12												v a				
1890-12												s a				
1430-12												t u ŋ				
1721-12												ʔ a				
1617-12												b a				
1564-12												b a				
1028-12												ʔ a				
2111-12												l ɛ				
1563-12												s a				
1597-12												s a				
1859-13													ə n			
175-13													g u			
241-13													ʔ a			
2163-13													ə n			
2181-13													ə n			
2060-13													ʔ a			
410-13													t o			
1841-13													m a			
2017-13													p r ɛ			
1004-13													ə n			
614-13													p r			
686-13													p r ɛ			
88-13													g u			
872-13													ə n			
1891-13													ə n			
68-13													s a			
631-13													p ə			
594-13													g u			
1759-13													p r			
805-13													g ɨ			
756-13													p r ɛ			
1201-13													m a			
2042-13													ʔ a			
1968-13													p a			
2000-13													ə n			
17-13													ʔ a			
4-13													ə n			
788-13													ə n			
1219-13													p r			
141-13													ʔ a			
541-13													p r ɛ			
1687-13													p r ɛ			
123-13													ə n			
1652-13													ə n			
576-13													ə n			
1738-13													ə n			
442-13													p r ɛ			
368-13													ə n			
1778-13													p r ɛ			
957-13													ə n			
1704-13													ʔ a			
304-13													ə a			
1796-13													g u			
720-13													t o k			
287-13													g u			
321-13													g n			
206-13													ə o			
1950-13													ʔ a			
665-13													ə n			
703-13													ə n			
1290-13													m a			
1391-13													g u			
269-13													g u			
855-13													p n			
2078-13													s a			
2213-13													m a			
1858-13													s a			
1151-13													g u			
737-13													p r ɛ			
340-13													ʔ a			
1111-13													s a			
485-13													ə n			
1356-13													m a			
1093-13													ə o			
1063-13													ə o			
223-13													g u			
1248-13													ə n			
1509-13													t o k			
504-13													g u			
2130-13													s a			
1-13													ʔ a			
386-13													ə n			
1411-13													ʔ a			
1027-13													g u			
2077-13													m a			
1459-13													g u			
1323-13													ə n			
1538-13													p n			
975-13													p r ɛ			
940-13													ə n			
1476-13													ʔ a			
1923-13													ə n			
105-13													ʔ a			
1431-13													ʔ a			
1814-13													m a			
1183-13													ə n			
1890-13													s a			
1721-13													ʔ a			
1617-13													p r ɛ			
1564-13													p r			
1028-13													ʔ a			
2111-13													ə n			
1563-13													s a			
1597-13													s a			
1859-14														g ɔ ŋ		
175-14														k a		
241-14														ʔ a		
2163-14														kʰ i m		
2181-14														g ɔ ŋ		
2060-14														ʔ a		
410-14														dʱ a ŋ		
1841-14														m ɔ ŋ		
2017-14														ə n		
