COGID	dutch	english	french	german
1024	aː d ə r			aː d ə r
305	p aː l			pf aː l
940	m aː x			m aː ɡ ə n
1813	h aː r	h ɛ ə r		h aː r
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
30	l ɛɪ m			l ai m
1472	m ɔ d ə r	m ʌ d		
2001		l iː f		l au p
1676	b oː t ə r	b ʌ t ə r		b ʊ t ə r
1066	j ɛɪ	j uː		
7	w oː n ə			v oː n ə n
1051	v l iː ɣ ə	f l aɪ		f l iː ɡ ə n
612	b eː n			b ai n
1261	z eː v ə	s ɪ v		z iː b ə n
1264	s x ɪ l ə			ʃ ɛː l ə n
2062	s t ɔ r m	s t ɔː m		ʃ t ʊ r m
127	v eː			v iː
2144	k œy k ə	tʃ ɪ k ɪ n		
864		s aɪ d		z ai t ə
1968	h ɛ l f t	h ɑː f		h ɛ l f t ə
783		r əʊ d	ʀ u t	
-1021	m uː r ɑ s			m oː r a s t
838		s t eɪ	ʀ ɛ s t e	
1052	z ɛɪ			z iː
268	d ɛɪ	θ aɪ		
260	m uː			m yː d ə
1506	n øː s + f l øː ɣ ə l	n ɔ s t r ə l		n aː z ə n + l ɔ x
480	d r ɑ ŋ k	d r ɪ ŋ k		ɡ ə + t r ɛ ŋ k
801		f r ɔ ɡ		f r ɔ ʃ
-1647	v ɛɪ x	f ɪ ɡ		f ai ɡ ə
1659	h oː n ɪ ŋ	h ʌ n ɪ		h oː n ɪ x
1755	h ɔ n t		ʃ j ɛ̃	h ʊ n t
-350	p aː r	p ɛ ə r		p aː r
1577	ɔ p + h ɑ ŋ ə	h æ ŋ		au f + h ɛ ŋ ə n
512	m ɛ r iː	m ɑː r eɪ		m ɛː r ə
1565	m eː r	m ɔː r		m eː r
1839	w ɛ + ɣ aː n	ɡ əʊ + aʊ t		au s + ɡ eː ə n
1972	d eː l			t ai l
122	d iː r			t iː r
1059	w ɛɪ	w iː		v iː r
922	b ɛ t	b ɛ d		b ɛ t
-588	p l ɑ t			p l a t
901	k l ɑu w	k l ɔː		k l au ə
337	k aː p	k eɪ p		
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
116	j ɔ ŋ ə			j ʊ ŋ ə
1521	b ɔ k		b u k	b ɔ k
-1153	r ɔ n t	r aʊ n d		r ʊ n t
2009	oː v ə	ʌ v n̩		oː f ə n
1447	b oː m			b au m
1777	v ɔ l ɣ ə	f ɔ l əʊ		f ɔ l ɡ ə n
1666	v l ɑ k t ə			f l ɛ x ə
1535	z w eː t ə	s w ɛ t		ʃ v ɪ ts ə n
1365	d ɑu w	d j uː		t au
633	n aː l t	n iː d l̩		n aː d ə l
1274	h aː j			h ai
2055	b l ɪ k s ə m			b l ɪ ts
289	b ɪ n d ə	b aɪ n d		b ɪ n d ə n
768	w eː r	w ɛ ð ə r		v ɛ t ə r
727	m ɑ n			m a n
1720	b uː r			b au ə r
1532	k n eː d ə	n iː d		k n eː t ə n
1177	d iː p	d iː p		t iː f
584	h aː k	h ʊ k		h aː k ə n
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
1478	b oː d ə m			b oː d ə n
2271	v ɪ l t	f ɛ l t		f ɪ l ts
1193	b r eː t			b r ai t
716		b ɑː k		b ɔ r k ə
816	l oː n			l oː n
1865	x ə + z ɪ x t			g e + z ɪ x t
694	s n ʉ r k ə	s n ɔː r		ʃ n a r x ə n
2219	v ə r + z aː m ə l ə			z a m ə l n
1556	x eː w ə			ɡ a f ə n
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
1133	v oː r ə	f ʌ r əʊ		f ʊ r x ə
1237	ɛ ŋ k ə l	æ ŋ k l̩		
1719	h ɛ k			ɡ ə + h eː ɡ ə
-2270	r ɛ s t ə			r ɛ s t
476	z w ɛ m ə	s w ɪ m		ʃ v ɪ m ə n
2058	n aː ɣ ə l	n eɪ l		n aː ɡ ə l
1424	r ɛɪ d ə	r aɪ d		r ai t ə n
931	k aː r s			k eː r ts ə
862			s ɑ̃ t ʀ	ts ɛ n t r ʊ m
855	l aː x	l əʊ		
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
-78	p ɛɪ m + b oː m	p aɪ n		
184	b ə + t aː l ə			b ə + ts aː l ə n
1397	h ɑu d ə			b ə + h a l t ə n
2166	b ɔ r s t ə l			b ʏ r s t ə
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
2108	p l uː ɣ ə	p l aʊ		pf l yː ɡ ə n
2049	m aː n	m uː n		m oː n t
120	s t ɑ l	s t ɔː l		ʃ t a l
1861	s x eː d ə l			ʃ ɛː d ə l
603	ɛ l ə + b oː x	ɛ l + b əʊ		ɛ l ə n + b oː ɡ ə n
1293	w ɛ s t ə	w ɛ s t		v ɛ s t ə n
474	d ɪ k	θ ɪ k		d ɪ k
-1161	l ɛɪ n	l aɪ n		
2168	k ɑ m	k əʊ m		k a m
1760	r ɑ t	r æ t	ʀ a	
1223	p ɛ d ə l	p æ d l̩		p a d ə l
1921	s l aː n			ʃ l aː ɡ ə n
659	b oː d ə m	b ɔ t ə m		b oː d ə n
169	r ɛɪ ɣ ə r			r ai ə r
2091	b ə + w aː r ə			b ə + v aː r ə n
393	k ɑu w ə			k au ə n
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
1885	x r ɑ f	ɡ r ɑː v		ɡ r aː p
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
758	l ʉ x t			l ʊ f t
588	v l ɑ k		p l a	f l a x
528	j øː k			j ʊ k ə n
256	n aː k t	n eɪ k ɪ d		n a k t
-89	w ɪ ŋ ə r t	v aɪ n		v ai n + ʃ t ɔ k
672	d eː k ə			d ɛ k ə
-2260	p l ɑ n t ə	p l ɑː n t		pf l a n ts ə n
70	b øː k	b iː tʃ		b uː x ə
2208	h ɑ k ə			ts ɛ r + h a k ə n
1321	k ɔ p	k ʌ p	k u p	
642	b ɑu w ə			b au ə n
409	s x oː n + z oː n	s ʌ n + ɪ n + l ɔː		ʃ v iː ɡ ə r + z oː n
684	t ɛɪ t			ts ai t
1608	b ɔ r s t			b r ʊ s t
1836	k ɑ l m	k ɑː m		
287	t ɑu w			t au
1651	z ɑ l f			z a l b ə
993	x l ɑ s	ɡ l ɑː s		ɡ l aː s
1254	h aː r t			h eː r t
-98	b eː b iː	b eɪ b ɪ		b eː b iː
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
810	d œy f	d ʌ v		t au b ə
615	v ɪ ŋ ə r	f ɪ ŋ ɡ ə r		f ɪ ŋ ə r
908	w ɑ s ə	w ɔ ʃ		v a ʃ ə n
1333		n ɪ ə r		n aː ə
1692	v ɑ l ə	f ɔː l		f a l ə n
630	v ɑ ŋ ə			f a ŋ ə n
1136	v ɔ s	f ɔ k s		f ʊ k s
402	s x oː n + d ɔ x t ə r	d ɔː t ə r + ɪ n + l ɔː		ʃ v iː ɡ ə r + t ɔ x t ə r
736	v r ɑu w			f r au
719	v aː d ə r	f ɑː ð ə r		f aː t ə r
1811	b l uː t	b l ʌ d		b l uː t
427	w ɑu t			v a l t
657	h aː m ə r	h æ m ə r		h a m ə r
1821	r ʉ x			r ʏ k ə n
2094		ʃ ʌ v l̩		ʃ au f ə l
300		f əʊ l d		f a l t ə n
1317	r ɔ t	r ɔ t n̩		
590	s ɔ k	s ɔ k		
837	b l ɛɪ v ə			b l ai b ə n
1548	aː d ə m ə			aː t m ə n
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
278	b l ɪ n t	b l aɪ n d		b l ɪ n t
1961	d r oː m ə	d r iː m		t r ɔy m ə n
601	h ɑ n t	h æ n d		h a n t
1509	s n ɔ t	s n ɔ t		
1696	w ɛ r p ə			v ɛ r f ə n
-1279	d ɔ l f ɛɪ n	d ɔ l f ɪ n		
995	v l ɛ x t ə			f l ɛ x t ə n
1630	t ɪ n	t ɪ n		ts ɪ n
936	n aː v ə l	n eɪ v l̩		n aː b ə l
2082	t ə r ʉ + ɣ eː v ə	ɡ ɪ v + b æ k		ts uː r ʏ k + ɡ eː b ə n
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
423	s t eː n	s t əʊ n		ʃ t ai n
1644	x iː t ə			ɡ iː s ə n
1895		h iː l		h ai l ə n
-1337	v ɔ r k	f ɔː k		
-2290	s t ɔ f			ʃ t ɔ f
690	r ɪ p	r ɪ b		r ɪ p ə
1855	œy t + h ɔ l ə	h ɔ l əʊ		au s + h ɶː l ə n
1307	n eː t	n ɪ t		n ɪ s ə
108	m ɛɪ s j ə			m ɛː t x ə n
51		b r ɪ k	b ʀ i k	
648	b oː r ə	b ɔː r		b oː r ə n
308	d uː n	d uː		t uː n
754	r eː ɣ ə	r eɪ n		r eː ɡ ə n
1267	n iː r			n iː r ə
1062	z ɪ ŋ k ə	s ɪ ŋ k		z ɛ ŋ k ə n
133	x aː n	ɡ əʊ		
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
2000	b l ɑ t			b l a t
1305	v l oː	f l iː		f l oː
431	k l ɪ ŋ k			k l ɪ ŋ k ə
1900	z iː k	s ɪ k		
1948	s l ɔ t			ʃ l ɔ s
700	t w aː l f	t w ɛ l v		ts v œ l f
1939	v l uː r	f l ɔː r		
-306	p ɔ s t	p əʊ s t		
814	k r aː j	k r əʊ		k r ɛː ə
53		b r əʊ k ə n		ɡ ə + b r ɔ x ə n
1240	h iː l	h iː l		
451	h ɔ ŋ ə r s + n oː t			h ʊ ŋ ə r s + n oː t
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
949	s m ɪ t	b l æ k + s m ɪ θ		ʃ m iː t
376	d r ɪ ŋ k ə	d r ɪ ŋ k		t r ɪ ŋ k ə n
2116	ɔ m + d r aː j ə			ʊ m + d r eː ə n
1191		b uː t	b ɔ t	
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
2107	h ɑ r k			h a r k ə
2174	s x ɑu d ə r	ʃ əʊ l d ə r		ʃ ʊ l t ə r
1906	z w ɑ k			ʃ v a x
1265	p ɛ l ə	p iː l	p ə l e	
1002	k l ɛɪ	k l eɪ		
919	s t uː l			ʃ t uː l
652	t ɪ m ə r + m ɑ n			ts ɪ m ə r + m a n
776	v ə r + d eː l ə			t ai l ə n
2275	b eː l t + h ɑu w ə r			b ɪ l t + h au ə r
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
311	l ɛɪ k			l ai x + n aː m
1020		s w ɔ m p		z ʊ m pf
-225	p r ɛɪ s	p r aɪ s		p r ai s
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
6011	j ʉ l iː		e t a b l	
1194	w ɛɪ t	w aɪ d		
232	k oː p ə			k au f ə n
1530	k oː n ɛɪ n			k a n iː n + x ə n
-2	t ɛ n t	t ɛ n t		
1341	z oː n	s ʌ n		z oː n
1648	s m eː d ə			ʃ m iː d ə n
514	h ɛ ŋ s t			h ɛ ŋ s t
575	ɔ k s ə l		ɛ s ɛ l	a k s ə l + h ɶː l ə
314	d oː d ə			t ɶː t ə n
1810	h œy t	h aɪ d		h au t
2197	s x aː p	ʃ iː p		ʃ aː f
1442	v l iː x	f l aɪ		f l iː ɡ ə
1559	ɑ l ə	ɔː l		a l ə
2111	x r aː v ə			ɡ r aː b ə n
2228	h ɑ l s			h a l s
2125	w ɪ k ə l ə			v ɪ k ə l n
1390	d ɪ ŋ	θ ɪ ŋ		d ɪ ŋ
1047	b r ɔ n			b r ʊ n ə n
-2121	r ɔ l ə	r əʊ l		r ɔ l ə n
1309	l œy s	l aʊ s		l au s
2038	n ɪ x t			n ɪ x t ə
1282	w ɑ l v ɪ s	w eɪ l		v aː l
1959	s l aː p ə	s l iː p		ʃ l aː f ə n
1065			t y	d uː
1401		ɡ r ɑː s p		ɡ r ai f ə n
186	s x ʉ l t			ʃ ʊ l t
2180	d oː r s + l ɪ k ə			ʃ l ʊ k ə n
135	x l ɛɪ d ə	s l aɪ d		ɡ l ai t ə n
517	p aː r t			pf eː r t
1789	b eː d ə l aː r			b ɛ t l ə r
1989	h oː j	h eɪ		h ɔy
1389			ʃ o z	z a x ə
586	k r aː x			k r aː ɡ ə n
2097		h əʊ		h a k ə
323	l eː v ə	ə + l aɪ v		l eː b ə n
106	m ɑ n	m æ n		m a n
1199	s l œy j ə r			ʃ l ai ə r
467	d ʉ n	θ ɪ n		d ʏ n
1188	n ɑu w	n æ r əʊ		
685		t aɪ m	t ɑ̃	
320		d aɪ		t oː t
875	d œy z ə n t	θ aʊ z n̩ d		t au z ə n t
-1888	m eː d iː s ɛɪ n	m ɛ d s ɪ n		
258	d r ɔ ŋ k ə	d r ʌ ŋ k		b ə + t r ʊ ŋ k ə n
34	b oː n	b iː n		b oː n ə
1928	s p l ɛɪ t ə	s p l ɪ t		ʃ p a l t ə n
624	s p ɪ n ə	s p ɪ n		ʃ p ɪ n ə n
2194	ɔ s	ɔ k s		ɔ k s ə
2147	x ɑ n s	ɡ uː s		ɡ a n s
1617	s x ʉ p			ʃ ʊ p ə
2159	k r ɔ p			k r ɔ pf
1075	b l aː z ə	b l əʊ		b l aː z ə n
1848	r ʉ n t			r ɪ n t + f iː
1408	n eː m ə			n eː m ə n
1286	v ɛ r	f ɑː r		f ɛ r n
347	t w eː d ə			ts v ai t ə
1640	z ɪ l v ə r	s ɪ l v ə r		z ɪ l b ə r
2127	d r aː j ə			d r eː ə n
1903	w ɔ n t	w aʊ n d		v ʊ n d ə
100	v r ɑu w			f r au
-2035		k ʌ z n̩		k uː z iː n ə
1211	v yː r	f aɪ ə r		f ɔy ə r
276	l ɑ m	l ɑː m eɪ		l aː m
436	h ɑu t			h ɔ l ts
-934	l ɑ m p	l æ m p		l a m p ə
2293	l eː r	l ɛ ð ə r		l eː d ə r
677	t ɛ l ə			ts ɛː l ə n
608	v uː t	f ʊ t		f uː s
1805	v l eː s	f l ɛ ʃ		f l ai ʃ
1466	k l eː d ɪ ŋ	k l əʊ ð z		k l ai d ʊ ŋ
1638	k oː p ə r	k ɔ p ə r		
579	v ɪ n d ə	f aɪ n d		f ɪ n d ə n
2141	h ɛ n	h ɛ n		h uː n
2192	k uː	k aʊ		
246	w ɛ ŋ ɡ + b r ɑu w	aɪ + b r aʊ		au ɡ ə n + b r au ə
1799	k n oː p			k n ɔ pf
