COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1687-2		h uː														
123-2		ʔ aː m														
1652-2		dʑ i n														
576-2		ŋ oː														
1738-2		d a k														
442-2		h oː m														
368-2		d tɕʰ ɔ ŋ														
1778-2		b a d														
957-2		n ɔ ʔ														
1704-2		ʔ i ʔ														
304-2		tɕʰ a m														
1796-2		dʑ a ŋ														
720-2		d aː h														
287-2		k ə														
321-2		k o k														
206-2		d o k														
1950-2		ʔ														
665-2		ʔ au̯ n														
703-2		n o k														
1290-2		m aːi̯														
1391-2		ʔ a ʔ														
269-2		k ɔ ʔ														
855-2		dʑ a n														
2078-2		s i														
2213-2		m ai̯														
1859-3			ŋ aːi̯													
175-3			h a													
241-3			ʔ uː t													
2163-3			j̊ uː r													
2181-3			n a m													
2060-3			ʔ e m													
410-3			ɗ aːi̯													
1841-3			m a													
2017-3			h j̊													
1004-3			j̊ aː													
614-3			ɓ o h													
686-3			b l j̊													
88-3			h a ʔ													
872-3			n j̊ ŋ													
1891-3			ɗ aː													
68-3			s j̊ m													
631-3			b j̊													
594-3			k aː													
1759-3			h a ɲ													
805-3			k j̊ ɲ													
756-3			h ɨː ʔ													
1201-3			m a ʔ													
2042-3			ʔ aː													
1968-3			ɗ a ʔ													
2000-3			j̊ aː ŋ													
17-3			v a ʔ													
4-3			a ɯ m													
788-3			ɗ aːi̯													
1219-3			h j̊ m													
141-3			ʔ aː ŋ													
541-3			b r j a ŋ													
1687-3			h uː r													
123-3			a aː m													
1652-3			dʑ e ɲ													
576-3			ŋ ɔː													
1738-3			ɗ a ʔ													
442-3			h ɔː m													
368-3			ɗ j a ŋ													
1778-3			b a ʔ													
957-3			n a b													
1704-3			ʔ j̊ ʔ													
304-3			j a m													
1796-3			dʑ a ŋ													
720-3			d a h													
287-3			h a b													
321-3			k a h													
206-3			ɗ o ʔ													
1950-3			ʔ aːi̯													
665-3			a a n													
703-3			n o ʔ													
1290-3			m aːi̯													
1391-3			h a h													
269-3			k a d													
855-3			dʑ a n													
2078-3			s j̊													
2213-3			m aːi̯													
1858-3			s a													
1151-3			k j a r													
737-3			b aːi̯ d													
1859-4				ŋ ai̯												
175-4				k a												
241-4				ʔ uː ʔ												
2163-4				tɕʰ uː n												
2181-4				n a m												
2060-4				ʔ v m												
410-4				t aːi̯												
1841-4				m tɕʰ												
2017-4				h tɕʰ												
1004-4				tɕʰ aː												
614-4				o h												
686-4				p l iː												
88-4				g ai̯ k												
872-4				n ui̯ ŋ												
1891-4				t aː												
68-4				s iː m												
631-4				p												
594-4				k aː												
1759-4				h a n												
805-4				k iː n												
756-4				h ui̯ k												
1201-4				m o ʔ												
2042-4				ʔ aː												
1968-4				t a ʔ												
2000-4				tɕʰ aː ŋ												
17-4				v a												
4-4				aː m												
788-4				t ai̯												
1219-4				ʔ iː m												
141-4				ʔ aː ŋ												
541-4				p j o ŋ												
1687-4				h uː												
123-4				aː m												
1652-4				dʑ iː n												
576-4				ŋ ɔː												
1738-4				t a k												
442-4				h ɔː m												
368-4				o ŋ												
1778-4				b a												
957-4				n ai̯												
1704-4				ʔ iː ʔ												
304-4				j ɔː m												
1796-4				dʑ ɔ ŋ												
720-4				d aː h												
287-4				k a p												
321-4				k o												
206-4				t o k												
1950-4				ʔ												
665-4				o n												
703-4				n o k												
1290-4				m aːi̯												
1391-4				g ɔː												
269-4				k ɔː												
855-4				dʑ ɔː n												
2078-4				s iː												
2213-4				m ai̯												
1858-4				s a												
1151-4				k j o												
737-4				b ai̯												
1859-5					ŋ ei̯											
175-5					k a											
241-5					ʔ aː ʔ											
2163-5					aː uː r											
2181-5					n a m											
2060-5					ʔ əː m											
410-5					ɗ aːi̯											
1841-5					m ei̯											
2017-5					h ei̯											
1004-5					aː aː											
614-5					tʰ əː h											
686-5					b l aː											
88-5					k a ʔ											
872-5					n ei̯ ŋ											
1891-5					ɗ aː											
68-5					s ei̯ m											
631-5					tʰ əː n											
594-5					k aː											
1759-5					h a ɲ											
805-5					k ei̯ ŋ											
756-5					h ei̯ ʔ											
1201-5					m əː ʔ											
2042-5					ʔ aː w											
1968-5					ɗ a ʔ											
2000-5					əː aː ŋ											
17-5					aː a ʔ											
4-5					a əː m											
788-5					ɗ ei̯											
1219-5					h ei̯ m											
141-5					ʔ aː ŋ											
541-5					b r j a ŋ											
1687-5					h ei̯ r											
123-5					a aː m											
1652-5					dʑ ei̯ ŋ											
576-5					ŋ a											
1738-5					ɗ ei̯ k											
442-5					h ɔː m											
368-5					əː j a ŋ											
1778-5					b əː ʔ											
957-5					n a b											
1704-5					ʔ i ʔ											
304-5					j a m											
1796-5					dʑ a ŋ											
720-5					dʱ əː h											
287-5					k a b											
321-5					k əː h											
206-5					ɗ əː ʔ											
1950-5					ʔ w a											
665-5					a a n											
703-5					n əː ʔ											
1290-5					m aːi̯											
1391-5					k a t											
269-5					k a t											
855-5					dʑ a n											
2078-5					s i											
2213-5					m ei̯											
1858-5					s a											
1151-5					k j a											
737-5					b əː											
1859-6						ŋ iː										
175-6						i a										
241-6						ʔ uː t										
2163-6						iː uː										
2181-6						n a m										
2060-6						ʔ əː m										
410-6						ɗ iː										
1841-6						m iː										
2017-6						h i										
1004-6						iː aː										
614-6						aː o h										
686-6						əː l i										
88-6						iː a ʔ										
872-6						n i ŋ										
1891-6						ɗ aː										
68-6						s i m										
631-6						d i										
594-6						i aː										
1759-6						h a ɲ										
805-6						əː iː ŋ										
756-6						h i ʔ										
1201-6						m əː ʔ										
2042-6						ʔ aː										
1968-6						ɗ a ʔ										
2000-6						əː aː ŋ										
17-6						iː iː ʔ										
4-6						əː əː m										
788-6						ɗ iː										
1219-6						h i m										
141-6						ʔ aː ŋ										
541-6						b r j a ŋ										
1687-6						h uː										
123-6						əː aː m										
1652-6						dʑ iː ŋ										
576-6						ŋ a										
1738-6						ɗ e i										
442-6						h oː m										
368-6						d j a ŋ										
1778-6						b iː ʔ										
957-6						n a iː										
1704-6						ʔ i t										
304-6						j a m										
1796-6						dʑ a ŋ										
720-6						d iː h										
287-6						iː a i										
321-6						əː əː d										
206-6						ɗ o ʔ										
1950-6						ʔ əː										
665-6						əː əː n										
703-6						n o ʔ										
1290-6						m iː										
1391-6						i i t										
269-6						i a d										
855-6						dʑ a n										
2078-6						s iː										
2213-6						m iː										
1858-6						s a										
1151-6						i j a										
737-6						iː iː d										
1859-7							ŋ ai̯									
175-7							k a									
241-7							ʔ uː ʔ									
2163-7							tɕʰ uː									
2181-7							n a m									
2060-7							ʔ tɕʰ m									
410-7							t aːi̯									
1841-7							m tɕʰ									
2017-7							h ɔː									
1004-7							tɕʰ aː									
614-7							tɕʰ o h									
686-7							p l tɕʰ									
88-7							g a k									
872-7							n ɨ ŋ									
1891-7							t aː									
68-7							s iː m									
631-7							p									
594-7							k aː									
1759-7							h a n									
805-7							k ɔː n									
756-7							h ɨ k									
1201-7							m au̯ ʔ									
2042-7							ʔ aː									
1968-7							t a ʔ									
2000-7							ɔː aː ŋ									
17-7							v a t									
4-7							aː m									
788-7							t ai̯									
1219-7							iː m									
141-7							ʔ aː ŋ									
541-7							p ɔː j o ŋ									
1687-7							h uː									
123-7							aː m									
1652-7							dʑ n									
576-7							ŋ ɔː									
1738-7							t a k									
442-7							h ɔː m									
368-7							t j o ŋ									
1778-7							ɔː a t									
957-7							n a ɔː									
1704-7							ʔ iː ʔ									
304-7							j a m									
1796-7							dʑ ɔ ŋ									
720-7							d aː h									
287-7							k a tɕʰ									
321-7							o									
206-7							t o k									
1950-7							ʔ									
665-7							n									
703-7							n o k									
1290-7							m aːi̯									
1391-7							g ɔː ʔ									
269-7							k a ʔ									
855-7							dʑ a n									
2078-7							s ɔː									
2213-7							m ai̯									
1858-7							s a									
1151-7							k j									
737-7							ɔː a									
1859-8								ŋ ai̯								
175-8								k a								
241-8								ʔ uː ʔ								
2163-8								ɨː uː ʔ								
2181-8								n a m								
2060-8								ʔ ai̯ m								
410-8								ɗ aːi̯								
1841-8								m f								
2017-8								h eː								
1004-8								j̊ aː								
614-8								ɓ o h								
686-8								ɓ l f								
88-8								k a k								
872-8								n uːi̯ ŋ								
1891-8								ɗ aː								
68-8								s a m								
631-8								ɓ j̊ ʔ								
594-8								g aː								
1759-8								h a ŋ								
805-8								g ɔ ŋ								
756-8								h uːi̯ k								
1201-8								m a ʔ								
2042-8								ʔ aː								
1968-8								ɗ a ʔ								
2000-8								eː aː ŋ								
17-8								v a ʔ								
4-8								ʔ əɯ̯ m								
788-8								ɗ ai̯								
1219-8								h a m								
141-8								ʔ aː ŋ								
541-8								ɓ j a ŋ								
1687-8								h uː ʔ								
123-8								ʔ aː m								
1652-8								tɕ a ŋ								
576-8								ŋ a								
1738-8								ɗ a k								
442-8								h ɔː m								
368-8								ɗ j a ŋ								
1778-8								ai̯ a ʔ								
957-8								n a ai̯								
1704-8								ʔ a ʔ								
304-8								j a m								
1796-8								tɕ a ŋ								
720-8								t a h								
287-8								k a j̊								
321-8								g ɔ h								
206-8								ɗ ɔ k								
1950-8								ʔ ʔ								
665-8								ʔ a n								
703-8								n o ʔ								
1290-8								m aːi̯								
1391-8								ʔ a ʔ								
269-8								g a ʔ								
855-8								tɕ a n								
2078-8								s ei̯								
2213-8								m ai̯								
1858-8								s a								
1151-8								g j a								
737-8								ai̯ ai̯ t								
1859-9									ŋ iː							
175-9									k a							
241-9									ʔ ui̯ ʔ							
2163-9									j̊ u l							
2181-9									n a m							
2060-9									ʔ j̊ m							
410-9									ɗ aːi̯							
1841-9									m j̊							
2017-9									h iː							
1004-9									j̊ ɛː							
614-9									tʰ o h							
686-9									b l iː							
88-9									g a k							
872-9									n j̊ ŋ							
1891-9									ɗ ɛː							
68-9									s iː m							
631-9									b ɗ l							
594-9									k ɛː							
1759-9									h a n							
805-9									k a n							
756-9									h j̊ k							
1201-9									m ə a ʔ							
2042-9									ʔ ɛː							
1968-9									ɗ ɛ ʔ							
2000-9									j̊ ɛː ŋ							
17-9									v ɛ ʔ							
4-9									u əɯ̯ m							
788-9									ɗ a							
1219-9									h iː m							
141-9									ʔ ɛː ŋ							
541-9									b r j a ŋ							
1687-9									h u l							
123-9									u ɛː m							
1652-9									tɕ a n							
576-9									ŋ ɔ							
1738-9									ɗ ɛ k							
442-9									h ɔː m							
368-9									ɗ j a ŋ							
1778-9									iː a ʔ							
957-9									n a j							
1704-9									ʔ iː ʔ							
304-9									j a m							
1796-9									tɕ a ŋ							
720-9									d j̊ h							
287-9									k ə a j̊							
321-9									k o ʔ							
206-9									ɗ o k							
1950-9									ʔ iː							
665-9									u u n							
703-9									n o k							
1290-9									m aːi̯							
1391-9									u a ʔ							
269-9									k a ʔ							
855-9									tɕ a n							
2078-9									s iː							
2213-9									m j̊							
1858-9									s a							
1151-9									k j a l							
737-9									j̊ a d							
1859-10										ŋ iː						
175-10										g a						
241-10										ʔ u.r n						
2163-10										iː u.r ʔ						
2181-10										n ɔ m						
2060-10										ʔ tɕʰ m						
410-10										ɗ ɔ						
1841-10										m ɔ						
2017-10										h e						
1004-10										iː aː						
614-10										aː ɔː h						
686-10										b l e						
88-10										ʔ ɔ ʔ						
872-10										n iː ŋ						
1891-10										ɗ aː						
68-10										s e m						
631-10										e ɔː ʔ						
594-10										k aː						
1759-10										h ɔ ŋ						
805-10										k tɕʰ ŋ						
756-10										h iː ʔ						
1201-10										m u ʔ						
2042-10										ʔ ɔː						
1968-10										ɗ ɔ ʔ						
2000-10										iː e ŋ						
17-10										iː ɔ ʔ						
4-10										ʔ e m						
788-10										ɗ iː						
1219-10										h e m						
141-10										ʔ e ŋ						
541-10										b r j a ŋ						
1687-10										h u.r ʔ						
123-10										ʔ e m						
1652-10										dʑ ɨː ŋ						
576-10										ŋ a l						
1738-10										ɗ ɔ g						
442-10										h ɔː m						
368-10										ɗ j a ŋ						
1778-10										ɓ iː ʔ						
957-10										n a n						
1704-10										ʔ e ʔ						
304-10										j a m						
1796-10										dʑ a ŋ						
720-10										d iː h						
287-10										ʔ ɔ e						
321-10										k ə ʔ						
206-10										ɗ ɔː ʔ						
1950-10										ʔ w kʰ						
665-10										ʔ ɔː n						
703-10										n ɔː ʔ						
1290-10										m e						
1391-10										ʔ ɔ n						
269-10										k a ʔ						
855-10										dʑ a n						
2078-10										s ɨː						
2213-10										m iː						
1858-10										s a						
1151-10										k j a ʔ						
737-10										ɓ ɗ						
1859-11											ŋ ai̯.ʔ					
175-11											k a					
241-11											ʔ uː ʔ					
2163-11											ɨː uː					
2181-11											n a m					
2060-11											ʔ ɨː m					
410-11											t aːi̯					
1841-11											m tɕʰ					
2017-11											h tɕʰ					
1004-11											ɨː aː					
614-11											tɕʰ o h					
686-11											tɕʰ l tɕʰ					
88-11											k a k					
872-11											n tɕʰ ŋ					
1891-11											t aː					
68-11											tɕʰ i m					
631-11											b					
594-11											k aː					
1759-11											h a n					
805-11											k ɨː n					
756-11											h tɕʰ k					
1201-11											m ʔ					
2042-11											ʔ aː					
1968-11											t a ʔ					
2000-11											ɨː aː ŋ					
17-11											v a t					
4-11											aː m					
788-11											aː ai̯.ʔ					
1219-11											h i m					
141-11											ʔ aː ŋ					
541-11											tɕʰ r ə ŋ					
1687-11											h uː aː					
123-11											aː m					
1652-11											dʑ ɨː n					
576-11											ŋ ɔː					
1738-11											aː a k					
442-11											h əː m					
368-11											aː ə ŋ					
1778-11											i a t					
957-11											n a ɔ					
1704-11											ʔ i ʔ					
304-11											ɔ m					
1796-11											dʑ ɔ ŋ					
720-11											d aː h					
287-11											k a ɨː					
321-11											l o					
206-11											t aː k					
1950-11											ʔ					
665-11											aː n					
703-11											n aː k					
1290-11											m aːi̯					
1391-11											k a ʔ					
269-11											k a ʔ					
855-11											dʑ ə n					
2078-11											tɕʰ i					
2213-11											m ai̯.ʔ					
1858-11											s a					
1151-11											k ə					
737-11											r ə					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ u				
2163-12												ɨ u n				
2181-12												n ă m				
2060-12												ʔ ɨ m				
410-12												d ai̯				
1841-12												m o				
2017-12												h e				
1004-12												ɨ ɨ				
614-12												b ou̯ h				
686-12												b l e				
88-12												k ă ʔ				
872-12												n ɨ ŋ				
1891-12												d ɨ				
68-12												s i m				
631-12												b ɨ n				
594-12												g ɨ				
1759-12												h a ɲ				
805-12												g i ɲ				
756-12												h ɨ				
1201-12												m o c				
2042-12												ʔ ɨ				
1968-12												d ă ʔ				
2000-12												ɨ ɨ ŋ				
17-12												v ă c				
4-12												o ə m				
788-12												d ɛ				
1219-12												h i m				
141-12												ʔ ɨ ŋ				
541-12												b r j a ŋ				
1687-12												h u n				
123-12												o ɨ m				
1652-12												c i ɲ				
576-12												ŋ ɔ				
1738-12												d ă k				
442-12												h o m				
368-12												d j a ŋ				
1778-12												p ă c				
957-12												n ă p				
1704-12												ʔ i				
304-12												j ă m				
1796-12												c ɔ ŋ				
720-12												t ɨ h				
287-12												k ă p				
321-12												g o h				
206-12												d ou̯ ʔ				
1950-12												ʔ o				
665-12												o a n				
703-12												n ou̯ ʔ				
1290-12												m ai̯				
1391-12												k ă t				
269-12												g ă t				
855-12												c a n				
2078-12												s e				
2213-12												m ɛ				
1858-12												s a				
1151-12												g j a n				
737-12												p ɛ t				
1859-13													k ɛ			
175-13													k a			
241-13													ʔ u ʔ			
2163-13													j̊ u n			
2181-13													n ă m			
2060-13													ʔ ɨ m			
410-13													d ai̯			
1841-13													m ɨ			
2017-13													h ɨ			
1004-13													j̊ j̊			
614-13													b ou̯ h			
686-13													b l e			
88-13													k ă ʔ			
872-13													n ɨ k			
1891-13													d j̊			
68-13													s i m			
631-13													b ɨ n			
594-13													g j̊			
1759-13													h ă n			
805-13													g ɨ n			
756-13													h ɨ k			
1201-13													m o c			
2042-13													ʔ a			
1968-13													d ă ʔ			
2000-13													e ə k			
17-13													v ă t			
4-13													ə m			
788-13													d ɛ			
1219-13													h i m			
141-13													ʔ ə k			
541-13													b r j a k			
1687-13													h u n			
123-13													ə m			
1652-13													c ɨ n			
576-13													k ɔ			
1738-13													d ă k			
442-13													h o m			
368-13													d j a k			
1778-13													p ă t			
957-13													n ă p			
1704-13													ʔ i ʔ			
304-13													j ă m			
1796-13													c ɔ k			
720-13													t ɨ h			
287-13													k a p			
321-13													g ə h			
206-13													d ou̯ ʔ			
1950-13													ʔ ɛ			
665-13													a n			
703-13													n ou̯ ʔ			
1290-13													m ai̯			
1391-13													k ă t			
269-13													g ă t			
855-13													c a n			
2078-13													s ɛ			
2213-13													m ɛ			
1858-13													s a			
1151-13													g j a n			
737-13													p ə t			
1859-14														ŋ ai̯		
175-14														k a		
241-14														ʔ u t		
2163-14														kʰ uː t		
2181-14														n a m		
2060-14														ʔ j̊ m		
410-14														ɗ aːi̯		
1841-14														m j̊		
2017-14														h eː		
1004-14														j̊ f		
614-14														b o h		
686-14														b l uːi̯		
88-14														k a k		
872-14														n uːi̯ ŋ		
1891-14														ɗ f		
68-14														s iː m		
631-14														b ɔ t		
594-14														g f		
1759-14														h a n		
805-14														g ɔ ŋ		
756-14														h ɨː ʔ		
1201-14														m a ʔ		
2042-14														ʔ f		
1968-14														ɗ a ʔ		
2000-14														ɨː aː ŋ		
17-14														v ɔ ʔ		
4-14														t əɯ̯ m		
788-14														ɗ ai̯		
1219-14														h iː m		
141-14														ʔ aː ŋ		
541-14														b r j a ŋ		
1687-14														h uː t		
123-14														t aː m		
1652-14														tɕ ɔ n		
576-14														ŋ ɔ		
1738-14														ɗ a k		
442-14														h ɔː m		
368-14														ɗ j a ŋ		
1778-14														ɔ ɔ ʔ		
957-14														n a ɨː		
1704-14														ʔ ɔː t		
304-14														j ɔ m		
1796-14														tɕ a ŋ		
720-14														dʱ ɔ h		
287-14														k a j̊		
321-14														g o ʔ		
206-14														ɗ o ʔ		
1950-14														ʔ t		
665-14														t o n		
703-14														n o k		
1290-14														m aːi̯		
1391-14														h a t		
269-14														g a t		
855-14														tɕ ɔ n		
2078-14														s eː		
2213-14														m ai̯		
1858-14														s a		
1151-14														g j ɔ t		
737-14														ɔ ɔː t		
1859-15															ŋ ɛː	
175-15															a	
241-15															ʔ u ʔ	
2163-15															ɨː u n	
2181-15															n a m	
2060-15															ʔ j m	
410-15															d aːi̯	
1841-15															m a	
2017-15															h e	
1004-15															ɨː j	
614-15															b a.j̊.au̯ h	
686-15															b l j	
88-15															au̯ ʔ	
872-15															n j ŋ	
1891-15															d j	
68-15															s ɨi̯ m	
631-15															b ou̯ n	
594-15															g j	
1759-15															h a ɲ	
805-15															g ɨi̯ ɲ	
756-15															h j	
1201-15															m ou̯ c	
2042-15															ʔ əɯ̯	
1968-15															d a ʔ	
2000-15															m̥ j ŋ	
17-15															v a c	
4-15															a əɯ̯ m	
788-15															d ɛː	
1219-15															h ɨi̯ m	
141-15															ʔ j ŋ	
541-15															b r j a ŋ	
1687-15															h u n	
123-15															a j m	
1652-15															tɕ ɨi̯ ɲ	
576-15															ŋ ɔː	
1738-15															d a	
442-15															h ou̯ m	
368-15															d j a ŋ	
1778-15															p a c	
957-15															n ou̯ m̥	
1704-15															ʔ ɨi̯ ʔ	
304-15															j a m	
1796-15															tɕ ɔ ŋ	
720-15															t ɨː h	
287-15															a ɨː	
321-15															g ou̯ h	
206-15															d ou̯ ʔ	
1950-15															ʔ v	
665-15															a a n	
703-15															n ou̯ ʔ	
1290-15															m aːi̯	
1391-15															a t	
269-15															g a t	
855-15															tɕ a n	
2078-15															s ei̯	
2213-15															m ɛː	
1858-15															s a	
1151-15															g j a n	
737-15															j ɛː t	
1859-16																ŋ ɛː
175-16																g a
241-16																ʔ uː t
2163-16																j̊ uː n
2181-16																n a m
2060-16																ʔ tɕ m
410-16																d aːi̯
1841-16																m a
2017-16																h tɕ
1004-16																a tɕ
614-16																b au̯ h
686-16																b l tɕ
88-16																a ɔ ʔ
872-16																n uːi̯ ŋ
1891-16																d tɕ
68-16																s iː m
631-16																b a n
594-16																g tɕ
1759-16																h a ɲ
805-16																g a n
756-16																h uːi̯ ʔ
1201-16																m ou̯ ʔ
2042-16																ʔ aː
1968-16																d a ʔ
2000-16																a tɕ ŋ
17-16																v a ʔ
4-16																a əɯ̯ m
788-16																d ɛː
1219-16																h iː m
141-16																ʔ tɕ ŋ
541-16																b r j a ŋ
1687-16																h uː n
123-16																a tɕ m
1652-16																tɕ a n
576-16																ŋ ɔː
1738-16																d a ʔ
442-16																h ou̯ m
368-16																tɕ j a ŋ
1778-16																p a ʔ
957-16																n a p
1704-16																ʔ iː ʔ
304-16																j a m
1796-16																tɕ ɔ ŋ
720-16																t ou̯ h
287-16																ʔ a p
321-16																g ou̯ ʔ
206-16																d au̯ ʔ
1950-16																ʔ a
665-16																a a n
703-16																n au̯ ʔ
1290-16																m aːi̯
1391-16																ʔ ɔ t
269-16																g a t
855-16																tɕ a n
2078-16																s a
2213-16																m ɛː
1858-16																s a
1151-16																g j a n
737-16																p ɛː t
