COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
2130-2		a ɔːi̯														
1-2		ʔ a														
386-2		a o o														
1411-2		ʔ b														
1027-2		əː a ʔ														
2077-2		m d h														
1459-2		kʰ l a														
1323-2		a a														
975-2		ɨ a h														
940-2		ŋ a h														
1476-2		ʔ a h														
1923-2		n ɨ														
105-2		a ɨ ŋ														
1431-2		ʔ ɨ														
37-2		ʔ ʔ d														
1152-2		o o ɔ ʔ														
1814-2		m a n														
1183-2		a ɨ a														
1430-2		kʰ kʰ														
1721-2		a ɨ ʔ														
1617-2		a a a														
1564-2		kʰ a a														
2111-2		l ɨ														
1563-2		a a														
1859-3			d ai̯													
175-3			d a k													
241-3			ʔ ɨː o													
2163-3			ai̯ r r													
2181-3			n a ai̯													
2060-3			ʔ ɨː ai̯													
410-3			ɨː n													
1841-3			ai̯ a													
2017-3			h d													
1004-3			a													
614-3			n ai̯ h													
686-3			ai̯ l d													
88-3			d a ʔ													
872-3			n ɨː d													
1891-3			ɨː a													
68-3			ai̯ d ai̯													
631-3			ai̯ ɨː r													
594-3			d a													
1759-3			h a ai̯													
805-3			d d d													
756-3			h d n													
1201-3			ai̯ k n h													
2042-3			ʔ a k													
1968-3			ɨː a ʔ													
2000-3			n a d													
17-3			o n													
4-3			d ai̯													
788-3			ɨː d k													
1219-3			h d ai̯													
141-3			ʔ a d													
541-3			kʰ r j a d													
1687-3			h ai̯ r													
123-3			a ai̯													
1652-3			a d d													
576-3			d a													
1738-3			ɨː b ai̯													
442-3			h ai̯ ai̯													
368-3			ɨː j a d													
1778-3			b d n													
957-3			n a b													
1704-3			ʔ d ʔ													
304-3			j a ai̯													
1796-3			a ɔː d													
720-3			d d h													
287-3			d n b													
321-3			ai̯ ai̯ n													
206-3			ɨː ɨː d													
1950-3			ʔ k d													
665-3			a n													
703-3			n ai̯ ʔ													
1290-3			ai̯ n													
1391-3			ɨː a h													
269-3			d k a s													
855-3			a a n													
2078-3			ai̯ d k													
2213-3			ai̯ ai̯													
1858-3			ai̯ a													
1151-3			ai̯ j a r													
737-3			b r ai̯ ɨː													
340-3			ɨː ɨː													
1111-3			ai̯ ai̯													
485-3			ɨː r													
1356-3			ɨː ɨː													
1093-3			n n d													
1063-3			n ai̯ ai̯													
648-3			a d d													
223-3			ɨː k ɨː n													
1248-3			i o													
1509-3			ai̯ ai̯ ai̯													
504-3			a oː													
1-3			h ɨː													
386-3			ɨː k k a													
1411-3			ʔ r k													
1027-3			ɨː a h													
2077-3			d d													
1459-3			ɨː l r													
1323-3			a s													
1538-3			r j a h													
975-3			ɨː a h													
940-3			ɨː ɨː h													
1476-3			h a h													
105-3			a ɔː ɨː													
1431-3			ʔ a													
37-3			d													
1152-3			o l a o													
1814-3			s s s													
1890-3			s ə													
1430-3			n a													
1721-3			n ɔː h													
1617-3			ɨː ɨː n													
1564-3			r ɔː ʔ													
1028-3			ʔ a													
1563-3			kʰ a													
1859-4																
175-4				a												
241-4				ʔ												
2163-4				ə n												
2181-4				n a												
2060-4				ʔ												
410-4																
1841-4																
2017-4																
1004-4				ə ə												
614-4																
686-4																
88-4				ə												
872-4				n												
1891-4				ə												
68-4																
631-4				ə n												
594-4				ə												
1759-4				a n												
805-4				n												
756-4																
1201-4				ʔ												
2042-4				ʔ ə												
1968-4				ə ʔ												
2000-4				ʐ ə												
17-4				ə a t												
4-4				ə əː												
788-4																
1219-4																
141-4				ʔ ə												
541-4				j ə												
1687-4				n												
123-4				ə ə												
1652-4				n												
576-4																
1738-4				a												
442-4																
368-4				j ə												
1778-4				b t												
957-4				n ə												
1704-4				ʔ												
304-4				j ə												
1796-4				ə												
720-4				t												
287-4				a p												
321-4				ə												
206-4																
1950-4				ʔ b												
665-4				ə au̯ n												
703-4				n												
1290-4																
1391-4				ə												
269-4				ə												
855-4				ə n												
2078-4																
2213-4																
1858-4				a												
1151-4				j ə n												
737-4				t												
340-4				au̯												
1111-4																
485-4				ɨ												
1356-4																
1093-4																
1063-4																
648-4				n												
223-4				ɨ n												
1509-4				n												
504-4																
2130-4																
1-4				ʔ au̯												
386-4				ə b b g												
1411-4				ʔ												
1027-4				b a ʔ												
2077-4				t												
1459-4				ɨ												
975-4				ə a h												
940-4				g												
1476-4				ʔ ə h												
1923-4				n												
105-4				ə b												
1431-4				ʔ												
37-4				t t ɔ												
1152-4				ɛː ɛː a k												
1183-4				n ɨ n												
1430-4				t ɔ												
1721-4				ʔ g ʔ												
1617-4				b b ɨ												
1028-4				ʔ a												
2111-4				g ɨ b												
1859-5					ŋ ei̯											
175-5					əː a											
241-5					ʔ b t											
2163-5					ei̯ b b											
2181-5					əː ɨ b											
2060-5					ʔ ei̯ b											
410-5					ei̯ ei̯											
1841-5					b b											
2017-5					b ei̯											
1004-5					ɔ ei̯											
614-5					ei̯ ei̯ b											
686-5					əː l ei̯											
88-5					əː b b											
872-5					əː əː ŋ											
1891-5					ei̯ ei̯											
68-5					əː ei̯ b											
631-5					b b b											
594-5					ei̯ ei̯											
1759-5					b a nˀ											
805-5					ei̯ ei̯ b											
756-5					b b b											
1201-5					b b ʔ											
2042-5					ʔ ei̯											
1968-5					ei̯ a ʔ											
2000-5					h ei̯ ŋ											
17-5					ei̯ a b											
4-5					ɔ ei̯ b											
788-5					ei̯ ei̯											
1219-5					b ei̯ b											
141-5					ʔ ei̯ ŋ											
541-5					əː r j a ŋ											
1687-5					b b b											
123-5					ɔ ei̯ b											
1652-5					ei̯ ei̯ b											
576-5					ŋ ei̯ r̥											
1738-5					ei̯ ɨ əː											
442-5					b ei̯ b											
368-5					ei̯ j a ŋ											
1778-5					b ei̯ b											
957-5					əː a ei̯											
1704-5					ʔ ei̯ ʔ											
304-5					j a b											
1796-5					ei̯ ɔ ŋ											
720-5					d ei̯ b											
287-5					əː b b											
321-5					əː nˀ əː											
206-5					ei̯ nˀ b											
1950-5					ʔ ei̯ ei̯											
665-5					ɔ b ei̯ əː											
703-5					əː nˀ nˀ											
1290-5					b ei̯											
1391-5					əː a t											
269-5					ei̯ a ei̯											
855-5					ei̯ a əː											
2078-5					əː ei̯											
2213-5					b ei̯											
1858-5					əː a											
1151-5					əː j ei̯ b											
737-5					b ei̯ j											
340-5					əː b											
1111-5					əː ei̯											
485-5					ŋ əː											
1356-5					j j h											
1093-5					əː əː ŋ											
1063-5					ei̯ ei̯ b											
648-5					ei̯ ei̯ nˀ											
223-5					əː əː əː											
1248-5					ei̯ ei̯											
1509-5					əː ei̯ j											
504-5					ei̯ ɔ j											
2130-5					b ei̯											
1-5					ʔ nˀ											
1411-5					ʔ b											
2077-5					b ɔ h											
1323-5					ei̯ ei̯											
1538-5					r j a b											
1923-5					b əː h											
37-5					ei̯ ŋ											
1152-5					p.ə l ei̯											
1814-5					b ei̯ a											
1890-5					s a											
1564-5					ei̯ ei̯ ʔ											
1597-5					s ɔ ŋ											
1859-6						ŋ iː										
175-6						d a.n t										
241-6						ʔ iː t										
2163-6						iː ei̯ iː										
2181-6						nʰ h d										
2060-6						ʔ ei̯ d										
410-6						ei̯ iː										
1841-6						d iː										
2017-6						h ei̯										
1004-6						t ei̯										
614-6						iː iː h										
686-6						iː l ei̯										
88-6						d iː ʔ										
872-6						nʰ iː ŋ										
1891-6						ei̯ ei̯										
68-6						iː iː d										
631-6						d d iː										
594-6						iː ei̯										
1759-6						h a.n nʰ										
805-6						iː iː h										
756-6						h iː ʔ										
1201-6						d t iː ʔ										
2042-6						ʔ ei̯ t										
1968-6						ei̯ a.n ʔ										
2000-6						ei̯ ei̯ ŋ										
17-6						ei̯ iː ʔ										
4-6						t ei̯ d										
788-6						ei̯ ei̯										
1219-6						h iː d										
141-6						ʔ ei̯ ŋ										
541-6						ou̯ r j a.n ŋ										
1687-6						h iː iː										
123-6						t ei̯ d										
1652-6						iː iː h										
576-6						ŋ iː l										
1738-6						ei̯ ə iː										
442-6						h iː d										
368-6						ei̯ iː a.n ŋ										
1778-6						d ei̯ ʔ										
957-6						nʰ a iː										
1704-6						ʔ iː t										
304-6						j a d										
1796-6						iː iː ŋ										
720-6						d ei̯ h										
287-6						d d h d										
321-6						iː d h										
206-6						iː iː ʔ										
1950-6						ʔ iː iː										
665-6						t t a.n nʰ										
703-6						nʰ iː d										
1290-6						d ei̯										
1391-6						d a.n iː										
269-6						iː h iː										
855-6						iː a nʰ										
2078-6						iː iː										
2213-6						d iː										
1858-6						iː a.n										
1151-6						iː j a.n iː										
737-6						ou̯ ei̯ iː										
340-6						ʔ iː										
1111-6						iː iː										
1093-6						d iː ŋ										
1063-6						ei̯ ei̯ iː										
648-6						d d nʰ										
1248-6						ei̯ ei̯										
1509-6						iː iː d										
504-6						iː ou̯ h										
2130-6						ei̯ ei̯										
1-6						ʔ iː										
1411-6						ʔ d										
2077-6						d ə h										
1323-6						o iː										
1538-6						r iː a.n h										
1923-6						ou̯ iː t										
37-6						t d ŋ										
1152-6						d l a t										
1814-6						s iː ŋ										
1597-6						s a p										
1859-7							ŋ b									
175-7							b a									
241-7							ʔ o ʔ									
2163-7							ɨ									
2181-7							n a b									
2060-7							ʔ b b									
410-7							t l									
1841-7							b b									
2017-7							h b									
1004-7							a									
614-7							b o l									
686-7							b l b									
88-7							b b									
872-7							n ɨ ŋ									
1891-7							b a									
68-7							b b b									
631-7							b									
594-7							b a									
1759-7							h a n									
805-7							b b n									
756-7							h ɨ g									
1201-7							b b ʔ									
2042-7							ʔ									
1968-7							t a ʔ									
2000-7							ŋ									
17-7							b a t									
4-7							eu̯ b									
788-7							b b									
1219-7							o b b									
141-7							ʔ ŋ									
541-7							b b j o ŋ									
1687-7							h l n									
123-7							b									
1652-7							o b n									
576-7							ŋ b									
1738-7							b a b									
442-7							h b b									
368-7							b j o ŋ									
1778-7							b l t									
957-7							n b									
1704-7							ʔ b ʔ									
304-7							j b									
1796-7							o b ŋ									
720-7							d b h									
287-7							b a b									
321-7							b l									
206-7							b o									
1950-7							ʔ n									
665-7							au̯ n									
703-7							n o									
1290-7							b b									
1391-7							b ʔ									
269-7							b ʔ									
855-7							o a n									
2078-7							b ɛː n									
2213-7							b b									
1858-7							eu̯ a									
1151-7							eu̯ j									
737-7							eu̯ a									
340-7							s b									
1111-7							b b									
485-7							ŋ ɨ									
1356-7							b b h									
1093-7							d o ŋ									
1063-7							b b b									
648-7							o b n									
223-7							b b n									
1248-7							b									
1509-7							d b n									
504-7							o o h									
2130-7							b b									
1-7							ʔ b									
386-7							o k									
1411-7							ʔ ɨ									
1027-7							b a ʔ									
1459-7							g l l									
975-7							ə a h									
940-7							ŋ b o									
1476-7							ʔ eː h									
1923-7							n b n									
105-7							b v ŋ									
1431-7							ʔ o									
37-7							ŋ									
1152-7							l a									
1183-7							n o ŋ									
1890-7							s a									
1430-7							t o									
1721-7							ʔ b ʔ									
1617-7							b v n									
1028-7							ʔ a									
2111-7							o g n									
1859-8								ŋ ai̯								
175-8								t a								
241-8								ʔ ŋ ʔ								
2163-8								t ŋ								
2181-8								t a d								
2060-8								ʔ d d								
410-8								t t								
1841-8								d t								
2017-8								h t								
1004-8								ʔ d								
614-8								ŋ o h								
686-8								ŋ l d								
88-8								t iː ʔ								
872-8								t t ŋ								
1891-8								d d								
68-8								d d d								
631-8								ŋ ŋ ŋ								
594-8								g d								
1759-8								h a d								
805-8								g d d								
756-8								h t ʔ								
1201-8								d a ʔ								
2042-8								ʔ t								
1968-8								d ɨː ʔ								
2000-8								ʔ d ŋ								
17-8								t a t								
4-8								ʔ d d								
788-8								d d								
1219-8								h d d								
141-8								ʔ d ŋ								
541-8								t r d a ŋ								
1687-8								h t								
123-8								ʔ d d								
1652-8								d d ŋ								
576-8								ŋ t								
1738-8								d a t								
442-8								h d d								
368-8								ai̯ ai̯ a ŋ								
1778-8								t a t								
957-8								t a ɔ								
1704-8								ʔ d ʔ								
304-8								d a d								
1796-8								d iː ŋ								
720-8								t d h								
287-8								t a t								
321-8								g o ʔ								
206-8								t o t								
1950-8								ʔ i								
665-8								ʔ o t								
703-8								t o ʔ								
1290-8								d d								
1391-8								t a ʔ								
269-8								g a ʔ								
855-8								d a t								
2078-8								ai̯ t								
2213-8								d ai̯								
1858-8								ai̯ a								
1151-8								g ai̯ a								
737-8								ŋ ai̯ t								
340-8								ŋ a								
1111-8								ai̯ ai̯								
485-8								ŋ t								
1356-8								t d h								
1093-8								t o ŋ								
1063-8								ai̯ t t								
648-8								d d ŋ								
223-8								g ai̯ t								
1248-8								t t								
1509-8								t ai̯ ŋ								
504-8								d o h								
2130-8								eː d								
1-8								ʔ d								
386-8								ʔ o ʔ								
1411-8								ʔ i								
1027-8								g a ʔ								
2077-8								t t h								
1459-8								g ŋ ai̯								
1323-8								h kʰ								
1538-8								r ai̯ a h								
975-8								ai̯ a h								
940-8								ŋ ŋ h								
1476-8								ʔ t h								
1923-8								n ŋ								
105-8								h iː ŋ								
1431-8								ʔ ai̯								
37-8								ʔ d ŋ								
1152-8								t a kʰ								
1183-8								ŋ ŋ ŋ								
1890-8								ai̯ a								
1430-8								kʰ kʰ								
1564-8								b kʰ ʔ								
1028-8								ʔ a								
2111-8								ŋ ŋ r								
1563-8								ŋ a								
1597-8								ɛ i ŋ								
1859-9									ŋ i							
175-9									i a							
241-9									ʔ i ʔ							
2163-9									kʰ i l							
2181-9									n l i							
2060-9									ʔ i i							
410-9									u l							
1841-9									i kʰ							
2017-9									h i							
1004-9									i i							
614-9									d o h							
686-9									ai̯ l i							
88-9									i a ʔ							
872-9									n i b							
1891-9									d i							
68-9									i i i							
631-9									d i i							
594-9									i i							
1759-9									h a i							
805-9									i i n							
756-9									h kʰ kʰ							
1201-9									i l ʔ							
2042-9									ʔ i l							
1968-9									u a ʔ							
2000-9									i l ŋ							
17-9									l ɯː ʔ							
4-9									l i i							
788-9									u i							
1219-9									h i i							
141-9									ʔ l ŋ							
541-9									b i l a ŋ							
1687-9									h i l							
123-9									l l i							
1652-9									d i n							
576-9									ŋ kʰ l							
1738-9									u l i							
442-9									h dʑ i							
368-9									d l a ŋ							
1778-9									b i ʔ							
957-9									n a i							
1704-9									ʔ i ʔ							
304-9									l a i							
1796-9									d ɔː ŋ							
720-9									d i h							
287-9									i a i							
321-9									i i ʔ							
206-9									l d ʔ							
1950-9									ʔ i							
665-9									l oː d							
703-9									n o ʔ							
1290-9									i i							
1391-9									kʰ a t							
269-9									i a t							
855-9									d a n							
2078-9									i i							
2213-9									i i							
1858-9									i a							
1151-9									i ʔ a u							
737-9									b i l							
340-9									ʔ a							
485-9									ŋ i							
1356-9									i kʰ h							
1093-9									d o ŋ							
1063-9									i i i							
648-9									ai̯ i ŋ							
223-9									i i n							
1248-9									i i							
504-9									d ɔ h							
2130-9									i i							
1-9									ʔ i							
386-9									d o ʔ							
1027-9									kʰ a ʔ							
2077-9									i oː h							
1459-9									kʰ l ɔː							
1323-9									i ɔː							
1538-9									l l a h							
975-9									kʰ a h							
940-9									ŋ iːu̯ h							
1476-9									ʔ i h							
105-9									ʔ ɔː ŋ							
1431-9									ʔ ɛːu̯							
37-9									l l ŋ							
1152-9									ai̯ l a n							
1814-9									i l i							
1430-9									iːu̯ kʰ							
1721-9									ai̯ i h							
1617-9									ŋ ʔ							
1564-9									b r ʔ							
1028-9									ʔ a							
1597-9									i ɔː ŋ							
1859-10										ŋ e						
175-10										e a						
241-10										ʔ e ʔ						
2163-10										e e ʔ						
2181-10										ʔ i m						
2060-10										ʔ e m						
410-10										e e						
1841-10										m ʔ						
2017-10										e e						
1004-10										ʔ ɔː						
614-10										ɓ o e						
686-10										e ʔ e						
88-10										e ʔ e						
872-10										ʔ e ʔ						
1891-10										e ɔː						
68-10										e e m						
631-10										e e ʔ						
594-10										e ɔː						
1759-10										e ɨ ʔ						
805-10										e e ʔ						
756-10										e e e						
1201-10										m ʔ ʔ						
2042-10										ʔ e						
1968-10										e a ʔ						
2000-10										e ʔ ŋ						
17-10										e i e						
4-10										ʔ e m						
788-10										e e						
1219-10										e e m						
141-10										ʔ ʔ ŋ						
541-10										ɓ ʔ e a ŋ						
1687-10										e e ʔ						
123-10										ʔ ʔ m						
1652-10										e e ʔ						
576-10										ŋ e l						
1738-10										e ɨ e						
442-10										e e m						
368-10										e ʔ a ŋ						
1778-10										ɓ e e						
957-10										ʔ a ʔ						
1704-10										ʔ e ʔ						
304-10										e a m						
1796-10										e ʔ ŋ						
720-10										t ʔ e						
287-10										e i e						
321-10										e e e						
206-10										e e e						
1950-10										ʔ ʔ ʔ						
665-10										ʔ e ʔ						
703-10										ʔ e e						
1290-10										m e						
1391-10										e ʔ ʔ						
269-10										e a e						
855-10										e a ʔ						
2078-10										e e						
2213-10										m e						
1858-10										ʔ a						
1151-10										ʔ e a						
737-10										ʔ ʔ i ʔ						
340-10										ʔ ʔ						
1111-10										e e						
485-10										ŋ e						
1356-10										m e e						
1093-10										e e ʔ						
1063-10										e e m						
648-10										e e ʔ						
223-10										e h e ʔ						
1248-10										e e						
1509-10										e e ʔ						
504-10										e e e						
2130-10										e e						
1-10										ʔ e						
386-10										ʔ e e						
1411-10										ʔ e						
1027-10										e i ʔ						
2077-10										m ɔː e						
1323-10										e ʔ						
1538-10										ʔ ɔ a e						
37-10										ŋ						
1152-10										ʔ l a						
1814-10										m b ʔ						
1890-10										s a						
1028-10										ʔ i						
1563-10										e a						
1859-11											ŋ b					
175-11											b a ɔi̯					
241-11											ʔ b ʔ					
2163-11											n n n					
2181-11											n a b					
2060-11											ʔ b b					
410-11											b n					
1841-11											b b					
2017-11											h b					
1004-11											n a					
614-11											b b h					
686-11											b b b					
88-11											b b a k					
872-11											n ɨ ŋ					
1891-11											b a					
68-11											b b b					
631-11											b b əː h					
594-11											b a					
1759-11											h a n					
805-11											b b n					
756-11											h ɨ b					
1201-11											b b b ʔ					
2042-11											ʔ a ɔi̯					
1968-11											b a ʔ					
2000-11											əː a ŋ					
17-11											b a t					
4-11											n əː b					
788-11											b b					
1219-11											h b b					
141-11											ʔ a ŋ					
541-11											b əː j o ŋ					
1687-11											h j n					
123-11											n a b					
1652-11											a b n					
576-11											ŋ b b					
1738-11											b a b					
442-11											h b b					
368-11											b j o ŋ					
1778-11											b a t					
957-11											n a ʔ					
1704-11											ʔ b ʔ					
304-11											j a b					
1796-11											a a ŋ					
720-11											d b h					
287-11											b j a b					
321-11											b əː ɔi̯					
206-11											b b ʔ					
1950-11											ʔ b h					
665-11											n ɔi̯ au̯ n					
703-11											n b k					
1290-11											b j					
1391-11											b a ʔ					
269-11											b b a ʔ					
855-11											a a n					
2078-11											b b b					
2213-11											b b					
1858-11											eu̯ a					
1151-11											eu̯ j a n					
737-11											eu̯ n a t					
340-11											s b					
1111-11											b b					
485-11											ŋ n					
1356-11											b b h					
1093-11											d j ŋ					
648-11											h əː n					
223-11											b b k n					
1248-11											ɔi̯ b					
1509-11											d j n					
504-11											a b h					
2130-11											b b					
1-11											ʔ b					
386-11											n o b b k					
1411-11											ʔ əː ɨ					
1027-11											b a ʔ					
2077-11											ɔi̯ ɔi̯ ɔi̯ o h					
1459-11											b b n					
1538-11											əː j a h					
975-11											n o a h					
940-11											ŋ b h					
1476-11											ʔ ə h					
1923-11											n b n					
105-11											v a ŋ					
1431-11											ʔ ɔi̯					
37-11											a a ŋ					
1152-11											h ɔi̯ a					
1183-11											n o n					
1890-11											v a					
1430-11											t a					
1721-11											ʔ k ʔ					
1617-11											b b k					
1028-11											ʔ a					
2111-11											b k n					
1597-11											v n n					
1859-12												ŋ o				
175-12												ɛ a				
241-12												ʔ o ɛ				
2163-12												ɛ ɛ n				
2181-12												n ɛ				
2060-12												ʔ ɛ				
410-12												o ɛ				
1841-12												ɛ				
2017-12												o ɛ				
1004-12												a				
614-12												b ɛ o				
686-12												b l o				
88-12												k ɛ ʔ				
872-12												n ɛ ŋ				
1891-12												ɛ a				
68-12												s o				
631-12												b ɛ n				
594-12												g a				
1759-12												o a ɛ				
805-12												g ɛ ɛ				
756-12												o ɛ k				
1201-12												ɛ c				
2042-12												ʔ a				
1968-12												o ɛ ʔ				
2000-12												a ŋ				
17-12												o ɛ k				
4-12												ɛ				
788-12												o o				
1219-12												ɛ o				
141-12												ʔ a ŋ				
541-12												b r j a ŋ				
1687-12												o ɛ n				
123-12												a				
1652-12												c ɛ n				
576-12												ŋ ɛ				
1738-12												o ɛ k				
442-12												o o				
368-12												ɛ a ŋ				
1778-12												p ɛ k				
957-12												n a p				
1704-12												ʔ o ɛ				
304-12												j k				
1796-12												c ɛ ŋ				
720-12												ɛ o o				
287-12												ɛ a p				
321-12												g ɛ o				
206-12												o ɛ ʔ				
1950-12												ʔ a				
665-12												a n				
703-12												n ɛ ʔ				
1290-12												ɛ				
1391-12												k a t				
269-12												g k				
855-12												c a n				
2078-12												s ɛ				
2213-12												o				
1858-12												s a				
1151-12												g j a n				
737-12												p ɛ t				
340-12												s ɛ				
1111-12												s o				
485-12												ŋ ɛ				
1356-12												ɛ o o				
1093-12												ɛ ɛ ŋ				
1063-12												ɛ ɛ				
648-12												k ɛ				
223-12												g ɛ n				
1248-12												c ɛ				
1509-12												ɛ o ɲ				
504-12												k ɛ ɛ				
2130-12												s o				
1-12												ʔ ɛ				
386-12												ɛ ʔ				
1411-12												ʔ ɛ				
1027-12												ɛ a ʔ				
2077-12												a				
1459-12												g l ɛ				
1323-12												a a				
1538-12												r j a o				
975-12												ɛ ɛ ɛ				
940-12												ŋ ɛ ɛ				
1476-12												ʔ a ɛ				
1923-12												n o				
105-12												ɛ ɛ ŋ				
1431-12												ʔ ɛ				
1814-12												m a a				
1183-12												n k n				
1890-12												s a				
1430-12												ɛ ɛ				
1721-12												k ɔ ʔ				
1617-12												b k ʔ				
1564-12												b ɛ ʔ				
1028-12												ʔ a				
2111-12												k k				
1563-12												s a				
1597-12												s ɔ ŋ				
1859-13													k ɛ			
175-13													ɛ a			
241-13													ʔ ɛ			
2163-13													ɛ ɛ			
2181-13													n p			
2060-13													ʔ ɛ p			
410-13													ɛ ɛ			
1841-13													p			
2017-13													ɛ ɛ			
1004-13													a			
614-13													ɛ p ɛ			
686-13													ɛ ɛ ɛ			
88-13													k ɛ ʔ			
872-13													n ɛ k			
1891-13													ɛ a			
68-13													s ɛ p			
631-13													ɛ ə p			
594-13													g a			
1759-13													ɛ a ɛ			
805-13													g ɛ ɛ			
756-13													ɛ ɨ ɨ			
1201-13													p u c			
2042-13													ʔ a			
1968-13													ɛ a ʔ			
2000-13													a k			
17-13													ɛ a ɨ			
4-13													ɛ p			
788-13													ɛ ɛ			
1219-13													ɛ ɛ p			
141-13													ʔ a k			
541-13													ɛ r j a k			
1687-13													ɛ ɛ			
123-13													a p			
1652-13													p ɛ ɛ			
576-13													k ɛ			
1738-13													ɛ a ɛ			
442-13													ɛ ɛ p			
368-13													ɛ a k			
1778-13													p ɛ ɨ			
957-13													n a p			
1704-13													ʔ ɛ ɛ			
304-13													j p p			
1796-13													p p k			
720-13													p ɛ ɛ			
287-13													ɛ a p			
321-13													g ə ɛ			
206-13													ɛ ɛ ʔ			
1950-13													ʔ			
665-13													w a n			
